"Tax",6.129,4.282,,3.704,1.667,9.998,9.164,12.141,
"Other Current Assets",239.379,213.338,224.544,198.317,185.375,113.876,88.945,72.27,
"Total Current Assets",7348.605,6832.006,6587.606,6849.048,6661.332,5470.665,4935.977,4710.176,
"Total Assets",11250.088,10586.631,10283.867,10521.427,10141.97,7135.365,6432.517,5902.32,
"Ordinary Share Capital & Premium",6155.554,6155.554,6155.554,6155.554,6155.554,6155.554,6155.554,6140.554,
"Distributable Reserves",1029.152,717.816,495.65,344.888,289.207,97.481,-3704.03,-4043.701,
"Non-Distributable Reserves",,,,,,,-990.991,-990.991,
"Other Capital",-4617.755,-4619.991,-4627.672,-4614.838,-4619.619,-4622.043,,,
"Ordinary Shareholders' Interest",2566.951,2253.379,2023.532,1885.604,1825.142,1630.992,1460.533,1105.862,
"Minority Interest",53.42,60.814,78.088,64.125,61.282,55.147,27.29,23.581,
"Total Shareholders' Interest",2620.371,2314.193,2101.62,1949.729,1886.424,1686.139,1487.823,1129.443,
"Non-Interest Bearing Loans",2429.387,2374.961,2355.016,2443.204,2479.576,621.543,625.45,622.907,
"Interest Bearing Loans",616.95,679.45,743.75,346,424.604,499.605,571,647,
"Deferred Tax Liability",29.595,35.329,22.016,22.219,,,,,
"Other Long-Term Liabilities",,19.494,20.559,40.797,36.571,267.698,249.956,252.471,
"Total Long-Term Liabilities",3075.932,3109.234,3141.341,2852.22,2940.751,1388.846,1446.406,1522.378,
"Creditors and Provisions",4326.229,4258.659,3517.033,4294.456,3727.728,3262.28,2852.113,2647.914,
"Tax",25.533,7.86,5.178,54.967,49.863,32.79,33.783,14.719,
"Bank Overdrafts/Short-Term Loans",530.918,293.999,983.576,829.459,1045.771,506.312,362.052,340.718,
"Other Current Liabilities",671.105,602.686,535.119,540.596,491.433,258.998,250.34,247.148,
"Total Current Liabilities",5553.785,5163.204,5040.906,5719.478,5314.795,4060.38,3498.288,3250.499,
"Total Liabilities",8629.717,8272.438,8182.247,8571.698,8255.546,5449.226,4944.694,4772.877,
"Total Equity and Liabilities",11250.088,10586.631,10283.867,10521.427,10141.97,7135.365,6432.517,5902.32,

Share/unit data,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"5 Nov 2020","20 May 2020","7 Nov 2019","16 May 2019","17 Oct 2018","4 May 2018","20 Oct 2017","17 May 2017",
"Number of Shares in Issue (Actual)",860084483,860084483,860084483,860084483,860084483,859273673,860084483,859274000,
"Weighted Average Shares in Issue (Actual)",859692263,859740811,859926950,860084483,860084483,860073376,860062450,816617238,
"Fully Diluted Weighted Average Shares in Issue",859692263,859740811,859926950,860090598,860194193,860073376,860062450,816617238,
"Market Capitalisation (R'000)",15705143,18595027,19136880,22190180,29096658,29601978,25372492,20605391,
"Number of Months",6,12,6,12,6,12,6,12,
"Number of Employees",,,,,,15223,,14136,

Share statistics,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"5 Nov 2020","20 May 2020","7 Nov 2019","16 May 2019","17 Oct 2018","4 May 2018","20 Oct 2017","17 May 2017",
"Earnings Per Share (ZARc)",36,69.6,31,83.6,50.7,79.6,46.8,75,
"Diluted Earnings Per Share (ZARc)",36,69.6,31,83.6,50.7,79.6,46.8,75,
"Headline Earnings Per Share (Cont Ops) (ZARc)",36,69.6,31,83.6,50.7,79.6,46.8,74.7,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",36,69.6,31,83.6,50.7,79.6,46.8,74.7,
"Interim Dividend (ZARc)",,12.79,12.79,20.7,20.7,18.73,18.73,,
"Final Dividend (ZARc)",,,,13.47,,12.74,,7.35,
"Dividend Per Share (ZARc)",,12.79,12.79,34.17,20.7,31.47,18.73,7.35,
"Distributions Per Share (ZARc)",,12.79,12.79,34.17,20.7,31.47,18.73,7.35,
"Net Asset Value Per Share (ZARc)",298.45,269.07,244.35,226.69,219.33,196,173,131.4,
"3 Year Beta",-0.06,1.11,,,,,,,
"Cash Generated Per Share",28.07,146.15,46.34,68.1,58.59,40.55,21.75,18.52,
"Net Asset Value Per Share (Base Currency)",298.45,269.07,244.35,226.69,219.33,196,173,131.4,
"Price at Period End (Base Currency)",1826,2162,2225,2580,3383,3445,2950,2398,
"JSE Market Price High (ZARc)",2757,2930,2830,3844,3844,3995,3081,2592,
"JSE Market Price Low (ZARc)",1650,1982,1982,2353,2423,2140,2140,2048,
"JSE Market Price at Period End (ZARc)",1826,2162,2225,2580,3383,3445,2950,2398,
"JSE Volume Traded (Actual)",202415528,310825687,162020215,483105064,243784099,305367830,118734334,115185447,
"JSE Rand Value Traded (Actual)",4130890401,7517712472,3929587103,14146034664,7176931459,9524230252,3137216762,2557038585,
"12 Month HEPS",74.6,69.6,63.9,83.6,83.5,79.6,84.15,74.7,
"12 Month Dividend",,12.79,26.26,34.16,33.43,31.47,31.47,7.35,

Cash flow items,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"5 Nov 2020","20 May 2020","7 Nov 2019","16 May 2019","17 Oct 2018","4 May 2018","20 Oct 2017","17 May 2017",
"Cash generated by operations",1015.83,1851.142,876.854,1860.725,1001.074,1323.624,746.355,,
"Working capital changes",-482.151,265.68,-22.808,-403.526,-111.477,-295.931,-257.733,,
"Net Cash flow from operating activities",241.413,1256.978,398.546,585.716,503.948,348.473,187.061,159.16,
"Net cash flow from investing activities",-224.627,-413.218,-261.435,-549.721,-222.187,-396.05,-189.726,-221.539,
"Net cash flow from financing activities",-277.709,-61.436,172.907,-489.663,-224.13,-107.577,-100.835,1446.517,
"Dividends paid",-19.025,-266.388,-125.053,-301.699,-115.525,-232.889,-66.023,-909.927,
"Net increase(decrease) in cash & cash equivalents",-260.923,782.324,310.018,-453.668,57.631,-155.154,-103.5,1384.138,
"Cash & Cash Equivalent beginning of period",300.277,-481.038,-481.038,-27.515,-27.515,127.639,127.639,-1256.499,
"Translation effects on cash & cash equivalents",-1.2,-1.009,-0.32,0.145,,,,,
"Cash & Cash Equivalent end of period",38.154,300.277,-171.34,-481.038,30.116,-27.515,24.139,127.639,

Ratios,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"5 Nov 2020","20 May 2020","7 Nov 2019","16 May 2019","17 Oct 2018","4 May 2018","20 Oct 2017","17 May 2017",
"Return on Capital Employed",11.29,11.58,10.77,15.55,18.67,22.71,27.91,24.7,
"Return on Shareholder Funds",24.54,27.15,26.87,38.31,47.78,50,55.03,66.9,
"Return on Total Assets",8.26,8.58,7.9,10.24,12.63,14.12,18.28,15.39,
"Gross Profit Margin",22.21,23.16,22.59,24.38,24.91,24.4,24.78,24.4,
"Operating Profit Margin",4.74,5.21,4.98,6.42,7.48,5.8,6.8,6.5,
"Net Profit Margin",2.42,2.49,2.25,3.36,4.17,3.51,4.21,3.42,
"Debt:Equity (excl non-int debt)",0.45,0.44,0.84,0.64,0.8,0.76,0.8,1.1,
"Interest Bearing Debt as % of Long-Term Finance",19.06,22.7,26.14,15.07,18.37,22.86,27.73,36.42,
"Interest Cover",3.65,3.29,2.92,3.99,4.68,7.03,7.61,5,
"Quick Ratio",0.45,0.45,0.45,0.3,0.43,0.38,0.39,0.45,
"Current Ratio",1.32,1.32,1.31,1.2,1.25,1.35,1.41,1.45,
"Dividend Cover",,5.44,2.42,2.45,2.45,2.53,2.5,10.2,
"Dividend Cover (HEPS)",,5.44,2.42,2.45,2.45,2.53,2.5,10.16,
"Debtors Collection Period",26.24,25.2,21.05,23.07,21.13,19,20.48,22.38,
"Stock Turn",4.12,4.09,4.23,3.17,3.61,3.73,4.02,4.04,
"Price : Earnings",24.48,31.06,34.82,30.86,40.51,43.28,35.06,32.1,
"Sales Per Share (Base Currency)",2979.52,2789.71,2755.5,2490.46,2433.47,2264.87,2225.1,2191.64,
"Price/Sales Per Share",0.61,0.77,0.81,1.04,1.39,1.52,1.33,1.09,
"Price/Net Asset Value",6.12,8.04,9.11,11.38,15.42,17.58,17.05,18.25,
"Price/Cash Flow",130.1,14.79,96.03,37.89,115.47,84.96,271.26,129.48,
"NAV%Price",16.34,12.45,10.98,8.79,6.48,5.69,5.86,5.48,
"Liquidity%",5.59,15.19,9.74,6.83,12.21,6.39,7.57,3.33,
"Cash Flow:Attributable Profit",1.56,2.1,2.99,0.81,2.31,0.51,0.93,0.26,
"Cash/Equity (%)",16.08,19.52,31.28,9.1,47.91,16.61,12.49,26.09,
"EV/Ebitda (Pd)",,,,18.78,41.4,,,,
"PEG Ratio",-14.23,-18.05,6.01,5.33,6.18,6.6,,,

