"Fully Diluted Weighted Average Shares in Issue",102418000,104620000,107218000,107569000,108021000,108146000,108340000,113340118,105630646,102950625,
"Market Capitalisation (R'000)",186379,359732,444213,493354,536283,585036,650040,648957,529783,517866,
"Number of Months",12,6,12,6,12,6,12,6,12,6,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"22 Sep 2020","9 Mar 2020","9 Sep 2019","27 Mar 2019","11 Sep 2018","19 Mar 2018","12 Sep 2017","13 Mar 2017","13 Sep 2016","11 Mar 2016",
"Earnings Per Share (ZARc)",-20.8,25.1,40,29.8,54.4,35.2,59.3,33.5,50.8,27.6,
"Diluted Earnings Per Share (ZARc)",-20.8,25.1,40,29.8,54.4,35.2,59.3,32,50.8,27.6,
"Headline Earnings Per Share (Cont Ops) (ZARc)",13.8,25.6,40.1,29.8,54.3,35.2,59.2,33.5,50.3,27.1,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",13.8,25.6,40.1,29.8,54.3,35.2,59.2,32,50.3,27.1,
"Interim Dividend (ZARc)",8,8,9.1,9.1,11,11,10.5,10.5,9.2,9.2,
"Final Dividend (ZARc)",,,11.1,,16.2,,19.5,,15.8,,
"Dividend Per Share (ZARc)",8,8,20.2,9.1,27.2,11,30,10.5,25,9.2,
"Distributions Per Share (ZARc)",8,8,20.2,9.1,27.2,11,30,10.5,25,9.2,
"Net Asset Value Per Share (ZARc)",158.44,207.71,208.86,210.11,196.19,186.85,172.66,156.59,138.31,123.74,
"3 Year Beta",0.18,-0.16,-0.25,-0.38,,,,,,,
"Cash Generated Per Share",36.89,31.72,40.94,23.27,62.9,22.41,57.52,22.43,47.75,13.11,
"Net Asset Value Per Share (Base Currency)",158.44,207.71,208.86,210.11,196.19,186.85,172.66,156.59,138.31,123.74,
"Price at Period End (Base Currency)",186,359,420,460,495,540,600,599,489,478,
"JSE Market Price High (ZARc)",440,440,573,573,605,605,649,600,650,650,
"JSE Market Price Low (ZARc)",152,327,346,400,451,451,338,450,390,425,
"JSE Market Price at Period End (ZARc)",186,359,420,460,495,540,600,599,489,478,
"JSE Volume Traded (Actual)",18902138,8812674,14514817,3952613,25211682,6563734,19984323,12026419,20141107,2547194,
"JSE Rand Value Traded (Actual)",60399170,33847956,59747706,18330188,133909474,35814423,110592861,64680693,96414003,13304628,
"12 Month HEPS",13.8,35.9,40.1,48.9,54.3,60.9,59.2,56.7,50.3,54.2,
"12 Month Dividend",8,19.1,20.2,25.3,27.2,27.2,30,30,26.3,25,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"22 Sep 2020","9 Mar 2020","9 Sep 2019","27 Mar 2019","11 Sep 2018","19 Mar 2018","12 Sep 2017","13 Mar 2017","13 Sep 2016","11 Mar 2016",
"Cash generated from operations after WC",54972,46539,70525,40668,106946,47108,104626,45376,72413,26603,
"Net Cash flow from operating activities",36967,31784,43296,24956,68143,24274,62320,24297,51736,14200,
"Net cash flow from investing activities",-15782,-3914,-6725,-10480,-17920,-37861,-132035,-128797,-8264,-2722,
"Net cash flow from financing activities",-13552,-21864,-55371,-23702,-78483,-31060,35426,56174,30627,35209,
"Dividends paid",-11688,-11687,-27158,-17445,-32929,-21060,-28493,-17118,-19967,-10000,
"Net increase(decrease) in cash & cash equivalents",7633,6006,-18799,-9226,-28260,-44647,-34289,-48326,74098,46688,
"Cash & Cash Equivalent beginning of period",8421,8421,27128,27128,55103,55103,89388,89388,15424,15424,
"Translation effects on cash & cash equivalents",17,105,92,228,285,-62,4,-33,-135,147,
"Cash & Cash Equivalent end of period",16071,14532,8421,18130,27128,10394,55103,41029,89388,62260,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"22 Sep 2020","9 Mar 2020","9 Sep 2019","27 Mar 2019","11 Sep 2018","19 Mar 2018","12 Sep 2017","13 Mar 2017","13 Sep 2016","11 Mar 2016",
"Return on Capital Employed",-9.73,17.71,16.73,21.69,20.39,26.96,23.37,26.8,31.44,37.79,
"Return on Shareholder Funds",-15.22,25.05,18.99,28.13,27.31,37.56,34.39,42.99,36.37,43.09,
"Return on Total Assets",-6.75,29.48,24.64,34.86,31.67,48.32,34.8,45.37,35.64,45.51,
"Gross Profit Margin",41.66,44.59,45.02,45.02,45.63,46.13,47.68,48.1,50.17,50.53,
"Operating Profit Margin",-2.01,15.35,13.45,17.39,17.05,19.79,19.47,20.28,24.06,24.72,
"Net Profit Margin",-5.05,9.56,8.33,11.21,10.9,12.81,12.23,12.83,17.13,17.18,
"Debt:Equity (excl non-int debt)",0.61,0.45,0.15,0.3,0.34,0.39,0.47,0.6,0.16,0.14,
"Interest Cover",-0.94,9.28,8.88,12.26,11.08,14.16,11.27,11.4,-164.67,73.6,
"Quick Ratio",0.93,1.3,0.71,1.06,1.04,1.31,1.1,1.38,3.04,3.64,
"Current Ratio",1.96,2.75,1.72,2.47,2.24,3.05,1.99,2.38,3.73,4.63,
"Dividend Cover",-2.6,3.14,1.98,3.27,2,3.2,1.98,3.19,2.03,3,
"Dividend Cover (HEPS)",1.73,3.2,1.99,3.27,2,3.2,1.97,3.19,2.01,2.95,
"Debtors Collection Period",45.87,36.73,41.39,39.62,41.56,37.29,42.92,39,51.74,44.53,
"Stock Turn",2.64,3.27,2.64,2.85,2.76,3.35,2.9,3.93,5.07,5.77,
"Price : Earnings",13.48,10,10.47,9.41,9.12,8.87,10.14,10.56,9.72,8.82,
"Sales Per Share (Base Currency)",411.6,525.32,480.28,532.21,498.96,549.92,484.94,522.08,296.73,321.06,
"Price/Sales Per Share",0.45,0.68,0.87,0.86,0.99,0.98,1.24,1.15,1.65,1.49,
"Price/Net Asset Value",1.17,1.73,2.01,2.19,2.52,2.89,3.47,3.83,3.54,3.86,
"Price/Cash Flow",5.04,22.64,10.26,39.54,7.87,48.19,10.43,53.41,10.24,72.92,
"NAV%Price",85.18,57.86,49.73,45.68,39.63,34.6,28.78,26.14,28.28,25.89,
"Liquidity%",20.43,41.59,31.8,33.9,41.92,35.46,31.61,27.05,76.2,60.27,
"Cash Flow:Attributable Profit",-1.74,2.42,1.01,1.56,1.16,1.27,0.97,1.34,0.96,1,
"Cash/Equity (%)",14.52,10.18,5.54,7.83,12.43,4.99,28.72,,,,
"EV/Ebitda (Pd)",,8.35,6.31,9.65,,,,,,,
"PEG Ratio",-0.94,-6.73,-7.05,1.4,1.35,,,0.98,0.9,,

