"Ordinary Share Capital & Premium",2040.493,2069.029,2153.717,2129.572,1908.804,1908.804,1903.517,1749.505,1745.191,1446.604,1445.359,1325.111,1325.111,
"Treasury Shares",159.47,171.128,219.677,230.723,177.196,192.247,176.612,59.206,56.802,13.462,16.228,0.546,0.546,
"Distributable Reserves",1926.365,1802.273,1567.037,1451.251,1294.829,1175.226,968.177,862.689,750.476,650.059,660.614,573.065,451.56,
"Non-Distributable Reserves",-357.945,-394.319,-343.914,-360.826,-361.177,-386.722,-383.16,-399.7,-381.949,-394.755,-400.655,-404.471,-439.799,
"Ordinary Shareholders' Interest",3449.443,3305.855,3157.163,2989.274,2665.26,2505.061,2311.922,2153.288,2056.916,1688.446,1689.09,1493.159,1336.326,
"Minority Interest",304.76,278.647,248.126,225.308,256.272,235.654,212.875,197.212,173.886,157.212,143.406,132.491,95.085,
"Total Shareholders' Interest",3754.203,3584.502,3405.289,3214.582,2921.532,2740.715,2524.797,2350.5,2230.802,1845.658,1832.496,1625.65,1431.411,
"Insurance Funds",630.945,554.469,600.97,542.086,489.48,542.709,524.572,544.235,564.425,607.31,577.638,574.331,502.668,
"Bonds and Debentures",28188.29,26694.209,26574.063,25932.12,26219.315,24278.949,24767.685,22560.598,22032.848,19836.25,17229.353,14222.603,12761.154,
"Interest Bearing Loans",10.341,30.406,18.356,13.973,20.056,16.857,14.854,17.379,14.408,17.91,16.41,30.749,33.846,
"Other Long-Term Liabilities",291.284,304.964,276.358,112.314,102.96,103.695,109.101,37.791,148.764,274.114,407.517,427.843,363.05,
"Long-Term Liabilities",28489.915,27029.579,26868.777,26058.407,26342.331,24399.501,24891.64,22615.768,22196.02,20128.274,17653.28,14681.195,13158.05,
"Deferred Tax Liability",77.575,69.701,52.018,47.702,30.153,18.894,21.196,24.089,50.991,44.925,55.64,53.61,85.015,
"Total Capital Employed",32952.638,31238.251,30927.054,29862.777,29783.496,27701.819,27962.205,25534.592,25042.238,22626.167,20119.054,16934.786,15177.144,
"Fixed Assets",80.243,91.715,97.286,67.244,71.552,74.286,48.62,53.469,54.019,54.179,56.827,42.273,46.202,
"Right-of-use Asset",227.6,248.22,228.251,,,,,,,,,,,
"Investments In Associates",1.03,1.105,1.23,1.525,1.238,1.094,1.133,1.178,16.825,16.352,54.007,52.533,51.68,
"Investments",18.292,15.587,17.364,16.048,17.414,14.798,16.323,15.521,36.579,123.826,446.128,340.453,340.453,
"Intangible Assets",1255.041,1144.803,1164.302,1178.249,1125.274,1027.805,1006.595,987.042,997.887,882.615,876.42,859.536,889.032,
"Deferred Tax Asset",67.697,81.315,82.896,101.091,86.305,102.091,80.435,96.651,77.105,90.245,85.913,87.674,72.993,
"Other Assets",63325.265,58592.504,58426.853,55103.538,54117.956,47100.387,46897.597,42746.165,38946.107,34031.549,18121.094,14976.584,13558.627,
"Debtors and O/S Premiums",2019.468,2094.305,2129.792,1690.828,1807.997,1904.775,1700.815,,,,,,,
"Cash and Short Term Funds",1616.029,1073.653,849.797,945.442,1769.571,1920.626,1455.88,1385.542,1241.533,1395.952,1015.073,972.243,469.038,
"Other Current Assets",374.188,556.381,328.747,270.197,243.003,267.509,242.401,1777.442,1905.387,3088.948,2975.859,2388.685,2124.613,
"Current Assets",4009.685,3724.339,3308.336,2906.467,3820.571,4092.91,3399.096,3162.984,3146.92,4484.9,3990.932,3360.928,2593.651,
"Total Assets",68984.853,63899.588,63326.518,59374.162,59240.31,52413.371,51449.799,47063.01,43275.442,39683.666,23631.321,19719.981,17552.638,
"Creditors (incl. Reinsurers)",2412.184,2356.383,2330.243,2153.524,2123.249,2116.527,1873.675,1821.5,1682.919,2894.051,2618.743,2068.4,1723.302,
"Provision for Claims",33607.218,30293.931,30055.944,27350.796,27311.201,22585.256,21603.419,19690.982,16507.66,14023.726,877.844,699.202,625.462,
"Tax",5.55,3.944,6.958,2.161,10.466,6.088,6.837,12.205,38.295,135.198,11.651,10.618,23.973,
"Other Current Liabilities",7.263,7.079,6.319,4.904,11.898,3.681,3.663,3.731,4.33,4.524,4.029,6.975,2.757,
"Current Liabilities",36032.215,32661.337,32399.464,29511.385,29456.814,24711.552,23487.594,21528.418,18233.204,17057.499,3512.267,2785.195,2375.494,
"Net Current Assets",-32022.53,-28936.998,-29091.128,-26604.918,-25636.243,-20618.642,-20088.498,-18365.434,-15086.284,-12572.599,478.665,575.733,218.157,

Share/unit data,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"8 Oct 2020","14 Apr 2020","10 Oct 2019","17 Apr 2019","11 Oct 2018","19 Apr 2018","5 Oct 2017","13 Apr 2017","6 Oct 2016","14 Apr 2016","7 Oct 2015","9 Apr 2015","8 Oct 2014",
"Number of Shares in Issue (Actual)",1335800000,1338400000,1367263905,1364885000,1319300000,1342242000,1318600000,1322100000,1312900000,1279124000,1276500000,1262484000,1262100000,
"Treasury Shares",,,,,,,,8989464,,2335723,,,,
"Weighted Average Shares in Issue (Actual)",1338500000,1340900000,1339400000,1325094000,1318000000,1317643000,1314500000,1307103000,1290200000,1274163000,1267200000,1261394000,1259500000,
"Fully Diluted Weighted Average Shares in Issue",,1340900000,,1336962000,,1330720000,,1323469000,1290200000,1310022000,1267200000,1304194000,1259500000,
"Market Capitalisation (R000)",9510896,10573360,11061165,14658865,12797210,11677505,11735540,9928971,9216558,8800373,10709835,9115134,8329860,
"Number of Employees",,2917,,2886,,2488,,2435,,,,,,

Share statistics,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"8 Oct 2020","14 Apr 2020","10 Oct 2019","17 Apr 2019","11 Oct 2018","19 Apr 2018","5 Oct 2017","13 Apr 2017","6 Oct 2016","14 Apr 2016","7 Oct 2015","9 Apr 2015","8 Oct 2014",
"Earnings Per Share (ZARc)",24.3,48.2,23.2,45.4,21.4,43,18.2,37.3,16.6,23,15,27,11.6,
"Diluted Earnings Per Share (ZARc)",24.3,48.1,23.1,45,21.2,42.6,18.1,36.8,16.4,22.4,14.5,26.1,11.2,
"Headline Earnings Per Share (Cont Ops) (ZARc)",24.2,48.1,23.2,45.6,21.5,43,18.2,37.2,16.6,22.9,14.7,26.9,11.5,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",24.2,47.9,23.1,45.2,21.3,42.6,18.1,36.8,16.4,22.3,14.3,26,11.5,
"Distributions Per Share (ZARc)",8,22.5,7.5,20.5,7,18,5.7,15.3,5.1,13.2,4.4,12,4,
"Net Asset Value Per Share (ZARc)",258.2,247,235.6,223.6,202,190.1,175.33,164,156.7,132.2,132.3,118.3,105.9,
"3 Year Beta",0.58,0.45,0.2,-0.16,0.2,0.3,0.32,,,,,,,
"Cash Generated Per Share",74.64,52.22,22.79,45.33,9.1,61.56,15.25,9.22,-4.25,42.52,12.47,38.81,-7.78,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,
"Net Asset Value Per Share (Base Currency)",258.2,247,235.6,223.6,202,190.1,175.33,164,156.7,132.2,132.3,118.3,105.9,
"Price at Period End (Base Currency)",712,790,809,1074,970,870,890,751,702,688,839,722,660,
"JSE Market Price at Period End (ZARc)",712,790,809,1074,970,870,890,751,702,688,839,722,660,
"JSE Market Price High (ZARc)",800,1085,1085,1110,1020,940,940,850,749,959,959,829,829,
"JSE Market Price Low (ZARc)",431,701,779,860,860,750,750,640,660,620,703,621,627,
"JSE Volume Traded (Actual)",77157075,111951796,78129030,77342547,26485180,91863005,51071373,112119070,80230349,113906146,71403974,53788193,30708273,
"JSE Value Traded (Actual)",557935646,1072894322,772132902,763204716,246632163,767728021,415883597,789564518,561165029,901847394,576187010,388143202,227704866,
"12 Month HEPS",49.1,48.1,47.3,45.6,46.3,43,38.8,37.2,24.8,22.9,30.1,26.9,23,
"12 Month Dividend",23,22.5,21,20.5,19.3,18,15.9,15.3,13.9,13.2,12.4,12,4,

Cash flow items,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"8 Oct 2020","14 Apr 2020","10 Oct 2019","17 Apr 2019","11 Oct 2018","19 Apr 2018","5 Oct 2017","13 Apr 2017","6 Oct 2016","14 Apr 2016","7 Oct 2015","9 Apr 2015","8 Oct 2014",
"Cash generated by operations",62.859,-1256.928,-631.928,801.222,-583.35,704.203,,222.508,17.578,455.94,164.036,,,
"Working capital changes",,,,-1817.394,,-1191.604,,-100.652,-73.396,87.91,-4.883,,,
"Cash generated from operations after WC",,,,-1016.172,,-487.401,,,,,,,,
"Net Cash flow from operating activities",997.07,698.978,311.634,618.721,120.017,826.248,201.145,121.856,-55.818,543.85,159.153,490.029,-98.166,
"Net cash flow from investing activities",-181.742,-102.121,-76.389,-1360.071,-126.087,-112.958,-40.097,32.575,-12.249,16.141,-38.914,-39.594,-28.033,
"Net cash flow from financing activities",-288.286,-477.132,-330.481,-241.845,-151.769,-176.878,-91.436,-156.484,-80.674,-142.25,-82.357,-184.685,-113.655,
"Dividends paid",-203.197,-287.731,-184.316,-262.989,-166.036,-217.249,-138.975,-186.293,-117.404,-163.667,-105.231,-145.5,-94.524,
"Net increase(decrease) in cash & cash equivalents",527.042,119.725,-95.236,-983.195,-157.839,536.412,69.612,-2.053,-148.741,417.741,37.882,,,
"Cash & Cash Equivalent beginning of period",1073.653,945.442,945.442,1920.626,1920.626,1385.542,1385.542,1395.952,1395.952,975.018,975.018,,,
"Translation effects on cash & cash equivalents",15.334,8.486,-0.409,8.011,9.212,-1.328,0.726,-8.357,-5.678,3.193,2.173,,,
"Cash & Cash Equivalent end of period",1616.029,1073.653,849.797,945.442,1771.999,1920.626,1455.88,1385.542,1241.533,1395.952,1015.073,,,

Ratios,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"8 Oct 2020","14 Apr 2020","10 Oct 2019","17 Apr 2019","11 Oct 2018","19 Apr 2018","5 Oct 2017","13 Apr 2017","6 Oct 2016","14 Apr 2016","7 Oct 2015","9 Apr 2015","8 Oct 2014",
"Price/Net Asset Value",2.76,3.2,3.43,4.8,4.8,4.58,5.08,4.58,4.48,5.2,6.34,6.1,6.23,
"Price/Cash Flow",19.08,15.13,71,23.69,213.19,14.13,116.72,81.45,-330.35,16.18,134.56,18.6,-169.67,
"Return on Capital Employed",2.14,2.27,2.17,2.15,2.06,2.21,1.86,2.08,1.87,1.42,2.02,2.14,2.07,
"Return on Shareholder Fund",18.83,19.74,19.7,19.99,20.97,22.35,20.61,22.63,20.96,17.44,22.23,22.26,21.93,
"Return on Total Assets",1.61,1.77,1.66,1.69,1.65,1.86,4.62,1.85,4.96,1.93,3.09,3.53,3.68,
"Operating Profit Margin",66.89,69.09,66.98,75.24,75.22,76.85,191.62,79.73,213.89,76.6,72.99,80.98,81.22,
"Net Profit Margin",42.07,42.55,42.49,47.91,46.63,47.95,40.12,48.2,44.52,31.13,41.02,42.8,40.08,
"Debt : Equity",7.59,7.54,7.89,8.11,9.02,8.9,9.86,9.62,9.95,10.91,9.63,9.03,9.19,
"Dividend Cover",3.04,2.14,3.09,2.21,3.06,2.39,3.19,2.44,3.25,1.74,3.41,2.25,2.9,
"NAV%Price",36.26,31.27,29.12,20.82,20.82,21.85,19.7,21.84,22.32,19.22,15.77,16.39,16.05,
"Price : Earnings",14.5,16.42,17.1,23.55,20.95,20.23,22.94,20.19,28.31,30.04,27.87,26.84,28.7,
"Underwriting Surplus : Net Premiums",0.98,0.99,0.96,1.05,1.03,1.03,2.54,1.06,2.82,1.03,1.01,1.13,1.11,
"Solvency Margin",1417,338.76,1335.3,356.59,1326.52,309.83,1121.82,308.08,1221.76,264.35,1098.24,285.23,1082.12,
"Excess Assets to Total Liabilities",0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.12,0.13,0.13,
"Net Taxed Surplus : Total Assets",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,
"Mgmt Expenses : Total Income",0.13,0.13,0.14,0.14,0.14,0.14,0.15,0.14,0.16,0.14,0.12,0.14,0.12,
"Shareholders Funds : Total Funds",0.11,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.08,0.09,0.1,0.09,
"Shareholders Funds : Life Funds",5.95,6.46,5.67,5.93,5.97,5.05,4.81,4.32,3.95,3.04,3.17,2.83,2.85,
"Cost of Acquisition",0.62,0.64,0.7,0.71,0.75,0.65,0.68,0.7,0.85,0.7,0.62,0.75,0.7,
"Claims + Expenses : Premiums",2.11,2.07,2.22,2.23,2.38,2,2.09,2.16,2.52,2.22,2.3,2.35,2.49,
"Profitability %",1.56,1.71,1.62,1.65,1.61,1.81,4.54,1.86,4.87,2.05,3.27,3.87,4.07,
"Solvency %",74.35,73.91,73.73,72.81,72.2,71.4,70.32,70.53,69.23,69.54,61.46,62.12,61.85,
"Int Bearing Debt : Total Assets",0.82,0.84,0.84,0.87,0.89,0.93,0.96,0.96,1.02,1,1.46,1.44,1.46,
"Liquidity %",2.15,0.81,0.73,0.76,0.29,1.13,0.55,0.18,-0.18,0.95,0.83,1.54,-0.69,
"Cash Flow : Attributable Profit",5.78,1.01,1.88,0.97,0.79,1.36,0.57,0.46,-0.18,5.92,-5.88,2.93,2.31,
"Loan to value ratio",86.46,86.53,86.88,87.26,88.45,88.08,89.02,88.57,88.63,88.96,87.74,86.69,86.7,
"PEG Ratio",0.97,1.1,0.82,1.14,0.86,0.83,0.84,0.74,2.88,3.06,0.81,0.78,,

