,"18 Nov 2020","18 May 2020","20 Nov 2019","22 May 2019","19 Nov 2018","21 May 2018","15 Nov 2017","17 May 2017","9 Nov 2016","11 May 2016","11 Nov 2015","27 May 2015","12 Nov 2014","28 May 2014","14 Nov 2013","28 May 2013","14 Nov 2012","16 May 2012","15 Nov 2011",
"Ordinary Capital & Premium",4243513,4243513,4243513,4243513,4243513,3460604,3346742,3167159,3107931,3032696,2799016,427852,427852,427852,427852,427852,427852,427852,427852,
"Distributable Reserves",70995,-51887,-24732,-21435,27500,43632,78938,81467,93599,87984,99008,-80875,-80375,326944,326050,131553,126778,35662,45959,
"Non-Distributable Reserves",980514,1197360,1208136,1010048,1037803,1033359,998793,978810,992884,716248,705947,489223,494479,,,,,,,
"Ordinary Unitholders Interest",5295022,5388986,5426917,5232126,5308816,4537595,4424473,4227436,4194414,3836928,3603971,836200,841956,754796,753902,559405,554630,463514,473811,
"Debentures",,,,,,,,,,,,2377937,1684659,1682718,1499420,1504498,900629,900629,900629,
"Minority Interest",250499,182407,182184,155796,155796,,,129356,131190,135923,,,,,,,,,,
"Total Stockholders' Interest",5545521,5571393,5609101,5387922,5464612,4537595,4424473,4356792,4325604,3972851,3603971,3214137,2526615,2437514,2253322,2063903,1455259,1364143,1374440,
"Non-Interest Bearing Loans",51462,51650,51689,51007,51124,50154,,,,,,,,,,,,,,
"Interest Bearing Loans",2607349,2802579,2824912,2680140,2546926,1758918,2271057,1881495,2631664,2104322,1752422,1895605,1089853,1606163,1475371,964123,906562,759550,759500,
"Other Long-Term Liabilities",248706,131290,43617,8637,4050,21132,35082,,,,,5846,,,,,,,,
"Long-Term Liabilities",2907517,2985519,2920218,2739784,2602100,1830204,2306139,1881495,2631664,2104322,1752422,1901451,1089853,1606163,1475371,964123,906562,759550,759500,
"Deferred Tax Liability",,,,,,,,,,,,,,,,37273,41681,26785,17087,
"Total Capital Employed",8453038,8556912,8529319,8127706,8066712,6367799,6730612,6238287,6957268,6077173,5356393,5115588,3616468,4043677,3728693,3065299,2403502,2150478,2151027,
"Fixed Assets / Property",9094502,8951647,8837313,8640400,8607859,6911103,6883958,6694399,6964389,6719914,5512581,4682697,4116886,4000941,3722994,2886645,2393486,2107099,2107099,
"Goodwill",,,,,,,13327,48482,48482,48482,48482,48482,48482,48482,48482,48482,48482,48482,48482,
"Intangible Assets",37500,56250,75000,93750,112500,144577,,,,,,,,,,,,,,
"Other Assets",225412,274488,280931,203206,224480,94314,92469,,4216,10650,1403,,,8798,8341,,,,,
"Debtors",164203,169578,160323,202164,208266,173114,153817,170632,147972,142278,98188,85060,70575,30926,33983,16204,25310,14404,21078,
"Cash and Short Term Funds",49357,69580,119088,49631,89064,32661,130226,104766,58732,50618,63046,501706,32018,102368,54088,226313,162153,83873,25260,
"Other Current Assets",13488,1488,50947,25514,31215,164446,133159,336722,93850,27716,49366,30900,74800,8900,30250,28850,56189,1400,21400,
"Current Assets",227048,240646,330358,277309,328545,370221,417202,612120,300554,220612,210600,617666,177393,142194,118321,271367,243652,99677,67738,
"Total Assets",9584462,9523031,9523602,9214665,9273384,7520215,7406956,7355001,7317641,6999658,5773066,5348845,4342761,4200415,3898138,3206494,2685620,2255258,2223319,
"Creditors",171052,154136,157645,159829,209648,120337,125336,128010,105373,141621,127851,76385,88313,38931,56793,38632,46120,33624,66086,
"Dividends",,,,,,,,,,,,156872,131313,117807,112652,102563,76790,71156,5096,
"Bank O/D & S/T Loans",931875,797023,831549,925364,994273,1032079,551008,979667,255000,780864,288822,,506667,,,,,,,
"Other Current Liabilities",28497,14960,5089,1766,2751,,,9037,,,,,,,,,159208,,1110,
"Current Liabilities",1131424,966119,994283,1086959,1206672,1152416,676344,1116714,360373,922485,416673,233257,726293,156738,169445,141195,282118,104780,72292,
"Net Current Assets",-904376,-725473,-663925,-809650,-878127,-782195,-259142,-504594,-59819,-701873,-206073,384409,-548900,-14544,-51124,130172,-38466,-5103,-4554,

Share/unit data,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"18 Nov 2020","18 May 2020","20 Nov 2019","22 May 2019","19 Nov 2018","21 May 2018","15 Nov 2017","17 May 2017","9 Nov 2016","11 May 2016","11 Nov 2015","27 May 2015","12 Nov 2014","28 May 2014","14 Nov 2013","28 May 2013","14 Nov 2012","16 May 2012","15 Nov 2011",
"Number of Linked Units Issued (Actual)",529282638,529282638,529282638,529282638,529282638,448276813,436932798,419921746,413655926,407936286,385975166,385975166,309962824,309962824,286999366,286999366,211064786,211064786,211064786,
"Weighted Ave Stock Units (Actual)",529282638,529282638,529282638,529282638,475853506,442573468,436932798,419921746,413655926,407936286,358471139,385975166,309962824,309962824,286999366,286999366,211064786,211064786,211064786,
"Fully Diluted Weighted Average Shares in Issue",532422828,530700035,529282638,529282638,,,,,,,,,,,,,,,,
"Market Capitalisation (R000)",2958690,4684151,5557468,5885623,5081113,4572423,4347481,4409178,4723951,4087522,4523629,4322922,3208115,3006639,3068023,3039323,2247840,1836264,1813047,

Share statistics,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"18 Nov 2020","18 May 2020","20 Nov 2019","22 May 2019","19 Nov 2018","21 May 2018","15 Nov 2017","17 May 2017","9 Nov 2016","11 May 2016","11 Nov 2015","27 May 2015","12 Nov 2014","28 May 2014","14 Nov 2013","28 May 2013","14 Nov 2012","16 May 2012","15 Nov 2011",
"Earnings Per Linked Unit (ZARc)",22.5,40.57,128.77,39.88,99.09,51.33,91.59,42.87,163.18,45.27,144.69,43.26,114.62,41.14,156.44,49.14,117.66,34.81,-560.6,
"Diluted Earnings Per Linked Unit (ZARc)",22.36,40.46,128.77,39.88,99.09,51.33,91.59,,163.18,,,,,,,,,,,
"Headline Earnings Per Linked Unit (CO) (ZARc)",51.28,44.15,102.19,46.78,111.51,48.17,93.33,45.67,103.84,53.26,87.23,50.95,92.07,47.15,90.23,49.23,89.08,37.52,-595.26,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",51.28,44.03,102.19,46.78,111.51,48.17,93.33,,103.84,,,,,,,,,,,
"Distributions Per Linked Unit (ZARc)",,,110.25,54.83,105.81,52.67,101.3,50.65,96.47,48.24,91.88,45.94,87.5,43.75,83.34,41.67,79.37,39.69,2.77,
"Net Asset Value Per Linked Unit (ZARc)",1000,1018,1025,988.53,1003.02,1012.23,1012.62,1006.72,1045.7,940.57,933.73,832.73,815.13,791.7,785.13,719.13,689.48,646.31,651.19,
"3 Year Beta",0.12,0.09,-0.07,,0.15,,0.02,0.06,-0.01,-0.1,-0.16,-0.1,-0.04,,,,,,,
"Cash Generated Per Linked Unit",44.82,-0.2,-11.53,-5.61,-2.79,-8.86,7.55,-2.09,-9.99,-7.01,13.95,-5.57,4.93,-1.87,10.39,3.99,43.25,29.9,-29.53,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Net Asset Value Per Linked Unit (Base Currency)",1000,1018,1025,988.53,1003.02,1012.23,1012.62,1006.72,1045.7,940.57,933.73,832.73,815.13,791.7,785.13,719.13,689.48,646.31,651.19,
"Price at Period End (Base Currency)",559,885,1050,1112,960,1020,995,1050,1142,1002,1172,1120,1035,970,1069,1059,1065,870,859,
"JSE Market Price at Period End (ZARc)",559,885,1050,1112,960,1020,995,1050,1142,1002,1172,1120,1035,970,1069,1059,1065,870,859,
"JSE Market Price High (ZARc)",1100,1100,1130,1117,1050,1050,1163,1189,1199,1176,1201,1175,1100,1069,1250,1250,1065,870,859,
"JSE Market Price Low (ZARc)",489,601,120,120,640,901,940,946,400,400,1029,1029,946,946,890,890,845,845,858,
"JSE Volume Traded (Actual)",58489719,40770885,42449356,24306144,30530645,8634378,44585694,13951322,16814726,9857288,36007376,28377672,11104684,5970312,12768743,5003091,5378778,2600523,1500,
"JSE Rand Value Traded (Actual)",509268362,405148358,439497291,245791245,293279082,86984728,449356164,138058237,170587866,101452834,396890595,309745724,114613654,58959482,139302133,52985013,50385464,22365998,12885,
"12 Month HEPS",51.28,99.56,102.19,110.12,111.51,95.83,93.33,96.25,103.84,89.54,87.23,95.87,92.07,88.15,96.09,100.79,89.08,-260.11,-595.26,
"12 Month Dividend",,55.41,110.24,107.96,105.81,99.68,103.32,95.5,92.55,89.49,94.18,80.3,76.34,73.33,69.17,81.35,62.88,60.82,2.06,
"Dividend Per Share (ZARc)",,,,,,,,,,,,,,,,,,,2.77,

Cash flow items,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"18 Nov 2020","18 May 2020","20 Nov 2019","22 May 2019","19 Nov 2018","21 May 2018","15 Nov 2017","17 May 2017","9 Nov 2016","11 May 2016","11 Nov 2015","27 May 2015","12 Nov 2014","28 May 2014","14 Nov 2013","28 May 2013","14 Nov 2012","16 May 2012","15 Nov 2011",
"Cash generated by operations",798590,418783,822448,423579,713649,309284,691395,329801,577007,270093,460952,,,,,,,,,
"Cash generated from operations after WC",,,,,,,,,,,460952,175413,354229,,268549,,232637,98749,78254,
"Net Cash flow from operating activities",237248,-1072,-61027,-29670,-14791,-39724,32983,-8792,-41314,-28606,53832,-21480,15287,-5807,29805,11460,91275,63111,-62319,
"Net cash flow from investing activities",-71793,11856,-24776,-72281,-1742371,-129125,-132875,21100,-1094441,-1061443,-1160196,-525479,-346837,-265938,-1143180,-466764,-142144,-4498,-517840,
"Net cash flow from financing activities",-235186,-60292,135875,62566,1695952,71284,171386,33726,1131441,1077621,1137392,987891,340992,320025,1005310,519464,187762,,603978,
"Dividends paid",-279734,-266399,-571043,-300152,-491103,-227903,-413184,-212880,-376319,-184286,-265290,-131314,-230080,,-179354,,-76253,,,
"Net increase(decrease) in cash & cash equivalents",-69731,-49508,50072,-39385,-61210,-97565,71494,46034,-4314,-12428,31028,,,,,,,,,
"Cash & Cash Equivalent beginning of period",119088,119088,69016,69016,130226,130226,58732,58732,63046,63046,32018,,,,,,,,,
"Cash & Cash Equivalent end of period",49357,69580,119088,29631,69016,32661,130226,104766,58732,50618,63046,,,,,,,,,

Ratios,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"18 Nov 2020","18 May 2020","20 Nov 2019","22 May 2019","19 Nov 2018","21 May 2018","15 Nov 2017","17 May 2017","9 Nov 2016","11 May 2016","11 Nov 2015","27 May 2015","12 Nov 2014","28 May 2014","14 Nov 2013","28 May 2013","14 Nov 2012","16 May 2012","15 Nov 2011",
"Turnover Per Share",244,257.01,252.87,259.87,239.85,242.74,244.81,255.97,257.55,257.54,203.39,187.89,193.02,155.73,130.56,111.04,141.94,135.27,52.2,
"Price/Sales Per Share",2.29,3.44,4.15,4.28,4,4.2,4.06,4.1,4.43,3.89,5.76,5.96,5.36,6.23,8.19,9.54,7.5,6.43,16.46,
"Price/Net Asset Value",0.56,0.87,1.02,1.12,0.96,1.01,0.98,1.04,1.09,1.07,1.26,1.34,1.27,1.23,1.36,1.47,1.54,1.35,1.32,
"Price/Cash Flow",12.47,-8739.09,-91.07,-396.43,-344.09,-230.25,131.79,-1003,-114.34,-285.88,84.01,-402.15,209.94,-1037.43,102.89,530.42,24.62,58.19,-29.09,
"Return on Capital Employed",1.69,5.34,8.6,5.5,5.99,7.18,6.05,5.93,9.83,6.29,9.68,4.93,9.36,5.56,10.75,7,9.52,5.66,-2.29,
"Return on Stockholder Funds",2.58,8.2,13.08,8.29,8.84,10.07,9.2,8.49,15.81,9.63,14.39,7.85,13.39,9.22,17.79,10.4,15.72,8.92,-3.59,
"Return on Total Assets",9,9.64,9.74,10.27,8.69,9.65,9.53,9.29,9.52,9.7,8.05,8.71,10.59,8.21,10.97,9,12.02,9.12,3.76,
"Operating Profit Margin",66.53,67.06,68.75,68.12,69.76,66.24,65.9,63.12,64.98,64.17,63.19,63.64,76,70.61,112.71,89.17,105.79,70.49,74.21,
"Net Profit Margin",14.38,48.83,76.23,46.1,62.53,66.31,56.69,53.2,97.41,55.33,86.26,-2.53,24.58,0.48,68.63,3.8,35.18,-9.62,-69.75,
"Debt : Equity",0.68,0.67,0.66,0.67,0.65,0.62,0.65,0.66,0.67,0.73,0.57,0.59,0.63,0.66,0.65,0.47,0.62,0.56,0.55,
"Interest Cover",,,,,,,,,,,3.6,1.75,1.86,1.53,2.09,1.39,2.14,1.41,16.04,
"Current Ratio",0.2,0.25,0.33,0.26,0.27,0.32,0.62,0.55,0.83,0.24,0.51,2.65,0.24,0.91,0.7,1.92,0.86,0.95,0.94,
"Dividend Cover",,,1.17,0.73,0.94,0.97,0.9,0.85,1.69,0.94,1.57,0.94,1.31,0.94,1.88,1.18,1.48,0.88,-202.38,
"Debtors Collection Period",72.39,70.38,65.45,80.57,100.81,92.23,82.04,92.83,78.99,78.26,79.1,68.18,67.63,30.14,42.72,23.56,40.21,24.56,98.53,
"Operating Return on Investment",9.1,9.82,10.12,10.6,8.76,9.91,9.94,10.02,9.82,9.87,8.22,9.73,9.25,9.36,7.8,8.7,9.6,10.16,3.71,
"Operating Income : Turnover",64.11,64.65,66.81,66.59,66.07,63.77,63.97,62.42,64.18,63.16,62.14,62.79,63.67,77.58,77.48,78.78,76.69,74.98,70.88,
"Admin & Collection Fees : Turnover",0.33,0.32,0.31,0.31,0.32,0.34,0.33,0.34,0.33,0.33,0.34,0.33,0.33,0.04,0.04,0.04,0.04,0.03,0.04,
"Return on Stockholder Funds",,,10.4,10.77,10.25,10.41,10,9.76,9.23,9.91,9.84,11.03,10.73,11.13,10.61,11.59,11.51,12.28,0.43,
"NAV%Price",178.89,115.03,97.62,88.9,104.48,99.24,101.77,95.88,91.57,93.87,79.67,74.35,78.76,81.62,73.45,67.91,64.74,74.29,75.81,
"Price : Earnings",10.9,8.89,10.27,10.1,8.61,10.64,10.66,10.91,11,11.19,13.44,11.68,11.24,11,11.12,10.51,11.96,-3.34,-1.44,
"Profitability %",8.64,9.24,9.39,9.94,8.13,9.11,9.24,9.12,9.34,9.48,5.63,3.58,4.74,2.72,5.52,0.37,6.21,2.5,3.43,
"Solvency %",237.3,240.99,243.29,240.8,243.47,252.13,248.35,245.31,244.57,231.26,266.15,118.53,124.05,121.91,123.98,121.13,126.03,125.87,127.08,
"Int Bearing Debt : Total Assets",0.37,0.38,0.38,0.39,0.38,0.37,0.38,0.39,0.39,0.41,0.35,0.8,0.76,0.78,0.76,0.77,0.67,0.74,0.75,
"Liquidity %",5.87,-0.05,-1.56,-1.55,-0.39,-2.66,1.11,-0.59,-1.38,-1.89,2.48,-0.95,0.44,-0.34,0.95,0.87,4.28,7.04,-3.56,
"EV/Ebitda (Pd)",,33.81,,40.14,,,,,,,,,,,,,,,,
"Cash Flow : Attributable Profit",0.51,-0.01,-0.12,-0.22,-0.03,-0.39,0.09,-0.09,-0.1,-0.27,0.29,-1.69,0.17,-12.99,0.17,4.8,1.13,-12.26,1.14,
"Loan to value ratio",34.4,34.89,34.24,33.71,32.26,28.74,34.26,,,,,,,,,,,,,
"PEG Ratio",-1.83,3.01,3.47,2.01,1.71,7.61,7.62,0.41,0.42,0.4,0.48,0.3,0.29,0.18,0.18,0.09,0.1,,,

