"Investments",4576.9,2098.7,6934.5,3830.4,4621.3,4686.1,4879.5,4763.9,
"Investments In Associates",1330.5,1504.5,1338.3,1241.5,1185,1099.5,1127.1,988.1,
"Fixed Assets / Property",42.2,37.5,43.4,44.4,41.3,42.3,42.9,42.6,
"Right-of-use Asset",8.5,,12,,,,,,
"Other Assets",24.1,3062.2,30.9,3632.6,3662.4,3694.1,4009.5,3781.6,
"Debtors",131.9,96.3,96.1,113.8,109.9,110.5,99.9,105.9,
"Cash and Short Term Funds",417.6,28.2,65.5,31.2,30.3,205.9,67.3,74.3,
"Other Current Assets",317.7,488,30.2,28.1,32.5,37.3,39.4,35.1,
"Current Assets",867.2,612.5,191.8,173.1,172.7,353.7,206.6,215.3,
"Total Assets",6849.4,7315.4,8550.9,8922,9682.7,9875.7,10265.6,9791.5,
"Creditors",198.4,193.5,214.2,233.7,238.9,261.1,261.7,303.8,
"Receiver of Revenue",0.8,1.5,0.3,0.9,0.7,0.5,0.4,0.4,
"Bank O/D & S/T Loans",153.9,,,9.8,1,1.7,,211.1,
"Other Current Liabilities",2.4,23.8,6,,,,,,
"Current Liabilities",355.5,218.8,220.5,244.4,240.6,263.3,262.1,515.3,
"Net Current Assets",511.7,393.7,-28.7,-71.3,-67.9,90.4,-55.5,-300,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"6 Aug 2020","25 Feb 2020","29 Jul 2019","25 Feb 2019","24 Jul 2018","26 Feb 2018","26 Jul 2017","20 Feb 2017",
"Exchange Rate (period end)",22.03,18.48,17.89,18.33,18.14,16.73,16.98,16.27,
"Exchange Rate (weighted average)",20.98,18.44,18.38,17.64,16.91,17.14,16.62,16.98,
"Number of Linked Units Issued (Actual)",153260000,153258722.6,153260000,153280000,158840000,158840000,158500000,157800000,
"Weighted Ave Stock Units (Actual)",153120000,153060000,153020000,157260000,158600000,158580000,158500000,157800000,
"Fully Diluted Weighted Average Shares in Issue",153120000,153060000,153020000,153220000,158780000,158800000,158700000,158140000,
"Market Capitalisation (R000)",329889399,43318577.94,37793916,46612448,74885118,72018056,77292525,75799230,
"Market Capitalisation (R000): HAMMERSON (HMN)",329889399,43318578,37793601,46605978,72253825,69487429,77462593,76301407,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"6 Aug 2020","25 Feb 2020","29 Jul 2019","25 Feb 2019","24 Jul 2018","26 Feb 2018","26 Jul 2017","20 Feb 2017",
"Earnings Per Linked Unit (ZARc)",-14916.8,-9413.6,-3841.4,-3007.6,591.85,4199.3,3008.3,3414.95,
"Diluted Earnings Per Linked Unit (ZARc)",-14916.8,-9413.6,-3806.4,-3007.6,591.85,4190.75,3008.3,3406.45,
"Headline Earnings Per Linked Unit (CO) (ZARc)",10.5,2683,1213.1,2249.1,1090.7,1979.65,1196.65,2472,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",10.5,2683,1213.1,2249.1,1090.7,1979.65,1196.65,2463.5,
"Distributions Per Linked Unit (ZARc)",4.04,1038.5,1038.5,2441.75,1043.45,2146.2,916.1,1105.9,
"Net Asset Value Per Linked Unit (ZARc)",48408.7,52760.4,58321.4,64979.85,68025,63406.7,64290.85,59921.8,
"3 Year Beta",1.2,0.34,,,,,,,
"Cash Generated Per Linked Unit",-27.99,109.03,43.59,74.7,48.16,87.7,61.51,114.01,
"Number of Months",6,12,6,12,6,12,6,12,
"Earnings Per Linked Unit (Base Currency)",-711,-510.5,-209,-170.5,35,245,181,201,
"Diluted Earnings Per Share (Base Currency)",-711,-510.5,-209,-170.5,35,244.5,181,200.5,
"Headline Earnings Per LinkedUnit(Cont)BaseCurrency",0.5,145.5,66,127.5,64.5,115.5,72,145.5,
"Diluted Headline Earnings Per Share(Cont)(BaseCur)",0.5,145.5,66,127.5,64.5,115.5,72,145,
"Disrtibutions Per Linked Unit (Base Currency)",0.2,55.5,55.5,129.5,55.5,127.5,53.5,120,
"Net Asset Value Per Linked Unit (Base Currency)",2197.4,2855,3260,3545,3750,3790,3785,3695,
"Price at Period End (Base Currency)",400,1521.82,1378.37,1659.45,2597.32,2747.51,2883.63,2882.89,
"JSE Market Price at Period End (ZARc)",8610,28265,24660,30410,47145,45340,48765,48035,
"JSE Market Price High (ZARc)",29610,37495,37495,50250,49500,52980,52980,59945,
"JSE Market Price Low (ZARc)",4495,17795,24060,30000,35500,44105,44105,45005,
"JSE Volume Traded (Actual)",29302003,34335466,17541488,29346237,19516284,31215510,16521867,15201833,
"JSE Rand Value Traded (Actual)",3623771772,9505533732,5337454338,12490444737,8472734040,15134013633,8044869936,7742817307,
"12 Month HEPS",1480.4,2683,2371.5,2249.1,1873.7,1979.65,2432.65,2472,
"12 Month Dividend",4.04,1038.5,2436.8,2441.75,2390.25,2213,2113.4,2014.1,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"6 Aug 2020","25 Feb 2020","29 Jul 2019","25 Feb 2019","24 Jul 2018","26 Feb 2018","26 Jul 2017","20 Feb 2017",
"Cash generated from operations after WC",-4.2,111.3,54.2,144.8,89.2,173.9,97.5,204.3,
"Net Cash flow from operating activities",-42.9,167.1,66.8,114.5,76.5,139.3,97.5,179.9,
"Net cash flow from investing activities",20.9,426.6,1.3,434.8,-20.5,419.6,-215.1,-110.6,
"Net cash flow from financing activities",407.9,-593.7,-33.7,-724.7,-231.4,-428.3,109.9,-35.3,
"Dividends paid",-12.2,-198.9,-118.1,-217.4,-133.9,-265.9,-116.9,-138,
"Net increase(decrease) in cash & cash equivalents",385.9,,34.4,-175.4,-175.4,130.6,-7.7,34,
"Cash & Cash Equivalent beginning of period",28.2,31.2,31.2,205.9,205.9,74.3,74.3,37,
"Cash & Cash Equivalent acquired/disposed",1.6,-1.6,,,,,,,
"Translation effects on cash & cash equivalents",1.9,-1.4,-0.1,0.7,-0.2,1,0.7,3.3,
"Cash & Cash Equivalent end of period",417.6,28.2,65.5,31.2,30.3,205.9,67.3,74.3,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"6 Aug 2020","25 Feb 2020","29 Jul 2019","25 Feb 2019","24 Jul 2018","26 Feb 2018","26 Jul 2017","20 Feb 2017",
"Turnover Per Share",121.47,124.33,163.12,142.95,192.31,202.17,202.02,159.25,
"Price/Sales Per Share",3.29,12.24,8.45,11.61,13.51,13.59,14.27,18.1,
"Price/Net Asset Value",0.18,0.53,0.42,0.47,0.69,0.72,0.76,0.78,
"Price/Cash Flow",-28.57,13.96,63.25,22.21,107.86,31.33,93.75,25.29,
"Return on Capital Employed",-33.52,-11.01,-7.68,-3.09,1.18,4.28,5.78,2674166.67,
"Return on Stockholder Funds",-64.64,-17.85,-12.81,-4.94,1.87,6.82,9.51,5.48,
"Return on Total Assets",-17.9,5.76,0.07,3.33,3.29,6.01,6.7,5.06,
"Operating Profit Margin",26.34,111.3,56.41,106.45,58.75,59.36,59.71,75.21,
"Net Profit Margin",-5980.22,-410.51,-541.12,-119.26,66.55,222.96,326.62,179.67,
"Debt : Equity",0.97,0.62,0.67,0.6,0.59,0.59,0.64,0.62,
"Current Ratio",2.44,2.8,0.87,0.71,0.72,1.34,0.79,0.42,
"Dividend Cover",-3692.28,-9.06,-3.7,-1.23,0.57,1.96,3.28,3.09,
"Debtors Collection Period",1322.62,184.71,296.76,184.77,239.63,231.53,207.41,218.88,
"Operating Return on Investment",0.79,8.91,1.69,5.8,3.59,3.68,3.57,3.67,
"Operating Income : Turnover",19.57,100,47.36,100,54.89,54.34,54.9,70.27,
"Return on Stockholder Funds",0.37,36.36,63.74,68.89,55.66,56.46,47.72,29.8,
"NAV%Price",562.24,186.66,236.5,213.68,144.29,139.85,131.84,124.75,
"Price : Earnings",5.82,10.53,10.4,13.52,25.16,22.9,20.05,19.43,
"Profitability %",0.53,2.6,1.38,2.52,1.73,1.76,1.71,1.8,
"Solvency %",196.73,248.98,240.4,255.71,259.82,257.3,245.6,248.86,
"Int Bearing Debt : Total Assets",0.46,0.35,0.37,0.35,0.35,0.35,0.37,0.36,
"Liquidity %",-2.46,5.69,3.76,3.28,4.11,3.63,4.67,4.57,
"EV/Ebitda (Pd)",-327.68,,,,,,,,
"Cash Flow : Attributable Profit",0.13,0.53,-2.74,0.61,1.47,0.31,0.7,0.49,
"Loan to value ratio",48.13,38.31,40.05,37.39,36.92,37.19,39.16,,
"PEG Ratio",1.34,12.17,-16.49,-21.44,-6.32,-5.75,,,

