"Profit Before Exceptional Items",-481.8,709,115.3,1891.8,571.1,2730,815.2,2507.6,819.1,2150.4,685.2,1966.1,695,2152.5,864.1,1330.3,1949.2,1408,1611.3,1185,1866.7,
"Exceptional Item 1",,,,,,,,,,,,,,,,-205.2,,-41.7,,,,
"Profit Before Interest And Tax",-481.8,709,115.3,1891.8,571.1,2730,815.2,2507.6,819.1,2150.4,685.2,1966.1,695,2152.5,864.1,1125.1,1949.2,1366.3,1611.3,1185,1866.7,
"Interest Received",11.6,61.3,12.3,25.1,10.8,26.4,12.5,29.1,14.9,32.4,17.7,41.5,21.7,28.7,17.7,45.6,68.8,24.4,33.2,17.6,45.9,
"Interest Paid",928.2,1860.4,921.9,648.8,310.5,603.5,294.6,601,294.1,507.7,252.5,386.8,176.6,283.8,142,106,183.9,72.5,140.4,58.3,92.6,
"Net Interest Paid/(Received)",916.6,1799.1,909.6,623.7,299.7,577.1,282.1,571.9,279.2,475.3,234.8,345.3,154.9,255.1,124.3,60.4,115.1,48.1,107.2,40.7,46.7,
"Income Before Tax",-1398.4,-1090.1,-794.3,1268.1,271.4,2152.9,533.1,1935.7,539.9,1675.1,450.4,1620.8,540.1,1897.4,739.8,1064.7,1834.1,1318.2,1504.1,1144.3,1820,
"Taxation",-231.6,206.3,38.1,399.4,81.4,644,159.9,595.9,162.5,505.9,143.8,483.4,164.1,555.3,230.2,342.3,618.2,410.9,585.3,362.5,608.2,
"Profit For The Period",-1166.8,-1296.4,-832.4,868.7,190,1508.9,373.2,1339.8,377.4,1169.2,306.6,1137.4,376,1342.1,509.6,722.4,1215.9,907.3,918.8,781.8,1211.8,
"Income Attributable To Minority Interests",-5.7,11.1,3.7,-19.9,-5.7,14,3.9,14.2,21.1,56.4,25,57.6,26,59.1,28.1,29.2,36.3,11.8,41.7,26.4,35.4,
"Preference Dividends",,,,,,,,,,,,,,,,1.4,6.1,2.5,38.4,16.9,46.5,
"Attributable Income Before Extraordinary Items",-1161.1,-1307.5,-836.1,888.6,195.7,1494.9,369.3,1325.6,356.3,1112.8,281.6,1079.8,350,1283,481.5,691.8,1173.5,893,838.7,738.5,1129.9,
"Income Attributable To Equity Holders",-1161.1,-1307.5,-836.1,888.6,195.7,1494.9,369.3,1325.6,356.3,1112.8,281.6,1079.8,350,1283,481.5,691.8,1173.5,893,838.7,738.5,1129.9,
"Total Comprehensive Income/Loss for the period",-1133.8,-1365.2,-872.5,972.6,320.1,1424.2,326.9,975.2,114,1153,270.2,,,,,,,,,,,
"Headline Earnings (Cont Ops)",-1090.3,-1151.5,-800.7,901.2,204.1,1481.5,364.7,1310.7,320.6,1118.8,269.3,1105.5,364.1,1334.5,488.5,705.5,1216.7,895.2,881.9,739.5,1138.6,
"Enterprise Value (EV)",21199.735,22634.404,29660.033,24741.413,31866.431,32075.083,29606.569,29614.051,33361.778,23335.933,37595.077,32678.961,32099.718,28542.77,41693.793,41215.9,37516.27,34734.416,30372.743,28618.812,23296.428,

Balance sheet (ZAR million),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jul 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Aug 2020","27 Feb 2020","29 Aug 2019","28 Feb 2019","23 Aug 2018","22 Feb 2018","24 Aug 2017","23 Feb 2017","25 Aug 2016","25 Feb 2016","27 Aug 2015","26 Feb 2015","28 Aug 2014","27 Feb 2014","22 Aug 2013","28 Feb 2013","22 Aug 2012","22 Feb 2012","25 Aug 2011","24 Feb 2011","26 Aug 2010",
"Fixed Assets",16584.6,16869,17392.1,9647.2,9420.9,9368.1,8655,8627.8,8237.8,8117.8,7631.8,7239.2,6154.1,5988.1,5525.7,3868.2,3520.6,3236.1,2717.8,2443.8,2055.2,
"Investments and Loans",140.8,127,143.6,119.2,139.1,156.2,164.4,164.2,179.8,165.1,161.7,158.2,193.8,522.8,247.3,385.3,456.5,458.1,505.5,616.6,585.6,
"Goodwill",3899.9,3865.5,3745.8,3656.3,3484.2,3378.9,3183.8,3159,2981.5,2999.1,2960.3,2958.7,2903.8,2928.8,2970.8,2945.3,2868.5,2348.9,2358.4,2224.8,2095.8,
"Deferred Tax Asset",1262.2,885.7,805.2,743.1,770.1,671.9,662.5,736.3,769,749.2,679.5,662.2,654,672.1,592,396.3,330.2,248.5,265,250.8,238.3,
"Total Fixed Assets",21887.5,21747.2,22086.7,14165.8,13814.3,13575.1,12665.7,12687.3,12168.1,12031.2,11433.3,11018.3,9905.7,10111.8,9335.8,7595.1,7175.8,6291.6,5846.7,5536,4974.9,
"Stock",10935.5,11893.8,11086.7,12180.9,11023.6,10984.6,10093.4,11210.2,11590.9,11934.5,10530.8,11228.8,9774.7,10115.5,8991.2,9691.5,7615.6,8385.2,6199.7,7336.1,5601.5,
"Debtors",3931.6,5020.8,4460.4,5693.2,4782.7,5119.1,4142.4,4684.7,4052.7,4697.4,3848.2,4288.3,3624.7,3712.5,3228.6,3681.7,2953.9,3522.5,2562.7,2953.1,2322.6,
"Cash",1395.3,1291.8,1358.2,2369.8,1161.4,2393.6,1246.7,2802.3,1449.4,2004.9,1528.6,2067.4,1417.3,2196.1,1189,2032,1305.4,3010.2,1549.1,2117.6,1368.3,
"Tax",130.5,224.7,448.6,361.3,506.4,396.5,366.1,208.7,276.2,50.8,202.7,56.3,161.7,12,25.6,17,21,54.4,22.5,33.8,22.1,
"Other Current Assets",95,159.5,166.7,11.6,36,19.9,19.9,17.7,10.6,11.5,3,247.3,,,,2.5,103.2,,1093.6,4.6,,
"Total Current Assets",16487.9,18590.6,17520.6,20616.8,17510.1,18913.7,15868.5,18923.6,17379.8,18699.1,16113.3,17888.1,14978.4,16036.1,13434.4,15424.7,11999.1,14972.3,11427.6,12445.2,9314.5,
"Total Assets",38375.4,40337.8,39607.3,34782.6,31324.4,32488.8,28534.2,31610.9,29547.9,30730.3,27546.6,28906.4,24884.1,26147.9,22770.2,23019.8,19174.9,21263.9,17274.3,17981.2,14289.4,
"Ordinary Share Capital & Premium",,212,,141.3,,,,,,,,,,745.5,,,,,745.9,,144,
"Distributable Reserves",,3809.8,,5643.1,,,,,,,,,,3909.9,,,,,2775.6,,2861.1,
"Non-Distributable Reserves",,763.7,,729.6,,,,,,,,,,,,,,,444.4,,464.6,
"Other Capital",,,,,,,,,,,,,,517.6,,,,,,,,
"Ordinary Shareholders' Interest",3629.8,4785.5,5267.4,6514,5992.1,6298.5,5386.6,5644.5,5404,5636,5033,5334.4,4871.8,5173,4628.9,4739.7,4356.9,4658.1,3965.9,3857.5,3469.7,
"Minority Interest",5.4,15.3,12.9,14.6,29.7,43.2,34.7,74.5,99.7,155.1,179.5,192.8,169.2,196.6,173.2,175.6,207.9,206.5,215.8,152.2,122.1,
"Total Shareholders' Interest",3635.2,4800.8,5280.3,6528.6,6021.8,6341.7,5421.3,5719,5503.7,5791.1,5212.5,5527.2,5041,5369.6,4802.1,4915.3,4564.8,4864.6,4181.7,4009.7,3591.8,
"Interest Bearing Loans",8987.8,10950.7,11324.2,2254.1,1960.4,2760.8,2467.2,3496.7,3562.7,1819.6,2184.7,2133.9,1454.6,1178.7,1101.7,671.8,852.7,376.8,598.7,353.2,385.8,
"Deferred Tax Liability",137,79.7,86.5,76.7,84.8,66.3,78.3,73.9,95.2,73.5,70.2,61.3,94.9,86.6,68.8,36.7,28.5,24.4,22.2,19.2,19.4,
"Other Long-Term Liabilities",89.6,90.8,91.8,1363.7,1412.7,1315.3,1392.6,1346.6,1248.2,1160.3,1113.7,1041.6,965.6,941.1,931.5,474.9,604.8,527.7,584.3,487.4,490.1,
"Total Long-Term Liabilities",9214.4,11121.2,11502.5,3694.5,3457.9,4142.4,3938.1,4917.2,4906.1,3053.4,3368.6,3236.8,2515.1,2206.4,2102,1183.4,1486,928.9,1205.2,859.8,895.3,
"Creditors and Provisions",15328.7,21117,15354.9,21925.1,14907,20581.4,13984.6,19634.2,15115.1,20077.7,14512.2,18518.9,13942.1,17101.2,12845.9,15669.3,11441.7,14554.7,9416.7,12503.7,9220.1,
"Tax",150.1,200.4,68.7,205.3,75.5,59.1,73.4,121.6,233.4,155.6,155.7,208.3,152.1,331.3,327.4,298.5,259,235.7,170.6,267.7,201.9,
"Bank Overdrafts/Short-Term Loans",8572.6,1714,6050.7,2360.1,6796.2,1364.2,5116.8,1218.9,3789.6,1652.5,4297.6,1415.2,3233.8,1139.4,2692.8,953.3,1281.5,680,1206.5,340.3,380.3,
"Other Current Liabilities",1474.4,1384.4,1350.2,69,66,,,,,,,,,,,,141.9,,1093.6,,,
"Total Current Liabilities",25525.8,24415.8,22824.5,24559.5,21844.7,22004.7,19174.8,20974.7,19138.1,21885.8,18965.5,20142.4,17328,18571.9,15866.1,16921.1,13124.1,15470.4,11887.4,13111.7,9802.3,
"Total Liabilities",34740.2,35537,34327,28254,25302.6,26147.1,23112.9,25891.9,24044.2,24939.2,22334.1,23379.2,19843.1,20778.3,17968.1,18104.5,14610.1,16399.3,13092.6,13971.5,10697.6,
"Total Equity and Liabilities",38375.4,40337.8,39607.3,34782.6,31324.4,32488.8,28534.2,31610.9,29547.9,30730.3,27546.6,28906.4,24884.1,26147.9,22770.2,23019.8,19174.9,21263.9,17274.3,17981.2,14289.4,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jul 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Aug 2020","27 Feb 2020","29 Aug 2019","28 Feb 2019","23 Aug 2018","22 Feb 2018","24 Aug 2017","23 Feb 2017","25 Aug 2016","25 Feb 2016","27 Aug 2015","26 Feb 2015","28 Aug 2014","27 Feb 2014","22 Aug 2013","28 Feb 2013","22 Aug 2012","22 Feb 2012","25 Aug 2011","24 Feb 2011","26 Aug 2010",
"Number of Shares in Issue (Actual)",219138800,219138809,219138800,217179412,217179100,217145500,217145500,217136300,217136334,217136334,217136300,217118072,217116800,217109000,217039000,216910195,216124000,215853000,213883000,203754000,201496000,
"Weighted Average Shares in Issue (Actual)",217361400,217686447,218400100,216390575,215380600,215276100,216428100,216352800,216359400,216688800,216764100,216907600,216951100,216935000,216893000,216414000,215870000,215209000,203516000,202185000,200751000,
"Fully Diluted Weighted Average Shares in Issue",220143500,219793137,221006500,221078690,219884700,219352100,220154900,220091900,219885300,219892900,220020100,219055000,218823700,219268000,219413000,219313000,219661000,219778000,216425000,215581000,209817000,
"Market Capitalisation (R'000)",5029235,11246204,13630433,22482413,24241531,30300483,23234569,27626251,27359178,21713633,32461877,31004461,28659418,28224170,38915093,41447200,36479570,36481316,29900843,29890712,23776528,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,6,12,6,12,6,12,
"Number of Employees",,51000,,48500,,48000,,48000,,48000,,47000,,,,,,,,,24308,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jul 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Aug 2020","27 Feb 2020","29 Aug 2019","28 Feb 2019","23 Aug 2018","22 Feb 2018","24 Aug 2017","23 Feb 2017","25 Aug 2016","25 Feb 2016","27 Aug 2015","26 Feb 2015","28 Aug 2014","27 Feb 2014","22 Aug 2013","28 Feb 2013","22 Aug 2012","22 Feb 2012","25 Aug 2011","24 Feb 2011","26 Aug 2010",
"Earnings Per Share (ZARc)",-534.2,-600.6,-382.8,410.6,90.9,694.4,154,612.7,164.7,513.5,129.9,497.8,161.3,591.4,222,319.7,543.61,414.95,412.11,365.26,562.84,
"Diluted Earnings Per Share (ZARc)",-534.2,-594.9,-378.3,401.9,89,681.5,151.3,602.3,162,506.1,127.9,492.9,159.9,585.1,219.4,315.4,532.7,406.3,390.7,342.6,538.5,
"Headline Earnings Per Share (Cont Ops) (ZARc)",-501.6,-529,-366.6,416.5,94.7,688.2,168.5,605.8,148.2,516.3,124.2,509.7,167.8,615.2,225.2,326,564.5,416,433.3,365.8,567.2,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",-501.6,-523.9,-362.3,407.6,92.7,675.4,165.7,595.5,145.8,508.8,122.4,504.7,166.4,608.6,222.6,321.7,552.3,407.3,410.8,343,542.7,
"Interim Dividend (ZARc)",,,,68,68,76,76,74.1,74.1,146,146,146,146,146,146,,252,252,252,252,252,
"Final Dividend (ZARc)",,,,140,,271,,224.8,,112.16,,275,,275,,275,146,,134,,134,
"Dividend Per Share (ZARc)",,,,208,68,347,76,298.9,74.1,258.16,146,421,146,421,146,275,398,252,386,252,386,
"Distributions Per Share (ZARc)",,,,208,68,347,76,298.9,74.1,258.16,146,421,146,421,146,275,398,252,386,252,386,
"Net Asset Value Per Share (ZARc)",1656.39,2183.8,2403.7,2999.4,2785.1,2900.6,2660.6,2599.52,2488.8,2595.6,2317,2456.91,2243.9,2382.7,2132.75,2185.1,2015.93,2158,1854.24,1893.21,1721.97,
"3 Year Beta",1.14,0.92,0.77,0.77,1.05,1.06,1.22,1.46,1.24,0.87,0.72,0.73,0.88,0.89,1.17,1.17,0.84,0.65,0.18,0.27,0.12,
"Cash Generated Per Share",-1660.23,988.69,-1729.36,617.92,-2308.37,1232.54,-1677.08,900.59,-1453.51,815.34,-1272.56,343.41,-1195.12,881.82,-792.35,954.77,519.56,1334.75,53.07,795.96,622.15,
"Net Asset Value Per Share (Base Currency)",1656.39,2183.8,2403.7,2999.4,2785.1,2900.6,2660.6,2599.52,2488.8,2595.6,2317,2456.91,2243.9,2382.7,2132.75,2185.1,2015.93,2158,1854.24,1893.21,1721.97,
"Price at Period End (Base Currency)",2295,5132,6220,10352,11162,13954,10700,12723,12600,10000,14950,14280,13200,13000,17930,19108,16879,16901,13980,14670,11800,
"JSE Market Price High (ZARc)",6200,11669,11669,17848,17848,15474,15474,15653,14180,17500,17500,14980,14747,20800,20800,19345,18700,17449,15316,15316,12580,
"JSE Market Price Low (ZARc)",2033,3825,6100,8635,10655,10105,10456,8203,8203,9559,13873,11000,11000,12710,16900,16101,13506,13506,11312,11312,7275,
"JSE Market Price at Period End (ZARc)",2295,5132,6220,10352,11162,13954,10700,12723,12600,10000,14950,14280,13200,13000,17930,19108,16879,16901,13980,14670,11800,
"JSE Volume Traded (Actual)",141065481,187019333,83359168,156531716,92947877,139916946,52255650,115390915,56420390,95088396,40445323,87949770,40235132,77857587,35728929,23660332,71555914,41185025,153645796,86892656,214053586,
"JSE Rand Value Traded (Actual)",4905800891,12118606076,7072726088,20169342124,13493107328,16900597256,6864672849,13926899868,6468864773,12871620038,6356108314,11461080338,5167034807,13429220021,6766452656,4109230287,11447377059,6239681139,21256768037,11870973853,20261892666,
"12 Month HEPS",-664,-529,-44.8,416.5,614.4,688.2,626.1,605.8,540.3,516.3,466.1,509.7,557.8,615.2,551.2,474.5,564.5,483.5,433.3,586.5,567.2,
"12 Month Dividend",,,140,208,339,347,300.8,298.9,298.9,186.26,258.16,421,421,421,421,421,421,376.1,386,386,386,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jul 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Aug 2020","27 Feb 2020","29 Aug 2019","28 Feb 2019","23 Aug 2018","22 Feb 2018","24 Aug 2017","23 Feb 2017","25 Aug 2016","25 Feb 2016","27 Aug 2015","26 Feb 2015","28 Aug 2014","27 Feb 2014","22 Aug 2013","28 Feb 2013","22 Aug 2012","22 Feb 2012","25 Aug 2011","24 Feb 2011","26 Aug 2010",
"Cash generated by operations",1927,4296.8,1869.9,3411.3,1256.2,3969.1,1542.8,3700.9,1666.4,3384.4,1308,2983.4,1137.5,2984,1266.6,1707.5,2614.6,3579.7,2264.8,2232,2346.8,
"Working capital changes",-4645.5,-82,-4370.1,-545.8,-5147.7,705.8,-4205.3,-279,-4095.2,372,-2925.3,-295.1,-2519.3,752.6,-1901.8,1110,53.9,1939.4,-625.4,863.7,292.6,
"Cash generated from operations after WC",-2718.5,4214.8,-2500.2,2865.5,-3891.5,4674.9,-2662.5,3421.9,2428.8,3756.4,,,,,,,,,,,,
"Net Cash flow from operating activities",-3638.2,2166.6,-3789.7,1342,-5013.3,2676.4,-3641.7,1955.5,-3156.1,1770.4,-2763.2,745.6,-2594.8,1914.5,-1719.7,2071,1122.9,2881.1,113.5,1621.8,1253.6,
"Net cash flow from investing activities",-341.4,-1311.3,-673.3,-1546.9,-621.2,-1806.7,-731.8,-1774.9,-735.6,-1645.6,-655.5,-2146.5,-582.2,-2306.3,-1199,-761.2,-1608,-704.5,-1297.9,-677,-1130.7,
"Net cash flow from financing activities",4064.5,-2061.8,3388.8,238.7,-4366.4,-1146.6,-632.3,959.5,1435.1,-25.5,225.7,1349.7,404.7,293,254.8,-367.8,345.9,-157.5,615.3,-249.9,193.8,
"Dividends paid",-4,-162.4,-129.7,-750,-603,-689.9,-504.1,-453.2,-266.2,-958.3,-622.8,-914,-597,-913.4,-595.9,-317,-838.8,-291.1,-822.5,-286.9,-822.4,
"Net increase(decrease) in cash & cash equivalents",84.9,-1206.5,-1074.2,33.8,-1268.1,-276.9,-5005.8,1140.1,-2456.6,99.3,-3193,-51.2,-2772.3,-98.8,-2663.9,942,-139.2,2019.1,-569.1,694.9,316.7,
"Cash & Cash Equivalent beginning of period",1150.6,2369.8,2369.8,2306.1,2306.1,2621.7,2621.7,1558.5,1558.5,1483.4,1483.4,,,,,,,,,,,
"Translation effects on cash & cash equivalents",39.5,-12.7,-13.6,29.9,0.9,-38.7,30.6,-76.9,-270.5,-24.2,-28.9,,,,,,,,,,,
"Cash & Cash Equivalent end of period",1275,1150.6,1282,2369.8,1038.9,2306.1,-2353.5,2621.7,-1168.6,1558.5,-1738.5,,,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jul 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Aug 2020","27 Feb 2020","29 Aug 2019","28 Feb 2019","23 Aug 2018","22 Feb 2018","24 Aug 2017","23 Feb 2017","25 Aug 2016","25 Feb 2016","27 Aug 2015","26 Feb 2015","28 Aug 2014","27 Feb 2014","22 Aug 2013","28 Feb 2013","22 Aug 2012","22 Feb 2012","25 Aug 2011","24 Feb 2011","26 Aug 2010",
"Return on Capital Employed",-18.16,-8.14,-9.92,8.5,4.01,14.39,7.97,12.6,7.25,13.22,7.15,12.98,9.95,17.72,14.76,23.64,19.99,31.24,16.34,31.42,25.97,
"Return on Shareholder Funds",-64.19,-27,-31.53,13.31,6.31,23.79,13.77,23.43,13.71,20.19,11.76,20.58,14.92,24.99,21.22,29.34,26.5,37.2,21.05,38.15,32.44,
"Return on Total Assets",-8.11,-2.99,-4.43,4.07,1.95,7.4,4.21,6.8,4.06,6.04,3.66,6.25,4.91,8.17,7.47,12.65,11.25,14.38,10.08,14.52,14.93,
"Gross Profit Margin",20.13,18.91,19.23,19.45,19.59,18.83,18.89,18.99,19.32,18.93,18.94,18.63,18.65,18.46,18.73,18.27,18.38,17.7,18.26,18.06,17.9,
"Operating Profit Margin",-1.22,0.76,0.26,2.08,1.37,2.91,1.92,2.75,1.94,2.54,1.76,2.52,1.95,2.98,2.67,3.68,3.18,4.47,3.04,4.33,3.93,
"Net Profit Margin",-2.93,-1.4,-1.91,0.98,0.47,1.59,0.87,1.45,0.84,1.31,0.72,1.38,0.98,1.78,1.49,1.92,1.92,2.84,1.58,2.7,2.38,
"Debt:Equity (excl non-int debt)",4.89,2.67,3.32,0.93,1.7,0.87,1.67,1.07,1.58,0.81,1.47,0.84,1.14,0.62,1,0.43,0.61,0.33,0.58,0.3,0.36,
"Interest Bearing Debt as % of Long-Term Finance",71.2,69.52,68.2,25.67,24.56,30.33,31.28,37.94,39.3,23.91,29.53,27.85,22.39,18,18.66,12.02,15.74,7.19,12.52,8.1,9.7,
"Interest Cover",-0.53,0.39,0.13,3.03,1.91,4.73,2.89,4.38,2.93,4.52,2.92,5.69,4.49,8.44,6.95,18.63,16.93,28.41,15.03,29.12,39.97,
"Quick Ratio",0.22,0.27,0.28,0.34,0.3,0.36,0.3,0.37,0.3,0.31,0.29,0.33,0.3,0.32,0.28,0.34,0.33,0.43,0.44,0.39,0.38,
"Current Ratio",0.65,0.76,0.77,0.84,0.8,0.86,0.83,0.9,0.91,0.85,0.85,0.89,0.86,0.86,0.85,0.91,0.91,0.97,0.96,0.95,0.95,
"Dividend Cover",,,,1.97,1.34,2,2.03,2.05,2.22,1.99,0.89,1.18,1.1,1.4,1.52,1.16,1.37,1.65,1.07,1.45,1.46,
"Dividend Cover (HEPS)",,,,2,1.39,1.98,2.22,2.03,2,2,0.85,1.21,1.15,1.46,1.54,1.19,1.42,1.65,1.12,1.45,1.47,
"Debtors Collection Period",18.12,19.57,18.57,22.85,21,19.93,17.79,18.74,17.48,20.24,18.05,20.02,18.55,18.75,18.2,18.6,17.61,20.41,17.67,19.69,17.87,
"Stock Turn",5.78,6.39,6.39,6.01,6.06,6.93,6.83,6.59,5.89,5.76,5.99,5.66,5.94,5.83,5.85,6.09,6.56,6.18,6.98,6.12,6.95,
"Price : Earnings",-3.46,-9.7,-138.84,24.85,18.17,20.28,17.09,21,23.32,19.37,32.07,28.02,23.66,21.13,32.53,40.27,29.9,34.96,32.26,25.01,20.8,
"Sales Per Share (Base Currency)",36436.28,43025.19,40139.54,42026.6,38590.66,43541.85,39279.83,42176.48,39111.68,39102.99,35907.61,36039.86,32873.58,33311.08,29848.27,33382.87,28354.61,29266.62,26017.66,27079.95,23636.74,
"Price/Sales Per Share",0.06,0.12,0.15,0.25,0.29,0.32,0.27,0.3,0.32,0.26,0.42,0.4,0.4,0.39,0.6,0.57,0.6,0.58,0.54,0.54,0.5,
"Price/Net Asset Value",1.39,2.35,2.59,3.45,4.01,4.81,4.02,4.89,5.06,3.85,6.45,5.81,5.88,5.46,8.41,8.74,8.37,7.83,7.54,7.75,6.85,
"Price/Cash Flow",-2.76,5.19,-7.19,16.75,-9.67,11.32,-12.76,14.13,-17.34,12.26,-23.5,41.58,-22.09,14.74,-45.26,40.03,32.49,25.32,263.43,36.86,18.97,
"NAV%Price",72.17,42.55,38.64,28.97,24.95,20.79,24.87,20.43,19.75,25.96,15.5,17.21,17,18.33,11.89,11.44,11.94,12.77,13.26,12.91,14.59,
"Liquidity%",-20.95,6.1,-22.08,4.75,-39.63,10.24,-31.51,7.55,-26.25,7.1,-24.74,3.19,-26.15,9.21,-19.14,22.88,7.69,35.14,0.87,23.22,11.72,
"Cash Flow:Attributable Profit",6.27,-1.66,9.07,1.51,-51.23,1.79,-19.72,1.48,-17.72,1.59,-19.63,0.69,-14.83,1.49,-7.14,4.62,0.96,6.16,0.14,4.39,1.11,
"Cash/Equity (%)",38.38,26.91,25.72,36.3,19.29,37.74,23,49,,34.62,,37.4,,,,,,,,,,
"EV/Ebitda (Pd)",20.08,5.92,17.74,8.06,,,,,,,,,,,,,,,,,,
