"Operating Income",27.995,82.537,33.981,48.423,24.092,-80.978,-18.983,60.541,-0.721,110.531,56.341,157.758,65.703,122.057,67.002,141.373,71.048,150.644,66.244,104.976,40.094,75.966,
"Other Income",0.284,0.918,,0.062,0.024,0.257,0.115,0.23,0.142,0.266,0.013,0.014,0.106,,0.106,,,,,,,,
"Profit Before Exceptional Items",28.279,83.455,33.981,48.485,24.116,-80.721,-18.868,60.771,-0.579,110.797,56.354,157.772,65.809,122.057,67.108,141.373,71.048,150.644,66.244,104.976,40.094,75.966,
"Amortisation",7.465,16.118,,12.449,,,,,,,,,,,,,,,,,,,
"Exceptional Item 1",7.534,1.111,0.571,-0.29,0.036,0.048,0.066,5.565,3.563,1.768,-0.014,-0.454,0.081,0.886,0.691,6.703,0.167,1.184,0.083,-16.736,-6.797,-12.01,
"Profit Before Interest And Tax",28.348,84.566,34.552,48.195,24.152,-80.673,-18.802,66.336,2.984,112.565,56.34,157.318,65.89,122.943,67.799,148.076,71.215,151.828,66.327,88.24,33.297,63.956,
"Interest Received",1.177,14.911,10.939,9.568,4.456,8.67,1.705,3.994,1.554,3.67,2.088,4.324,2.422,3.58,2.075,5.086,2.611,7.623,3.726,6.03,2.178,3.904,
"Interest Paid",14.602,40.785,18.898,32.145,14.061,27.073,11.625,28.197,6.883,27.549,13.349,21.93,11.283,25.168,12.474,26.993,13.979,21.905,9.667,16.21,6.435,13.478,
"Net Interest Paid/(Received)",13.425,25.874,7.959,22.577,9.605,18.403,9.92,24.203,5.329,23.879,11.261,17.606,8.861,21.588,10.399,21.907,11.368,14.282,5.941,10.18,4.257,9.574,
"Income From Associates Before Tax",0.461,-0.204,-0.356,-1.403,-0.62,-0.276,0.231,-0.474,0.25,-0.252,-0.15,0.45,0.421,0.441,0.301,1.078,0.573,0.425,0.284,0.118,-0.066,-0.278,
"Income Before Tax",15.384,58.488,26.237,24.215,13.927,-99.352,-28.491,41.659,-2.095,88.434,44.929,140.162,57.45,101.796,57.701,127.247,60.42,137.971,60.67,78.178,28.974,54.104,
"Taxation",9.969,31.809,14.168,20.959,7.345,18.465,0.86,30.91,-0.697,39.956,16.827,51.534,19.246,37.496,18.015,42.163,19.093,48.902,20.842,32.238,11.976,22.465,
"Profit For The Period",5.415,26.679,12.069,3.256,6.582,-117.817,-29.351,10.749,-1.398,48.478,28.102,88.628,38.204,64.3,39.686,85.084,41.327,89.069,39.828,45.94,16.998,31.639,
"Income Attributable To Minority Interests",2.268,13.772,,1.816,4.856,-2.568,1.174,7.711,3.526,8.529,3.718,14.856,6.728,8.52,5.761,7.007,2.035,8.223,3.446,4.047,0.934,1.665,
"Attributable Income Before Extraordinary Items",3.147,12.907,12.069,1.44,1.726,-115.249,-30.525,3.038,-4.924,39.949,24.384,73.772,31.476,55.78,33.925,78.077,39.292,80.846,36.382,41.893,16.064,29.974,
"Extraordinary Profit",,1.332,1.466,11.694,,159.608,18.162,63.78,24.069,,,,,,,,,,,,,,
"Extraordinary Profit: Discontinued Operations",,1.332,1.466,11.694,,159.608,18.162,63.78,,,,,,,,,,,,,,,
"Income Attributable To Equity Holders",3.147,14.239,13.535,13.134,1.726,44.359,-12.363,66.818,19.145,39.949,24.384,73.772,31.476,55.78,33.925,78.077,39.292,80.846,36.382,41.893,16.064,29.974,
"Total Comprehensive Income/Loss for the period",-6.2,-8.091,-8.878,-35.963,-59.355,124.138,-0.298,58.324,62.824,-39.934,-16.758,17.113,,25,,,,,,,,,
"Headline Earnings (Cont Ops)",3.168,12.491,4.931,1.658,1.752,-64.604,-30.446,4.293,19.113,40.016,24.394,73.674,31.481,62.083,35.72,78.071,39.29,80.188,36.289,44.02,16.116,29.978,
"Enterprise Value (EV)",4399.974,6235.12,7103.705,7022.007,5655.595,6044.598,12259.382,11954.603,10790.572,9907.311,15492.959,12335.455,10637.946,9372.967,11319.373,9389.711,9715.586,8528.161,7323.877,6631.989,6527.294,5423.422,

Balance sheet (USD million),"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"22 Oct 2020","27 May 2020","17 Oct 2019","16 May 2019","18 Oct 2018","17 May 2018","13 Nov 2017","22 May 2017","19 Oct 2016","11 May 2016","21 Oct 2015","13 May 2015","15 Oct 2014","14 May 2014","16 Oct 2013","15 May 2013","17 Oct 2012","16 May 2012","12 Oct 2011","11 May 2011","13 Oct 2010","13 May 2010",
"Fixed Assets",43.213,43.3,46.868,60.306,57.109,59.731,59.425,73.742,77.048,76.204,73.317,73.328,68.803,65.282,58.675,62.476,59.48,55.145,55.404,52.915,47.062,43.436,
"Right-of-use Asset",98.81,,,,,,,,,,,,,,,,,,,,,,
"Investments and Loans",12.642,10.908,17.772,22.382,25.799,26.613,27.266,24.887,23.842,16.092,6.412,6.342,7.475,7.054,6.914,6.613,6.125,5.709,8.26,7.914,6.738,6.818,
"Goodwill",243.866,241.369,230.652,234.551,222.58,227.321,403.53,461.651,463.324,462.577,447.269,450.884,450.214,438.198,430.65,426.622,413.515,377.869,375.437,338.32,316.16,315.131,
"Intangible Assets",32.708,30.002,33.342,37.615,34.696,40.661,41.06,48.62,54.181,59.798,40.222,45.854,46.666,53.664,58.039,50.684,58.521,41.772,48.184,43.796,43.401,51.78,
"Deferred Tax Asset",45.411,46.544,42,52.134,40.845,41.104,40.624,67.644,55.602,51.062,52.243,54.555,53.793,53.909,53.365,49.961,33.959,37.229,36.123,35.966,29.875,30.617,
"Other Assets",20.582,19.908,107.262,12.711,6.612,1.665,84.596,80.843,76.612,66.411,53.195,49.573,44.058,45.099,52.696,49.599,44.248,34.117,24.882,15.57,14.108,12.181,
"Long-Term Receivables",34.647,120.567,26.388,18.087,16.966,20.275,15.32,28.974,33.43,33.998,32.507,21.273,9.671,10.444,14.138,15.369,20.584,23.129,23.808,,,,
"Total Fixed Assets",531.879,512.598,504.284,437.786,404.607,417.37,671.821,786.361,784.039,766.142,705.165,701.809,680.68,673.65,674.477,661.324,636.432,574.97,572.098,494.481,457.344,459.963,
"Stock",269.079,253.271,297.931,332.256,288.257,238.537,256.431,438.503,420.923,434.669,419.234,442.612,490.188,432.594,409.097,362.172,371.463,412.115,367.082,299.46,316.563,277.832,
"Debtors",1076.082,1110.51,1401.509,1258.853,1375.726,1514.478,1370.871,1888.699,1884.959,1753.071,1723.828,1748.405,1618.421,1492.915,1416.922,1334.136,1301.282,1163.534,1139.406,965.339,953.758,852.39,
"Cash",406.685,347.189,295.14,344.4,395.211,476.242,233.504,345.634,315.877,412.854,370.054,366.13,376.85,378.668,318.19,313.846,270.447,247.788,245.11,237.652,184.815,311.859,
"Tax",17.171,16.091,18.833,11.442,8.197,9.492,7.401,17.849,19.935,12.154,13.197,15.626,17.591,14.197,11.367,18.586,,,,,,,
"Other Current Assets",406.568,356.867,111.045,337.57,103.128,5.479,1098.245,7.854,,4.052,,,,,,,,,,,,,
"Total Current Assets",2175.585,2083.928,2124.458,2284.521,2170.519,2244.228,2966.452,2698.539,2641.694,2616.8,2526.313,2572.773,2503.05,2318.374,2155.576,2028.74,1943.192,1823.437,1751.598,1502.451,1455.136,1442.081,
"Total Assets",2707.464,2596.526,2628.742,2722.307,2575.126,2661.598,3638.273,3484.9,3425.733,3382.942,3231.478,3274.582,3183.73,2992.024,2830.053,2690.064,2579.624,2398.407,2323.696,1996.932,1912.48,1902.044,
"Ordinary Share Capital & Premium",104.671,113.123,144.754,172.998,200.499,258.461,152.396,151.947,134.215,115.09,119.592,126.886,108.487,122.936,139.501,,,,,,,,
"Distributable Reserves",487.041,483.092,475.941,485.014,472.864,471.306,765.501,778.875,804.935,805.593,805.024,798.353,771.801,740.324,718.623,,,,,,,,
"Non-Distributable Reserves",108.443,101.861,98.72,85.614,96.023,45.331,66.105,63.299,77.013,90.727,66.759,50.179,57.737,49.697,52.294,,,,,,,,
"Translation Reserves",-134.274,-134.802,-119.5,-102.527,-112.4,-58.378,-132.03,-141.816,-148.277,-182.777,-143.969,-105.307,-31.34,-40.989,-48.914,,,,,,,,
"Other Capital",6.765,9.041,4.469,7.828,3.822,4.883,3.44,2.681,2.48,1.733,1.325,0.739,0.295,-0.351,-1.626,,,,,,,,
"Ordinary Shareholders' Interest",572.646,572.315,604.384,648.927,660.808,721.603,855.412,854.986,870.366,830.366,848.731,870.85,906.98,871.617,859.878,865.433,844.174,823.369,814.843,727.702,666.609,667.879,
"Minority Interest",60.06,70.778,63.545,63.303,62.762,69.217,52.097,51.889,47.932,39.054,38.816,41.599,56.699,52.868,50.925,51.578,45.385,56.059,54.82,42.677,51.923,50.9,
"Total Shareholders' Interest",632.706,643.093,667.929,712.23,723.57,790.82,907.509,906.875,918.298,869.42,887.547,912.449,963.679,924.485,910.803,917.011,889.559,879.428,869.663,770.379,718.532,718.779,
"Interest Bearing Loans",136.996,113.786,103.323,31.383,43.558,61.723,56.136,31.902,27.116,21.252,37.661,21.555,43.441,17.359,20.117,10.419,16.735,13.915,19.096,21.171,19.598,17.676,
"Deferred Tax Liability",23.724,26.127,28.295,28.616,25.203,30.24,40.429,78.959,71.97,73.491,72.196,69.833,65.931,66.052,63.104,57.147,46.098,39.688,34.329,34.111,25.321,23.466,
"Other Long-Term Liabilities",43.707,47.697,43.605,40.806,29.885,28.722,22.865,16.195,17.393,17.902,8.706,12.322,11.543,10.72,12.369,16.758,9.507,12.48,8.534,26.353,23.356,19.958,
"Total Long-Term Liabilities",204.427,187.61,175.223,100.805,98.646,120.685,119.43,127.056,116.479,112.645,118.563,103.71,120.915,94.131,95.59,84.324,72.34,66.083,61.959,81.635,68.275,61.1,
"Creditors and Provisions",1406.842,1267.348,1298.419,1376.476,1240.434,1312.604,1223.951,1729.025,1838.387,1788.215,1739.402,1809.762,1797.239,1503.654,1439.647,1417.181,1235.8,1187.967,1136.701,944.694,875.183,1005.09,
"Tax",17.849,16.677,13.665,15.826,20.09,15.561,2.378,11.159,7.736,7.92,4.832,14.212,15.507,14.208,19.768,21.369,1.122,4.627,3.122,12.659,7.75,12.197,
"Bank Overdrafts/Short-Term Loans",301.253,338.945,257.647,404.721,308.866,314.9,391.813,645.486,481.401,545.539,411.536,388.231,272.156,420.438,335.551,240.53,370.413,245.975,226.191,154.433,215.538,72.025,
"Other Current Liabilities",144.387,142.853,215.859,112.249,183.52,107.028,993.192,65.299,63.432,59.203,69.598,46.218,14.234,35.108,28.694,9.649,10.39,14.327,26.06,33.132,27.202,32.853,
"Total Current Liabilities",1870.331,1765.823,1785.59,1909.272,1752.91,1750.093,2611.334,2450.969,2390.956,2400.877,2225.368,2258.423,2099.136,1973.408,1823.66,1688.729,1617.725,1452.896,1392.074,1144.918,1125.673,1122.165,
"Total Liabilities",2074.758,1953.433,1960.813,2010.077,1851.556,1870.778,2730.764,2578.025,2507.435,2513.522,2343.931,2362.133,2220.051,2067.539,1919.25,1773.053,1690.065,1518.979,1454.033,1226.553,1193.948,1183.265,
"Total Equity and Liabilities",2707.464,2596.526,2628.742,2722.307,2575.126,2661.598,3638.273,3484.9,3425.733,3382.942,3231.478,3274.582,3183.73,2992.024,2830.053,2690.064,2579.624,2398.407,2323.696,1996.932,1912.48,1902.044,

Share/unit data,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"22 Oct 2020","27 May 2020","17 Oct 2019","16 May 2019","18 Oct 2018","17 May 2018","13 Nov 2017","22 May 2017","19 Oct 2016","11 May 2016","21 Oct 2015","13 May 2015","15 Oct 2014","14 May 2014","16 Oct 2013","15 May 2013","17 Oct 2012","16 May 2012","12 Oct 2011","11 May 2011","13 Oct 2010","13 May 2010",
"Exchange Rate (period end)",16.6,15.6,15.19,13.9,14.7,11.8,13,13,14.54,16.2,13.3,11.7,10.6,10.7,10.3,8.8,8.4,7.5,7,7,7.33,7.6,
"Exchange Rate (weighted average)",17.38,14.7,14.45,13.6,13.1,13,13.2,14.2,14.76,13.7,12.4,11,10.6,10.1,9.7,8.4,8.1,7.3,6.8,7.2,7.5,7.9,
"Number of Shares in Issue (Actual)",199000000,198000000,209000000,218000000,239000000,243000000,212000000,212000000,211000000,209000000,205000000,204000000,198000000,197000000,197000000,193000000,193000000,188000000,186000000,186000000,185000000,182000000,
"Weighted Average Shares in Issue (Actual)",199000000,210000000,217000000,238000000,243000000,216000000,212000000,211000000,210000000,206000000,204000000,199000000,197000000,197000000,196000000,191000000,190000000,186000000,186000000,184000000,183000000,177000000,
"Fully Diluted Weighted Average Shares in Issue",199000000,214000000,219000000,240000000,246000000,219000000,214000000,212000000,211000000,207000000,206000000,200000000,198000000,198000000,198000000,193000000,191000000,189000000,189000000,187000000,186000000,178000000,
"Market Capitalisation (R'000)",4308350,6058800,6974330,6867000,5635620,6075000,11992840,11570960,10550000,9714320,15375000,12250200,10642500,9260970,11230970,9401030,9553500,8460000,7268880,6651360,6425050,5594680,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,,,,,,,,,,,,,,,,5611,5611,,4836,,4100,

Share statistics,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"22 Oct 2020","27 May 2020","17 Oct 2019","16 May 2019","18 Oct 2018","17 May 2018","13 Nov 2017","22 May 2017","19 Oct 2016","11 May 2016","21 Oct 2015","13 May 2015","15 Oct 2014","14 May 2014","16 Oct 2013","15 May 2013","17 Oct 2012","16 May 2012","12 Oct 2011","11 May 2011","13 Oct 2010","13 May 2010",
"Earnings Per Share (ZARc)",27.81,99.96,41.91,74.8,9.17,266.5,-76.56,19.88,134.34,264.41,148.8,408.1,169.6,286.84,167.81,342.72,167.67,317.55,133.28,164.16,66.03,134.3,
"Diluted Earnings Per Share (ZARc)",27.81,98.49,41.91,74.8,9.17,263.9,-76.56,19.88,134.34,264.41,147.56,405.9,168.54,284.82,165.87,339.36,166.05,312.44,131.24,161.28,65.28,132.72,
"Headline Earnings Per Share (Cont Ops) (ZARc)",27.81,86.73,33.24,9.52,9.17,-388.7,-190.08,28.4,134.34,265.78,148.8,407,169.6,319.16,176.54,342.72,167.67,314.63,132.6,172.08,66.06,134.3,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",27.81,85.26,31.79,9.52,9.17,-383.5,-188.76,28.4,134.34,264.41,147.56,405.9,168.54,316.13,174.6,339.36,166.05,310.5,130.56,169.2,65.28,132.72,
"Interim Dividend (ZARc)",,,,,,,,60,60,105,105,88,88,,80,,,,,,,,
"Final Dividend (ZARc)",,,,,,,,,,136,,108,,,,,,,,,,,
"Dividend Per Share (ZARc)",,,,,,,,60,60,241,105,196,88,,80,,,,,,,,
"Other Distributions (ZARc)",,,,,,,,,,,,,,173,,149.6,70,130.97,56,88,,94,
"Distributions Per Share (ZARc)",,,,,,,,60,60,241,105,196,88,173,80,149.6,70,130.97,56,88,,94,
"Net Asset Value Per Share (ZARc)",4779.14,4497.48,4171.72,4135.25,4068.96,3504.6,5255.9,5245.5,5993.59,6359.5,5498.22,5005.26,4866.46,4730.47,4492.86,3944.16,3676.68,3284.7,3070.2,2744.7,2650.12,2788.97,
"3 Year Beta",0.15,0.26,0.18,0.37,0.64,0.29,0.13,0.49,0.42,0.74,0.38,0.84,0.77,0.65,0.54,0.86,0.99,0.86,1.61,1.44,1.53,1.47,
"Cash Generated Per Share",54.6,74.57,22.77,3.68,-17.78,-20.83,0.61,-49.95,-3.18,32.54,-6.8,56.57,88.35,-17.48,-23.8,125.21,11.05,17.52,-8.61,-54.25,-113.16,107.74,
"Earnings Per Share (Base Currency)",1.6,6.8,2.9,5.5,0.7,20.5,-5.8,1.4,9.1,19.3,12,37.1,16,28.4,17.3,40.8,20.7,43.5,19.6,22.8,8.8,17,
"Diluted Earnings Per Share (Base Currency)",1.6,6.7,2.9,5.5,0.7,20.3,-5.8,1.4,9.1,19.3,11.9,36.9,15.9,28.2,17.1,40.4,20.5,42.8,19.3,22.4,8.7,16.8,
"Headline Earnings Per Share (Cont) (Base Currency)",1.6,5.9,2.3,0.7,0.7,-29.9,-14.4,2,9.1,19.4,12,37,16,31.6,18.2,40.8,20.7,43.1,19.5,23.9,8.8,17,
"Diluted Headline Earnings Per Share(Cont)(BaseCur)",1.6,5.8,2.2,0.7,0.7,-29.5,-14.3,2,9.1,19.3,11.9,36.9,15.9,31.3,18,40.4,20.5,42.5,19.2,23.5,8.7,16.8,
"Distributions Per Share (Base Currency)",,,,,,,,,,,,,8.3,17,8,17,8,16,7,13,,,
"Net Asset Value Per Share (Base Currency)",287.9,288.3,288.7,297.5,276.8,297,404.3,403.5,412.2,396.7,413.4,427.8,459.1,442.1,436.2,448.2,437.7,438.6,438.6,392.1,361.2,366.97,
"Price at Period End (Base Currency)",128,195,220,224,160,212,435,417,340,293,564,521,506,439,551,552,584,602,553,511,473,402,
"JSE Market Price High (ZARc)",3615,3797,3779,3300,2699,6499,6499,5848,5468,8088,7513,6290,5750,6138,5985,5768,5082,4510,4180,3848,3848,3295,
"JSE Market Price Low (ZARc)",1755,2800,2800,1715,1715,2301,5005,4006,4006,3820,5786,4601,4601,4270,4763,4199,4199,3252,3252,2720,2720,1042,
"JSE Market Price at Period End (ZARc)",2165,3060,3337,3150,2358,2500,5657,5458,5000,4648,7500,6005,5375,4701,5701,4871,4950,4500,3908,3576,3473,3074,
"JSE Volume Traded (Actual)",45808853,128887206,68988892,174394544,95595805,201698558,87227473,146454702,70171841,146854534,61192182,79093992,35510547,45870948,21359473,63872204,28652664,51110142,29448725,95840319,62619556,106539572,
"JSE Rand Value Traded (Actual)",1179188094,4390283794,2352379453,4135439845,2101802469,10277804181,4995713498,7007566538,3272022943,8729506164,3975332083,4288935284,1839458323,2437987895,1168168985,3110142056,1320225473,1978749369,1099507057,3215991415,2089027761,2331289391,
"12 Month HEPS",81.3,86.73,33.59,9.52,-189.45,-388.7,-726.28,28.4,251.32,265.78,386.2,407,312.22,319.16,351.59,342.72,349.7,314.63,238.62,172.08,160.18,134.3,
"12 Month Dividend",,,,,,,,60,196,196,241,213,196,178.9,170.9,152.8,144.97,144.97,144.01,88,88.01,94.8,

Cash flow items,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"22 Oct 2020","27 May 2020","17 Oct 2019","16 May 2019","18 Oct 2018","17 May 2018","13 Nov 2017","22 May 2017","19 Oct 2016","11 May 2016","21 Oct 2015","13 May 2015","15 Oct 2014","14 May 2014","16 Oct 2013","15 May 2013","17 Oct 2012","16 May 2012","12 Oct 2011","11 May 2011","13 Oct 2010","13 May 2010",
"Cash generated by operations",58.699,158.338,71.71,88.931,31.282,91.275,42.255,134.535,69.989,185.687,84.67,215.346,96.817,183.437,83.543,192.064,105.852,188.626,92.31,141.076,65.68,131.593,
"Working capital changes",79.126,57.231,5.635,-19.941,-62.251,-60.184,-11.754,-184.576,-41.131,-59.433,-40.566,-29.147,107.653,-151.21,-102.593,124.702,-48.065,-85.783,-75.306,-205.106,-257.752,93.902,
"Cash generated from operations after WC",134.202,215.569,77.814,68.99,-21.743,17.625,29.284,-37.321,24.185,129.07,21.599,186.199,204.47,32.227,-19.05,316.766,57.787,102.843,17.004,-64.03,-192.072,225.495,
"Net Cash flow from operating activities",108.659,147.656,47.584,8.025,-42.504,-50.605,1.298,-105.884,-6.715,68.018,-13.948,115.4,174.934,-34.434,-46.878,241.664,21.319,32.942,-16.009,-100.897,-209.354,196.079,
"Net cash flow from investing activities",-16.386,-30.966,-8.199,-59.286,-20.843,683.187,-32.873,-69.673,-41.28,-73.108,-24.763,-49.498,-18.694,-42.583,-19.172,-44.896,-21.428,-42.943,-20.082,-31.295,-15.999,-23.765,
"Net cash flow from financing activities",-43.903,-76.781,-41.546,-54.584,3.68,-175.487,27.111,-3.527,4.014,-29.221,38.672,13.418,4.13,19.563,0.199,-13.664,-8.013,-27.684,-6.135,6.677,-23.075,8.591,
"Dividends paid",,15.137,-13.099,-0.053,,-244.193,,-20.949,-14.68,-22.2,-8.662,-49.525,-18.962,-35.921,-16.214,-32.394,-17.218,-36.383,-24.164,-21.713,-21.713,,
"Net increase(decrease) in cash & cash equivalents",48.37,39.909,-2.161,-105.845,-59.667,457.095,-4.464,-179.084,-43.981,-84.678,-10.043,27.898,143.208,-109.919,-82.46,76.201,-98.845,-86.601,-68.136,-161.933,-270.252,129.234,
"Cash & Cash Equivalent beginning of period",83.389,40.381,40.381,161.342,161.342,-299.852,-299.852,-132.685,-132.685,-22.101,-22.101,-41.77,,,,,,,,,,,
"Translation effects on cash & cash equivalents",3.88,3.099,-0.727,-15.116,-15.33,4.099,-0.259,11.917,11.142,-25.906,-9.338,-8.229,,,,,,,,,,,
"Cash & Cash Equivalent end of period",135.639,83.389,37.493,40.381,86.345,161.342,-304.575,-299.852,-165.524,-132.685,-41.482,-22.101,,,,,,,,,,,

Ratios,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"22 Oct 2020","27 May 2020","17 Oct 2019","16 May 2019","18 Oct 2018","17 May 2018","13 Nov 2017","22 May 2017","19 Oct 2016","11 May 2016","21 Oct 2015","13 May 2015","15 Oct 2014","14 May 2014","16 Oct 2013","15 May 2013","17 Oct 2012","16 May 2012","12 Oct 2011","11 May 2011","13 Oct 2010","13 May 2010",
"Return on Capital Employed",1.29,3.37,3.21,1.84,1.6,4.58,-2.18,7.21,4.38,4.94,5.59,8.72,7.04,6.31,7.89,8.5,8.59,9.42,8.55,5.39,4.32,4.06,
"Return on Shareholder Funds",1.71,4.36,4.05,2.1,1.93,5.18,-2.47,1.21,4.94,5.64,6.33,9.75,7.93,7.03,8.71,9.28,9.29,10.13,9.16,5.96,4.73,4.4,
"Return on Total Assets",1.26,2.47,2.17,1,1.2,-4.15,-1.79,1.21,-0.39,3.03,3.28,5.06,4.27,4.04,4.87,5.45,5.72,6.91,6.38,5.88,4.61,4.31,
"Gross Profit Margin",15.96,17.23,17.5,15.87,15.93,16.21,16.23,13.7,16.09,13.46,13.09,14.48,14.96,14.79,14.95,14.87,14.38,14,14.1,13.89,13.22,13.33,
"Operating Profit Margin",1.38,1.92,1.65,1.12,1.2,-2.06,-1.03,1,-0.04,1.71,1.71,2.45,2.2,2.15,2.42,2.69,2.71,2.99,2.72,2.44,1.88,2.03,
"Net Profit Margin",0.15,0.33,0.66,0.3,0.09,1.13,-0.67,1.1,0.97,0.62,0.74,1.14,1.05,0.98,1.23,1.49,1.5,1.61,1.49,0.97,0.75,0.8,
