Balance sheet (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"8 Dec 2020","10 Jun 2020","4 Dec 2019","3 Jun 2019","30 Nov 2018","25 May 2018","1 Dec 2017","24 May 2017","30 Nov 2016","26 May 2016","25 Nov 2015",
"Fixed Assets",27.479,31.255,32.789,30.515,29.125,27.947,29.848,33.451,31.131,28.881,29.845,
"Right-of-use Asset",47.894,,,,,,,,,,,
"Investments and Loans",106730.856,87644.517,92782.653,87173.855,80107.221,47763.515,44511.694,39201.492,39331.032,33141.576,27709.908,
"Intangible Assets",428.526,429.516,431.392,437.281,436.113,419.983,420.059,32.477,32.609,2.048,1.539,
"Deferred Tax Asset",6.046,9.281,9.352,7.234,7.125,9.78,3.803,3.939,4.881,3.412,3.858,
"Other Assets",,60.429,,,,,,,,,,
"Total Fixed Assets",107240.801,88174.998,93256.186,87648.885,80579.584,48221.225,44965.404,39271.359,39399.653,33175.917,27745.15,
"Debtors",77.649,75.648,96.951,84.071,60.523,74.599,78.572,43.775,32.417,35.48,29.665,
"Cash",259.683,360.035,174.96,83.938,157.51,254.749,312.506,164.455,218.351,323.271,102.031,
"Tax",,,2.551,18.155,8.486,4.433,1.066,0.951,0.994,4.624,0.37,
"Other Current Assets",435.455,112.543,306.294,649.47,56.094,416.436,90.878,27.16,171.954,33.674,26.984,
"Total Current Assets",772.787,548.226,580.756,835.634,282.613,750.217,483.022,236.341,423.716,397.049,159.05,
"Total Assets",108013.588,88723.224,93836.942,88484.519,80862.197,48971.442,45448.427,39507.7,39823.369,33572.966,27904.2,
"Ordinary Share Capital & Premium",603.173,602.005,641.494,666.467,665.901,665.901,665.939,507.729,507.729,507.729,271.211,
"Distributable Reserves",308.129,248.982,209.091,163.855,170.819,143.337,157.473,131.27,131.607,126.314,91.397,
"Non-Distributable Reserves",-208.461,-209.895,-211.305,-212.156,-212.457,-213.664,-215.23,-216.623,-217.85,-218.585,-219.3,
"Ordinary Shareholders' Interest",702.841,641.092,639.28,618.166,624.263,595.574,608.182,422.376,421.486,415.458,143.308,
"Total Shareholders' Interest",702.841,641.092,639.28,618.166,624.263,595.574,608.182,422.376,421.486,415.458,143.308,
"Deferred Tax Liability",74.039,77.762,75.153,76.346,74.847,80.447,79.628,18.576,18.584,28.053,27.05,
"Other Long-Term Liabilities",132.057,,135,,150,,,,,,,
"Total Long-Term Liabilities",206.096,77.762,210.153,76.346,224.847,80.447,79.628,18.576,18.584,28.053,27.05,
"Creditors and Provisions",225.792,271.756,150.941,499.29,276.049,309.868,424.036,409.97,339.107,408.323,200.132,
"Dividends",,,,,,,,,,,2.55,
"Tax",1.662,14.896,10.706,5.219,5.319,,8.423,0.451,0.704,1.023,1.39,
"Bank Overdrafts/Short-Term Loans",90.366,90.633,50.365,1.442,0.058,,0.051,0.484,0.492,,7.599,
"Other Current Liabilities",106786.831,87627.085,92775.497,87284.056,79731.661,47985.553,44328.107,38655.843,39042.996,32720.109,27522.171,
"Total Current Liabilities",107104.651,88004.37,92987.509,87790.007,80013.087,48295.421,44760.617,39066.748,39383.299,33129.455,27733.842,
"Total Liabilities",107310.747,88082.132,93197.662,87866.353,80237.934,48375.868,44840.245,39085.324,39401.883,33157.508,27760.892,
"Total Equity and Liabilities",108013.588,88723.224,93836.942,88484.519,80862.197,48971.442,45448.427,39507.7,39823.369,33572.966,27904.2,

Share/unit data,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"8 Dec 2020","10 Jun 2020","4 Dec 2019","3 Jun 2019","30 Nov 2018","25 May 2018","1 Dec 2017","24 May 2017","30 Nov 2016","26 May 2016","25 Nov 2015",
"Number of Shares in Issue (Actual)",148402374,148255945,152242847,155029857,154955778,154955778,154956000,137178000,137178000,137178000,100000000,
"Weighted Average Shares in Issue (Actual)",140790102,142255131,145809601,146046637,146022612,146022612,132746682,130784517,129781285,135171536,100000000,
"Fully Diluted Weighted Average Shares in Issue",143441220,145076491,146784200,147258296,147565121,149681172,134485028,135058930,135058930,135540954,100000000,
"Market Capitalisation (R'000)",2136994,1193460,1438695,1395269,1403899,1812983,1374460,2057670,2016517,2744932,,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,

Share statistics,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"8 Dec 2020","10 Jun 2020","4 Dec 2019","3 Jun 2019","30 Nov 2018","25 May 2018","1 Dec 2017","24 May 2017","30 Nov 2016","26 May 2016","25 Nov 2015",
"Earnings Per Share (ZARc)",146.4,64.1,86.4,30.27,69.15,25.34,69.72,26.23,55.71,25.83,59.31,
"Diluted Earnings Per Share (ZARc)",143.7,62.9,85.8,30.02,68.42,24.72,68.82,25.4,53.54,25.76,59.31,
"Headline Earnings Per Share (Cont Ops) (ZARc)",146.4,64.1,87.9,31.74,69.15,25.34,69.72,26.23,55.72,25.83,60.4,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",143.7,62.9,87.3,31.48,68.42,24.72,68.82,25.4,53.54,25.76,60.4,
"Interim Dividend (ZARc)",40,40,25,25,25,25,25,25,25,25,,
"Final Dividend (ZARc)",70,,35,,35,,35,,27,,,
"Dividend Per Share (ZARc)",110,40,60,25,60,25,60,25,52,25,,
"Distributions Per Share (ZARc)",110,40,60,25,60,25,60,25,52,25,,
"Net Asset Value Per Share (ZARc)",499.2,450.7,438.4,423.27,427.52,407.86,458.15,322.96,324.77,302.86,143.31,
"3 Year Beta",1.02,0.81,0.73,0.68,,,,,,,,
"Cash Generated Per Share",215.26,170.33,98.65,-3.24,16.81,-30.5,133.79,-10.87,61.54,129.47,114.11,
"Net Asset Value Per Share (Base Currency)",499.2,450.7,438.4,423.27,427.52,407.86,458.15,322.96,324.77,302.86,143.31,
"Price at Period End (Base Currency)",1440,805,945,900,906,1170,887,1500,1470,2001,,
"JSE Market Price High (ZARc)",1495,1050,1100,1010,1500,1500,1909,1909,2350,2100,,
"JSE Market Price Low (ZARc)",654,710,713,713,666,666,876,1400,1050,1050,,
"JSE Market Price at Period End (ZARc)",1440,805,945,900,906,1170,887,1500,1470,2001,,
"JSE Volume Traded (Actual)",15879161,7184745,15316677,7806194,25582279,10033925,13852887,4103329,19127354,13944886,,
"JSE Rand Value Traded (Actual)",158018888,68690164,135828522,66972600,274577395,115729089,175225565,66409711,307430558,212806653,,
"12 Month HEPS",146.4,120.26,87.9,75.55,69.15,68.83,69.72,56.12,55.72,51.66,60.4,
"12 Month Dividend",110,75,60,60,60,60,60,60,52,52,25,

Cash flow items,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"8 Dec 2020","10 Jun 2020","4 Dec 2019","3 Jun 2019","30 Nov 2018","25 May 2018","1 Dec 2017","24 May 2017","30 Nov 2016","26 May 2016","25 Nov 2015",
"Cash generated by operations",,,,,,,219.921,48.158,105.518,48.271,134.466,
"Working capital changes",,,,177.111,-135.035,-110.035,77.926,59.743,,,,
"Net Cash flow from operating activities",319.458,252.527,150.192,-5.017,26.052,-47.266,207.32,-14.914,84.414,177.607,114.108,
"Net cash flow from investing activities",-79.26,-0.546,-54.611,-19.145,-83.703,45.934,-331.004,-4.336,-162.86,-185.286,-21.385,
"Net cash flow from financing activities",-154.155,-66.906,-78.072,-50.793,-97.353,-56.374,218.279,-34.638,201.874,236.518,-40.165,
"Dividends paid",-106.043,-50.299,-87.669,-51.165,-87.623,-51.135,-66.683,-34.638,-34.645,,-38.518,
"Net increase(decrease) in cash & cash equivalents",86.043,185.075,17.509,-74.955,-155.004,-57.706,94.595,-53.888,123.427,228.839,52.558,
"Cash & Cash Equivalent beginning of period",174.96,174.96,157.451,157.451,312.455,312.455,217.859,217.859,94.432,94.432,41.873,
"Translation effects on cash & cash equivalents",-1.32,,,,,,,,,,,
"Cash & Cash Equivalent end of period",259.683,360.035,174.96,82.496,157.451,254.749,312.455,163.971,217.859,323.271,94.432,

Ratios,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"8 Dec 2020","10 Jun 2020","4 Dec 2019","3 Jun 2019","30 Nov 2018","25 May 2018","1 Dec 2017","24 May 2017","30 Nov 2016","26 May 2016","25 Nov 2015",
"Return on Capital Employed",22.67,25.39,14.83,12.73,11.89,10.95,13.46,15.56,16.43,15.75,34.82,
"Return on Shareholder Funds",29.32,28.47,19.7,14.3,16.17,12.42,15.22,16.24,17.15,16.81,41.39,
"Return on Total Assets",0.27,0.29,0.2,0.16,0.19,0.31,0.26,0.24,0.25,0.29,0.3,
"Operating Profit Margin",42.23,39.11,33.2,27.88,33.9,33.9,30.84,32.65,36.77,37.01,35.88,
"Net Profit Margin",31.18,29.62,24.79,19.28,23.93,17.85,27.78,23.26,26.17,26.57,25.34,
"Debt:Equity (excl non-int debt)",0.42,0.26,0.41,0.13,0.36,0.14,0.13,0.05,0.05,0.07,0.24,
"Interest Cover",-29.04,-21.57,-12.12,-7.94,-11.06,-10.63,-7.53,,155.06,138.52,188.72,
"Quick Ratio",0.01,0.01,0.01,0.01,,0.02,0.01,0.01,0.01,0.01,0.01,
"Current Ratio",0.01,0.01,0.01,0.01,,0.02,0.01,0.01,0.01,0.01,0.01,
"Dividend Cover",1.33,1.6,1.44,1.21,1.15,1.01,1.16,1.05,1.07,1.03,,
"Dividend Cover (HEPS)",1.33,1.6,1.47,1.27,1.15,1.01,1.16,1.05,1.07,1.03,,
"Debtors Collection Period",42.88,44.81,69.65,66.92,52.36,65.67,86.09,54.17,42.83,49.28,46.26,
"Price : Earnings",9.84,6.69,10.75,11.91,13.1,17,12.72,26.73,26.38,38.73,,
"Sales Per Share (Base Currency)",469.5,433.14,348.47,313.97,288.94,283.94,250.96,225.54,212.86,194.41,234.05,
"Price/Sales Per Share",3.07,1.86,2.71,2.87,3.14,4.12,3.53,6.65,6.91,10.29,,
"Price/Net Asset Value",2.88,1.79,2.16,2.13,2.12,2.87,1.94,4.64,4.53,6.61,,
"Price/Cash Flow",6.69,9.45,9.58,-555.56,53.9,-76.72,6.63,-275.99,23.89,30.91,,
"NAV%Price",34.67,55.99,46.39,47.03,47.19,34.86,51.65,21.53,22.09,15.14,,
"Liquidity%",0.3,0.57,0.16,-0.01,0.03,-0.2,0.46,-0.08,0.21,1.07,0.41,
"Cash Flow:Attributable Profit",1.62,5.85,1.19,-0.21,0.24,-1.69,2.67,-0.87,1.17,10.17,1.92,
"Cash/Equity (%)",36.95,56.16,27.37,13.58,25.23,42.77,51.38,,,,,
"EV/Ebitda (Pd)",,6.63,6.76,,,,,,,,,
"PEG Ratio",0.45,0.61,0.98,2.16,2.37,1.96,1.46,-3.45,-3.4,,,

