sens_title,Date,text 
“CLN713”,18 Sep 2020,"New Financial Instrument Listing Announcement - “CLN713”

The Standard Bank of South Africa Limited

New Financial Instrument Listing Announcement - “CLN713”

Stock Code: CLN713
ISIN Code: ZAG000171133

The JSE Limited has granted a listing to The Standard Bank of
South Africa Limited – CLN713 Senior Unsecured Floating Rate
Credit Linked Notes due 12 February 2025 - sponsored by The
Standard Bank of South Africa Limited (acting through its
Corporate and Investment Banking Division), under its Structured
Note Programme.

Authorised Programme size           ZAR60,000,000,000
Total notes issued
(including current issue)           ZAR49,530,797,040.93
Full Note details are as follows:
Issue Date:                         21 September 2020
Nominal Issued:                     ZAR45,000,000
Coupon Rate:                        Three-month ZAR-JIBAR-SAFEX
                                    plus 1.20%, as per Pricing
                                    Supplement
Coupon Indicator:                   Floating

Interest Determination Dates:       Each 12 February, 12 May, 12
                                    August and 12 November of
                                    each year until the Maturity
                                    Date,    with    the    first
                                    Interest Rate Determination
                                    Date   being  the    Interest
                                    Commencement Date
Trade Type:                         Price
Issue Price:                        100%
Maturity Date:                      12 February 2025
Interest Commencement Date:         21 September 2020
First Interest Payment Date:        12 November 2020
Interest Payment Dates:             Each 12 February, 12 May, 12
                                    August and 12 November of
                                    each year until the Maturity
                                    Date
Business Day Convention:            Following Business Day
Books Close:                        Each 07 February, 07 May, 07
                                    August and 07 November until
                                    the   applicable     Interest
                                    Payment Date
Last day to register:               17h00 on 06 February, 06
                                    May,     06    August     and
                                    06 November of each year,
                                    until the Maturity Date, or
                                   if such day is not a Business
                                   Day, the Business Day before
                                   each books closed period
Placement Agent:                   The Standard Bank of South
                                   Africa Limited
Debt Security subject
to guarantee; security
or credit enhancement:             Not Applicable

Additional Terms and Conditions: Investors should study the
Pricing Supplement for full details of the specific terms and
conditions applicable to this specific issuance.

Notes will be deposited in the Central Depository (“CSD”) and
settlement will take place electronically in terms of JSE Rules.

Dated 18 September 2020
Sponsor – The Standard Bank of South Africa Limited
For further information on the Notes issued please contact:
Johann Erasmus           SBSA (Sponsor)
Email: johann.erasmus@standardbank.co.za

Date: 18-09-2020 11:13:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
“CLN714”,18 Sep 2020,"New Financial Instrument Listing Announcement - “CLN714”

The Standard Bank of South Africa Limited

New Financial Instrument Listing Announcement - “CLN714”

Stock Code: CLN714
ISIN Code: ZAG000171091

The JSE Limited has granted a listing to The Standard Bank of
South Africa Limited – CLN714 Senior Unsecured Floating Rate
Credit Linked Notes due 21 December 2025 - sponsored by The
Standard Bank of South Africa Limited (acting through its
Corporate and Investment Banking Division), under its Structured
Note Programme.

Authorised Programme size           ZAR60,000,000,000
Total notes issued
(including current issue)           ZAR49,575,797,040.93.
Full Note details are as follows:
Issue Date:                         21 September 2020
Nominal Issued:                     ZAR333,333,334
Coupon Rate:                        Three-month ZAR-JIBAR-SAFEX
                                    plus 2.10%, as per the
                                    Applicable          Pricing
                                    Supplement.
Coupon Indicator:                   Floating

Interest Determination Dates:       Each   21 March,    21 June,
                                    21 September and 21 December
                                    of each year, commencing on
                                    the Issue Date until the
                                    Maturity Date
Trade Type:                         Price
Issue Price:                        100%
Maturity Date:                      21 December 2025
Interest Commencement Date:         Issue Date
First Interest Payment Date:        21 December 2020
Interest Payment Dates:             Each   21 March,    21 June,
                                    21 September and 21 December
                                    of each year until the
                                    Maturity Date
Business Day Count/Convention:      Actual/365    (fixed)    and
                                    Following Business Day
Books Close:                        Each   16 March,    16 June,
                                    16 September and 16 December
                                    of each year, until the
                                    applicable Interest Payment
                                    Date
Last day to register:               17h00 on 15 March, 15 June,
                                    15 September and 15 December
                                    of each year, until the
                                   Maturity Date, or if such
                                   day is not a Business Day,
                                   the Business Day before each
                                   books closed period
Placement Agent:                   The Standard Bank of South
                                   Africa Limited
Debt Security subject
to guarantee; security
or credit enhancement:             Not Applicable

Additional Terms and Conditions: Investors should study the
Pricing Supplement for full details of the specific terms and
conditions applicable to this specific issuance.

Notes will be deposited in the Central Depository (“CSD”) and
settlement will take place electronically in terms of JSE Rules.

Dated 18 September 2020
Sponsor – The Standard Bank of South Africa Limited
For further information on the Notes issued please contact:
Johann Erasmus           SBSA (Sponsor)
Email: johann.erasmus@standardbank.co.za

Date: 18-09-2020 11:12:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
“CLN712”,18 Sep 2020,"New Financial Instrument Listing Announcement - “CLN712”

The Standard Bank of South Africa Limited

New Financial Instrument Listing Announcement - “CLN712”

Stock Code: CLN712
ISIN Code: ZAG000171125

The JSE Limited has granted a listing to The Standard Bank of
South Africa Limited – CLN712 Senior Unsecured Floating Rate
Credit Linked Notes due 11 September 2026 - sponsored by The
Standard Bank of South Africa Limited (acting through its
Corporate and Investment Banking Division), under its Structured
Note Programme.

Authorised Programme size           ZAR60,000,000,000
Total notes issued
(including current issue)           ZAR49,450,797,040.93
Full Note details are as follows:
Issue Date:                         21 September 2020
Nominal Issued:                     ZAR45,000,000
Coupon Rate:                        Three-month ZAR-JIBAR-SAFEX
                                    plus 1.30%, as per Pricing
                                    Supplement
Coupon Indicator:                   Floating

Interest Determination Dates:       Each  11 March, 11 June, 11
                                    September and 11 December of
                                    each year until the Maturity
                                    Date,    with   the    first
                                    Interest Rate Determination
                                    Date   being  the   Interest
                                    Commencement Date
Trade Type:                         Price
Issue Price:                        100%
Maturity Date:                      11 September 2026
Interest Commencement Date:         21 September 2020
First Interest Payment Date:        11 March 2021
Interest Payment Dates:             Each 11 March, 11 June, 11
                                    September and 11 December of
                                    each year until the Maturity
                                    Date
Business Day Convention:            Following Business Day
Books Close:                        Each 06 March, 06 June, 06
                                    September   and     06   December
                                    until     the      applicable
                                    Interest Payment Date
Last day to register:               17h00 on 05 March, 05 June, 05
                                    September and 05 December of
                                    each    year,    until     the
                                    Maturity Date, or if such
                                   day is not a Business Day,
                                   the Business Day before each
                                   books closed period
Placement Agent:                   The Standard Bank of South
                                   Africa Limited
Debt Security subject
to guarantee; security
or credit enhancement:             Not Applicable

Additional Terms and Conditions: Investors should study the
Pricing Supplement for full details of the specific terms and
conditions applicable to this specific issuance.

Notes will be deposited in the Central Depository (“CSD”) and
settlement will take place electronically in terms of JSE Rules.

Dated 18 September 2020
Sponsor – The Standard Bank of South Africa Limited
For further information on the Notes issued please contact:
Johann Erasmus           SBSA (Sponsor)
Email: johann.erasmus@standardbank.co.za

Date: 18-09-2020 11:06:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Announcement of amendments in respect of CLN577,17 Sep 2020,"Announcement of amendments in respect of CLN577

THE STANDARD BANK OF SOUTH AFRICA LIMITED (REGISTRATION NUMBER
1962/000738/06) – Announcement of amendments in respect of
CLN577


NOTICE IS GIVEN TO ALL HOLDERS OF CLN577 ZAR49,368,419.52
iTRAXX® EUROPE CROSSOVER SERIES 31 LISTED NOTE DUE 20 JUNE 2024
(Stock Code: CLN577 and ISIN Code: ZAG000158437) (the “Note”)
issued in terms of The Standard Bank of South Africa Limited’s
Structured Note Programme (the “Programme”)) on 05 April 2019.
Capitalised terms used and not otherwise defined in this
announcement have the meaning given to them in the Pricing
Supplement of the Note, as read with the Programme Memorandum.
Pursuant to the Failure to Pay Credit Event which occurred in
respect of Hema Bondco I B.V. (“Hema”), as advised in an
announcement dated 27 August 2020, the Pricing Supplement will
be amended as follows:
1.   the   Aggregate   Nominal   Amount   will   be   amended   to
     ZAR49,112,859.52;
2.   the Nominal Amount of the Affected Portion (being the Portion
     relating to Hema) will be amended to ZAR441,440;
3.   the Margin of the Affected Portion is amended to: 0.61%; and
4.   the record date is 15 September 2020.
Notice is given to Noteholders for information purposes only.
No action is required by Noteholders.
Dated 17 September 2020
Sponsor – The Standard Bank of South Africa Limited
For further information on the Note issued please contact:
Johann Erasmus           SBSA (Sponsor)
Email: johann.erasmus@standardbank.co.za

Date: 17-09-2020 05:21:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Credit Event Announcement in respect of CLN577,17 Sep 2020,"Credit Event Announcement in respect of CLN577

THE STANDARD BANK OF SOUTH AFRICA LIMITED (REGISTRATION NUMBER
1962/000738/06) – Credit Event Announcement in respect of CLN577


NOTICE IS GIVEN TO ALL HOLDERS OF CLN577 ZAR49,368,419.52 iTRAXX®
EUROPE CROSSOVER SERIES 31 LISTED NOTE DUE 20 June 2024 (Stock
Code: CLN577 and ISIN Code: ZAG000158437) (the “Note”) issued in
terms of The Standard Bank of South Africa Limited’s Structured
Note Programme (the “Programme”)) on 5 April 2019. Capitalised
terms used and not otherwise defined in this announcement have the
meaning given to them in the Pricing Supplement of the Note, as
read with the Programme Memorandum.
Notice is hereby given that a Credit Event Determination Date has
occurred under the terms of the Note in respect of the Portion
relating to Pizzaexpress Financing 1 PLC (“PizzaExpress”) due to
the fact that following the Credit Event Resolution Request Date
of 04 September 2020, ISDA has on 09 September 2020 publicly
announced that the relevant Credit Derivatives Determinations
Committee has Resolved that a Failure to Pay Credit Event had
occurred in respect of PizzaExpress, which is one of the Reference
Entities included in the Index, as listed in the Relevant Annex.
As a result of the occurrence of the Event Determination Date, the
following will occur in accordance with the provisions of the
Pricing Supplement:
  A. interest will cease to accrue in respect of the Portion
     relating to PizzaExpress (such Portion the “Affected
     Portion”) with effect from 20 June 2020, being the Interest
     Payment Date occurring immediately prior to the Event
     Determination Date, until the day which is 5 Business Days
     following the determination of the Final Price or the
     publication of the Auction Final Price, as the case may be,
     such day the “Calculation Date”;
  B. the Calculation Agent will determine the Cash Settlement
     Amount in respect of the Affected Portion;
  C. with effect from the Calculation Date:
     (i)     the Credit Linked Conditions will no longer apply in
             respect of the Affected Portion;
     (ii)    the Nominal Amount of the Affected Portion will be
             amended to be equal to the Cash Settlement Amount
             determined in respect of such Affected Portion (which
             amount may be positive or negative);
     (iii)   the Margin applicable to such portion will be amended
             to be equal to the Issuer’s ZAR term funding rate on
           the Calculation Date as determined by the Calculation
           Agent in a commercially reasonable manner; and
  D. the Issuer will, as soon as reasonably practicable following
     the determination of the Cash Settlement Amount and the
     applicable Margin, notify the Noteholders of all of the
     amendments made to such Affected Portion of the Note as set
     out in (A) to (C) above.
Notice is given to Noteholders for information purposes only.   No
action is required by Noteholders.
Dated 17 September 2020
Sponsor – The Standard Bank of South Africa Limited
Further information on the Note issued please contact:
Johann Erasmus           SBSA (Sponsor)
Email: johann.erasmus@standardbank.co.za

Date: 17-09-2020 12:24:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
SBK18 and SBK24,14 Sep 2020,"Redemption Notice - SBK18 and SBK24

THE STANDARD BANK      OF   SOUTH   AFRICA   LIMITED   (REGISTRATION   NUMBER
1962/000738/06)
Issuer Code: BISTDB

Stock Code: SBK24     ISIN Code: ZAG000130584
Stock Code: SBK18     ISIN Code: ZAG000100827


Stock Code: SBK24
ISIN Code: ZAG000130584

Redemption of ZAR 880,000,000 Subordinated Unsecured Tier 2 Notes due
19 October 2025


On 19 October 2015, The Standard Bank of South Africa Limited (“Standard
Bank”) issued ZAR 880,000,000 Subordinated Unsecured Tier 2 Notes due
19 October 2025(the “SBK24 Notes”).
The SBK24 Notes are subject to the terms and conditions contained in the
Programme Memorandum dated 25 November 2014 (the “Programme Memorandum”)
as read together with the Applicable Pricing Supplement issued in respect
of the SBK24 Notes dated 19 October 2015 (the “Applicable Pricing
Supplement”).
In terms of the Applicable Pricing Supplement, the maturity date of the
SBK24 Notes is 19 October 2025, unless redeemed early at the option of
Standard Bank on 19 October 2020, subject to the prior written approval
of the Prudential Authority.
Pursuant to Condition 50(a) of the Applicable Pricing Supplement and
having obtained the requisite prior written approval from the Prudential
Authority, Standard Bank hereby gives notice that it shall redeem the
SBK24 Notes on 19 October 2020 at 100% of the aggregate nominal amount
thereof, together with any interest accrued thereon up until that date.

Last Day to Register        By 17h00 on Thursday, 08 October 2020
Books Closed                Friday, 09 October 2020
Payment Day                 Monday, 19 October 2020




Stock Code: SBK18
ISIN Code: ZAG000100827

On 24 October 2012, The Standard Bank of South Africa Limited (“Standard
Bank”) issued ZAR 3,500,000,000 Subordinated Unsecured Tier 2 Notes due
24 October 2025(the “SBK18 Notes”).
The SBK18 Notes are subject to the terms and conditions contained in the
Programme Memorandum dated 20 August 2012 (the “Programme Memorandum”)
as read together with the Applicable Pricing Supplement issued in respect
of the SBK18 Notes dated 19 October 2012 (the “Applicable Pricing
Supplement”).
In terms of the Applicable Pricing Supplement, the maturity date of the
SBK18 Notes is 24 October 2025, unless redeemed early at the option of
Standard Bank on 24 October 2020, subject to the prior written approval
of the Prudential Authority.
Pursuant to Condition 50(a) of the Applicable Pricing Supplement and
having obtained the requisite prior written approval from the Prudential
Authority, Standard Bank hereby gives notice that it shall redeem the
SBK18 Notes on 24 October 2020 at 100% of the aggregate nominal amount
thereof, together with any interest accrued thereon up until that date.

Last Day to Register          By 17h00 on Tuesday, 13 October 2020
Books Closed                  Wednesday, 14 October 2020
Payment Day                   Monday, 26 October 2020


Dated 14 September 2020

For further information contact:
Standard Bank
Jan Brits
Email: jan.brits2@standardbank.co.za

Debt Sponsor: Standard Bank

Date: 14-09-2020 07:35:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
“SBRN04”,10 Sep 2020,"New Financial Instrument Listing Announcement - “SBRN04”

The Standard Bank of South Africa Limited
New Financial Instrument Listing Announcement - “SBRN04”

Stock Code: SBRN04
ISIN Code: ZAE000290920

The JSE Limited has granted a listing to The Standard Bank of
South Africa Limited – SBRN04 Gold Linked Notes 01 due 05
September 2023 - sponsored by The Standard Bank of South Africa
Limited (“the Issuer”) under its Structured Note Programme (“the
Programme”)which can be found on the Issuer’s website.

Authorised Programme size           ZAR60,000,000,000
Total notes issued
(including current issue)           ZAR49,342,217,040.93

Full Note details are as follows:
Issue Date:                         11 September 2020
Nominal Issued:                     ZAR48,580,000
Redemption Basis:                   Gold Linked - GOLDLNPM
Issue Price:                        500 000 ZA cents per Note
Number of Notes:                    9 716 Notes
Maturity Date:                      05 September 2023, subject
                                    to adjustments as detailed
                                    in the Pricing Supplement.
Business Day Convention:            Following Business Day
Record Date:                        28 August 2023, and if not
                                    an Exchange Business Day,
                                    the Exchange Business Day
                                    immediately preceding 28
                                    August 2023
Placement Agent:                    The Standard Bank of South
                                    Africa Limited

Additional Terms and Conditions: Investors should study the
Pricing Supplement for full details of the specific terms and
conditions applicable to this specific Note issuance.

Notes will be deposited in the Central Securities Depository
(“CSD”) and settlement will take place electronically in terms
of JSE Rules.


Dated: 10 September 2020
Sponsor – The Standard Bank of South Africa Limited
For further information on the Notes issued please contact:
Johann Erasmus           SBSA (Sponsor)
Email: johann.erasmus@standardbank.co.za

Date: 10-09-2020 11:49:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
CLN710,1 Sep 2020,"New Financial Instrument Listing Announcement - CLN710

The Standard Bank of South Africa Limited

New Financial Instrument Listing Announcement - “CLN710”

Stock Code: CLN710
ISIN Code: ZAG000170713

The JSE Limited has granted a listing to The Standard Bank of
South Africa Limited – CLN710 Senior Unsecured Fixed Rate Credit
Linked Notes due 31 January 2037 - sponsored by The Standard
Bank of South Africa Limited (acting through its Corporate and
Investment Banking Division), under its Structured Note
Programme.

Authorised Programme size           ZAR60,000,000,000
Total notes issued
(including current issue)           ZAR48,975,517,040,93
Full Note details are as follows:
Issue Date:                         02 September 2020
Nominal Issued:                     ZAR60,000,000
Coupon Rate:                        8.5%, as per the Applicable
                                    Pricing Supplement
Coupon Indicator:                   Fixed

Interest Determination Dates:       Each 31 January and 31 July
                                    of each year until the
                                    Maturity   Date,  with   the
                                    first     Interest      Rate
                                    Determination Date being the
                                    Interest Commencement Date
Trade Type:                         Yield
Issue Price:                        80.70113%
Maturity Date:                      31 January 2037
Interest Commencement Date:         31 July 2020
First Interest Payment Date:        31 January 2021
Interest Payment Dates:             Each 31 January and 31 July
                                    of each year until the
                                    Maturity Date
Business Day Convention:            Following Business Day
Books Close:                        Each 26 January and 26 July
                                    until     the     applicable
                                    Interest Payment Date
Last day to register:               17h00 on 25 January and 25
                                    July of each year, until the
                                    Maturity Date, or if such
                                    day is not a Business Day,
                                    the Business Day before each
                                    books closed period
Placement Agent:                   The Standard Bank of South
                                   Africa Limited
Debt Security subject
to guarantee; security
or credit enhancement:             Not Applicable

Additional Terms and Conditions: Investors should study the
Pricing Supplement for full details of the specific terms and
conditions applicable to this specific issuance.

Notes will be deposited in the Central Depository (“CSD”) and
settlement will take place electronically in terms of JSE Rules.

Dated 01 September 2020
Sponsor – The Standard Bank of South Africa Limited
For further information on the Notes issued please contact:
Johann Erasmus           SBSA (Sponsor)
Email: johann.erasmus@standardbank.co.za

Date: 01-09-2020 10:41:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Issue of stock warrants,31 Aug 2020,"SCIB: The Standard Bank Of South Africa - Issue of stock warrants

THE STANDARD BANK OF SOUTH AFRICA LIMITED

      ISSUE OF STOCK WARRANTS

            Underlying Instrument                 Issue size     Exercise Price   Ratio   Warrant Style   Exercise Date       ISIN Codes         JSE Codes
        British American Tobacco Plc             100 MILLION        R 650.00       190    American Call      06-Apr-21      ZAE000290532           BTISBA

The Issuer Regulation Division of the JSE Limited (""JSE"") has approved the listing of the abovementioned warrants and trading will commence on 31 August 2020.
All members of the JSE may participate in trading which will occur according to normal JSE Rules. Settlement will be effected electronically through Strate.
Copies of the warrant issue documentation are available at the address stated below.

30 Baker Street
Rosebank
2196

For further information contact :
Standard Bank Warrants
Tel 0800 111 780
Internet : www.warrants.co.za

Sponsor: SBG Securities (Pty) Ltd
(A subsidiary of the Standard Bank Group Limited)
(Incorporated in the Republic of South Africa, 13 March 1962, Registration number 1972/008305/07)

#IssueDate#

Date: 31-08-2020 04:55:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
“SBRN03”,28 Aug 2020,"New Financial Instrument Listing Announcement - “SBRN03”

The Standard Bank of South Africa Limited
New Financial Instrument Listing Announcement - “SBRN03”

Stock Code: SBRN03
ISIN Code: ZAE000290599

The JSE Limited has granted a listing to The Standard Bank of
South Africa Limited – SBRN03 Equity Share Basket Linked Notes
due 25 August 2023 - sponsored by The Standard Bank of South
Africa Limited (acting through its Corporate and Investment
Banking Division)(“the Issuer”) under its Structured Note
Programme (“the Programme”)which can be found on the Issuer’s
website.

Authorised Programme size           ZAR60,000,000,000
Total notes issued
(including current issue)           ZAR48,975,517,040.93

Full Note details are as follows:
Issue Date:                         31 August 2020
Nominal Issued:                     ZAR39,700,000
Redemption Basis:                   Equity Share Basket Linked
Issue Price:                        500 000 ZA cents per Note
Number of Notes:                    7,940 Notes
Maturity Date:                      25 August 2023, subject to
                                    adjustments as detailed in
                                    the Pricing Supplement.
Business Day Convention:            Following Business Day
Record Date:                        18 August 2023, and if not
                                    an Exchange Business Day,
                                    the Exchange Business Day
                                    immediately preceding 18
                                    August 2023
Placement Agent:                    The Standard Bank of South
                                    Africa Limited

Additional Terms and Conditions: Investors should study the
Pricing Supplement for full details of the specific terms and
conditions applicable to this specific Note issuance.

Notes will be deposited in the Central Securities Depository
(“CSD”) and settlement will take place electronically in terms
of JSE Rules.


Dated: 28 August 2020
Sponsor – The Standard Bank of South Africa Limited
For further information on the Notes issued please contact:
Johann Erasmus           SBSA (Sponsor)
Email: johann.erasmus@standardbank.co.za

Date: 28-08-2020 12:19:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Credit Event Announcement in respect of CLN577,27 Aug 2020,"Credit Event Announcement in respect of CLN577

THE STANDARD BANK OF SOUTH AFRICA LIMITED (REGISTRATION NUMBER
1962/000738/06) – Credit Event Announcement in respect of CLN577


NOTICE IS GIVEN TO ALL HOLDERS OF CLN577 ZAR49,368,419.52
iTRAXX® EUROPE CROSSOVER SERIES 31 LISTED NOTE DUE 20 June 2024
(Stock Code: CLN577 and ISIN Code: ZAG000158437) (the “Note”)
issued in terms of The Standard Bank of South Africa Limited’s
Structured Note Programme (the “Programme”)) on 5 April 2019.
Capitalised terms used and not otherwise defined in this
announcement have the meaning given to them in the Pricing
Supplement of the Note, as read with the Programme Memorandum.

Notice is hereby given that a Credit Event Determination Date
has occurred under the terms of the Note: the Conditions to
Settlement have been satisfied in respect of the Portion
relating to HEMA Bondco I B.V. (“Hema”) due to the fact that
following the Credit Event Resolution Request Date of 18 August
2020, ISDA has on 21 August 2020 publicly announced that the
relevant   Credit   Derivatives  Determinations  Committee   has
Resolved that a Failure to Pay Credit Event had occurred in
respect of Hema, which is one of the Reference Entities included
in the Index, as listed in the Relevant Annex.

As a result of the occurrence of the Event Determination Date,
the following will occur in accordance with the provisions of
the Pricing Supplement:

  A. interest will cease to accrue in respect of the Portion
     relating to Hema (such Portion the “Affected Portion”) with
     effect from 20 June 2020, being the Interest Payment Date
     occurring immediately prior to the Event Determination
     Date, until the day which is 5 Business Days following the
     determination of the Final Price or the publication of the
     Auction Final Price, as the case may be, such day the
     “Calculation Date”;

  B. the Calculation Agent will determine the Cash Settlement
     Amount in respect of the Affected Portion;

  C. with effect from the Calculation Date:
    (i)     the Credit Linked Conditions will no longer apply in
            respect of the Affected Portion;
    (ii)    the Nominal Amount of the Affected Portion will be
            amended to be equal to the Cash Settlement Amount
            determined in respect of such Affected Portion (which
            amount may be positive or negative);
    (iii)   the Margin applicable to such portion will be amended
            to be equal to the Issuer’s ZAR term funding rate on
           the Calculation Date as determined by the Calculation
           Agent in a commercially reasonable manner; and

  D. the Issuer will, as soon as reasonably practicable
     following the determination of the Cash Settlement Amount
     and the applicable Margin, notify the Noteholders of all of
     the amendments made to such Affected Portion of the Note as
     set out in (A) to (C) above.

Furthermore, the Issuer hereby confirms that the correct
Aggregate Nominal Amount of the Note is ZAR49,368,419.52 and not
ZAR50,000,000 as previously indicated in the Credit Event
Announcement published on 21 August 2020.

Notice is given to Noteholders for information purposes only.
No action is required by Noteholders.

Dated 27 August 2020

Sponsor – The Standard Bank of South Africa Limited
Further information on the Note issued please contact:
Johann Erasmus           SBSA (Sponsor)
Email: johann.erasmus@standardbank.co.za

Date: 27-08-2020 11:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
