"Ordinary Shareholders' Interest",111406,647232,1141978,1261342,1245728,1099918,1133544,1718852,1909465,1831264,1799554,1827389,1814820,1766514,1708885,1575099,
"Minority Interest",-6986,-6565,-7885,-21752,-22176,-13262,-97992,-73636,-38207,10842,24768,18053,22901,1307,6404,15762,
"Total Shareholders' Interest",104420,640667,1134093,1239590,1223552,1086656,1035552,1645216,1871258,1842106,1824322,1845442,1837721,1767821,1715289,1590861,
"Interest Bearing Loans",433370,332633,300378,171743,182134,192702,215898,112160,263086,164251,314187,598667,519234,409430,337658,260854,
"Deferred Tax Liability",77612,63307,47788,55785,38953,50294,44067,42020,46682,44188,48829,34829,53964,67306,75310,82961,
"Other Long-Term Liabilities",,,,,,,,,,,13250,20435,19649,27455,26188,96245,
"Total Long-Term Liabilities",510982,395940,348166,227528,221087,242996,259965,154180,309768,208439,376266,653931,592847,504191,439156,440060,
"Creditors and Provisions",1336549,1484825,1180204,1900006,1189700,2291241,2601177,2320439,2139671,2503999,2364687,2053487,1814156,1847827,1705857,1747288,
"Tax",24171,48411,31794,24156,15034,64350,5011,7369,38273,81315,11970,28291,46651,35902,42351,39431,
"Bank Overdrafts/Short-Term Loans",433182,430623,196797,216990,193236,339527,363830,365169,224893,563086,615528,480372,608255,476701,471730,695403,
"Other Current Liabilities",339678,407728,330321,,737766,18887,10242,288910,134651,,195663,188536,107,,3088,,
"Total Current Liabilities",2133580,2371587,1739116,2141152,2135736,2714005,2970241,2981887,2531550,3148400,3187848,2750686,2469169,2360430,2223026,2482122,
"Total Liabilities",2644562,2767527,2087282,2368680,2356823,2957001,3240225,3136067,2847256,3356839,3564114,3404617,3062016,2864621,2662182,2922182,
"Total Equity and Liabilities",2748982,3408194,3221375,3608270,3580375,4043657,4275777,4781283,4718514,5198945,5388436,5250059,4899737,4632442,4377471,4513043,

Share/unit data,"Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"28 Mar 2018","28 Aug 2017","10 Mar 2017","22 Aug 2016","30 Mar 2016","28 Aug 2015","27 Mar 2015","27 Aug 2014","26 Mar 2014","29 Aug 2013","27 Mar 2013","23 Aug 2012","22 Mar 2012","25 Aug 2011","24 Mar 2011","31 Aug 2010",
"Number of Shares in Issue (Actual)",131686000,131686000,131686000,131686000,131685904,131686000,131685904,131686000,131686000,131686000,131686000,123803000,123798000,123798000,123798000,123797000,
"Weighted Average Shares in Issue (Actual)",131686000,131686000,131686000,131686000,131685904,131686000,131685904,131686000,131686000,131686000,124787000,123798000,123798000,123798000,123798000,123797000,
"Fully Diluted Weighted Average Shares in Issue",131686000,131686000,131686000,131686000,131685904,131686000,131685904,131686000,131686000,131686000,124787000,123798000,123798000,123798000,123798000,123797000,
"Market Capitalisation (R'000)",79012,109299,293660,426663,466168,539913,553081,882296,1150936,1048221,1428793,1516587,1745552,1651465,1510336,1621741,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,
"Number of Employees",4675,4582,4582,,5325,,6426,,6311,,6539,,,,,,

Share statistics,"Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"28 Mar 2018","28 Aug 2017","10 Mar 2017","22 Aug 2016","30 Mar 2016","28 Aug 2015","27 Mar 2015","27 Aug 2014","26 Mar 2014","29 Aug 2013","27 Mar 2013","23 Aug 2012","22 Mar 2012","25 Aug 2011","24 Mar 2011","31 Aug 2010",
"Earnings Per Share (ZARc)",-768.34,-360.9,-48.7,29.75,137.27,33.08,-599.87,-145.75,235.97,195.28,-136.54,17.41,113.88,79.37,210.63,103.9,
"Diluted Earnings Per Share (ZARc)",-768.34,-360.9,-48.7,29.75,137.27,33.08,-599.87,-145.75,235.97,195.28,-136.54,17.41,113.88,79.37,210.63,103.9,
"Headline Earnings Per Share (Cont Ops) (ZARc)",-717.35,-295.16,-21.79,53.39,120.28,47.16,-362.08,-122.31,88.16,43.69,-130.84,14.75,139.65,75.21,209.25,104.34,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",-717.35,-295.16,-21.79,53.39,,47.16,,-122.31,,43.69,-130.84,14.75,139.65,75.21,209.25,104.34,
"Final Dividend (ZARc)",,,,,,,,,,,,,,,30,,
"Dividend Per Share (ZARc)",,,,,,,,,,,,,,,30,,
"Other Distributions (ZARc)",,,,,,,,,,,175,,,,,,
"Distributions Per Share (ZARc)",,,,,,,,,,,175,,,,30,,
"Net Asset Value Per Share (ZARc)",84.6,491.5,867.2,957.84,945.98,835.26,860.79,1305.27,1137.28,1390.63,1366.55,1476.05,1465.95,1426.93,1380.38,1285.06,
"3 Year Beta",1.45,1.57,0.96,1.27,0.44,0.45,0.68,0.16,0.05,0.15,0.37,0.2,0.3,0.74,0.77,0.81,
"Cash Generated Per Share",-296.55,-78.99,22.98,-112.85,-114.43,-248.59,-153.13,-166.09,-2.06,-186.9,640.24,269.98,-28.97,-193.69,164.35,-190.08,
"Net Asset Value Per Share (Base Currency)",84.6,491.5,867.2,957.84,945.98,835.26,860.79,1305.27,1137.28,1390.63,1366.55,1476.05,1465.95,1426.93,1380.38,1285.06,
"Price at Period End (Base Currency)",60,83,223,324,354,410,420,670,874,796,1085,1225,1410,1334,1220,1310,
"JSE Market Price High (ZARc)",255,255,425,425,530,500,944,944,1245,1245,1650,1650,1520,1350,1395,1395,
"JSE Market Price Low (ZARc)",41,80,177,225,201,201,395,640,553,699,801,1099,990,990,1050,1050,
"JSE Market Price at Period End (ZARc)",60,83,223,324,354,410,420,670,874,796,1085,1225,1410,1334,1220,1310,
"JSE Volume Traded (Actual)",19689846,10648456,27712458,11347931,26845521,19365155,50450484,30813836,41247450,20827222,29256045,8420299,34907786,16403533,64335754,43945437,
"JSE Rand Value Traded (Actual)",27432976,20429124,82389910,39622470,96113056,64720194,349688057,245165217,378079842,210847716,320047853,121978884,444111822,193158747,814799793,566504196,
"12 Month HEPS",-717.35,-370.34,-21.79,150.1,143.87,-128.61,-298.08,-79.01,86.99,-101.9,-130.84,79.19,139.65,180.12,209.25,283.8,
"12 Month Dividend",,,,,,,,,,,175,,,30,30,30,

Cash flow items,"Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"28 Mar 2018","28 Aug 2017","10 Mar 2017","22 Aug 2016","30 Mar 2016","28 Aug 2015","27 Mar 2015","27 Aug 2014","26 Mar 2014","29 Aug 2013","27 Mar 2013","23 Aug 2012","22 Mar 2012","25 Aug 2011","24 Mar 2011","31 Aug 2010",
"Cash generated by operations",,,,195468,588757,217708,-118330,-123594,406770,229642,240130,168755,513081,262782,616878,308365,
"Working capital changes",,,,-297054,-739448,-554803,126003,-48068,-124920,-244036,793368,246566,-346657,-394926,-196806,-401076,
"Cash generated from operations after WC",-316379,,97286,-101586,,-337095,,,,,,,,,,,
"Net Cash flow from operating activities",-390514,-104018,30255,-148604,-150691,-327360,-201655,-218711,-2715,-246126,843106,334247,-35865,-239780,203461,-235313,
"Net cash flow from investing activities",32480,-178565,-22061,-24457,-104766,39567,-45593,-84485,689926,799116,-403415,-49518,-99291,-4707,-123095,-19430,
"Net cash flow from financing activities",25380,177,4331,-67899,-325456,-116326,-116838,-98041,-506682,-251308,-50781,-153429,-174909,-171453,-320076,-143706,
"Dividends paid",,,,,-32,,-4,-20,-232640,-219911,-38,-100,-37019,-37187,-51558,-51572,
"Net increase(decrease) in cash & cash equivalents",-332054,-284239,-16200,-255425,-360988,-405427,-366820,-398649,156762,287932,391969,133850,-324903,-418550,-243149,-398449,
"Cash & Cash Equivalent beginning of period",458476,458476,474676,474676,835664,835664,1202484,,,,,,,,,,
"Cash & Cash Equivalent acquired/disposed",,,,,3269,,,,,,,,,,,,
"Translation effects on cash & cash equivalents",600,-1833,-28725,,10393,,,,,,,,,,,,
"Cash & Cash Equivalent end of period",126422,174237,458476,219251,474676,430237,835664,,,,,,,,,,

Ratios,"Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"28 Mar 2018","28 Aug 2017","10 Mar 2017","22 Aug 2016","30 Mar 2016","28 Aug 2015","27 Mar 2015","27 Aug 2014","26 Mar 2014","29 Aug 2013","27 Mar 2013","23 Aug 2012","22 Mar 2012","25 Aug 2011","24 Mar 2011","31 Aug 2010",
"Return on Capital Employed",-164.27,-91.46,-3.62,4.69,11.85,6.25,-63.36,-22.01,12.91,24.95,-7.68,1.32,5.54,8.17,11.71,12.56,
"Return on Shareholder Funds",-968.11,-73.99,-4.73,5.55,13.99,7.65,-79.27,-24.07,15.04,27.77,-9.27,1.78,7.33,10.5,14.7,16.03,
"Return on Total Assets",-28.64,-14.12,-2.25,2.82,3.75,5.04,-19.18,-12.37,8.76,3.8,-4.24,-1.25,4.29,7.23,11.63,10.82,
"Operating Profit Margin",-16.22,-20.15,1.24,2.94,4.1,3.28,-15.62,-8.97,3.94,2.68,-3.11,-0.53,3.86,5.09,7.58,7.71,
"Net Profit Margin",-22.09,-20.87,-1.25,1.57,3.27,1.53,-12.62,-5.83,4.93,8.6,-3.1,0.8,2.65,3.34,4.84,4.91,
"Debt:Equity (excl non-int debt)",9.04,1.29,0.48,0.36,0.34,0.54,0.6,0.32,0.29,0.42,0.54,0.61,0.65,0.55,0.53,0.71,
"Interest Bearing Debt as % of Long-Term Finance",80.58,34.18,20.94,12.17,12.96,15.06,17.25,6.38,12.33,8.19,14.69,24.49,22.03,18.8,16.45,14.09,
"Interest Cover",-9.41,-24.7,1.33,1.96,8.44,-27.56,-40.44,-34.13,12.61,13.02,-2.02,-0.49,5.23,12.14,-596.92,-326.71,
"Quick Ratio",0.68,0.72,1.03,0.93,0.96,0.89,0.85,0.92,1.09,1.01,1.03,1.21,1.1,1.08,1.11,0.92,
"Current Ratio",0.7,0.74,1.05,0.95,0.97,0.88,0.86,0.94,1.11,1.05,1.06,1.23,1.11,1.1,1.14,1.08,
"Dividend Cover",,,,,,,,,,,-0.78,,,,7.02,,
"Dividend Cover (HEPS)",,,,,,,,,,,-0.75,,,,6.98,,
"Debtors Collection Period",50.42,66.91,49.84,62.87,50.7,66.2,52.78,52.87,54.68,66.27,51.85,61.18,77.23,73.98,57.07,79.39,
"Price : Earnings",-0.08,-0.22,-10.23,2.16,2.46,-3.19,-1.41,-8.48,10.05,-7.81,-8.29,15.47,10.1,7.41,5.83,4.62,
"Sales Per Share (Base Currency)",3478.84,3457.84,3892.66,3799.82,4191.78,4334.25,4754.83,5001.91,4787.59,4539.36,4402.27,4377.3,4298.09,4757.73,4353.68,4234.64,
"Price/Sales Per Share",0.02,0.02,0.06,0.09,0.08,0.09,0.09,0.13,0.18,0.18,0.25,0.28,0.33,0.28,0.28,0.31,
"Price/Net Asset Value",0.71,0.17,0.26,0.34,0.37,0.49,0.49,0.51,0.77,0.57,0.79,0.83,0.96,0.93,0.88,1.02,
"Price/Cash Flow",-0.2,-2.1,9.7,-5.74,-3.09,-3.3,-2.74,-8.07,-424.27,-8.52,1.69,9.07,-48.67,-13.77,7.42,-13.78,
"NAV%Price",141,592.17,388.88,295.63,267.23,203.72,204.95,194.82,130.12,174.7,125.95,120.49,103.97,106.97,113.15,98.1,
"Liquidity%",-14.77,-7.52,1.45,-12.55,-6.39,-22.14,-6.22,-13.95,-0.1,-14.66,23.66,19.63,-1.17,-16.74,7.64,-16.11,
"Cash Flow:Attributable Profit",0.38,0.43,-1.35,-4.1,-0.71,-9.54,0.33,2.28,-0.02,-6.67,-4.27,-42.07,-0.29,-4.88,0.78,-3.66,
"Cash/Equity (%)",170.23,,45.63,,41.42,,,,,,,,,,,,
"PEG Ratio",,,0.1,-0.03,-0.03,0.03,0.01,0.58,-0.68,0.23,0.24,0.78,0.51,0.15,0.12,0.06,

