"Fully Diluted Weighted Average Shares in Issue",645465000,648142000,647934000,647650000,646297000,645501000,642630000,642164000,634335000,634218000,637369000,651799000,649808000,650004000,647215000,630324000,622488000,622472000,618170000,616957000,610574000,611148000,
"Market Capitalisation (R'000)",580573,689812,6118488,7739691,10581716,10484458,12133510,11733656,13387706,14668245,18124423,28590651,28820120,25188116,21781365,22389236,19925963,16153232,14508803,15220831,12528351,11820050,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,
"Number of Employees",,,5766,6082,6082,6420,6420,6678,6678,6663,6663,,9269,,9965,,10364,,,,,,

Share statistics,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"1 Dec 2020","29 May 2020","27 Nov 2019","30 May 2019","27 Nov 2018","30 May 2018","28 Nov 2017","30 May 2017","21 Nov 2016","1 Jun 2016","26 Nov 2015","26 May 2015","20 Nov 2014","27 May 2014","21 Nov 2013","28 May 2013","21 Nov 2012","29 May 2012","23 Nov 2011","25 May 2011","22 Nov 2010","27 May 2010",
"Earnings Per Share (ZARc)",-537.7,-336,-132.1,107.8,76,112.8,36.6,120.8,254.5,105,165.6,102.4,186.3,117.9,207.2,133.6,204,113.2,106.5,45.5,130.92,80.9,
"Diluted Earnings Per Share (ZARc)",-537.2,-334.3,-131.5,107.4,75.7,112.4,36.5,120.4,253.9,104.7,163.7,98.9,179.9,113.9,200.1,127,197.4,109.1,103.8,45.2,129.6,79.7,
"Headline Earnings Per Share (Cont Ops) (ZARc)",-77.6,7,54.1,130,173.3,132,146.3,119.7,107.6,105.2,208.2,101.6,221.9,110.5,207.7,111.8,201,106,172.4,93.5,142.3,72.8,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",-77.5,7,53.8,129.4,172.5,131.5,145.8,119.4,107.3,104.9,205.7,98.2,214.3,106.7,200.5,106.4,194.6,102.3,166.7,91.1,140.6,71.9,
"Interim Dividend (ZARc)",,,,,,,,,,,42,42,46,46,42,42,40.5,40.5,34,34,,25,
"Final Dividend (ZARc)",,,,,,,,,,,92,,107,,98,,89,,30.5,,58,,
"Dividend Per Share (ZARc)",,,,,,,,,,,134,42,153,46,140,42,129.5,40.5,64.5,34,58,25,
"Other Distributions (ZARc)",,,,,,,,,,,,,,,,,,,43.5,,,,
"Distributions Per Share (ZARc)",,,,,,,,,,,134,42,153,46,140,42,129.5,40.5,108,34,58,25,
"Net Asset Value Per Share (ZARc)",773,1121,1385,1644,1573,1486,1454,1536,1438,1515,1456,1147.32,1255,1073.73,1150,974.7,919,844,898,754.19,912,905,
"3 Year Beta",2.76,1.94,0.17,0.34,0.5,0.91,0.85,0.91,0.9,0.8,0.9,0.47,0.46,0.48,0.34,0.29,0.25,0.42,0.37,0.26,0.36,0.38,
"Cash Generated Per Share",64.3,53.51,40.87,-17.5,119.02,40.01,201.77,36.36,198.35,-53.22,-207.54,-115.42,59.94,-128.74,-14.82,-101.02,19.3,-9.31,48.76,12.66,238.64,64.62,
"Net Asset Value Per Share (Base Currency)",773,1121,1385,1644,1573,1486,1454,1536,1438,1515,1456,1147.32,1255,1073.73,1150,974.7,919,844,898,754.19,912,905,
"Price at Period End (Base Currency)",90,100,949,1122,1534,1520,1760,1702,1944,2130,2580,4070,4113,3595,3121,3210,2860,2320,2087,2194,1896,1790,
"JSE Market Price High (ZARc)",1130,1130,1678,1678,1940,1940,2361,2053,2820,2820,4885,4885,4494,4300,3865,3530,2970,2390,2350,2350,2000,1888,
"JSE Market Price Low (ZARc)",54,85,814,1087,1264,1395,1551,1551,1635,1635,2572,3757,2952,2952,2786,2786,1992,1992,1842,1842,1420,1420,
"JSE Market Price at Period End (ZARc)",90,100,949,1122,1534,1520,1760,1702,1944,2130,2580,4070,4113,3595,3121,3210,2860,2320,2087,2194,1896,1790,
"JSE Volume Traded (Actual)",533044117,242705632,206123372,120064455,414285978,224569539,540533504,300548073,980407327,587380307,442634827,211912391,376021047,165994731,348241400,123080001,204219215,82900939,227172342,107151361,238671473,117154018,
"JSE Rand Value Traded (Actual)",1752313107,1420492241,2520419746,1639593766,6612343807,3721144553,9842689290,5259960885,20834875768,12963470627,16635457004,8861893848,14255346684,5968112325,11291770112,3823148935,4953023779,1861933888,4963801618,2338093130,4143482113,1921296196,
"12 Month HEPS",-77.6,-68.9,54.1,171.3,173.3,158.6,146.3,122.1,107.6,211.8,208.2,213,221.9,206.4,207.7,206.8,201,184.9,172.4,163,142.3,89.7,
"12 Month Dividend",,,,,,,,,,92,134,134,149,153,144,140,131,129.5,114.5,64.5,92,49,

Cash flow items,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"1 Dec 2020","29 May 2020","27 Nov 2019","30 May 2019","27 Nov 2018","30 May 2018","28 Nov 2017","30 May 2017","21 Nov 2016","1 Jun 2016","26 Nov 2015","26 May 2015","20 Nov 2014","27 May 2014","21 Nov 2013","28 May 2013","21 Nov 2012","29 May 2012","23 Nov 2011","25 May 2011","22 Nov 2010","27 May 2010",
"Cash generated by operations",720.1,742.6,1846.7,1101.3,2272.2,1435.4,2395.1,1435.5,2264,1370.9,2395.1,1424,2929,321.7,2687,1325.2,2262.2,1256,1725.5,1235,2580.9,1177.9,
"Working capital changes",367,-75.6,-705.3,-924.5,-676.9,-859.7,-326.8,-911.5,561.3,-488.3,-668.6,-689,-189.1,-1218.8,-203,-744.2,-339.6,-291.9,-548.3,-482.1,212.3,-355.4,
"Cash generated from operations after WC",1087.1,667,1141.4,176.8,1595.3,575.7,2068.3,524,2825.3,882.6,1726.5,,2740,,2484,,,,,,,,
"Net Cash flow from operating activities",414.8,369.1,263.5,-120.7,821.2,275.7,1390.6,250.7,1366.1,-366.5,-1457.8,-810.8,419.5,-902,-103.4,-704.6,134.5,-64.8,339,87.8,1576.9,426.7,
"Net cash flow from investing activities",,,833.3,,-497.3,-1186,-2571.2,,-201.8,,1336,,-4969.9,,,,,,662.1,513.3,-428.2,187.2,
"Net cash flow from financing activities",-1739.1,-449.5,-563.9,-235.3,1659.7,118.4,-238.4,11.7,2380.7,1885.9,-1413.8,-1275.4,897,-5002.7,2528,-849.7,465.4,441.5,-590.5,-619.7,-1241.4,-708.6,
"Dividends paid",-0.1,,-0.1,,-0.1,,-0.1,,-575.5,-572.4,-946.2,-681.6,-904.4,-616.3,-819.1,-527.7,-678.2,-437.4,-543.1,-341.6,-289.2,-140.8,
"Net increase(decrease) in cash & cash equivalents",11.1,1682.5,532.8,892.2,1983.5,-791.7,-1419,-1182.1,3545,1018.4,-1535.2,-1107.9,-3653.1,-5101.3,1944.9,-26.4,-659.8,-706.3,410.6,-18.6,-92.7,-469.1,
"Cash & Cash Equivalent beginning of period",1358.4,1358.4,1836.8,1836.8,-168.8,-168.8,1224.5,1224.5,-2084.9,-2084.9,-681,,2613,,179,,,,,,,,
"Translation effects on cash & cash equivalents",30.9,142.9,-1011.2,-754.8,22.1,-222.5,25.7,-21.5,-235.6,40.1,87.2,,359,,484,,,,,,,,
"Cash & Cash Equivalent end of period",1400.4,3183.8,1358.4,1974.2,1836.8,-1183,-168.8,20.9,1224.5,1026.4,-2084.9,,-681,,2613,,,,,,,,

Ratios,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"1 Dec 2020","29 May 2020","27 Nov 2019","30 May 2019","27 Nov 2018","30 May 2018","28 Nov 2017","30 May 2017","21 Nov 2016","1 Jun 2016","26 Nov 2015","26 May 2015","20 Nov 2014","27 May 2014","21 Nov 2013","28 May 2013","21 Nov 2012","29 May 2012","23 Nov 2011","25 May 2011","22 Nov 2010","27 May 2010",
"Return on Capital Employed",-32.38,-31.74,-9.57,6.43,2.79,10.21,2.02,9.31,8.32,6.81,6.72,8.59,7.86,10.99,9.67,14.58,11.81,14.23,6.82,6.63,9.59,10.81,
"Return on Shareholder Funds",-94.44,-81.26,-18.44,12.17,5.36,15.38,3.68,16.79,15.65,12.1,11.57,16.62,15.26,20.19,17.76,23.1,19.17,22.64,10.72,10.23,15.55,17.88,
"Return on Total Assets",-5.16,1.25,0.83,7.09,5.86,9.43,5.65,9.5,8.36,5.88,6.89,7.5,8.49,9.59,9.27,12.91,11.28,12.6,10.93,14,8.3,9.98,
"Operating Profit Margin",-2.51,4.4,2.75,11.34,9.86,11.8,8.22,12.8,11.3,9.23,9.72,10.88,12.04,13.15,10.62,12.45,10.89,10.64,9.47,10.86,7.79,9.37,
"Net Profit Margin",-35.29,-33.24,-5.82,8.82,2.82,8.21,1.35,8.92,8.41,7.05,6.03,7.99,7.64,9.77,7.17,8.88,7.3,7.62,3.97,3.35,5.24,5.96,
"Debt:Equity (excl non-int debt)",2.22,1.99,1.16,0.92,1.01,1.03,1.11,1.07,1.02,1.21,1.17,1.38,1.24,1.32,1.18,0.97,0.88,0.91,0.7,0.71,0.78,0.87,
"Interest Bearing Debt as % of Long-Term Finance",57.73,57.18,42.76,41.71,43.05,24.51,38.29,37.44,39.64,35.29,31.47,37.49,37.61,30.88,31.13,18.79,20.42,21.31,19.46,20.53,23.3,26.87,
"Interest Cover",-9.61,-16.36,1.03,6.2,7.02,11.73,6.47,5.72,4.45,3.64,6.03,5.64,5.97,6.29,9.72,10.68,10.68,14.52,12.58,18.58,6.48,6.18,
"Quick Ratio",1.03,1.12,1,1.77,1.6,0.91,0.82,0.92,0.84,0.71,0.58,0.89,0.71,0.65,1.22,0.85,0.85,0.84,0.99,0.91,0.88,0.86,
"Current Ratio",1.75,1.68,1.51,2.52,2.17,1.27,1.36,1.46,1.38,1.18,1.03,1.3,1.25,1.18,1.72,1.43,1.49,1.4,1.66,1.49,1.41,1.42,
"Dividend Cover",,,,,,,,,,,1.24,2.44,1.22,2.56,1.48,3.18,1.58,2.8,0.99,1.34,2.26,3.24,
"Dividend Cover (HEPS)",,,,,,,,,,,1.55,2.42,1.45,2.4,1.48,2.66,1.55,2.62,1.6,2.75,2.45,2.91,
"Debtors Collection Period",64.1,79.94,65.53,69.01,70.22,49.88,57.91,63.39,59.29,63.46,71.86,57.83,84.39,77.63,58,58.22,56.46,54.03,58.03,55.03,62.41,68.58,
"Price : Earnings",-1.16,-1.45,17.54,6.55,8.85,11.52,12.03,13.94,18.07,10.06,12.39,19.11,18.54,17.42,15.03,15.52,14.23,12.55,12.11,13.46,13.32,19.96,
"Sales Per Share (Base Currency)",1748.69,2021.57,2271.1,2445.19,2690.5,2749.6,2716.96,2706.19,3025.11,2980.01,2745.85,2727.66,2438.25,2413.38,2894.09,2942.73,2793.46,2969.04,2683.17,2710.29,2683.68,2714.44,
"Price/Sales Per Share",0.05,0.05,0.42,0.46,0.57,0.55,0.65,0.63,0.64,0.71,0.94,1.49,1.69,1.49,1.08,1.09,1.02,0.78,0.78,0.81,0.71,0.66,
"Price/Net Asset Value",0.12,0.09,0.69,0.68,0.98,1.02,1.21,1.11,1.35,1.41,1.77,3.55,3.28,3.35,2.71,3.29,3.11,2.75,2.32,2.91,2.08,1.98,
"Price/Cash Flow",1.4,3.74,23.22,-128.23,12.89,75.98,8.72,93.62,9.8,-80.05,-12.43,-70.52,68.62,-55.85,-210.59,-63.55,148.19,-498.39,42.8,346.6,7.94,55.4,
"NAV%Price",858.89,1121,145.94,146.52,102.54,97.76,82.61,90.25,73.97,71.13,56.43,28.19,30.51,29.87,36.85,30.36,32.13,36.38,43.03,34.38,48.1,50.56,
"Liquidity%",3.46,4.88,1.85,-1.73,5.37,4.08,9.09,3.41,9.32,-4.62,-9.57,-10.21,3,-13.41,-0.83,-14.58,1.49,-1.47,4.65,2.58,20.87,11.1,
