"Earnings Per Linked Unit (ZARc)",-49.44,229.42,100.6,193.94,121.35,172.62,65.94,208.16,70.28,214.32,84.07,225.87,64.12,153.3,11.56,100.13,46.83,83.76,43.73,
"Diluted Earnings Per Linked Unit (ZARc)",-49.44,229.42,100.6,193.94,121.35,172.62,65.94,208.16,70.28,214.32,,,,,,,,,,
"Headline Earnings Per Linked Unit (CO) (ZARc)",13.54,284.88,100.4,199.84,129.07,106.41,52.68,123.91,68.76,165.24,83.47,142.17,64.2,142.03,58.72,119.44,51.38,96.32,43.73,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",13.54,284.88,100.4,199.84,129.07,106.41,52.68,123.91,68.76,165.24,,,,,,,,,,
"Distributions Per Linked Unit (ZARc)",,139.79,70.93,142.32,68.81,138.54,68.37,127.65,60.91,124.66,59.63,119.15,54.65,108.2,50.46,99.99,46.83,93.02,43.7,
"Net Asset Value Per Linked Unit (ZARc)",1727,1819,1810,1783,1780,1729,1694,1694,1620,1585,1541.02,1515,1404.99,1399,1301.6,1243.04,1086.75,1081.22,1006.98,
"3 Year Beta",1.3,1.16,0.12,0.04,0.24,0.35,0.48,0.47,0.52,0.02,-0.31,-0.66,-0.47,,,,,,,
"Cash Generated Per Linked Unit",13.08,-5.09,-1.12,-21.7,-16.72,-18.08,-10.27,39.29,34.28,-2.29,3.04,23.58,10.66,2.22,6.06,20.29,0.77,58.72,45.91,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,
"Net Asset Value Per Linked Unit (Base Currency)",1727,1819,1810,1783,1780,1729,1694,1694,1620,1585,1541.02,1515,1404.99,1399,1301.6,1243.04,1086.75,1081.22,1006.98,
"Price at Period End (Base Currency)",915,688,1440,1495,1500,1757,1540,1574,1530,1430,1590,1701,1529,1449,1565,1621,1780,1170,1030,
"JSE Market Price at Period End (ZARc)",915,688,1440,1495,1500,1757,1540,1574,1530,1430,1590,1701,1529,1449,1565,1621,1780,1170,1030,
"JSE Market Price High (ZARc)",1204,1650,1650,2019,2019,1825,1650,1699,1670,1829,1829,1830,1601,1869,1869,1900,1900,1200,1149,
"JSE Market Price Low (ZARc)",630,601,1420,1342,1415,1476,1500,1350,1350,1200,1504,1385,1380,1250,1401,1060,1165,1006,1006,
"JSE Volume Traded (Actual)",131500673,215069779,92440849,157833759,77624678,160518799,89188456,107766293,57748838,151124209,98024878,112053053,83248532,53709356,22689245,25714100,8458763,26569689,18717908,
"JSE Rand Value Traded (Actual)",1163987774,2928951470,1398693451,2468410047,1249510797,2582905637,1399681043,1633329330,843568080,2362419242,1607927130,1687575136,1211567119,794391499,357063909,393537424,116018126,281882567,194495828,
"12 Month HEPS",198.02,284.88,171.17,199.84,182.8,106.41,107.83,123.91,150.53,165.24,161.44,142.17,147.51,142.03,79.62,119.44,103.97,96.32,87.46,
"12 Month Dividend",68.86,139.78,144.43,142.31,138.96,138.97,138.53,135.11,127.65,95.54,94.97,124.12,54.65,112.4,108.21,103.62,96.12,96.12,93.02,

Cash flow items,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"18 Nov 2020","20 May 2020","13 Nov 2019","14 May 2019","13 Nov 2018","15 May 2018","14 Nov 2017","17 May 2017","16 Nov 2016","19 May 2016","19 Nov 2015","21 May 2015","20 Nov 2014","22 May 2014","21 Nov 2013","23 May 2013","15 Nov 2012","17 May 2012","17 Nov 2011",
"Cash generated by operations",,,,,,,,,722.191,906.517,359.49,567.166,,,,,,,,
"Working capital changes",,,,,,,,,,-0.13,,45.924,,,,,,,,
"Cash generated from operations after WC",307.261,1431.921,671.478,1249.131,604.561,1320.763,655.575,1419.235,,906.387,,613.09,,,,,,,,
"Net Cash flow from operating activities",105.246,-40.932,-8.245,-159.791,-123.1,-132.263,-73.728,282.137,240.05,-16.013,13.541,102.959,40.76,8.133,19.231,64.369,1.303,99.819,78.047,
"Net cash flow from investing activities",1473.462,-6126.801,-519.319,-1189.464,-1255.72,-68.731,-280.154,-1026.477,101.097,-6452.745,-50.229,-1882.117,-1032.616,-1217.547,-221.486,-1485.664,-229.389,-1926.152,-1696.5,
"Net cash flow from financing activities",-1791.672,6427.825,308.864,1224.857,1051.777,548.955,338.083,850.256,-250.339,6461.224,119.54,1481.837,716.214,1169,-0.494,1815.458,319,1830.9,1700,
"Dividends paid",,-1063.483,-541.239,-1019.788,-513.172,-979.167,-479.09,-673.614,-247.097,-711.403,-281.65,-426.026,-206.927,-344.975,-164.207,-163.404,-83.789,-74.346,,
"Net increase(decrease) in cash & cash equivalents",-212.964,260.092,-218.7,-124.398,-327.043,347.961,-15.799,105.916,90.808,-7.534,82.852,-297.321,,,,,,,,
"Cash & Cash Equivalent beginning of period",643.072,382.94,382.94,507.338,507.338,159.377,159.377,53.461,53.461,60.995,60.995,358.316,,,,,,,,
"Translation effects on cash & cash equivalents",-0.154,0.04,,,,,,,,,,,,,,,,,,
"Cash & Cash Equivalent end of period",429.954,643.072,164.24,382.94,180.295,507.338,143.578,159.377,144.269,53.461,143.847,60.995,,,,,,,,

Ratios,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"18 Nov 2020","20 May 2020","13 Nov 2019","14 May 2019","13 Nov 2018","15 May 2018","14 Nov 2017","17 May 2017","16 Nov 2016","19 May 2016","19 Nov 2015","21 May 2015","20 Nov 2014","22 May 2014","21 Nov 2013","23 May 2013","15 Nov 2012","17 May 2012","17 Nov 2011",
"Turnover Per Share",183.5,238.07,237.62,250.83,249.65,257.78,252.04,254.04,255.24,195.75,229.99,185.33,207.19,143.74,165.56,133.45,168.11,119.75,125.78,
"Price/Sales Per Share",4.99,2.89,6.06,5.96,6.01,6.82,6.11,6.2,5.99,7.31,6.91,9.18,7.38,10.08,9.45,12.15,10.59,9.77,8.19,
"Price/Net Asset Value",0.53,0.38,0.8,0.84,0.84,1.02,0.91,0.93,0.94,0.9,1.03,1.12,1.09,1.04,1.2,1.3,1.64,1.08,1.02,
"Price/Cash Flow",139.91,-135.17,-2571.43,-68.89,-179.43,-97.18,-299.9,40.06,89.26,-624.45,1046.05,72.14,286.87,652.7,516.5,79.89,4623.38,19.93,44.87,
"Return on Capital Employed",-3.47,7,7.14,7.05,9.38,6.68,5.17,8.16,6.04,6.86,8.56,10.59,7.17,10.35,6.82,5.38,6.91,8.6,8.69,
"Return on Stockholder Funds",-5.72,11.65,11.11,10.86,13.6,9.87,7.79,11.99,8.68,10.03,10.83,13.37,8.81,12.26,7.59,6,8.62,8.6,8.69,
"Return on Total Assets",4.64,5.79,7.89,8.3,7.16,7.92,7.85,8.07,10.05,5.66,10.57,7.84,10.29,6.93,8.53,6.89,9.49,9.35,9.57,
"Operating Profit Margin",105,102.17,101.01,97.53,82.25,84.78,84.55,86.51,97.43,95.92,94.9,95.44,95.19,95.51,76,101.35,80.39,95.66,80.66,
"Net Profit Margin",-78.2,119.56,107.41,94.82,119.72,79.99,62.49,95.44,56.83,115.07,77.46,129.49,65.67,114.31,18.85,0.06,0.05,0.06,0.06,
"Debt : Equity",1.02,1.06,0.63,0.62,0.61,0.54,0.57,0.47,0.44,0.46,0.26,0.26,0.23,0.18,0.11,0.12,0.25,,,
"Interest Cover",,,,,,,,,,,,,,3.79,1.66,1.35,1.44,1.23,1.16,
"Current Ratio",0.97,0.82,0.79,0.89,0.44,0.68,0.8,0.9,0.29,0.21,1.29,0.27,0.68,1.12,3.66,2.18,1.34,0.19,1.04,
"Dividend Cover",,1.64,1.42,1.36,1.76,1.25,0.96,1.63,1.15,1.72,1.41,1.9,1.17,1.42,0.23,1,1,0.9,1,
"Debtors Collection Period",152.99,102.84,106.48,69.52,69.92,51.21,41.07,36.77,32.89,59.96,38.7,35.78,35.7,64.03,41.44,66.41,27.66,22.97,24.43,
"Operating Return on Investment",6.88,8.28,8.06,8.43,8.22,8.5,8.36,8.7,10.43,5.81,11.96,8.07,11.14,7.77,8.95,7.16,9.61,9.42,10.01,
"Operating Income : Turnover",68.91,80.46,78.83,81.54,81.21,83.72,83.74,85.86,96.9,95.15,94.38,94.12,94.36,93.25,74.06,93.38,76.14,94.17,79.41,
"Return on Stockholder Funds",,7.68,7.84,7.98,7.73,8.01,8.07,7.53,7.52,7.87,7.74,7.86,7.78,7.74,7.75,8.04,8.62,8.6,8.68,
"NAV%Price",188.74,264.39,125.69,119.26,118.67,98.41,110,107.62,105.88,110.84,96.92,89.07,91.89,96.55,83.17,76.68,61.05,92.41,97.77,
"Price : Earnings",4.62,2.42,8.41,7.48,8.21,16.51,14.28,12.7,10.16,8.65,9.85,11.96,10.37,10.2,19.66,13.57,17.12,12.15,11.78,
"Profitability %",4.62,5.31,7.27,7.63,6.51,7.45,7.39,8.01,10,5.61,10.52,7.73,10.2,4.93,3.4,1.25,2.92,1.62,1.33,
"Solvency %",191.77,188.73,247.91,253.78,256.88,272.99,265.79,275.92,289.57,280.48,403.85,398.18,417.03,454.87,847.81,666.41,421.59,853.45,2014.62,
"Int Bearing Debt : Total Assets",0.45,0.48,0.37,0.37,0.36,0.34,0.35,0.3,,0.3,,,,,,,,,,
"Liquidity %",1.39,-0.25,-0.18,-1.87,-2.95,-1.81,-2.01,4.08,8.02,-0.26,1.2,4.64,4.81,0.56,6.97,9.25,0.45,40.92,174.58,
"EV/Ebitda (Pd)",,,,9.02,,,,,,,,,,,,,,,,
"Cash Flow : Attributable Profit",0.91,-0.04,-0.03,-0.15,-0.61,-0.15,-0.35,0.28,0.78,-0.02,0.07,0.19,0.27,0.03,0.63,1.46,0.17,3.26,13.1,
"Loan to value ratio",39.33,39.85,35.46,34.96,30.97,32.26,33.63,,,,,,,,,,,,,
"PEG Ratio",0.22,0.11,0.65,0.58,-10.53,-21.19,2.09,1.86,0.69,0.58,0.69,0.83,0.48,0.48,0.82,0.57,,,,

