"Debenture Interest",,,,,,,,,,296.335,660.687,274.945,940.036,709.666,544.706,1130.087,560.13,888.495,374.391,532.398,365.046,
"Interest Payable",830.099,425.868,1341.381,679.684,1600.413,842.443,1501.814,435.126,649.727,,,,,,,,,,,,,
"Expenses",,,,,,,,57.22,,45.101,89.172,38.216,100.781,46.136,46.713,78.616,44.227,71.353,30.813,29.475,16.083,
"Income Before Exceptional Items",974.283,876.236,1391.54,714.878,1268.823,624.444,680.709,798.688,1692.24,990.946,1212.432,478.216,297.756,17.738,221.333,-82.779,-46.219,-44.501,39.469,74.821,-66.126,
"Amortisation",34.983,6.885,13.6,4.723,,,,,,,,,,,,,,,,,,
"Exceptional Item 1",-4542.257,-290.307,3255.469,-791.788,-5261.398,9065.854,1297.684,-289.683,2294.447,1934.956,3807.485,1582.245,2745.573,559.569,1292.437,1819.375,342.927,934.637,138.87,1012.132,116.232,
"Income From Associates Before Tax",-239.15,-26.485,52.807,256.706,-179.466,5.036,356.825,475.897,60.448,-446.019,768.822,136.112,284.406,13.049,22.589,,,13.959,13.959,56.493,44.653,
"Income Before Tax",-3842.107,552.559,4686.216,175.073,-4172.041,9695.334,2335.218,984.902,4047.135,2479.883,5788.739,2196.573,3327.735,590.356,1536.359,1736.596,296.708,904.095,192.298,1143.446,94.759,
"Tax",-51.986,-0.913,103.732,91.6,-866.648,27.781,-7.327,49.433,59.827,,304.654,130.99,2.66,-136.354,-501.142,525.127,38.877,133.955,8.943,149.587,12.652,
"Profit For The Period",-3790.121,553.472,4582.484,83.473,-3305.393,9667.553,2342.545,935.469,3987.308,2479.883,5484.085,2065.583,3325.075,726.71,2037.501,1211.469,257.831,770.14,183.355,993.859,82.107,
"Income Attributable To Minority Interests",-112.033,14.263,-7.142,22.119,14.954,-0.252,-167.221,5.001,64.218,21.599,16.536,-2.409,-0.303,,,,,,,,,
"Net Income Before Extraords",-3678.088,539.209,4589.626,61.354,-3320.347,9667.805,2509.766,930.468,3923.09,2458.284,5467.549,2067.992,3325.378,726.71,2037.501,1211.469,257.831,770.14,183.355,993.859,82.107,
"Income Attributable To Equity Holders",-3678.088,539.209,4589.626,61.354,-3320.347,9667.805,2509.766,930.468,3923.09,2458.284,5467.549,2067.992,3325.378,726.71,2037.501,1211.469,257.831,770.14,183.355,993.859,82.107,
"Total Comprehensive Income/Loss for the period",-3786.739,556.523,4716.209,203.683,-3326.608,9657.764,1975.482,772.362,4243.771,2945.489,5552.338,,,,,,,,,,,
"Headline Earnings (Cont Ops)",-2361.541,566.021,1726.87,102.954,-7435.912,6154.03,2069.403,912.234,3333.056,2577.787,4803.911,2138.678,1646.027,704.787,543.108,1246.884,606.196,919.375,485.794,855.931,302.462,
"Enterprise Value (EV)",26334.461,34463.074,32015.905,34582.604,36362.436,81476.51,59853.645,56020.569,64782.764,51819.525,42478.866,36999.813,25618.282,23308.522,20280.883,18664.172,15677.193,13366.349,11054.086,10580.283,9154.084,

Balance sheet (ZAR million),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"26 Aug 2020","14 Feb 2020","16 Aug 2019","15 Feb 2019","17 Aug 2018","26 Jan 2018","3 Aug 2017","2 Feb 2017","4 Aug 2016","3 Feb 2016","5 Aug 2015","4 Feb 2015","5 Aug 2014","5 Feb 2014","6 Aug 2013","6 Feb 2013","7 Aug 2012","8 Feb 2012","10 Aug 2011","9 Feb 2011","12 Aug 2010",
"Ordinary Capital & Premium",13014.794,13014.956,13014.956,13822.359,13822.359,16504.668,13521.054,13521.054,12712.894,11616.582,10616.875,7664.387,5594.555,3212.863,3034.152,2714.917,2493.628,2493.628,1966.664,1906.577,1906.577,
"Treasury Shares",2996.167,2897.006,2895.596,4508.341,4363.737,4398.919,3881.621,,3381.621,,,,,,,,,,,,,
"Distributable Reserves",,,,,,,,,,,,,,,,,,,,,0.01,
"Non-Distributable Reserves",9158.783,14416.592,14848.635,12398.55,13271.795,27536.872,18950.569,17481.013,18375.098,17064.82,15280.417,12518.359,10989.731,8391.063,,5291.797,4338.159,4080.328,3493.543,3310.188,2289.521,
"Other Capital",,,,,,,,,,,,,,,7664.353,,,,,,,
"Translation Reserves",257.963,203.821,198.064,204.996,115.481,44.624,59.38,76.907,193.838,287.073,40.113,14.276,-0.122,,,,,,,,,
"Ordinary Unitholders Interest",19435.373,24738.363,25166.059,21917.564,22845.898,39687.245,28649.382,31078.974,27900.209,28968.475,25937.405,20197.022,16584.164,11603.926,10698.505,8006.714,6831.787,6573.956,5460.207,5216.765,4196.108,
"Debentures",,,,,,,,,,,,,,1408.028,1389.812,1319.68,1294.681,1294.681,1198.243,1186.003,1186.003,
"Minority Interest",-162.27,-2.894,-14.941,69.211,52.761,54.873,120.311,408.447,386.354,399.777,279.34,33.73,23.46,,,,,,,,,
"Total Stockholders' Interest",19273.103,24735.469,25151.118,21986.775,22898.659,39742.118,28769.693,31487.421,28286.563,29368.252,26216.745,20230.752,16607.624,13011.954,12088.317,9326.394,8126.468,7868.637,6658.45,6402.768,5382.111,
"Interest Bearing Loans",8774.014,7394.365,7563.629,11502.861,13703.284,15992.402,16375.017,8037.951,10949.094,6097.007,5333.721,7878.29,6228.51,5868.754,3717.699,2954.973,2600.483,2690.016,2256.337,1603.304,1650.753,
"Other Long-Term Liabilities",1238.29,1112.974,1103.536,1005.023,1028.23,1039.203,1028.931,1113.036,1186.384,1128.283,900.028,382.863,196.103,,,,,,,,,
"Long-Term Liabilities",10012.304,8507.339,8667.165,12507.884,14731.514,17031.605,17403.948,9150.987,12135.478,7225.29,6233.749,8261.153,6424.613,5868.754,3717.699,2954.973,2600.483,2690.016,2256.337,1603.304,1650.753,
"Deferred Tax Liability",64.675,116.034,116.965,99.621,22.917,939.508,911.727,968.487,918.215,752.647,857.657,695.271,552.454,413.651,550.77,1065.688,581.733,545.166,420.255,411.32,377.634,
"Other Capital",,,,,,,,,,,,,,,,337.64,238.688,150.35,112.306,118.9,83.017,
"Total Capital Employed",29350.082,33358.842,33935.248,34594.28,37653.09,57713.231,47085.368,41606.895,41340.256,37346.189,33308.151,29187.176,23584.691,19294.359,16356.786,13684.695,11547.372,11254.169,9447.348,8536.292,7493.515,
"Investments",23440.816,24312.38,24231.185,23722.813,22838.483,21719.718,21395.097,21648.662,19499.061,19847.525,18835.327,15097.617,12825.587,13055.032,10924.458,10720.932,9255.204,9105.753,7175.901,5764.05,4927.344,
"Investments In Associates",667.118,949.13,731.889,810.683,2709.119,3980.363,7234.27,6189.584,3788.851,3231.812,3343.041,4566.222,4320.508,1626.133,166.571,,,,,425.728,734.189,
"Intangible Assets",,,,,,,,,,,,,,26.422,26.422,26.422,26.422,26.422,26.422,26.422,26.422,
"Other Assets",8040.366,10647.221,11154.396,11706.046,13131.009,32767.432,19132.732,14663.544,19156.473,14521.412,11231.265,9640.243,6972.531,6356.892,5651.937,5063.336,4317.976,3931.225,3527.768,3007.574,2262.64,
"Debtors",183.293,266.786,189.928,274.182,183.349,225.696,142.052,579.783,106.913,549.826,387.029,403.897,234.268,325.788,166.504,86.714,50.776,43.242,115.388,530.711,530.991,
"Cash and Short Term Funds",62.707,77.284,658.712,660.584,510.039,510.619,855.766,38.902,33.237,104.272,45.166,176.85,63.117,2.796,1.594,1.126,7.138,3.826,11.137,4.432,9.06,
"Other Current Assets",31.642,144.816,160.826,540.522,1320.629,629.732,288.48,567.166,701.646,694.495,347.906,150.789,98.538,37.683,1080.23,,,,,186.817,,
"Current Assets",277.642,488.886,1009.466,1475.288,2014.017,1366.047,1286.298,1185.851,841.796,1348.593,780.101,731.536,395.923,366.267,1248.328,87.84,57.914,47.068,126.525,721.96,540.051,
"Total Assets",32425.942,36397.617,37126.936,37714.83,40692.628,59833.56,49048.397,43687.641,43286.181,38949.342,34189.734,30035.618,24514.549,21430.746,18017.716,15898.53,13657.516,13110.468,10856.616,9945.734,8490.646,
"Creditors",466.292,447.666,443.643,362.735,390.68,390.283,372.357,375.854,340.699,694.019,307.098,323.606,268.527,293.987,260.797,359.021,296.815,220.905,165.073,169.413,142.306,
"Dividends",,,,,,,,,,,,,,,,370.967,325.666,327.312,272.999,274.831,248.566,
"Receiver of Revenue",0.262,0.013,,0.417,20.406,,,,0.839,0.839,0.839,2.341,1.721,1.392,1.007,1.318,2.001,0.876,0.818,1.663,12.221,
"Bank O/D & S/T Loans",2476.677,2447.834,2630.638,2646.588,2217.516,1703.807,1354.767,1704.892,1555.231,908.295,573.646,522.495,659.61,1372.868,1004.68,1482.529,1485.662,1307.206,970.378,963.535,594.038,
"Other Current Liabilities",132.629,143.262,117.407,110.81,410.936,26.239,235.905,,49.156,,,,,468.14,394.446,,,,,,,
"Current Liabilities",3075.86,3038.775,3191.688,3120.55,3039.538,2120.329,1963.029,2080.746,1945.925,1603.153,881.583,848.442,929.858,2136.387,1660.93,2213.835,2110.144,1856.299,1409.268,1409.442,997.131,
"Net Current Assets",-2798.218,-2549.889,-2182.222,-1645.262,-1025.521,-754.282,-676.731,-894.895,-1104.129,-254.56,-101.482,-116.906,-533.935,-1770.12,-412.602,-2125.995,-2052.23,-1809.231,-1282.743,-687.482,-457.08,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"26 Aug 2020","14 Feb 2020","16 Aug 2019","15 Feb 2019","17 Aug 2018","26 Jan 2018","3 Aug 2017","2 Feb 2017","4 Aug 2016","3 Feb 2016","5 Aug 2015","4 Feb 2015","5 Aug 2014","5 Feb 2014","6 Aug 2013","6 Feb 2013","7 Aug 2012","8 Feb 2012","10 Aug 2011","9 Feb 2011","12 Aug 2010",
"Number of Linked Units Issued (Actual)",360970213,363037227,363061506,368851371,371536240,424954000,352056149,401260209,393970580,385443448,376747796,342209172,312569839,289544070,289544070,274933259,269725259,269725259,249634021,247084021,247084021,
"Weighted Ave Stock Units (Actual)",362422158,363043165,368306320,370211202,424954000,365411122,401260209,396162013,383261155,379063486,335409974,326581631,302954455,293339070,289544070,272329259,269725259,259679640,249634021,247084021,247084021,
"Fully Diluted Weighted Average Shares in Issue",,,,,,,,,,379063486,335409974,326581631,302954455,293339070,289544070,283140070,280536070,270490451,260444832,257894832,257894832,
"Market Capitalisation (R000)",15308747,24701053,22495291,21024528,20898914,64236047,42859316,45908181,51925322,44518718,36337325,28742148,18769819,16069696,15560098,14227796,11598186,9372953,7838508,8017876,6918353,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"26 Aug 2020","14 Feb 2020","16 Aug 2019","15 Feb 2019","17 Aug 2018","26 Jan 2018","3 Aug 2017","2 Feb 2017","4 Aug 2016","3 Feb 2016","5 Aug 2015","4 Feb 2015","5 Aug 2014","5 Feb 2014","6 Aug 2013","6 Feb 2013","7 Aug 2012","8 Feb 2012","10 Aug 2011","9 Feb 2011","12 Aug 2010",
"Earnings Per Linked Unit (ZARc)",-1014.86,148.52,1246.14,16.57,-900.37,2645.73,713.8,234.87,1023.61,676.44,1630.11,633.22,1097.65,247.74,839.92,700.66,216.33,527.75,182.81,614.07,133.83,
"Diluted Earnings Per Linked Unit (ZARc)",,,,,,,,,,,,,,,,673.91,207.99,506.65,175.22,588.32,128.22,
"Headline Earnings Per Linked Unit (CO) (ZARc)",-651.6,155.91,468.87,27.81,-2016.38,1684.14,588.56,230.27,869.66,680.04,1432.25,654.87,543.32,240.26,323.8,457.86,224.75,354.04,194.6,346.41,122.41,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",,,,,,,,,,,,,,,,440.38,216.08,339.89,186.52,331.89,117.28,
"Distributions Per Linked Unit (ZARc)",368.44,267.96,531.06,263.66,565.44,306.46,567.29,270.22,488.73,232.46,390.67,185.62,327.94,159.59,136.23,255.67,120.74,230.71,109.36,211.83,100.6,
"Net Asset Value Per Linked Unit (ZARc)",5384,6814,6932,5942,6149,10535,8944,7745,7731,7516,6885,5902,5306,4436,4174.95,3392.24,3012.87,2917.28,2667.28,2591.33,2202,
"3 Year Beta",1.85,1.24,1.35,1.43,1.52,0.34,0.28,0.44,0.32,-0.42,-0.54,-0.59,-0.24,-0.3,-0.22,0.23,0.2,0.02,-0.01,0.05,0.07,
"Cash Generated Per Linked Unit",-155.05,-108.6,-184.28,-91.75,-341.3,-232.48,-354.9,-54.47,-74.78,18.17,-4.75,-42.31,-20.78,-8.96,8,4.08,-1.15,17.58,10.42,-22.15,-72.27,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,6,12,6,12,6,12,6,
"Net Asset Value Per Linked Unit (Base Currency)",5384,6814,6932,5942,6149,10535,8944,7745,7731,7516,6885,5902,5306,4436,4174.95,3392.24,3012.87,2917.28,2667.28,2591.33,2202,
"Price at Period End (Base Currency)",4241,6804,6196,5700,5625,15116,12174,11441,13180,11550,9645,8399,6005,5550,5374,5175,4300,3475,3140,3245,2800,
"JSE Market Price at Period End (ZARc)",4241,6804,6196,5700,5625,15116,12174,11441,13180,11550,9645,8399,6005,5550,5374,5175,4300,3475,3140,3245,2800,
"JSE Market Price High (ZARc)",6825,6999,6901,6901,15350,15177,13999,13999,13969,12749,10999,8936,6147,6120,6120,5600,4380,3739,3685,3433,2953,
"JSE Market Price Low (ZARc)",3007,5800,5095,5095,4431,11944,10101,10101,9255,9255,5832,5832,4740,4670,4670,3427,3427,2710,2710,2550,2550,
"JSE Volume Traded (Actual)",193446971,88889949,285653953,134576863,364727720,79491428,120767270,71429182,153042566,84426387,190651194,100373981,52811421,64350920,38645428,56004879,26035042,71354324,43170289,63829760,30298518,
"JSE Rand Value Traded (Actual)",8295274604,5806037863,16533967131,7697395839,33142712383,10792502041,14212530523,8352570549,18079982287,9450362063,16644945616,8041090027,2864367858,3441894044,2088219720,2441729109,1001870255,2254455075,1319521617,1862225696,821994630,
"12 Month HEPS",-651.6,596.97,468.87,-3672.71,-2016.38,2042.43,588.56,419.89,869.66,1457.42,1432.25,957.93,543.32,240.26,556.91,457.86,384.19,354.04,418.6,346.41,299.74,
"12 Month Dividend",368.44,535.36,531.06,522.64,565.44,603.53,567.29,526.49,488.73,488.73,390.67,390.67,353.97,,295.82,271.16,255.67,242.09,121.35,220.59,100.6,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"26 Aug 2020","14 Feb 2020","16 Aug 2019","15 Feb 2019","17 Aug 2018","26 Jan 2018","3 Aug 2017","2 Feb 2017","4 Aug 2016","3 Feb 2016","5 Aug 2015","4 Feb 2015","5 Aug 2014","5 Feb 2014","6 Aug 2013","6 Feb 2013","7 Aug 2012","8 Feb 2012","10 Aug 2011","9 Feb 2011","12 Aug 2010",
"Cash generated from operations after WC",2276.36,1019.468,2537.645,1273.072,2689.32,1011.009,2238.299,952.771,,,,,,,,,,,,,,
"Net Cash flow from operating activities",-559.676,-394.246,-669.051,-338.415,-1268.046,-987.937,-1249.441,-218.555,-294.616,70.048,-17.911,-144.791,-64.962,-25.949,23.165,11.209,-3.094,47.414,26.023,-54.739,-178.574,
"Net cash flow from investing activities",-751.661,167.289,3161.826,2508.986,800.064,-1259.772,-2137.617,-2531.575,-3685.301,-2108.584,-3196.973,-2948.973,-3239.133,-2693.497,-772.301,-704.071,-82.517,-1680.926,-751.521,-394.581,55.93,
"Net cash flow from financing activities",715.332,-354.471,-2344.102,-2020.026,122.255,1902.562,4209.587,2743.906,3979.877,2097.642,3196.933,3207.497,3365.618,2720.648,749.607,690.162,88.923,1632.906,732.203,443.112,121.064,
"Dividends paid",-1990.541,-970.762,-1987.359,-960.518,-2296.325,-1127.822,-1893.217,-1030.936,,,,,,,,,,,,,,
"Net increase(decrease) in cash & cash equivalents",-596.005,-581.428,148.673,150.545,-345.727,-345.147,822.529,-6.224,-0.04,59.106,-17.951,,,,,,,,,,,
"Cash & Cash Equivalent beginning of period",658.712,658.712,510.039,510.039,855.766,855.766,33.237,45.126,45.166,45.166,63.117,,,,,,,,,,,
"Cash & Cash Equivalent end of period",62.707,77.284,658.712,660.584,510.039,510.619,855.766,38.902,45.126,104.272,45.166,,,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"26 Aug 2020","14 Feb 2020","16 Aug 2019","15 Feb 2019","17 Aug 2018","26 Jan 2018","3 Aug 2017","2 Feb 2017","4 Aug 2016","3 Feb 2016","5 Aug 2015","4 Feb 2015","5 Aug 2014","5 Feb 2014","6 Aug 2013","6 Feb 2013","7 Aug 2012","8 Feb 2012","10 Aug 2011","9 Feb 2011","12 Aug 2010",
"Turnover Per Share",830.42,1045.79,1033.37,1034.3,909.96,1072.69,780.83,591.07,585.37,574.57,559.52,510.41,429.3,458.26,424.22,418.7,405.55,324.91,300.84,231.54,208.38,
"Price/Sales Per Share",5.11,6.51,6,5.51,6.18,14.09,15.59,19.36,22.52,20.1,17.24,16.46,13.99,12.11,12.67,12.36,10.6,10.7,10.44,14.01,13.44,
"Price/Net Asset Value",0.79,1,0.89,0.96,0.91,1.43,1.36,1.48,1.7,1.54,1.4,1.42,1.13,1.25,1.29,1.53,1.43,1.19,1.18,1.25,1.27,
"Price/Cash Flow",-27.35,-125.3,-33.62,-124.25,-16.48,-130.04,-34.3,-420.08,-176.25,1271.33,-2030.53,-397.02,-288.98,-1238.56,1343.41,1268.38,-7478.26,197.67,602.69,-146.47,-77.49,
"Return on Capital Employed",-12.91,3.32,13.5,0.48,-8.78,33.5,4.98,4.5,9.65,14.87,18.45,16.04,18.08,14.89,31.57,17.11,14.17,14.74,11.81,17.88,11.93,
"Return on Stockholder Funds",-19.67,4.48,18.22,0.76,-14.43,48.65,8.14,5.94,14.1,18.91,23.44,23.14,25.68,22.08,42.72,25.11,20.13,21.08,16.75,23.84,16.62,
"Return on Total Assets",4.83,7.01,7.5,8.76,6.61,4.92,5.18,8.09,5.55,4.55,7.99,6.18,6.62,7.35,9.29,7.09,8.19,7.1,8.47,6.99,8.5,
"Operating Profit Margin",59.95,68.59,71.81,72.84,74.2,74.85,69.66,110.27,104.39,122.35,104.56,94.95,102.92,115.09,132.34,98.75,102.05,108.49,118.42,111.29,122.36,
"Net Profit Margin",-207.06,42.05,173.49,4.53,-119.33,677.4,118.79,126.29,270.77,357.26,428.31,360.49,382.34,163.87,509.89,163.13,67.13,134.96,67.61,266.67,43.21,
"Debt : Equity",0.65,0.44,0.45,0.69,0.74,0.47,0.65,0.34,0.48,0.28,0.26,0.43,0.43,0.56,0.39,0.48,0.5,0.51,0.48,0.4,0.42,
"Interest Cover",,,,,,,,,,4.5,2.97,2.88,1.42,1.09,1.49,1,1,1.03,1.19,1.2,0.86,
"Current Ratio",0.09,0.16,0.32,0.47,0.66,0.64,0.66,0.57,0.43,0.84,0.88,0.86,0.43,0.17,0.75,0.04,0.03,0.03,0.09,0.51,0.54,
"Dividend Cover",-2.75,0.55,2.35,0.06,-1.59,8.63,1.26,0.87,2.09,2.91,4.17,3.41,3.35,1.55,6.17,2.74,1.79,2.29,1.67,2.9,1.33,
"Debtors Collection Period",37.66,37.97,26.2,36.96,24.05,28.86,24.54,143.61,26.93,145.83,110.66,128.49,98.31,134.07,76.04,42.62,24.13,27.66,77.65,519.76,509.96,
"Operating Return on Investment",7.58,10.55,10.92,11.41,12.18,13.14,9.87,6.81,7.43,6.93,6.78,7.6,6.78,6.79,7.32,6.93,8.3,6.27,7.56,6.47,7.71,
"Operating Income : Turnover",59.02,67.54,69.51,70.72,71.96,72.82,67.43,62.93,64.58,63.19,68.02,68.83,66.87,65.98,65.07,65.13,70.22,67.63,72.23,65.14,73.81,
"Admin & Collection Fees : Turnover",0.05,0.03,0.04,0.03,0.04,0.03,0.05,0.37,0.35,0.37,0.32,0.31,0.33,0.34,0.35,0.35,0.3,0.32,0.28,0.35,0.26,
"Return on Stockholder Funds",6.9,7.87,7.67,8.85,9.17,6.55,6.94,6.89,6.81,6.1,5.61,6.28,6.17,7.1,6.53,7.54,8.01,7.91,8.2,8.17,9.24,
"NAV%Price",126.95,100.15,111.88,104.25,109.32,69.69,73.47,67.7,58.66,65.07,71.38,70.27,88.36,79.93,77.69,65.55,70.07,83.95,84.95,79.86,78.64,
"Price : Earnings",-6.51,11.4,13.21,-1.55,-2.79,7.4,20.68,27.25,15.16,7.92,6.73,8.77,11.05,23.1,9.65,11.3,11.19,9.82,7.5,9.37,9.34,
"Profitability %",5.48,7.05,7.13,7.18,6.84,4.77,4.31,4.21,4.19,2.7,2.5,2.68,0.34,-0.93,-0.39,-1.11,-1.27,-1.1,-0.47,0.05,-2.41,
"Solvency %",246.53,312.1,310.02,239.79,228.69,297.81,241.87,358.09,288.58,406.52,428.82,306.33,310.04,218.08,246.17,210.46,207.34,205.29,205.46,215.74,201.61,
"Int Bearing Debt : Total Assets",0.35,0.27,0.27,0.38,0.39,0.3,0.36,0.22,0.29,0.18,0.17,0.28,0.28,0.4,0.34,0.36,0.39,0.4,0.41,0.38,0.4,
"Liquidity %",-4.26,-6.76,-5.59,-4.3,-7.13,-9.83,-6.16,-3.58,-1.96,1.46,-0.22,-2.95,-0.82,-0.53,0.63,0.15,-0.09,0.74,0.98,-1.19,-8.48,
"EV/Ebitda (Pd)",,60.99,6.68,174.36,,,,,,,,,,,,,,,,,,
"Cash Flow : Attributable Profit",-0.65,-0.95,-0.5,-0.79,-0.65,-3.28,-1.03,-0.36,-0.18,0.27,-0.01,-0.6,-0.11,-0.31,0.06,-0.02,0.07,-0.29,1.17,3,10.47,
"Loan to value ratio",34.11,25.5,25.54,36.16,39.12,29.51,36.96,21.99,29.36,,,,,,,,,,,,,
"PEG Ratio",0.05,-0.25,-0.29,0.03,0.05,0.28,0.68,0.71,0.39,0.17,0.14,0.47,0.54,-135.66,0.35,0.32,0.41,0.36,0.21,0.26,0.3,

