"Operating Profit Margin",95.35,98.71,98.16,97.47,84.87,90.7,
"Net Profit Margin",95.35,98.71,98.16,97.47,84.87,90.7,
"Quick Ratio",19,,,14.5,32.67,2.88,
"Current Ratio",19,,,14.5,32.67,2.88,
"Debtors Collection Period",,,,4.62,0.41,0.72,
"Price : Earnings",25.92,10.17,18.12,11.56,9.14,4.06,
"Sales Per Share (Base Currency)",12.34,44.59,26.15,15.28,94.96,210.58,
"Price/Sales Per Share",25.19,9.35,18.01,35.93,7.79,3.7,
"Price/Net Asset Value",0.32,0.43,0.5,0.59,0.79,0.86,
"Price/Cash Flow",-649.99,-2905.1,-981.25,-10980,-1.8,-3.81,
"NAV%Price",307.72,231.89,200.64,169.03,125.81,115.9,
"Liquidity%",-500,,,-100,-471111.11,-52818.75,
"Cash Flow:Attributable Profit",-0.04,-0.03,-0.02,-0.03,-6.29,-18.28,
"Cash/Equity (%)",0.19,0.21,0.24,0.28,0.3,0.47,
"EV/Ebitda (Pd)",,18.86,18.34,74.16,11.28,,
"PEG Ratio",-0.43,-0.15,-0.27,,,,

