"Debtors",1468.718,1874.183,1847.69,1890.432,2247.918,1605.461,2089.355,1541.96,2080.179,1970.913,2144.069,1941.824,2144.916,1844.072,1865.432,1619.567,1202.625,869.184,945.518,798.024,650.327,671.252,
"Cash",1819.272,1131.704,921.306,935.715,1220.225,1017.335,836.312,1052.517,956.929,781.922,423.419,721.018,366.476,526.369,650.828,678.849,424.786,641.091,362.174,432.403,210.304,260.553,
"Tax",47.719,27.795,37.45,29.333,8.948,25.236,13.985,16.113,33.248,27.137,19.572,18.855,10.075,21.547,6.238,18.831,27.093,1.694,,14.15,3.611,,
"Other Current Assets",1189.192,271.054,681.975,679.699,678.371,806.116,1048.94,1824.3,741.039,622.664,1136.691,1219.107,832.41,1014.315,759.838,893.556,,125.605,,,,,
"Total Current Assets",7754.637,7526.493,8228.179,8079.043,8620.323,7371.837,7949.177,8097.746,7832.208,7495.485,7437.551,7704.22,6953.877,6885.035,7076.717,6123.855,3901.746,3722.236,2611.883,2626.192,2049.633,2230.6,
"Total Assets",10508.509,10423.267,11962.741,11272.202,11611.628,10179.592,16531.436,16264.978,15633.653,14893.5,14487.433,14291.177,13771.218,13448.672,13391.367,12204.811,9103.894,8380.609,7166.678,6888.867,6157.574,5937.114,
"Ordinary Shareholders' Interest",4661.903,4505.48,5193.531,5060.541,4935.189,4778.226,5342.435,5116.027,4947.405,4856.672,4645.05,4459.973,3205.251,3077.073,2840.295,2690.077,1951.319,1895.231,1750.379,1611.265,1472.223,1442.966,
"Minority Interest",132.75,129.037,123.945,121.515,111.584,99.473,83.48,152.084,207.063,183.31,189.169,175.679,517.583,481.947,458.326,405.135,68.69,59.321,54.799,243.584,201.801,170.297,
"Total Shareholders' Interest",4794.653,4634.517,5317.476,5182.056,5046.773,4877.699,5425.915,5268.111,5154.468,5039.982,4834.219,4635.652,3722.834,3559.02,3298.621,3095.212,2020.009,1954.552,1805.178,1854.849,1674.024,1613.263,
"Interest Bearing Loans",1969.747,2326.733,2276.047,2271.858,1854.214,1647.231,7159.719,6857.313,6686.654,6164.339,5619.607,5637.801,6097.033,6093.891,6426.584,5654.572,4839.789,4293.813,4120.805,3653.114,3601.177,3209.058,
"Deferred Tax Liability",58.344,68.197,57.004,53.118,54.202,38.087,38.615,35.042,31.956,28.994,124.295,32.755,31.843,26.727,27.106,25.256,5.587,4.767,5.736,6.248,3.553,14.289,
"Other Long-Term Liabilities",454.783,611.624,760.305,295.377,641.038,,,,,,,,,,,,,,,,,,
"Total Long-Term Liabilities",2482.874,3006.554,3093.356,2620.353,2549.454,1685.318,7198.334,6892.355,6718.61,6193.333,5743.902,5670.556,6128.876,6120.618,6453.69,5679.828,4845.376,4298.58,4126.541,3659.362,3604.73,3223.347,
"Creditors and Provisions",1494.188,1860.737,2205.64,2119.751,2451.138,1862.731,2244.064,2136.64,2643.884,2406.441,2231.306,2554.31,2477.97,2334.597,2895.003,2070.533,2066.646,1802.466,1144.318,1211.786,856.469,1023.315,
"Dividends",18.049,35.058,39.495,47.263,41.489,48.995,41.485,49.593,38.649,48.082,23.234,40.105,,,,,,,,,,,
"Tax",173.008,146.327,156.3,158.621,200.246,583.17,195.722,170.052,30.656,32.124,50.046,37.918,28.515,112.042,38.442,30.199,3.307,26.328,17.442,13.052,1.365,13.287,
"Bank Overdrafts/Short-Term Loans",770.347,510.691,921.142,995.481,1172.702,880.194,1311.685,1070.662,1041.275,1165.064,1604.726,1352.636,1413.023,1322.395,705.611,191.131,168.556,55.083,73.199,149.818,20.986,63.902,
"Other Current Liabilities",775.39,229.383,229.332,148.677,149.826,241.485,114.231,677.565,6.111,8.474,,,,,,1137.908,,243.6,,,,,
"Total Current Liabilities",3230.982,2782.196,3551.909,3469.793,4015.401,3616.575,3907.187,4104.512,3760.575,3660.185,3909.312,3984.969,3919.508,3769.034,3639.056,3429.771,2238.509,2127.477,1234.959,1374.656,878.82,1100.504,
"Total Liabilities",5713.856,5788.75,6645.265,6090.146,6564.855,5301.893,11105.521,10996.867,10479.185,9853.518,9653.214,9655.525,10048.384,9889.652,10092.746,9109.599,7083.885,6426.057,5361.5,5034.018,4483.55,4323.851,
"Total Equity and Liabilities",10508.509,10423.267,11962.741,11272.202,11611.628,10179.592,16531.436,16264.978,15633.653,14893.5,14487.433,14291.177,13771.218,13448.672,13391.367,12204.811,9103.894,8380.609,7166.678,6888.867,6157.574,5937.114,

Share/unit data,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"30 Nov 2020","27 Jul 2020","25 Nov 2019","24 Jun 2019","19 Nov 2018","18 Jun 2018","27 Nov 2017","26 Jun 2017","14 Nov 2016","14 Jun 2016","12 Nov 2015","22 Jun 2015","10 Nov 2014","17 Jun 2014","11 Nov 2013","11 Jun 2013","12 Nov 2012","5 Jun 2012","7 Nov 2011","1 Jun 2011","5 Nov 2010","25 May 2010",
"Number of Shares in Issue (Actual)",108495000,108495000,108495000,108495000,108494738,108495000,108495000,108495000,108495000,108495000,108495000,108495000,74887000,75551000,73434000,73409000,73531000,72123000,71916000,69954000,69911000,70712000,
"Weighted Average Shares in Issue (Actual)",106953000,106953000,106953000,106953000,106953000,106953000,106953000,106953000,106953000,107013000,107042000,77965000,74098000,73592000,73427000,72588000,72433000,70405000,70356000,70211000,70174000,70779000,
"Fully Diluted Weighted Average Shares in Issue",106953000,106953000,106953000,106953000,106953000,106953000,106953000,106953000,107365000,107013000,107097000,77476000,74223000,73531000,73906000,73125000,72433000,75416000,74993000,73720000,72335000,72767000,
"Market Capitalisation (R'000)",1156557,760550,2142776,3013991,3822270,5478998,5424750,6370826,6078975,5673204,6346958,7893011,791250,780000,761250,7487718,6007483,4687995,3300944,3042999,2268612,2035798,
"Market Capitalisation (R'000): INVICTA (IVT)",,,,,,,,,,5673190,6346942,7892992,11391947,8711076,7288443,,,,,,,,
"Market Capitalisation (R'000): IVT PREF (IVTP)",,,,,,,,,,688125,675000,706875,791250,780000,761250,,,,,,,,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,,,,,,,,,,,,,4853,,4498,,,,1300,,,

Share statistics,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"30 Nov 2020","27 Jul 2020","25 Nov 2019","24 Jun 2019","19 Nov 2018","18 Jun 2018","27 Nov 2017","26 Jun 2017","14 Nov 2016","14 Jun 2016","12 Nov 2015","22 Jun 2015","10 Nov 2014","17 Jun 2014","11 Nov 2013","11 Jun 2013","12 Nov 2012","5 Jun 2012","7 Nov 2011","1 Jun 2011","5 Nov 2010","25 May 2010",
"Earnings Per Share (ZARc)",172,-712,149,126,13,78,244,499,255,396,236,742,293,788.27,358,954.91,312,647.32,269.04,504.42,200.73,453.38,
"Diluted Earnings Per Share (ZARc)",172,-712,149,126,13,78,244,499,255,396,236,741,292,788,356,948,298,604,252,480,195,441,
"Headline Earnings Per Share (Cont Ops) (ZARc)",108,-17,109,112,7,58,227,466,243,341,193,727,292,765,353,885,313,637,254,496,200,441,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",108,-17,109,112,7,58,,,,,193,726,292,765,351,878,312,594,238,473,194,429,
"Interim Dividend (ZARc)",,,,,50,68.68,68.64,72,72,67,67,84,84,102,102,89,89,77,77,57,57,49,
"Final Dividend (ZARc)",,,,,,50,,94.51,,75.28,,111.99,,184.65,,179,,177,,126,,102,
"Dividend Per Share (ZARc)",,,,,50,118.68,68.64,166.51,72,142.28,67,195.99,84,286.65,102,268,89,254,77,183,57,151,
"Other Distributions (ZARc)",,,,,,,,,,,,2024.33,,,,,,,,,,,
"Distributions Per Share (ZARc)",,,,,50,118.68,68.64,166.51,72,142.28,67,2220.32,84,286.65,102,268,89,254,77,183,57,151,
"Net Asset Value Per Share (ZARc)",3728,3580,4210,4085,3960,3805,4924,4715,4562,4476,3590,4117,4280,4073,3868,3664.51,2685.4,2581.7,2433.92,2303.3,2105.85,2040.62,
"3 Year Beta",0.87,0.71,-0.52,-0.68,0.38,0.66,0.31,0.68,0.97,0.87,0.17,0.15,0.31,0.2,0.31,0.16,0.35,0.23,0.55,0.65,0.59,0.72,
"Cash Generated Per Share",714.91,351.5,235.44,-341.6,-111.82,-123.94,-145.08,711.56,382.91,-61.82,-169.95,-1043.54,-75.26,127.69,65.26,343.86,-153.19,304.72,-53.97,583.92,43.36,628.07,
"Net Asset Value Per Share (Base Currency)",3728,3580,4210,4085,3960,3805,4924,4715,4562,4476,3590,4117,4280,4073,3868,3664.51,2685.4,2581.7,2433.92,2303.3,2105.85,2040.62,
"Price at Period End (Base Currency)",1066,701,1975,2778,3523,5050,5000,5872,5603,5229,5850,7275,10500,11530,9647,10200,8170,6500,4590,4350,3245,2879,
"JSE Market Price High (ZARc)",1349,3000,3000,5155,5155,5991,6250,7698,5995,8315,8315,12826,12826,12982,10990,10551,8499,6700,4989,4525,3400,2900,
"JSE Market Price Low (ZARc)",351,525,1770,2602,3001,4303,4701,4470,4470,3649,5202,6900,10021,9020,9020,5950,5950,3905,3905,2200,2200,2000,
"JSE Market Price at Period End (ZARc)",1066,701,1975,2778,3523,5050,5000,5872,5603,5229,5850,7275,10500,11530,9647,10200,8170,6500,4590,4350,3245,2879,
"JSE Volume Traded (Actual)",15601426,14338456,6829536,14768976,7643318,14486150,5551342,11091515,4338466,20444704,7018773,15695182,7547729,9023550,3967730,10445269,4037905,10794986,4959658,12057366,5433027,10093158,
"JSE Rand Value Traded (Actual)",107701805,278701611,158314812,525983551,296493421,765743940,292942377,655804902,225338235,1086991683,467155368,1567927911,841928550,968645304,388369263,849213346,297830495,526145542,216240483,441387699,162858466,235567517,
"12 Month HEPS",-18,-17,214,112,-162,58,450,466,391,341,628,727,704,765,925,885,696,637,550,496,476,441,
"12 Month Dividend",,,,50,100,118.68,,163.15,166.51,147.28,142.28,178.99,195.99,268.65,286.65,281,268,,254,183,183,151,

Cash flow items,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"30 Nov 2020","27 Jul 2020","25 Nov 2019","24 Jun 2019","19 Nov 2018","18 Jun 2018","27 Nov 2017","26 Jun 2017","14 Nov 2016","14 Jun 2016","12 Nov 2015","22 Jun 2015","10 Nov 2014","17 Jun 2014","11 Nov 2013","11 Jun 2013","12 Nov 2012","5 Jun 2012","7 Nov 2011","1 Jun 2011","5 Nov 2010","25 May 2010",
"Cash generated by operations",,,,836.934,,1013.365,500.154,1250.442,558.638,,552.988,979.254,280.589,715.16,386.105,732.078,275.746,489.281,99.273,697.053,167.774,,
"Working capital changes",,,,-291.871,,-585.391,-389.013,97.515,172.943,,-408.993,,,,,,,,,,,,
"Cash generated from operations after WC",1108.27,959.891,518.124,545.063,98.6,427.974,111.141,1347.957,731.581,585.599,143.995,,,,,,,,,,,,
"Net Cash flow from operating activities",775.645,381.365,255.444,-370.617,-121.321,-134.467,-157.403,772.008,415.441,-67.076,-184.39,-1132.19,-56.362,96.473,47.926,252.421,-112.639,219.774,-38.81,408.474,30.31,444.12,
"Net cash flow from investing activities",-2.948,429.267,-135.293,-522.435,-222.82,-379.445,-411.718,-1226.283,-607.269,-230.247,-397.04,-847.158,-205.505,-664.655,-260.843,-2687.696,-449.063,-759.785,-364.929,-689.571,-361.11,-275.058,
"Net cash flow from financing activities",-44.792,-809.715,-157.752,747.012,534.486,690.488,397.121,624.58,378.416,216.382,114.653,2397.45,191.774,198.088,262.444,2336.985,356.214,717.363,333.057,475.046,324.887,177.104,
"Dividends paid",-47.111,91.73,-48.516,-196.361,-104.412,-263.547,-152.316,-244.239,-133.263,-269.262,-174.619,-1799.165,-192.575,-281.367,-179.039,-198.433,-136.003,-155.633,-94.58,-114.586,-74.423,-96.389,
"Net increase(decrease) in cash & cash equivalents",727.905,0.917,-37.601,-146.094,190.345,176.576,-172,170.305,186.588,-80.941,-466.777,418.102,-70.093,-370.094,49.527,-98.29,-205.488,177.352,-70.682,193.949,-5.913,346.166,
"Cash & Cash Equivalent beginning of period",822.633,752.475,752.475,858.102,858.102,701.081,701.081,556.134,556.134,573.387,573.387,139.496,,,,,,,,,,,
"Translation effects on cash & cash equivalents",-8.348,69.241,6.686,40.468,20.357,-19.555,6.59,-25.358,-12.644,63.688,39.204,15.789,,,,,,,,,,,
"Cash & Cash Equivalent end of period",1542.19,822.633,721.56,752.476,1068.804,858.102,535.671,701.081,730.078,556.134,145.814,573.387,,,,,,,,,,,

Ratios,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"30 Nov 2020","27 Jul 2020","25 Nov 2019","24 Jun 2019","19 Nov 2018","18 Jun 2018","27 Nov 2017","26 Jun 2017","14 Nov 2016","14 Jun 2016","12 Nov 2015","22 Jun 2015","10 Nov 2014","17 Jun 2014","11 Nov 2013","11 Jun 2013","12 Nov 2012","5 Jun 2012","7 Nov 2011","1 Jun 2011","5 Nov 2010","25 May 2010",
"Return on Capital Employed",5.32,-9.88,3.96,1.87,0.58,1.59,4.33,4.35,4.52,3.76,5.05,6.02,5.15,6.65,6.16,8.22,6.9,7.66,6.87,7.73,6.39,7.55,
"Return on Shareholder Funds",8.08,-16.29,6.26,2.81,0.87,2.14,10.07,10.05,10.41,8.38,11.05,13.39,13.63,18.1,18.22,23.31,23.46,24.5,22.57,22.98,20.14,22.65,
"Return on Total Assets",4.38,-5.89,4.52,5.83,6.86,7.61,5.08,5.79,4.96,4.01,5.64,6.26,5.41,6.72,6.72,6.71,6.13,6.91,6.75,6.91,6.09,7.56,
"Gross Profit Margin",30.15,27.96,31.23,28.59,29.43,30.43,29.04,31.91,31.16,29.44,27.67,29.53,,,,,,,,,,,
"Operating Profit Margin",7.49,-5.66,7.29,6.6,7.73,8.39,9.08,10.49,9.07,7.74,8.58,9.7,8.1,9.97,9.61,11.69,8.96,10.73,10.18,11.15,9.86,11.42,
"Net Profit Margin",5.15,-9.21,3.65,1.29,0.26,0.84,5.17,5.54,5.76,4.82,4.75,5.53,4.12,5.54,5.13,9.17,6.43,8.14,7.39,7.81,6.48,8.09,
"Debt:Equity (excl non-int debt)",0.68,0.76,0.75,0.7,0.74,0.53,1.57,1.51,1.51,1.46,1.52,1.52,2.03,2.09,2.17,1.9,2.48,2.23,2.33,2.05,2.17,2.04,
"Interest Bearing Debt as % of Long-Term Finance",29.12,33.42,29.97,30.48,26.87,25.25,56.89,56.55,56.47,55.02,53.76,54.88,62.09,63.13,66.08,64.63,70.55,68.72,69.54,66.32,68.27,66.55,
"Interest Cover",3.21,-2.41,3.4,6.04,10.4,6.55,7.67,8.6,7,5.55,6.12,5.71,5.49,5.36,7.07,7.79,5.53,11.69,8.25,9.17,5.8,18.59,
"Quick Ratio",1.4,1.19,0.98,1.02,1.03,0.96,1.02,1.08,1.01,0.93,0.95,0.98,0.86,0.9,0.9,0.94,0.74,0.77,1.06,0.91,0.98,0.85,
"Current Ratio",2.4,2.71,2.32,2.33,2.15,2.04,2.03,1.97,2.08,2.05,1.9,1.93,1.77,1.83,1.94,1.79,1.74,1.75,2.11,1.91,2.33,2.03,
"Dividend Cover",,,,,0.26,0.66,3.55,3,3.54,2.78,3.52,0.33,3.49,2.75,3.51,3.56,3.51,2.55,3.49,2.76,3.52,3,
"Dividend Cover (HEPS)",,,,,0.14,0.49,3.31,2.8,3.38,2.4,2.88,0.33,3.48,2.67,3.46,3.3,3.52,2.51,3.3,2.71,3.51,2.92,
"Debtors Collection Period",75.03,82.74,77.13,66.03,77.64,58.63,75.65,58.43,80.31,81.76,73.49,67.76,74.28,64.32,66.38,78.22,62.46,56.66,67.33,64.25,54.62,61.73,
"Stock Turn",,,,,,,,,,,,1.94,,,,,,,,,,,
"Price : Earnings",-59.22,-41.24,9.23,24.8,-21.75,87.07,11.11,12.6,14.33,15.33,9.32,10.01,14.91,15.07,10.43,11.53,11.74,10.2,8.35,8.77,6.82,6.53,
"Sales Per Share (Base Currency)",6680.35,7730.2,8175.61,9770.37,9881.33,9344.39,9425.92,9005.65,8839.43,8222.59,9948.8,13415.72,14223.46,14219.63,13969.59,10412.05,9703.11,7953.22,7285.8,6457.39,6192.53,5607.41,
"Price/Sales Per Share",0.16,0.09,0.24,0.28,0.36,0.54,0.53,0.65,0.63,0.64,0.59,0.54,0.74,0.81,0.69,0.98,0.84,0.82,0.63,0.67,0.52,0.51,
"Price/Net Asset Value",0.29,0.2,0.47,0.68,0.89,1.33,1.02,1.25,1.23,1.17,1.63,1.77,2.45,2.83,2.49,2.78,3.04,2.52,1.89,1.89,1.54,1.41,
"Price/Cash Flow",2.98,1.99,16.78,-8.13,-63.01,-40.75,-68.93,8.25,29.27,-84.58,-68.84,-6.97,-279.03,90.3,295.65,29.66,-106.66,21.33,-170.09,7.45,149.68,4.58,
"NAV%Price",349.72,510.7,213.16,147.05,112.4,75.35,98.48,80.3,81.42,85.6,61.37,56.59,40.76,35.33,40.1,35.93,32.87,39.72,53.03,52.95,64.9,70.88,
"Liquidity%",27.15,6.59,7.69,-6.09,-3.7,-2.54,-2.83,7.02,7.93,-0.68,-3.82,-11.73,-1.12,0.98,0.95,2.77,-3.18,3.42,-1.45,8.11,1.35,10.27,
