"Extraordinary Profit: Discontinued Operations",-357.991,-691.739,-657.891,2893.165,2836.703,-1229.023,-428.82,-2052.203,,,,,,-283.478,9.943,,,,,,,
"Income Attributable To Equity Holders",-272.293,-341.615,-479.491,2872.906,2418.511,-582.695,-86.623,-1907.475,-1120.044,-1426.473,303.216,1001.191,693.656,1177.172,533.197,836.745,608.439,530.905,277.353,780.252,435.493,
"Total Comprehensive Income/Loss for the period",501.396,-430.761,-594.425,3786.457,3148.115,-1299.558,-449.633,-3173.908,-1641.217,2043.276,880.017,1843.174,,,,,,,,,,
"Headline Earnings (Cont Ops)",23.362,542.453,165.531,480.239,62.646,570.801,231.487,208.779,-381.096,558.823,327.866,729.387,320.563,701.816,450.494,605.628,347.73,471,253.848,767,433.348,
"Enterprise Value (EV)",1300.069,1495.752,1535.999,3305.098,14270.543,3028.977,15608.261,3992.769,15117.179,4438.326,15647.614,14260.519,20157.059,21717.435,17730.845,12763.054,10547.92,12977.233,9474.376,12475.958,10107.469,

Balance sheet (ZAR million),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"27 Aug 2020","4 Mar 2020","23 Aug 2019","6 Mar 2019","31 Aug 2018","23 Mar 2018","23 Aug 2017","2 Mar 2017","25 Aug 2016","25 Feb 2016","21 Aug 2015","25 Feb 2015","21 Aug 2014","27 Feb 2014","2 Sep 2013","27 Feb 2013","22 Aug 2012","29 Feb 2012","18 Aug 2011","24 Feb 2011","19 Aug 2010",
"Fixed Assets",2989.889,2962.142,2709.837,2879,2491.635,2650,5072.775,5739.453,6543.623,7744.414,7340.814,7443.611,6831.332,6698.871,6503.295,5477.583,5422.871,5289.661,5220.602,4564.226,4763.589,
"Investments in Associates",118.315,92.917,90.068,970.814,916.423,867.154,917.385,4799.99,893.948,5729.037,871.047,4732.566,807.683,788.118,566.745,512.646,69.319,266.081,252.119,243.915,325.024,
"Investments and Loans",7503.717,9005.787,9451.038,8076.586,5260.334,8778.218,5903.238,1819.107,6193.501,1604.043,5407.14,1027.291,4134.85,4109.327,2738.006,2152,1905.459,1008,977.914,893.79,2690.288,
"Intangible Assets",702.477,772.862,699.652,701.975,706.145,710.909,1032.254,1030.281,1156.512,1604.159,1532.342,1609.646,1508.576,559.763,731.869,679.643,651.922,547.931,627.42,648.729,905.112,
"Deferred Tax Asset",101.696,98.91,53.817,60.945,54.865,59.313,91.253,87.062,149.054,205.705,208.986,191.704,90.536,99.772,109.058,107.435,61.007,89.472,143.064,162.379,162.874,
"Other Assets",544.9,644.9,400,,,,,5855.464,,4957.193,,4640.27,258.457,236.44,222.545,379.05,374.267,380.566,,,,
"Long-Term Receivables",,,,1041,,1335.473,,,,,,,,,,,,,,,,
"Total Fixed Assets",11960.994,13577.517,13404.412,13730.32,9429.402,14401.067,13016.905,19331.357,14936.638,21844.551,15360.329,19645.088,13631.434,12492.291,10871.518,9311.521,8484.845,7422.717,7221.119,6513.039,8846.887,
"Cash",3752.144,4729.85,5698.633,4077.056,11105.598,8978.133,6601.649,9478.073,5928.574,8393.256,5164.12,7404.912,2599.648,6076.314,3129.844,4226.367,3810.059,2979.172,1128.061,1149.857,1234.532,
"Other Current Assets",10824.535,9618.008,8230.063,9887.262,12289.539,15748.559,13591.801,7369.737,13050.88,6218.958,11172.189,5807.227,14182.694,9853.522,9273.041,8535.613,7624.091,10028.482,7292.893,7741.201,4039.752,
"Other Current Assets: Non-current assets held for sale",,,,,,,,,,,,,,,,,,,,,5.112,
"Other Current Assets: Other current assets",,,,,,,,,,,,,,,,,,,7187.534,,4034.64,
"Other Current Assets: Short-term loans",,,,,,,,,,,,,,,,,,,105.359,,,
"Total Current Assets",10468.224,13361.966,13185.262,14003,23395.137,25868,20193.45,16847.81,18979.454,14612.214,16336.309,13212.139,16782.342,15929.836,12402.885,12761,11434.15,12939,8420.954,7378,5274.284,
"Total Assets",26537.673,27925.375,27333.108,27733.32,32824.539,40269.067,33210.355,36179.167,33916.092,36456.765,31696.638,32857.227,30413.776,28422.127,23274.403,22073.501,19918.995,20361.717,15642.073,15404.097,14121.171,
"Ordinary Shareholders' Interest",9201.034,8808.254,8674.098,9430.628,9979.286,13955.235,15036.526,15752.437,17405.936,19146.165,18107.901,17432.296,16678.673,12036.428,11733.48,10114.356,9913.596,9217,6108.875,5856.861,6219.75,
"Minority Interest",-103.604,-71.653,72.33,52.28,43.132,39.094,48.928,48.919,61.733,-6.274,41.052,48.185,62.115,96.239,113.808,126.533,99.668,94.336,95.632,113.854,116.864,
"Total Shareholders' Interest",9097.43,8736.601,8746.428,9482.908,10022.418,13994.329,15085.454,15801.356,17467.669,19139.891,18148.953,17480.481,16740.788,12132.667,11847.288,10240.889,10013.264,9311.336,6204.507,5970.715,6336.614,
"Interest Bearing Loans",1321.936,1193.108,1124.938,1317.32,1085.608,1123.841,1727.396,2226.828,1978.308,2860.106,1912.946,2626.009,2108.496,1973.39,1998.18,2842.339,2387.108,4697.62,1522.438,2858.357,2920.58,
"Deferred Tax Liability",82.065,136.296,220.822,221.415,231.978,240.869,265.35,264.744,263.641,224.675,187.842,188.85,125.732,144.426,152.985,147.004,153.098,124.796,127.688,117.349,14.183,
"Retirement Obligation",,,,,,,,,,,,,,,,,,52.336,,49.628,77.945,
"Other Long-Term Liabilities",835.914,1604.367,1606.741,12193.179,1077.369,20011.249,1271.01,13731.586,837.63,10068.93,431.426,7966.188,148.225,1193.796,995.602,108.037,87.477,,49.265,,,
"Total Long-Term Liabilities",2239.915,2933.771,2952.501,2496,2394.955,1742,3263.756,16223.158,3079.579,13153.711,2532.214,10781.047,2382.453,3311.612,3146.767,3097.38,2627.683,2437,1699.391,1513,3012.708,
"Bank Overdrafts/Short-Term Loans",1755.052,1682.318,1914.055,1828.906,17183.473,584.289,12124.684,1100.224,10395.779,1499.423,8750.343,2154.971,574.705,9141.964,6337.995,4661.346,3901.667,2910.945,2623.823,2016.137,1786.984,
"Other Current Liabilities",13445.276,14572.685,13720.124,2530.752,3223.693,3047.036,2736.461,3054.429,2973.065,2663.74,2265.128,2440.728,10715.83,3835.884,1942.353,4073.886,3376.381,3333.569,5114.352,4391.911,2984.865,
"Total Current Liabilities",14327.309,16255.003,15634.179,15595,20407.166,23266,14861.145,4154.653,13368.844,4163.163,11015.471,4595.699,11290.535,12977.848,8280.348,8735.232,7278.048,8773,7738.175,6407,4771.849,
"Total Liabilities",17440.243,19188.774,18586.68,18091,22802.121,25008,18124.901,20377.811,16448.423,17316.874,13547.685,15376.746,13672.988,16289.46,11427.115,11832.612,9905.731,11210,9437.566,7920,7784.557,
"Total Equity and Liabilities",26537.673,27925.375,27333.108,27573.908,32824.539,39002.329,33210.355,36179.167,33916.092,36456.765,31696.638,32857.227,30413.776,28422.127,23274.403,22073.501,19918.995,20430.371,15642.073,15404.097,14121.171,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"27 Aug 2020","4 Mar 2020","23 Aug 2019","6 Mar 2019","31 Aug 2018","23 Mar 2018","23 Aug 2017","2 Mar 2017","25 Aug 2016","25 Feb 2016","21 Aug 2015","25 Feb 2015","21 Aug 2014","27 Feb 2014","2 Sep 2013","27 Feb 2013","22 Aug 2012","29 Feb 2012","18 Aug 2011","24 Feb 2011","19 Aug 2010",
"Number of Shares in Issue (Actual)",677143000,680284000,680414000,680268000,753084000,751640000,751257000,750548000,750648000,750959000,751479000,751619000,752874000,591586000,590986000,590486000,590336000,589536000,455953000,455803000,454503000,
"Weighted Average Shares in Issue (Actual)",677532000,680442000,680483000,751877000,752504000,751164000,751004000,750539000,750565000,751452000,751585000,678348000,616344000,591109000,590870000,590097000,590081000,478234000,455930000,454591000,454469000,
"Fully Diluted Weighted Average Shares in Issue",677532000,681304000,684707000,756902000,758205000,755810000,756391000,753712000,753691000,754146000,754375000,681330000,620300000,593665000,593519000,592728000,590465000,479192000,457055000,455912000,456450000,
"Market Capitalisation (R'000)",2078829,3421829,4123309,4183648,7063928,10259886,8308902,10094871,8609933,8478327,10107393,16836266,20011391,16582156,12410706,9359203,7969536,8253504,6360544,8637467,6517573,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"27 Aug 2020","4 Mar 2020","23 Aug 2019","6 Mar 2019","31 Aug 2018","23 Mar 2018","23 Aug 2017","2 Mar 2017","25 Aug 2016","25 Feb 2016","21 Aug 2015","25 Feb 2015","21 Aug 2014","27 Feb 2014","2 Sep 2013","27 Feb 2013","22 Aug 2012","29 Feb 2012","18 Aug 2011","24 Feb 2011","19 Aug 2010",
"Earnings Per Share (ZARc)",-44.4,-59.9,-75.3,382.1,321.4,-77.6,-11.5,-254.2,-149.2,-189.8,40.3,147.6,112.5,199.1,90.2,141.8,103.11,111.01,60.83,171.64,95.82,
"Diluted Earnings Per Share (ZARc)",-44.4,-60,-75.4,379.5,318.9,-78.1,-11.9,-254.2,-149.2,-189.8,40.2,146.9,111.8,198.3,89.8,141.2,103,110.8,60.7,171.1,95.4,
"Headline Earnings Per Share (Cont Ops) (ZARc)",3.4,79.7,24.3,63.9,8.3,76,30.8,27.8,-50.8,74.4,43.6,107.5,52,118.7,76.3,102.6,58.9,99.6,55.7,167.7,95.4,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",3.4,79.6,24.2,63.5,8.3,75.5,30.6,27.7,-50.8,74.1,43.5,107.1,51.7,133.7,75.9,102.2,58.9,99.4,55.5,167.2,94.9,
"Interim Dividend (ZARc)",,5,,,,,,,,13.6,13.6,13.6,13.6,20,20,17.5,17.5,17.5,17.5,27,27,
"Final Dividend (ZARc)",,14.2,5,14.6,,,,,,6,,20,,17.1,,15.4,,12,,27,,
"Dividend Per Share (ZARc)",,19.2,5,14.6,,,,,,19.6,13.6,33.6,13.6,37.1,20,32.9,17.5,29.5,17.5,54,27,
"Distributions Per Share (ZARc)",,19.2,5,14.6,,,,,,19.6,13.6,33.6,13.6,37.1,20,32.9,17.5,29.5,17.5,54,27,
"Net Asset Value Per Share (ZARc)",1234,1175,1177,1285,1232,1763,1909,2007,2228,2450,2316,2227,2125,1926,1879,1609,1679.31,1454,1177,1147,1205,
"3 Year Beta",1.23,0.93,0.77,1.02,0.81,0.86,0.61,0.78,0.96,0.57,0.65,0.8,0.49,0.6,0.6,0.89,0.97,0.77,1.16,1.27,1.3,
"Cash Generated Per Share",-73.25,49.58,184.36,-811.47,228.8,56.52,-396.86,292.66,-232.46,376.66,-129.34,73.96,-276.84,460.49,-175.46,258.92,209,-170.08,-120.57,-114.33,-161.18,
"Net Asset Value Per Share (Base Currency)",1234,1175,1177,1285,1232,1763,1909,2007,2228,2450,2316,2227,2125,1926,1879,1609,1679.31,1454,1177,1147,1205,
"Price at Period End (Base Currency)",307,503,606,615,938,1365,1106,1345,1147,1129,1345,2240,2658,2803,2100,1585,1350,1400,1395,1895,1434,
"JSE Market Price High (ZARc)",535,905,905,1540,1540,1575,1474,1485,1485,2278,2278,2895,2895,2875,2162,1585,1579,1939,1939,1910,1796,
"JSE Market Price Low (ZARc)",281,408,578,562,801,1025,1025,850,850,1032,1344,2050,2300,1580,1545,1270,1345,1250,1276,1350,1350,
"JSE Market Price at Period End (ZARc)",307,503,606,615,938,1365,1106,1345,1147,1129,1345,2240,2658,2803,2100,1585,1350,1400,1395,1895,1434,
"JSE Volume Traded (Actual)",104758885,132138577,67307197,197793955,79865712,236901257,101211966,302911058,167012793,349936375,176364811,267875286,149775842,163459139,92731544,142263504,68552880,210561283,111996756,251760929,160529430,
"JSE Rand Value Traded (Actual)",398980487,829067709,498732534,1908973431,1036099839,3159842307,1318936229,3502569145,1833427299,5474181920,3052693890,6786908138,3993267743,3499074753,1751719140,2073330440,1002928992,3124166875,1695744795,3967942191,2475966565,
"12 Month HEPS",58.8,79.7,79.9,63.9,53.5,76,109.4,27.8,-20,74.4,99.1,107.5,94.4,134.3,120,102.6,102.8,99.6,128,167.7,179.3,
"12 Month Dividend",14.2,19.2,19.6,14.6,,,,,6,19.6,19.6,33.6,33.66,30.7,37,35.4,32.9,29.5,29.5,54,54,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"27 Aug 2020","4 Mar 2020","23 Aug 2019","6 Mar 2019","31 Aug 2018","23 Mar 2018","23 Aug 2017","2 Mar 2017","25 Aug 2016","25 Feb 2016","21 Aug 2015","25 Feb 2015","21 Aug 2014","27 Feb 2014","2 Sep 2013","27 Feb 2013","22 Aug 2012","29 Feb 2012","18 Aug 2011","24 Feb 2011","19 Aug 2010",
"Cash generated by operations",511.214,948.661,403.932,902.118,564.145,461.652,229.778,425.96,271.966,1190.897,673.901,1222.86,671.862,647.828,252.547,890.19,451.654,1069.342,422.123,1316.495,658.059,
"Working capital changes",-3.772,100.359,-40.177,119.498,-166.668,97.566,-228.164,65.749,-55.222,221.723,3.6,619.164,166.639,-86.937,-127.231,534.265,438.976,-1264.377,-537.95,-300.935,-265.15,
"Cash generated from operations after WC",507.442,1049.02,363.755,1021.616,397.477,559.218,1.614,491.709,216.744,1412.62,677.501,1842.024,,,,,,,,,,
"Net Cash flow from operating activities",-495.99,337.286,1254.411,-5520.141,1723.034,424.8,-2981.468,2196.589,-1744.965,2828.591,-971.933,555.882,-2084.271,2724.197,-1036.922,1528.891,1233.804,-1002.676,-549.732,-521.099,-732.565,
"Net cash flow from investing activities",-188.878,92.169,-124.109,99.201,-408.172,-299.311,-377.401,-780.161,-615.231,-1139.446,-876.372,-1546.883,-1210.181,-1544.163,-311.665,-637.287,-66.317,6.461,-59.712,-605.904,-379.605,
"Net cash flow from financing activities",-282.407,-298.798,423.797,-659.454,-135.976,245.792,588.118,-271.303,3.054,-927.453,-522.835,1998.983,1867.164,674.05,121.267,482.902,-334.859,3004.542,440.153,618.395,128.254,
"Dividends paid",,-134.385,-139.358,30.624,-29.35,55.57,,29.451,-12.721,-150.996,-49.126,-170.107,-117.257,-173.87,-120.053,-215.472,-62.355,-230.115,-150.999,-299.608,-166.318,
"Net increase(decrease) in cash & cash equivalents",-967.275,130.657,1692.346,-6080.394,1178.886,371.281,-2770.751,1145.125,-2357.142,761.692,-2371.14,1007.982,-1324.934,1854.084,-1227.32,1374.506,832.628,2008.327,-169.291,-508.608,-983.916,
"Cash & Cash Equivalent beginning of period",3758.759,3639.236,3639.236,9566.24,9558.382,9294.457,9294.457,8340.917,8340.917,7188.626,7188.626,6131.503,,,,,,,,,,
"Translation effects on cash & cash equivalents",116.883,-11.134,-15.823,153.39,125.319,-107.356,-47.928,-191.585,-89.923,390.599,46.461,49.141,,,,,,,,,,
"Cash & Cash Equivalent end of period",2908.367,3758.759,5177.512,3639.236,10862.587,9558.382,6475.778,9294.457,5893.852,8340.917,4863.947,7188.626,,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"27 Aug 2020","4 Mar 2020","23 Aug 2019","6 Mar 2019","31 Aug 2018","23 Mar 2018","23 Aug 2017","2 Mar 2017","25 Aug 2016","25 Feb 2016","21 Aug 2015","25 Feb 2015","21 Aug 2014","27 Feb 2014","2 Sep 2013","27 Feb 2013","22 Aug 2012","29 Feb 2012","18 Aug 2011","24 Feb 2011","19 Aug 2010",
"Return on Capital Employed",-5.48,-2.93,-8.15,24.05,39.03,-3.66,-0.9,-5.96,-10.78,-4.43,2.91,3.6,7.4,7.81,7.32,6.36,9.68,4.63,7.26,10.51,9.5,
"Return on Shareholder Funds",-7.45,-3.92,-5.83,30.38,48.35,-4.11,-2.25,-12.07,-12.68,-7.47,3.32,5.82,8.45,11.4,9.26,9.4,12.22,7.8,9.25,13.17,14.02,
"Return on Total Assets",0.79,1.67,0.95,2.79,2.64,1.93,1.97,1.33,-1.45,1.17,3.07,3.31,3.29,9.1,4.85,7.4,5.47,7.1,4.92,6.41,8.63,
"Operating Profit Margin",3.14,13.75,9.54,11.81,1.45,13.93,12.11,13.89,-2.9,4.15,5.61,4.45,4.26,2.71,7.33,1.9,1.86,1.79,1.98,3.02,3.55,
"Net Profit Margin",-15.41,-9.01,-25.85,82.87,149.07,-19.05,-5.85,-58.02,-24.09,-14,5.98,7.2,8.41,7.52,14.66,3.07,3.24,1.48,1.61,2.65,2.93,
"Debt:Equity (excl non-int debt)",0.44,0.52,1.76,0.42,1.92,0.18,1.2,1.07,0.77,0.75,0.62,0.72,0.18,1.03,0.8,0.76,0.65,0.57,0.7,0.59,0.76,
"Interest Bearing Debt as % of Long-Term Finance",12.69,12.02,11.4,12.2,9.77,7.43,10.27,12.35,10.17,13,9.54,13.06,11.19,13.99,14.43,21.73,19.25,33.53,19.7,32.37,31.55,
"Interest Cover",1.49,8.47,8.35,0.76,7.3,-3.33,-5.21,-2.66,22.32,46.9,-29.96,-47.28,16.06,9.7,13.72,33.8,31.67,14.2,9.43,17.66,-86.79,
"Quick Ratio",0.73,0.82,0.84,2.65,1.15,4.14,1.36,4.01,1.42,3.33,1.48,2.74,1.49,1.23,1.5,1.46,1.57,1.47,1.09,1.15,1.11,
"Current Ratio",0.96,0.82,0.84,0.9,1.15,1.11,3.3,4.06,1.42,3.51,1.48,2.87,1.49,2.3,1.5,2.3,1.57,1.8,1.09,1.15,1.11,
"Dividend Cover",,-3.12,-15.06,26.17,,,,,,-9.68,2.96,4.39,8.27,3.2,4.51,3.1,5.89,3.4,3.48,3.18,3.55,
"Dividend Cover (HEPS)",,4.15,4.86,4.38,,,,,,3.8,3.21,3.2,3.82,3.2,3.82,3.12,3.37,3.38,3.18,3.11,3.53,
"Price : Earnings",5.22,6.31,7.58,9.62,17.53,17.96,10.11,48.38,-57.35,15.17,13.57,20.84,28.16,20.87,17.5,15.45,13.13,14.06,10.9,11.3,8,
"Sales Per Share (Base Currency)",521.6,557.04,545.2,461.06,431.19,407.29,394.58,438.06,1239.01,1356.36,1348.2,2050.94,2675.75,2649.6,1230.91,4619.96,6367.24,7503.7,7573.15,6465.28,6550,
"Price/Sales Per Share",0.59,0.9,1.11,1.33,2.18,3.35,2.8,3.07,0.93,0.83,1,1.09,0.99,1.06,1.71,0.34,0.21,0.19,0.18,0.29,0.22,
"Price/Net Asset Value",0.25,0.43,0.51,0.48,0.76,0.77,0.58,0.67,0.51,0.46,0.58,1.01,1.25,1.46,1.12,0.99,0.8,0.96,1.19,1.65,1.19,
"Price/Cash Flow",-8.38,10.15,6.57,-0.76,8.2,24.15,-5.57,4.6,-9.87,3,-20.8,30.29,-19.2,6.09,-23.94,6.12,12.92,-8.23,-23.14,-16.57,-17.79,
"NAV%Price",401.95,233.6,194.22,208.94,131.34,129.16,172.6,149.22,194.25,217.01,172.19,99.42,79.95,68.71,89.48,101.51,124.39,103.86,84.37,60.53,84.03,
"Liquidity%",-5.69,1.76,13.5,-36.38,15.11,1.98,-32.9,10.4,-21.22,15.66,-14.35,3.45,-30.49,16.72,-18.15,12.92,24.91,-8.94,-11.65,-6.58,-18.82,
"Cash Flow:Attributable Profit",-14.21,0.75,14.01,-11.94,-45.28,0.82,-26.89,10.76,9.7,17.55,-5.95,0.73,-12.86,3.49,-4.72,2.4,6.69,-2.13,-4.33,-0.68,-3.37,
"Cash/Equity (%)",41.24,54.14,65.15,42.99,110.81,64.16,43.76,59.98,,43.85,,42.36,,,,,,,,,,
"EV/Ebitda (Pd)",2.31,1.43,2.65,25.32,60.52,35.44,56.81,30.52,,15.84,,21.28,,,,,,,,,,
"PEG Ratio",0.29,0.37,0.73,0.88,0.66,1.04,-1.07,1.31,4.62,-1.22,-1.58,-2.43,-1.46,-1.29,-4.97,-4.39,-44.99,-48.15,0.93,0.97,0.33,

