"Interest Paid",1710.5,3302.5,1571.3,3134.7,1384.2,2971.8,1439.6,903.1,385.2,561.8,262.9,400,159.9,420.3,233.1,176.7,
"Net Interest Paid/(Received)",1206.4,2742.1,1284,2652.6,1192.9,2556.3,1244.8,571.7,223.4,304.8,146,216.8,71.2,260,175.3,71.2,
"Income From Associates Before Tax",483.8,721,255.7,344.2,198.5,291.6,98.1,13.3,-84.9,116,28.8,-470.7,,51.5,,93.1,
"Pre-Tax Profit",11782,-1300.2,-2312.2,-1436.9,163,-7379.7,-5217.1,4244.8,593.5,915.4,79.7,2335,866.9,1954.5,364.2,2615.2,
"Taxation",2051.1,-1733,-2141.5,1083.8,84.7,-2946.6,-414.4,1202.1,505.4,377.2,-5.3,828.1,334.2,256.2,74.6,-365,
"Profit For The Period",9730.9,432.8,-170.7,-2520.7,78.3,-4433.1,-4802.7,3042.7,88.1,538.2,85,1506.9,532.7,1698.3,289.6,2980.2,
"Income Attributable To Minority Interests",345.9,370.7,84,-21.1,1.6,4.3,1,-430.6,-244.9,-178.7,-94.8,-44.6,,5.9,-0.4,0.6,
"Attributable Income Before Extraordinary Items",9385,62.1,-254.7,-2499.6,76.7,-4437.4,-4803.7,3473.3,333,716.9,179.8,1551.5,532.7,1692.4,290,2979.6,
"Income Attributable To Equity Holders",9385,62.1,-254.7,-2499.6,76.7,-4437.4,-4803.7,3473.3,333,716.9,179.8,1551.5,532.7,1692.4,290,2979.6,
"Total Comprehensive Income/Loss for the period",15024.7,-33.1,-852.9,-756.6,1387.9,-5060.3,-4910.2,2911.3,97.6,716.9,85,,,,,,
"Profit Before Capex",9385,62.1,-254.7,-2499.6,76.7,-4437.4,-4803.7,3473.3,333,716.9,179.8,1551.5,532.7,1692.4,290,2979.6,
"Profit After Capex",9385,62.1,-254.7,-2499.6,76.7,-4437.4,-4803.7,3473.3,333,716.9,179.8,1551.5,532.7,1692.4,290,2979.6,
"Headline Earnings (Cont Ops)",9360.4,-1008.2,-1263.1,-16.6,101,-223.9,-2181.8,2507.7,1113.9,674.6,169.6,1417.5,652.2,2309.8,880.8,2977.9,
"Enterprise Value (EV)",115218.775,113944.541,65872.186,44663.535,45240.887,57896.266,55679.252,31593.32,52464.192,24020.012,20611.238,22875.946,26254.429,9539.972,7117.885,3928.2,

Balance sheet (ZAR million),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Aug 2020","19 Feb 2020","29 Aug 2019","21 Feb 2019","23 Aug 2018","22 Feb 2018","30 Aug 2017","23 Feb 2017","25 Aug 2016","25 Feb 2016","6 Aug 2015","19 Feb 2015","31 Jul 2014","20 Feb 2014","13 Aug 2013","1 Mar 2013",
"Ordinary Shareholders' Interest",46021.7,31138.3,30253.4,24724.4,25512.8,23998.2,24064.5,16469.1,14352.1,14984.8,14563.7,14985.9,14380.8,9423.4,8188.2,-9672.7,
"Total Shareholders' Interest",46021.7,31138.3,30253.4,24724.4,25512.8,23998.2,24064.5,16469.1,14352.1,14984.8,14563.7,14985.9,14380.8,9423.4,8188.2,-9672.7,
"Interest Bearing Loans",25101.9,23697.9,21645.9,18316.5,28358,23992,22636.7,8221.5,3248.6,1808.3,3174,2615.8,1266.6,1491.4,3500,2000,
"Other Long-Term Liabilities",23873.9,25252,19473.1,17096.3,10705.1,11118.6,9077.1,5858.7,3389.9,2563.9,2685.4,2880.3,2728.6,1753.2,1803.2,1756.8,
"Long-Term Liabilities",48975.8,48949.9,41119,35412.8,39063.1,35110.6,31713.8,14080.2,6638.5,4372.2,5859.4,5496.1,3995.2,3244.6,5303.2,3756.8,
"Deferred Tax Liability",8067.6,6656.8,7264.2,10153.2,8858.6,8525.2,11901,4915.4,3599.6,3561.4,3702.1,3869.3,3815.7,3735.4,4064.9,4185.5,
"Total Capital Employed",103065.1,86745,78636.6,70290.4,73434.5,67634,67679.3,35464.7,24590.2,22918.4,24125.2,24351.3,22191.7,16403.4,17556.3,-1730.4,
"Mining Assets",65916.8,57480.2,56366.5,54558.2,53204.7,51444.6,54378.2,27240.7,22968,22132.4,22648.6,22704,21177.4,15151,15603.6,16376.1,
"Investments in Associates",5434.6,4038.8,3840.8,3733.9,2683.7,2244.1,2164,2157.4,2192.2,168.8,99.6,70.8,7.8,276.5,254.4,220.1,
"Investments and Loans",782.9,598.7,450.4,156,,,,,,,,,,,,,
"Goodwill",8361.6,6854.9,6894.2,6889.6,7012.2,6396,6809.9,936,1137.3,736.7,736.7,736.7,736.7,,,,
"Deferred Tax Asset",304.2,288.9,76.1,76.9,179.8,206.2,184.2,228.2,138.9,63.2,51.4,51.6,46.7,35.8,18.3,23.3,
"Other Assets",5725.9,5646.6,5592.5,4313.1,3853,3776.4,3680.1,3455.8,2767.1,2413.9,2263.9,2418.3,2260.6,1826.6,1707.4,1331.1,
"Stores",16823.2,15503.4,14210,5294.8,4235.2,3526.5,2962,676.8,550.8,405.9,386.5,327.7,285.3,187.1,,348.9,
"Debtors and Payments in Advance",4360.7,4686.2,5150.6,6868.2,6314.8,6197.6,5164.5,5747.9,2134.1,1627.4,1043.8,992.8,795.9,973.8,,558.3,
"Cash",12040.5,5619,5964.7,2549.1,2099.6,2062.4,6523.2,967.9,870.7,717.4,854.5,562.9,1203.7,1492.4,2090.7,291.8,
"Other Current Assets",471.7,355.1,447.3,483.2,1501,218,678.2,310.6,,,,57.1,71.5,51.7,1295.7,548.1,
"Other Current Assets: Non current assets held for sale",,,,,1270,,,,,,,,,,,,
"Other Current Assets: Non-current assets",,,120.7,,,,,,,,,,,,,,
"Other Current Assets: Other",,,,,35.2,,,,,,,,,,,,
"Other Current Assets: Other receivables",,,49.4,,,,,,,,,,,,,,
"Other Current Assets: Receivables",,,,,,35.2,313.2,,,,,,,,,,
"Other Current Assets: Tax Asset",,,326.6,483.2,195.8,182.8,365,,,,,,,,,,
"Current Assets",33696.1,26163.7,25772.6,15195.3,14150.6,12004.5,15327.9,7703.2,3555.6,2750.7,2284.8,1940.5,2356.4,2705,3386.4,1747.1,
"Total Assets",120222.1,101071.8,98993.1,84923,81084,76071.8,82544.3,41721.3,32759.1,28265.7,28085,27921.9,26585.6,19994.9,20970.1,19697.7,
"Creditors and Provisions",12412.3,12227.3,11782.3,8159.6,6876.3,6732.3,7153.1,5180.5,3881.7,2759.4,2861.7,2714.6,2953.6,2073,,17145.5,
"Tax",1064.6,449.8,571.3,88,257.3,34.9,41.9,88.6,,,,,,,,,
"Bank Overdrafts/Short-Term Loans",1272.1,38.3,5441.3,6188.2,334.3,1657.5,7571.8,752.3,3780.3,1995.3,542.3,554.2,554,499.5,500,2220,
"Other Current Liabilities",2408,1611.4,2561.6,196.8,181.6,13.1,98.2,235.2,506.9,592.6,555.8,301.8,886.3,1019,2913.8,2062.6,
"Current Liabilities",17157,14326.8,20356.5,14632.6,7649.5,8437.8,14865,6256.6,8168.9,5347.3,3959.8,3570.6,4393.9,3591.5,3413.8,21428.1,
"Net Current Assets",16539.1,11836.9,5416.1,562.7,6501.1,3566.7,462.9,1446.6,-4613.3,-2596.6,-1675,-1630.1,-2037.5,-886.5,-27.4,-19681,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Aug 2020","19 Feb 2020","29 Aug 2019","21 Feb 2019","23 Aug 2018","22 Feb 2018","30 Aug 2017","23 Feb 2017","25 Aug 2016","25 Feb 2016","6 Aug 2015","19 Feb 2015","31 Jul 2014","20 Feb 2014","13 Aug 2013","1 Mar 2013",
"Number of Shares in  Issue (Actual)",2676002000,2670029000,2670029000,2266261000,2265879337,2168721000,2125844000,929004342,923902469,916140552,909295000,898840196,898301633,735079000,733603546,731648614,
"Weighted Average Number of Shares (Actual)",2673617000,2507583000,2341567000,2263857000,2261753000,1933850000,1614151000,1544646000,1412734000,912038000,909295000,835936000,772679370,650621000,566412788,731648614,
"Fully Diluted Weighted Average Shares in Issue",2946656000,2578955000,2341567000,2263857000,2286698000,1933850000,1614151000,1546807000,1418405000,917709000,913536000,854727000,792209000,664288000,572013748,731648614,
"JSE Market Capitalisation (R000)",100885275,95827341,44749686,22707935,18648187,34309166,31993952,23587420,46305992,20933812,17749438,20268846,25637529,9041472,5208585,,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Aug 2020","19 Feb 2020","29 Aug 2019","21 Feb 2019","23 Aug 2018","22 Feb 2018","30 Aug 2017","23 Feb 2017","25 Aug 2016","25 Feb 2016","6 Aug 2015","19 Feb 2015","31 Jul 2014","20 Feb 2014","13 Aug 2013","1 Mar 2013",
"Earnings Per Share (ZARc)",351,2,-11,-110,3,-229,-298,225,24,79,20,186,69,260,51.2,407.24,
"Diluted Earnings Per Share (ZARc)",334,2,-11,-110,3,-229,-298,225,23,78,20,182,67,255,51,407,
"Headline Earnings Per Share (Cont Ops) (ZARc)",350,-40,-54,-1,4,-12,-135,162,79,74,19,170,84,355,156,407,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",333,-40,-54,-1,4,-12,-135,162,79,74,19,166,82,348,154,407,
"Distributions Per Share (ZARc)",50,,,,,,,145,85,100,10,112,50,112,37,,
"Net Asset Value Per Share (ZARc)",1719.79,1166.22,1133.07,1090.98,1125.96,1106.56,1132,1772.77,1553.42,1635.64,1601.65,1667.25,1600.89,1909.3,1116.16,1035,
"3 Year Beta",2.64,2,2.32,1.34,2.41,2.93,2.63,2.68,2.36,,,,,,,,
"Cash Generated per share",537.65,354.45,49.71,538.21,103,126.37,51.4,474.22,267.59,383.71,151.86,450.87,278.51,865.27,464.79,358.26,
"Net Asset Value Per Share (Base Currency)",1719.79,1166.22,1133.07,1090.98,1125.96,1106.56,1132,1772.77,1553.42,1635.64,1601.65,1667.25,1600.89,1909.3,1116.16,1035,
"Price at Period End (Base Currency)",3770,3589,1676,1002,823,1582,1505,2539,5012,2285,1952,2255,2854,1230,710,,
"JSE Market Price at Period End (ZARc)",3770,3589,1676,1002,823,1582,1505,2539,5012,2285,1952,2255,2854,1230,710,,
"JSE Market Price High (ZARc)",5155,3589,1804,1716,1716,3540,3540,7248,6352,3395,3395,2970,2920,1750,1750,,
"JSE Market Price Low (ZARc)",1537,950,950,682,738,1414,1414,2144,2268,1316,1841,1230,1200,659,659,,
"JSE Volume Traded (Actual)",2792841150,4455480206,1735474482,2644441122,1566123546,2261033336,1060631087,1535218007,753187886,759147135,329124300,714551559,398892615,820200574,529569807,,
"JSE Value Traded (Actual)",94447695320,90517528043,24735029696,26709859601,16623036449,45488805446,24795821003,69917327035,36205608789,16835756321,8513253094,17009849128,9644520481,9466945970,6196482259,,
"12 Month HEPS",364,-40,-59,-1,127,-12,-52,162,134,74,105,170,283,355,359.5,407,
"12 Month Dividend",50,,,,,,60,60,145,175,100,112,112,112,112,,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Aug 2020","19 Feb 2020","29 Aug 2019","21 Feb 2019","23 Aug 2018","22 Feb 2018","30 Aug 2017","23 Feb 2017","25 Aug 2016","25 Feb 2016","6 Aug 2015","19 Feb 2015","31 Jul 2014","20 Feb 2014","13 Aug 2013","1 Mar 2013",
"Cash generated by operations",15978.7,10559.8,968,8702.4,3623.9,7091.5,1909.1,9836.3,5126.5,6130.3,2253.1,,,,,,
"Working capital changes",973.1,625.6,-449,-1070,-488.4,-522.3,1586.4,-237.6,509,-668,37.3,,,,,,
"Cash generated from operations after WC",16904.7,12702.6,2251.5,14166.1,3128,6135.6,3064.3,8078.9,4145.7,5420.1,2284,7081.4,3269.4,6840,3702.5,5477.4,
"Net Cash flow from operating activities",14387.6,9464,1327.2,12197.2,2333.8,2740.7,1092.7,4405.5,2472.3,3515.3,1380.9,4052.6,2501.9,6360.4,3409.7,2621.2,
"Net cash flow from investing activities",-4863.5,-4864.9,190.2,-7743.5,-3029.5,-28144.4,-24449.6,-9443.8,-5532.6,-3339.9,-1539.3,-4308.8,-1884.6,-3071.5,-1528.6,-3126,
"Net cash flow from financing activities",-3067.1,-1469.9,2077.4,-4101.3,600.9,26806.7,29015.2,5445.8,3370.6,-20.9,450,-673.3,-906,-2088.3,-82.2,433.8,
"Dividends paid",-212.2,-85,-0.3,-0.6,-0.6,-560.4,-560.2,-1611.9,-825.4,-658.4,-567.1,-1005.2,-555.2,-271.9,,-731.3,
"Net increase(decrease) in cash & cash equivalents",6457,3129.2,3594.8,352.4,-94.8,1403,5658.3,407.5,310.3,154.5,291.6,,,,,,
"Cash & Cash Equivalent beginning of period",5619,2549.1,2549.1,2062.4,2062.4,967.9,967.9,717.4,717.4,562.9,562.9,,,,,,
"Translation effects on cash & cash equivalents",-35.5,-59.3,-179.2,134.3,132,,-103,,,,,,,,,,
"Cash & Cash Equivalent end of period",12040.5,5619,5964.7,2549.1,2099.6,2062.4,6523.2,967.9,870.7,717.4,854.5,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Aug 2020","19 Feb 2020","29 Aug 2019","21 Feb 2019","23 Aug 2018","22 Feb 2018","30 Aug 2017","23 Feb 2017","25 Aug 2016","25 Feb 2016","6 Aug 2015","19 Feb 2015","31 Jul 2014","20 Feb 2014","13 Aug 2013","1 Mar 2013",
"Working Revenue Per Share",4115.68,2908.19,2010.18,2237.61,2114.29,2374.1,2381.34,2022.52,2081.74,2490.84,2253.5,2605.52,2544,2971.19,3253.95,2262.49,
"Price/Sales Per Share",0.92,1.23,0.83,0.45,0.39,0.67,0.63,1.26,2.41,0.92,0.87,0.87,1.12,0.41,0.22,,
"Price/Net Asset Value",2.19,3.08,1.48,0.92,0.73,1.43,1.33,1.43,3.23,1.4,1.22,1.35,1.78,0.64,0.64,,
"Price/Cash Flow",14.02,10.13,67.43,1.86,15.98,12.52,58.56,5.35,37.46,5.96,25.71,5,20.49,1.42,3.06,,
"Return on Capital Employed",18.88,0.5,-0.43,-3.59,0.21,-6.55,-14.19,8.58,0.72,2.35,0.7,6.19,4.8,10.35,3.3,-172.23,
"Return on Shareholder Funds",42.29,1.39,-1.13,-10.2,0.61,-18.47,-39.92,18.48,1.23,3.59,1.17,10.06,7.41,18.02,7.07,-30.81,
"Return on Total Assets",23.47,15.71,4.01,8.76,8.84,10.28,5.51,24.45,32.16,22.33,16.45,24.95,14.92,35.76,17.18,28.95,
"Operating Profit Margin",25.17,23.07,12.21,18.05,17.85,20.54,16.82,33.71,36.67,27.89,23.09,34.29,20.35,38.06,21.45,34.31,
"Net Profit Margin",17.06,0.09,-1.08,-4.93,0.32,-9.67,-24.99,11.12,2.26,3.16,1.75,7.12,5.42,8.75,3.15,18,
"Debt:Equity",1.09,1.57,1.54,1.68,1.54,1.53,1.63,0.9,0.73,0.42,0.44,0.4,0.32,0.4,0.71,-0.62,
"Interest Cover",10.37,0.26,-1,0.33,0.97,-2,-3.27,8.4,4.04,3.62,1.35,13.94,13.18,8.32,3.08,36.42,
"Current Ratio",1.96,1.83,1.27,1.04,1.85,1.42,1.03,1.23,0.44,0.51,0.58,0.54,0.54,0.75,0.99,0.08,
"Dividend Cover",7.02,,,,,,,1.55,0.28,0.79,2,1.66,1.38,2.32,1.38,,
"Yield (g/ton)",0.67,0.84,0.54,0.99,2.06,2.29,2.17,2.33,2.39,2.52,2.28,2.61,2.85,3.3,3.2,,
"Tons milled ('000)",18657,21655,19843,18149,9055,19030,9865,20181,10007,10129,9732,10452,7783,13624,6436,12185,
"Output (kg)",12554,18286,10723,17984,18616,43634,21418,47034,23229,25571,22204,27289,22143,44474,20413,38059,
"Price Received (R/kg)",864679,676350,597360,552526,519994,536378,523303,586319,603427,487736,461426,437979,443865,434663,451448,434943,
"Working cost (R/kg)",711335,538696,806500,532081,449758,408773,414902,369707,381635,339017,357508,298520,291212,273281,289031,285851,
"NAV%Price",45.62,32.49,67.61,108.88,136.81,69.95,75.22,69.82,30.99,71.58,82.05,73.94,56.09,155.23,157.21,,
"Price : Earnings",10.36,-89.73,-28.41,-1002,6.48,-131.83,-28.94,15.67,37.4,30.88,18.59,13.26,10.08,3.46,1.97,,
"Profitability %",23.04,16.65,5.8,10.76,10.53,12.39,7.83,25.24,32.92,22.42,16.85,26.75,15.04,36.8,18.86,28.84,
"Solvency %",162.02,144.53,144.01,141.07,145.91,146.09,141.15,165.22,177.97,212.83,207.71,215.85,217.83,189.14,164.06,67.07,
"Int Bearing Debt : Total Assets",0.22,0.23,0.27,0.29,0.35,0.34,0.37,0.22,0.21,0.13,0.13,0.11,0.07,0.1,0.19,0.21,
"EV/Ebitda (Pd)",,12.88,31.37,5.36,,,,,,,,,,,,,
"Liquidity%",38.78,13.53,3.86,20.26,8.4,5.26,3.74,17.45,26.86,26.47,20.43,31.33,41,60.17,53.35,8.92,
"Cash Flow : Attributable Profit",3.95,1.06,2.72,-14.46,50.62,0.62,874.16,0.85,1.72,1.52,3.73,1.48,47.07,1.68,20.13,0.71,
"PEG Ratio",,0.12,26.28,926.9,-0.3,6,47.43,-25.69,-0.92,-0.76,-0.57,-0.41,-0.79,-0.27,,,

