"Total Comprehensive Income/Loss for the period",107.505,78.116,201.048,98.567,330.91,139.422,133.996,17.996,114.097,77.43,52.199,,,
"Headline Earnings (Cont Ops)",155.651,66.526,188.641,95.526,361.445,183.359,112.303,28.757,65.838,34.447,125.916,61.256,26.041,
"Enterprise Value (EV)",986.372,507.803,516.625,497.998,478.517,589.026,432.221,568.501,531.898,527.705,652.192,707.598,-105.521,

Balance sheet (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","21 May 2020","28 Nov 2019","23 May 2019","29 Nov 2018","24 May 2018","23 Nov 2017","25 May 2017","24 Nov 2016","25 May 2016","26 Nov 2015","25 May 2015","24 Nov 2014",
"Fixed Assets",1140.282,1172.345,1160.768,1134.013,1071.869,1023.208,1051.259,1037.11,1048.28,999.031,923.322,1015.126,1045.078,
"Right-of-use Asset",57.909,,,,,,,,,,,,,
"Investments in Associates",13.679,16.169,8.998,9.23,8.789,8.582,8.083,7.364,6.988,6.461,6.731,6.226,6.112,
"Intangible Assets",5.832,6.341,7.722,9.17,10.637,12.124,13.304,14.542,15.559,17.049,12.784,9.543,7.116,
"Deferred Tax Asset",0.326,0.679,0.677,0.683,0.572,1.976,4.192,2.945,0.902,2.457,2.788,3.398,3.051,
"Other Assets",,59.935,,,,,,,,,,,,
"Long-Term Receivables",4.035,3.69,3.356,,,,,,,,,,,
"Total Fixed Assets",1222.063,1259.159,1181.521,1153.096,1091.867,1045.89,1076.838,1061.961,1071.729,1024.998,945.625,1034.293,1061.357,
"Stock",652.383,676.501,667.625,585.287,572.454,494.969,501.134,220.328,631.374,546.738,523.341,475.898,524.916,
"Stock: Biological Assets",354.511,,379.596,,332.058,,299.345,,323.95,,288.775,,,
"Stock: Inventories",297.872,,288.029,,240.396,,201.789,,307.424,,234.566,,,
"Debtors",518.043,477.086,433.28,410.251,425.424,430.827,411.395,429.352,481.48,414.678,334.794,356.432,353.863,
"Cash",251.781,174.281,219.594,245.037,422.461,359.089,261.469,129.042,79.511,148.717,187.503,202.072,105.521,
"Tax",0.516,4.218,7.651,0.15,2.477,,1.943,3.131,1.935,6.932,,,,
"Other Current Assets",,11.476,4.658,3.281,,,1.876,324.943,,13.707,90.823,2.324,0.991,
"Total Current Assets",1422.723,1343.562,1332.808,1244.006,1422.816,1284.885,1177.817,1106.796,1194.3,1130.772,1136.461,1036.726,985.291,
"Total Assets",2644.786,2602.721,2514.329,2397.102,2514.683,2330.775,2254.655,2168.757,2266.029,2155.77,2082.086,2071.019,2046.648,
"Ordinary Share Capital & Premium",1465.069,1465.069,1465.069,1500.248,1500.248,1549.972,1552.67,1575.475,1581.402,1585.386,1585.386,1585.386,1585.386,
"Treasury Shares",19.338,25.521,23.947,,1.541,,,,,,,,,
"Distributable Reserves",525,447.856,606.722,528.654,582.086,447.569,339.966,244.426,226.178,195.548,158.149,93.445,,
"Non-Distributable Reserves",-85.089,-29.894,-210.432,-219.328,-226.402,-242.213,-200.991,-223.93,-211.432,-211.217,-228.968,-174.758,31.233,
"Translation Reserves",,,,,,,,,,,,,-155.395,
"Ordinary Shareholders' Interest",1885.642,1857.51,1837.412,1809.574,1854.391,1755.328,1691.645,1595.971,1596.148,1569.717,1514.567,1504.073,1461.224,
"Total Shareholders' Interest",1885.642,1857.51,1837.412,1809.574,1854.391,1755.328,1691.645,1595.971,1596.148,1569.717,1514.567,1504.073,1461.224,
"Interest Bearing Loans",,,6.021,6.078,6.128,6.181,6.227,6.279,6.318,,,,,
"Deferred Tax Liability",221.475,252.753,242.843,225.451,220.559,220.914,223.199,231.3,228.878,226.923,214.258,210.578,189.577,
"Other Long-Term Liabilities",62.122,61.148,7.926,7.718,7.718,7.608,7.608,7.176,7.176,6.489,6.489,6.345,6.345,
"Total Long-Term Liabilities",283.597,313.901,256.79,239.247,234.405,234.703,237.034,244.755,242.372,233.412,220.747,216.923,195.922,
"Creditors and Provisions",444.384,410.223,420.019,342.604,424.661,319.926,321.549,327.944,417.172,346.568,343.89,349.252,388.037,
"Tax",12.989,0.099,,5.574,,19.631,4.336,,6.029,1.779,2.882,0.771,1.465,
"Bank Overdrafts/Short-Term Loans",,,0.108,0.103,0.099,0.091,0.091,0.087,0.084,,,,,
"Other Current Liabilities",18.174,20.988,,,1.127,1.096,,,4.224,4.294,,,,
"Total Current Liabilities",475.547,431.31,420.127,348.281,425.887,340.744,325.976,328.031,427.509,352.641,346.772,350.023,389.502,
"Total Liabilities",759.144,745.211,676.917,587.528,660.292,575.447,563.01,572.786,669.881,586.053,567.519,566.946,585.424,
"Total Equity and Liabilities",2644.786,2602.721,2514.329,2397.102,2514.683,2330.775,2254.655,2168.757,2266.029,2155.77,2082.086,2071.019,2046.648,

Share/unit data,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","21 May 2020","28 Nov 2019","23 May 2019","29 Nov 2018","24 May 2018","23 Nov 2017","25 May 2017","24 Nov 2016","25 May 2016","26 Nov 2015","25 May 2015","24 Nov 2014",
"Number of Shares in Issue (Actual)",200024716,200024716,200024716,210529716,210529716,221610075,229124000,231163000,231803316,233249000,233248590,233248590,233248590,
"Weighted Average Shares in Issue (Actual)",193291000,192987000,204298000,210365000,220468000,222211000,229124000,231163000,233128000,233249000,233249000,233249000,233249000,
"Fully Diluted Weighted Average Shares in Issue",199653000,195138000,207185000,212579000,222821000,224578000,229124000,,,233249000,233249000,233249000,233249000,
"Market Capitalisation (R'000)",1238153,682084,730090,736854,894751,941843,687372,691177,605007,676422,839695,909670,,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,,2457,,2295,,1609,,1979,,2130,,,

Share statistics,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","21 May 2020","28 Nov 2019","23 May 2019","29 Nov 2018","24 May 2018","23 Nov 2017","25 May 2017","24 Nov 2016","25 May 2016","26 Nov 2015","25 May 2015","24 Nov 2014",
"Earnings Per Share (ZARc)",80.1,34.5,92.6,45.2,164.3,82.4,56,13.9,39.2,26,54,26.7,-4,
"Diluted Earnings Per Share (ZARc)",77.6,34.1,91.3,44.8,162.6,81.6,56,13.9,39.2,26,54,26.7,-4,
"Headline Earnings Per Share (Cont Ops) (ZARc)",80.5,34.5,92.3,45.4,163.9,82.5,49,12.4,28.2,14.8,54,26.3,11,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",78,34.1,91,44.9,162.2,81.6,49,12.4,28.2,14.8,54,26.3,11,
"Interim Dividend (ZARc)",6,6,8,8,20,20,,,,,,,,
"Final Dividend (ZARc)",10,,25,,70,,34,,6,,10,,,
"Dividend Per Share (ZARc)",16,6,33,8,90,20,34,,6,,10,,,
"Distributions Per Share (ZARc)",16,6,33,8,90,20,34,,6,,10,,,
"Net Asset Value Per Share (ZARc)",942.7,928.64,918.59,859.53,880.82,792.08,738.31,690.41,689,672.98,649.34,644.84,626.47,
"3 Year Beta",0.49,0.09,0.13,-0.01,0.5,0.54,,,,,,,,
"Cash Generated Per Share",108.14,36.87,81.34,24.15,204.99,92.03,112.47,37.51,-18.15,-23.11,70.23,48.87,17.98,
"Net Asset Value Per Share (Base Currency)",942.7,928.64,918.59,859.53,880.82,792.08,738.31,690.41,689,672.98,649.34,644.84,626.47,
"Price at Period End (Base Currency)",619,341,365,350,425,425,300,299,261,290,360,390,,
"JSE Market Price High (ZARc)",1157,414,490,490,540,520,335,330,365,365,547,547,,
"JSE Market Price Low (ZARc)",300,300,300,300,250,250,250,261,201,210,278,280,,
"JSE Market Price at Period End (ZARc)",619,341,365,350,425,425,300,299,261,290,360,390,,
"JSE Volume Traded (Actual)",187014460,12942315,55253351,32335008,24210818,11381789,31409632,14084070,40236661,28041304,108002759,85464950,,
"JSE Rand Value Traded (Actual)",1046941712,46253383,223862607,137454302,99027108,41411184,93360597,41174137,115050455,82819806,362985468,284020281,,
"12 Month HEPS",80.5,81.4,92.3,126.8,163.9,119.1,49,25.6,28.2,42.5,54,31.8,11,
"12 Month Dividend",16,31,33,78,90,61,54,6,6,6,10,10,,

Cash flow items,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","21 May 2020","28 Nov 2019","23 May 2019","29 Nov 2018","24 May 2018","23 Nov 2017","25 May 2017","24 Nov 2016","25 May 2016","26 Nov 2015","25 May 2015","24 Nov 2014",
"Cash generated by operations",332.548,144.465,329.847,165.555,547.802,279.278,200.373,67.258,164.25,78.377,232.127,110.83,70.945,
"Working capital changes",-70.312,-73.058,-109.244,-84.357,12.889,-20.375,115.232,50.063,-173.622,-116.126,-53.63,-1.174,-27.649,
"Cash generated from operations after WC",264.954,84.956,213.867,70.876,569.575,255.075,319.018,102.921,-12.374,-39.417,179.601,117.67,43.296,
"Net Cash flow from operating activities",216.311,73.741,162.706,50.835,431.555,203.949,257.688,86.705,-42.061,-53.909,163.819,113.997,41.946,
"Net cash flow from investing activities",-85.413,-51.967,-140.946,-79.643,-87.355,-21.606,-32.745,-16.818,-48.762,28.405,-62.031,-9.615,-35.359,
"Net cash flow from financing activities",-94.463,-67.139,-225.941,-149.745,-175.32,-78.516,-43.709,-20.253,-27.668,-23.314,-1.37,-1.686,76.752,
"Dividends paid",-59.817,-48.191,-162.572,-147.138,-119.733,-75.495,-13.82,-13.813,-23.267,-23.266,,,,
"Net increase(decrease) in cash & cash equivalents",36.435,-45.365,-204.181,-178.553,168.88,103.827,181.234,49.634,-118.491,-48.818,100.418,102.696,83.339,
"Cash & Cash Equivalent beginning of period",219.594,219.594,422.461,422.461,261.469,261.469,79.511,79.511,187.503,187.503,105.521,,,
"Translation effects on cash & cash equivalents",-4.248,0.052,1.314,1.129,-7.888,-6.207,0.724,-0.103,10.499,,-18.436,,,
"Cash & Cash Equivalent end of period",251.781,174.281,219.594,245.037,422.461,359.089,261.469,129.042,79.511,148.717,187.503,,,

Ratios,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","21 May 2020","28 Nov 2019","23 May 2019","29 Nov 2018","24 May 2018","23 Nov 2017","25 May 2017","24 Nov 2016","25 May 2016","26 Nov 2015","25 May 2015","24 Nov 2014",
"Return on Capital Employed",9.93,6.14,9.03,9.29,17.34,18.41,6.62,3.49,4.97,6.74,7.31,7.23,-0.51,
"Return on Shareholder Funds",11.43,7.17,10.3,10.51,19.53,20.87,7.54,4.02,5.72,7.74,8.38,8.27,-0.58,
"Return on Total Assets",8.16,7.07,10.24,10.99,19.88,21.97,7.92,4.2,5.84,7.61,8.34,8.24,-0.95,
"Gross Profit Margin",22.57,22.35,23.14,23.66,22.66,22.26,19.6,18.39,17.6,17.29,17.42,16.65,16.24,
"Operating Profit Margin",4.29,3.75,5.55,5.73,11.48,12,4.2,2.07,3.18,4.23,4.73,4.92,-0.59,
"Net Profit Margin",4.23,2.73,4.28,4.52,8.79,9,3.15,1.57,2.33,3.36,3.66,3.71,-0.24,
"Debt:Equity (excl non-int debt)",0.15,0.17,0.14,0.13,0.13,0.13,0.14,0.15,0.15,0.15,0.15,0.14,0.13,
"Interest Bearing Debt as % of Long-Term Finance",,,0.33,0.33,0.33,0.35,0.37,0.39,0.39,,,,,
"Interest Cover",85.04,115.45,-22.01,-11.89,-19.88,-24.43,-26.58,-16.63,-18.24,-14.82,-20.51,-33.07,22.55,
"Quick Ratio",1.62,1.55,1.58,1.89,2,2.32,2.08,2.7,1.32,1.66,1.77,1.6,1.18,
"Current Ratio",2.99,3.12,3.17,3.57,3.34,3.77,3.61,3.37,2.79,3.21,3.28,2.96,2.53,
"Dividend Cover",5.01,5.75,2.81,5.65,1.83,4.12,1.65,,6.53,,5.4,,,
"Dividend Cover (HEPS)",5.03,5.75,2.8,5.68,1.82,4.13,1.44,,4.7,,5.4,,,
"Debtors Collection Period",37.11,35.7,35.8,35.6,37.67,38.63,37.06,38.39,44.91,41.87,35.23,38.84,36.27,
"Stock Turn",6.05,5.6,5.09,5.49,5.57,6.39,6.5,15.12,5.11,5.47,5.47,5.87,5.68,
"Price : Earnings",7.69,4.19,3.95,2.76,2.59,3.57,6.12,11.68,9.26,6.82,6.67,12.26,,
"Sales Per Share (Base Currency)",2635.97,2527.7,2162.37,1999.69,1869.61,1831.98,1768.43,1765.8,1678.51,1549.89,1486.96,1435.99,1526.67,
"Price/Sales Per Share",0.23,0.13,0.17,0.18,0.23,0.23,0.17,0.17,0.16,0.19,0.24,0.27,,
"Price/Net Asset Value",0.66,0.37,0.4,0.41,0.48,0.54,0.41,0.43,0.38,0.43,0.55,0.6,,
"Price/Cash Flow",5.72,18.5,4.49,28.99,2.07,9.24,2.67,15.94,-14.38,-25.1,5.13,15.96,,
"NAV%Price",152.29,272.33,251.67,245.58,207.25,186.37,246.1,230.91,263.98,232.06,180.37,165.34,,
"Liquidity%",28.49,19.79,24.04,17.3,65.36,70.88,45.77,30.27,-6.28,-18.4,28.87,40.21,7.17,
"Cash Flow:Attributable Profit",1,2.21,0.86,1.07,1.19,2.23,2.02,5.41,-0.46,-1.78,1.29,3.66,-4.94,
"Cash/Equity (%)",13.35,9.38,11.95,13.54,22.78,20.46,15.46,,,,,,,
"EV/Ebitda (Pd)",,,,3.79,0.96,,,,,,,,,
"PEG Ratio",0.19,0.03,0.03,0.02,0.02,0.03,0.04,0.07,0.06,0.03,0.03,0.09,,

