"Interest Payable",2956.313,1504.371,2548.298,1155.82,2431.007,1247.711,2378.058,1109.778,1986.09,946.115,1683.064,656.093,1297.768,706.811,850.716,869.2,691.163,991.961,1098.871,439.599,843.211,184.981,
"Income Before Exceptional Items",3119,1976.889,3993.211,2093.908,3927.043,1722.338,3308.734,1508.646,2805.703,1450.997,2901.675,1523.585,1071.107,-94.831,-22.875,-477.773,-85.426,-439.106,-318.686,-49.309,-156.765,68.846,
"Amortisation",314.277,314.279,62.856,31.428,62.856,,,,,,,,,,,,,,,,,,
"Exceptional Item 1",-19026.887,-8246.197,-76.886,142.764,743.896,1652.69,-1248.147,1405.344,481.706,-1090.357,2084.946,548.979,1974.751,,1225.316,,-176.457,-306.776,-250.163,204.077,1499.856,1059.827,
"Income From Associates Before Tax",-403.9,135.781,-315.972,155.353,2541.427,1548.314,1593.387,825.246,1405.932,577.028,453.053,280.62,439.766,,329.656,,,32.707,-19.988,-19.988,-62.931,-25.024,
"Income Before Tax",-16626.064,-6447.806,3537.497,2360.597,7149.51,4923.342,3653.974,3739.236,4693.341,937.668,5439.674,2353.184,3485.624,1557.654,1532.097,289.389,-261.883,-713.175,-588.837,134.78,1280.16,1103.649,
"Tax",-13.117,-40.838,43.113,-46.68,532.682,199.15,239.842,197.016,88.298,-67.7,-170.662,73.094,-31.303,1.565,-1389.657,74.235,504.968,344.524,-25.575,-65.955,199.884,157.854,
"Profit For The Period",-16612.947,-6406.968,3494.384,2407.277,6616.828,4724.192,3414.132,3542.22,4605.043,1005.368,5610.336,2280.09,3516.927,1556.089,2921.754,215.154,-766.851,-1057.699,-563.262,200.735,1080.276,945.795,
"Income Attributable To Minority Interests",15.317,-115.518,152.491,34.437,41.749,33.677,71.26,37.37,45.349,31.525,275.917,165.033,478.567,324.471,237.372,-0.163,-1108.93,-546.393,-43.951,29.926,-17.07,9.033,
"Net Income Before Extraords",-16628.264,-6291.45,3341.893,2372.84,6575.079,4690.515,3342.872,3504.85,4559.694,973.843,5334.419,2115.057,3038.36,1231.618,2684.382,215.317,342.079,-511.306,-519.311,170.809,1097.346,936.762,
"Extraordinary Items",,,,,,,-13.877,-13.864,5.923,,,,369.458,369.459,935.272,944.146,,,,,,,
"Extraordinary Items: Discontinued operations",,,,,,,-13.877,-13.864,5.923,,,,369.458,369.459,935.272,944.146,,,,,,,
"Income Attributable To Equity Holders",-16628.264,-6291.45,3341.893,2372.84,6575.079,4690.515,3328.995,3490.986,4565.617,973.843,5334.419,2115.057,3407.818,1601.077,3619.654,1159.463,342.079,-511.306,-519.311,170.809,1097.346,936.762,
"Total Comprehensive Income/Loss for the period",-14987.934,-5967.503,3518.758,1466.783,8086.117,4006.932,1941.28,1631.732,4685.795,2546.696,6132.718,,,,,,,,,,,,
"Headline Earnings (Cont Ops)",-2859.624,1228.955,2139.422,2156.117,3679.088,2792.737,4210.831,3227.738,3471.257,1763.24,3103.26,1740.794,2346.86,742.415,2773.532,1034.358,3369.136,1061.172,1911.697,963.889,2611.693,1695.308,
"Enterprise Value (EV)",50620.643,68977.779,84396.411,91740.962,92371.416,95508.638,91666.884,90911.782,80374.956,71802.283,74085.096,65135.932,49568.576,46224.847,43591.132,36513.138,40099.486,35804.161,39358.971,31542.353,30384.337,28814.729,

Balance sheet (ZAR million),"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"1 Dec 2020","4 May 2020","4 Nov 2019","6 May 2019","5 Nov 2018","7 May 2018","6 Nov 2017","8 May 2017","3 Nov 2016","5 May 2016","5 Nov 2015","7 May 2015","6 Nov 2014","8 May 2014","31 Oct 2013","2 May 2013","1 Nov 2012","3 May 2012","3 Nov 2011","4 May 2011","3 Nov 2010","5 May 2010",
"Ordinary Capital & Premium",44593.547,44589.066,44589.066,44329.101,44329.101,43411.827,43070.822,42256.217,36526.352,34188.04,33209.605,25894.246,22558.039,14008.735,12979.046,11660.936,11660.936,11165.049,11788.301,11788.301,11788.301,11602.596,
"Distributable Reserves",-8644.993,1687.19,10597.777,12293.025,12617.787,13328.202,11137.593,,,,,,,,,,,,,,,,
"Non-Distributable Reserves",2334.412,1203.376,773.467,-217.624,730.475,-1474.144,-772.678,12348.088,12833.71,12634.811,11927.667,10767.741,10162.303,8344.207,6854.274,4400.18,3589.663,2639.154,2996.726,3446.747,2669.922,2472.072,
"Ordinary Unitholders Interest",38282.966,47479.632,55960.31,56404.502,57677.363,55265.885,53435.737,54604.305,49360.062,46822.851,45137.272,36661.987,32720.342,22352.942,19833.32,16061.116,15250.599,13804.203,14785.027,15235.048,14458.223,14074.668,
"Debentures",,,,,,,,,,,,,,5320.447,5085.419,4791.714,4791.714,4659.443,4831.731,4831.731,4831.731,4767.591,
"Minority Interest",548.268,392.419,609.166,495.876,471.837,418.255,350.448,323.499,281.3,136.879,,3059.279,3015.595,2966.483,4240.603,45.842,1301.316,1719.413,2271.224,1746.042,652.839,688.749,
"Total Stockholders' Interest",38831.234,47872.051,56569.476,56900.378,58149.2,55684.14,53786.185,54927.804,49641.362,46959.73,45137.272,39721.266,35735.937,30639.872,29159.342,20898.672,21343.629,20183.059,21887.982,21812.821,19942.793,19531.008,
"Interest Bearing Loans",34790.63,36523.57,36725.956,34072.102,33654.006,26582.502,27918.257,28709.08,21148.712,25054.17,21602.14,18032.53,14355.324,14853.459,12873.367,9380.964,12648.732,13465.872,16166.163,10894.911,9562.035,8824.894,
"Other Long-Term Liabilities",3688.457,1958.592,1574.315,709.798,993.854,283.697,492.254,141.53,35.066,27.105,69.891,181.274,131.923,44.848,62.671,414.38,530.831,303.843,369.606,60.661,208.529,101.542,
"Long-Term Liabilities",38479.087,38482.162,38300.271,34781.9,34647.86,26866.199,28410.511,28850.61,21183.778,25081.275,21672.031,18213.804,14487.247,14898.307,12936.038,9795.344,13179.563,13769.715,16535.769,10955.572,9770.564,8926.436,
"Deferred Tax Liability",552.299,551.602,934.628,817.83,865.971,801.221,642.261,632.718,269.318,176.231,274.919,546.593,509.998,581.301,589.524,2100.138,2080.369,1723.876,1426.797,1420.931,2178.742,2175.006,
"Total Capital Employed",77862.62,86905.815,95804.375,92500.108,93663.031,83351.56,82838.957,84411.132,71094.458,72217.236,67084.222,58481.663,50733.182,46119.48,42684.904,32794.154,36603.561,35676.65,39850.548,34189.324,31892.099,30632.45,
"Investments",69.679,765.143,937.288,1284.349,1935.843,1196.341,1453.994,274.007,974.62,1336.848,988.793,3933.827,2750.9,2047.805,2050.203,2664.022,5341.485,4659.369,4664.346,5086.701,5099.485,3547.159,
"Investments In Associates",8608.698,12212.336,11850.004,11307.432,11508.63,11429.435,15253.726,16329.964,17954.385,13192.453,10434.484,4717.068,4173.173,3993.422,1654.067,1585.345,1963.05,1833.513,1236.726,236.95,,,
"Fixed Assets / Property",63523.43,72729.248,78835.693,75829.563,74468.625,65989.791,63273.708,63670.627,51748.742,49675.192,49934.417,45112.759,40906.077,36252.086,32812.494,21601.215,29735.776,28736.351,28847.983,22531.809,21650.529,21033.471,
"Goodwill",,,5622.459,5714.777,5746.203,5777.633,5809.059,5840.487,5304.191,5335.62,5367.047,5297.248,3769.57,3647.251,3647.251,2755.471,4659.334,3815.108,3849.609,4547.565,4682.809,4754.428,
"Intangible Assets",,,,,,,,,,,,,1559.106,1585.521,1616.871,1853.825,,,,,,,
"Other Assets",2640.671,2464.865,2176.808,1858.376,2183.986,2895.527,1820.782,1757.294,1047.379,1089.327,1040.589,1276.554,1848.513,1643.609,1015.171,885.43,1676.731,1322.644,1437.881,1844.703,285.795,265.484,
"Debtors",686.764,823.173,1120.777,879.886,1076.079,949.881,912.752,827.361,577.56,729.863,617.964,819.341,580.021,497.899,453.483,277.24,678.791,640.868,742.665,638.44,572.277,353.238,
"Cash and Short Term Funds",232.078,742.072,406.694,380.592,421.978,323.441,180.661,683.651,208.366,165.435,129.924,458.494,350.606,529.658,358.908,49.354,351.333,452.84,660.148,210.78,606.98,340.07,
"Other Current Assets",6408.526,2338.762,1793.28,1916.179,1351.879,4847.661,2787.929,2349.012,1996.965,2579.488,1975.502,1049.635,1552.198,1122.258,5273.149,3479.399,2349.755,2316.036,2924.128,1039.214,2074.246,1800.452,
"Other Current Assets: Assets held for sale",,,,,,,,,,,,464.648,,961.07,,3377.582,,2066.825,,788.323,,,
"Other Current Assets: Guarantee fee receivable",,,,,,,,,,,,,,,,,,21.349,,20.669,,60.535,
"Other Current Assets: Investment in associate",,,,,,,,,,,,,,,,,,,,,,428.849,
"Other Current Assets: Listed securities income receivable",,,,,,,,,,,,61.384,,26.936,,61.491,,146.931,,109.459,,,
"Other Current Assets: Loans receivable",,,,,,,,,,,,504.926,,113.06,,12.988,,51.822,,,,1182.222,
"Other Current Assets: Non-current assets",,,,,,,,,,,,,,,,,,,,,,96.7,
"Other Current Assets: Properties held for sale",,,,,,,,,,,,18.677,,,,,,,,,,,
"Other Current Assets: Properties held for trading",,,,,,,,,,,,,,21.192,,27.338,,29.109,,120.763,,,
"Other Current Assets: Property Plant and Equipment",,,,,,,,,,,,,,,,,,,,,,32.146,
"Current Assets",7327.368,3904.007,3320.751,3176.657,2849.936,6120.983,3881.342,3860.024,2782.891,3474.786,2723.39,2327.47,2482.825,2149.815,6085.54,3805.993,3379.879,3409.744,4326.941,1888.434,3253.503,2493.76,
"Total Assets",82169.846,92075.599,102743.003,99171.154,98693.223,93409.71,91492.611,91732.403,79812.208,74104.226,70488.72,62664.926,57490.164,51319.509,48881.597,35151.301,46756.255,43776.729,44363.486,36136.162,34972.121,32094.302,
"Creditors",1614.964,1507.48,2020.682,1550.764,2278.322,1300.759,1180.736,1132.925,922.864,1013.173,906.398,1183.027,1294.307,1029.365,948.055,560.876,1114.781,874.394,1037.126,685.222,636.386,541.107,
"Dividends",,,,,,,,,,,,,,1115.697,1025.396,930.287,897.162,845.553,993.19,429.487,456.33,891.595,
"Receiver of Revenue",24.992,2.273,10.677,,6.038,1.171,6.303,10.095,4.427,27.753,22.392,31.927,47.672,8.325,6.39,5.378,28.078,45.494,187.691,,,,
"Bank O/D & S/T Loans",2095.227,3309.264,4828.463,5076.823,2731.98,8483.233,7201.778,5919.48,7349.271,583.912,2180.058,,,,,,,,,,,11.831,
"Other Current Liabilities",572.043,350.767,78.806,43.459,13.852,272.987,264.837,258.771,441.188,262.152,295.65,2968.309,5415.003,3046.642,4216.852,860.606,8112.673,6334.638,2294.931,832.129,1987.306,17.319,
"Current Liabilities",4307.226,5169.784,6938.628,6671.046,5030.192,10058.15,8653.654,7321.271,8717.75,1886.99,3404.498,4183.263,6756.982,5200.029,6196.693,2357.147,10152.694,8100.079,4512.938,1946.838,3080.022,1461.852,
"Net Current Assets",3020.142,-1265.777,-3617.877,-3494.389,-2180.256,-3937.167,-4772.312,-3461.247,-5934.859,1587.796,-681.108,-1855.793,-4274.157,-3050.214,-111.153,1448.846,-6772.815,-4690.335,-185.997,-58.404,173.481,1031.908,

Share/unit data,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"1 Dec 2020","4 May 2020","4 Nov 2019","6 May 2019","5 Nov 2018","7 May 2018","6 Nov 2017","8 May 2017","3 Nov 2016","5 May 2016","5 Nov 2015","7 May 2015","6 Nov 2014","8 May 2014","31 Oct 2013","2 May 2013","1 Nov 2012","3 May 2012","3 Nov 2011","4 May 2011","3 Nov 2010","5 May 2010",
"Number of Linked Units Issued (Actual)",5432630000,5431786000,5431786000,5404403000,5404403000,5321701000,5288655000,5210982000,4700911000,4489092000,4393103000,3758667000,3404630000,3065102000,2929702000,2760497000,2760497000,2684295000,2684295000,2684295000,2684295000,2674295000,
"Weighted Ave Stock Units (Actual)",5432191000,5431786000,5411530000,5404403000,5342395000,5304452000,5053451000,4855398000,4500281000,4440570000,3743055000,3656134000,3090599000,2995531000,2824980000,2760497000,2694914000,2684295000,2684295000,2684295000,2661915000,2648662000,
"Fully Diluted Weighted Average Shares in Issue",5442415000,5438326000,5428383000,5420708000,5356688000,5318597000,5066217000,4855398000,4500281000,4440570000,3743055000,3795745000,3654675000,,2929702000,,,,,,,,
"Market Capitalisation (R000)",13418596,29494598,42639520,52476753,55935571,60348089,56377062,56643374,51804039,46192757,50432822,44502617,32548263,28934563,26836070,27135686,26500771,21071716,21581732,19112180,20776443,19629325,
"Number of Employees",,,484,,457,,424,,,,,,,,,,,,,,,,

Share statistics,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"1 Dec 2020","4 May 2020","4 Nov 2019","6 May 2019","5 Nov 2018","7 May 2018","6 Nov 2017","8 May 2017","3 Nov 2016","5 May 2016","5 Nov 2015","7 May 2015","6 Nov 2014","8 May 2014","31 Oct 2013","2 May 2013","1 Nov 2012","3 May 2012","3 Nov 2011","4 May 2011","3 Nov 2010","5 May 2010",
"Earnings Per Linked Unit (ZARc)",-306.11,-115.83,61.76,43.91,123.07,88.43,65.88,71.9,101.45,21.93,142.52,57.85,146.36,90.69,199.38,75.7,77.36,12.45,48.65,37.36,107.1,69.03,
"Diluted Earnings Per Linked Unit (ZARc)",-306.11,-115.61,61.55,43.8,123.01,88.2,65.71,71.9,101.45,21.93,142.52,55.72,123.78,90.69,,,77.36,,,,,,
"Headline Earnings Per Linked Unit (CO) (ZARc)",-52.64,22.63,39.53,39.9,68.87,52.65,83.6,66.48,77,39.71,82.91,47.61,75.48,23.68,97.21,37.35,153.12,39.53,71.22,35.91,97.3,64.01,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",-52.64,22.67,39.39,39.8,68.7,52.52,83.39,66.48,77,39.71,82.91,45.86,63.83,23.68,,,153.12,,,,,,
"Distributions Per Linked Unit (ZARc)",,,97.32,49.19,97.1,47.3,92,44.82,86,41.7,80,39,74.54,36.4,68.7,33.7,64,31.5,68,31,66.5,33.5,
"Net Asset Value Per Linked Unit (ZARc)",714.85,884.26,1047.44,1047.44,1083.25,1053.56,1022.53,1060.01,1055.74,1046.96,1033.72,989.94,976.03,921.82,870.68,831.48,801.4,752.06,783.95,800.5,799.79,785.9,
"3 Year Beta",1.87,0.64,0.37,0.37,0.43,0.52,0.67,0.75,1,0.13,-0.08,-0.16,-0.04,-0.08,-0.22,0.35,0.35,0.36,0.25,0.17,0.25,0.22,
"Cash Generated Per Linked Unit",49.13,39.31,85.14,34.49,92.2,45.6,75.33,44.01,60.72,36.03,64.31,-13.06,5.46,0.35,-10.45,3.52,-6.75,-10.02,20.31,1.85,-0.97,20.8,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,
"Net Asset Value Per Linked Unit (Base Currency)",714.85,884.26,1047.44,1047.44,1083.25,1053.56,1022.53,1060.01,1055.74,1046.96,1033.72,989.94,976.03,921.82,870.68,831.48,801.4,752.06,783.95,800.5,799.79,785.9,
"Price at Period End (Base Currency)",247,543,785,971,1035,1134,1066,1087,1102,1029,1148,1184,956,944,916,983,960,785,804,712,774,734,
"JSE Market Price at Period End (ZARc)",247,543,785,971,1035,1134,1066,1087,1102,1029,1148,1184,956,944,916,983,960,785,804,712,774,734,
"JSE Market Price High (ZARc)",844,844,1061,1064,1217,1186,1175,1175,1240,1200,1268,1192,1054,1054,1188,1024,963,804,833,833,777,741,
"JSE Market Price Low (ZARc)",139,543,757,934,966,966,1005,1005,805,805,910,910,865,865,867,868,717,717,682,694,654,663,
"JSE Volume Traded (Actual)",7457671221,1889097000,3468379630,1862660113,3250485349,1821095877,3026853298,1577178843,3292686219,1582180338,2570813128,930780247,1356592884,608887380,969685666,371415534,823689893,411123146,830453406,422956069,1051150950,529945801,
"JSE Rand Value Traded (Actual)",29306417008,14240410679,33145713648,18434309467,35322026251,19504210482,33094506231,17395747659,36045088346,16516403327,28580300707,9728999789,12942807838,5744395351,9491118693,3515109583,6638055024,3135938380,6259246697,3210083928,7522948467,3716997357,
"12 Month HEPS",-52.64,22.26,39.53,56.12,68.87,69.77,83.6,103.77,77,75.01,82.91,99.41,75.48,83.54,97.21,151.06,153.12,74.84,71.22,69.2,97.3,132.7,
"12 Month Dividend",,48.13,97.32,98.99,97.1,94.48,92,92,89.12,86,82.7,77.14,77.14,74.54,71.4,68.7,66.2,64,53,68,66.5,66.5,

Cash flow items,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"1 Dec 2020","4 May 2020","4 Nov 2019","6 May 2019","5 Nov 2018","7 May 2018","6 Nov 2017","8 May 2017","3 Nov 2016","5 May 2016","5 Nov 2015","7 May 2015","6 Nov 2014","8 May 2014","31 Oct 2013","2 May 2013","1 Nov 2012","3 May 2012","3 Nov 2011","4 May 2011","3 Nov 2010","5 May 2010",
"Cash generated by operations",,,5566.867,,5485.111,,,,4406.522,,,,,,,,,,,,,,
"Working capital changes",,,-299.688,,914.414,,-96.158,,82.317,,2.845,,,,,,,,,,,,
"Cash generated from operations after WC",4333.031,2750.159,5267.179,2178.064,6399.525,2662.365,4671.34,2579.154,4494.762,2193.799,4239.622,,,,,,,,,,,,
"Net Cash flow from operating activities",2669.317,2135.073,4624.772,1863.781,4983.01,2426.894,3984.097,2293.481,2854.259,1617.358,2825.081,-490.845,185.991,10.852,-306.179,97.109,-186.419,-268.934,545.115,49.536,-25.914,556.251,
"Net cash flow from investing activities",1447.734,-841.782,-4665.591,-2500.378,-97.743,-903.515,-328.36,689.274,-7358.891,-1892.351,-6371.977,-4102.997,-5871.318,-2265.683,-5209.623,-1292.127,-2590.345,-1020,-2781.932,-1037.534,-3115.67,-763.277,
"Net cash flow from financing activities",-4223.766,-1022.542,15.461,633.056,-4508.846,-1358.528,-3781.996,-2538.538,4737.426,292.456,3459.777,4961.69,5558.778,2447.297,5504.581,891.265,2393.403,1051.618,2284.967,656.566,3678.382,435.942,
"Dividends paid",-2614.319,520.692,-5349.819,-2691.392,-5031.252,-2495.166,-4418.066,-2082.504,-3673.124,-1801.172,-2859.144,-1368.112,-2141.093,-1025.396,-1884.471,,-1838.742,-993.189,-1288.461,-858.974,-1632.3,-311.218,
"Net increase(decrease) in cash & cash equivalents",-106.715,270.749,-25.358,-3.541,376.421,164.851,-126.259,444.217,232.791,17.463,-87.119,,,,,,,,,,,,
"Cash & Cash Equivalent beginning of period",406.694,406.694,421.978,421.978,180.661,180.661,208.366,208.366,129.924,129.924,350.606,,,,,,,,,,,,
"Translation effects on cash & cash equivalents",-67.9,64.629,10.074,-37.845,-135.104,-22.071,98.554,31.068,-154.349,18.048,-133.563,,,,,,,,,,,,
"Cash & Cash Equivalent end of period",232.078,742.072,406.694,380.592,421.978,323.441,180.661,683.651,208.366,165.435,129.924,,,,,,,,,,,,

Ratios,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"1 Dec 2020","4 May 2020","4 Nov 2019","6 May 2019","5 Nov 2018","7 May 2018","6 Nov 2017","8 May 2017","3 Nov 2016","5 May 2016","5 Nov 2015","7 May 2015","6 Nov 2014","8 May 2014","31 Oct 2013","2 May 2013","1 Nov 2012","3 May 2012","3 Nov 2011","4 May 2011","3 Nov 2010","5 May 2010",
"Turnover Per Share",161.7,177.39,162.45,162.64,158.01,148.3,154.23,147.8,147.69,148.99,177.63,179.87,181,185.25,128.3,134.09,112.2,143.61,130.27,125.05,117.86,111.81,
"Price/Sales Per Share",1.53,3.06,4.83,5.97,6.55,7.65,6.91,7.35,7.46,6.91,6.46,6.58,5.28,5.1,7.14,7.33,8.56,5.47,6.17,5.69,6.57,6.56,
"Price/Net Asset Value",0.35,0.61,0.75,0.93,0.96,1.08,1.04,1.03,1.04,0.98,1.11,1.2,0.98,1.02,1.05,1.18,1.2,1.04,1.03,0.89,0.97,0.93,
"Price/Cash Flow",5.03,27.63,9.22,56.31,11.23,49.74,14.15,49.4,18.15,57.12,17.85,-181.32,175.09,5394.29,-87.66,558.52,-142.22,-156.69,39.59,771.65,-797.94,70.58,
"Return on Capital Employed",-21.34,-14.74,3.65,5.2,7.06,11.34,4.1,8.36,6.49,2.78,8.36,7.8,9.86,13.19,13.75,12.74,2.67,-1.19,3.17,6.04,8.96,12,
"Return on Stockholder Funds",-42.78,-26.77,6.18,8.46,11.38,16.97,6.32,12.85,9.29,4.28,12.43,11.48,14,19.85,20.13,20,4.57,-2.1,5.77,9.47,14.33,18.82,
"Return on Total Assets",6.9,7.86,6.41,7.29,9.57,10.31,8.5,8.02,8.32,8.65,7.74,8.58,7.52,7.5,7.27,8.66,5.58,7.16,6.38,7.61,7.93,8.2,
"Operating Profit Margin",69.16,72.26,74.41,73.94,75.32,75.51,72.97,72.97,72.09,72.47,68.95,66.29,62.29,62.27,78.37,71.41,77.67,72.55,74.51,72.84,78.53,77.35,
"Net Profit Margin",-323.91,-212.38,60.99,85.45,120.9,187.46,66.1,149.6,108.83,46.42,123.04,97.04,97.8,92.67,127.43,87.72,14.57,-36.56,-19.93,13.97,44.54,81.78,
"Debt : Equity",1.04,0.87,0.76,0.7,0.64,0.63,0.66,0.63,0.57,0.55,0.53,0.46,0.41,0.49,0.44,0.47,0.62,0.68,0.76,0.5,0.49,0.46,
"Interest Cover",,,,,,,,,,3.7,3.4,,3.12,1.55,1.41,1.42,1.35,1.65,1.43,1.47,1.39,1.28,
"Current Ratio",1.7,0.76,0.48,0.48,0.57,0.61,0.45,0.53,0.32,1.84,0.8,0.56,0.37,0.41,0.98,1.61,0.33,0.42,0.96,0.97,1.06,1.71,
"Dividend Cover",,,0.63,0.89,1.27,1.87,0.72,1.6,1.18,0.53,1.78,1.48,1.96,2.49,2.9,2.25,1.21,0.4,0.72,1.21,1.61,2.06,
"Debtors Collection Period",48.83,50.71,74.65,57.83,72.22,69.28,66.15,64.71,50.25,63.49,52.03,68.6,60.76,52.59,58.27,38.28,105.5,83.64,104.04,95.32,84.78,56.28,
"Operating Return on Investment",8.07,8.06,6.87,7.2,7.12,7.45,7.78,7.3,7.96,8.23,8.51,8.89,7.98,9.02,8.15,10.89,6.7,8.37,7.77,8.85,9.21,9.32,
"Operating Income : Turnover",58.44,61.49,62.33,63.18,64.42,63.62,64.62,65.03,63.12,63.43,65.2,66.29,62.29,62.27,78.37,71.41,77.67,72.55,74.51,72.84,78.53,77.35,
"Return on Stockholder Funds",,,9.34,9.34,9.02,9.04,9.05,8.5,8.14,7.97,7.79,7.38,7.1,7.28,6.9,8.9,8.28,8.38,8.34,7.63,8.95,9.17,
