"Profit Before Exceptional Items",40.965,65.123,33.37,48.142,14.466,-118.195,10.884,-3.22,24.24,44.734,26.445,186.029,82.608,146.307,78.288,142.408,72.956,123.131,36.116,18.982,10.7,-0.4,
"Exceptional Item 1",,,,,,,,,,-0.907,0.851,8.576,2.601,10.652,2.78,1.297,,,,,,,
"Profit Before Interest And Tax",40.965,65.123,33.37,48.142,14.466,-118.195,10.884,-3.22,24.24,43.827,27.296,194.605,85.209,156.959,81.068,143.705,72.956,123.131,36.116,18.982,10.7,-0.4,
"Interest Received",1.02,2.868,1.428,3.812,1.486,6.034,2.791,1.311,,0.907,,,,,,,,,0.693,0.259,2.3,,
"Interest Paid",0.924,1.985,0.975,1.209,0.524,5.19,2.109,5.869,2.693,4.694,1.846,9.212,4.401,4.155,3.002,5.945,2.588,4.829,1.36,0.363,0.8,0.1,
"Net Interest Paid/(Received)",-0.096,-0.883,-0.453,-2.603,-0.962,-0.844,-0.682,4.558,2.693,3.787,1.846,9.212,4.401,4.155,3.002,5.945,2.588,4.829,0.667,0.104,-1.5,0.1,
"Income From Associates Before Tax",,,,,,,,,,,-1.116,-3.261,-1.223,-0.573,-0.364,-0.219,-0.309,-0.135,,,,,
"Income Before Tax",41.061,66.006,33.823,50.745,15.428,-117.351,11.566,-7.778,21.547,40.04,24.334,182.132,79.585,152.231,77.702,137.541,70.059,118.167,35.449,18.878,12.2,-0.5,
"Taxation",11.271,20.002,9.593,17.098,7.202,22.018,13.157,25.318,5.35,20.387,8.621,45.671,23.169,39.592,22.792,40.961,20.435,46.843,10.776,5.51,-7.8,0.2,
"Profit For The Period",29.79,46.004,24.23,33.647,8.226,-139.369,-1.591,-33.096,16.197,19.653,15.713,136.461,56.416,112.639,54.91,96.58,49.624,71.324,24.673,13.368,20,-0.7,
"Income Attributable To Minority Interests",10.945,16.395,8.055,11.348,4.1,6.466,3.664,2.36,0.207,10.088,10.263,7.358,-0.292,0.777,2.207,0.502,-0.058,,1.997,0.476,0.7,,
"Attributable Income Before Extraordinary Items",18.845,29.609,16.175,22.299,4.126,-145.835,-5.255,-35.456,15.99,9.565,5.45,129.103,56.708,111.862,52.703,96.078,49.682,71.324,22.676,12.892,19.3,-0.7,
"Extraordinary Profit",,,,9.114,9.114,-42.281,0.897,1239.026,38.642,99.439,56.941,-4.599,,-48.774,-36.822,6.378,1.129,,,,,0.1,
"Extraordinary Profit: Discontinued Operations",,,,9.114,9.114,-42.281,0.897,1239.026,38.642,,56.941,,,-48.774,-6.649,6.378,1.129,,,,,,
"Extraordinary Profit: Foreign Exchange (loss)/gain",,,,,,,,,,17.398,,-4.599,,,0.97,,,,,,,,
"Extraordinary Profit: Goodwill impairment on discontinued operations",,,,,,,,,,,,,,,-31.143,,,,,,,,
"Income Attributable To Equity Holders",18.845,29.609,16.175,31.413,13.24,-188.116,-4.358,1203.57,54.632,109.004,62.391,124.504,56.708,63.088,15.881,102.456,50.811,71.324,22.676,12.892,19.3,-0.6,
"Total Comprehensive Income/Loss for the period",90.631,66.9,33.612,35.303,6.426,-181.458,-9.576,1197.747,43.828,136.49,88.007,131.862,,,,,,,,,,,
"Headline Earnings (Cont Ops)",18.861,29.744,16.198,22.578,4.236,-20.236,-5.255,-10.406,13.084,15.793,12.719,124.491,56.708,102.289,52.703,98.439,49.566,71.324,22.676,,17.84,-0.7,
"Enterprise Value (EV)",234.881,166.993,136.392,138.992,120.685,223.254,285.527,357.52775,1739.91446,1588.0154,1627.47504,1733.55175,1558.42334,1228.63384,1586.53555,1823.25417,2111.24509,-1.916,407.772,260.692,655.204,17.654,

Balance sheet (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Aug 2011","Feb 2011","Aug 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (7m)","Final (12m)","Interim (6m)","Final (14m)","Final (12m)",
,"27 Nov 2020","17 Jul 2020","28 Nov 2019","28 Jun 2019","7 Dec 2018","16 Jul 2018","20 Dec 2017","3 Jul 2017","14 Dec 2016","29 Jun 2016","30 Nov 2015","24 Jun 2015","27 Nov 2014","30 Jun 2014","28 Nov 2013","25 Jun 2013","29 Nov 2012","31 May 2012","30 Nov 2011","19 Apr 2011","15 Dec 2010","1 Oct 2010",
"Fixed Assets",3.136,3.224,3.743,4.247,5.17,6.031,7.226,7.792,8.183,64.969,57.83,51.268,51.003,35.934,27.994,31.866,30.066,7.569,1.875,1.912,2.07,,
"Right-of-use Asset",15.602,18.145,17.313,,,,,,,,,,,,,,,,,,,,
"Investments in Associates",,,,,,,,,,9.658,13.811,14.906,8.523,1.493,1.184,,4.288,,,,,,
"Investments and Loans",110.572,52.07,43.654,33.328,,,,,,,,,,,,1.398,,2.225,,,,,
"Goodwill",135.668,135.666,135.666,135.666,135.666,135.666,262.694,253.927,320.918,397.96,414.622,414.048,411.061,423.361,424.428,472.816,463.984,69.348,7.565,7.565,7.56,,
"Intangible Assets",0.161,0.214,0.283,0.245,0.345,0.675,,9.567,,,,,,,,,1.166,,16.288,8.582,2.8,,
"Deferred Tax Asset",4.258,2.519,9.331,2.891,3.75,2.139,3.768,7.352,7.746,14.197,10.937,7.483,7.589,4.841,5.145,3.187,,1.379,,0.668,6.03,0.2,
"Other Assets",,,,,28.026,25.786,29.977,34.33,15.192,11126.651,10272.789,9978.053,8949.017,6795.65,6706.509,6091.274,5986.29,4830.133,2.904,2.758,2.61,,
"Long-Term Receivables",,,,,,,,,0.497,54.186,52.386,51.874,30.586,70.288,72.138,73.607,35.515,31.332,,,,,
"Total Fixed Assets",269.397,211.838,209.99,176.377,172.957,170.297,303.665,312.968,352.536,11667.621,10822.375,10517.632,9457.779,7331.567,7237.398,6674.148,6521.309,4941.986,28.632,21.485,21.07,0.2,
"Stock",,,,,,,9.887,19.787,45.106,35.688,41.025,22.154,17.764,10.506,22.294,16.096,19.795,,24.839,30.955,17.2,,
"Debtors",93.475,102.908,108.654,112.075,87.953,91.269,119.461,224.214,105.458,214.959,224.744,210.924,189.142,171.692,126.375,167.139,153.885,17.855,50.025,35.056,27.19,0.3,
"Cash",74.405,66.278,45.893,31.08,43.693,34.202,49.752,38.172,8.868,191.591,126.775,96.972,74.12,55.086,71.244,106.903,217.525,52.831,3.105,0.296,14.6,12.1,
"Tax",1.115,0.753,0.068,0.521,3.161,1.817,0.174,,24.278,13.623,25.84,14.262,2.676,3.398,4.719,11.688,3.651,2.24,1.739,1.945,1.44,,
"Other Current Assets",1.517,1.355,11.481,1.295,2.233,60.327,106.963,82.234,12772.514,621.963,73.565,561.79,354.213,287.082,515.712,375.159,905.428,599.878,,,,,
"Total Current Assets",170.512,171.294,166.096,144.971,137.04,187.615,286.237,364.407,12956.224,1077.824,491.949,906.102,637.915,527.764,740.344,676.985,1300.284,672.804,79.708,68.252,60.43,12.4,
"Total Assets",439.909,383.132,376.086,321.348,309.997,357.912,589.902,677.375,13308.76,12745.445,11314.324,11423.734,10095.694,7859.331,7977.742,7351.133,7821.593,5614.79,108.34,89.737,81.5,12.6,
"Ordinary Share Capital & Premium",498.606,503.83,2.357,3.491,25.09,117.805,121.286,144.015,748.13,667.66,665.969,664.702,660.6,637.062,637.062,637.062,601.657,53.309,0.128,0.128,0.1,474.6,
"Treasury Shares",23.5,20.111,,,,52.446,49.596,,,,,,,,,,,,,,,,
"Distributable Reserves",288.721,276.024,263.986,247.932,229.759,221.402,406.243,410.765,173.06,152.451,151.507,138.578,111.593,96.367,87.434,93.595,93.105,63.963,41.191,27.816,26.7,-464.3,
"Non-Distributable Reserves",-436.717,-494.017,10.674,0.502,,,,5.4,0.601,7.066,8.466,-7.287,-2.266,-0.841,1.181,0.28,24.535,-13.038,27.832,39.612,27.9,0.2,
"Translation Reserves",12.264,12.767,4.323,4.98,0.239,12.909,19.064,,,,,,,,,,,,,,,,
"Ordinary Shareholders' Interest",339.374,278.493,281.34,256.905,255.088,299.67,496.997,560.18,921.791,827.177,825.942,795.993,769.927,732.588,725.677,730.937,719.297,104.234,69.151,67.556,54.7,10.5,
"Preference Shareholders",,,,,,,,,,,,,,,,,,,,1.707,1.2,1.5,
"Minority Interest",17.695,19.395,19.459,13.854,11.016,6.916,9.755,12.434,21.445,24.064,22.932,14.139,4.019,8.461,10.788,9.781,3.923,,3.274,,,,
"Total Shareholders' Interest",357.069,297.888,300.799,270.759,266.104,306.586,506.752,572.614,943.236,851.241,848.874,810.132,773.946,741.049,736.465,740.718,723.22,104.234,72.425,69.263,55.9,12,
"Interest Bearing Loans",,,,,,,25,,3.744,30.549,11.539,14.108,47.584,41.835,107.501,101.316,195.782,50.915,1.679,,,,
"Deferred Tax Liability",0.054,0.15,6.816,1.615,0.18,0.184,3.125,5.92,12.999,13.548,13.946,11.237,7.402,5.48,7.197,7.017,5.208,4.13,,,,,
"Other Long-Term Liabilities",11.816,14.201,13.824,,,,,,,10974.33,10113.085,9817.582,8802.649,6685.086,6594.496,5992.679,5873.242,4782.822,1.991,10.925,6.3,,
"Total Long-Term Liabilities",11.87,14.351,20.64,1.615,0.18,0.184,28.125,5.92,16.743,11018.427,10138.57,9842.927,8857.635,6732.401,6709.194,6101.012,6074.232,4837.867,3.67,10.925,6.3,,
"Creditors and Provisions",63.827,62.296,46.47,46.096,42.044,42.644,38.728,38.79,39.071,106.393,112.556,98.363,83.77,57.594,78.235,111.237,95.638,38.951,18.06,8.277,9.9,0.6,
"Dividends",,,,,,,,,,,,,,,,,,36.919,,,,,
"Tax",1.547,3.159,3.672,2.778,1.467,1.774,3.928,7.669,2.795,9.377,6.921,9.405,10.803,6.726,8.088,14.822,9.844,3.824,,,,,
"Bank Overdrafts/Short-Term Loans",0.069,0.093,0.09,0.1,0.202,0.152,0.059,43.081,37.65,139.205,135.691,104.162,17.321,34.907,5.389,6.262,13.542,,14.185,1.272,9.4,,
"Other Current Liabilities",5.527,5.345,4.415,,,6.572,12.31,9.301,12269.265,620.802,71.712,558.745,352.219,286.654,440.371,377.082,905.117,592.995,,,,,
"Total Current Liabilities",70.97,70.893,54.647,48.974,43.713,51.142,55.025,98.841,12348.781,875.777,326.88,770.675,464.113,385.881,532.083,509.403,1024.141,672.689,32.245,9.549,19.3,0.6,
"Total Liabilities",82.84,85.244,75.287,50.589,43.893,51.326,83.15,104.761,12365.524,11894.204,10465.45,10613.602,9321.748,7118.282,7241.277,6610.415,7098.373,5510.556,35.915,20.474,25.6,0.6,
"Total Equity and Liabilities",439.909,383.132,376.086,321.348,309.997,357.912,589.902,677.375,13308.76,12745.445,11314.324,11423.734,10095.694,7859.331,7977.742,7351.133,7821.593,5614.79,108.34,89.737,81.5,12.6,

Share/unit data,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Aug 2011","Feb 2011","Aug 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (7m)","Final (12m)","Interim (6m)","Final (14m)","Final (12m)",
,"27 Nov 2020","17 Jul 2020","28 Nov 2019","28 Jun 2019","7 Dec 2018","16 Jul 2018","20 Dec 2017","3 Jul 2017","14 Dec 2016","29 Jun 2016","30 Nov 2015","24 Jun 2015","27 Nov 2014","30 Jun 2014","28 Nov 2013","25 Jun 2013","29 Nov 2012","31 May 2012","30 Nov 2011","19 Apr 2011","15 Dec 2010","1 Oct 2010",
"Number of Shares in Issue (Actual)",99157141,102288546,108490761,97573680,109400000,166925100,166925095,161992736.7,166925095,166925095,166746109.3,164865509.3,164591509.3,159802245,159802245,157634623.2,155553168.7,112059674.4,28182681.8,23036482.1,47085993.5,2354500,
"Weighted Average Shares in Issue (Actual)",88990000,96616230,98819454,124063076,139572900,149920549,158527243,161992736.7,160176311.1,160015623.5,160006098,162809772.4,157978373.2,156552845.1,157301113.3,139637536,119655499.2,112059674.4,19780000,12914675,47085993.5,2354500,
"Fully Diluted Weighted Average Shares in Issue",89990000,96616230,98819454,124063076,139572900,149920549,158527243,,,,,,,,,,,,,,,,
"Market Capitalisation (R'000)",291522,213783,162736,156118,153160,250388,300465,340184.75,1685943.46,1585788.4,1584088.04,1698114.75,1563619.34,1198516.84,1534101.55,1812798.17,2115523.09,,391739,258009,659204,28254,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,7,12,6,14,12,
"Number of Employees",,640,,375,,417,,414,,618,,,,,,,,,,,,250,

Share statistics,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Aug 2011","Feb 2011","Aug 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (7m)","Final (12m)","Interim (6m)","Final (14m)","Final (12m)",
,"27 Nov 2020","17 Jul 2020","28 Nov 2019","28 Jun 2019","7 Dec 2018","16 Jul 2018","20 Dec 2017","3 Jul 2017","14 Dec 2016","29 Jun 2016","30 Nov 2015","24 Jun 2015","27 Nov 2014","30 Jun 2014","28 Nov 2013","25 Jun 2013","29 Nov 2012","31 May 2012","30 Nov 2011","19 Apr 2011","15 Dec 2010","1 Oct 2010",
"Earnings Per Share (ZARc)",21.18,30.65,16.37,25.32,9.49,-125.5,-2.7,731.2,33.9,66.9,38.5,80.7,35.9,40.3,9.6,73.4,42.3,63.65,115,100,40.99,-20,
"Diluted Earnings Per Share (ZARc)",21.18,30.65,16.37,25.32,9.49,-125.5,-2.7,731.2,33.9,66.9,38.5,80.7,35.9,40.3,9.6,73.4,42.3,63.6,115,100,41,-20,
"Headline Earnings Per Share (Cont Ops) (ZARc)",21.2,30.79,16.39,18.18,3.04,-13.5,-3.3,-6.4,8.2,9.9,8,75.4,35.9,69.6,33.8,70.5,41.4,63.6,115,100,744,-20,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",21.2,30.79,16.39,18.18,3.04,-13.5,-3.3,-6.4,8.2,9.9,8,75.4,35.9,69.6,33.8,70.5,41.4,63.6,115,100,744,-20,
"Interim Dividend (ZARc)",16,12,12,,,,,22.5,22.5,28.5,28.5,27.5,27.5,25,25,33,33,30.2,30,30,,,
"Final Dividend (ZARc)",,11,,,,,,,,19,,30,,26,,25,,32.9,33.3,,,,
"Dividend Per Share (ZARc)",16,23,12,,,,,22.5,22.5,47.5,28.5,57.5,27.5,51,25,58,33,63.1,63.3,30,,,
"Distributions Per Share (ZARc)",16,23,12,,,,,22.5,22.5,47.5,28.5,57.5,27.5,51,25,58,33,63.1,63.3,30,,,
"Net Asset Value Per Share (ZARc)",342.26,272.26,259.32,263.29,233.17,179.52,297.74,345.81,552.22,510,495.33,491.4,467.78,463.7,454.11,469.9,462.41,93.02,245.37,523,118.7,446,
"3 Year Beta",-0.24,-0.36,0.07,-0.13,0.28,0.49,0.78,1.04,0.99,0.4,-0.21,,,,,,,,-0.18,-0.09,-0.09,0.13,
"Cash Generated Per Share",43.67,79.78,29.34,27.24,10.14,42.63,34.51,78.51,2.17,20.47,3.77,19.16,21.95,-10.94,7.07,-11.34,-16.7,-7.07,36.49,-18.39,-47.78,-1911.23,
"Net Asset Value Per Share (Base Currency)",342.26,272.26,259.32,263.29,233.17,179.52,297.74,345.8,552.2,510,495.3,491.4,467.8,463.7,454.1,469.9,462.4,93,245.4,523,118.7,446,
"Price at Period End (Base Currency)",294,209,150,160,140,150,180,210,1010,950,950,1030,950,750,960,1150,1360,,139,112,140,120,
"JSE Market Price High (ZARc)",366,250,170,170,160,230,230,1150,1150,1170,1100,1200,1000,1200,1200,1420,1420,,220,220,340,340,
"JSE Market Price Low (ZARc)",167,135,135,100,100,130,170,170,930,780,900,700,700,740,890,1100,1250,,100,100,60,60,
"JSE Market Price at Period End (ZARc)",294,209,150,160,140,150,180,210,1010,950,950,1030,950,750,960,1150,1360,,139,112,140,120,
"JSE Volume Traded (Actual)",4836298,10738971,3244774,29102569,3062494,12568069,5192509,20519405,7860073,6703562,2873093,5620420,2238530,5866765,2619532,2956980,469500,,27541135,24590142,6632379,6312582,
"JSE Rand Value Traded (Actual)",11738194,19008403,5003091,44475062,4223903,21821190,10404660,168220665,78203560,65840170,28293901,53060294,18950706,52670868.32,25430788.77,35896311.5,6182264.22,,31278473,27546963,10166933,9792187,
"12 Month HEPS",35.6,30.79,31.53,18.18,-7.16,-13.5,-17.9,-6.4,10.1,9.9,47.5,75.4,71.7,69.6,62.9,70.5,96.9,111.5,115,418.8,747.3,-20,
"12 Month Dividend",27,23,12,,,,22.5,22.5,41.5,41.5,47.5,58.5,57.5,53.5,51,50,58,33,34.5,63.3,30,,

Cash flow items,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Aug 2011","Feb 2011","Aug 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (7m)","Final (12m)","Interim (6m)","Final (14m)","Final (12m)",
,"27 Nov 2020","17 Jul 2020","28 Nov 2019","28 Jun 2019","7 Dec 2018","16 Jul 2018","20 Dec 2017","3 Jul 2017","14 Dec 2016","29 Jun 2016","30 Nov 2015","24 Jun 2015","27 Nov 2014","30 Jun 2014","28 Nov 2013","25 Jun 2013","29 Nov 2012","31 May 2012","30 Nov 2011","19 Apr 2011","15 Dec 2010","1 Oct 2010",
"Cash generated by operations",,,,36.526,19.326,100.371,75.292,208.986,,171.411,,136.461,,,,,,,13.825,-3.479,-22.4,-2.7,
"Working capital changes",11.839,24.026,3.269,-11.16,,-85.947,-48.029,,-6.748,-10.47,-11.156,,,,,,,,,,,1.3,
"Cash generated from operations after WC",58.46,102.125,40.115,,,,,214.552,,,,,,,,,,,,,,,
"Net Cash flow from operating activities",43.297,81.602,31.829,26.582,11.094,71.156,57.612,127.177,3.622,34.176,6.281,31.592,36.135,-17.486,11.297,-17.876,-25.98,-7.923,10.285,-4.236,-22.5,-45,
"Net cash flow from investing activities",-0.521,-2.047,-10.648,-5.04,-3.057,2.079,-5.211,1690.135,-101.121,-7.49,-9.149,-33.695,-6.039,-11.972,-10.335,66.662,86.146,17.819,-13.506,-6.58,4.4,14.2,
"Net cash flow from financing activities",-34.622,-44.367,-6.357,-24.605,0.407,-69.263,-32.823,-1876.047,86.02,6.573,-0.115,18.517,-6.278,-47.744,5.35,-9.755,90.872,1.756,-13.116,4.586,-19.3,,
"Dividends paid",,,,,,,,-69.275,-33.921,-97.679,-50.931,-89.097,,,,,,,,,,,
"Net increase(decrease) in cash & cash equivalents",8.154,35.189,14.824,-3.064,8.444,3.972,19.578,-58.735,-11.479,29.111,-2.983,16.414,23.818,-77.202,4.336,39.031,149.498,11.652,-16.337,-6.23,-37.4,-30.8,
"Cash & Cash Equivalent beginning of period",66.185,30.98,30.98,34.051,34.05,30.091,30.075,88.826,-12.886,49.268,,33.044,,,,,,,,,,,
"Translation effects on cash & cash equivalents",-0.003,0.016,-0.001,-0.007,0.998,-0.013,0.04,,-3.26,18.133,7.742,-0.19,,,,,,,,,,,
"Cash & Cash Equivalent end of period",74.336,66.185,45.803,30.98,43.492,34.05,49.693,30.091,-27.625,96.512,54.027,49.268,,,,,,,,,,,

Ratios,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Aug 2011","Feb 2011","Aug 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (7m)","Final (12m)","Interim (6m)","Final (14m)","Final (12m)",
,"27 Nov 2020","17 Jul 2020","28 Nov 2019","28 Jun 2019","7 Dec 2018","16 Jul 2018","20 Dec 2017","3 Jul 2017","14 Dec 2016","29 Jun 2016","30 Nov 2015","24 Jun 2015","27 Nov 2014","30 Jun 2014","28 Nov 2013","25 Jun 2013","29 Nov 2012","31 May 2012","30 Nov 2011","19 Apr 2011","15 Dec 2010","1 Oct 2010",
"Return on Capital Employed",16.15,14.73,15.08,15.7,13.02,-59.21,-0.26,208.45,11.43,1,1.32,1.24,1.17,0.85,0.49,1.5,1.49,2.47,32.42,33.34,27.56,-5,
"Return on Shareholder Funds",16.69,15.44,16.11,15.79,13.03,-59.25,-0.27,210.6,11.63,13.99,17.12,16.28,14.58,8.62,4.91,13.9,14.04,117.3,34.07,38.6,30.67,-5,
"Return on Total Assets",27.01,26.7,28.17,27.37,17.73,-52.96,7.07,-1.88,0.33,0.33,0.43,1.58,1.59,1.9,1.98,1.98,1.9,3.65,41.96,51.31,14.7,-3.97,
"Gross Profit Margin",24.14,24.88,25.27,25.08,24.13,17.64,17.11,24.82,,,,,,,,,,,36.05,44.45,27.79,,
"Operating Profit Margin",10.52,9.68,10.41,8.18,5.15,-21.25,3.84,-0.54,8.14,7.78,10,22.26,21.22,22.01,23.52,29.84,41.95,44.52,18.95,20.18,12.71,-10.53,
"Net Profit Margin",4.84,4.4,5.04,5.34,4.71,-33.83,-1.54,201.98,18.75,20.07,23.59,14.9,14.56,9.49,4.77,21.47,29.22,25.79,11.9,13.7,22.92,-15.79,
"Debt:Equity (excl non-int debt)",0.03,0.05,0.07,0.01,,,0.06,0.09,0.06,13.11,12.1,12.28,11.47,9.13,9.12,8.25,8.42,46.41,0.25,0.18,0.28,,
"Interest Bearing Debt as % of Long-Term Finance",,,,,,,4.7,,0.4,3.46,1.34,1.71,5.79,5.34,12.74,12.03,21.3,32.82,2.27,,,,
"Interest Cover",-426.72,-73.75,-73.66,-18.49,-15.04,140.04,-15.96,-0.71,9,11.57,14.79,21.13,19.36,37.78,27,24.17,28.19,25.5,54.15,182.52,-7.13,-4,
"Quick Ratio",2.4,2.42,3.04,2.96,3.13,3.67,5.02,3.49,1.05,1.19,1.38,1.15,1.34,1.34,1.35,1.3,1.25,1,1.7,3.91,2.24,20.67,
"Current Ratio",2.4,2.42,3.04,2.96,3.13,3.67,5.2,3.69,1.05,1.23,1.5,1.18,1.37,1.37,1.39,1.33,1.27,1,2.47,7.15,3.13,20.67,
"Dividend Cover",1.32,1.33,1.36,,,,,32.5,1.51,1.41,1.35,1.4,1.31,0.79,0.38,1.27,1.28,1.01,1.82,3.33,,,
"Dividend Cover (HEPS)",1.33,1.34,1.37,,,,,-0.28,0.36,0.21,0.28,1.31,1.31,1.36,1.35,1.22,1.25,1.01,1.82,3.33,,,
"Debtors Collection Period",43.82,55.85,61.84,69.52,57.12,59.91,76.91,137.34,66.04,144.46,155.05,92.11,88.65,94.29,69.29,127.81,161.48,13.74,95.81,68.01,137.51,28.82,
"Stock Turn",,,,,,,47.54,22.64,,,,,,,,,,,4.91,3.38,3.03,,
"Price : Earnings",8.26,6.79,4.76,8.8,-19.55,-11.11,-10.06,-32.81,100,95.96,20,13.66,13.25,10.78,15.26,16.31,14.04,,12.09,2.67,1.87,-60,
"Sales Per Share (Base Currency)",874.95,696.06,648.95,474.29,402.7,370.93,357.65,367.84,363.89,339.43,330.65,513.4,492.94,424.54,423.19,341.82,290.7,423.13,963.48,1456.79,153.28,161.39,
"Price/Sales Per Share",0.34,0.3,0.23,0.34,0.35,0.4,0.5,0.57,2.78,2.8,2.87,2.01,1.93,1.77,2.27,3.36,4.68,,1.44,0.77,9.13,7.43,
"Price/Net Asset Value",0.86,0.77,0.58,0.61,0.6,0.84,0.6,0.61,1.83,1.86,1.92,2.1,2.03,1.62,2.11,2.45,2.94,,5.66,2.14,11.79,2.69,
"Price/Cash Flow",13.47,2.62,10.23,5.87,27.61,3.52,10.43,2.67,930.95,46.4,504.41,53.75,86.54,-68.54,271.59,-101.41,-162.86,,38.09,-121.74,-25.1,-0.63,
"NAV%Price",116.41,130.27,172.88,164.56,166.55,119.68,165.41,164.67,54.68,53.68,52.14,47.71,49.24,61.83,47.3,40.86,34,,17.65,46.7,8.48,37.17,
"Liquidity%",104.53,95.73,84.55,52.55,50.55,138.64,138.57,121.4,0.06,0.29,0.12,0.3,0.78,-0.25,0.31,-0.27,-0.73,-0.25,28.64,-41.38,-75.33,-7500,
