"Fully Diluted Weighted Average Shares in Issue",172065974,171217418,171649825,171038122,170523829,169824206,169243211,167171145,166298062,165845155,165239658,164631150,163900706,164914656,164785062,164359170,164219960,164219960,164046476,
"Market Capitalisation (R'000)",1819697,2582237,3843894,3641128,4057179,4183664,4793247,4759711,5005654,7790098,7124123,6030704,4562125,4400185,3811313,3253520,2828161,2459057,,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,
"Number of Employees",,5142,,5062,,4889,,4998,,4467,,,,,,,,,,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"5 Aug 2020","4 Mar 2020","7 Aug 2019","13 Mar 2019","8 Aug 2018","7 Mar 2018","8 Aug 2017","2 Mar 2017","11 Aug 2016","2 Mar 2016","12 Aug 2015","4 Mar 2015","13 Aug 2014","5 Mar 2014","14 Aug 2013","7 Mar 2013","6 Sep 2012","8 Mar 2012","11 Aug 2011",
"Earnings Per Share (ZARc)",9,-480.8,40.2,185.1,29.7,162.1,34.3,234.6,95.2,366.9,135.3,259.1,91.8,232.5,77,188.5,61.32,54.92,1.04,
"Diluted Earnings Per Share (ZARc)",9,-480.2,40.1,184.9,29.6,162,34.3,234,94.9,363.3,134.2,256.9,91.2,230.5,76.5,187.9,61.3,54.9,1,
"Headline Earnings Per Share (Cont Ops) (ZARc)",8.4,185.8,56.6,235.3,30.5,164.5,33.9,242,94.9,365.8,134.4,262.7,91.5,233.3,76.7,187.5,61.2,54.3,0.8,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",8.3,185.6,56.4,234.9,30.4,164.4,33.9,241.4,94.6,362.2,133.3,260.5,90.8,231.3,76.2,186.9,61.1,54.2,0.8,
"Interim Dividend (ZARc)",,18,18,15,15,15,15,30,30,30,30,26,26,22,22,20,20,,,
"Final Dividend (ZARc)",,42,,55,,40,,65,,80,,66,,58,,50,,40,,
"Dividend Per Share (ZARc)",,60,18,70,15,55,15,95,30,110,30,92,26,80,22,70,20,40,,
"Distributions Per Share (ZARc)",,60,18,70,15,55,15,95,30,110,30,92,26,80,22,70,20,40,,
"Net Asset Value Per Share (ZARc)",2099.4,2162,2626.2,2613,2468.3,2474.5,2376.2,2386.3,2276.5,2236.6,2021,1953.7,1799.2,1762.9,1653.1,1615.4,1504.6,1470.3,111.6,
"3 Year Beta",0.88,0.26,0.23,0.5,0.48,0.57,0.76,0.77,0.72,0.23,0.21,0.02,,,,,,,,
"Cash Generated Per Share",393.35,537.2,30.18,533.63,229.43,543.27,147.24,504.49,214.93,592.62,160.22,504.63,111.14,420.97,-18.16,510.16,128.26,481.27,138.68,
"Net Asset Value Per Share (Base Currency)",2099.4,2162,2626.2,2613,2468.3,2474.5,2376.2,2386.3,2276.5,2236.6,2021,1953.7,1799.2,1762.9,1653.1,1615.4,1504.6,1470.3,111.6,
"Price at Period End (Base Currency)",1050,1490,2218,2101,2350,2440,2805,2825,2986,4694,4309,3675,2789,2690,2330,1989,1724,1499,,
"JSE Market Price High (ZARc)",1900,2940,2940,3200,3200,3500,3500,5499,5499,5189,4613,3999,2925,2819,2581,2010,1968,1701,,
"JSE Market Price Low (ZARc)",111,1101,2000,1801,2050,1720,2600,2200,2775,3251,3251,2352,2352,1800,1800,1400,1400,1216,,
"JSE Market Price at Period End (ZARc)",1050,1490,2218,2101,2350,2440,2805,2825,2986,4694,4309,3675,2789,2690,2330,1989,1724,1499,,
"JSE Volume Traded (Actual)",32077796,66489646,31417431,59659930,24159782,83249626,33505672,84386174,40614838,61106563,27317422,63735723,29193544,82043429,45695240,71613099,29330508,92656828,,
"JSE Rand Value Traded (Actual)",306288711,1353936298,754561832,1433358481,654812907,2295813757,1017876130,3123604621,1716107034,2699116395,1120309975,1945450779,777917866,2003775592,1052304106,1249067527,474448479,1246704213,,
"12 Month HEPS",137.6,185.8,261.4,235.3,161.1,164.5,181,242,326.3,365.8,305.6,262.7,248.1,233.3,203,187.5,114.7,54.3,1.6,
"12 Month Dividend",42,60,73,70,55,55,55,80,95,110,110,96,92,84,80,72,70,60,,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"5 Aug 2020","4 Mar 2020","7 Aug 2019","13 Mar 2019","8 Aug 2018","7 Mar 2018","8 Aug 2017","2 Mar 2017","11 Aug 2016","2 Mar 2016","12 Aug 2015","4 Mar 2015","13 Aug 2014","5 Mar 2014","14 Aug 2013","7 Mar 2013","6 Sep 2012","8 Mar 2012","11 Aug 2011",
"Cash generated by operations",393.5,1343.6,567.2,1217.6,439.5,1019.4,431.8,1275.6,568.7,1321.7,531.3,1146.5,464.5,1027.9,409.9,913.7,386.8,765,342.4,
"Working capital changes",304.4,-357.2,-487.4,-234.8,-43.1,5.6,-140.8,-288.9,-147.2,-235.2,-223.4,-156.6,-212.6,-220.6,-428.3,-48.4,-161.8,48.1,-109.4,
"Cash generated from operations after WC",697.9,986.4,79.8,982.8,396.4,1025,291,986.7,421.5,1086.5,307.9,989.9,251.9,807.3,-18.4,865.3,225,813.1,233,
"Net Cash flow from operating activities",681.7,931,52.3,924.8,396.1,931.5,251.6,850,360.3,983.5,264.9,828.1,181.8,688.6,-29.7,834.5,210.4,789.5,227.5,
"Net cash flow from investing activities",-152,-572.2,-225.6,-518.4,-227.3,-831.8,-401.2,-915.1,-518.5,-940,-502.8,-683.7,-306.5,-429.3,-226.8,-365.8,-166.9,-255.2,-76.5,
"Net cash flow from financing activities",-577.6,-622.9,-379.1,-54.5,-73.2,-156.9,-150.9,-17.7,8.5,-71.4,-104.1,-26.1,35.3,-248,-55.3,-494.5,-168.9,-223.2,-21.8,
"Dividends paid",,-125.2,-94.3,-46.7,-36.1,-46.5,-36.7,-76.5,-53.9,-75.8,-55.1,-119.1,-94.9,-124.8,-81.8,-102.6,-65.6,-1.5,,
"Net increase(decrease) in cash & cash equivalents",-47.9,-264.1,-552.4,-351.9,95.6,-57.2,-300.5,-82.8,-149.7,-27.9,-342,118.3,-89.4,11.3,-311.8,-25.8,-125.4,311.1,129.2,
"Cash & Cash Equivalent beginning of period",430.6,694.7,694.7,342.8,342.8,400,400,482.8,482.8,510.7,510.7,,,,,,,,,
"Cash & Cash Equivalent end of period",382.7,430.6,142.3,694.7,438.4,342.8,99.5,400,333.1,482.8,168.7,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"5 Aug 2020","4 Mar 2020","7 Aug 2019","13 Mar 2019","8 Aug 2018","7 Mar 2018","8 Aug 2017","2 Mar 2017","11 Aug 2016","2 Mar 2016","12 Aug 2015","4 Mar 2015","13 Aug 2014","5 Mar 2014","14 Aug 2013","7 Mar 2013","6 Sep 2012","8 Mar 2012","11 Aug 2011",
"Return on Capital Employed",0.6,-13.55,1.85,5.26,1.54,4.85,1.77,6.77,5.54,11.4,9.27,10,6.81,9.18,6.3,8.05,5.67,2.9,0.3,
"Return on Shareholder Funds",1,-23.61,2.69,7.22,2.14,6.78,2.58,9.87,8.13,16.64,13.67,13.92,10.16,13.79,9.53,12.17,8.64,4.47,6.77,
"Return on Total Assets",0.86,-10.27,2.95,5.92,1.59,3.23,2,7.54,6.48,11.1,9.14,10.15,7.78,10.51,7.55,9.43,6.88,3.08,0.43,
"Gross Profit Margin",43.53,33.43,46.41,38.12,35.81,36.03,35.49,37.8,38.3,38.38,37.55,38.12,37.66,38.34,38.73,40.19,39.41,39.89,39.13,
"Operating Profit Margin",2.51,-5.2,4.97,6.63,3.3,4.38,3.5,7.39,6.86,9.52,7.76,8.45,6.78,8.48,6.7,8.48,6.76,7.38,6.4,
"Net Profit Margin",0.3,-7.42,1.34,3,1.01,2.72,1.2,3.87,3.37,6.31,5.02,4.91,3.75,4.94,3.58,4.53,3.13,1.43,0.06,
"Debt:Equity (excl non-int debt)",0.14,0.13,0.44,0.38,0.36,0.35,0.34,0.35,0.35,0.31,0.29,0.37,0.69,0.25,0.68,0.21,0.75,0.78,22.19,
"Interest Bearing Debt as % of Long-Term Finance",,,,,,,,,,,,,27.95,,29.26,,31.31,,95.38,
"Interest Cover",1.26,-2.34,2.09,3.34,1.46,2.19,1.7,3.95,3.54,6.98,6,6.15,4.58,5.8,4.03,4.6,3.41,1.6,1.04,
"Quick Ratio",1.28,1.43,0.76,0.84,0.82,0.82,0.83,0.9,0.82,0.96,0.88,0.89,0.98,1.06,0.99,1.01,0.95,1.32,1.22,
"Current Ratio",2.13,2.43,1.38,1.32,1.27,1.26,1.36,1.39,1.35,1.44,1.41,1.32,1.47,1.56,1.53,1.46,1.35,1.32,1.81,
"Dividend Cover",,-8.01,2.23,2.64,1.98,2.95,2.29,2.47,3.17,3.34,4.51,2.82,3.53,2.91,3.5,2.69,3.07,1.37,,
"Dividend Cover (HEPS)",,3.1,3.14,3.36,2.03,2.99,2.26,2.55,3.16,3.33,4.48,2.86,3.52,2.92,3.49,2.68,3.06,1.36,,
"Debtors Collection Period",78.78,73.69,80.41,81.46,82.98,81.74,78.62,76.01,75.24,76.96,77.48,74.77,78.89,74.52,79.18,78.28,81.69,,77.1,
"Stock Turn",3.29,3.19,2.75,3.73,4.14,4.52,4.33,4.51,3.85,4.61,4.46,4.74,4.82,5.03,4.88,4.93,5.41,,5.01,
"Price : Earnings",7.63,8.02,8.49,8.93,14.59,14.83,15.5,11.67,9.15,12.83,14.1,13.99,11.24,11.53,11.48,10.61,15.03,27.61,,
"Sales Per Share (Base Currency)",5920.21,6476.22,6000.21,6173.39,5843.52,5961.67,5717,6056.69,5657.33,5814.02,5386.87,5277.92,4893.47,4707.83,4296.9,4163.46,3913.28,3828.79,3665.18,
"Price/Sales Per Share",0.18,0.23,0.37,0.34,0.4,0.41,0.49,0.47,0.53,0.81,0.8,0.7,0.57,0.57,0.54,0.48,0.44,0.39,,
"Price/Net Asset Value",0.5,0.69,0.84,0.8,0.95,0.99,1.18,1.18,1.31,2.1,2.13,1.88,1.55,1.53,1.41,1.23,1.15,1.02,,
"Price/Cash Flow",5.34,2.77,146.98,3.94,20.49,4.49,38.1,5.6,27.79,7.92,53.79,7.28,50.19,6.39,-256.61,3.9,26.88,3.11,,
"NAV%Price",199.94,145.1,118.4,124.37,105.03,101.41,84.71,84.47,76.24,47.65,46.9,53.16,64.51,65.54,70.95,81.22,87.27,98.09,,
"Liquidity%",30.39,19.9,1.98,17.29,15.66,18.86,11.12,18.12,15.6,22.57,13.4,21.47,10.27,20.72,-1.97,26.13,13.56,24.72,8.84,
"Cash Flow:Attributable Profit",60.87,-1.41,0.94,2.27,15.69,3.38,8.68,2.21,4.57,1.67,2.44,2.03,2.48,1.86,-0.49,2.78,4.18,9.02,267.65,
"Cash/Equity (%)",10.66,11.93,3.45,15.59,10.36,8.26,2.58,,,,,,,,,,,,,
"EV/Ebitda (Pd)",9.33,3.25,11.12,4.55,,,,,,,,,,,,,,,,
"PEG Ratio",-8.26,-8.68,1.46,1.54,7.01,7.13,0.27,0.2,0.1,0.14,0.14,0.13,0.08,0.09,0.06,0.06,0.11,0.2,,

