"Taxation",-3418,5345,6331,12754,6156,25976,9266,10534,7969,-6343,-623,-3480,-1949,-6974,-3607,7009,8057,11356,6963,11187,
"Profit For The Period",-15467,-25960,6342,3382,-141,-35441,15228,15943,14305,-82848,1954,6640,7398,-107428,13591,20002,11258,13520,6791,24806,
"Income Attributable To Minority Interests",3682,9762,4704,11047,6436,3807,1117,1765,1451,424,610,1224,143,2632,-625,-1933,2177,3994,3694,3535,
"Attributable Income Before Extraordinary Items",-19149,-35722,1638,-7665,-6577,-39248,14111,14178,12854,-83272,1344,5416,7255,-110060,14216,21935,9081,9526,3097,21271,
"Extraordinary Profit",5623,6585,1237,,,,,,,,,,,,,,625,,,,
"Extraordinary Profit: Discontinued Operations",5623,6585,1237,,,,,,,,,,,,,,,,,,
"Income Attributable To Equity Holders",-13526,-29137,2875,-7665,-6577,-39248,14111,14178,12854,-83272,1344,5416,7255,-110060,14216,21935,9706,9526,3097,21271,
"Total Comprehensive Income/Loss for the period",-9844,-19375,7579,3031,-521,-35122,15019,15974,14305,-84038,,,,,,,,,,,
"Headline Earnings (Cont Ops)",-11742,-24172,3011,-3007,-2012,-10867,14246,14131,12873,5137,1387,972,7849,465,7064,23737,9665,17190,3900,18499,
"Enterprise Value (EV)",290328,226218,252653,291255,222179,292512,279856,290089,286599,286460,225016,286660,301238,361487,445377,393329,367917,335540,314480,299501,

Balance sheet (ZAR '000),"Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"30 Mar 2020","11 Oct 2019","12 Apr 2019","27 Sep 2018","12 Feb 2018","13 Sep 2017","14 Feb 2017","26 Sep 2016","10 Feb 2016","17 Sep 2015","16 Feb 2015","17 Sep 2014","18 Feb 2014","18 Sep 2013","7 Feb 2013","19 Sep 2012","6 Feb 2012","27 Sep 2011","23 Mar 2011","15 Sep 2010",
"Fixed Assets",51914,83393,76247,79596,78050,78936,61186,61082,55874,59419,57319,59541,57113,56200,56524,57109,105691,102685,98658,32135,
"Right-of-use Asset",79505,,,,,,,,,,,,,,,,,,,,
"Investments in Associates",656,,3662,4412,10075,284,,,,,117353,116110,116335,116000,190588,189795,185035,180098,175816,206733,
"Intangible Assets",136803,144233,150808,154509,115050,112608,91687,88731,80051,79891,108944,111286,95275,94143,123683,131273,114598,114355,101402,74338,
"Deferred Tax Asset",23993,22093,23680,19725,18809,17803,28640,31779,32961,37483,26888,28994,21534,24246,18669,22119,6830,23383,21386,6116,
"Other Assets",8034,8484,11347,577,,,,,,,,,,,,,,,,,
"Long-Term Receivables",,,,,750,1157,915,42382,78984,84461,33701,41369,46731,76095,82427,64915,24412,28983,44594,47394,
"Total Fixed Assets",300905,258203,265744,258819,222734,210788,182428,223974,247870,261254,344205,357300,336988,366684,471891,465211,436566,449504,441856,366716,
"Stock",65536,108484,119249,102642,89214,86334,105379,108722,120736,99301,102217,96722,113631,114522,86847,94642,74421,79824,85816,58836,
"Debtors",175487,205136,219574,286197,233181,269975,251688,261899,352051,370712,274904,273298,253384,377291,288603,244709,239492,196989,173859,138957,
"Cash",21264,65487,63457,67889,100999,95551,10037,7256,,843,,5376,,7080,,5497,,21801,51374,4025,
"Tax",17748,11308,13552,9506,8500,7280,5190,6131,3713,4037,1538,1659,1833,1118,,5195,,6385,6410,2463,
"Other Current Assets",135394,9408,4474,995,6157,14932,20394,24678,14110,13276,12401,11896,11058,10510,,,,,,,
"Total Current Assets",415429,399823,420306,467229,438051,474072,392688,408686,490610,488169,391060,388951,379906,510521,375450,350043,313913,304999,317459,204281,
"Total Assets",716334,658026,686050,726048,660785,684860,575116,632660,738480,749423,735265,746251,716894,877205,847341,815254,750479,754503,759315,570997,
"Ordinary Share Capital & Premium",,281283,,281283,,281283,,,,,,,,,350074,220235,220235,220235,,176227,
"Treasury Shares",,3203,,450,,2635,,,,,,,,,,7103,7150,7150,,3773,
"Distributable Reserves",,-139174,,-110392,,-100495,,,,,,,,,,115346,104071,100122,,102000,
"Non-Distributable Reserves",,7109,,6941,,6427,,,,,,,,,,11364,10756,10156,,5678,
"Ordinary Shareholders' Interest",151183,146015,211219,177382,196094,184580,242426,231849,228143,213103,289639,287692,232639,238068,350074,339842,327912,323363,339660,280132,
"Minority Interest",,30520,,26837,,17050,,,,,,,,,9514,14590,18611,19835,,11579,
"Total Shareholders' Interest",151183,176535,211219,204219,196094,201630,242426,231849,228143,213103,289639,287692,232639,238068,359588,354432,346611,343198,339660,291711,
"Interest Bearing Loans",5374,7083,137116,128549,181544,162598,74333,104717,121294,126901,62429,68887,154964,163030,9046,24125,149333,136253,134972,127699,
"Deferred Tax Liability",6482,6761,9629,10373,5667,5575,4193,3309,4776,4456,,5078,,3559,,12690,,16020,17546,4579,
"Other Long-Term Liabilities",96043,3877,,518,1440,331,997,2721,3551,3355,348,1568,986,37753,36643,31695,1221,1292,5027,,
"Other Long-Term Liabilities: Deferred maintenance revenue",,,,,,,,,,,,,,1578,,,,,,,
"Other Long-Term Liabilities: Non-current liabilities held for sale",,,,,,,,,,,,,,36175,,,,,,,
"Total Long-Term Liabilities",107899,17721,146745,139440,188651,168504,79523,110747,129621,134712,62777,75533,155950,204342,45689,68510,150554,153565,157545,132278,
"Creditors and Provisions",,,,286459,,235588,,,,,,,,,,,,,,,
"Tax",7626,5239,7971,2992,6590,2626,1279,1656,619,2493,,1608,,3366,4848,4378,2652,5183,6224,4868,
"Bank Overdrafts/Short-Term Loans",198438,202053,64334,54701,4043,20373,,,25420,31983,3156,13486,36475,60602,196971,140512,53574,53390,60264,19967,
"Other Current Liabilities",251188,256478,255781,38237,265407,56139,251888,288408,354677,367132,379693,367932,291830,370827,240245,247422,197088,199167,195622,122173,
"Other Current Liabilities: Deferred maintenance revenue",,,,,,,67676,60403,65324,41093,46950,43308,32493,24821,,,,,,,
"Other Current Liabilities: Interest bearing borrowings",,,,,,,19649,,26591,29235,,108093,35131,48209,,,,,,,
"Other Current Liabilities: Interest bearing payables",,,,,,,,,,,106190,,,,,,,,,,
"Other Current Liabilities: Non-interest bearing borrowings",,,,,,,164563,208187,262762,296804,226553,216531,224206,297797,,,,,,,
"Other Current Liabilities: short-term financial liabilities",,,,,,,,19818,,,,,,,,,,,,,
"Total Current Liabilities",457252,463770,328086,382389,276040,314726,253167,290064,380716,401608,382849,383026,328305,434795,442064,392312,253314,257740,262110,147008,
"Total Liabilities",565151,481491,474831,521829,464691,483230,332690,400811,510337,536320,445626,458559,484255,639137,487753,460822,403868,411305,419655,279286,
"Total Equity and Liabilities",716334,658026,686050,726048,660785,684860,575116,632660,738480,749423,735265,746251,716894,877205,847341,815254,750479,754503,759315,570997,

Share/unit data,"Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"30 Mar 2020","11 Oct 2019","12 Apr 2019","27 Sep 2018","12 Feb 2018","13 Sep 2017","14 Feb 2017","26 Sep 2016","10 Feb 2016","17 Sep 2015","16 Feb 2015","17 Sep 2014","18 Feb 2014","18 Sep 2013","7 Feb 2013","19 Sep 2012","6 Feb 2012","27 Sep 2011","23 Mar 2011","15 Sep 2010",
"Number of Shares in Issue (Actual)",229319000,226300000,229319000,229319000,229319000,229319000,229319000,229319000,229319000,229319000,218399000,218399000,146399000,146399000,146399000,146399000,146399000,146399000,114509000,114509000,
"Weighted Average Shares in Issue (Actual)",226281000,226281000,228660000,229069000,226777000,226912000,224616000,224616000,224190000,215155000,213270000,172832000,141272000,141272000,141077000,140918000,140801000,122745000,111557000,111557000,
"Fully Diluted Weighted Average Shares in Issue",226281000,226281000,228660000,229442000,226949000,229363000,224721000,224720000,224190000,215155000,216255000,172832000,141272000,141272000,141077000,140918000,140801000,122745000,116548000,116548000,
"Market Capitalisation (R'000)",107780,52049,114660,149057,137591,188042,215560,192628,139885,128419,159431,209663,109799,144935,229846,219599,146399,147863,170618,144281,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,,,,,777,,764,,812,,946,,844,,,,827,,583,

Share statistics,"Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"30 Mar 2020","11 Oct 2019","12 Apr 2019","27 Sep 2018","12 Feb 2018","13 Sep 2017","14 Feb 2017","26 Sep 2016","10 Feb 2016","17 Sep 2015","16 Feb 2015","17 Sep 2014","18 Feb 2014","18 Sep 2013","7 Feb 2013","19 Sep 2012","6 Feb 2012","27 Sep 2011","23 Mar 2011","15 Sep 2010",
"Earnings Per Share (ZARc)",-6,-12.9,1.3,-3.3,-2.9,-17.3,6.3,6.3,5.7,-38.7,0.6,3.1,5.1,-77.91,10.1,15.57,6.4,7.76,2.8,19.07,
"Diluted Earnings Per Share (ZARc)",-6,-12.9,1.3,-3.3,-2.9,-17.1,6.3,6.3,5.7,-38.7,0.6,3.1,5.1,-77.9,10.1,15.6,6.4,7.8,2.7,18.3,
"Headline Earnings Per Share (Cont Ops) (ZARc)",-5.2,-10.7,1.3,-1.5,-0.9,-4.8,6.3,6.3,5.7,2.4,0.7,0.6,5.6,0.3,5,16.8,6.9,14,3.5,16.6,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",-5.2,-10.7,1.3,-1.5,-0.9,-4.7,6.3,6.3,5.7,2.4,0.6,0.6,5.6,0.3,5,16.8,6.9,14,3.3,15.9,
"Interim Dividend (ZARc)",,,,,,,,,,,,,,,,,,3,3,,
"Final Dividend (ZARc)",,,,,,1,,2,,,,,,,,3,,2.5,,,
"Dividend Per Share (ZARc)",,,,,,1,,2,,,,,,,,3,,5.5,3,,
"Distributions Per Share (ZARc)",,,,,,1,,2,,,,,,,,3,,5.5,3,,
"Net Asset Value Per Share (ZARc)",50.3,64.1,78.6,77.4,77.3,81.3,104.3,100.1,98.7,92.7,135,134.4,164.7,159.7,248.1,241.2,232.9,229.5,226.1,251.1,
"3 Year Beta",0.89,0.17,0.38,0.79,0.16,0.47,0.96,0.76,0.88,0.84,1.13,0.35,0.08,0.15,0.23,0.22,-0.04,0.14,0.21,0.19,
"Cash Generated Per Share",-5.61,18.75,1.54,7.25,4.5,11.01,-0.24,23.77,5.04,-1.6,5,2.99,-1.24,-62.04,-10.47,-1.44,-12.74,-21.43,-13.61,10.74,
"Net Asset Value Per Share (Base Currency)",50.3,64.1,78.6,77.4,77.3,81.3,104.3,100.1,98.7,92.7,135,134.4,164.7,159.7,248.1,241.2,232.9,229.5,226.1,251.1,
"Price at Period End (Base Currency)",47,23,50,65,60,82,94,84,61,56,73,96,75,99,157,150,100,101,149,126,
"JSE Market Price High (ZARc)",49,75,75,90,90,120,115,97,75,125,125,114,114,175,175,150,110,155,155,210,
"JSE Market Price Low (ZARc)",15,22,39,40,46,70,82,38,50,46,65,58,58,85,135,90,90,70,120,115,
"JSE Market Price at Period End (ZARc)",47,23,50,65,60,82,94,84,61,56,73,96,75,99,157,150,100,101,149,126,
"JSE Volume Traded (Actual)",3099626,4005741,1419821,9842090,7277088,16935080,10555697,23220036,16634137,15696363,8543679,20246076,9976900,23776631,10628842,24108654,4635999,21129513,5999830,7964789,
"JSE Rand Value Traded (Actual)",920476,1560276,768186,5930501,4442021,16223863,9876408,14457122,9683662,12094928,7623209,16637972,7918380,34079922,16321897,27521934,4518787,24901287,7942688,13036783,
"12 Month HEPS",-17.2,-10.7,0.7,-1.5,-12,-4.8,6.9,6.3,7.4,2.4,-4.3,0.6,0.9,0.3,14.9,16.8,17.4,14,10.2,16.6,
"12 Month Dividend",,,,,1,1,1,2,2,,,,,,3,3,2.5,5.5,3,3,

Cash flow items,"Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"30 Mar 2020","11 Oct 2019","12 Apr 2019","27 Sep 2018","12 Feb 2018","13 Sep 2017","14 Feb 2017","26 Sep 2016","10 Feb 2016","17 Sep 2015","16 Feb 2015","17 Sep 2014","18 Feb 2014","18 Sep 2013","7 Feb 2013","19 Sep 2012","6 Feb 2012","27 Sep 2011","23 Mar 2011","15 Sep 2010",
"Cash generated by operations",27851,75779,37797,94375,31427,71584,38946,62943,39065,39081,18934,35139,23602,-66366,-804,24480,-5597,2980,-579,23871,
"Working capital changes",-18786,3701,-12857,-39207,-5258,-16190,-24730,16412,-15033,-22460,3440,-9676,-14791,-114083,-20313,-30961,-38674,-45846,-22517,-13886,
"Cash generated from operations after WC",9065,79480,24940,55168,26169,55394,14216,79355,24032,,,,,,,,,,,,
"Net Cash flow from operating activities",-12861,42435,3542,16618,10315,25239,-550,54513,11564,-3678,10921,6540,-1813,-90830,-15328,-2115,-18653,-31370,-15579,12302,
"Net cash flow from investing activities",-11323,-55915,-25595,-43971,-3575,21373,33757,7266,-237,-7795,498,57393,54967,-42213,-16883,-22715,-10586,41173,51088,-2236,
"Net cash flow from financing activities",-12569,10335,17621,-932,-974,41878,-30426,-23081,-5607,-11557,-6465,-15997,-36107,108645,-1042,9934,7759,-22098,-11627,13417,
"Dividends paid",-3263,-4000,,-5907,-2234,-4478,-4475,,,,,,,-4239,-4254,-3523,-3195,-3346,,,
"Net increase(decrease) in cash & cash equivalents",-36753,-3145,-4432,-28285,5766,88490,2781,36698,5720,-23030,4954,47936,17047,-24398,-33253,-14896,-21480,-12295,24082,23483,
"Cash & Cash Equivalent beginning of period",,67889,,95551,,,,,,,,,,,,,,,,,
"Translation effects on cash & cash equivalents",,25,,623,,,,,,,,,,,,,,,,,
"Cash & Cash Equivalent end of period",,64769,,67889,,,,,,,,,,,,,,,,,

Ratios,"Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"30 Mar 2020","11 Oct 2019","12 Apr 2019","27 Sep 2018","12 Feb 2018","13 Sep 2017","14 Feb 2017","26 Sep 2016","10 Feb 2016","17 Sep 2015","16 Feb 2015","17 Sep 2014","18 Feb 2014","18 Sep 2013","7 Feb 2013","19 Sep 2012","6 Feb 2012","27 Sep 2011","23 Mar 2011","15 Sep 2010",
"Return on Capital Employed",-7.6,-9.97,4.23,0.98,-0.07,-9.58,9.46,4.65,8,-23.82,1.11,1.83,3.81,-24.28,6.71,4.73,4.78,2.72,2.73,5.85,
"Return on Shareholder Funds",-13.02,-10.98,7.18,1.66,-0.14,-17.58,12.56,6.88,12.54,-38.88,1.35,2.31,6.36,-48.9,4.1,6.5,6.86,2.9,4,7.6,
"Return on Total Assets",-6.52,-4.01,4.74,2.82,2.2,-1.65,10.13,4.87,6.77,-13.32,0.43,0.5,1.75,-14.61,2.76,3.95,6.08,3.89,4.18,7.25,
"Gross Profit Margin",,,,31.43,,30.14,,,,,,,,,,,,,,,
"Operating Profit Margin",-0.6,0.19,4.93,3.52,3.21,0.38,5.81,3.89,5.41,-6.48,1.54,1.7,2.42,-8.16,3.44,3.17,4.19,3.77,5.06,8.17,
"Net Profit Margin",-3.15,-3.1,0.59,-0.67,-1.18,-3.79,2.72,1.33,2.31,-7.45,0.27,0.52,1.38,-9.6,2.58,2.23,1.98,1.25,0.99,3.89,
"Debt:Equity (excl non-int debt)",2.03,1.24,1,0.95,0.98,0.94,0.33,0.48,0.68,0.78,0.23,0.31,0.83,1.11,0.67,0.59,0.59,0.6,0.64,0.52,
"Interest Bearing Debt as % of Long-Term Finance",3.43,3.86,39.36,38.63,48.07,44.64,23.47,31.11,34.71,37.32,17.73,19.32,39.98,40.65,2.45,6.37,30.11,28.42,28.44,30.45,
"Interest Cover",-0.17,0.08,2.27,2,1.92,0.34,5.36,2.74,3.86,-4.52,1.01,1.21,1.67,0.8,2.01,3,3.32,4.9,5.07,6.9,
"Quick Ratio",0.77,0.63,0.92,0.95,1.26,1.23,1.13,1.03,0.97,0.97,0.75,0.76,0.81,0.91,0.65,0.65,0.95,0.87,0.88,0.99,
"Current Ratio",0.91,0.86,1.28,1.22,1.59,1.51,1.55,1.41,1.29,1.22,1.02,1.02,1.16,1.17,0.85,0.89,1.24,1.18,1.21,1.39,
"Dividend Cover",,,,,,-17.3,,3.15,,,,,,,,5.19,,1.41,0.93,,
"Dividend Cover (HEPS)",,,,,,-4.8,,3.15,,,,,,,,5.6,,2.55,1.17,,
"Debtors Collection Period",74.61,79.59,82.29,91.07,76.6,95.07,88.65,89.34,115.61,121.09,100.46,96.34,87.79,120.16,95.44,90.8,89.04,94.17,101.23,92.74,
"Stock Turn",,,,7.66,,8.39,,,,,,,,,,,,,,,
"Price : Earnings",-2.73,-2.15,71.43,-43.33,-5,-17.08,13.62,13.33,8.24,23.33,-16.98,160,83.33,330,10.54,8.93,5.75,7.21,14.61,7.59,
"Sales Per Share (Base Currency)",379.42,415.73,425.93,500.76,489.94,456.79,461.37,476.38,495.78,519.36,468.32,599.07,745.7,811.23,782.35,698.06,697.23,622.02,561.92,490.22,
"Price/Sales Per Share",0.12,0.06,0.12,0.13,0.12,0.18,0.2,0.18,0.12,0.11,0.16,0.16,0.1,0.12,0.2,0.21,0.14,0.16,0.27,0.26,
"Price/Net Asset Value",0.93,0.36,0.64,0.84,0.78,1.01,0.9,0.84,0.62,0.6,0.54,0.71,0.46,0.62,0.63,0.62,0.43,0.44,0.66,0.5,
"Price/Cash Flow",-16.76,1.23,64.94,8.97,26.68,7.45,-783.33,3.53,24.21,-35,29.2,32.11,-120.97,-1.6,-29.99,-104.17,-15.7,-4.71,-21.9,11.73,
"NAV%Price",107.02,278.7,157.2,119.08,128.83,99.15,110.96,119.17,161.8,165.54,184.93,140,219.6,161.31,158.03,160.8,232.9,227.23,151.74,199.29,
"Liquidity%",-4.55,8.81,1.49,3.18,4.44,5.22,-0.33,13.6,4.53,-0.69,4.9,1.43,-0.75,-14.21,-6.29,-0.46,-9.24,-7.63,-7.42,4.4,
"Cash Flow:Attributable Profit",1.34,-1.19,4.32,-2.17,-3.14,-0.64,-0.08,3.84,1.8,0.04,16.25,1.21,-0.5,0.83,-2.16,-0.1,-4.11,-3.29,-10.06,0.58,
"Cash/Equity (%)",14.07,37.1,30.04,33.24,51.51,47.39,,,,,,,,,,,,,,,
"EV/Ebitda (Pd)",,,,9.86,,,,,,,,,,,,,,,,,
"PEG Ratio",,0.04,0.61,-0.55,-0.09,-0.3,0.14,0.14,0.13,0.38,1.75,-16.45,-2.4,-9.5,-1.12,-0.95,-0.98,-1.23,1.3,0.68,

