sens_title,Date,text
Group Financial Results for  the year ended 30 June 2020,9 Sep 2020,"Group Financial Results for  the year ended 30 June 2020

ASPEN PHARMACARE HOLDINGS LIMITED
(Incorporated in the Republic of South Africa) (""Aspen Holdings"")
Registration number: 1985/002935/06
Share code: APN
ISIN: ZAE000066692
LEI: 635400ZYSN1IRD5QWQ94
and its subsidiaries (collectively ""Aspen"" or ""the Group"")

GROUP FINANCIAL RESULTS FOR THE YEAR ENDED 30 JUNE 2020

SALIENT RESULTS 
Aspen reported the following salient results:
- Revenue from continuing operations increased by 9% to R38,6 billion (restated June 2019: R35,5 billion);
- Normalised EBITDA from continuing operations increased by 7% to R11,0 billion (restated June 2019: R10,3 billion); 
- Normalised headline earnings per share from continuing operations increased by 9% to 1464,6 cents 
  (restated June 2019: 1344,8 cents);
- Headline earnings per share from continuing operations increased by 9% to 1268,0 cents 
  (restated June 2019: 1158,1 cents);
- Earnings per share from continuing operations increased by 175% to 1010,2 cents (restated June: 367,8 cents);
- Earnings per share decreased by 28% to 1021,8 cents (restated June 2019: 1415,9 cents);
- Net Borrowings reduced to R35,2 billion (from R39,0 billion at June 2019);
- A leverage ratio of 2.89 times has been achieved, comfortably below the covenant ratio of 3.5 times;
- Operating cash flow conversion rate of 142% from continuing operations;
- Disposal of the Japanese Business was concluded effective 31 January 2020;
- The Japanese Business and the South African public sector ARVs (commercial related activities only) have been
  reclassified to discontinued operations;
- Agreement concluded with Mylan for the divestment of assets relating to the commercialisation of the Thrombosis
  products in Europe; and
- No dividend has been declared for the year ended 30 June 2020 (June 2019: no dividend declared).
 
REGULATORY REQUIREMENTS
The contents of the short form announcement are the responsibility of the Board of directors of Aspen. The 
information in the short form announcement is a summary of the full announcement available on the Company's 
website at https://www.aspenpharma.com/results-and-reports/ on 10 September 2020 and accordingly does not 
contain full or complete details. The full announcement can also be accessed online at 
https://senspdf.jse.co.za/documents/2020/jse/isse/APN/FYresults.pdf

The information in this announcement has been extracted from the Reviewed provisional Group financial results for 
the year ended 30 June 2020, but the short form announcement itself has not been reviewed by the Company's auditors. 
The Reviewed provisional Group financial results have been prepared under the supervision of the Deputy Group Chief 
Executive, Gus Attridge, CA(SA).

The reviewed provisional Group financial results for the year ended 30 June 2020 have been reviewed by PwC, who
expressed an unmodified review conclusion. The Auditor's Report does not necessarily report on all the information 
contained in this announcement. Shareholders are therefore advised that in order to obtain a full understanding of the 
nature of the Auditor's engagement, they should obtain a copy of the Auditor's Report, together with the accompanying 
financial information from the issuer's registered office. 

Any investment decisions by shareholders/investors should be based on the full announcement as released by the JSE 
and published on the Company's website, https://www.aspenpharma.com. The full announcement is also available at the
Company's registered office (for inspection, at no charge, during office hours on any business day) and at the offices 
of the sponsor, Investec Bank Limited, from 10 September 2020 to 30 September 2020, both days inclusive. Copies of the 
full announcement may be requested by contacting Riaan Verster on telephone: +27(0)31 580 8624, 
email: rverster@aspenpharma.com.

For and on behalf of the Board

Kuseni Dlamini                  Stephen Saad
Chairman                        Group Chief Executive 

Registered office
Building 8 
Healthcare Park
Woodlands Drive 
Woodmead 
Sandton 

Woodmead  
09 September 2020

Sponsor: 
Investec Bank Limited
Date: 09-09-2020 05:30:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Aspen’s Results for the twelve months ended 30 June 2020 and Results Presentation,8 Sep 2020,"Aspen’s Results for the twelve months ended 30 June 2020 and Results Presentation

ASPEN PHARMACARE HOLDINGS LIMITED
(Incorporated in the Republic of South Africa)
Registration number: 1985/002935/06
Share code: APN
ISIN: ZAE000066692
(“Aspen” or “the Company”)


ASPEN’S RESULTS FOR THE TWELVE MONTHS ENDED 30 JUNE 2020 AND RESULTS PRESENTATION


Shareholders are advised that Aspen intends releasing its results for the twelve months ended 30 June 2020
on SENS after the market closes on Wednesday, 9 September 2020 with a presentation to members of the
investment community taking place via webcast on 10 September 2020 at 08:30.

All interested stakeholders are invited to watch the live webcast which can be accessed using the following
link: https://www.corpcam.com/Aspen10092020.

The slides accompanying the presentation will be available on Aspen’s website (www.aspenpharma.com)
home page shortly before the commencement of the presentation on 10 September 2020.

A playback of the webcast will be made available on our website approximately 2 hours after the
presentation.


Durban
8 September 2020

Sponsor:
Investec Bank Limited

Date: 08-09-2020 12:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Divestment of Aspen’s European Thrombosis Business to Mylan and Withdrawal of Cautionary,8 Sep 2020,"Divestment of Aspen’s European Thrombosis Business to Mylan and Withdrawal of Cautionary

ASPEN PHARMACARE HOLDINGS LIMITED
(Incorporated in the Republic of South Africa) (“Aspen Holdings”)
Registration number: 1985/002935/06
Share code: APN
ISIN: ZAE000066692
LEI: 635400ZYSN1IRD5QWQ94
and its subsidiaries (collectively “Aspen” or “the Group”)


DIVESTMENT OF ASPEN’S EUROPEAN THROMBOSIS BUSINESS TO MYLAN AND WITHDRAWAL OF
CAUTIONARY

Following the release of a cautionary announcement on 24 August 2020, Aspen is pleased to announce that,
Aspen Global Incorporated (“AGI”), its wholly owned subsidiary incorporated in Mauritius, has concluded an
agreement in terms of which Mylan Ireland Limited (“Mylan”) will acquire the commercialisation rights and
related intellectual property relating to Aspen’s Thrombosis Business in Europe 1 (the “Assets”) for a purchase
consideration of EUR 641.9 million, plus the cost of the related inventory (the “Transaction”). AGI’s
thrombosis products (the “Products”) are sold under the brand names, and variations of the brand names,
Arixtra, Fraxiparine, Mono-Embolex and Orgaran in Europe. Mylan has retained AGI (via its subsidiary, Aspen
France SAS, “Aspen France”) as its distributor of the Products in France.

The Transaction will be conditional upon the fulfilment of customary conditions precedent applicable to
transactions of this nature. It is anticipated that the Transaction will complete before 31 December 2020.

Mylan is a global pharmaceutical company, with principal offices in Canonsburg, Pennsylvania, United States
of America. Mylan has a significant presence in Europe, generating sales of over USD 4 billion in 2019.

Transaction details

The disposal of the Assets comprises the following elements relating exclusively to the Products in Europe:

    -    intellectual property required for their commercialisation, and any related goodwill owned by AGI
         and its subsidiaries2;
    -    product registrations and marketing authorisations; and
    -    the related inventory3.


The purchase consideration payable by Mylan for the Assets, other than the inventory, of EUR 641.9 million
is structured as follows:

    -    Upfront cash consideration upon completion:                                     EUR 263.2 million
    -    Deferred cash consideration payable on 25 June 2021:                            EUR 378.7 million

The proceeds from the Transaction will be used to reduce the Group’s debt.

The transfer to Mylan of employees engaged in the Thrombosis Business will take place in accordance with
European labour law regulations.

Contemporaneously with the Transaction, Aspen and Mylan will enter into a Manufacturing and Supply
Agreement (the “MSA”) in terms of which Aspen will supply Products to Mylan for the Territory.

Financial information in respect of the Transaction

The Assets contributed approximately ZAR 1.91 billion4,5 in revenue, ZAR 0.53 billion5 in operating profit and
ZAR 0.45 billion5 in profit after tax6 to the Group for the six months ended 31 December 2019. The Net Asset
Value of the Assets was approximately ZAR 9.25 billion7 as at 31 December 2019. It is expected that the net
proceeds from the Transaction will not vary materially from the Net Asset Value of the Assets at time of
completion of the Transaction.

Rationale

In March 2019, Aspen announced that it would undertake a strategic review in respect of its Europe CIS
Commercial business (“the Business”). The review has focused on assessing alternative models for the
conduct of the Business and in determining the range of available options with a view to optimising the
Group’s sustainable returns. In line with the objectives of the strategic review, Aspen is of the view that the
disposal of the commercialisation rights to the Products while continuing to manufacture and supply the
Products is an attractive option for the following reasons:

     •    the Transaction supports Aspen’s strategy of continuing to reshape the Group towards a greater
          concentration of revenue in Emerging Markets (“EMs”) – the Thrombosis business that Aspen will
          retain is almost exclusively in EMs and well supported by strong sales representation;
     •    the disposal will allow Aspen to achieve a more streamlined Business in Europe;
     •    in terms of the MSA, Aspen will continue to manufacture and supply the Products, contributing its
          significant expertise in the production of sterile injectables;
     •    the positive cash inflow from the proceeds of the disposal will allow Aspen to further strengthen its
          balance sheet and assist in establishing financial headroom for future investments; and
     •    Mylan represents the ideal partner to acquire these assets given the company’s strength in Europe,
          commitment to the injectables and biosimilars space and comparable employee-first culture and
          values.


Categorisation of the Transaction and Withdrawal of Cautionary

In terms of the JSE Limited Listings Requirements the Transaction is categorised as a Category 2 transaction.
This cautionary, as issued by Aspen on 24 August 2020, is hereby withdrawn.


1 Excludes Russia and the other Commonwealth of Independent States countries
2 Excluding certain goodwill relating to distribution of the Products in France
3 Excluding inventory in France where Aspen France will continue to distribute the Products
4 Includes revenue in France of ZAR 0.36 billion related to the Products that Aspen will continue to distribute and recognise the revenue
5 Aspen  average exchange rate for the six months ended 31 December 2019 was ZAR16.30 to 1 EUR
6 Profit after tax excludes any notional saving in interest paid arising from the repayment of borrowings with the net proceeds from
the Transaction
7 Aspen closing exchange rate as at the 31 December 2019 was ZAR15.69 to 1 EUR


Durban
8 September 2020

Sponsor
Investec Bank Limited

Date: 08-09-2020 08:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Trading statement,27 Aug 2020,"Trading statement

ASPEN PHARMACARE HOLDINGS LIMITED
(Incorporated in the Republic of South Africa) (“Aspen Holdings”)
Registration number: 1985/002935/06
Share code: APN
ISIN: ZAE000066692
LEI: 635400ZYSN1IRD5QWQ94
and its subsidiaries (collectively “Aspen” or “the Group”)


TRADING STATEMENT


This trading statement is provided to Aspen Holdings shareholders as guidance on the key
performance metrics relating to the results of the Group for the twelve months ended 30 June 2020,
expected to be published on SENS on 9 September 2020, after market close.

The results of the Group for the twelve months ended 30 June 2020 are in line with the updated
guidance provided at the H1 2020 interim results presentation. The key performance metrics set out
below refer to continuing operations unless stated otherwise:

-   Revenue growth as reported, and in constant exchange rates (“CER”), is expected to be within the
    following range:

          Reported revenue growth:       8% to 10%
          CER revenue growth:            3% to 5%

    The difference between reported and CER revenue growth arises due to the material weakening of
    the ZAR against the majority of the other currencies in which Aspen trades in the fourth quarter.

-   Reported revenue growth from Commercial Pharmaceuticals is expected to be between 5% and
    7% and CER growth between 1% and 2%. Positive demand trends for Sterile Focus Brands used in
    the clinical management of COVID-19, the stockpiling of everyday healthcare products and
    advanced filling of prescriptions by consumers positively impacted performance during the early
    and peak periods of COVID-19 infections across several regions. These positive trends were more
    than offset by a decrease in demand as stock levels normalised, delays in the recovery of elective
    surgeries in most regions and reduced infection rates in non-COVID communicable diseases due to
    social distancing. Manufacturing revenue has delivered strong double-digit growth, both reported
    and CER, favourably impacted by the commercial sales of heparin to third parties. Non-heparin
    APIs sales have performed particularly well in H2 2020 assisted by Aspen’s ability to ensure
    consistent supply of product to the market despite the pandemic.

-   The Group delivered strong operating cash flows, benefitting from a positive cash inflow from
    working capital for the twelve months to 30 June 2020.

-   The operating cash flow to headline earnings conversion ratio is expected to be reported at more
    than 130% for the twelve months ended 30 June 2020, up from 107% for the twelve months to 30
    June 2019.

-   Net borrowings declined to approximately ZAR 35,2 billion at 30 June 2020 from ZAR 37,9 billion at
    31 December 2019. The reduction in net borrowings from net cash generated for the period and
    proceeds from disposals was diluted by unfavourable currency movements arising from the
    weakening of the ZAR relative to the EUR and the AUD which inflated the ZAR value of Aspen’s
    debt denominated in those currencies.

-   The leverage ratio, for banking covenant measurement purposes, is expected to be between 2.85x
    and 3.0x against a threshold of 3.5x, as at 30 June 2020. This is a positive outcome which brings
    the Group within range of its medium-term target of a leverage ratio of less than 3.0x.

-   Intangible and tangible asset impairments arising from rigorous and detailed annual impairment
    tests are expected to be approximately ZAR 1,5 billion in FY 2020 as compared to ZAR 3,8 billion in
    the prior comparable period.

-   The Japanese Business and public sector ARVs were classified to discontinued operations for the
    period ended 31 December 2019 and are excluded from the continuing operations for the twelve
    months ended 30 June 2020.

Normalised headline earnings per share (“NHEPS”) comprises headline earnings per share adjusted for
specific non-trading items in accordance with Aspen’s accounting policies. NHEPS is the primary measure
used by management to assess Aspen’s underlying financial performance. NHEPS for the year ended 30
June 2020 is expected to vary from that reported in the prior year ended 30 June 2019 within the
following ranges:

                   Measure                             Range (%)              Range (Cents per share)              Cents per share -
                                                                                      - 30 June 2020
                                                                                                                         30 June 2019

    NHEPS – Continuing operations                      7% to 11%                    1438,9 to 1492,8                        1344,8
    (1)


    Total NHEPS                                        1% to 5%                     1481,1 to 1539,7                        1466,4

Footnote:
(1)NHEPS   – Continuing operations has been restated considering the impact of discontinued operations, namely the Nutritionals Business, the
Asia Pacific non-core pharmaceutical portfolio, Japanese Business and the South African public sector ARVs. The net impact is a decrease of
69,5 cents to NHEPS - Continuing operations for the twelve months ended 30 June 2019.




Headline earnings per share for the year ended 30 June 2020 is expected to vary from those reported in
the prior year ended 30 June 2019 within the following ranges:

                   Measure                             Range (%)              Range (Cents per share)              Cents per share -
                                                                                      - 30 June 2020
                                                                                                                        30 June 2019

    Headline earnings per share –                     7% to 11%                     1239,2 to 1285,5                      1158,1
    Continuing operations (2)

    Total Headline earnings per                        3% to 7%                     1291,6 to 1341,8                      1254,0
    share

Footnote:
(2)Headline   earnings per share - Continuing operations has been restated considering the impact of discontinued operations, namely the
Nutritionals Business, the Asia Pacific non-core pharmaceutical portfolio, Japanese Business and the South African public sector ARVs. The net
impact is a decrease of 69,5 cents to Headline earnings per share – Continuing operations for the twelve months ended 30 June 2019.
The comparison of Earnings per share - Continuing operations for the twelve months ended 30 June
2020 has been positively impacted by reduced impairments. The comparison of Total Earnings per share
has been negatively impacted by the gain on the disposal of the Nutritionals Business in the prior year.
Earnings per share for the year ended 30 June 2020 is expected to vary from that reported in the prior
year ended 30 June 2019 within the following ranges:

                    Measure                            Range (%)              Range (Cents per share)               Cents per share -
                                                                                      - 30 June 2020
                                                                                                                         30 June 2019
                                                                                                                             Restated

 Earnings per share - Continuing                     166% to 181%                     978,4 to 1033,5                          367,8
 operations (3)

 Total Earnings per share                            -30% to -26%                     991,1 to 1047,8                         1415,9

Footnote:
(3)Earnings   per share -– Continuing operations has been restated considering the impact of discontinued operations, namely the Nutritionals
Business, the Asia Pacific non-core pharmaceutical portfolio, Japanese Business and the South African public sector ARVs. The net impact is a
decrease of 69,5 cents to Earnings per share – Continuing operations for the twelve months ended 30 June 2019.


The financial results on which this trading statement is based have not been reviewed or reported on by
Aspen’s external auditors.

Durban
27 August 2020

Sponsor
Investec Bank Limited

Date: 27-08-2020 08:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Notification in terms of section 122(3) of the Companies Act,26 Aug 2020,"Notification in terms of section 122(3) of the Companies Act

ASPEN PHARMACARE HOLDINGS LIMITED
(Incorporated in the Republic of South Africa) (“Aspen Holdings”)
Registration number: 1985/002935/06
Share code: APN
ISIN: ZAE000066692
LEI: 635400ZYSN1IRD5QWQ94
(“the Company”)



NOTIFICATION IN TERMS OF SECTION 122(3) OF THE COMPANIES ACT AND PARAGRAPH 3.83(b) OF THE
JSE LISTINGS REQUIREMENTS

In accordance with section 122(3)(b) of the Companies Act, No. 71 of 2008 (“the Act”) and paragraph
3.83(b) of the JSE Listings Requirements, holders of ordinary shares in the Company are advised that Foord
Asset Management (Pty) Limited has formally notified the Company that it has increased its beneficial
interest in the securities of the Company, which it holds on behalf of its clients, to 5.0% of the ordinary
share capital of the Company, effective 25 August 2020.

Aspen will file the required notice with the Takeover Regulation Panel as required in terms of section
122(3)(a) of the Act.


Durban
26 August 2020

Sponsor:
Investec Bank Limited

Date: 26-08-2020 05:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Cautionary announcement,24 Aug 2020,"Cautionary announcement

ASPEN PHARMACARE HOLDINGS LIMITED
(Incorporated in the Republic of South Africa) (“Aspen Holdings” or “the Company”)
Registration number: 1985/002935/06
Share code: APN
ISIN: ZAE000066692
LEI: 635400ZYSN1IRD5QWQ94
and its subsidiaries (collectively “Aspen” or “the Group”)

CAUTIONARY ANNOUNCEMENT

Aspen is currently engaged in discussions related to a possible transaction in respect of a segment of its
European commercial business.

These discussions may have a material effect on the price of Aspen's securities if successfully concluded and
accordingly shareholders are advised to exercise caution when dealing in the Company’s securities.

Durban
24 August 2020

Sponsor
Investec Bank Limited

Date: 24-08-2020 09:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Changes to the membership of the Aspen social and ethics committee,21 Aug 2020,"Changes to the membership of the Aspen social and ethics committee

ASPEN PHARMACARE HOLDINGS LIMITED
(Incorporated in the Republic of South Africa) (“Aspen Holdings”)
Registration number: 1985/002935/06
Share code: APN
ISIN: ZAE000066692
LEI: 635400ZYSN1IRD5QWQ94
and its subsidiaries (collectively “Aspen” or “the Group”)


CHANGES TO THE MEMBERSHIP OF THE ASPEN SOCIAL & ETHICS COMMITTEE


In accordance with paragraph 3.59 of the Listings Requirements of the JSE Limited, the Aspen Board of
Directors (“the Board”) is pleased to announce the appointment of Mr Reginald Haman, Aspen’s Group
Corporate Services Officer as a member of the Social & Ethics Committee with effect from 1 September
2020. It is also confirmed that Mr Gus Attridge, the Deputy Group Chief Executive, will step down from the
Committee from this date.

Referring to this change in the members of the Social & Ethics Committee, the Chairman of this Committee,
Ms Sindi Zilwa, said, ""I wish to thank Gus for the valuable contribution he has made as a member of the
Aspen Social & Ethics Committee since its inception in June 2012. I look forward to the contribution
Reginald will make as a member of this committee and wish him every success in this role.""

Durban
21 August 2020

Sponsor
Investec Bank Limited

Date: 21-08-2020 03:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Aspen’s proposed commitments to address the European Commission’s preliminary assessment regarding pricing practices,14 Jul 2020,"Aspen’s proposed commitments to address the European Commission’s preliminary assessment regarding pricing practices

ASPEN PHARMACARE HOLDINGS LIMITED
(Incorporated in the Republic of South Africa) (“Aspen Holdings”)
Registration number: 1985/002935/06
Share code: APN
ISIN: ZAE000066692
LEI: 635400ZYSN1IRD5QWQ94
and its subsidiaries (collectively “Aspen” or “the Group”)



ASPEN’S PROPOSED COMMITMENTS TO ADDRESS THE EUROPEAN COMMISSION’S PRELIMINARY
ASSESSMENT REGARDING PRICING PRACTICES FOR CERTAIN PRODUCTS IN THE EUROPEAN
ECONOMIC AREA

In May 2017, the European Commission (“the Commission”) opened an investigation of Aspen
Holdings and certain of its European subsidiaries (“Aspen”) under Articles 102(a) of the Treaty on
the Functioning of the European Union (“TFEU”) and Article 54 of the European Economic Area
Agreement (“EEAA”). The investigation was in respect of the molecules (i) Chlorambucil; (ii)
Melphalan; (iii) Mercaptopurine; (iv) Tioguanine; and (v) Busulfan (“the Products”) sold in the
European Economic Area(1) (excluding Italy) (“EEA”).

The Commission has now adopted a preliminary assessment, following its investigation, setting out
concerns that Aspen may have abused its dominant position by imposing unfair prices pursuant to
Article 102(a) TFEU and Article 54 of the EEAA.

The Products generated approximately EUR 28 million in revenue for the financial year ended 30
June 2020 in the EEA. Over 80% of the revenue is generated by solid dose form Products that are
currently sold at an average price of less than EUR 2 per tablet and approximately EUR 3 per patient
per day, this despite the Products’ low volumes (each Product treats, on average, around 200
patients per year per EEA Member State with one product having an average as low as 8 patients).
The average prices of all of the Products are well below those of certain other post-patent originator
oncology drugs that face generic competition in the EEA. In addition, in a number of Member States,
certain of the Products faced higher priced generic equivalents.

Consequently, Aspen disagrees with the Commission’s preliminary assessment. Notwithstanding
this, in order to meet the Commission’s competition concerns, Aspen has proposed commitments
pursuant to Article 9(2) of Regulation (EC) No 1/2003 (“the Proposed Commitments”).

The Commission has responded positively to the Proposed Commitments which it intends to accept,
subject to market testing. Market testing will allow interested third parties to submit their
observations on the Proposed Commitments to the Commission within the next two months. If the
result of the market testing is favourable the Proposed Commitments will become binding upon
Aspen and the Commission will close its investigation without any finding against Aspen.

The key elements of the Proposed Commitments are as follows:
   - Average price reductions per Product across the EEA of between 27% and 79% (overall
     average of 73%);
   - Aspen to maintain such reduced prices for ten years and guarantee supply for at least five
     years;
   - After five years, should Aspen wish to cease commercialising any of the Products it will make
     them available for sale to a third party, or absent an interested purchaser, maintain the
     marketing authorisations; and
   - Aspen will make a one-time payment to the relevant entities responsible for reimbursement
     of medicines and other beneficiaries as appropriate to bridge the implementation of the
     price reductions.

Aspen is focused on ensuring supply and access to affordable pharmaceuticals for our patients and
will continue to cooperate with the Commission to prioritise patient needs. This is consistent with
Aspen’s vision of providing quality affordable medicines, an object achieved over many years and
reflected in the role it has played in saving millions of lives across Africa through pioneering and
supplying generic anti-retroviral medicine for the treatment of HIV/AIDS. The current COVID-19
crisis has further demonstrated the importance of governments and companies cooperating to
prioritise access to pharmaceuticals. Aspen, as a leading supplier of Anaesthetics, Thrombosis
treatments and most recently dexamethasone, has and will continue to work closely with
authorities to ensure the supply of medically critical products throughout the world, including in the
EEA.

Aspen is pleased that the Commission has responded positively to the Proposed Commitments and
is hopeful that the result of the market testing will also be supportive of the proposed resolution of
this matter.

Footnotes:
(1)The European Economic Area comprises the EU Member States (including the United Kingdom) together with
   Iceland, Liechtenstein and Norway.

(2)Article 9 enables companies under investigation by the Commission to offer commitments in order to meet the
   Commission's concern. If the market test indicates that the commitments are a satisfactory way of addressing the
   Commission's competition concerns, the Commission intends to adopt a decision making the commitments legally
   binding on Aspen. Such a decision would legally bind Aspen to respect the commitments it has offered and would result
   in no finding that there is an infringement of EU antitrust rules.

Durban
14 July 2020

Sponsor
Investec Bank Limited

Date: 14-07-2020 11:58:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Completion of United Kingdom Competition Authority Investigation,9 Jul 2020,"Completion of United Kingdom Competition Authority Investigation

ASPEN PHARMACARE HOLDINGS LIMITED
(Incorporated in the Republic of South Africa) (“Aspen Holdings”)
Registration number: 1985/002935/06
Share code: APN
ISIN: ZAE000066692
LEI: 635400ZYSN1IRD5QWQ94
and its subsidiaries (collectively “Aspen” or “the Group”)



COMPLETION OF UNITED KINGDOM (“UK”) COMPETITION AUTHORITY INVESTIGATION

Shareholders are advised that the Competition and Markets Authority of the UK has confirmed its decision
to impose a fine of £2,101,954 on Aspen, as reported by Aspen in its SENS Announcement of 14 August
2019 (available on the Aspen website (www.aspenpharma.com) at the Investor Relations section). This
brings this matter to a close.



Durban
09 July 2020

Sponsor
Investec Bank Limited

Date: 09-07-2020 08:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Use of Dexamethasone in the clinical management of patients with COVID-19 requiring respiratory intervention,17 Jun 2020,"Use of Dexamethasone in the clinical management of patients with COVID-19 requiring respiratory intervention

ASPEN PHARMACARE HOLDINGS LIMITED
(Incorporated in the Republic of South Africa) (“Aspen Holdings”)
Registration number: 1985/002935/06
Share code: APN
ISIN: ZAE000066692
LEI: 635400ZYSN1IRD5QWQ94
and its subsidiaries (collectively “Aspen” or “the Group”)


USE OF DEXAMETHASONE IN THE TREATMENT OF PATIENTS WITH COVID-19 REQUIRING RESPIRATORY
INTERVENTION

To ensure the equal distribution of information which may possibly be price sensitive, Aspen has noted the
preliminary results of a drug trial using dexamethasone in the treatment of patients with COVID-19
requiring respiratory intervention and the related media coverage. It is confirmed that Aspen owns rights to
this product and distributes both injectables and/or tablets containing dexamethasone in a number of
countries. Aspen markets an injectable dexamethasone in South Africa, which is manufactured locally by a
third party.

Durban
17 June 2020

Sponsor
Investec Bank Limited

Date: 17-06-2020 10:42:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Appointment of Ben Kruger as member of The Social & Ethics Committee,2 Jun 2020,"Appointment of Ben Kruger as member of The Social & Ethics Committee

ASPEN PHARMACARE HOLDINGS LIMITED
(Incorporated in the Republic of South Africa) (“Aspen Holdings”)
Registration number: 1985/002935/06
Share code: APN
ISIN: ZAE000066692
LEI: 635400ZYSN1IRD5QWQ94
and its subsidiaries (collectively “Aspen” or “the Group”)



APPOINTMENT OF BEN KRUGER AS MEMBER OF THE SOCIAL & ETHICS COMMITTEE

The Board is pleased to announce that Mr Ben Kruger has been appointed as a member of the Aspen Social
& Ethics Committee, with effect from 1 June 2020.



Durban
02 June 2020

Sponsor
Investec Bank Limited

Date: 02-06-2020 05:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
