"Exchange Rate (period end)",21.29,18.48,17.88,18.34,13.75,16.73,16.95,16.89,19.99,22.98,
"Exchange Rate (weighted average)",20.94,18.44,18.37,17.64,12.3,17.14,16.62,19.99,22.1,19.49,
"Number of Linked Units Issued (Actual)",104100000,74620000,72640000,72190000,72324010,70920000,70390000,70100000,70080000,70080000,
"Weighted Ave Stock Units (Actual)",104100000,74560000,72620000,72140000,71910000,70900000,70330000,70040000,69980000,69980000,
"Fully Diluted Weighted Average Shares in Issue",104100000,74910000,73140000,72600000,72340000,71580000,71380000,71040000,,71240000,
"Market Capitalisation (R000)",1913358,3992170,1888640,3999326,10443953,11181963,6785596,6309000,8444640,11037600,
"Market Capitalisation (R000): CAPREG (CRP)",2055245,5557796,2700985,5755176,10443953,11181963,,,,,
"Number of Employees",,,,248,,245,,260,,262,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"4 Sep 2020","5 Mar 2020","11 Sep 2019","14 Mar 2019","14 Aug 2018","8 Mar 2018","10 Aug 2017","9 Mar 2017","18 Aug 2016","4 Mar 2016",
"Earnings Per Linked Unit (ZARc)",-2324.34,-2987.28,-1401.6,-626.2,114.4,548.5,285.9,-120,221,2787.9,
"Diluted Earnings Per Linked Unit (ZARc)",-2324.34,-2987.28,-1401.6,-622.7,114.4,531.3,282.5,-120,221,2728.6,
"Headline Earnings Per Linked Unit (CO) (ZARc)",4.19,534.76,227.9,746.2,302.6,685.6,345.7,359.2,352.6,623.9,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",4.19,534.76,225.9,740.9,301.4,685.6,340.7,359.2,352.6,623.9,
"Distributions Per Linked Unit (ZARc)",,432.7,190.7,454.3,340.7,637.96,310.7,588.5,287.2,341.9,
"Net Asset Value Per Linked Unit (ZARc)",4875.41,6671.28,9118.8,10584,9075,11209.1,11526,11489.3,14192.9,16545.6,
"3 Year Beta",1.02,0.33,0.57,0.58,,,,,,,
"Cash Generated Per Linked Unit",-9.13,38.33,15.42,45.85,20.19,41.17,19.75,44.65,21.26,25.68,
"Number of Months",6,12,6,12,6,12,6,12,6,12,
"Earnings Per Linked Unit (Base Currency)",-111,-162,-76.3,-35,9.3,32,17.2,-6,10,143,
"Diluted Earnings Per Share (Base Currency)",-111,-162,-76.3,-35,0.93,31,1.7,-0.6,1,14,
"Headline Earnings Per LinkedUnit(Cont)BaseCurrency",0.2,29,12.4,42.3,24.6,40,20.8,18,16,32,
"Diluted Headline Earnings Per Share(Cont)(BaseCur)",0.2,29,12.3,42,24.5,40,20.5,18,16,32,
"Disrtibutions Per Linked Unit (Base Currency)",,21,,24.2,18.2,36.4,17.3,33.9,16.2,16.2,
"Net Asset Value Per Linked Unit (Base Currency)",229,361,510,600,660,670,680,680,710,720,
"Price at Period End (Base Currency)",85,288,145,302,515,606,570.04,540.15,615.56,684.41,
"JSE Market Price at Period End (ZARc)",1838,5350,2600,5540,9340,10000,9640,9000,12050,15750,
"JSE Market Price High (ZARc)",5440,9900,6200,10800,10800,10850,10850,16500,16500,16250,
"JSE Market Price Low (ZARc)",752,2480,2480,4010,8500,8510,8510,9000,11300,13900,
"JSE Volume Traded (Actual)",1063935,7862558,3317634,4937998,2766598,4861872,1848504,2618206,1486259,6764984,
"JSE Rand Value Traded (Actual)",36934068,335884953,161419762,440957660,255897978,476319264,180603953,323790677,201006029,985729736,
"12 Month HEPS",311.05,534.76,671.5,746.2,642.5,685.6,352.3,359.2,664.5,623.9,
"12 Month Dividend",242,432.7,113.57,454.28,667.92,637.96,625.5,588.5,571.2,341.9,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"4 Sep 2020","5 Mar 2020","11 Sep 2019","14 Mar 2019","14 Aug 2018","8 Mar 2018","10 Aug 2017","9 Mar 2017","18 Aug 2016","4 Mar 2016",
"Cash generated by operations",,,,,,,,,21500,,
"Cash generated from operations after WC",-4000,40900,17900,46700,19200,43000,19800,41100,,29900,
"Net Cash flow from operating activities",-9500,28600,11200,33100,14600,29200,13900,31300,14900,18000,
"Net cash flow from investing activities",-1000,-13400,-7400,-17600,-7400,-82200,-76400,8700,-67700,26300,
"Net cash flow from financing activities",-3300,48700,-5600,-13700,-11700,34100,44500,-40800,31400,-37000,
"Dividends paid",-3300,-11600,-5600,-23600,-11700,-19100,-8900,-21700,-11400,-13200,
"Net increase(decrease) in cash & cash equivalents",-13800,63900,-1800,1800,-4500,-18900,-18000,-800,-21400,7300,
"Cash & Cash Equivalent beginning of period",95900,32000,32000,30200,30200,49100,49100,49900,49900,42600,
"Cash & Cash Equivalent end of period",82100,95900,30200,32000,25700,30200,31100,49100,28500,49900,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"4 Sep 2020","5 Mar 2020","11 Sep 2019","14 Mar 2019","14 Aug 2018","8 Mar 2018","10 Aug 2017","9 Mar 2017","18 Aug 2016","4 Mar 2016",
"Turnover Per Share",70.12,119.23,124.48,126.14,126.55,125.81,124.84,124.5,125.46,115.32,
"Price/Sales Per Share",1.21,2.42,1.16,2.39,4.07,4.82,4.57,4.34,4.91,5.93,
"Price/Net Asset Value",0.37,0.8,0.28,0.5,0.78,0.9,0.84,0.79,0.87,0.95,
"Price/Cash Flow",-18.62,7.51,18.81,6.59,50.97,14.72,57.73,12.1,57.9,26.65,
"Return on Capital Employed",-30.28,-13.99,-12.68,-2.75,1.39,2.31,2.5,-0.77,1.46,10.58,
"Return on Stockholder Funds",-90.41,-32.26,-29.65,-5.91,2.81,4.65,5.03,-0.92,2.88,19.87,
"Return on Total Assets",5.17,5.83,5.77,5.18,6.18,5.48,5.44,4.7,5.69,12,
"Operating Profit Margin",56.44,59.06,57.96,60.11,72.09,64.13,64.69,50.69,61.96,135.94,
"Net Profit Margin",-617.65,-225.75,-200,-45.63,23.67,40.22,44.32,-10.05,31.86,245.1,
"Debt : Equity",1.99,1.3,1.34,1.15,1.02,1.01,1.01,0.89,0.98,0.88,
"Current Ratio",3.27,3.12,1.42,1.27,1.31,1.33,1.44,0.2,1.29,1.89,
"Dividend Cover",,-6.9,-7.35,-1.38,0.34,0.86,0.92,-0.2,0.77,8.15,
"Debtors Collection Period",276.19,104.87,121.89,99.55,111.56,141.54,130.36,111.67,140.51,122.56,
"Operating Return on Investment",5.66,6.92,6.56,6.21,6.08,5.96,5.89,5.21,4.78,4.62,
"Operating Income : Turnover",51.23,60.29,61.28,61.65,62.2,62.44,62.19,50.23,51.48,50.56,
"Admin & Collection Fees : Turnover",0.49,0.4,0.39,0.38,0.38,0.38,0.38,0.37,0.37,0.36,
"Return on Stockholder Funds",,86.08,74.14,75.74,103.34,93.98,90.92,86.38,80.6,47.62,
"NAV%Price",265.26,124.7,350.72,191.05,97.16,112.09,119.56,127.66,117.78,105.05,
"Price : Earnings",5.91,10,3.87,7.42,14.54,14.59,27.36,25.06,18.13,25.24,
"Profitability %",3.74,4.81,4.78,4.39,5.06,4.54,4.54,2.94,5.28,11.13,
"Solvency %",147.2,171.42,169.9,181.12,191.82,191.43,192.02,201.99,195.45,205.69,
"Int Bearing Debt : Total Assets",0.53,0.47,0.48,0.45,0.42,0.42,0.42,0.38,0.41,0.38,
"Liquidity %",-3.51,5.45,4.19,6.2,5.62,5.55,5.32,6.68,5.7,3.78,
"EV/Ebitda (Pd)",-22.73,-44.71,-55.9,-698.45,665.08,279.56,,,,,
"Cash Flow : Attributable Profit",-95,1.44,2.95,1.51,1.72,1.11,2.07,-7.11,1.7,0.18,
"Loan to value ratio",66.51,56.62,57.24,53.43,50.5,50.31,50.34,,,,
"PEG Ratio",0.82,1.38,0.2,0.39,0.6,0.6,-6.45,-5.91,,,

