"Long-Term Receivables",9.851,9.557,15.2,11.273,16.11,14.398,17.108,16.457,17.214,19.206,10.014,2.935,249.881,146.582,51.697,47.544,43.966,,41.193,,35.813,,
"Total Fixed Assets",3834.497,3837.256,5764.749,5766.533,5870.422,5726.73,7589.977,7622.858,7703.468,7777.611,7767.508,7624.838,9478.679,8806.707,1435.388,1292.844,1242.859,1142.413,1062.409,967.147,993.927,963.056,
"Stock",19.275,2.881,3.018,14.038,15.039,9.714,18.119,20.946,18.477,17.945,18.461,18.09,695.858,555.433,710.749,627.768,622.182,581.816,597.462,557.575,543.954,501.354,
"Debtors",415.535,494.963,494.949,465.476,422.842,384.408,462.421,439.962,577.187,493.57,603.697,591.536,1359.014,1024.75,681.503,504.788,624.883,688.644,595.979,554.995,522.634,583.089,
"Cash",79.339,191.551,122.895,83.327,130.942,86.289,179.952,186.204,187.12,120.854,113.148,112.977,305.343,160.812,2.727,2.237,2,2.049,5.365,10.888,9.038,80.683,
"Tax",2.003,9.481,14.365,17.864,49.926,16.95,15.154,16.113,17.689,17.377,35.203,12.409,13.892,6.087,7.378,1.594,1.187,0.971,2.893,0.898,2.989,0.044,
"Other Current Assets",1073.968,907.186,892.944,798.953,829.277,1133.466,952.941,919.862,703.669,609.465,846.767,680.574,474.383,337.218,1.785,2.295,,12.906,,16.338,,81.725,
"Total Current Assets",1590.12,1606.062,1528.171,1379.658,1448.026,1630.827,1628.587,1583.087,1504.142,1259.211,1617.276,1415.586,2848.49,2084.3,1404.142,1138.682,1250.252,1286.386,1201.699,1140.694,1078.615,1246.895,
"Total Assets",5424.617,5443.318,7292.92,7146.191,7318.448,7357.557,9218.564,9205.945,9207.61,9036.822,9384.784,9040.424,12327.169,10891.007,2839.53,2431.526,2493.111,2428.799,2264.108,2107.841,2072.542,2209.951,
"Ordinary Share Capital & Premium",6762.797,6762.797,6762.797,6762.797,6762.797,6762.797,6762.797,6762.797,6762.797,6762.797,6762.797,6665.383,6665.382,1692.429,320.366,312.156,309.988,304.62,304.619,303.969,303.969,303.969,
"Treasury Shares",19.861,19.861,14.018,14.018,10.87,10.87,7.913,7.221,3.23,,,,17.794,17.794,17.794,17.794,17.793,14.61,14.61,14.61,14.61,14.61,
"Distributable Reserves",-4185.167,-4125.316,-2119.985,-2148.156,-2176.04,-2189.96,-605.365,-600.432,-611.538,-659.675,-497.025,-595.481,999.706,939.428,1186.241,1081.511,1100.679,1121.635,965.413,964.623,930.648,1001.989,
"Ordinary Shareholders' Interest",2557.769,2617.62,4628.794,4600.623,4575.887,4561.967,6149.519,6155.144,6148.029,6103.122,6265.772,6069.902,7647.294,2614.063,1488.813,1375.873,1392.874,1411.645,1255.422,1253.982,1220.007,1291.348,
"Minority Interest",1070.329,1075.49,1037.336,1004.324,1007.709,996.994,1037.219,1026.541,1022,988.22,1060.002,1062.027,1222.264,1230.078,,,,,0.61,0.61,0.601,0.601,
"Total Shareholders' Interest",3628.098,3693.11,5666.13,5604.947,5583.596,5558.961,7186.738,7181.685,7170.029,7091.342,7325.774,7131.929,8869.558,3844.141,1488.813,1375.873,1392.874,1411.645,1256.032,1254.592,1220.608,1291.949,
"Interest Bearing Loans",363.441,317.86,201.242,123.732,135.39,150.91,241.338,332.627,457.012,440.644,504.516,501.001,550.774,4868.343,13.986,0.756,1.002,0.715,3.01,0.098,1.691,1.945,
"Deferred Tax Liability",525.393,525.979,527.489,526.63,526.502,533.342,537.075,540.747,535.152,549.53,460.01,465.531,471.015,468.529,8.016,,8.252,8.725,7.332,7.999,6.743,6.919,
"Retirement Obligation",,,,,,,,,,,,,91.055,91.18,85.567,84.388,76.057,74.645,66.598,66.849,66.702,65.297,
"Other Long-Term Liabilities",22.567,30.967,23.305,,3.168,,4.504,4.497,,,,102.431,124.085,122.704,0.228,0.118,1.539,1.141,0.297,2.813,4.018,4.305,
"Total Long-Term Liabilities",911.401,874.806,752.036,650.362,665.06,684.252,782.917,877.871,992.164,990.174,964.526,1068.963,1236.929,5550.756,107.797,85.262,86.85,85.226,77.237,77.759,79.154,78.466,
"Creditors and Provisions",622.423,563.308,607.629,520.639,610.517,587.176,805.235,793.757,689.173,542.133,692.694,461.918,1143.869,884.356,545.177,460.363,459.942,451.368,472.45,421.249,473.768,448.981,
"Tax",13.435,0.667,0.507,6.219,5.646,11.512,7.752,6.664,12,10.509,3.937,12.398,13.915,0.529,,,,,0.334,0.257,,3.074,
"Bank Overdrafts/Short-Term Loans",235.041,263.906,263.432,360.975,448.647,410.481,435.922,344.347,343.528,386.149,375.512,340.337,1056.693,604.945,692.627,504.983,522.239,475.898,324.577,349.6,155.691,383.053,
"Other Current Liabilities",14.219,1.896,3.186,3.049,4.982,105.175,,1.621,0.716,16.515,22.341,24.879,6.205,6.28,5.116,5.045,31.206,4.662,133.478,4.384,143.321,4.428,
"Total Current Liabilities",885.118,829.777,874.754,890.882,1069.792,1114.344,1248.909,1146.389,1045.417,955.306,1094.484,839.532,2220.682,1496.11,1242.92,970.391,1013.387,931.928,930.839,775.49,772.78,839.536,
"Total Liabilities",1796.519,1704.583,1626.79,1541.244,1734.852,1798.596,2031.826,2024.26,2037.581,1945.48,2059.01,1908.495,3457.611,7046.866,1350.717,1055.653,1100.237,1017.154,1008.076,853.249,851.934,918.002,
"Total Equity and Liabilities",5424.617,5397.693,7292.92,7146.191,7318.448,7357.557,9218.564,9205.945,9207.61,9036.822,9384.784,9040.424,12327.169,10891.007,2839.53,2431.526,2493.111,2428.799,2264.108,2107.841,2072.542,2209.951,
"Employment of Capital - Balance",,45.625,,,,,,,,,,,,,,,,,,,,,

Share/unit data,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","29 May 2020","21 Nov 2019","23 May 2019","21 Nov 2018","23 May 2018","22 Nov 2017","24 May 2017","23 Nov 2016","25 May 2016","19 Nov 2015","21 May 2015","20 Nov 2014","22 May 2014","21 Nov 2013","23 May 2013","19 Nov 2012","17 May 2012","17 Nov 2011","20 May 2011","19 Nov 2010","20 May 2010",
"Number of Shares in Issue (Actual)",445738000,445738000,445738000,445738000,444597000,445737000,445737000,445738000,445738000,445738000,445737600,431821200,431821200,118693600,68592500,68289200,68159400,70371100,70307400,70294600,70294600,70294600,
"Treasury Shares",2624000,2624000,2384000,,,,,,,,,,,,,,,,,,,,
"Weighted Average Shares in Issue (Actual)",443114000,443138000,443354000,443675000,444481000,444481000,444597000,445359000,445233000,439408000,433044600,412399600,390502800,88401300,68335400,68531000,68839300,70339800,70371100,70294600,70294600,70294600,
"Fully Diluted Weighted Average Shares in Issue",,,,,,,,,445233000,439408000,433044600,412399600,390502800,90865500,73082000,71091300,73115400,72706000,73749300,73749300,73734600,73734600,
"Market Capitalisation (R'000)",1453106,1426362,1083143,1337214,1458278,1337211,2562988,3427725,5348856,4234511,5125982,6261407,7859146,1946575,1762827,710207,797464,731859,513244,520180,400679,217913,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,,,,,,,,,,,,,,,,,7884,,9541,,11770,

Share statistics,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","29 May 2020","21 Nov 2019","23 May 2019","21 Nov 2018","23 May 2018","22 Nov 2017","24 May 2017","23 Nov 2016","25 May 2016","19 Nov 2015","21 May 2015","20 Nov 2014","22 May 2014","21 Nov 2013","23 May 2013","19 Nov 2012","17 May 2012","17 Nov 2011","20 May 2011","19 Nov 2010","20 May 2010",
"Earnings Per Share (ZARc)",-1.12,-425.94,14.8,10.85,2.55,-355.19,-0.56,23.53,19.91,-14.47,17.36,30.27,14.2,-12.6,41,59.6,3,194.7,2,12.2,-101,-290,
"Diluted Earnings Per Share (ZARc)",,-425.94,,10.85,,,,,19.91,-14.47,17.36,30.27,14.2,-12.3,38,59.6,2,188.4,2,12,-97,-276,
"Headline Earnings Per Share (Cont Ops) (ZARc)",1.17,34.34,15.92,15.99,5.02,1.97,2.35,18.35,15.42,7.33,19.48,39.5,13.2,-17.8,115,93.7,3,209,14,-35,5,60,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",,,,,,,,,15.42,7.33,19.48,39.5,13.2,-17.3,112,93.7,3,202,14,-34,5,57,
"Headline Earnings Per Share (ZARc per the company)",,,,,,,,,,,,,,,,,,,0.1,,-11.3,,
"Interim Dividend (ZARc)",,10,10,,,,,,,,,,,,,,,,,,,,
"Final Dividend (ZARc)",,11,,8,,,,,,,,,,,,,,,,,,,
"Dividend Per Share (ZARc)",,21,10,8,,,,,,,,,,,,,,,,,,,
"Distributions Per Share (ZARc)",,21,10,8,,,,,,,,,,,,,,,,,,,
"Net Asset Value Per Share (ZARc)",577,591,1044,1038,1030,1027,1383,1384,1381,1369,1406,1406,1770,2200,2170,2140,2030,2010,1770,1770,1735.56,1830,
"3 Year Beta",0.72,0.53,0.3,0.88,0.95,-0.03,0.17,-0.02,-0.38,1.93,2.1,2.41,1.54,1.3,1.47,-0.82,-1.16,-1.11,0.48,1.35,0.78,1.28,
"Cash Generated Per Share",-6.53,48.12,29.02,46.02,28.21,4.7,2.3,60.37,16.66,75.41,44.35,-96.95,-55.72,183.2,-183.52,296.66,74.75,55.97,-27.85,-81.49,-22.93,212.86,
"Net Asset Value Per Share (Base Currency)",577,591,1044,1038,1030,1027,1383,1384,1381,1369,1406,1406,1770,2200,2170,2140,2030,2010,1770,1770,1735.6,1830,
"Price at Period End (Base Currency)",326,320,243,300,328,300,575,769,1200,950,1150,1450,1820,1640,2570,1040,1170,1040,730,740,570,310,
"JSE Market Price High (ZARc)",550,450,350,420,420,769,769,1200,1200,1460,1460,2000,2000,2780,2570,1340,1340,1040,740,870,570,440,
"JSE Market Price Low (ZARc)",262,234,234,244,253,262,505,633,701,786,840,1210,1360,1010,1010,750,750,620,620,280,280,290,
"JSE Market Price at Period End (ZARc)",326,320,243,300,328,300,575,769,1200,950,1150,1450,1820,1640,2570,1040,1170,1040,730,740,570,310,
"JSE Volume Traded (Actual)",95184,696803,574151,587514,266782,2378639,1814379,848229,326134,659326,329190,3125932,1128488,2514871,946288,1841261,1448894,2096632,826742,2984680,2615041,456637,
"JSE Rand Value Traded (Actual)",337336,2116375,1713664,1866425,822126,15309446,13292916,7086678,2737984,7367654,3772672,52470492,20860733,62880422,18428479,22914929,17899882,16874037,6570863,14804276,11810189,1775695,
"12 Month HEPS",19.59,34.34,26.89,15.99,4.64,1.97,5.28,18.35,3.27,7.33,45.78,39.5,-119.8,141,205.7,93.7,198,209,-26,-35,67,60,
"12 Month Dividend",11,21,18,8,,,,,,,,,,,,,,,,,,,

Cash flow items,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","29 May 2020","21 Nov 2019","23 May 2019","21 Nov 2018","23 May 2018","22 Nov 2017","24 May 2017","23 Nov 2016","25 May 2016","19 Nov 2015","21 May 2015","20 Nov 2014","22 May 2014","21 Nov 2013","23 May 2013","19 Nov 2012","17 May 2012","17 Nov 2011","20 May 2011","19 Nov 2010","20 May 2010",
"Cash generated by operations",31.989,341.06,194.179,293.772,173.618,109.286,56.393,444.427,161.204,489.43,281.578,,,,,234.056,,,,,,,
"Net Cash flow from operating activities",-29.093,214.474,129.371,205.148,125.425,20.966,10.234,269.096,74.282,336.152,197.69,-418.639,-240.597,217.444,-125.881,202.584,50.95,39.386,-19.581,-57.281,-16.118,149.628,
"Net cash flow from investing activities",-104.109,-184.695,-65.773,-109.598,-74.805,-42.551,-30.401,-50.858,-16.746,-262.089,-232.165,-125.647,-686.753,-191.614,-61.273,-210.751,-103.007,-170.076,-92.941,22.786,33.291,6.521,
"Net cash flow from financing activities",-6.375,120.498,3.899,-167.18,-85.868,-51.403,5.34,-180.471,-26.435,-44.66,36.91,1051.383,826.69,99.646,30.243,-45.859,-19.76,-105.376,0.552,-56.55,-47.629,-20.636,
"Dividends paid",-49.042,-80.236,-35.659,,-0.149,,-0.345,,,,,,,,,,,,,,,,
"Net increase(decrease) in cash & cash equivalents",-139.557,150.279,67.497,-71.63,-35.248,-72.988,-14.827,37.767,31.101,29.403,2.435,507.097,-100.66,125.476,-156.911,-54.026,-71.817,-236.066,-111.97,-91.045,-30.456,135.513,
"Cash & Cash Equivalent beginning of period",191.655,45.444,45.444,116.656,116.656,192.51,192.51,159.528,159.528,130.125,130.125,376.972,,,,,,,,,,,
"Translation effects on cash & cash equivalents",-0.385,-4.068,1.031,0.418,3.49,-2.866,0.88,-4.785,-0.269,,,,,,,,,,,,,,
"Cash & Cash Equivalent end of period",51.693,191.655,113.972,45.444,84.898,116.656,178.563,192.51,190.36,159.528,132.56,130.125,,,,,,,,,,,

Ratios,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"19 Nov 2020","29 May 2020","21 Nov 2019","23 May 2019","21 Nov 2018","23 May 2018","22 Nov 2017","24 May 2017","23 Nov 2016","25 May 2016","19 Nov 2015","21 May 2015","20 Nov 2014","22 May 2014","21 Nov 2013","23 May 2013","19 Nov 2012","17 May 2012","17 Nov 2011","20 May 2011","19 Nov 2010","20 May 2010",
"Return on Capital Employed",-0.31,-39.73,3,1.33,0.61,-25.83,-0.02,1.99,3.22,-1.1,2.74,1.86,1.94,0.44,3.51,2.8,0.24,9.14,0.22,0.64,-10.98,-14.85,
"Return on Shareholder Funds",-0.38,-49.14,3.39,1.48,0.68,-29.01,-0.02,2.24,3.67,-1.25,3.1,2.13,2.21,1.08,3.77,2.97,0.25,9.69,0.23,0.68,-11.69,-15.75,
"Return on Total Assets",0.54,-60.78,10.69,6.54,5.19,-58.27,2.45,6.78,11.43,8.73,9.83,14.35,6.78,2.78,5.54,3.51,0.16,6,0.99,4.48,0.69,2.02,
"Gross Profit Margin",36.22,48.63,487.55,50.12,51,48.27,49.76,52.39,56.01,55.16,53.62,58.87,59.9,60.73,26.02,24.6,21.26,19.3,18.96,22.74,23.68,26.13,
"Operating Profit Margin",1.38,-70.15,120.61,7.82,7.18,-65.46,4.39,10.52,14.37,10.79,14.24,17.06,18.28,20.26,9.38,5.89,1.99,7.14,2.12,5.16,1.4,3.09,
"Net Profit Margin",-0.45,-75.76,53.61,2.04,0.98,-68.1,-0.21,4.55,7.02,-2.63,6.61,5.22,4.71,-0.91,2.66,2.21,0.15,5.46,0.12,0.36,-6.06,-9.39,
"Debt:Equity (excl non-int debt)",0.32,0.31,0.18,0.18,0.2,0.2,0.17,0.17,0.19,0.19,0.18,0.2,0.26,1.6,0.54,0.43,0.44,0.4,0.32,0.34,0.19,0.36,
"Interest Bearing Debt as % of Long-Term Finance",9.11,7.92,3.43,2.16,2.37,2.64,3.25,4.43,5.99,5.85,6.44,6.56,5.85,55.88,0.93,0.05,0.07,0.05,0.24,0.01,0.14,0.15,
"Interest Cover",3.34,-123.26,15.43,7.88,5.97,-40.72,3.09,5.04,7.88,6.12,8.53,9.98,7.77,2.05,4.72,4.58,1.09,5.28,1.78,4.39,1.77,3,
"Quick Ratio",1.77,1.93,1.74,1.53,1.34,1.45,1.29,1.36,1.42,1.3,1.46,1.66,0.97,1.02,0.56,0.53,0.62,0.76,0.65,0.75,0.69,0.89,
"Current Ratio",1.8,1.94,1.75,1.55,1.35,1.46,1.3,1.38,1.44,1.32,1.48,1.69,1.28,1.39,1.13,1.17,1.23,1.38,1.29,1.47,1.4,1.49,
"Dividend Cover",,-20.28,1.48,1.36,,,,,,,,,,,,,,,,,,,
"Dividend Cover (HEPS)",,1.64,1.59,2,,,,,,,,,,,,,,,,,,,
"Debtors Collection Period",72.32,72.52,738.08,72.11,66.82,60.52,71.22,69.73,83.43,74.56,96.84,90.33,210.03,305.68,118.1,99.83,95.09,100.27,90.04,85.87,81.04,98.27,
"Stock Turn",70.89,449.17,421.74,84.67,76.36,123.47,65.71,52.35,60.12,60.37,57.17,54.35,,,,,,3.48,,3.27,,,
"Price : Earnings",16.64,9.32,9.04,18.76,70.69,152.28,108.9,41.91,366.97,129.6,25.12,36.71,-15.19,11.63,12.49,11.1,5.91,4.98,-28.08,-21.14,8.51,5.17,
"Sales Per Share (Base Currency)",473.3,562.2,55.21,531.08,519.64,521.59,533.04,517.14,567.14,549.87,525.45,579.6,604.79,1384.15,3082.15,2692.98,3484.3,3563.83,3433.08,3355.86,3348.82,3080.93,
"Price/Sales Per Share",0.69,0.57,4.4,0.56,0.63,0.58,1.08,1.49,2.12,1.73,2.19,2.5,3.01,1.18,0.83,0.39,0.34,0.29,0.21,0.22,0.17,0.1,
"Price/Net Asset Value",0.56,0.54,0.23,0.29,0.32,0.29,0.42,0.56,0.87,0.69,0.82,1.03,1.03,0.75,1.18,0.49,0.58,0.52,0.41,0.42,0.33,0.17,
"Price/Cash Flow",-99.85,6.65,16.75,6.52,23.25,63.83,500.88,12.74,144.06,12.6,51.86,-14.96,-65.33,8.95,-28.01,3.51,31.3,18.58,-52.42,-9.08,-49.72,1.46,
"NAV%Price",176.99,184.69,429.63,346,314.02,342.33,240.52,179.97,115.08,144.11,122.26,96.97,97.25,134.15,84.44,205.77,173.5,193.27,242.47,239.19,304.48,590.32,
"Liquidity%",-3.24,12.58,15.91,13.31,14.46,1.17,1.01,13.29,7.29,17.28,19.2,-21.94,-13.92,3.09,-18.64,19.19,9.26,3.87,-3.88,-6.71,-3.78,16.3,
