"Stock",13977,6497,8432,35703,11019,22403,18525,24706,13479,25812,29852,29358,41047,33954,,42867,70618,52584,71727,60798,
"Debtors",23181,39440,30882,37575,40437,40773,34456,38169,51360,51032,65633,58032,79923,70571,,57614,68167,58016,67552,77723,
"Cash",1810,6683,10480,4159,11891,6081,7146,15408,15526,12137,20527,27711,34546,23030,,27180,23142,26532,9145,15312,
"Tax",,,,,,55,,55,2011,896,,894,,,,838,6860,7205,3520,4005,
"Other Current Assets",39868,7405,30549,11290,155,1663,120,,9641,,,,,21843,,79949,37306,37122,,,
"Total Current Assets",78836,60025,80343,88727,63502,70975,60247,78338,92017,89877,116012,115995,155516,149398,162358,208448,260582,181459,151944,157838,
"Total Assets",124392,103104,118784,131268,106812,119378,104183,123735,150787,154230,185085,189052,220404,213719,237211,290817,355690,289977,282156,279149,
"Ordinary Share Capital & Premium",,297744,,273329,,273329,,273329,,,,273136,,273059,,271606,,270806,,270806,
"Distributable Reserves",,-270580,,-245285,,-244461,,-243063,,,,-174103,,-175955,,-142845,,-125221,,-119155,
"Non-Distributable Reserves",,,,623,,,,,,,,,,,,,,,,,
"Translation Reserves",,-108,,-139,,357,,-76,,,,-75,,-187,,-3195,,-3099,,-3099,
"Other Capital",,,,,,,,,,,,41,,142,,206,,263,,1670,
"Ordinary Shareholders' Interest",19310,27056,23868,28528,33897,29225,31185,30190,63444,72249,88293,98999,97117,97059,97256,125772,145358,142749,154471,150222,
"Total Shareholders' Interest",19310,27056,23868,28528,33897,29225,31185,30190,63444,72249,88293,98999,97117,97059,97256,125772,145358,142749,154471,150222,
"Interest Bearing Loans",,1749,,2098,,5453,,3978,,4232,,6966,,5643,,22500,34150,20985,20579,19610,
"Deferred Tax Liability",,29,,50,,75,,,,2663,,3741,,4874,,5696,8280,4656,5426,4966,
"Other Long-Term Liabilities",41130,,,,,,,,,2000,,4660,,7578,,20504,,,,2420,
"Total Long-Term Liabilities",41130,1778,1265,2148,5031,5528,2413,3978,6443,8895,12948,15367,19250,18095,28829,48700,36964,25641,26005,26996,
"Creditors and Provisions",33466,45984,41015,68865,45278,61301,39648,60343,46639,41900,51245,45407,75236,67869,,57749,92147,46200,76501,59368,
"Tax",,,,,,,,70,,2556,2456,3171,5802,4780,,2477,,949,,,
"Bank Overdrafts/Short-Term Loans",19299,21132,10386,21646,22218,23274,20362,27983,26298,25784,24421,16673,13902,6281,,18011,39080,37200,25179,42563,
"Bank Overdrafts/Short-Term Loans: Bank overdraft",,20437,,20981,20196,20323,16574,23670,24311,23289,21287,,,,,,,,,,
"Bank Overdrafts/Short-Term Loans: Current portion of borrowings",,,,,,2951,,4313,,,,,,,,,,,,,
"Bank Overdrafts/Short-Term Loans: Current portion of L/T Liab",,695,,665,2022,,3788,,1987,2495,3134,,,,,,,,,,
"Other Current Liabilities",11187,7154,42250,10081,388,50,10575,1171,7963,2846,5722,9435,9097,19635,,38108,12050,37238,,,
"Other Current Liabilities: Deferred Liabilities",,,,,,,,,,,,,5765,,,,,,,,
"Other Current Liabilities: Long-term liabilities",,,,,,,,,,,,,3332,,,,,,,,
"Total Current Liabilities",63952,74270,93651,100592,67884,84625,70585,89567,80900,73086,83844,74686,104037,98565,111126,116345,173368,121587,101680,101931,
"Total Liabilities",105082,76048,94916,102740,72915,90153,72998,93545,87343,81981,96792,90053,123287,116660,139955,165045,210332,147228,127685,128927,
"Total Equity and Liabilities",124392,103104,118784,131268,106812,119378,104183,123735,150787,154230,185085,189052,220404,213719,237211,290817,355690,289977,282156,279149,

Share/unit data,"Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"29 Nov 2019","31 May 2019","30 Nov 2018","14 Jun 2018","19 Oct 2017","31 May 2017","27 Oct 2016","31 May 2016","2 Nov 2015","29 May 2015","14 Nov 2014","30 May 2014","28 Oct 2013","27 May 2013","19 Oct 2012","31 May 2012","27 Oct 2011","31 May 2011","22 Nov 2010","24 May 2010",
"Number of Shares in Issue (Actual)",406913577,408982990,265879842,265879842,265879842,265879842,265879842,265879842,265879842,265879842,272548000,272547699,272548000,272548000,272548000,253106000,247962000,247962000,247962000,247962000,
"Treasury Shares",,,,,,2087513,,2000000,,,,,,,,,,,,,
"Weighted Average Shares in Issue (Actual)",406913577,328206846,263810429,263810429,263792329,263792329,263879842,263879842,263879842,261378069,262989000,261378069,263781000,254066206,255791000,249771000,247210000,247210000,247962000,244223000,
"Fully Diluted Weighted Average Shares in Issue",,328206846,,263810429,263792329,263792329,263879842,263879842,265879842,262735256,263218000,262730028,265308000,254944137,264352000,258044000,251740000,251740000,247962000,249440000,
"Market Capitalisation (R'000)",122074,114515,77105,101034,119646,106352,101034,119646,124964,34564,35431,46333,49059,57235,43608,68339,37194,52072,61991,59511,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,59,,66,,,,,,,,,,,,,,438,,344,

Share statistics,"Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"29 Nov 2019","31 May 2019","30 Nov 2018","14 Jun 2018","19 Oct 2017","31 May 2017","27 Oct 2016","31 May 2016","2 Nov 2015","29 May 2015","14 Nov 2014","30 May 2014","28 Oct 2013","27 May 2013","19 Oct 2012","31 May 2012","27 Oct 2011","31 May 2011","22 Nov 2010","24 May 2010",
"Earnings Per Share (ZARc)",-1.9,-7.71,-1.25,-0.31,1.16,-0.53,-0.28,-15.37,-2.74,-10.31,-3.98,0.71,0.09,-9.36,-9.03,-7.06,0.92,-3.36,1.48,-34.02,
"Diluted Earnings Per Share (ZARc)",,-7.71,,-0.31,1.16,-0.53,-0.28,-15.37,-2.72,-10.25,-3.98,0.71,0.09,-9.33,-8.74,-6.83,0.91,-3.3,1.45,-33.31,
"Headline Earnings Per Share (Cont Ops) (ZARc)",-1.9,0.45,-0.38,-0.19,-0.45,-0.81,-0.25,-2.95,-0.7,-7.38,-3.6,2.75,2.05,2.78,0.28,-11.98,0.49,-9.02,-0.88,5.11,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",,,,,,-0.81,-0.25,-2.95,-0.7,-7.34,-3.6,2.73,2.04,2.77,0.27,-11.6,0.48,-8.85,-0.87,5,
"Net Asset Value Per Share (ZARc)",4.75,6.62,8.98,10.73,12.75,10.99,11.73,11.35,24.07,27.64,33.57,37.88,35.63,38.2,35.68,49.73,58.62,58,62.3,61,
"3 Year Beta",-0.33,-0.05,0.01,-0.32,0.29,0.2,-0.49,-0.17,-0.58,-0.16,-0.55,-0.75,-0.48,-0.69,0.02,-0.18,0.13,0.35,0.51,0.53,
"Cash Generated Per Share",-5.07,-4.98,3.71,-0.82,1.96,1.31,1.75,0.93,1.68,-3.5,-3.49,-1.15,0.39,1.35,-3.89,10.03,0.9,2.84,0.3,10.07,
"Net Asset Value Per Share (Base Currency)",4.75,6.62,8.98,10.73,12.75,10.99,11.73,11.35,24.07,27.64,33.57,37.88,35.63,38.2,35.68,49.73,58.62,58,62.3,61,
"Price at Period End (Base Currency)",30,28,29,38,45,40,38,45,47,13,13,17,18,21,16,27,15,21,25,24,
"JSE Market Price High (ZARc)",30,38,38,49,49,47,47,64,48,29,29,26,26,29,29,28,24,32,31,62,
"JSE Market Price Low (ZARc)",10,8,13,15,15,22,25,10,10,7,12,15,15,14,14,5,5,21,22,22,
"JSE Market Price at Period End (ZARc)",30,28,29,38,45,40,38,45,47,13,13,17,18,21,16,27,15,21,25,24,
"JSE Volume Traded (Actual)",9899374,2867123,2190470,26054180,14198481,17386607,7864892,70275046,40854329,116019141,2788444,16419611,12644555,81677414,14385186,29390007,13958130,29637989,6866221,15448478,
"JSE Rand Value Traded (Actual)",2167394,872419,710946,9993359,5526415,6112674,2967345,21327484,8834152,14721163,600950,3072229,2348035,15921082,2974448,5028494,2322568,7598325,1803932,6502361,
"12 Month HEPS",-1.07,0.45,-0.12,-0.19,-1.01,-0.81,-2.5,-2.95,-4.48,-7.38,-2.9,2.75,4.55,2.78,-12.19,-11.98,-7.65,-9.02,1.31,5.11,

Cash flow items,"Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"29 Nov 2019","31 May 2019","30 Nov 2018","14 Jun 2018","19 Oct 2017","31 May 2017","27 Oct 2016","31 May 2016","2 Nov 2015","29 May 2015","14 Nov 2014","30 May 2014","28 Oct 2013","27 May 2013","19 Oct 2012","31 May 2012","27 Oct 2011","31 May 2011","22 Nov 2010","24 May 2010",
"Cash generated by operations",,-20348,,-2719,8683,4362,5324,,,-8089,,,,,,,,,,,
"Working capital changes",,2406,,-5745,-3531,-800,-615,29538,,,,,,,,,,,,,
"Cash generated from operations after WC",,,,,5152,3561,4709,6284,,,,,,,,,,,,,
"Net Cash flow from operating activities",-20642,-20348,9862,-2173,5209,3491,4662,2465,4479,-9310,-9507,-3140,1058,3667,-10604,25383,2236,7044,733,24971,
"Net cash flow from investing activities",-8,1328,4009,5283,1238,-4482,-2003,7264,1109,3761,2996,4320,5733,47947,42942,28603,-8830,-16417,-14029,-24768,
"Net cash flow from financing activities",1042,22088,-5529,-5199,-510,-4989,-3825,-6839,-2986,-16641,-5288,-6891,-2896,-45267,-19893,24240,3325,10846,9093,-9272,
"Net increase(decrease) in cash & cash equivalents",15874,3069,8342,-2580,5937,-5980,-1166,2890,2602,-22190,-11799,-5711,3895,6346,12445,29745,-3269,1472,-16035,-12128,
"Cash & Cash Equivalent beginning of period",-13754,-16822,-16822,-14242,-14242,-8262,-8262,-11153,-11720,11038,,,,,,,,,,,
"Cash & Cash Equivalent end of period",-17489,-13753,344,-16822,-8305,-14242,-9428,-8262,-8785,-11153,,,,,,,,,,,

Ratios,"Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"29 Nov 2019","31 May 2019","30 Nov 2018","14 Jun 2018","19 Oct 2017","31 May 2017","27 Oct 2016","31 May 2016","2 Nov 2015","29 May 2015","14 Nov 2014","30 May 2014","28 Oct 2013","27 May 2013","19 Oct 2012","31 May 2012","27 Oct 2011","31 May 2011","22 Nov 2010","24 May 2010",
"Return on Capital Employed",-25.64,-87.73,-26.19,-2.65,15.69,-4.02,-4.45,-118.73,-20.66,-33.19,-20.67,1.62,0.41,-18.04,-36.63,-10.1,2.5,-4.93,4.08,-46.87,
"Return on Shareholder Funds",-80.24,-93.49,-27.58,-2.85,18.01,-4.78,-4.8,-134.38,-22.76,-37.28,-23.71,1.87,0.49,-21.4,-47.49,-14.01,3.14,-5.82,4.76,-55.3,
"Return on Total Assets",-8.24,-6.02,-2.35,-0.19,-2.52,1.63,1.6,-24.23,-2.37,-22.12,-10.93,-3.19,7.47,5.79,4.61,-13.38,0.96,-11.03,-1.13,-36.89,
"Gross Profit Margin",12.97,11.88,12.55,17.61,18.98,17.34,17.52,14.85,18.37,12.91,18.85,18.46,19.28,21.87,24.68,22.55,25.09,17.4,21.03,22.97,
"Operating Profit Margin",-5.41,-1.38,-0.37,0.38,-1.67,2.36,2.35,-10.4,-1.29,-9.7,-7.16,-0.65,4.1,3.6,4.38,-9.71,4.54,-9.66,1.32,-20.85,
"Net Profit Margin",-9.18,-10.65,-2.74,-0.46,3.72,-0.75,-0.71,-16.67,-4.89,-11.7,-8.81,0.47,0.11,-5.45,-13.7,-6.73,2.07,-3.72,2.34,-24.18,
"Debt:Equity (excl non-int debt)",3.13,0.85,0.49,0.83,0.8,0.99,0.73,1.06,0.52,0.48,0.42,0.32,0.34,0.25,0.3,0.53,0.52,0.44,0.33,0.46,
"Interest Bearing Debt as % of Long-Term Finance",,6.07,,6.85,,15.72,,11.64,,5.53,,6.57,,5.49,,15.17,19.02,12.82,11.76,11.55,
"Interest Cover",-8.16,-1.8,-0.47,0.75,50.89,1.6,1.5,-83.53,16.81,-5.69,-5.31,-1.14,9.09,3.68,3.84,-3.56,1.52,-4.53,0.35,-6,
"Quick Ratio",1.01,0.72,0.77,0.53,0.77,0.57,0.59,0.6,0.97,0.88,1.03,1.16,1.1,1.17,1.46,1.42,1.1,1.06,0.79,0.95,
"Current Ratio",1.23,0.81,0.86,0.88,0.94,0.84,0.85,0.87,1.14,1.23,1.38,1.55,1.49,1.52,1.46,1.79,1.5,1.49,1.49,1.55,
"Debtors Collection Period",50.14,60.6,46.92,78.06,89.87,79.59,59.51,57.23,63.45,80.88,100.8,54.16,64.68,67.59,,80.34,113.1,94.84,78.27,82.59,
"Stock Turn",,32.22,24.92,4.05,12.07,6.9,,,,,,10.86,,8.77,,4.73,,3.51,,4.35,
"Price : Earnings",-28.04,62.22,-241.67,-200,-44.55,-49.38,-15.2,-15.25,-10.49,-1.76,-4.48,6.18,3.96,7.55,-1.31,-2.25,-1.96,-2.33,19.08,4.7,
"Sales Per Share (Base Currency)",41.47,72.37,91.07,66.6,62.26,70.88,80.09,92.25,111.97,88.11,90.37,149.64,170.98,150,131.82,104.8,88.99,90.32,127.05,140.65,
"Price/Sales Per Share",0.72,0.39,0.32,0.57,0.72,0.56,0.47,0.49,0.42,0.15,0.14,0.11,0.11,0.14,0.12,0.26,0.17,0.23,0.2,0.17,
"Price/Net Asset Value",6.32,4.23,3.23,3.54,3.53,3.64,3.24,3.96,1.95,0.47,0.39,0.45,0.51,0.55,0.45,0.54,0.26,0.36,0.4,0.39,
"Price/Cash Flow",-11.83,-5.62,15.63,-46.34,45.92,30.53,43.43,48.39,55.8,-3.71,-7.45,-14.78,92.74,15.56,-8.23,2.69,33.33,7.39,169.14,2.38,
"NAV%Price",15.82,23.64,30.96,28.24,28.33,27.48,30.87,25.23,51.21,212.62,258.23,222.82,197.96,181.9,223.02,184.19,390.81,276.19,249.18,254.17,
"Liquidity%",-39.29,-26.76,20.78,-2.12,14.29,3.87,12.77,2.64,10.26,-11.36,-19.64,-3.49,1.72,3.14,-15.15,15.38,2.13,4.78,1.15,19.37,
"Cash Flow:Attributable Profit",11.45,-15.95,-19.55,2.94,-8.29,-14.37,-12.47,-0.13,-5.09,0.42,2.02,-0.47,0.42,0.87,-8.22,-0.69,2.26,-0.31,-1.55,-0.3,
"Cash/Equity (%)",9.37,24.7,43.91,14.58,35.08,20.81,,,,,,,,,,,,,,,
"EV/Ebitda (Pd)",,-68.4,-55.09,49.86,,18.57,,,,,,,,,,,,,,,
"PEG Ratio",-0.79,1.75,7.54,6.24,1.96,2.17,0.35,0.35,0.09,0.02,0.11,-0.14,-0.09,-0.17,0.02,0.03,0.03,0.08,-0.77,-0.19,

