"Net Interest Paid/(Received)",49.53,105.514,47.234,83.697,49.352,124.029,55.432,141.87,58.16,110.053,58.125,90.816,43.546,68.443,36.308,56.601,28.285,39.877,16.854,28.673,14.679,49.268,
"Income From Associates Before Tax",,,,21.031,,16.476,,23.396,,23.078,12.74,29.778,12.248,33.718,13.339,14.762,7.161,0.683,,,,,
"Income Before Tax",21.085,-590.343,-444.91,289.092,128.208,-392.36,-50.583,-49.116,134.191,260.74,121.967,330.479,195.708,256.133,53.684,232.43,118.868,164.221,76.495,127.008,61.659,115.89,
"Taxation",3.753,71.104,25.328,32.808,29.137,28.35,-0.528,-5.462,-1.669,53.93,27.481,86.277,44.976,93.629,35.483,53.069,18.414,29.06,7.411,11.313,5.626,11.574,
"Profit For The Period",17.332,-661.447,-470.238,256.284,99.071,-420.71,-50.055,-43.654,135.86,206.81,94.486,244.202,150.732,162.504,18.201,179.361,100.454,135.161,69.084,115.695,56.033,104.316,
"Income From Associates After Tax",,,,,,,14.186,,8.67,,,,,,,,,,,,,,
"Income Attributable To Minority Interests",,0.314,,0.473,0.421,2.246,3.467,1.682,0.87,-0.862,-0.715,-0.342,-0.526,-2.515,-2.131,4.35,2.494,1.302,,,,,
"Attributable Income Before Extraordinary Items",17.332,-661.761,-470.238,255.811,98.65,-422.956,-39.336,-45.336,143.66,207.672,95.201,244.544,151.258,165.019,20.332,175.011,97.96,133.859,69.084,115.695,56.033,104.316,
"Extraordinary Profit",26.608,57.697,23.619,5.861,-0.351,-140.322,-92.585,-148.758,-58.689,,,,,,,,,,,,,,
"Extraordinary Profit: Discontinued Operations",26.608,57.697,23.619,5.861,-0.351,-140.322,-92.585,-148.758,-58.689,,,,,,,,,,,,,,
"Income Attributable To Equity Holders",43.94,-604.064,-446.619,261.672,98.299,-563.278,-131.921,-194.094,84.971,207.672,95.201,244.544,151.258,165.019,20.332,175.011,97.96,133.859,69.084,115.695,56.033,104.316,
"Total Comprehensive Income/Loss for the period",130.496,-599.995,-428.814,296.446,241.854,-643.817,-108.627,-320.578,19.795,384.727,135.623,221.568,,,,,,,,,,,
"Headline Earnings (Cont Ops)",45.092,-6.716,5.541,261.255,96.567,-94.181,-16.629,86.453,130.725,324.085,136.352,308.713,150.815,175.951,20.453,186.961,97.852,136.414,69.012,117.631,55.863,105.58,
"Enterprise Value (EV)",305.645,1799.624,2985.813,2699.541,2476.843,2744.094,2845.237,3061.615,3053.61,3082.625,4004.736,4150.857,3950.198,3705.821,3292.355,2684.761,2046.534,2179.736,1803.261,1792.375,1861.879,1867.884,

Balance sheet (ZAR million),"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"25 Nov 2020","29 Jun 2020","16 Oct 2019","20 May 2019","15 Oct 2018","18 May 2018","30 Oct 2017","23 May 2017","20 Oct 2016","24 May 2016","21 Oct 2015","26 May 2015","22 Oct 2014","28 May 2014","17 Oct 2013","22 May 2013","17 Oct 2012","22 May 2012","12 Oct 2011","25 May 2011","13 Oct 2010","4 May 2010",
"Fixed Assets",67.796,72.212,88.808,57.647,65.137,65.756,89.027,80.458,93.622,89.797,120.924,112.425,82.649,80.794,71.794,65.376,58.116,58.399,47.258,43.921,49.511,53.405,
"Right-of-use Asset",385.02,414.917,451.484,,,,,,,,,,,,,,,,,,,,
"Investments in Associates",,,,,,,,140.808,,125.249,114.911,102.171,92.165,86.954,66.575,53.236,54.044,49.708,2.625,,,,
"Investments and Loans",18.444,17.62,16.907,15.247,13.67,13.244,10,10,10,10,45.292,50.088,77.33,3.53,,,,,,,,,
"Goodwill",635.609,635.609,750.349,1188.811,1222.11,1162.01,1390.022,1373.162,1513.191,1513.633,1452.469,1304.17,1335.166,1335.266,1152.762,1152.762,915.862,911.57,575.716,554.398,556.17,554.29,
"Intangible Assets",225.462,210.968,212.164,231.601,265.934,275.785,544.863,611.369,705.762,748.474,748.588,611.752,543.707,559.522,486.428,511.669,340.573,363.188,133.926,143.019,155.118,179.334,
"Deferred Tax Asset",207.969,181.171,197.476,218.59,197.459,191.86,167.053,149.712,128.031,81.957,156.476,145.582,110.003,98.196,93.793,77.427,77.691,57.774,55.991,49.753,15.162,13.669,
"Other Assets",,,,,10.361,10.361,31.497,30.93,,,,,,,,,,,,,0.78,0.91,
"Total Fixed Assets",1540.3,1532.497,1717.188,1711.896,1774.671,1719.016,2232.462,2396.439,2450.606,2569.11,2638.66,2326.188,2241.02,2164.262,1871.352,1860.47,1446.286,1440.639,815.516,791.091,776.741,801.608,
"Debtors",1687.591,2016.7,2213.223,2190.202,2311.937,2349.758,2441.742,2462.623,2650.462,2609.473,2578.878,2315.813,1921.163,2041.069,1678.741,1638.81,1203.013,1079.508,784.273,740.207,680.381,717.047,
"Cash",681.405,319.154,402.31,366.857,599.37,360.328,323.75,538.749,549.558,543.954,869.877,680.101,594.377,471.571,543.959,620.768,342.877,310.465,397.042,381.222,314.17,137.593,
"Tax",16.21,18.485,54.094,87.202,89.541,79.071,44.445,41.804,25.21,55.52,43.952,22.526,20.006,15.154,13.209,7.848,10.031,9.827,16.239,14.153,28.551,14.703,
"Other Current Assets",108.779,120.47,3.097,2.992,,22.625,351.685,289.924,582.96,595.565,,,,,,,,,,,0.845,0.845,
"Total Current Assets",2493.985,2474.809,2672.724,2647.253,3000.848,2811.782,3161.622,3333.1,3808.19,3804.512,3492.707,3018.44,2535.546,2527.794,2235.909,2267.426,1555.921,1399.8,1197.554,1135.582,1023.947,870.188,
"Total Assets",4034.285,4007.306,4389.912,4359.149,4775.519,4530.798,5394.084,5729.539,6258.796,6373.622,6131.367,5344.628,4776.566,4692.056,4107.261,4127.896,3002.207,2840.439,2013.07,1926.673,1800.688,1671.796,
"Ordinary Share Capital & Premium",1740.858,1740.858,1740.858,1740.858,1740.858,1740.858,1740.858,1740.858,1740.858,1740.858,1740.858,1721.589,1571.817,1489.626,1234.782,1229.508,868.279,867.876,500.255,500.242,500.242,499.451,
"Treasury Shares",68.083,68.083,68.083,38.233,,23.002,24.079,,36.963,,12.99,12.99,12.99,12.891,12.891,12.891,12.891,12.891,12.891,13.227,13.293,13.293,
"Distributable Reserves",-364.624,-497.028,-322.026,202.849,110.356,-115.267,336.566,474.548,832.873,889.948,760.546,650.806,673.026,513.544,474.735,492.946,449.314,396.787,539.258,527.876,485.874,422.488,
"Translation Reserves",,,,,,,31.184,,54.941,,22.548,-3.442,0.729,2.046,6.468,-4.255,1.149,-1.587,-2.7,-2.001,0.999,-1.124,
"Other Capital",,,,,,,129.891,,122.5,,115.686,112.19,110.978,107.35,257.931,183.344,188.396,188.579,0.421,0.421,0.421,0.421,
"Ordinary Shareholders' Interest",1308.151,1175.747,1350.749,1905.474,1851.214,1602.589,2214.42,2215.406,2714.209,2630.806,2626.648,2468.153,2343.56,2099.675,1961.025,1888.652,1494.247,1438.764,1024.343,1013.311,974.243,907.943,
"Preference Shareholders",,,,,,,,,,,,,,,,,,,116,130,130,130,
"Minority Interest",,,,,,,4.328,,-5.942,,-5.809,-3.121,-2.867,-2.095,-1.462,7.009,4.232,2.223,,,,,
"Total Shareholders' Interest",1308.151,1175.747,1350.749,1905.474,1851.214,1602.589,2218.748,2215.406,2708.267,2630.806,2620.839,2465.032,2340.693,2097.58,1959.563,1895.661,1498.479,1440.987,1140.343,1143.311,1104.243,1037.943,
"Non-Interest Bearing Loans",,,,,,,1.378,,,,0.791,1.21,1.395,2.106,2.408,2.575,2.268,2.582,4.15,4.462,5.462,5.034,
"Interest Bearing Loans",,,831.84,690.466,892.985,978.196,,649.229,1319.829,1349.256,1138.773,859.417,852.775,723.754,740.347,8.334,62.5,86.667,135,60,48.988,59.912,
"Deferred Tax Liability",136.348,85.655,94.616,104.077,91.878,100.074,101.785,107.03,110.427,113.633,154.864,132.099,96.001,97.611,80.918,83.696,76.241,77.439,17.869,20.386,10.793,14.959,
"Share Incentive Scheme",,,,,,,0.676,,0.676,,0.921,,,,,,,,,,,,
"Other Long-Term Liabilities",381.066,404.021,387.676,6.66,,,6.479,,48.609,38.623,99.823,157.536,137.078,189.771,58.702,74.97,90.862,103.145,2.075,0.249,1.773,2.597,
"Total Long-Term Liabilities",517.414,489.676,1314.132,801.203,984.863,1078.27,110.318,756.259,1479.541,1501.512,1395.172,1150.262,1087.249,1013.242,882.375,169.575,231.871,269.833,159.094,85.097,67.016,82.502,
"Creditors and Provisions",1444.505,1173.075,1373.151,1397.896,1552.364,1512.232,1317.747,1417.917,1387.567,1403.034,1488.465,1178.436,991.726,1046.905,979.744,948.46,632.3,595.475,469.143,378.566,379.539,326.923,
"Dividends",,,,,,,,,,,,,,,,,,,,,0.424,,
"Tax",22.29,34.626,31.207,59.513,48.306,59.966,28.546,36.137,9.918,31.844,33.896,18.763,47.543,25.924,19.79,23.074,24.492,5.149,6.106,10.519,19.766,0.876,
"Bank Overdrafts/Short-Term Loans",696.173,1095.323,320.673,195.063,338.772,240.363,1632.633,1160.65,530.001,642.227,541.167,519.516,287.45,200.644,60.205,367.997,249.727,174.228,238.384,309.18,229.7,223.552,
"Other Current Liabilities",45.752,38.859,,,,37.378,86.092,143.17,143.502,164.199,51.828,12.619,21.905,307.761,207.967,723.129,365.338,354.767,,,,,
"Total Current Liabilities",2208.72,2341.883,1725.031,1652.472,1939.442,1849.939,3065.018,2757.874,2070.988,2241.304,2115.356,1729.334,1348.624,1581.234,1267.706,2062.66,1271.857,1129.619,713.633,698.265,629.429,551.351,
"Total Liabilities",2726.134,2831.559,3039.163,2453.675,2924.305,2928.209,3175.336,3514.133,3550.529,3742.816,3510.528,2879.596,2435.873,2594.476,2150.081,2232.235,1503.728,1399.452,872.727,783.362,696.445,633.853,
"Total Equity and Liabilities",4034.285,4007.306,4389.912,4359.149,4775.519,4530.798,5394.084,5729.539,6258.796,6373.622,6131.367,5344.628,4776.566,4692.056,4109.644,4127.896,3002.207,2840.439,2013.07,1926.673,1800.688,1671.796,
"Employment of Capital - Balance",,,,,,,,,,,,,,,-2.383,,,,,,,,

Share/unit data,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"25 Nov 2020","29 Jun 2020","16 Oct 2019","20 May 2019","15 Oct 2018","18 May 2018","30 Oct 2017","23 May 2017","20 Oct 2016","24 May 2016","21 Oct 2015","26 May 2015","22 Oct 2014","28 May 2014","17 Oct 2013","22 May 2013","17 Oct 2012","22 May 2012","12 Oct 2011","25 May 2011","13 Oct 2010","4 May 2010",
"Number of Shares in Issue (Actual)",107732131,107732131,111780486,109043442,108946000,108946470,109332000,108382849,109955000,109371000,109955000,109371000,102585000,100091776,91992000,91811776,78139000,77373934,62519000,61850171,61821000,58777000,
"Weighted Average Shares in Issue (Actual)",107732131,107732131,111780486,109043442,108946000,108946470,109332000,108382849,108383000,108189000,108905000,103415000,99954000,93299000,91279000,78989000,76978000,65236311,61456000,60110351,58864000,53903000,
"Fully Diluted Weighted Average Shares in Issue",107732131,107732131,111780486,111754773,112643000,113220069,111001000,11467949,112201000,112008000,112933000,109788000,105698000,99723000,95659000,84558000,77587000,66631154,62621000,61519596,60566000,55272000,
"Market Capitalisation (R'000)",290877,1023455,2235610,2180869,1844456,1885863,1530648,1790485,1759280,1635096,3199691,3453936,3405822,3252983,3034816,2919614,2070684,2224501,1706769,1669955,1761899,1586979,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,,,2543,,2850,,3466,,4357,,3957,,2936,,2987,,2768,,2282,,,

Share statistics,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"25 Nov 2020","29 Jun 2020","16 Oct 2019","20 May 2019","15 Oct 2018","18 May 2018","30 Oct 2017","23 May 2017","20 Oct 2016","24 May 2016","21 Oct 2015","26 May 2015","22 Oct 2014","28 May 2014","17 Oct 2013","22 May 2013","17 Oct 2012","22 May 2012","12 Oct 2011","25 May 2011","13 Oct 2010","4 May 2010",
"Earnings Per Share (ZARc)",40.8,-560.7,-413.3,240,90.2,-517,-120.7,-179.1,78.4,192,87.4,236.5,151.3,176.9,22.3,221.56,127.3,208,112.41,192.47,95.19,193.53,
"Diluted Earnings Per Share (ZARc)",40.8,-560.7,-399.6,234.1,87.3,-517,-118.9,-174.1,75.7,185.4,84.3,222.7,143.1,165.5,21.3,207,126.3,203.7,110.3,188.1,92.5,188.7,
"Headline Earnings Per Share (Cont Ops) (ZARc)",17.2,-59.8,-16.7,239.6,88.6,-86.4,-15.2,79.8,123.7,299.6,125.2,298.5,150.9,188.6,22.4,236.7,127.1,209.1,112.3,195.7,94.9,195.9,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",17.2,-59.8,-16.2,233.8,85.7,-86.4,-15,77.6,119.5,289.3,120.7,281.2,142.7,176.4,21.4,221.1,126.1,204.7,110.2,191.2,92.2,191,
"Interim Dividend (ZARc)",,,,,,,,20,20,60,60,60,60,60,60,60,60,57,57,54,54,,
"Final Dividend (ZARc)",,,,96.1,,,,,,75,,88,,80,,80,,80,,121,,115,
"Dividend Per Share (ZARc)",,,,96.1,,,,20,20,135,60,148,60,140,60,140,60,137,57,175,54,115,
"Distributions Per Share (ZARc)",,,,96.1,,,,20,20,135,60,148,60,140,60,140,60,137,57,175,54,115,
"Net Asset Value Per Share (ZARc)",1214.26,1091.36,1208.39,1747.44,1699.2,1470.99,2025.41,2044.06,2464,2455,2384,2254,2282,2096,2130,2065,1918,1862,1638,1638.33,1575.91,1545,
"3 Year Beta",-0.07,-0.15,-0.55,-0.89,-0.44,-0.39,-0.37,-0.01,0.28,0.77,0.81,0.87,0.86,0.79,0.35,0.08,-0.13,,0.08,0.24,0.43,0.52,
"Cash Generated Per Share",724.34,-16.83,-54.89,321.21,213.2,122.13,-3.6,-17.2,-78.04,-97.18,157.83,236.26,261.33,-89.5,119.07,172.44,11.23,20.35,111.76,298.03,312.96,2.55,
"Net Asset Value Per Share (Base Currency)",1214.26,1091.36,1208.39,1747.44,1699.2,1470.99,2025.41,2044.06,2464,2455,2384,2254,2282,2096,2130,2065,1918,1862,1638,1638.33,1575.91,1545,
"Price at Period End (Base Currency)",270,950,2000,2000,1693,1731,1400,1652,1600,1495,2910,3158,3320,3250,3299,3180,2650,2875,2730,2700,2850,2700,
"JSE Market Price High (ZARc)",1008,2500,2500,2135,1900,1900,1745,2100,2100,3699,3699,3700,3646,3800,3800,3299,2994,3000,3000,3420,3000,2950,
"JSE Market Price Low (ZARc)",249,850,1736,1401,1401,990,990,1245,1304,1395,2762,2749,3027,2634,2634,2500,2500,2350,2450,2440,2500,1600,
"JSE Market Price at Period End (ZARc)",270,950,2000,2000,1693,1731,1400,1652,1600,1495,2910,3158,3320,3250,3299,3180,2650,2875,2730,2700,2850,2700,
"JSE Volume Traded (Actual)",14788586,23563882,9417881,32834894,13775334,48291942,25692916,46466263,23075858,45218341,18861103,35108743,14256457,26177488,11897291,23886184,13273007,14360434,4785304,15174151,9210902,25255757,
"JSE Rand Value Traded (Actual)",64318868,394686825,205974594,605569054,232407483,668819875,301430519,725999362,374934796,1208475070,603573264,1155623103,478177251,824481887,363601968,667926399,360905201,374349076,129512903,413187512,248444624,605066012,
"12 Month HEPS",-25.9,-59.8,134.3,239.6,17.8,-86.4,-59.1,79.8,251.9,299.6,272.8,298.5,317.1,188.6,132,236.7,223.9,209.1,213.1,195.7,199.6,195.9,
"12 Month Dividend",,,96.1,96.1,,,20,20,95,135,135,88,148,140,140,140,140,137,137,178,175,165,

Cash flow items,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"25 Nov 2020","29 Jun 2020","16 Oct 2019","20 May 2019","15 Oct 2018","18 May 2018","30 Oct 2017","23 May 2017","20 Oct 2016","24 May 2016","21 Oct 2015","26 May 2015","22 Oct 2014","28 May 2014","17 Oct 2013","22 May 2013","17 Oct 2012","22 May 2012","12 Oct 2011","25 May 2011","13 Oct 2010","4 May 2010",
"Cash generated by operations",142.355,338.56,171.537,442.548,200.286,243.76,97.455,84.181,-16.456,565.318,296.734,597.75,288.532,,,,,304.548,139.758,259.503,131.4,280.009,
"Working capital changes",718.501,-125.496,-61.889,57.466,157.759,146.695,,173.647,,-212.012,49.376,,,,,,,,46.579,28.351,93.801,-55.253,
"Cash generated from operations after WC",860.856,213.064,109.648,500.014,358.045,390.455,122.442,257.828,-11.415,353.306,346.11,,,,,,,,,,,,
"Net Cash flow from operating activities",780.349,-18.126,-61.352,350.256,232.276,133.057,-3.941,-18.639,-85.805,-106.292,173.537,258.4,268.089,-89.579,109.535,158.318,8.772,15.747,69.873,184.333,193.472,1.498,
"Net cash flow from investing activities",-33.281,-72.712,-50.337,16.703,-6.184,269.399,-29.686,-80.877,-43.277,-360.053,-345.111,-277.218,-117.373,-418.715,-82.082,-664.813,-25.896,-672.211,-45.716,-23.565,-12.132,-81.901,
"Net cash flow from financing activities",-347.808,47.101,145.912,-348.981,23.9,-152.506,-84.033,-279.685,-264.237,373.123,291.892,319.016,114.738,526.45,203.53,623.029,-25.963,697.399,76.901,-15.22,-7.369,80.894,
"Dividends paid",,-105.666,-105.666,-2.234,-1.403,-1.293,,-102.965,,-164.571,,-87.973,,-132.868,,-108.702,-62.413,-110.61,-74.683,-42.216,-9.123,-118.379,
"Net increase(decrease) in cash & cash equivalents",399.26,-43.737,34.223,17.978,249.992,249.95,-117.66,-379.201,-393.319,-93.222,120.318,300.198,265.454,18.156,230.983,116.534,-43.087,40.935,101.058,145.548,173.971,0.491,
"Cash & Cash Equivalent beginning of period",322.893,366.63,366.63,348.652,348.652,98.702,98.702,477.903,477.903,571.125,571.125,270.927,,,,,,,,,,,
"Cash & Cash Equivalent end of period",700.859,322.893,400.853,366.63,598.644,348.652,-18.958,98.702,84.584,477.903,691.443,571.125,,,,,,,,,,,

Ratios,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"25 Nov 2020","29 Jun 2020","16 Oct 2019","20 May 2019","15 Oct 2018","18 May 2018","30 Oct 2017","23 May 2017","20 Oct 2016","24 May 2016","21 Oct 2015","26 May 2015","22 Oct 2014","28 May 2014","17 Oct 2013","22 May 2013","17 Oct 2012","22 May 2012","12 Oct 2011","25 May 2011","13 Oct 2010","4 May 2010",
"Return on Capital Employed",4.81,-36.25,-33.52,9.69,6.96,-20.93,-11.03,-6.47,4.1,5,4.71,6.75,8.79,5.22,1.28,8.68,11.61,7.9,10.63,9.42,9.57,9.31,
"Return on Shareholder Funds",6.72,-51.35,-66.13,13.76,10.67,-35.01,-11.58,-8.69,6.34,7.86,7.21,9.91,12.88,7.75,1.86,9.46,13.41,9.38,12.12,10.12,10.15,10.05,
"Return on Total Assets",1.33,0.75,0.42,10.77,7.68,-3.22,-0.79,2.23,7.01,9.19,8.3,11.49,13.44,9.55,4.36,9.91,13.6,10.55,11.72,10.49,11.28,12.5,
"Gross Profit Margin",9.19,11.37,1147.6,13.54,13.54,14.54,14.66,14.76,14.73,16.15,15.59,16.48,15.98,16.19,15.67,18.11,18.33,19.22,19.5,20.8,20.72,,
"Operating Profit Margin",1.16,1,79.36,2.61,2.2,0.05,0.36,1.28,2.42,2.98,2.67,3.42,3.55,2.56,1.35,3.32,3.48,3.18,3.28,2.93,2.95,3.3,
"Net Profit Margin",0.72,-4.67,-650.51,1.8,1.23,-3.68,-1.7,-1.23,1.08,1.33,1.22,1.84,2.38,1.4,0.36,2.03,2.44,2.08,2.43,2.15,2.17,2.07,
"Debt:Equity (excl non-int debt)",0.93,1.35,1.21,0.52,0.72,0.82,0.78,0.87,0.74,0.81,0.74,0.68,0.59,0.58,0.48,0.28,0.32,0.31,0.34,0.34,0.26,0.29,
"Interest Bearing Debt as % of Long-Term Finance",,,38.11,26.6,32.54,37.9,,22.66,32.77,33.9,30.29,25.85,26.7,25.65,27.42,0.44,4,5.67,10.59,4.99,4.25,5.46,
"Interest Cover",1.43,-4.59,-8.42,4.2,3.6,-2.3,0.09,0.49,3.31,3.16,2.88,4.31,5.21,4.25,2.11,4.85,4.95,5.1,5.54,5.43,5.2,3.35,
"Quick Ratio",1.13,1.06,1.55,1.6,1.55,1.52,1.03,1.21,1.84,1.7,1.65,1.75,1.88,1.6,1.76,1.1,1.22,1.24,1.68,1.63,1.63,1.58,
"Current Ratio",1.13,1.06,1.55,1.6,1.55,1.52,1.03,1.21,1.84,1.7,1.65,1.75,1.88,1.6,1.76,1.1,1.22,1.24,1.68,1.63,1.63,1.58,
"Dividend Cover",,,,2.5,,,,-8.96,3.92,1.42,1.46,1.6,2.52,1.26,0.37,1.58,2.12,1.52,1.97,1.1,1.76,1.68,
"Dividend Cover (HEPS)",,,,2.49,,,,3.99,6.19,2.22,2.09,2.02,2.52,1.35,0.37,1.69,2.12,1.53,1.97,1.12,1.76,1.7,
"Debtors Collection Period",50.4,56.96,5883.06,55.03,52.92,55.96,57.5,56.88,61.3,61.11,60.32,63.45,55.09,63.12,54.02,69.42,54.58,61.34,50.29,50.18,48.1,51.82,
"Price : Earnings",-10.42,-15.89,14.89,8.35,95.11,-20.03,-23.69,20.7,6.35,4.99,10.67,10.58,10.47,17.23,24.99,13.43,11.84,13.75,12.81,13.8,14.28,13.78,
