"Profit Before Interest And Tax",64,-194,149,-83,-125,-397,24,362,169,288,154,5815,2769,5507,2470,4667,2136,2136,3733,1714,3461,1515,3143,
"Interest Received",2,9,5,9,4,9,6,7,4,9,4,103,52,73,38,69,42,42,85,43,61,23,41,
"Interest Paid",39,92,45,66,31,94,41,74,35,58,29,1179,602,1221,610,5166,820,820,1642,809,1491,732,1524,
"Net Interest Paid/(Received)",37,83,40,57,27,85,35,67,31,49,25,1076,550,1148,572,5097,778,778,1557,766,1430,709,1483,
"Income From Associates Before Tax",-10,2,2,3,2,3,1,12,10,6,,2,-2,3,,2,,,1,,4,,7,
"Income Before Tax",17,-275,111,-137,-150,-479,-10,307,148,245,129,4741,2217,4362,1898,-428,1358,1358,2177,948,2035,806,1667,
"Taxation",-1,24,-11,-7,8,-5,30,64,31,55,26,206,428,776,393,418,345,345,693,357,654,305,481,
"Profit For The Period",18,-299,122,-130,-158,-474,-40,243,117,190,103,4535,1789,3586,1505,-846,1013,1013,1484,591,1381,501,1186,
"Income Attributable To Minority Interests",3,21,13,21,10,18,10,14,7,13,7,238,121,201,101,259,170,170,263,107,204,91,128,
"Attributable Income Before Extraordinary Items",15,-320,109,-151,-168,-492,-50,229,110,177,96,4297,1668,3385,1404,-1105,843,843,1221,484,1177,410,1058,
"Income Attributable To Equity Holders",15,-320,109,-151,-168,-492,-50,229,110,177,96,4297,1668,3385,1404,-1105,843,843,1221,484,1177,410,1058,
"Total Comprehensive Income/Loss for the period",16,-151,271,-22,33,-723,-198,665,433,228,60,,,,,,,,,,,,,
"Headline Earnings (Cont Ops)",18,198,105,211,79,203,64,229,110,177,96,4081,1555,3355,1401,-1110,840,840,1222,484,1110,407,1028,
"Enterprise Value (EV)",47117.005,43971.698,47344.081,43847.525,60480.883,75597.968,88393.52,89611.717,123965.162,141496.385,86673.33,115411.372,104963.364,89653.217,88286.366,77543.639,50014.915,50014.915,48444.813,46721.536,40669.135,36599.176,36108.463,

Balance sheet (million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"12 Nov 2020","2 Jun 2020","14 Nov 2019","23 May 2019","15 Nov 2018","24 May 2018","16 Nov 2017","24 May 2017","10 Nov 2016","25 May 2016","12 Nov 2015","21 May 2015","6 Nov 2014","21 May 2014","6 Nov 2013","22 May 2013","6 Nov 2013","6 Nov 2013","22 May 2012","8 Nov 2011","24 May 2011","9 Nov 2010","26 May 2010",
,"GBP","GBP","GBP","GBP","GBP","GBP","GBP","GBP","GBP","GBP","GBP","ZAR","ZAR","ZAR","ZAR","ZAR","ZAR","ZAR","ZAR","ZAR","ZAR","ZAR","ZAR",
"Fixed Assets",4328,4358,4386,3524,3694,3590,3661,3703,3543,3199,60750,53776,49620,49597,45941,40137,36400,36400,34808,36019,30409,28844,28046,
"Investments in Associates",171,181,193,193,190,357,354,465,464,455,9377,2,3,4,3,2,,,1,,,,,
"Investments and Loans",10,9,10,10,8,7,7,8,6,6,63,158,65,135,67,128,59,59,662,893,712,22,26,
"Intangible Assets",1130,1171,1652,1586,1459,1406,2036,2156,2090,1941,13050,11565,10787,9210,8307,7279,6613,6613,6350,6684,5565,5398,5243,
"Deferred Tax Asset",32,22,31,22,20,22,22,21,20,16,331,302,278,302,233,239,234,234,212,234,210,240,220,
"Other Assets",,,,,25,,,,,1,85,10,83,60,325,100,61,61,,,,,,
"Long-Term Receivables",,,,,,,,,,,,,,,,,,,,,33,,,
"Total Fixed Assets",5671,5741,6272,5335,5396,5382,6080,6353,6123,5618,83656,65813,60836,59308,54876,47885,43367,43367,42033,43830,36929,34504,33535,
"Stock",125,104,93,88,91,90,87,90,83,75,1170,1074,972,904,803,681,608,608,582,600,522,516,481,
"Debtors",826,766,729,732,704,607,544,591,584,547,8682,7479,6521,6768,5670,5427,5130,5130,4815,4037,3796,3241,3211,
"Cash",255,329,231,265,242,261,262,361,279,305,5733,4779,4748,3521,2633,2705,3184,3184,2099,1635,1567,2605,1120,
"Tax",2,2,5,1,4,1,2,2,3,2,54,34,66,33,36,44,15,15,4,,,,17,
"Other Current Assets",3,12,17,5,1,2,4,25,54,2,,,,,,,213,213,662,860,723,,,
"Total Current Assets",1211,1213,1075,1091,1042,961,899,1069,1003,931,15639,13366,12307,11226,9142,8857,9150,9150,8162,7132,6608,6362,4829,
"Total Assets",6882,6954,7347,6426,6438,6343,6979,7422,7126,6549,99295,79179,73143,70534,64018,56742,52517,52517,50195,50962,43537,40866,38364,
"Ordinary Share Capital & Premium",764,764,764,764,764,764,764,764,764,764,,14141,,,,,,,,,,,,
"Treasury Shares",,,,,,1,1,2,2,2,,265,,,,,,,,,,,,
"Distributable Reserves",4377,4327,4778,4769,4872,5057,5494,5525,5393,5320,,7250,,,,,,,,,,,,
"Non-Distributable Reserves",-2239,-2201,-2211,-2382,-2355,-2534,-2408,-2201,-2272,-2573,,10938,,,,,,,,,,,,
"Ordinary Shareholders' Interest",2902,2890,3331,3151,3281,3286,3849,4086,3883,3509,47902,32064,28374,24468,21208,17206,11060,11060,10116,10394,9489,7665,6650,
"Minority Interest",111,113,118,115,83,87,73,78,65,61,1092,1098,961,923,818,796,1312,1312,1288,1178,1071,981,966,
"Total Shareholders' Interest",3013,3003,3449,3266,3364,3373,3922,4164,3948,3570,48994,33162,29335,25391,22026,18002,12372,12372,11404,11572,10560,8646,7616,
"Interest Bearing Loans",1735,1787,1925,1895,1936,1866,1857,1961,1902,1524,30273,27927,27202,28704,27135,25351,23231,23231,22864,25485,20414,21169,20667,
"Deferred Tax Liability",438,427,411,423,479,467,538,527,503,446,8810,7729,7312,7251,7233,6182,5523,5523,5303,5682,4773,4514,4399,
"Retirement Obligation",128,168,182,138,87,86,121,154,184,179,1823,1292,523,414,329,709,981,981,823,595,383,564,346,
"Share Incentive Scheme",,1,1,,,,,,,,,,,,,,,,,,,,,
"Other Long-Term Liabilities",801,799,793,120,29,26,29,26,42,43,1248,1130,670,530,542,450,4079,4079,3979,3988,2352,3059,2486,
"Total Long-Term Liabilities",3102,3182,3312,2576,2531,2445,2545,2668,2631,2192,42154,38078,35707,36899,35239,32692,33814,33814,32969,35750,27922,29306,27898,
"Creditors and Provisions",482,532,442,477,437,439,400,494,446,450,6781,6461,5422,5424,4658,4443,3959,3959,3581,2828,3027,2318,85,
"Tax",2,4,1,8,2,5,9,8,11,10,223,228,974,1154,539,529,395,395,,,,,,
"Bank Overdrafts/Short-Term Loans",215,164,81,87,93,71,92,69,79,317,1136,1229,1705,1666,1540,1011,1911,1911,1930,608,1834,477,398,
"Other Current Liabilities",68,69,62,12,11,10,11,19,11,10,7,21,,,16,65,66,66,311,204,194,119,2367,
"Total Current Liabilities",767,769,586,584,543,525,512,590,547,787,8147,7939,8101,8244,6753,6048,6331,6331,5822,3640,5055,2914,2850,
"Total Liabilities",3869,3951,3898,3160,3074,2970,3057,3258,3178,2979,50301,46017,43808,45143,41992,38740,40145,40145,38791,39390,32977,32220,30748,
"Total Equity and Liabilities",6882,6954,7347,6426,6438,6343,6979,7422,7126,6549,99295,79179,73143,70534,64018,56742,52517,52517,50195,50962,43537,40866,38364,

Share/unit data,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"12 Nov 2020","2 Jun 2020","14 Nov 2019","23 May 2019","15 Nov 2018","24 May 2018","16 Nov 2017","24 May 2017","10 Nov 2016","25 May 2016","12 Nov 2015","21 May 2015","6 Nov 2014","21 May 2014","6 Nov 2013","22 May 2013","6 Nov 2013","6 Nov 2013","22 May 2012","8 Nov 2011","24 May 2011","9 Nov 2010","26 May 2010",
"Exchange Rate (period end)",21.75,22.08,18.64,18.9,18.48,16.57,18.08,16.74,18.03,21.21,21.17,,,,,,,,,,,,,
"Exchange Rate (weighted average)",22.05,18.76,18.28,18.01,17.71,17.22,17.08,18.41,20,20.73,19.32,,,,,,,,,,,,,
"Number of Shares in Issue (Actual)",737243810,737243810,737243810,737243810,737243810,737243810,737243810,737243810,737243810,737243810,542473328,867957325,867957000,826957325,826957000,826957000,652315000,652315000,652315000,627359000,652315000,624611000,562869000,
"Weighted Average Shares in Issue (Actual)",737243810,737212010,737211480,737194266,737177146,737110138,737062648,736940154,736878009,598442085,545350953,843385000,843465000,812084000,808868000,741858000,681168000,681168000,679152000,626692000,602467000,579965000,568721000,
"Fully Diluted Weighted Average Shares in Issue",737243810,737243810,737243810,737243810,737243810,737243810,737243810,737243810,737243810,599210878,545350953,859318000,860026000,829720000,826957000,762862000,703858000,703858000,703651000,651921000,629488000,607912000,598656000,
"Market Capitalisation (R'000)",45311005,42236698,45451081,42015525,58610883,73834968,86633520,87864717,122198162,139899385,59905330,89936372,79843364,61881217,61426366,53090639,26744915,26744915,24461813,21085536,18917135,16577176,15197463,
"Market Capitalisation (R'000): MEDICLINIC (MEI)",45311005,42236698,45451081,42015525,58610883,73834968,86633520,87864717,,139899385,,89936372,,,,,,,,,,,,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,6,12,6,12,6,12,
"Number of Employees",,33140,33437,32398,31675,31504,,32625,,32884,,,23475,23475,23475,,21981,21981,21981,,21183,,19917,

Share statistics,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"12 Nov 2020","2 Jun 2020","14 Nov 2019","23 May 2019","15 Nov 2018","24 May 2018","16 Nov 2017","24 May 2017","10 Nov 2016","25 May 2016","12 Nov 2015","21 May 2015","6 Nov 2014","21 May 2014","6 Nov 2013","22 May 2013","6 Nov 2013","6 Nov 2013","22 May 2012","8 Nov 2011","24 May 2011","9 Nov 2010","26 May 2010",
"Earnings Per Share (ZARc)",44.1,-814.18,270.54,-369.21,-403.79,-1148.57,-116.14,570.71,298,613.61,340.03,509.5,197.8,416.8,173,-148.95,123.76,123.76,179.78,77.23,195.3,70.69,186.1,
"Diluted Earnings Per Share (ZARc)",44.1,-814.18,270.54,-369.21,-403.79,-1148.57,-116.14,570.71,298,611.54,334.24,500,193.9,408,169.2,-144.8,119.8,119.8,173.5,74.2,186.9,67.4,176.8,
"Headline Earnings Per Share (Cont Ops) (ZARc)",52.2,504.64,259.58,515.09,189.5,475.27,148.6,570.71,298,613.61,340.03,483.9,184.4,413.1,172.6,-149.5,123.3,123.3,179.9,77.2,184.2,70.2,180.8,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",52.2,504.64,259.58,515.09,189.5,475.27,148.6,570.71,298,611.54,334.24,474.9,180.8,404.4,168.9,-145.4,119.3,119.3,173.7,74.2,176.3,67,171.7,
"Interim Dividend (ZARc)",,60.83,60.83,59.17,59.17,59.87,59.87,53.31,53.31,36,36,31,31,28,28,25.3,25.3,25.3,23,23,23,23,23,
"Final Dividend (ZARc)",,,,86.24,,79.52,,80.61,,119.52,,75.5,,68,,60.5,,,55,,50,,50,
"Dividend Per Share (ZARc)",,60.83,60.83,145.41,59.17,139.39,59.87,133.92,53.31,155.52,36,106.5,31,96,28,85.8,25.3,25.3,78,23,73,23,73,
"Distributions Per Share (ZARc)",,60.83,60.83,145.41,59.17,139.39,59.87,133.92,53.31,155.52,36,106.5,31,96,28,85.8,25.3,25.3,78,23,73,23,73,
"Net Asset Value Per Share (ZARc)",8561.45,8655.36,8421.92,8372.73,8432.31,7581.02,9618.22,9277.81,9496.22,10095.11,8830.3,3752.5,3321.4,3008,2619.9,2129.8,1754.7,1754.7,1609.4,1656.79,1454.67,1227.16,1181.45,
"3 Year Beta",0.72,1.05,1.13,1.19,1.17,0.98,1.47,1.38,1.06,0.94,1.03,0.93,0.65,0.59,0.55,0.33,0.28,0.28,0.23,0.18,0.21,0.3,0.34,
"Cash Generated Per Share",4.07,61.85,24.42,46.66,10.99,46.8,20.21,51.14,23.87,43.4,22.67,692.2,314.07,558.07,258.05,429.16,230.1,230.1,339.71,136.76,355.04,138.33,348.22,
"Earnings Per Share (Base Currency)",2,-43.4,14.8,-20.5,-22.8,-66.7,-6.8,31,14.9,29.6,17.6,,,,,,,,,,,,,
"Diluted Earnings Per Share (Base Currency)",2,-43.4,14.8,-20.5,-22.8,-66.7,-6.8,31,14.9,29.5,17.3,,,,,,,,,,,,,
"Headline Earnings Per Share (Cont) (Base Currency)",2.4,26.9,14.2,28.6,10.7,27.6,8.7,31,14.9,29.6,17.6,,,,,,,,,,,,,
"Diluted Headline Earnings Per Share(Cont)(BaseCur)",2.4,26.9,14.2,28.6,10.7,27.6,8.7,31,14.9,29.5,17.3,,,,,,,,,,,,,
"Distributions Per Share (Base Currency)",,3.2,3.2,7.9,3.2,7.9,3.2,7.9,3.2,5.24,,,,,,,,,,,,,,
"Net Asset Value Per Share (Base Currency)",393.63,392,451.82,427.4,456.29,445.79,522.08,554.23,526.69,475.96,,3752.5,3321.4,3008,2619.9,2129.8,1754.7,1754.7,1609.4,1656.79,1454.67,1227.16,1181.45,
"Price at Period End (Base Currency)",284,258,331,301,431,603,648,715,921,900,528,12199,9199,7483,7428,6420,4100,4100,3750,3361,2900,2654,2700,
"JSE Market Price High (ZARc)",6555,8043,6806,12023,12023,15261,15261,21803,21803,20870,13459,13000,9720,7839,7783,6548,4494,4494,4199,3401,3121,2900,2765,
"JSE Market Price Low (ZARc)",5315,5157,5268,5199,7780,8810,11438,11384,16236,9050,9050,7071,7071,6037,6037,3601,3601,3601,2810,2810,2350,2350,1864,
"JSE Market Price at Period End (ZARc)",6146,5729,6165,5699,7950,10015,11751,11918,16575,18976,11043,12199,9199,7483,7428,6420,4100,4100,3750,3361,2900,2654,2700,
"JSE Volume Traded (Actual)",127022592,231163422,109711357,310301144,125247330,301579385,139840104,331218350,140105333,509018993,220120143,320519200,131523272,281389579,155994212,213049842,52160385,52160385,67139876,33496019,82588557,47688349,101800994,
"JSE Rand Value Traded (Actual)",7458579659,14986549676,6595426449,24011745208,12449489746,34904992554,18157489720,51879024600,26707288616,63569105201,23911310595,30845387087,11006283142,19943364398,10902864568,10550581240,2125335670,2125335670,2210613481,1039101340,2263218549,1261651728,2223042473,
"12 Month HEPS",297.26,504.64,585.17,515.09,516.17,475.27,421.31,570.71,571.58,613.61,639.53,483.9,424.9,413.1,-100.2,-149.5,226,226,179.9,191.2,184.2,192,180.8,
"12 Month Dividend",,60.83,147.07,145.41,138.69,139.39,139.4,140.48,133.92,172.84,111.5,111.5,106.5,99,96,88.5,85.8,85.8,80.3,78,73,73,73,

Cash flow items,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"12 Nov 2020","2 Jun 2020","14 Nov 2019","23 May 2019","15 Nov 2018","24 May 2018","16 Nov 2017","24 May 2017","10 Nov 2016","25 May 2016","12 Nov 2015","21 May 2015","6 Nov 2014","21 May 2014","6 Nov 2013","22 May 2013","6 Nov 2013","6 Nov 2013","22 May 2012","8 Nov 2011","24 May 2011","9 Nov 2010","26 May 2010",
"Cash generated by operations",72,589,248,451,146,466,,492,,411,,7848,3692,6340,3024,5571,2536,2536,4266,1913,4179,1742,3800,
"Cash generated from operations after WC",,,,,,,210,,229,,169,,,,,,,,,,,,,
"Net Cash flow from operating activities",30,456,180,344,81,345,149,377,176,320,123,6008,2726,4615,2134,3549,1501,1501,2216,858,2316,864,1960,
"Net cash flow from investing activities",-67,-182,-73,-298,-131,-319,-182,-201,-104,-1549,-521,-4594,-2386,-2539,-1148,-527,554,554,-1055,-530,-2563,-241,-1271,
"Net cash flow from financing activities",-38,-207,-148,-34,36,-108,-30,-169,72,1242,389,-361,876,-1605,-1225,-2837,-983,-983,-735,-491,688,929,-542,
"Dividends paid",-8,-74,-50,-67,-42,-68,-43,-71,-52,-55,-39,-822,-564,-688,-467,-488,-288,-288,-436,-298,-398,-261,-374,
"Net increase(decrease) in cash & cash equivalents",-75,67,-41,12,-14,-82,-81,7,-52,13,-9,1053,1216,471,-239,185,1072,1072,426,-163,441,1552,147,
"Cash & Cash Equivalent beginning of period",329,265,265,261,261,361,361,305,305,265,228,3485,,,,,,,,,,,,
"Translation effects on cash & cash equivalents",1,-3,9,-8,-5,-18,-18,49,9,27,54,241,,,,,,,,,,,,
"Cash & Cash Equivalent end of period",255,329,233,265,242,261,262,361,262,305,273,4779,,,,,,,,,,,,

Ratios,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014","Sep 2013","Mar 2013","Sep 2012","Sep 2012","Mar 2012","Sep 2011","Mar 2011","Sep 2010","Mar 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"12 Nov 2020","2 Jun 2020","14 Nov 2019","23 May 2019","15 Nov 2018","24 May 2018","16 Nov 2017","24 May 2017","10 Nov 2016","25 May 2016","12 Nov 2015","21 May 2015","6 Nov 2014","21 May 2014","6 Nov 2013","22 May 2013","6 Nov 2013","6 Nov 2013","22 May 2012","8 Nov 2011","24 May 2011","9 Nov 2010","26 May 2010",
"Return on Capital Employed",0.59,-4.83,3.61,-2.23,-5.36,-8.15,-1.24,3.56,3.56,3.3,0.23,6.37,5.5,5.76,5.26,-1.67,4.39,4.39,3.34,2.5,3.59,2.64,3.34,
"Return on Shareholder Funds",1.19,-9.96,7.07,-3.98,-4.7,-14.05,-0.99,5.84,5.93,5.32,0.42,13.68,12.2,14.12,13.67,-4.7,16.38,16.38,13.01,10.21,13.08,11.59,15.57,
"Return on Total Assets",0.59,-4.58,3.9,-2.02,-2.45,-7.47,-0.57,3.27,5.88,2.9,0.3,6.88,6.5,7.11,6.81,-1.94,5.12,5.12,5.02,4.41,5.32,4.54,4.95,
"Gross Profit Margin",,36.43,35.64,35.54,,,,,,,,,,,,,,,,,,42.87,,
"Operating Profit Margin",4.54,-5.97,9.83,2.76,2.81,-10.01,9.47,13.17,13.17,13.67,15.25,16.24,15.33,18.05,17.48,16.91,16.73,16.73,17.1,16.65,18.51,17.28,18.17,
"Net Profit Margin",1.06,-10.38,7.19,-5.15,-12.11,-17.11,-3.56,8.33,8.57,8.4,9.5,12.19,9.91,11.1,9.94,-4.52,7.22,7.22,5.55,4.62,6.32,4.68,6.17,
"Debt:Equity (excl non-int debt)",1.1,1.11,0.98,0.53,0.53,0.5,0.59,0.4,0.69,0.4,0.88,1.19,1.28,1.52,1.67,1.87,2.89,2.89,3.06,3.14,2.82,3.44,3.72,
"Interest Bearing Debt as % of Long-Term Finance",36.54,37.31,35.82,36.72,36.53,35.62,32.13,32.02,32.51,29.92,38.19,45.72,48.11,53.06,55.2,58.48,65.25,65.25,66.72,68.77,65.91,71,73.07,
"Interest Cover",1.73,-2.34,3.73,-1.46,-4.63,-4.67,3.24,5.4,5.45,5.88,6.16,5.4,5.03,4.8,4.32,0.92,2.75,2.75,2.4,2.24,2.42,2.14,2.12,
"Quick Ratio",1.42,1.44,1.68,1.72,1.75,1.66,1.59,1.66,1.68,1.09,1.78,1.55,1.4,1.25,1.23,1.35,1.35,1.35,1.3,1.79,1.2,2.01,1.53,
"Current Ratio",1.58,1.58,1.83,1.87,1.92,1.83,1.76,1.81,1.83,1.18,1.92,1.68,1.52,1.36,1.35,1.46,1.45,1.45,1.4,1.96,1.31,2.18,1.69,
"Dividend Cover",,-13.38,4.45,-2.2,-4.51,-8.17,-1.14,3.92,5.59,3.95,9.45,4.78,6.38,4.34,6.18,-1.74,4.89,4.89,2.3,3.36,2.68,3.07,2.55,
"Dividend Cover (HEPS)",,8.3,4.27,3.54,3.2,3.41,2.48,4.26,5.59,3.95,9.45,4.54,5.95,4.3,6.16,-1.74,4.87,4.87,2.31,3.36,2.52,3.05,2.48,
"Debtors Collection Period",106.84,90.69,87.82,91.13,92.63,77.04,70.66,78.47,83.07,94.76,1568.78,77.47,70.72,81.01,73.24,81.06,80.21,80.21,79.94,70.39,74.39,67.46,68.37,
"Stock Turn",,18.85,20.97,21.48,19.16,19.77,20.34,18.84,18.89,16.85,1.05,18.52,20.05,19.01,20.05,20.38,22.18,22.18,21.16,19.89,19.78,19.41,19.9,
"Price : Earnings",20.68,11.35,10.54,11.06,15.4,21.07,27.89,20.88,29,30.93,17.27,25.21,21.65,18.11,-74.13,-42.94,18.14,18.14,20.84,17.58,15.74,13.82,14.93,
"Sales Per Share (Base Currency)",382.78,418.2,411.01,397.72,376.3,390.17,381.24,373.03,348.23,352.08,370.4,4178.16,3990.21,3755.15,3493.28,3293.89,3427.05,3427.05,3237.27,3340.4,3091.46,3023.63,3013.96,
"Price/Sales Per Share",0.74,0.62,0.81,0.76,1.14,1.55,1.7,1.92,2.64,2.56,1.43,2.92,2.31,1.99,2.13,1.95,1.2,1.2,1.16,1.01,0.94,0.88,0.9,
"Price/Net Asset Value",0.72,0.66,0.73,0.7,0.94,1.35,1.24,1.29,1.75,1.89,,3.25,2.77,2.49,2.84,3.01,2.34,2.34,2.33,2.03,1.99,2.16,2.29,
"Price/Cash Flow",139.56,4.17,27.11,6.45,78.38,12.9,64.16,13.99,77.17,20.73,46.57,17.62,58.58,13.41,57.57,14.96,35.64,35.64,11.04,49.15,8.17,38.37,7.75,
"NAV%Price",139.3,151.08,136.61,146.92,106.07,75.7,81.85,77.85,57.29,53.2,79.96,30.76,36.11,40.2,35.27,33.17,42.8,42.8,42.92,49.29,50.16,46.24,43.76,
"Liquidity%",1.55,11.54,9.24,10.89,5.27,11.62,9.75,11.57,11.08,10.74,0.49,13.06,12.45,10.22,10.16,9.16,7.48,7.48,5.71,4.36,7.02,5.36,6.37,
"Cash Flow:Attributable Profit",4,-1.47,3.3,26.46,-40.5,-0.9,5.05,1.65,3.2,1.81,2.56,1.43,3.69,1.36,3.04,-2.17,4.55,4.55,1.78,3.35,1.99,4.21,1.9,
"Cash/Equity (%)",8.46,10.96,6.7,8.11,7.19,7.74,6.68,8.67,,8.54,,14.41,,,,,,,,,,,,
"EV/Ebitda (Pd)",296.33,3382.44,331.08,576.94,283.95,146.79,,176.05,,370.41,,15.95,,,,,,,,,,,,
"PEG Ratio",10.95,6.01,1.84,1.93,0.19,0.27,0.61,0.45,0.62,0.66,0.41,0.6,0.42,0.36,2.57,1.49,3.25,3.25,3.73,0.74,0.67,0.92,0.99,

