Share/unit data,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (8m)",
,"3 Nov 2020","12 Jun 2020","5 Nov 2019","24 May 2019","29 Oct 2018","17 May 2018",
"Number of Linked Units Issued (Actual)",35264627,34188520,33000000,33000000,33000000,33000000,
"Weighted Ave Stock Units (Actual)",34532430,33253985,33000000,33000000,33000000,29658228,
"Market Capitalisation (R000)",176323,170943,165000,165000,165000,165000,

Share statistics,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (8m)",
,"3 Nov 2020","12 Jun 2020","5 Nov 2019","24 May 2019","29 Oct 2018","17 May 2018",
"Earnings Per Linked Unit (ZARc)",-51.39,61.36,23.37,30.78,30.45,12.97,
"Diluted Earnings Per Linked Unit (ZARc)",-51.39,61.63,23.37,30.78,30.45,12.97,
"Headline Earnings Per Linked Unit (CO) (ZARc)",7.63,44.01,23.93,28.63,17.88,4.5,
"Distributions Per Linked Unit (ZARc)",,51.18,16.71,37.23,17.8,16.72,
"Net Asset Value Per Linked Unit (ZARc)",449,515.06,511.85,507.91,525.38,511.65,
"Cash Generated Per Linked Unit",10.55,46.96,20.34,42.96,17.36,13.82,
"Number of Months",6,12,6,12,6,8,
"Net Asset Value Per Linked Unit (Base Currency)",449,515.06,511.85,507.91,525.38,511.65,
"Price at Period End (Base Currency)",500,500,500,500,500,500,
"JSE Market Price at Period End (ZARc)",500,500,500,500,500,500,
"JSE Market Price High (ZARc)",500,500,500,500,500,500,
"JSE Market Price Low (ZARc)",500,500,500,500,500,500,
"JSE Volume Traded (Actual)",,,,,,10000,
"JSE Rand Value Traded (Actual)",,,,,,50000,
"12 Month HEPS",27.71,44.01,34.68,28.63,35.76,6.75,
"12 Month Dividend",15.34,32.05,36.14,37.22,34.51,34.52,

Cash flow items,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (8m)",
,"3 Nov 2020","12 Jun 2020","5 Nov 2019","24 May 2019","29 Oct 2018","17 May 2018",
"Cash generated by operations",,,,,,8231,
"Cash generated from operations after WC",9213,27300,12146,24345,11140,8231,
"Net Cash flow from operating activities",3721,16054,6711,14178,5730,4560,
"Net cash flow from investing activities",-1129,-23124,-4138,-627,,-23624,
"Net cash flow from financing activities",-672,6942,-112,-66157,-56503,75346,
"Dividends paid",,-11926,-6412,-11391,,,
"Net increase(decrease) in cash & cash equivalents",1920,-128,2461,-52606,-50773,56282,
"Cash & Cash Equivalent beginning of period",3548,3676,3676,56282,56282,,
"Cash & Cash Equivalent end of period",5468,3548,6137,3676,5508,56282,

Ratios,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (8m)",
,"3 Nov 2020","12 Jun 2020","5 Nov 2019","24 May 2019","29 Oct 2018","17 May 2018",
"Turnover Per Share",121.87,136.8,127.81,121.17,129.62,90.04,
"Price/Sales Per Share",4.1,3.65,3.91,4.13,3.86,5.55,
"Price/Net Asset Value",1.11,0.97,0.98,0.98,0.95,0.98,
"Price/Cash Flow",94.79,10.65,49.16,11.64,57.6,54.27,
"Return on Capital Employed",-21.14,9.62,4.85,3.27,6.38,1.6,
"Return on Stockholder Funds",-22.38,11.59,9.22,6.06,11.59,3.42,
"Return on Total Assets",5.45,9.63,8.11,7.9,10.79,4.83,
"Operating Profit Margin",43.31,74.57,63.17,63.69,82.54,67.59,
"Net Profit Margin",-195.26,72.71,58.68,41.99,77.43,49.86,
"Debt : Equity",,,0.7,0.66,0.65,0.97,
"Current Ratio",0.05,0.05,0.88,0.63,0.58,4.74,
"Dividend Cover",,1.2,1.4,0.83,1.71,0.78,
"Debtors Collection Period",67.12,41.93,39.79,53.25,18.73,41.64,
"Operating Return on Investment",5.69,8.28,8.36,7.79,8.28,3.74,
"Operating Income : Turnover",43.19,61.69,62.32,60.49,60.68,43.33,
"Return on Stockholder Funds",,9.93,6.59,7.32,6.77,4.9,
"NAV%Price",89.8,103.01,102.37,101.58,105.08,102.33,
"Price : Earnings",18.04,11.36,14.42,17.46,13.98,74.07,
"Profitability %",5.43,9.61,8.08,7.73,10.46,4.83,
"Solvency %",190.09,200.16,203.82,208.67,212.92,182.61,
"Liquidity %",4.23,9.12,8.32,9.18,7.46,3.34,
"EV/Ebitda (Pd)",,,,17.39,17.78,,
"Cash Flow : Attributable Profit",2.8,0.79,1.7,1.4,1.14,1.78,
"Loan to value ratio",5.58,16.98,47.42,46.01,44.97,53.24,
"PEG Ratio",0.06,0.04,0.03,0.03,,,

