"Total Fixed Assets",7821.253,6792.25,5919.456,5594.251,5069.279,4703.031,4575.702,4057.255,3624.134,2828.065,2737.269,2586.419,2651.352,2361.275,2445.846,1496.409,1395.776,1327.352,1141.601,1220.74,
"Stock",24.54,21.731,25.601,18.849,,21.486,,21.728,,10.482,,7.608,,7.086,,,,,,,
"Debtors",431.27,527.96,337.331,324.628,,251.506,,374.445,,303.056,,523.226,,420.656,,,,,,,
"Cash",416.174,536.204,331.015,685.437,,934.913,,1120.128,,849.278,,867.703,,778.045,,,,,,,
"Tax",4.989,0.633,2.705,0.485,,0.46,,29.01,,36.65,,30.54,,30.942,,,,,,,
"Other Current Assets",,267.977,,,3.337,7.044,,7.852,,7.852,,7.852,,7.852,,,,,,,
"Total Current Assets",876.973,1354.505,696.652,1029.399,1044.527,1215.409,1559.385,1553.163,1483.07,1207.318,1442.668,1436.929,1176.04,1244.581,1101.409,709.358,625.085,776.269,656.097,801.833,
"Total Assets",8698.226,8146.755,6616.108,6623.65,6113.806,5918.44,6135.087,5610.418,5107.204,4035.383,4179.937,4023.348,3827.392,3605.856,3547.255,2205.767,2020.861,2103.621,1797.698,2022.573,
"Ordinary Share Capital & Premium",4.651,4.651,4.651,4.651,,4.651,,4.643,,4.643,,5.094,,129.209,,,,,,,
"Distributable Reserves",1842.64,2566.518,1821.377,1774.22,,1538.211,,1325.964,,1201.045,,1035.452,,867.995,,,,,,,
"Non-Distributable Reserves",,,,,,,,,,-40.387,,27.424,,23.996,,,,,,,
"Ordinary Shareholders' Interest",1847.291,2571.169,1826.028,1778.871,1680.864,1542.862,1477.361,1330.607,1243.801,1165.301,1096.096,1067.97,976.758,1021.2,895.303,814.461,768.464,800.521,755.053,725.275,
"Minority Interest",7.518,2.934,1.639,0.929,,-0.145,,-1.092,,0.889,,,,,,,,,,,
"Total Shareholders' Interest",1854.809,2574.103,1827.667,1779.8,1680.864,1542.717,1477.361,1329.515,1243.801,1166.19,1096.096,1067.97,976.758,1021.2,895.303,814.461,768.464,800.521,755.053,725.275,
"Interest Bearing Loans",2407.628,2338.648,2098.63,2176.595,2246.191,2344.926,2501.44,2182.459,1648.837,982.052,1169.073,1183.072,1238.125,1133.767,1258.36,85.907,310.663,274.245,245.673,188.976,
"Deferred Tax Liability",651.818,771.436,613.89,571.726,520.437,435.043,383.129,303.848,249.023,217.316,175.313,167.689,158.332,135.696,120.562,99.039,108.174,97.258,94.702,78.463,
"Share Incentive Scheme",0.672,1.027,1.851,,5.032,5.032,,,,,,,,,,,,,,,
"Other Long-Term Liabilities",1106.854,,17.434,,,,1.001,1.001,,32.5,25.277,21.666,4.25,4.25,,,,,,,
"Total Long-Term Liabilities",4166.972,3111.111,2731.805,2748.321,2771.66,2785.001,2885.57,2487.308,1897.86,1231.868,1369.663,1372.427,1400.707,1273.713,1378.922,184.946,418.837,371.503,340.375,267.439,
"Creditors and Provisions",1002.472,1127.339,929.797,1029.882,,915.248,,904.949,,894.343,,1175.89,,1174.722,,,,,,,
"Dividends",,,,9.888,,,,,,,,,,,,,,,,,
"Tax",,1.327,0.239,1.619,,,,,,,,,,,,,,,,,
"Bank Overdrafts/Short-Term Loans",971.857,1046.764,777.431,741.896,,352.865,,537.585,,509.967,,136.67,,136.221,,,,,,,
"Other Current Liabilities",702.116,286.111,349.169,312.244,,322.609,,351.061,,233.015,,270.391,,,,,,,,,
"Total Current Liabilities",2676.445,2461.541,2056.636,2095.529,1661.282,1590.722,1772.156,1793.595,1965.543,1637.325,1714.178,1582.951,1449.927,1310.943,1273.03,1206.36,833.56,931.597,702.27,1029.859,
"Total Liabilities",6843.417,5572.652,4788.441,4843.85,4432.942,4375.723,4657.726,4280.903,3863.403,2869.193,3083.841,2955.378,2850.634,2584.656,1378.922,1391.306,1252.397,1303.1,1042.645,1297.298,
"Total Equity and Liabilities",8698.226,8146.755,6616.108,6623.65,6113.806,5918.44,6135.087,5610.418,5107.204,4035.383,4179.937,4023.348,3827.392,3605.856,2274.225,2205.767,2020.861,2103.621,1797.698,2022.573,

Share/unit data,"Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Feb 2020","17 Sep 2019","19 Feb 2019","18 Sep 2018","13 Feb 2018","12 Sep 2017","14 Feb 2017","13 Sep 2016","16 Feb 2016","14 Sep 2015","17 Feb 2015","9 Sep 2014","11 Feb 2014","10 Sep 2013","12 Feb 2013","11 Sep 2012","14 Feb 2012","13 Sep 2011","15 Feb 2011","14 Sep 2010",
"Number of Shares in Issue (Actual)",469331000,469331000,469331000,469331000,469331000,469331000,469331000,469331000,469331000,469331000,440263000,440263000,440263000,489176000,489176000,489176000,489176000,489176000,489176000,489176000,
"Weighted Average Shares in Issue (Actual)",465089000,465089000,465089000,465089000,465089000,465089000,464347000,464347000,464337000,457655000,435270000,453856000,447380000,483650000,483028000,483028000,481484000,481484000,470648000,408295000,
"Fully Diluted Weighted Average Shares in Issue",465089000,465089000,465089000,465089000,465089000,465089000,464803000,464716000,464337000,457655000,464338000,471851000,447755000,484177000,483055000,483055000,482464000,482464000,474680000,412327000,
"Market Capitalisation (R'000)",1407993,1825698,2440521,2205856,3045958,2417055,1900791,1454926,1304740,2018123,2157289,1972378,1386828,1296316,758223,650604,792465,1169131,1247399,1027270,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,2193,,2206,,2105,,2085,,2073,,,,1912,,,,,,1924,

Share statistics,"Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Feb 2020","17 Sep 2019","19 Feb 2019","18 Sep 2018","13 Feb 2018","12 Sep 2017","14 Feb 2017","13 Sep 2016","16 Feb 2016","14 Sep 2015","17 Feb 2015","9 Sep 2014","11 Feb 2014","10 Sep 2013","12 Feb 2013","11 Sep 2012","14 Feb 2012","13 Sep 2011","15 Feb 2011","14 Sep 2010",
"Earnings Per Share (ZARc)",-120.5,192.4,27.2,69.8,43.6,63.7,42.8,41.5,18,47.8,37.6,58.4,34.3,47.04,16.4,1.6,-7.1,15.99,10.28,22,
"Diluted Earnings Per Share (ZARc)",-120.5,192.4,27.2,69.8,43.6,63.7,42.7,41.4,18,47.8,35.2,56.1,34.3,47,16.4,1.6,-7.1,15.9,10.2,21.8,
"Headline Earnings Per Share (Cont Ops) (ZARc)",-121.2,197.2,27.2,69.5,43.6,67,42.8,36.5,13.1,47.9,37.6,57.8,34.3,47.9,16.4,3.8,-4.9,15.9,10.3,22,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",-121.2,197.2,27.2,69.5,43.6,67,42.7,36.5,13.1,47.9,35.2,55.6,34.3,47.8,16.4,3.8,-4.9,15.9,10.2,21.8,
"Interim Dividend (ZARc)",,5,5,5,5,7,7,5,5,5,5,5,5,5,,,,,,,
"Final Dividend (ZARc)",,18,,17,,14,,11,,10,,13,,10,,,,,,,
"Dividend Per Share (ZARc)",,23,5,22,5,21,7,16,5,15,5,18,5,15,,,,,,,
"Other Distributions (ZARc)",,,,,,,,,,,,,,,,,,,,5,
"Distributions Per Share (ZARc)",,23,5,22,5,21,7,16,5,15,5,18,5,15,,,,,,5,
"Net Asset Value Per Share (ZARc)",398.8,553.5,393,382.7,361.4,331.7,317.9,286.6,267.9,251.1,251.8,245.3,224.4,211.1,185.4,168.4,157.09,166.3,160.4,154.1,
"3 Year Beta",-0.6,-0.21,-0.16,0.3,0.38,0.56,0.99,1.05,0.51,0.1,-0.43,-0.25,-0.4,-0.27,0.31,0.55,0.92,1.03,0.94,0.95,
"Cash Generated Per Share",97.43,181.86,66.94,201.62,109.61,207.4,75.75,161.14,63.23,128.01,50.56,219.52,104.35,169.81,53.7,59.17,33.08,37.02,6.92,50.51,
"Net Asset Value Per Share (Base Currency)",398.8,553.5,393,382.7,361.4,331.7,317.9,286.6,267.9,251.1,251.8,245.3,224.4,211.1,185.4,168.4,157.09,166.3,160.4,154.1,
"Price at Period End (Base Currency)",300,389,520,470,649,515,405,310,278,430,490,448,315,265,155,133,162,239,255,210,
"JSE Market Price High (ZARc)",420,625,559,699,649,600,450,440,440,617,600,500,355,305,170,257,257,255,255,300,
"JSE Market Price Low (ZARc)",250,101,101,420,450,295,295,230,230,320,320,250,250,110,110,130,150,190,190,170,
"JSE Market Price at Period End (ZARc)",300,389,520,470,649,515,405,310,278,430,490,448,315,265,155,133,162,239,255,210,
"JSE Volume Traded (Actual)",16925212,36585839,15152065,37463456,9971568,27989279,9509402,57580619,33999795,89592544,38525361,111101906,76532351,36093581,20456506,26202495,20662352,17697376,7213614,36998056,
"JSE Rand Value Traded (Actual)",56245340,178879926,76716823,222421296,56338338,131348026,35425400,172201923,103087483,437126839,165216635,358393810,228770405,69367957,28490568,47454488,39173771,40069399,16009825,84251615,
"12 Month HEPS",48.8,197.2,53.1,69.5,67.8,67,66.2,36.5,23.4,47.9,61.1,57.8,65.8,47.9,25.1,3.8,0.7,15.9,24.2,22,
"12 Month Dividend",18,23,22,22,22,19,21,18,16,15,15,18,18,15,15,5,,,5,5,

Cash flow items,"Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Feb 2020","17 Sep 2019","19 Feb 2019","18 Sep 2018","13 Feb 2018","12 Sep 2017","14 Feb 2017","13 Sep 2016","16 Feb 2016","14 Sep 2015","17 Feb 2015","9 Sep 2014","11 Feb 2014","10 Sep 2013","12 Feb 2013","11 Sep 2012","14 Feb 2012","13 Sep 2011","15 Feb 2011","14 Sep 2010",
"Cash generated by operations",611.229,1112.982,436.28,1172.829,622.631,1149.088,447.832,,343.136,680.075,,,,,,,,,,,
"Cash generated from operations after WC",,,,,,,,892.231,,,,,,,,,,,,,
"Net Cash flow from operating activities",457.283,853.532,314.186,946.285,514.438,973.415,355.538,756.261,296.773,600.788,222.616,966.483,459.396,830.694,262.672,289.43,161.809,181.09,33.859,247.107,
"Net cash flow from investing activities",-291.07,-701.235,-418.612,-921.707,-426.094,-453.671,-236.123,-94.496,-72.207,-280.465,-375.214,-610.842,-366.271,-104.441,-24.449,-134.388,-100.284,-135.564,-80.215,-252.836,
"Net cash flow from financing activities",,-301.53,-249.996,-274.054,-246.748,-704.959,-290.068,-390.915,-102.198,-338.748,0.78,-265.983,-152.112,-194.303,35.904,-126.774,-41.956,-116.76,-135.556,89.568,
"Dividends paid",-86.148,-102.506,-79.209,-88.528,-65.231,-83.776,-51.16,-69.764,-46.509,-81.464,-56.682,-70.295,,-24.215,,,,-23.598,-23.533,-20.04,
"Net increase(decrease) in cash & cash equivalents",120.03,-149.233,-354.422,-249.476,-158.404,-185.215,-170.653,270.85,122.368,-18.425,-179.339,89.658,,531.95,,,,,,,
"Cash & Cash Equivalent beginning of period",536.204,685.437,685.437,934.913,934.913,1120.128,1120.128,849.278,849.278,867.703,,,,,,,,,,,
"Cash & Cash Equivalent end of period",416.174,536.204,331.015,685.437,776.509,934.913,949.475,1120.128,971.646,849.278,,,,,,,,,,,

Ratios,"Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Feb 2020","17 Sep 2019","19 Feb 2019","18 Sep 2018","13 Feb 2018","12 Sep 2017","14 Feb 2017","13 Sep 2016","16 Feb 2016","14 Sep 2015","17 Feb 2015","9 Sep 2014","11 Feb 2014","10 Sep 2013","12 Feb 2013","11 Sep 2012","14 Feb 2012","13 Sep 2011","15 Feb 2011","14 Sep 2010",
"Return on Capital Employed",-18.45,15.77,5.57,7.19,9.14,6.86,9.12,5.05,5.33,9.12,13.27,10.85,12.91,9.91,6.96,0.77,-5.76,6.57,8.84,9.04,
"Return on Shareholder Funds",-59.91,34.84,13.91,18.29,24.2,19.25,26.94,14.49,13.46,18.76,29.85,24.8,31.42,22.28,17.68,0.94,-8.89,9.62,12.82,12.37,
"Return on Total Assets",7.56,8.36,13.33,7.14,9.5,7.56,9.11,5.28,4.64,7.53,10.95,9.37,11.14,9.29,6.23,0.51,-3.8,5.64,8.07,6.78,
"Operating Profit Margin",12.5,12.09,14.43,10.26,11.73,10.52,11.62,6.98,5.31,5.55,7.76,7.06,7.87,6.94,5.15,0.5,-1.96,3.28,4.21,4.78,
"Net Profit Margin",-14.67,12.56,3.41,4.96,6.14,4.88,6.35,3.23,2.83,3.7,5.23,4.49,5.18,4.22,3.28,0.18,-1.66,2.15,2.76,2.98,
"Debt:Equity (excl non-int debt)",2.77,1.62,1.92,1.96,1.65,2.03,1.95,2.28,1.53,1.49,1.25,1.41,1.43,1.38,1.54,0.23,0.55,0.46,0.45,0.37,
"Interest Bearing Debt as % of Long-Term Finance",56.48,47.6,53.45,55.01,57.2,60.32,62.87,62.14,57,45.71,51.61,52.56,55.9,52.61,58.43,9.54,28.79,25.52,24.55,20.67,
"Interest Cover",-2.96,6.15,2.45,3.16,3.7,3.12,4.03,3.22,3.49,10.06,14.75,9.22,11.01,9.02,7.78,1.85,,,,,
"Quick Ratio",0.32,0.54,0.33,0.48,0.63,0.75,0.88,0.85,0.75,0.73,0.84,0.9,0.81,0.94,0.87,0.59,0.75,0.83,0.93,0.78,
"Current Ratio",0.33,0.55,0.34,0.49,0.63,0.76,0.88,0.87,0.75,0.74,0.84,0.91,0.81,0.95,0.87,0.59,0.75,0.83,0.93,0.78,
"Dividend Cover",,8.37,5.44,3.17,8.72,3.03,6.11,2.59,3.6,3.19,7.52,3.24,6.86,3.14,,,,,,4.4,
"Dividend Cover (HEPS)",,8.57,5.44,3.16,8.72,3.19,6.11,2.28,2.62,3.19,7.52,3.21,6.86,3.19,,,,,,4.4,
"Debtors Collection Period",20.61,27.04,16.62,18.13,,15.14,,22.93,,18.78,,32.35,,28.5,,,,,,,
"Price : Earnings",6.15,1.97,9.79,6.76,9.57,7.69,6.12,8.49,11.88,8.98,8.02,7.75,4.79,5.53,6.18,35,231.43,15.03,10.54,9.55,
"Sales Per Share (Base Currency)",1642.01,1532.1,1593.32,1405.44,1419.53,1303.78,1347.63,1283.43,1275.25,1287.16,1436.75,1300.68,1324.66,1113.74,998.42,861.84,853.11,745.15,746.49,737.1,
"Price/Sales Per Share",0.18,0.25,0.33,0.33,0.46,0.4,0.3,0.24,0.22,0.33,0.34,0.34,0.24,0.24,0.16,0.15,0.19,0.32,0.34,0.28,
"Price/Net Asset Value",0.75,0.7,1.32,1.23,1.8,1.55,1.27,1.08,1.04,1.71,1.95,1.83,1.4,1.26,0.84,0.79,1.03,1.44,1.59,1.36,
"Price/Cash Flow",6.16,2.14,15.54,2.33,11.84,2.48,10.69,1.92,8.79,3.36,19.38,2.04,6.04,1.56,5.77,2.25,9.79,6.46,73.7,4.16,
"NAV%Price",132.93,142.29,75.58,81.43,55.69,64.41,78.49,92.45,96.37,58.4,51.39,54.75,71.24,79.66,119.61,126.62,96.97,69.58,62.9,73.38,
"Liquidity%",13.36,15.32,13.12,19.54,23.21,22.25,15.27,17.67,15.36,20.94,14.44,32.7,32.23,32.14,38.1,20.8,25.84,13.9,6.49,19.05,
"Cash Flow:Attributable Profit",-11.89,-9.6,4.56,2.92,5.07,3.17,3.58,3.93,7.09,2.76,2.72,3.65,5.99,3.65,6.64,37.68,-11.76,2.03,1.31,2.4,
"Cash/Equity (%)",22.44,20.83,18.11,38.51,,60.6,,,,,,,,,,,,,,,
"EV/Ebitda (Pd)",109.11,2.44,9.13,,,,,,,,,,,,,,,,,,
"PEG Ratio",0.02,0.04,0.73,0.5,0.04,0.03,0.03,0.04,0.06,0.04,0.04,0.04,0.02,0.03,-0.3,-1.7,1410.73,91.63,1.08,0.98,

