Balance sheet (ZAR '000),"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","28 May 2020","29 Oct 2019","29 May 2019","30 Oct 2018","30 May 2018","17 Oct 2017","29 May 2017","26 Oct 2016","30 May 2016","29 Oct 2015","28 May 2015",
"Ordinary Capital & Premium",3967615,3967615,3967615,3968078,3968078,3969625,3969670,3973725,3974979,3975482,3979781,3979956,
"Distributable Reserves",3408052,3314304,2958123,2828881,2047183,2006548,1449878,1241456,718344,599905,136815,40811,
"Non-Distributable Reserves",90248,38793,30508,22567,,,,,,,,,
"Ordinary Unitholders Interest",7465915,7320712,6956246,6819526,6015261,5976173,5419548,5215181,4693323,4575387,4116596,4020766,
"Minority Interest",62243,61045,59595,55565,44516,41122,37510,31967,10438,10446,-48,-18,
"Total Stockholders' Interest",7528194,7381757,7015841,6875091,6059777,6017295,5457058,5247148,4703761,4585833,4116548,4020749,
"Other Long-Term Liabilities",338004,268914,838594,839592,638970,643861,459012,287599,266523,190073,210731,189565,
"Long-Term Liabilities",338004,268914,838594,839592,638970,643861,459012,287599,266523,190073,210731,189565,
"Deferred Tax Liability",1494499,1485214,1392623,1405014,1226470,1195221,1038329,995232,793256,792810,539885,545142,
"Total Capital Employed",9360697,9135885,9247058,9119697,7925217,7856377,6954399,6529979,5763540,5568716,4867164,4755456,
"Investments",8213406,7854029,7521076,7409903,6642073,6468041,5722995,5316335,4461505,4311974,,3434690,
"Investments In Associates",,,1541,1541,1471,1471,1150,1150,917,917,1249,1136,
"Fixed Assets / Property",730478,747674,662328,671533,79348,76503,64150,75915,161576,92322,3856757,119369,
"Goodwill",625464,625464,625464,625464,625464,625464,625464,625464,625464,625464,625464,625464,
"Intangible Assets",,233296,,,,,,,,,,,
"Deferred Tax Asset",40845,46622,,24352,32907,23872,10210,10210,,,,,
"Other Assets",371198,137902,379080,382369,477096,472458,487205,501493,497362,587100,316482,612605,
"Debtors",9939,26219,25795,72010,27547,24401,37006,24814,20731,14724,13880,11321,
"Cash and Short Term Funds",110869,223080,151844,74612,83852,212680,44972,16527,47487,16288,20136,16800,
"Other Current Assets",28449,29545,25652,21400,76030,60033,55391,70048,87352,7629,99171,13397,
"Current Assets",149257,278844,203291,168022,187429,297114,137369,111389,155570,38641,133187,41518,
"Total Assets",10130648,9923831,9392780,9283184,8045788,7964923,7048543,6641956,5902394,5656418,4933139,4834782,
"Creditors",199142,190549,112156,132037,84192,68947,73400,86827,68913,65960,56379,57132,
"Dividends",6,6,6,99,33,33,512,,,,,,
"Receiver of Revenue",9363,3078,3633,4747,16725,16282,11194,11193,4110,4507,66,13086,
"Bank O/D & S/T Loans",,,,,,,506,506,506,506,516,361,
"Other Current Liabilities",561440,594313,29927,26604,19621,23284,8532,13451,65325,16729,9014,8747,
"Current Liabilities",769951,787946,145722,163487,120571,108546,94144,111977,138854,87702,65975,79326,
"Net Current Assets",-620694,-509102,57569,4535,66858,188568,43225,-588,16716,-49061,67212,-37808,

Share/unit data,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","28 May 2020","29 Oct 2019","29 May 2019","30 Oct 2018","30 May 2018","17 Oct 2017","29 May 2017","26 Oct 2016","30 May 2016","29 Oct 2015","28 May 2015",
"Number of Linked Units Issued (Actual)",394959976,394959976,394959976,394959976,393592380,394373156,394219306,394373156,394447019,394882303,394958459,98739994,
"Weighted Ave Stock Units (Actual)",394959976,394959976,394959976,394959976,393592380,394373156,394219306,394373156,394447019,394882303,394958459,98739994,
"Market Capitalisation (R000)",2172280,2369760,2863460,2369760,2361554,2760612,2996067,3210197,3546079,3751382,4056223,1069354,
"Number of Employees",,,,,,,,,74,,,50,

Share statistics,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","28 May 2020","29 Oct 2019","29 May 2019","30 Oct 2018","30 May 2018","17 Oct 2017","29 May 2017","26 Oct 2016","30 May 2016","29 Oct 2015","28 May 2015",
"Earnings Per Linked Unit (ZARc)",23.8,123.4,32.9,233.93,35.3,206.76,28.6,162.68,30,141.6,24.31,41.3,
"Diluted Earnings Per Linked Unit (ZARc)",23.8,123.4,32.9,233.93,35.3,206.76,28.6,162.68,30,141.6,24.31,41.3,
"Headline Earnings Per Linked Unit (CO) (ZARc)",23.82,65.61,32.42,71.73,35.3,61.81,28.4,47.28,29.7,45.9,24.18,41.1,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",,,,71.73,35.3,61.81,28.4,47.28,29.7,45.9,24.18,41.1,
"Distributions Per Linked Unit (ZARc)",,,,,,25,,12.5,,,,,
"Net Asset Value Per Linked Unit (ZARc)",1898.01,1861.09,1768.33,1733.56,1528.8,1518.25,1376.7,1322.86,1391.1,1160.08,1042,1018,
"3 Year Beta",0.02,-0.16,-1.37,-0.96,-1.54,-1.63,,,,,,,
"Cash Generated Per Linked Unit",37.09,96.83,45.02,91.18,41.86,68.41,28.68,67.91,31.71,65.8,22.67,32.23,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,
"Net Asset Value Per Linked Unit (Base Currency)",1898.01,1861.09,1768.33,1733.56,1528.8,1518.25,1376.7,1322.86,1391.1,1160.08,1042,1018,
"Price at Period End (Base Currency)",550,600,725,600,600,700,760,814,899,950,1027,1083,
"JSE Market Price at Period End (ZARc)",550,600,725,600,600,700,760,814,899,950,1027,1083,
"JSE Market Price High (ZARc)",645,725,725,1100,800,899,805,950,950,1090,1083,1100,
"JSE Market Price Low (ZARc)",550,600,600,500,600,670,670,185,185,185,605,1045,
"JSE Volume Traded (Actual)",12107,172679,93845,436805,361144,1195131,1103097,2640355,246116,1534581,908308,442613,
"JSE Rand Value Traded (Actual)",76111,1103724,619175,2808408,2355032,8442352,7786997,21845435,2006152,13971552,8259147,4797530,
"12 Month HEPS",57.01,65.61,68.85,71.73,68.71,61.81,45.71,47.28,51.42,45.9,48.36,41.1,
"12 Month Dividend",,,,25,25,12.5,12.5,12.5,,,,,

Cash flow items,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","28 May 2020","29 Oct 2019","29 May 2019","30 Oct 2018","30 May 2018","17 Oct 2017","29 May 2017","26 Oct 2016","30 May 2016","29 Oct 2015","28 May 2015",
"Cash generated by operations",183560,533304,253591,511923,229707,376547,159919,346000,157344,342521,130661,55085,
"Net Cash flow from operating activities",146503,382453,177819,360118,164743,269779,113071,267835,125097,259849,89550,31819,
"Net cash flow from investing activities",-262676,-206631,-112294,-386327,-185166,-386336,-198088,-360784,-218441,-264781,-107885,-15917,
"Net cash flow from financing activities",-988,-24149,2051,-111877,-108405,312710,113462,93188,124543,4420,21670,898,
"Dividends paid",,-93,-93,-98335,-98304,-49337,-48858,,,,,,
"Net increase(decrease) in cash & cash equivalents",-117161,151673,67576,-137086,-128828,196153,28445,239,31199,-512,3336,16800,
"Cash & Cash Equivalent beginning of period",223080,74612,74612,212680,212680,16527,16527,16288,16288,16800,16800,,
"Translation effects on cash & cash equivalents",4950,-3205,9656,-982,,,,,,,,,
"Cash & Cash Equivalent end of period",110869,223080,151844,74612,83852,212680,44972,16527,47487,16288,20136,16800,

Ratios,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","28 May 2020","29 Oct 2019","29 May 2019","30 Oct 2018","30 May 2018","17 Oct 2017","29 May 2017","26 Oct 2016","30 May 2016","29 Oct 2015","28 May 2015",
"Turnover Per Share",133.95,173.93,170.34,165.42,164,148.71,135.44,133.07,125.42,114.8,109.05,108.79,
"Price/Sales Per Share",4.11,3.45,4.26,3.63,3.66,4.71,5.61,6.12,7.17,8.27,9.42,9.95,
"Price/Net Asset Value",0.29,0.32,0.41,0.35,0.39,0.46,0.55,0.62,0.65,0.82,0.99,1.06,
"Price/Cash Flow",29.66,6.2,32.21,6.58,28.67,10.23,53,11.99,56.7,14.44,90.6,33.6,
"Return on Capital Employed",2.03,5.37,2.88,10.25,3.59,10.48,3.28,10.15,4.11,10.23,3.94,0.86,
"Return on Stockholder Funds",2.52,6.65,3.8,13.6,4.7,13.69,4.18,12.64,5.04,12.42,4.66,1.01,
"Return on Total Assets",3.16,7.73,5.1,7.71,6.1,4.67,5.36,5.38,5.85,17.66,5.8,1.34,
"Operating Profit Margin",56.79,102.06,66.43,102.12,70.07,58.41,64.47,61.61,62.43,196.02,58.05,52.47,
"Net Profit Margin",64.56,70.66,59.82,140.92,43.05,138.87,42.15,122.25,47.88,123.33,77.53,37.99,
"Debt : Equity",0.04,0.04,0.12,0.12,0.11,0.11,0.08,0.05,0.06,0.04,0.05,0.05,
"Current Ratio",0.19,0.35,1.4,1.03,1.55,2.74,1.46,0.99,1.12,0.44,2.02,0.52,
"Dividend Cover",,,,,,8.27,,13.01,,,,,
"Debtors Collection Period",12.49,13.93,21.79,40.23,15.58,15.19,25.3,17.26,15.29,11.85,20.46,38.47,
"Operating Return on Investment",3.25,7.99,5.28,8.08,9.6,8.96,9.23,9.73,10.7,10.29,6.42,3.02,
"Operating Income : Turnover",54.89,100,64.22,100,100,100,100,100,100,100,57.5,100,
"Admin & Collection Fees : Turnover",0.45,0.43,0.36,0.34,0.35,0.38,0.42,0.39,0.4,0.46,0.51,0.52,
"Return on Stockholder Funds",,,,,,1.64,,0.94,,,,,
"NAV%Price",345.09,310.18,243.91,288.93,254.8,216.89,181.14,162.51,154.74,122.11,101.46,94,
"Price : Earnings",9.65,9.14,10.53,8.36,8.73,11.33,16.63,17.22,17.48,20.7,21.24,26.35,
"Profitability %",2.87,3.94,4.64,4.72,5.39,3.95,4.57,4.83,5.21,15.68,5.02,1.16,
"Solvency %",389.27,390.38,395.16,385.5,405.12,408.96,442.89,476.19,492.43,528.35,604.11,593.93,
"Liquidity %",11.26,15.04,14.96,14.95,16.59,13.85,14.21,19.2,20.87,24.27,21.93,3.91,
"EV/Ebitda (Pd)",,2.88,,1.8,11.52,,,,,,,,
"Cash Flow : Attributable Profit",3.41,2.21,2.79,4.35,2.37,21.54,2.01,12.22,2.11,0.47,1.87,0.78,
"Loan to value ratio",3.61,2.94,9.07,9.21,8.06,8.2,6.6,4.4,,,,,
"PEG Ratio",0.91,0.86,0.69,0.54,0.58,0.75,2.36,2.36,1.5,1.77,,,

