"Deferred Tax Asset",304,200,220,175,220,125,176,109,204,135,216,177,232,328,334,7,385,,180,
"Other Assets",13761,11344,11459,10747,11262,10186,9846,10090,,,,,,,,,211,,,
"Debtors and O/S Premiums",3546,2701,2771,2686,2634,2671,2536,2645,2768,3051,2318,3130,3078,2024,1668,1682,1030,586,570,
"Cash and Short Term Funds",2414,1860,1602,2875,2417,2494,2302,877,611,6962,2142,5112,4725,3256,2664,2457,2462,2463,2456,
"Other Current Assets",791,1724,1171,1035,596,904,1010,7263,17407,1041,12976,542,658,425,525,335,273,287,239,
"Other Current Assets: Deferred acquisition costs",463,353,360,336,307,317,338,348,,,,,,,,,,,,
"Other Current Assets: Deferred income tax",304,,691,,,,,,,,,,,,,,,,,
"Other Current Assets: Discontinued operations",,,,,,,,6663,,,,,,,,,,,,
"Other Current Assets: Reinsurance contracts",,1078,,508,286,584,672,237,,,,,,,,,,,,
"Other Current Assets: Right-of-use assets",,81,,,,,,,,,,,,,,,,,,
"Other Current Assets: Taxation",24,212,120,191,3,3,,15,,,,,,,,,,,,
"Current Assets",6751,6285,5544,6596,5647,6069,5848,10785,20786,11054,17436,8784,7803,5705,4332,4474,3460,3336,2982,
"Total Assets",51381,48065,46702,46059,44775,42695,41415,36763,36670,35345,32329,28932,27766,25648,23917,22283,22439,20512,18966,
"Creditors (incl. Reinsurers)",1709,1384,1428,1321,1347,1163,1263,1120,1238,1597,1329,1114,1189,993,913,681,700,529,499,
"Provision for Claims",9601,8062,7457,7244,6725,6826,6841,6589,7068,8436,7469,6469,5948,5710,4797,4532,,3812,3531,
"Tax",73,59,24,116,203,143,124,63,245,55,46,40,24,9,39,17,,,,
"Tax: Deferred income tax",,55,,39,,,,,,,,,,,,,,,,
"Tax: Tax - current period",,,,,203,90,124,,,,,,,,,,,,,
"Tax: Tax - deferred",,,,,54,53,53,,,,,,,,,,,,,
"Tax: Taxation",,4,,77,,,,,,,,,,,,,,,,
"Bank O/D & S/T Loans",,,,,,,,,,,,,,,,,338,244,245,
"Other Current Liabilities",210,11796,103,12732,12742,12533,12644,9603,8393,5420,5322,3850,3849,3352,3651,3275,3789,3523,3320,
"Other Current Liabilities: Discontinued operations",,,,,,,,6170,,,,,,,,,,,,
"Other Current Liabilities: Financial liabilities",,11612,,12627,12608,12412,12479,3301,,,,,,,,,,,,
"Other Current Liabilities: Lease liabilities",89,84,,,,,,,,,,,,,,,,,,
"Other Current Liabilities: Share-based payment liability",121,100,103,105,134,121,165,,,,,,,,,,,,,
"Other Current Liabilities: Share-based payment liablity",,,,,,,,132,,,,,,,,,,,,
"Current Liabilities",11593,21301,9012,21413,21017,20665,20872,17375,16944,15508,14166,11473,1184,10064,905,8505,692,8108,482,
"Net Current Assets",-4842,-15016,-3468,-14817,-15370,-14596,-15024,-6590,3842,-4454,3270,-2689,-3207,-4359,-5068,-4031,2768,-4772,2500,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"25 Sep 2020","12 Mar 2020","10 Sep 2019","11 Mar 2019","11 Sep 2018","12 Mar 2018","19 Sep 2017","13 Mar 2017","12 Sep 2016","7 Mar 2016","11 Sep 2015","5 Mar 2015","11 Sep 2014","6 Mar 2014","12 Sep 2013","7 Mar 2013","13 Sep 2012","7 Mar 2012","14 Sep 2011",
"Number of Shares in Issue (Actual)",1532000000,1532000000,1532000000,1532000000,1522719206,1518000000,1505688346,1486000000,1485688346,1485688346,1485688346,1486000000,1485688346,1486000000,1485688346,1486000000,1486000000,1486000000,1486000000,
"Weighted Average Shares in Issue (Actual)",1529000000,1529000000,1526000000,1524000000,1512960802,1510000000,1486341047,1482000000,1481887407,1482000000,1482560366,1482000000,1483825864,1483000000,1483374979,1483000000,1481000000,1481000000,493000000,
"Fully Diluted Weighted Average Shares in Issue",,,,,1521960802,,1486340047,,1481887407,1482000000,1482560366,1482000000,1484000000,1483000000,1483000000,1483000000,1481000000,1481000000,493000000,
"Market Capitalisation (R000)",44734400,47246880,52042040,55826080,57025834,69676200,58706789,59142800,61210360,57510996,63097184,60717960,48700864,40790700,37439346,30581880,25811820,19912400,18352100,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"25 Sep 2020","12 Mar 2020","10 Sep 2019","11 Mar 2019","11 Sep 2018","12 Mar 2018","19 Sep 2017","13 Mar 2017","12 Sep 2016","7 Mar 2016","11 Sep 2015","5 Mar 2015","11 Sep 2014","6 Mar 2014","12 Sep 2013","7 Mar 2013","13 Sep 2012","7 Mar 2012","14 Sep 2011",
"Earnings Per Share (ZARc)",104.1,109.8,265.1,121.5,257.7,136.4,223.9,109.2,200.9,104.6,222,122.7,205.8,107.5,152,77.28,151.8,65.43,119.1,
"Diluted Earnings Per Share (ZARc)",102.7,109.2,264,120.9,252.9,134,220.4,107.5,197.5,104.1,220,121.5,203.6,106.4,151,77,150.7,65.3,117.7,
"Headline Earnings Per Share (Cont Ops) (ZARc)",127.8,107.4,248.5,125.4,269.7,138.3,234.2,109.4,197.6,100.5,215.5,122.4,194,97.6,151.1,75.7,162.8,64.3,110,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",126.1,106.8,247.4,124.8,265,135.8,230.6,107.7,194.3,100.1,213.5,121.2,191.9,96.5,150.1,75.4,161.8,64.2,108.6,
"Distributions Per Share (ZARc)",45,45,110,45,104,39,118,53,118,53,116,52,108,46,95,40,135,30,56.5,
"Net Asset Value Per Share (ZARc)",1687.21,1646.15,1601.76,1515.54,1469.21,1363.97,1280.15,1224.9,1248.98,1255.11,1151.32,1098.08,1041.81,984.12,923.95,869.58,895.07,811.64,763.55,
"3 Year Beta",0.87,0.64,0.6,0.64,0.61,0.56,0.56,0.92,0.83,0.78,0.63,0.54,0.69,,,,,,,
"Cash Generated Per Share",255.16,137.21,230.03,106.4,178.96,122.4,218.24,68.57,261.36,146.33,303.23,,,,,,,,,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Net Asset Value Per Share (Base Currency)",1687.21,1646.15,1601.76,1515.54,1469.21,1363.97,1280.15,1224.9,1248.98,1255.11,1151.32,1098.08,1041.81,984.12,923.95,869.58,895.07,811.64,763.55,
"Price at Period End (Base Currency)",2920,3084,3397,3644,3745,4590,3899,3980,4120,3871,4247,4086,3278,2745,2520,2058,1737,1340,1235,
"JSE Market Price at Period End (ZARc)",2920,3084,3397,3644,3745,4590,3899,3980,4120,3871,4247,4086,3278,2745,2520,2058,1737,1340,1235,
"JSE Market Price High (ZARc)",3528,3528,4144,4144,4740,4730,4599,4599,4554,4554,4894,4264,3450,2883,2638,2363,1825,1402,1399,
"JSE Market Price Low (ZARc)",1733,2716,3101,3358,3539,3835,3760,3760,3149,3149,3101,3101,2333,2435,1737,1737,1140,1140,1053,
"JSE Volume Traded (Actual)",459983730,195840389,356213737,170980460,427676004,228450649,494333629,269694657,525146358,229330162,422089450,177616289,255670835,116552193,377396855,157884356,341372467,172313632,217366155,
"JSE Value Traded (Actual)",12848792979,5969785241,12652702770,6374025262,17754784841,9438310132,20353149002,11183912273,21268821741,9529664991,17207808809,6493699046,7030408648,3108717023,8496369611,3356094177,4968303446,2207141497,2591568169,
"12 Month HEPS",127.8,230.5,248.5,256.8,269.7,263.1,234.2,206.5,197.6,193.6,215.5,218.8,194,173,151.1,174.2,162.8,119.3,110,
"12 Month Dividend",45,110,110,110,104,104,118,118,118,118,117,106.4,114,108,101,95,90,80,63.7,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"25 Sep 2020","12 Mar 2020","10 Sep 2019","11 Mar 2019","11 Sep 2018","12 Mar 2018","19 Sep 2017","13 Mar 2017","12 Sep 2016","7 Mar 2016","11 Sep 2015","5 Mar 2015","11 Sep 2014","6 Mar 2014","12 Sep 2013","7 Mar 2013","13 Sep 2012","7 Mar 2012","14 Sep 2011",
"Working capital changes",,,,,-136,,171,,-577,,-347,,,,,,,,,
"Cash generated from operations after WC",3188,1467,3174,1373,3287,1672,2638,1003,2815,,2542,1399,2214,1346,3076,2056,1957,1661,829,
"Net Cash flow from operating activities",3909,2102,3524,1630,2725,1858,3286,1019,3883,2174,4505,,,,,,,,,
"Net cash flow from investing activities",-539,-301,-895,80,-383,-458,-9000,-292,-3205,-1490,-3779,-13,1471,195,351,261,-936,-1050,-4214,
"Net cash flow from financing activities",-2619,-1545,-3499,-1256,-2214,-1006,7362,-38,-1638,-1147,-713,63,-307,-174,-3318,-789,-1151,-179,3625,
"Dividends paid",-2565,-996,-2650,-949,-1394,-829,-1753,-966,-1738,-951,-1694,-921,-1500,-817,-2154,-1560,-946,-501,-339,
"Net increase(decrease) in cash & cash equivalents",751,256,-870,454,128,394,1648,689,-960,-463,13,,,,,,,,,
"Cash & Cash Equivalent beginning of period",1602,1602,2417,2417,2302,2302,611,611,2142,2142,2310,,,,,,,,,
"Cash & Cash Equivalent acquired/disposed",,,,,,,,98,,,,,,,,,,,,
"Translation effects on cash & cash equivalents",61,2,55,4,-13,-202,43,-521,676,587,-181,,,,,,,,,
"Cash & Cash Equivalent end of period",2414,1860,1602,2875,2417,2494,2302,877,611,2266,2142,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"25 Sep 2020","12 Mar 2020","10 Sep 2019","11 Mar 2019","11 Sep 2018","12 Mar 2018","19 Sep 2017","13 Mar 2017","12 Sep 2016","7 Mar 2016","11 Sep 2015","5 Mar 2015","11 Sep 2014","6 Mar 2014","12 Sep 2013","7 Mar 2013","13 Sep 2012","7 Mar 2012","14 Sep 2011",
"Price/Net Asset Value",1.73,1.87,2.12,2.4,2.55,3.37,3.05,3.25,3.3,3.08,3.69,3.72,3.15,2.79,2.73,2.37,1.94,1.65,1.62,
"Price/Cash Flow",11.44,44.95,14.77,68.5,20.93,75,17.87,116.09,15.76,52.91,14.01,,,,,,,,,
"Return on Capital Employed",4.8,13.8,11.61,16.25,17.96,20.37,18.04,18.59,16.76,17.22,19.34,22.47,20.21,21.79,17.13,17.93,17.42,16.38,4,
"Return on Shareholder Fund",6.93,13.8,16.73,16.25,18,20.37,18.08,18.59,16.76,17.28,19.43,22.47,20.21,22.04,17.13,18.34,17.42,16.38,6.34,
"Return on Total Assets",3.6,6.56,5.75,7.56,7.72,7.9,8.5,9.32,8.2,10.26,6.71,22.23,21.33,6.74,18.94,5.7,21.15,13.23,9.83,
"Debt : Equity",0.1,,0.11,,,,,,,,,,0.6,,0.59,,0.55,0.02,0.61,
"Dividend Cover",2.31,2.44,2.41,2.7,2.48,3.5,1.9,2.06,1.7,1.97,1.91,2,1.9,2.34,1.8,1.93,2,2.18,2.3,
"NAV%Price",57.78,53.38,47.15,41.59,39.23,29.72,32.83,30.78,30.32,32.42,27.11,26.87,31.78,35.85,36.66,42.25,51.53,60.57,61.83,
"Price : Earnings",22.85,13.38,13.67,14.19,13.89,17.45,16.65,19.27,20.85,19.99,19.71,18.67,16.9,15.87,16.68,11.81,10.67,11.23,11.23,
"Excess Assets to Total Liabilities",2.61,1.26,2.92,1.15,1.13,1.07,0.98,1.12,1.16,1.28,1.28,1.52,1.52,1.55,1.54,1.62,1.79,1.53,1.59,
"Net Taxed Surplus : Total Assets",0.04,0.07,0.09,0.09,0.1,0.11,0.09,0.1,0.09,0.1,0.11,0.13,0.12,0.13,0.1,0.11,0.11,0.1,0.04,
"Mgmt Expenses : Total Income",0.29,0.28,0.28,0.27,0.26,0.26,0.26,0.26,0.27,0.27,0.28,0.25,0.23,0.28,0.23,0.29,0.23,0.27,0.25,
"Shareholders Funds : Total Funds",0.69,1,0.69,1,1,1,1,1,1,1,1,1,1,0.99,1,0.98,1,1,0.63,
"Profitability %",3.42,6.29,5.34,7.17,8.58,8.84,8.57,8.76,7.65,7.38,6.24,16.07,15.34,4.2,12.43,3.63,13.74,8.72,5.99,
"Solvency %",358.76,225.65,389.8,215.1,212.5,206.61,197.92,211.59,216.42,226.88,226.93,247.79,243.8,250.52,249.76,252.76,268.18,252.98,259.38,
"Int Bearing Debt : Total Assets",0.04,,0.06,,,,,,,,,,0.35,,0.36,,0.34,0.01,0.37,
"Liquidity %",27.29,19.74,29.41,15.22,12.93,17.98,15.7,11.73,22.92,27.91,31.62,,,,,,,,,
"Cash Flow : Attributable Profit",8.92,2.43,1,1.61,0.7,1.8,0.97,1.26,1.31,2.84,1.4,,,,,,,,,
"Loan to value ratio",6.67,,7.69,,,,,,,,,,,,,,,,,
"PEG Ratio",-3.68,2.34,2.39,1.09,1.07,2.05,1.96,1.34,1.45,0.8,0.79,0.66,0.59,0.56,0.58,0.25,0.23,0.25,0.25,

