"Ordinary Capital & Premium",8780.921,8780.921,8780.921,8780.489,8782.29,8782.29,8663.658,8782.29,
"Treasury Shares",62.386,39.205,,,,,,,
"Distributable Reserves",163.644,290.081,273.636,122.646,267.919,274.186,272.54,45.819,
"Non-Distributable Reserves",-426.104,-426.104,-426.104,-426.104,-92.459,-92.459,93.563,-92.459,
"Other Capital",-1445.862,111.313,84.748,106.865,-42.048,29.448,,52.502,
"Ordinary Unitholders Interest",7010.213,8717.006,8713.201,8583.896,8915.702,8993.465,9029.761,8788.152,
"Total Stockholders' Interest",7010.213,8717.006,8713.201,8583.896,8915.702,8993.465,9029.761,8788.152,
"Other Long-Term Liabilities",1910.964,1695,1000.95,1000,,,,,
"Long-Term Liabilities",1910.964,1695,1000.95,1000,,,,,
"Total Capital Employed",8921.177,10412.006,9714.151,9583.896,8915.702,8993.465,9029.761,8788.152,
"Investments",8689.051,10144.923,10201.906,10144.377,8705.235,8708.712,6143.98,6060.439,
"Fixed Assets / Property",0.563,0.836,0.783,0.745,1.102,1.303,,0.927,
"Other Assets",,17.495,3.207,,,,,,
"Debtors",363.048,253.241,260.075,277.963,148.546,189.925,80.286,104.32,
"Cash and Short Term Funds",9.911,65.199,4.992,11.37,5.006,22.633,0.111,24.328,
"Other Current Assets",191.845,191.68,89.618,43.931,222.971,270.455,2919.705,2775.752,
"Current Assets",564.804,510.12,354.685,333.264,376.523,483.013,3000.102,2904.4,
"Total Assets",9254.418,10673.374,10560.581,10478.386,9082.86,9193.028,9144.082,8965.766,
"Creditors",243.869,200.905,231.62,236.212,167.158,182.555,114.321,175.274,
"Receiver of Revenue",,0.074,,,,,,,
"Other Current Liabilities",89.372,60.389,614.81,658.278,,17.008,,2.34,
"Current Liabilities",333.241,261.368,846.43,894.49,167.158,199.563,114.321,177.614,
"Net Current Assets",231.563,248.752,-491.745,-561.226,209.365,283.45,2885.781,2726.786,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Jul 2020","24 Feb 2020","29 Jul 2019","25 Feb 2019","23 Jul 2018","19 Feb 2018","31 Jul 2017","16 Feb 2017",
"Number of Linked Units Issued (Actual)",908443000,908443000,908443000,908443000,908443000,908443000,908443000,908443000,
"Weighted Ave Stock Units (Actual)",905404000,906471000,908443000,908443000,908443000,908443000,908443000,861422000,
"Fully Diluted Weighted Average Shares in Issue",905404000,906471000,908443000,908443000,,,,,
"Market Capitalisation (R000)",4860170,6086568,6422692,6277341,6767900,7585499,8639293,9538652,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Jul 2020","24 Feb 2020","29 Jul 2019","25 Feb 2019","23 Jul 2018","19 Feb 2018","31 Jul 2017","16 Feb 2017",
"Earnings Per Linked Unit (ZARc)",-155.27,58.96,26.88,70.53,22.1,59.22,34.52,11.21,
"Diluted Earnings Per Linked Unit (ZARc)",-155.27,58.96,26.88,70.53,22.1,59.22,34.52,11.21,
"Headline Earnings Per Linked Unit (CO) (ZARc)",11.45,57.76,28.48,59.86,28.77,56.29,29.49,4.8,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",11.45,,28.48,,28.77,56.29,29.49,4.8,
"Distributions Per Linked Unit (ZARc)",,60.43,29.31,12.69,29.31,59.22,30,4.85,
"Net Asset Value Per Linked Unit (ZARc)",772,965,959,945,981,990,994,964,
"3 Year Beta",0.58,-0.08,,,,,,,
"Cash Generated Per Linked Unit",-24.23,17.43,13.1,-54.51,0.69,18.28,20.64,13.3,
"Number of Months",6,12,6,12,6,12,6,12,
"Net Asset Value Per Linked Unit (Base Currency)",772,965,959,945,981,990,994,964,
"Price at Period End (Base Currency)",535,670,707,691,745,835,951,1050,
"JSE Market Price at Period End (ZARc)",535,670,707,691,745,835,951,1050,
"JSE Market Price High (ZARc)",719,774,774,880,880,1058,1058,1200,
"JSE Market Price Low (ZARc)",360,620,636,660,700,775,901,985,
"JSE Volume Traded (Actual)",109659853,117546685,74248893,133594614,96833639,137900571,45698753,4101616,
"JSE Rand Value Traded (Actual)",609518182,822211016,516352827,1045614550,770151341,1287558678,457660026,41369431,
"12 Month HEPS",40.73,57.76,59.57,59.86,55.57,56.29,31.89,4.8,
"12 Month Dividend",31.12,60.43,42,12.69,58.53,58.53,59.22,34.85,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Jul 2020","24 Feb 2020","29 Jul 2019","25 Feb 2019","23 Jul 2018","19 Feb 2018","31 Jul 2017","16 Feb 2017",
"Cash generated by operations",138.348,682.775,303.901,241.233,279.877,398.57,122.443,105.931,
"Net Cash flow from operating activities",-220.124,158.37,118.987,-495.176,6.265,166.03,187.524,120.809,
"Net cash flow from investing activities",-26.746,-154.341,-95.888,-1119.826,-23.892,-112.702,-188.898,-2782.947,
"Net cash flow from financing activities",191.582,49.8,-29.477,1603.739,,0.095,-0.197,2663.82,
"Dividends paid",-282.708,-381.546,-115.281,-695.232,-265.447,-316.597,-44.063,,
"Net increase(decrease) in cash & cash equivalents",-55.288,53.829,-6.378,-11.263,-17.627,-1.695,-1.571,1.682,
"Cash & Cash Equivalent beginning of period",65.199,11.37,11.37,22.633,22.633,24.328,1.682,,
"Cash & Cash Equivalent end of period",9.911,65.199,4.992,11.37,5.006,22.633,0.111,1.682,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"27 Jul 2020","24 Feb 2020","29 Jul 2019","25 Feb 2019","23 Jul 2018","19 Feb 2018","31 Jul 2017","16 Feb 2017",
"Turnover Per Share",94.92,110.23,106.38,100.59,91.85,73.3,57.15,5.1,
"Price/Sales Per Share",5.64,6.08,6.65,6.87,8.11,11.39,16.64,205.92,
"Price/Net Asset Value",0.69,0.69,0.74,0.73,0.76,0.84,0.96,1.09,
"Price/Cash Flow",-44.16,38.44,107.96,-12.68,2159.42,45.68,92.15,78.95,
"Return on Capital Employed",-31.52,5.13,5.03,6.69,4.5,5.98,6.95,1.1,
"Return on Stockholder Funds",-40.11,6.13,5.6,7.46,4.5,5.98,6.95,1.1,
"Return on Total Assets",4.4,7.17,6.44,6.39,6.2,6.17,6.31,0.5,
"Operating Profit Margin",47.36,76.61,70.4,73.27,67.46,85.2,111.21,101.11,
"Net Profit Margin",-696.65,77.07,72.07,108.76,73.59,125.36,174.68,326.98,
"Debt : Equity",0.27,0.19,0.11,0.12,,,,,
"Current Ratio",1.69,1.95,0.42,0.37,2.25,2.42,26.24,16.35,
"Dividend Cover",,0.98,0.92,5.56,0.75,1,1.15,2.31,
"Debtors Collection Period",328.33,133.27,140.11,172.22,99.38,161.54,81.62,1289.3,
"Operating Return on Investment",4.64,6.84,6.64,5.81,6.27,4.93,5.84,0.49,
"Operating Income : Turnover",46.96,69.41,70.11,64.47,65.38,64.45,69.16,67.24,
"Admin & Collection Fees : Turnover",0.38,0.33,0.28,0.36,0.35,0.36,0.31,0.33,
"Return on Stockholder Funds",,6.3,6.11,1.34,5.97,5.98,6.04,0.5,
"NAV%Price",144.3,144.03,135.64,136.76,131.68,118.56,104.52,91.81,
"Price : Earnings",13.14,11.6,11.87,11.54,13.41,14.83,29.82,218.75,
"Profitability %",4.36,6.27,6.42,5.54,6.01,4.67,3.93,0.33,
"Solvency %",412.37,545.57,571.65,553.1,5433.7,4606.58,7998.6,5047.89,
"Liquidity %",-19.62,8.1,12.88,-26.14,7.5,83.2,328.07,68.02,
"EV/Ebitda (Pd)",,,,9.5,31.82,,,,
"Cash Flow : Attributable Profit",-3.57,0.3,0.89,-0.88,0.05,0.31,1.3,2.72,
"Loan to value ratio",21.42,16.28,10.3,10.43,,,,,
"PEG Ratio",0.05,0.04,0.03,0.03,0.03,0.03,,,

