"Total Fixed Assets",,,,,,,16,16,4208,33078,66142,68818,116361,119505,102474,,10,15,7442,7633,
"Debtors",,,58,41,68,282,234,352,133,1350,824,696,521,610,127,,,,,,
"Cash",,107,40,52,107,29,85,434,74,596,120,2985,3270,315,10890,,,,,,
"Other Current Assets",,,,,,,,9772,,,,,,,,4229,5778,5751,13641,13585,
"Total Current Assets",,107,98,93,175,311,319,10558,207,1946,944,3681,3791,925,11017,4229,5778,5751,13641,13585,
"Total Assets",,107,98,93,175,311,335,10574,4415,35024,67086,72499,120152,120430,113491,4229,5788,5766,21083,21218,
"Ordinary Share Capital & Premium",,,,85020,,85020,,85020,,83024,,,,,,,,,,2186,
"Distributable Reserves",,,,-95442,,-91760,,-91282,,-63279,,,,,,,,,,14112,
"Non-Distributable Reserves",,,,5000,,5000,,5559,,5559,,,,,,,,,,,
"Other Capital",,,,-2459,,-2459,,-2459,,,,,,,,,,,,,
"Other Capital: Equity due to change in ownership",,,,,,-2459,,-2459,,,,,,,,,,,,,
"Ordinary Shareholders' Interest",-18906,-16047,-9864,-7881,-5642,-4199,-3617,-3162,569,25304,31974,2642,52688,54009,59405,3694,5678,5638,17276,16298,
"Minority Interest",-32,-32,-66,-66,-64,-64,-105,-105,-156,-973,15316,13434,16390,17352,16380,,,,496,482,
"Total Shareholders' Interest",-18938,-16079,-9930,-7947,-5706,-4263,-3722,-3267,413,24331,47290,16076,69078,71361,75785,3694,5678,5638,17772,16780,
"Non-Interest Bearing Loans",,,,,,,,,,,,,,,,535,,128,3311,4438,
"Deferred Tax Liability",,,,,,,,,,6036,14736,13624,18464,25626,13177,,,,,,
"Other Long-Term Liabilities",,,,,,,2664,,,,,,25768,22002,24213,,,,,,
"Total Long-Term Liabilities",,,,,,,2664,,,6036,14736,13624,44232,47628,37390,535,,128,3311,4438,
"Creditors and Provisions",3595,2186,1099,1045,1089,1250,943,1174,3752,3260,5060,1090,31,1407,316,,,,,,
"Tax",,,,,,,,,,,,,16,34,,,,,,,
"Bank Overdrafts/Short-Term Loans",,,,1,,,,,,,,,,,,,,,,,
"Other Current Liabilities",15343,14000,8929,6994,4792,3324,450,12667,250,1397,,41709,6795,,,,,,,,
"Total Current Liabilities",18938,16186,10028,8040,5881,4574,1393,13841,4002,4657,5060,42799,6842,1441,316,,,,,,
"Total Liabilities",18938,16186,10028,8040,5881,4574,4057,13841,4002,10693,19796,56423,51074,49069,37706,535,110,128,3311,4438,
"Total Equity and Liabilities",,107,98,93,175,311,335,10574,4415,35024,67086,72499,120152,120430,113491,4229,5788,5766,21083,21218,

Share/unit data,"Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (14m)","Interim (8m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"29 Oct 2020","29 Oct 2019","18 Dec 2018","20 Jun 2018","29 Nov 2017","14 Nov 2017","29 Nov 2017","14 Nov 2017","30 Nov 2015","29 May 2015","1 Dec 2014","2 Jun 2014","18 Nov 2013","31 May 2013","30 Nov 2012","15 Jun 2012","6 Feb 2012","28 Dec 2011","30 Nov 2010","1 Jun 2010",
"Number of Shares in Issue (Actual)",863053000,863053000,863053000,863053000,863053000,863043000,863053000,863043000,858749000,727114000,833624000,498482000,470704000,455695274,455695274,59886000,59886000,59886000,96000000,96000000,
"Weighted Average Shares in Issue (Actual)",863053000,863053000,863053000,863053000,863053000,863053000,863053000,856846000,858749000,727114000,554227000,475773000,468413000,292106000,168733565,59886000,59886000,85611000,96000000,96000000,
"Fully Diluted Weighted Average Shares in Issue",863053000,863053000,863053000,863053000,863053000,863053000,863053000,866846000,858749000,732114000,559227000,568376000,468413000,292106000,,,,,,,
"Market Capitalisation (R'000)",25892,25892,25892,25892,25892,25891,25892,34522,60112,58169,58354,49848,61192,91139,123038,11378,11378,7186,8640,27840,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,14,8,12,6,12,6,12,
"Number of Employees",,,,,,,,,,,,,,,,,,37,,,

Share statistics,"Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (14m)","Interim (8m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"29 Oct 2020","29 Oct 2019","18 Dec 2018","20 Jun 2018","29 Nov 2017","14 Nov 2017","29 Nov 2017","14 Nov 2017","30 Nov 2015","29 May 2015","1 Dec 2014","2 Jun 2014","18 Nov 2013","31 May 2013","30 Nov 2012","15 Jun 2012","6 Feb 2012","28 Dec 2011","30 Nov 2010","1 Jun 2010",
"Earnings Per Share (ZARc)",-0.33,-0.95,-0.23,-0.43,-0.17,-0.12,-0.05,-3.27,-3.11,0.74,2.17,-11.84,-0.91,-6.55,0.01,-3.25,0.07,5.33,1.02,2.65,
"Diluted Earnings Per Share (ZARc)",-0.33,-0.95,-0.23,-0.43,-0.17,-0.12,-0.05,-3.23,-3.11,0.73,2.15,-9.91,-0.91,-6.55,0.01,,,,,,
"Headline Earnings Per Share (Cont Ops) (ZARc)",-0.33,-0.95,-0.23,-0.43,-0.17,-0.12,-0.05,-0.6,-0.18,2.27,2.17,-3.94,-0.91,-6.55,0.01,-3.29,0.05,6.6,1.02,2.65,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",-0.33,-0.95,-0.23,-0.43,-0.17,-0.12,-0.05,-0.59,-0.18,2.25,2.15,-3.3,-0.91,-6.55,0.01,,,,,,
"Net Asset Value Per Share (ZARc)",-2.19,-1.86,-1.12,-0.89,-0.65,-0.49,-0.42,-0.37,0.07,3.48,3.84,0.53,11.19,11.85,13.04,6.17,9.48,9.42,18.51,1.69,
"3 Year Beta",,-0.36,-0.15,-0.83,-0.65,-0.71,-0.86,-0.72,-1.29,-0.66,-0.38,-0.77,-0.44,-1.25,-0.81,1.71,1.5,1.09,1.42,1.51,
"Cash Generated Per Share",-0.01,-0.28,-0.23,-0.33,-0.16,0.03,-0.07,-0.41,-0.08,-0.67,2.09,-1.75,-1.47,-0.95,0.65,-2.54,0.02,7.22,0.11,2.54,
"Net Asset Value Per Share (Base Currency)",-2.19,-1.86,-1.12,-0.89,-0.65,-0.49,-0.42,-0.37,0.07,3.48,3.84,0.53,11.19,11.85,13.04,6.17,9.48,9.42,18.51,1.69,
"Price at Period End (Base Currency)",3,3,3,3,3,3,3,4,7,8,7,10,13,20,27,19,19,12,9,29,
"JSE Market Price High (ZARc)",3,3,3,3,3,4,4,11,11,11,11,21,21,35,35,19,19,46,29,53,
"JSE Market Price Low (ZARc)",3,3,3,3,3,1,1,2,4,5,5,8,10,11,17,12,12,5,5,5,
"JSE Market Price at Period End (ZARc)",3,3,3,3,3,3,3,4,7,8,7,10,13,20,27,19,19,12,9,29,
"JSE Volume Traded (Actual)",,,,,,33673181,33645023,62732201,42246384,370912482,355575704,118543444,20473509,37728744,8397028,230290,230290,3921491,210030,1774950,
"JSE Rand Value Traded (Actual)",,,,,,801312,800186,3830348,2887249,29766457,28517780,14898427,3468487,9544570,2272599,35136,35136,718617,30300,540420,
"12 Month HEPS",-1.05,-0.95,-0.49,-0.43,-0.24,-0.12,-0.47,-0.6,-0.08,2.27,-0.86,-3.94,-3.71,-5.61,0.04,-3.29,5.63,6.6,2.77,2.65,

Cash flow items,"Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (14m)","Interim (8m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"29 Oct 2020","29 Oct 2019","18 Dec 2018","20 Jun 2018","29 Nov 2017","14 Nov 2017","29 Nov 2017","14 Nov 2017","30 Nov 2015","29 May 2015","1 Dec 2014","2 Jun 2014","18 Nov 2013","31 May 2013","30 Nov 2012","15 Jun 2012","6 Feb 2012","28 Dec 2011","30 Nov 2010","1 Jun 2010",
"Working capital changes",,,,36,,147,,-1931,,2363,,,,,,,,,,,
"Cash generated from operations after WC",,,,,,-313,,-3543,,-4902,,,,,,,,,,,
"Net Cash flow from operating activities",-108,-2396,-1944,-2806,-1390,254,-568,-3543,-683,-4902,17421,-8721,-6939,-4337,2971,-1522,10,4321,103,2440,
"Net cash flow from investing activities",,-2838,,,,9772,,-8801,-32,-396,-241,-7777,-3627,-10815,746,,,,,-758,
"Net cash flow from financing activities",,5290,1933,2828,1468,-40431,219,12182,193,2909,-20045,19169,13522,14882,6589,,,,,-2309,
"Net increase(decrease) in cash & cash equivalents",-108,56,-11,22,78,-405,-349,-162,-552,-2389,-2865,2671,2956,-270,10306,-1522,19,4321,103,-627,
"Cash & Cash Equivalent beginning of period",107,51,51,29,29,434,434,596,,2985,,,,,,,,,,,
"Cash & Cash Equivalent end of period",-1,107,40,51,107,29,85,434,,596,,,,,,,,,,,

Ratios,"Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (14m)","Interim (8m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"29 Oct 2020","29 Oct 2019","18 Dec 2018","20 Jun 2018","29 Nov 2017","14 Nov 2017","29 Nov 2017","14 Nov 2017","30 Nov 2015","29 May 2015","1 Dec 2014","2 Jun 2014","18 Nov 2013","31 May 2013","30 Nov 2012","15 Jun 2012","6 Feb 2012","28 Dec 2011","30 Nov 2010","1 Jun 2010",
"Return on Capital Employed",30.18,50.58,39.94,46.36,50.54,23.36,85.82,859.93,-12918.16,-29.84,44.81,-202.85,-9.26,-13.84,3.08,-45.97,1.41,79.19,9.41,12.12,
"Return on Shareholder Funds",30.18,50.58,39.94,46.36,50.54,23.36,24.4,859.93,-12918.16,-37.24,58.78,-374.76,-15.19,-23.08,4.6,-52.63,1.41,80.99,11.16,15.32,
"Return on Total Assets",,-7600,-4046.92,-4003.24,-1649.14,-317.36,-271.04,-320.88,-1474.61,-100.76,170.6,-272.4,-68.83,-35.39,14.63,-46.61,0.62,-18.24,14.33,15.22,
"Gross Profit Margin",,,,,,,,54.9,,58.02,,,,,,,,,31.82,30.83,
"Operating Profit Margin",,,,,,-249.2,,-1276.81,-1232.1,-91.37,699.01,,,,,,,,6.87,6.94,
"Net Profit Margin",,,,,,-554.55,,-1059.52,-1011.36,58.67,425.04,,,,,,,,4.87,7.34,
"Debt:Equity (excl non-int debt)",,,,,,,-0.72,,,0.25,0.31,0.85,0.64,0.67,0.49,,,,,,
"Interest Cover",-2.04,-3.63,-1.87,-3.38,-3.96,-0.89,-1.06,-183.4,,-1.54,6.46,-10.07,-1.51,-0.65,2.08,9.56,0.78,-101.16,-10.45,-2.91,
"Quick Ratio",,0.01,0.01,0.01,0.03,0.07,0.23,0.76,0.05,0.42,0.19,0.09,0.55,0.64,34.86,,,,,,
"Current Ratio",,0.01,0.01,0.01,0.03,0.07,0.23,0.76,0.05,0.42,0.19,0.09,0.55,0.64,34.86,,,,,,
"Debtors Collection Period",,,,,,550.43,,48.61,9.19,54.09,53.19,,,,,,,,,,
"Price : Earnings",-2.86,-3.16,-6.12,-6.98,-12.5,-25,-6.38,-6.67,-87.5,3.52,-8.14,-2.54,-3.5,-3.56,623.56,-5.78,3.37,1.82,3.25,10.94,
"Sales Per Share (Base Currency)",,,,,,0.02,,0.31,0.62,1.25,1.02,,,,,,,,41.8,36.06,
"Price/Sales Per Share",,,,,,150,,12.9,11.29,6.4,6.86,,,,,,,,0.22,0.8,
"Price/Net Asset Value",-1.37,-1.61,-2.68,-3.37,-4.59,-6.12,-7.16,-10.81,105.65,2.3,1.83,18.87,1.16,1.69,2.07,3.08,2,1.27,0.49,17.16,
"Price/Cash Flow",-479.47,-10.81,-26.09,-9.23,-37.5,101.93,-85.71,-9.76,-175,-11.94,6.7,-5.71,-17.69,-18.05,62.31,-7.48,1900,1.66,163.64,11.42,
"NAV%Price",-73.02,-61.98,-37.33,-29.67,-21.79,-16.33,-13.97,-9.25,0.95,43.5,54.79,5.3,86.1,59.26,48.28,32.47,49.9,78.5,205.67,5.83,
"Liquidity%",-1.14,-14.8,-38.77,-34.9,-47.27,5.55,-28,-25.6,-34.13,-45.84,176.01,-15.46,-27.17,-7.58,11.82,-284.49,18.18,3375.78,6.22,54.98,
"Cash Flow:Attributable Profit",0.08,0.29,1.96,0.76,1.93,-0.24,2.5,0.13,0.05,-0.92,2.9,0.15,3.24,0.19,1.88,0.77,0.63,-3.99,0.21,0.96,
"Cash/Equity (%)",,-0.67,-0.4,-0.65,-1.88,-0.68,,,,,,,,,,,,,,,
"EV/Ebitda (Pd)",,-4.02,,-9.08,,,,,,,,,,,,,,,,,
"PEG Ratio",0.05,,0.29,0.33,-1.2,-2.41,0.18,0.19,-4.48,0.18,0.41,0.13,0.21,0.21,5.51,-0.05,0.03,0.01,,0.01,

