"Debenture Interest",,,,,,,,,,,,,103.454,103.454,169.718,84.751,127.633,63.267,114.89,57.758,116.131,57.847,
"EBITDA (ProfileData Calc)",-412.143,275.529,786.073,449.398,988.51,552.171,1124.376,660.131,,,,,,,,,,,,,,,
"Interest Payable",451.542,233.096,467.385,225.675,438.881,213.869,408.702,198.901,394.751,192.745,376.491,185.016,125.665,60.189,110.638,53.38,127.387,60.233,111.347,32.894,90.457,41.196,
"Income Before Exceptional Items",412.613,257.009,526.045,269.567,527.205,263.525,519.289,266.903,524.291,244.186,453.424,236.751,221.71,-35.798,59.199,-27.393,-1.729,0.5,6.886,-2.508,9.965,-7.642,
"Exceptional Item 1",-1294.991,-225.887,-226.941,-56.303,-5.089,62.126,161.039,173.419,311.973,210.516,854.895,528.117,156.551,69.273,152.57,102.816,175.081,109.382,-10.893,51.198,93.44,65.193,
"Exceptional Item 1: Accounts payable",,,,,,,,,,,,12.576,,,,,,,,,,,
"Exceptional Item 1: Amortisation of debenture premium",,,,,,,,,,,,,25.006,11.632,21.054,10.311,10.906,5.334,10.669,5.335,10.669,5.335,
"Exceptional Item 1: Bargain purchase gain",,,,3.029,,,,,,,,,,,,,,,,,,,
"Exceptional Item 1: derivative assets",,,,,39.673,,,,,,,,,,,,,,,,,,
"Exceptional Item 1: Fair value adjustment- financial instruments",,,,-37.03,,6.342,,,,,,,,,,,,,,,,,
"Exceptional Item 1: Fair value adjustment- investment property",,,,-23.021,-39.084,54.733,235.106,,285.914,,486.054,208.531,,57.53,,,,,,,,,
"Exceptional Item 1: Fair Value Adjustments",-1283.935,-227.645,-232.599,,,,-77.01,170.853,17.191,210.033,49.255,,131.501,,131.501,92.49,163.509,,-22.026,,82.771,,
"Exceptional Item 1: Gain on bargain purchase",,,,,,,,,,,319.647,319.647,,,,,,,,,,,
"Exceptional Item 1: Impairment",-12.795,,,,,,,,,,,,,,,,,,,,,,
"Exceptional Item 1: Impairment of Goodwill",,,,,-1.992,,,,,,,,,,,,,,,,,,
"Exceptional Item 1: Investment in associate",,,,,-2.77,,,,,,,,,,,,,,,,,,
"Exceptional Item 1: Loss on disposal of investments",,,,,-0.916,,,,,,-0.061,-0.061,,,,,,,,,,,
"Exceptional Item 1: Profit on sale of Investments",1.739,1.758,5.658,0.719,,1.051,2.943,2.566,8.49,0.483,,,0.044,0.111,0.015,0.015,0.666,0.434,0.464,,,,
"Exceptional Item 1: Revaluation",,,,,,,,,,,,,,,,,,103.614,,45.863,,59.858,
"Exceptional Item 1: Reversal of impairment of loans",,,,,,,,,0.378,,,,,,,,,,,,,,
"Income From Associates Before Tax",3.936,3.379,3.595,2.482,9.954,4.437,14.81,9.567,20.898,6.787,32.575,,,,,,,,,29.785,,19.946,
"Income Before Tax",-878.442,34.501,302.699,215.746,532.07,330.088,695.138,449.889,857.162,461.489,1340.894,764.868,378.261,97.771,211.769,115.115,173.352,116.781,-4.007,78.475,103.405,77.497,
"Tax",13.338,,7.052,6.161,-8.493,0.046,7.443,7.474,,,3.166,2.451,-7.926,-7.926,-171.69,15.808,63.413,63.399,-1.13,17.385,8.049,16.719,
"Profit For The Period",-891.78,34.501,295.647,209.585,540.563,330.042,687.695,442.415,857.162,461.489,1337.728,762.417,386.187,105.697,383.459,99.307,109.939,53.382,-2.877,61.09,95.356,60.778,
"Net Income Before Extraords",-891.78,34.501,295.647,209.585,540.563,330.042,687.695,442.415,857.162,461.489,1337.728,762.417,386.187,105.697,383.459,99.307,109.939,53.382,-2.877,61.09,95.356,60.778,
"Income Attributable To Equity Holders",-891.78,34.501,295.647,209.585,540.563,330.042,687.695,442.415,857.162,461.489,1337.728,762.417,386.187,105.697,383.459,99.307,109.939,53.382,-2.877,61.09,95.356,60.778,
"Total Comprehensive Income/Loss for the period",-891.78,34.501,295.647,209.585,540.563,330.042,687.695,442.415,857.162,461.489,1337.728,,,,,,,,,,,,
"Headline Earnings (Cont Ops)",159.672,245.066,428.52,228.844,595.072,278.343,447.074,225.89,555.508,303.11,513.006,229.879,195.704,120.432,177.14,89.77,127.423,67.52,107.966,69.647,114.474,57.472,
"Enterprise Value (EV)",6273.648,8124.259,9134.267,10331.886,10261.976,10011.975,10764.073,10863.436,10562.053,9951.332,10444.413,11370.266,4114.52,3517.382,3555.047,3378.337,3267.702,2843.293,2621.102,2585.856,2512.54,2074.656,

Balance sheet (ZAR million),"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"16 Nov 2020","22 Apr 2020","29 Oct 2019","13 May 2019","22 Oct 2018","23 Apr 2018","31 Oct 2017","2 May 2017","31 Oct 2016","3 May 2016","4 Nov 2015","4 May 2015","30 Oct 2014","6 May 2014","23 Oct 2013","25 Apr 2013","22 Oct 2012","19 Apr 2012","21 Oct 2011","26 Apr 2011","21 Oct 2010","22 Apr 2010",
"Ordinary Capital & Premium",4210.134,4210.134,4210.134,4210.134,4210.134,4210.134,4221.477,4101.286,3958.207,3907.819,3907.819,3519.6,918.478,136.193,123.699,112.956,102.645,95.636,90.302,84.967,79.633,74.299,
"Distributable Reserves",490.213,334.123,339.406,352.866,351.554,347.418,337.699,353.78,342.708,299.378,280.629,270.923,42.448,47.372,37.557,57.993,56.268,45.978,46.341,46.497,45.678,42.882,
"Non-Distributable Reserves",1723.581,2805.952,3029.059,3200.26,3262.71,3327.048,3269.053,3281.786,3112.885,3008.826,2799.231,2462.464,1928.523,1703.235,1635.501,1348.454,1236.372,1161.578,1106.314,1049.625,1143.659,965.671,
"Ordinary Unitholders Interest",6423.928,7350.209,7578.599,7763.26,7824.398,7884.6,7828.229,7736.852,7413.8,7216.023,6987.679,6252.987,2889.449,1886.8,1796.757,1519.403,1395.285,1303.192,1242.957,1181.089,1268.97,1082.852,
"Debentures",,,,,,,,,,,,,,782.285,620.251,630.994,641.305,357.69,363.024,368.359,373.693,379.028,
"Total Stockholders' Interest",6423.928,7350.209,7578.599,7763.26,7824.398,7884.6,7828.229,7736.852,7413.8,7216.023,6987.679,6252.987,2889.449,2669.085,2417.008,2150.397,2036.59,1660.882,1605.981,1549.448,1642.663,1461.88,
"Interest Bearing Loans",4097.965,4417.722,4027.644,3851.395,3240.759,4093.637,3253.517,4170.344,4023.911,3838.902,2917.174,2946.083,1263.931,1132.33,955.717,652.125,860.344,1274.948,962.119,1044.09,754.635,736.036,
"Other Long-Term Liabilities",336.699,122.231,99.694,46.593,17.977,44.591,47.421,27.955,9.308,1.564,22.778,36.177,13.797,,,,,,,,,,
"Other Long-Term Liabilities: Derivative Financial Instruments",,,,,,,,,,,,,13.797,,,,,,,,,,
"Long-Term Liabilities",4434.664,4539.953,4127.338,3897.988,3258.736,4138.228,3300.938,4198.299,4033.219,3840.466,2939.952,2982.26,1277.728,1132.33,955.717,652.125,860.344,1274.948,962.119,1044.09,754.635,736.036,
"Deferred Tax Liability",106.988,93.65,93.65,92.758,86.596,80.478,80.432,80.463,72.989,72.985,72.985,72.271,7.103,7.103,14.937,237.343,215.895,208.37,137.744,263.46,141.928,240.801,
"Total Capital Employed",10965.58,11983.812,11799.587,11754.006,11169.73,12103.306,11209.599,12015.614,11520.008,11129.474,10000.616,9307.518,4174.28,3808.518,3387.662,3039.865,3112.829,3144.2,2705.844,2856.998,2539.226,2438.717,
"Investments",,,,,,,,,,,,,405.698,349.725,365.819,406.9,375.981,333.707,310.39,307.386,266.078,185.204,
"Investments In Associates",21.707,22.761,21.044,22.358,128.74,173.437,177.48,175.764,172.582,161.007,161.314,148.107,674.289,528.21,347.264,300.524,272.916,259.918,251.888,222.503,241.706,238.922,
"Fixed Assets / Property",11764.01,12600.751,12846.54,12667.011,12743.363,12488.106,12598.898,12342.094,12129.631,11874.656,11449.157,10863.43,3508.365,3378.689,3258.779,3042.141,2916.962,2770.792,2460.966,2469.592,2289.952,2186.945,
"Fixed Assets / Property: Assets held for sale",121.41,133.25,209.3,,364.6,,284.35,,173,,,,,,,,,,,,,,
"Fixed Assets / Property: Investment Property",11519.99,12337.631,12500.173,12521.319,12228.808,12331.263,12153.834,12169.639,11776.839,,11265.331,,,,,,,,,,,,
"Fixed Assets / Property: Plant and equipment",0.756,0.742,1.841,2.731,3.463,,5.3,,6.81,,,,,,,,,,,,,,
"Fixed Assets / Property: Property Plant and Equipment",,,,,,4.53,,6.14,,,8.646,,,,,,,,,,,,
"Fixed Assets / Property: Straight line rental income",98.354,,,,,,,,,,,,,,,,,,,,,,
"Fixed Assets / Property: Straight-line rental income accrual",,101.052,104.099,110.838,111.282,111.998,110.864,115.353,115.849,,114.773,,,,,,,,,,,,
"Fixed Assets / Property: Tenant installations and lease costs",23.5,28.076,31.127,32.123,35.21,40.315,44.55,50.962,57.133,,60.407,,,,,,,,,,,,
"Other Assets",,75.601,74.764,76.09,82.618,78.281,76.847,87.299,90.021,20.29,34.451,,,,,,,,,,,,
"Other Assets: Derivative Financial Instruments",,0.85,,1.09,7.618,3.281,1.847,18.024,38.172,,34.451,,,,,,,,,,,,
"Other Assets: Other financial assets",,74.751,74.764,75,75,75,75,69.275,51.849,,,,,,,,,,,,,,
"Debtors",128.094,115.011,119.274,118.49,130.498,134.827,143.342,144.076,131.552,100.546,102.822,151.214,67.378,53.825,50.982,46.074,41.161,56.085,42.04,49.003,45.787,37.533,
"Cash and Short Term Funds",30.982,69.221,81.684,49.208,62.912,78.123,130.756,42.293,69.109,24.262,55.269,,,,,,,,,,,,
"Other Current Assets",63.9,,0.675,294.177,5.689,244.999,1.949,146.19,,,,,,,,,,,,,,,
"Current Assets",222.976,184.232,201.633,461.875,199.099,457.949,276.047,332.559,200.661,124.808,158.091,151.214,67.378,53.825,50.982,46.074,41.161,56.085,42.04,49.003,45.787,37.533,
"Total Assets",12008.693,12883.345,13143.981,13227.334,13153.82,13197.773,13129.272,12937.716,12592.895,12180.761,11803.013,11162.751,4655.73,4310.449,4022.844,3795.639,3607.02,3420.502,3065.284,3048.484,2843.523,2648.604,
"Creditors",428.29,411.32,393.959,358.096,378.217,354.215,342.548,331.526,315.698,311.073,335.216,,,90.485,78.589,76.844,74.093,63.593,67.611,64.553,54.377,43.04,
"Dividends",,,,,,,,,2.073,2.611,3.482,3.053,102.21,,,,,,,,,,
"Bank O/D & S/T Loans",614.801,488.213,950.435,1115.232,1605.774,739.05,1572.817,589.218,755.116,737.001,1463.699,1852.18,379.24,307.992,471.626,594.179,348.918,148.523,234.696,68.365,191.636,109,
"Other Current Liabilities",0.022,,,,0.099,1.202,4.308,1.358,,0.602,,,,103.454,84.967,84.751,71.18,64.186,57.133,58.568,58.284,57.847,
"Current Liabilities",1043.113,899.533,1344.394,1473.328,1984.09,1094.467,1919.673,922.102,1072.887,1051.287,1802.397,1855.233,481.45,501.931,635.182,755.774,494.191,276.302,359.44,191.486,304.297,209.887,
"Net Current Assets",-820.137,-715.301,-1142.761,-1011.453,-1784.991,-636.518,-1643.626,-589.543,-872.226,-926.479,-1644.306,-1704.019,-414.072,-448.106,-584.2,-709.7,-453.03,-220.217,-317.4,-142.483,-258.51,-172.354,

Share/unit data,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"16 Nov 2020","22 Apr 2020","29 Oct 2019","13 May 2019","22 Oct 2018","23 Apr 2018","31 Oct 2017","2 May 2017","31 Oct 2016","3 May 2016","4 Nov 2015","4 May 2015","30 Oct 2014","6 May 2014","23 Oct 2013","25 Apr 2013","22 Oct 2012","19 Apr 2012","21 Oct 2011","26 Apr 2011","21 Oct 2010","22 Apr 2010",
"Number of Linked Units Issued (Actual)",266198000,266198000,266198000,266198000,266198000,266198000,266864319,261539000,254551320,252322000,252322000,236403000,117348000,117348000,108225000,108225000,108225000,89297000,89297000,89297000,89297000,89297000,
"Weighted Ave Stock Units (Actual)",266198000,266197535,266198000,266198000,266389000,266586000,261207000,257987000,252888000,252322000,238148000,236403000,114798000,112207000,108225000,108225000,89866000,89297000,89297000,89297000,89297000,89297000,
"Fully Diluted Weighted Average Shares in Issue",266198000,266197535,266198000,,266389000,,261207000,257987000,252888000,252322000,238148000,236403000,114798000,112207000,108225000,108225000,89866000,89297000,89297000,89297000,89297000,89297000,
"Market Capitalisation (R000)",1591864,3287545,4237872,5414467,5478355,5257411,6068495,6146167,5852135,5399691,6118809,6572003,2471349,2077060,2127704,2132033,2058440,1419822,1424287,1473401,1566269,1229620,
"Number of Employees",,,224,,236,,242,,248,,260,,,,,,,,,,,,

Share statistics,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"16 Nov 2020","22 Apr 2020","29 Oct 2019","13 May 2019","22 Oct 2018","23 Apr 2018","31 Oct 2017","2 May 2017","31 Oct 2016","3 May 2016","4 Nov 2015","4 May 2015","30 Oct 2014","6 May 2014","23 Oct 2013","25 Apr 2013","22 Oct 2012","19 Apr 2012","21 Oct 2011","26 Apr 2011","21 Oct 2010","22 Apr 2010",
"Earnings Per Linked Unit (ZARc)",-335,13,111.1,78.7,202.9,123.8,263.3,171.5,338.9,182.9,561.7,322.51,336.4,186.4,511.14,170.1,264.36,130.63,125.44,133.1,236.84,132.84,
"Diluted Earnings Per Linked Unit (ZARc)",-335,13,111.1,78.7,202.9,123.8,263.3,171.5,338.9,182.9,530.2,322.5,336.4,178.2,511.1,170.1,219.5,130.6,125.4,133.1,236.8,132.8,
"Headline Earnings Per Linked Unit (CO) (ZARc)",60,92.1,161,86,223.4,104.4,171.2,87.6,219.7,120.1,203.3,97.2,170.5,107.3,163.7,82.9,141.8,75.6,120.9,78,128.2,64.4,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",60,92.1,161,86,223.4,104.4,171.2,,219.7,,215.4,,,,,,,,,,,,
"Distributions Per Linked Unit (ZARc)",,,200.9,101.7,203.4,101.7,203.1,104.8,201.5,98.4,189.2,96.8,175.7,88.6,157.6,78.7,137.3,71.2,129.3,65,130.7,65.1,
"Net Asset Value Per Linked Unit (ZARc)",2413,2761,2847,2916,2939,2962,2933,2958,2913,2860,2769,2645.05,2462.29,2275,2233.32,1987,1882,1860,1798.47,1735.16,1839.55,1637.1,
"3 Year Beta",0.7,0.55,0.34,0.3,0.32,0.52,1.05,1.36,1.23,-0.03,-0.25,-0.67,-0.97,-0.87,-0.8,-0.14,-0.17,-0.2,0.33,0.28,0.37,0.41,
"Cash Generated Per Linked Unit",69.29,8.61,11.13,-1.3,17.1,7.2,-3.49,-0.42,-4.22,0.42,22.28,60.2,34.88,31.57,20.4,8.68,19.19,-2.99,15.2,25.93,5.12,12.4,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,
"Disrtibutions Per Linked Unit (Base Currency)",,,,,,,,,,,,,,,,,,,,,130.7,,
"Net Asset Value Per Linked Unit (Base Currency)",2413,2761,2847,2916,2939,2962,2933,2958,2913,2860,2769,2645.05,2462.29,2275,2233.32,1987,1882,1860,1798.47,1735.16,1839.55,1637.1,
"Price at Period End (Base Currency)",598,1235,1592,2034,2058,1975,2274,2350,2299,2140,2425,2780,2106,1770,1966,1970,1902,1590,1595,1650,1754,1377,
"JSE Market Price at Period End (ZARc)",598,1235,1592,2034,2058,1975,2274,2350,2299,2140,2425,2780,2106,1770,1966,1970,1902,1590,1595,1650,1754,1377,
"JSE Market Price High (ZARc)",1800,1800,2319,2319,2469,2469,2554,2485,2584,2584,3024,2975,2349,2250,2600,2130,1950,1800,2049,2049,1850,1476,
"JSE Market Price Low (ZARc)",469,1200,1550,1640,1630,1630,1950,1950,1904,1904,1949,1949,1701,1701,1739,1739,1000,1355,1401,1515,1285,1285,
"JSE Volume Traded (Actual)",65328380,37736352,48724129,35753169,97039419,64151618,36621253,16991251,31044349,16013386,34916868,19145421,39099638,23880110,12828985,5802110,40968313,18807184,19215408,12451896,25563158,12561497,
"JSE Rand Value Traded (Actual)",779865114,591149336,958094114,717426135,1891425016,1203678624,847308241,379746259,705974393,367175857,861470024,455031189,764747965,454285358,271194574,113334095,646011188,275758030,332267813,218100719,370716831,171389330,
"12 Month HEPS",60,167.1,161,205,223.4,188,171.2,187.2,219.7,226.2,203.3,160.4,170.5,188.1,163.7,149.1,141.8,118.5,120.9,141.8,128.2,132.9,
"12 Month Dividend",,99.2,200.9,203.4,203.4,200,203.1,207.9,207.9,201.5,190.8,189.2,96.8,167.5,167.5,157.6,137.3,137.3,135.5,130.6,130.7,130.7,

Cash flow items,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"16 Nov 2020","22 Apr 2020","29 Oct 2019","13 May 2019","22 Oct 2018","23 Apr 2018","31 Oct 2017","2 May 2017","31 Oct 2016","3 May 2016","4 Nov 2015","4 May 2015","30 Oct 2014","6 May 2014","23 Oct 2013","25 Apr 2013","22 Oct 2012","19 Apr 2012","21 Oct 2011","26 Apr 2011","21 Oct 2010","22 Apr 2010",
"Cash generated by operations",848.811,482.377,974.586,486.255,987.767,467.896,935.338,457.4,926.861,433.637,843.986,,,,,,,,,,,,
"Working capital changes",-8.977,7.885,-3.091,-23.608,18.439,20.182,12.987,1.185,-48.248,-21.87,37.514,,,,,,,,,,,,
"Cash generated from operations after WC",909.633,519.316,1023.979,485.741,1006.207,495.024,948.325,470.549,878.613,419.193,881.5,,,,,,,,,,,,
"Net Cash flow from operating activities",184.455,22.924,29.64,-3.471,45.513,19.159,-9.318,-1.09,-10.746,1.051,56.218,142.319,40.928,37.047,22.078,9.396,20.773,-2.674,13.577,23.154,4.571,11.076,
"Net cash flow from investing activities",25.178,36.959,11.903,23.99,-122.213,-66.802,-239.612,-149.34,-423.954,-227.088,-329.199,-156.773,-335.566,-219.124,-273.213,-50.476,-308.912,-221.392,-252.729,-186.095,-189.755,-90.898,
"Net cash flow from financing activities",-282.361,-72.346,-22.771,-34.223,8.856,-4.99,310.577,98.899,448.542,195.03,323.382,86.959,312.27,187.507,270.463,57.989,278.845,256.437,237.654,187.804,189.957,116.404,
"Dividends paid",-264.068,-264.068,-541.446,-270.723,-533.051,-262.328,-536.536,-262.396,-482.84,-234.016,-454.71,-266.3,-189.359,-85.389,-156.71,-71.537,-114.184,-56.499,-116.621,-57.768,-117.694,-59.561,
"Net increase(decrease) in cash & cash equivalents",-72.728,-12.463,18.772,-13.704,-67.844,-52.633,61.647,-51.531,13.84,-31.007,50.401,,,,,,,,,,,,
"Cash & Cash Equivalent beginning of period",81.684,81.684,62.912,62.912,130.756,130.756,69.109,69.109,55.269,55.269,4.868,,,,,,,,,,,,
"Cash & Cash Equivalent end of period",8.956,69.221,81.684,49.208,62.912,78.123,130.756,17.578,69.109,24.262,55.269,,,,,,,,,,,,

Ratios,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"16 Nov 2020","22 Apr 2020","29 Oct 2019","13 May 2019","22 Oct 2018","23 Apr 2018","31 Oct 2017","2 May 2017","31 Oct 2016","3 May 2016","4 Nov 2015","4 May 2015","30 Oct 2014","6 May 2014","23 Oct 2013","25 Apr 2013","22 Oct 2012","19 Apr 2012","21 Oct 2011","26 Apr 2011","21 Oct 2010","22 Apr 2010",
"Turnover Per Share",706.43,754.75,744.82,733.42,711.47,698.4,701.11,695.53,700.09,678.52,688.26,683.75,468.47,479.93,468.16,454.56,513.43,483.33,435.08,416.75,373.67,354.97,
"Price/Sales Per Share",0.85,1.64,2.14,2.77,2.89,2.83,3.24,3.38,3.28,3.15,3.52,4.07,4.5,3.69,4.2,4.33,3.7,3.29,3.67,3.96,4.69,3.88,
"Price/Net Asset Value",0.25,0.45,0.56,0.7,0.7,0.67,0.78,0.79,0.79,0.75,0.88,1.05,0.86,0.78,0.88,0.99,1.01,0.85,0.89,0.95,0.95,0.84,
"Price/Cash Flow",8.63,286.88,143.04,-3129.23,120.35,548.61,-651.58,-11190.48,-544.79,10190.48,108.84,92.36,60.38,112.13,96.37,453.92,99.11,-1063.55,104.93,127.27,342.58,222.1,
"Return on Capital Employed",-8.13,0.58,2.51,3.57,4.84,5.45,6.13,7.36,7.44,8.29,13.38,16.38,11.73,10.98,16.33,12.11,7.63,7.42,4.14,8.32,8.33,9.73,
"Return on Stockholder Funds",-13.88,0.94,3.9,5.4,6.91,8.37,8.78,11.44,11.56,12.79,19.14,24.39,16.95,15.67,22.89,17.12,11.67,14.05,6.97,15.34,12.87,16.23,
"Return on Total Assets",7.23,7.66,7.59,7.53,7.42,7.3,7.18,7.35,7.46,7.29,7.31,7.56,9.68,5.93,8.44,5.84,7.02,7.25,7.61,9.7,7.62,8.41,
"Operating Profit Margin",45.95,48.79,50.11,50.73,50.97,51.28,50.67,51.92,51.91,51.04,50.63,52.19,83.83,47.48,67.02,45.02,54.9,57.46,60,63.42,64.9,57.67,
"Net Profit Margin",-105.06,7.15,30.34,43.1,57.05,70.54,75.58,96.72,94.31,106.42,162.35,187.73,156.08,83.39,169.25,90.32,51.07,53.37,-1.59,70.22,56.65,74.26,
"Debt : Equity",0.79,0.68,0.67,0.65,0.62,0.62,0.62,0.62,0.65,0.63,0.63,0.77,0.57,0.54,0.59,0.58,0.59,0.86,0.75,0.72,0.58,0.58,
"Interest Cover",,,,,,,,,,,,,4.36,1.24,2,1.31,1.98,1.96,2.03,2.04,1.86,1.58,
"Current Ratio",0.21,0.2,0.15,0.31,0.1,0.42,0.14,0.36,0.19,0.12,0.09,0.08,0.14,0.11,0.08,0.06,0.08,0.2,0.12,0.26,0.15,0.18,
"Dividend Cover",,,0.55,0.77,1,1.22,1.3,1.64,1.68,1.86,2.97,3.33,1.91,2.1,3.24,2.16,1.93,1.83,0.97,2.05,1.81,2.04,
"Debtors Collection Period",55.08,43.51,44.67,44.47,50.27,52.59,57.5,57.49,52.83,42.32,45.55,67.95,99.4,77.5,82.13,76.47,69.8,102.34,84.61,102.8,99.29,83.7,
"Operating Return on Investment",7.22,7.66,7.59,7.68,7.44,7.49,7.22,7.41,7.49,7.3,7.2,7.48,6.32,6.8,6.25,6.38,6.54,6.44,6.54,6.27,6.59,6.9,
"Operating Income : Turnover",45.14,48.02,49.15,49.81,49.99,50.26,49.68,50.98,51.34,50.66,50.27,50.25,46.01,47.07,44.72,44.7,46.65,46.35,46.68,46.75,50.44,51.64,
"Admin & Collection Fees : Turnover",0.05,0.05,0.04,0.04,0.04,0.06,0.04,0.04,0.04,0.04,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.05,,0.04,,
