sens_title,Date,text 
Disclosure Of Significant Holding Of Bidcorp Ordinary Shares,28 May 2020,"Disclosure Of Significant Holding Of Bidcorp Ordinary Shares: 
Disclosure Of Significant Holding Of Bidcorp Ordinary Shares

Bid Corporation Limited
(Incorporated in the Republic of South Africa)
Registration number: 1995/008615/06
Share Code: BID
ISIN ZAE 000216537
(“Bidcorp” or “the company”)

DISCLOSURE OF SIGNIFICANT HOLDING OF BIDCORP ORDINARY SHARES

In compliance with Section 122(3) (b) of the Companies Act, 2008 (Act 71 of 2008), as amended
(“Companies Act”) and paragraph 3.83(b) of the Listings Requirements of the JSE Limited (“JSE”),
shareholders are advised that on Thursday, May 28th 2020, Bidcorp received notification in terms of
section 122 (1) of the Companies Act that Coronation Asset Management (Pty) Ltd (“Coronation”), on
behalf of their clients, has acquired a beneficial interest in the securities of the company, such that
their entire beneficial interest amounts to 5,13% of the total number of securities in issue.

As required in terms of section 122(3) (a) of the Companies Act, Bidcorp has filed the required notice
with the Takeover Regulation Panel (“TRP”).


Date: May 28th 2020
Johannesburg

Sponsor:        The Standard Bank of South Africa Limited

Date: 28-05-2020 04:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Disclosure Of Significant Holding Of Bidcorp Ordinary Shares,20 Apr 2020,"Disclosure Of Significant Holding Of Bidcorp Ordinary Shares: 
Disclosure Of Significant Holding Of Bidcorp Ordinary Shares

Bid Corporation Limited
(Incorporated in the Republic of South Africa)
Registration number: 1995/008615/06
Share Code: BID
ISIN ZAE 000216537
(“Bidcorp” or “the company”)

DISCLOSURE OF SIGNIFICANT HOLDING OF BIDCORP ORDINARY SHARES

In compliance with Section 122(3) (b) of the Companies Act, 2008 (Act 71 of 2008), as amended
(“Companies Act”) and paragraph 3.83(b) of the Listings Requirements of the JSE Limited (“JSE”),
shareholders are advised that on Monday, April 20th 2020, Bidcorp received notification in terms of
section 122(1) of the Companies Act that J P Morgan Chase & Co (“JP Morgan”) has disposed of a
beneficial interest in the securities of the company, such that their entire beneficial interest amounts
to 9,71% of the total number of securities in issue (previously held 11,78% of the total number of
securities in issue).

As required in terms of section 122(3) (a) of the Companies Act, Bidcorp has filed the required notice
with the Takeover Regulation Panel (“TRP”).


Date: April 20th 2020
Johannesburg

Sponsor:        The Standard Bank of South Africa Limited

Date: 20-04-2020 05:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Dealings in securities,15 Apr 2020,"Dealings in securities: 
Dealings in securities

Bid Corporation Limited
(Incorporated in the Republic of South Africa)
Registration number: 1995/008615/06
Share code: BID ISIN ZAE 000216537
(“Bidcorp” or “the company”)

DIRECTOR’S DEALINGS IN SECURITIES

In compliance with paragraphs 3.63 – 3.74 of the Listings Requirements of the JSE Limited, the following
information is disclosed in relation to the dealing in the company’s securities:

Non-executive director:                  B Joffe
Associate:                               JDL Trust
Date of transaction:                     April 14 2020
Number of shares sold:                   25,000
Selling price:                           R244.1110
Total value of transaction:              R6,102,775.00
Class of shares:                         Ordinary shares
Nature of transaction:                   Disposal of shares on behalf of
                                         JDL Holdings (Pty) Ltd, a subsidiary of JDL Trust
Nature of interest:                      Indirect beneficial


Clearance in terms of paragraph 3.66 was obtained from the Chairman of the Board.
All the dealings in securities were done on-market.



Date: April 15 2020
Johannesburg

Sponsor: The Standard Bank of South Africa Limited

Date: 15-04-2020 05:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
COVID-19: Impact On Bidcorp,14 Apr 2020,"COVID-19: Impact On Bidcorp: 
COVID-19: Impact On Bidcorp

Bid Corporation Limited
(Incorporated in the Republic of South Africa)
Registration number: 1995/008615/06
Share code: BID
ISIN: ZAE000216537
(‘Bidcorp’ or ‘the Company’ or ‘Group’)

COVID-19: IMPACT ON BIDCORP

Shareholders are advised Bidcorp today, Tuesday, April 14 2020, wishes to
update the market on the trading environment across its operations, with
particular emphasis on the impacts of the COVID-19 crisis. This is in terms of
the requirement of issuers to assess the impact, if any, that the outbreak may
have on business operations and an issuers disclosure obligation in terms of
the JSE Listings Requirements.

Bidcorp’s UK logistics activities (Bestfood Contract Distribution and PCL),
which were classified as Discontinued Operations, were exited fully at the
beginning of March 2020 as expected and within the terms and conditions as
previously outlined.

Management comments as follows on Bidcorp’s operations around the world:
   •   The safety of our employees is top of mind, securing their health, well-
       being and where possible, maintaining their incomes in order that they
       can emerge from this crisis employed and motivated.
   •   Furthermore, maintaining our relationships with our customers and
       suppliers is a priority as all parties navigate the significant and rapidly
       changing fallout from this crisis.

Current trading performance and overall market conditions

   •   Trading for the 9 months to March 31 2020 (on a like-for-like basis,
       excluding the impact of IFRS 16) has held up reasonably well and
       broadly in line with expectations (measured in home currencies),
       however the full effects of the COVID-19 crisis across many of our
       operations only appeared in the second half of March and the full impact
       will become evident from April onwards.
   •   Being part of the food distribution industry, all our businesses have been
       designated as essential services and have continued operating in all
       geographies. Demand for food products has substantially diminished in
       many discretionary spend sectors, particularly across hotels,
       restaurants, pubs, leisure and travel related segments. Our businesses
       are actively seeking solutions for each market and attempting to replace
       a small portion of this lost revenue in new channels, such as home
       delivery and supply to other retail related channels.
   •   Non-discretionary activities to institutional customers continues,
       including serving customers such as hospitals, aged care, prisons, the
       military and government departments in many of our businesses. We are
       experiencing an uptick in demand generally from these segments but
       expect this to normalise once the consumer panic and stockpiling eases.
       We are sharing the experiences of operations in geographies that are
       ahead of others in the crisis, to pre-empt some of the sales opportunities
       and cost saving measures where possible.
   •   We are very proud to be part of governmental programs in several
       countries to provide food and care packages to the most vulnerable
       members of society via home delivery, during the very difficult and strict
       lockdown period. Our staff who are involved with this are to be
       commended and thanked for their valued and selfless contribution.
   •   It is very difficult to quantify the exact amount of decline we are
       experiencing as different countries are at different stages of the crisis
       and have implemented various strategies to fight the virus, which have
       a differing impact on our end-customer base, and vary from week to
       week. In China, we are seeing a very encouraging and quick bounce
       back in demand, and our volumes are quickly approaching the levels of
       a year ago. In our other major geographies, we are currently
       experiencing a short-term decline of volumes of between 45% to 70%
       relative to weekly volumes achieved during the comparative period in
       2019.

Actions being undertaken by the businesses in the current environment

Workplaces:
   •   Cleanliness and food safety have always been a top priority in our
       businesses, however we have increased compliance throughout our
       work environments, as well as additional hygiene standards and
       requirements such as masks and sanitizers, as each environment and
       jurisdiction recommend and legislates.
   •   Social distancing is implemented in operations with teams working
       separate shifts and between shifts sanitizing and clean down to prevent
       any potential risk of cross contamination.
   •   Working remotely has been encouraged wherever possible.
   •   Discretionary travel and commuting have been discontinued.

Costs:
   •   All our businesses are experiencing reduced levels of activity and we
       must be innovative on how we protect our staff yet manage the cost
       base. In some areas we have reduced working hours to 60% - 80% of
       the normal shift and have requested staff to take annual / unpaid leave
       where possible to assist in managing these costs down and to protect
       jobs wherever possible. We have also unfortunately had to temporarily
       stand down and furlough some employees. There is quite a bit of fluidity
       regarding various government wage assistance schemes in respect of
       eligibility, timing and coverage. We are doing our best to access these in
       all countries where we qualify. The Group is cognisant of the need to
       retain as much human capital capacity as we are able to in order to
       scale-up as quickly as circumstances allow once normality returns in our
       various territories.
   •   The Board and executive management are taking a 30% reduction in
       fees / salary for the fourth quarter of F2020 (and beyond if need be) to
       help support the business. All businesses have also implemented salary
       reduction initiatives to align themselves with the impacts in the general
       workforces.
   •   Wherever possible other variable costs are being downscaled, and the
       lower level of activity assists in this, in areas such as fuel, electricity and
       waste. We own a substantial portion of our properties and fleet, and
       where we don’t, we are actively negotiating property rental reductions as
       well as fleet dehires.

Liquidity:
   •   Our priority is to make sure that in our decentralised environment, our
       operations have sufficient liquidity for their requirements. We believe the
       Group has sufficient liquidity for the foreseeable future in terms of
       headroom and we are working with our banking partners to further
       increase liquidity. The Group has available to it, as at March 31 2020,
       headroom and facilities of R9,6 billion (£425 million) which is in addition
       to our existing net debt. For reference, our total net debt at
       December 31 2019 was R4,9 billion.

Debt covenants:
   •   The Group’s debt covenants sit at 2,5x net debt to EBITDA and interest
       cover ratio of EBITDA to net consolidated finance costs (excluding the
       effects of IFRS16) of not less than 5x. As at December 2019, the Group
       was well within its covenants with its net debt to EBITDA ratio at 0,6x
       and the interest cover ratio at 27x.

Working capital:
   •   To date the working capital cycle has been well-managed by our
       operations across the Group. However, we do expect there to be stress
       in our customer base and detailed work is being undertaken to
       understand the impact of this. In many businesses, we insure a
       proportion of the credit book. We do understand that there will be an
       element of our customer base that may struggle to pay us in agreed
       terms, and we are proactively managing this on a customer by customer
       basis. It must be emphasised that a number of our customers are still
       open and trading, although some at much-reduced rates than before.
   •   Furthermore, work is being undertaken to understand the impact of
       obsolescence on our inventory. Our businesses have already
       undertaken initiatives to reduce exposure to short dated stock. We
       generally carry a broad range of ambient and frozen products all of which
       have longer shelf lives, but all stock is being carefully monitored. There
       is not a major financial loss anticipated at this stage, as inventory usage
       was very actively monitored and actioned on short life product.
   •   We do expect working capital pressures to become more evident once
       the market reopens in particular with regard to customers credit cycle.

Strategic initiatives

   •   Bidcorp’s current strategy is to ensure the sustainability of the
       businesses in the current environment. As jurisdictions around the world
       are being subject to quarantine and lockdown regulations from
       governments, new sales opportunities are being sought such as the
       supply of food into retail environments, direct to retail customer sales via
       ecommerce platforms, growth in restaurant and hotel kitchens where
       they are being used to prepare pre-cooked meals for collection, home
       delivery and many different government feeding initiatives (quarantine
       centers, temporary hospitals and frontline healthcare worker
       accommodation).
   •   Acquisition opportunities in the foodservice space will become evident
       but it is premature to be exploring these in the current environment.
       There is the possibility of market share gains should competitors, without
       the financial strength of Bidcorp, exit the industry.
   •   We have cut back on any discretionary spend in capex and other
       business expenses. We are also scaling back any large capex plans for
       future years until we have greater clarity on the outlook.
   •   Our ecommerce platform has been adapted to cater for retail customers,
       who can either collect or want home delivery. There has been good take-
       up of home deliveries in many countries, but this remains a fringe activity.
       Our ecommerce platform has seen good growth during this period, and
       our development team have implemented some great features and
       enhancements to our offering, which will greatly benefit our digital
       platforms in the future.

Prospects

Management’s expectations for F2020 remain unquantifiable under the current
uncertain and unpredictable environment.
Commenting on today's announcement Bernard Berson, Chief Executive
Officer of Bidcorp, said:
   •   ""Bidcorp’s strength lies in its strong and decentralised management
       teams who are best placed to navigate the crisis at the coalface in each
       of its operating jurisdictions. Bidcorp is financially strong and enters this
       period of uncertainty with relatively low levels of gearing and a robust
       business model. Our businesses are designated essential services
       which means we are playing a critical role in servicing those most
       affected by the crisis.”
   •   ""I am very proud of the dedication and courage of our people around the
       world during these challenging times as we contemplate the new normal
       future. Tough conditions don’t last forever but tough teams do.”
   •   “We strongly believe in our business model and that our customers and
       demand will bounce back over time. There will be opportunities for us to
       explore in our operating geographies and beyond in the months to come,
       and we have an amazing team of people around the world who are up
       to the challenge and will ensure our market leading position and great
       operational excellence continue as the world recovers from this dark
       chapter.”

Shareholders will be kept informed on an ongoing basis as further information
comes to light.

The information contained in this announcement has not been reviewed or
reported on by the Group’s external auditors.

______________________________________________________________


Date:    April 14 2020
Johannesburg

Sponsor:     The Standard Bank of South Africa Limited

Date: 14-04-2020 09:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Dealing in securities,31 Mar 2020,"Dealing in securities: 
Dealing in securities

Bid Corporation Limited
(Incorporated in the Republic of South Africa)
Registration number: 1995/008615/06
Share code: BID ISIN ZAE 000216537
(“Bidcorp” or “the company”)

DIRECTOR’S DEALINGS IN SECURITIES

In compliance with paragraphs 3.63 – 3.74 of the Listings Requirements of the JSE Limited, the following
information is disclosed in relation to the dealing in the company’s securities:

Non-executive director:                  B Joffe
Associate:                               JDL Trust
Date of transaction:                     March 30 2020
Number of shares sold:                   25,000
Selling price:                           R203.4232
Total value of transaction:              R5,085,580.00
Class of shares:                         Ordinary shares
Nature of transaction:                   Disposal of shares on behalf of
                                         JDL Holdings (Pty) Ltd, a subsidiary of JDL Trust
Nature of interest:                      Indirect beneficial

Clearance in terms of paragraph 3.66 was obtained from the Chairman of the Board.
All the dealings in securities were done on-market.


Date: March 31 2020
Johannesburg

Sponsor: The Standard Bank of South Africa Limited

Date: 31-03-2020 02:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Disclosure Of Significant Holding Of Bidcorp Ordinary Shares,30 Mar 2020,"Disclosure Of Significant Holding Of Bidcorp Ordinary Shares: 
Disclosure Of Significant Holding Of Bidcorp Ordinary Shares

Bid Corporation Limited
(Incorporated in the Republic of South Africa)
Registration number: 1995/008615/06
Share Code: BID
ISIN ZAE 000216537
(“Bidcorp” or “the company”)

DISCLOSURE OF SIGNIFICANT HOLDING OF BIDCORP ORDINARY SHARES

In compliance with Section 122(3) (b) of the Companies Act, 2008 (Act 71 of 2008), as amended
(“Companies Act”) and paragraph 3.83(b) of the Listings Requirements of the JSE Limited (“JSE”),
shareholders are advised that on Friday, March 27th 2020, Bidcorp received notification in terms of
section 122 (1) of the Companies Act that Genesis Investment Management LLP (“Genesis”) has
acquired a beneficial interest in the securities of the company, such that their entire beneficial interest
amounts to 5,08% of the total number of securities in issue.

As required in terms of section 122(3) (a) of the Companies Act, Bidcorp has filed the required notice
with the Takeover Regulation Panel (“TRP”).


Date: March 30th 2020
Johannesburg

Sponsor:         The Standard Bank of South Africa Limited

Date: 30-03-2020 09:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Dealings in securities,23 Mar 2020,"Dealings in securities: 
Dealings in securities

Bid Corporation Limited
(Incorporated in the Republic of South Africa)
Registration number: 1995/008615/06
Share code: BID ISIN ZAE 000216537
(“Bidcorp” or “the company”)

DIRECTOR’S DEALINGS IN SECURITIES

In compliance with paragraphs 3.63 – 3.74 of the Listings Requirements of the JSE Limited, the following
information is disclosed in relation to the dealing in the company’s securities:

Non-executive director:                  B Joffe
Associate:                               JDL Trust
Date of transaction:                     March 23 2020
Number of shares sold:                   25,000
Selling price:                           R193.0192
Total value of transaction:              R4,825,480.00
Class of shares:                         Ordinary shares
Nature of transaction:                   Disposal of shares on behalf of JDL Holdings (Pty) Ltd, a
                                         subsidiary of JDL Trust
Nature of interest:                      Indirect beneficial

Clearance in terms of paragraph 3.66 was obtained from the Chairman of the Board.
All the dealings in securities were done on-market.


Date: March 23 2020
Johannesburg

Sponsor: The Standard Bank of South Africa Limited

Date: 23-03-2020 02:30:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Dealing in Securities,16 Mar 2020,"Dealing in Securities: 
Dealing in Securities

Bid Corporation Limited
(Incorporated in the Republic of South Africa)
Registration number: 1995/008615/06
Share code: BID ISIN ZAE 000216537
(“Bidcorp” or “the company”)

DIRECTOR’S DEALINGS IN SECURITIES

In compliance with paragraphs 3.63 – 3.74 of the Listings Requirements of the JSE Limited, the following
information is disclosed in relation to the dealing in the company’s securities:

Executive director:                      D E Cleasby
Date of transaction:                     March 12 2020
Number of shares bought:                 1,500
Price per share:                         R258.4967
Total value of transaction:              R387,745.00
Class of shares:                         Ordinary shares
Nature of transaction:                   Purchase of ordinary shares by a director
Nature of interest:                      Direct beneficial


Non-executive director:                  B Joffe
Associate:                               JDL Trust
Date of transaction:                     March 12 2020
Number of shares sold:                   4,000
Selling price:                           R260.0000
Total value of transaction:              R1,040,000.00
Class of shares:                         Ordinary shares
Nature of transaction:                   Disposal of shares on behalf of
                                         JDL Holdings (Pty) Ltd, a subsidiary of JDL Trust
Nature of interest:                      Indirect beneficial


Clearance in terms of paragraph 3.66 was obtained from the Chairman of the Board.
All the dealings in securities were done on-market.



Date: March 16 2020
Johannesburg

Sponsor: The Standard Bank of South Africa Limited

Date: 16-03-2020 01:00:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Disclosure Of Significant Holding Of Bidcorp Ordinary Shares,5 Mar 2020,"BID : Disclosure Of Significant Holding Of Bidcorp Ordinary Shares: 
Bid Corporation Limited
(Incorporated in the Republic of South Africa)
Registration number: 1995/008615/06
Share Code: BID
ISIN ZAE 000216537
(""Bidcorp"" or ""the company"")


DISCLOSURE OF SIGNIFICANT HOLDING OF BIDCORP ORDINARY SHARES

In compliance with Section 122(3) (b) of the Companies Act, 2008 (Act 71 of 2008), as amended
(""Companies Act"") and paragraph 3.83(b) of the Listings Requirements of the JSE Limited,
shareholders are advised that on March 3rd 2020 Bidcorp received notification in terms of section
122(1) of the Companies Act that JP Morgan Chase & Co has acquired a beneficial interest in the
securities of the company, such that their entire beneficial interest amounts to 11,78% of the total
number of securities in issue.

As required in terms of section 122(3) (a) of the Companies Act, Bidcorp has filed the required notice
with the Takeover Regulation Panel.


Date: March 5 2020
Johannesburg

Sponsor:        The Standard Bank of South Africa Limited

Date: 05-03-2020 07:15:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Disclosure of Significant Holdings of Bidcorp Ordinary Shares,26 Feb 2020,"Disclosure of Significant Holdings of Bidcorp Ordinary Shares: 
Disclosure of Significant Holdings of Bidcorp Ordinary Shares
Bid Corporation Limited
(Incorporated in the Republic of South Africa)
Registration number: 1995/008615/06
Share Code: BID
ISIN ZAE 000216537
(“Bidcorp” or “the company”)
DISCLOSURE OF SIGNIFICANT HOLDING OF BIDCORP ORDINARY SHARES
In compliance with Section 122(3) (b) of the Companies Act, 2008 (Act 71 of 2008), as amended
(“Companies Act”) and paragraph 3.83(b) of the Listings Requirements of the JSE Limited (“JSE”),
shareholders are advised that:
    -   on February 25th 2020, Bidcorp received notification in terms of section 122(1) of the
        Companies Act that J P Morgan Chase & Co (“JP Morgan”) has disposed of a beneficial interest
        in the securities of the company, such that their entire beneficial interest amounts to 9,88%
        of the total number of securities in issue (previously held 10,32% of the total number of
        securities in issue);
    -   on February 26th 2020 Bidcorp received notification in terms of section 122(1) of the
        Companies Act that GIC Private Limited (“GIC”) has acquired a beneficial interest in the
        securities of the company, such that their entire beneficial interest amounts to 5,04% of the
        total number of securities in issue.
As required in terms of section 122(3) (a) of the Companies Act, Bidcorp has filed the required notices
with the Takeover Regulation Panel (“TRP”).
Date: February 26th 2020
Johannesburg
Sponsor:        The Standard Bank of South Africa Limited
Date: 26-02-2020 05:25:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Unaudited Results For The Half-Year Ended December 31 2019,19 Feb 2020,"BID : Unaudited Results For The Half-Year Ended December 31 2019: https://senspdf.jse.co.za/documents/2020/jse/isse/bide/HY_19.pdf
Unaudited Results For The Half-Year Ended December 31  2019

Bid Corporation Limited 
(Incorporated in the Republic of South Africa) 
Registration number: 1995/008615/06 
Share Code: BID 
ISIN ZAE 000216537 
(""Bidcorp"" or ""group"" or ""company"") 
 

UNAUDITED RESULTS FOR THE HALF?YEAR ENDED DECEMBER 31  2019 

BIDCORP 
-    is a complete foodservice offering  
-    serves multiple customer segments 
-    is internationally diversified across developed and emerging markets 
-    people are entrepreneurial and incentivised to be so 
-    has a proven decentralised business model and best practice learnings are widely shared 
-    growth is organic, acquisitive?organic through bolt?ons, and acquisitive 
-    believes that balance sheet strength with low debt is a strong competitive advantage 
-    proprietary technology enhances customer relationships and efficiencies 
-    is environmentally conscious 
 

It's all about the food, service and technology. 
 
Financial highlights - continuing operations 
-        Revenue +3,2% to R68,2 billion 
-        Trading Profit +9,2% to R3,6 billion (constant currency trading profit +9,2%) 
-        HEPS +4,0% to 728,3 cents (constant currency HEPS +4,1%) 
-        Cash generated by continuing operations after working capital +61,4% to R4,1 billion 
-        Interim dividend declared +6,5% to 330,0 cents per share 
 
Dividend declaration 
 
In line with the group dividend policy, the directors declared an interim cash dividend of 330,0 cents 
(264,0 cents net of dividend withholding tax, where applicable) per ordinary share for the half?year 
ended December 31  2019 to those members registered on the record date, being Friday, 
March 27  2020. 
 
Share code:                                    BID 
ISIN:                                         ZAE000216537 
Company registration number:                     1995/008615/06 
Company tax reference number:                     9040946841 
Gross cash dividend amount per share:              330,0 cents 
Net dividend amount per share:                    264,0 cents 
Issued shares at declaration date ('000):          335 404 
Declaration date:                               Wednesday, February 19  2020 
Last day to trade cum dividend:                   Tuesday, March 24  2020 
First day to trade ex dividend:                  Wednesday, March 25  2020 
Record date:                                   Friday, March 27  2020 
Payment date:                                  Monday, March 30  2020 

 
Share certificates may not be dematerialised or rematerialised between Wednesday, March 25  2020 
and Friday, March 27  2020, both days inclusive. 
 
This short form announcement (including constant currency information included for illustrative 
purposes only) is the responsibility of the directors and is only a summary of the information in the 
full announcement.  The information in this announcement has not been audited, neither has the 
announcement itself been audited. Any investment decision should be based on the full 
announcement published on: 

      - JSE SENS: https://senspdf.jse.co.za/documents/2020/jse/isse/bide/HY_19.pdf  
      - the company's website:  http://www.bidcorpgroup.com/index.php   
 
Bidcorp's online unaudited results for the half-year ended December 31  2019 link: 
 https://www.bidcorp-reports.com/results/interim-results-2020/index.php 
 
Hard copies of the full announcement may also be requested from the sponsor, Standard Bank, or 
from the company's registered office, at no charge, during office hours.  
 
 
 
Date: February 19  2020 
Johannesburg 
 
Sponsor:        The Standard Bank of South Africa Limited 
 




 

Date: 19-02-2020 07:05:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
Trading Statement,17 Feb 2020,"BID : Trading Statement: 
Bid Corporation Limited
(Incorporated in the Republic of South Africa)
Registration number: 1995/008615/06
Share Code: BID
ISIN ZAE 000216537
(""Bidcorp"" or ""the company"")


TRADING STATEMENT

In terms of paragraph 3.4(b) of the Listings Requirements of the JSE Limited, Bidcorp is required to
publish a trading statement as soon as it is satisfied that a reasonable degree of certainty exists that
the financial results for the 6 months ended December 31 2019, will differ by at least 20% from
those of the previous corresponding 6 months ended December 31 2018.

Shareholders are advised that:

As a result of the capital write-offs incurred in the discontinued operations in the comparative
period, basic earnings per share (""EPS"") from total operations is expected to be between 20% (674,5
cents per share) and 22% ( 685,8 cents per share) higher than the comparative period (2019: 562,1
cents per share) and headline earnings per share (""HEPS"") from total operations is expected to be
between 4% (707,7 cents per share) and 6% (721,3 cents per share) higher than the comparative
period (2019: 680,5 cents per share).

In respect of continuing operations, HEPS is expected to be between 3% (721,2 cents per share) and
5% (735,2 cents per share) higher than the comparative period (2019: 700,2 cents per share) and
EPS is expected to be between 3% (719,7 cents per share) and 5% ( 733,6 cents per share) higher
than the comparative period (2019: 698,7 cents per share), reflecting the challenging trading
environment in many of our operational geographies.

It is expected that Bidcorp will release its half-year results for the six months ended December 31
2019 on or about February 19 2020. The information above has not been reviewed and reported on
by the Group's auditors.


Date:           February 17 2020
                Johannesburg

Sponsor:        The Standard Bank of South Africa Limited

Date: 17-02-2020 07:05:00
Produced by the JSE SENS Department. The SENS service is an information dissemination service administered by the JSE Limited ('JSE'). 
The JSE does not, whether expressly, tacitly or implicitly, represent, warrant or in any way guarantee the truth, accuracy or completeness of
 the information published on SENS. The JSE, their officers, employees and agents accept no liability for (or in respect of) any direct, 
indirect, incidental or consequential loss or damage of any kind or nature, howsoever arising, from the use of SENS or the use of, or reliance on,
 information disseminated through SENS."
