"Other Long-Term Liabilities",,,133,,,,
"Total Long-Term Liabilities",,,133,,,,
"Creditors and Provisions",671,2968,3231,1702,846,3258,
"Other Current Liabilities",,55,21,503,400,,
"Total Current Liabilities",671,3023,3252,2205,1246,3258,
"Total Liabilities",671,3023,3385,2205,1246,3258,
"Total Equity and Liabilities",162375,164757,156198,156818,160066,157544,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (5m)",
,"8 Sep 2020","24 Mar 2020","6 Sep 2019","29 Mar 2019","12 Sep 2018","3 Apr 2018",
"Exchange Rate (period end)",17.33,14.06,14.09,14.43,13.75,12.38,
"Exchange Rate (weighted average)",15.17,14.45,14.2,13.25,12.85,13.45,
"Number of Shares in Issue (Actual)",1467734444,1163030183,838752968,838752968,816528346,756305819,
"Weighted Average Shares in Issue (Actual)",1467734444,1163030183,838752968,838752968,816528346,756305819,
"Market Capitalisation (R'000)",293547,255867,268401,1509755,1134974,,
"Number of Months",6,12,6,12,6,5,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (5m)",
,"8 Sep 2020","24 Mar 2020","6 Sep 2019","29 Mar 2019","12 Sep 2018","3 Apr 2018",
"Earnings Per Share (ZARc)",-1.37,-5.06,-1.99,-9.94,-7.2,-7.67,
"Diluted Earnings Per Share (ZARc)",-1.37,-5.06,-1.99,-9.94,-7.2,-7.67,
"Headline Earnings Per Share (Cont Ops) (ZARc)",-1.37,-5.06,-1.99,-9.94,-7.2,-7.67,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",,-5.06,,,,,
"Net Asset Value Per Share (ZARc)",191.5,196.14,257.71,266.96,268.26,252.43,
"Cash Generated Per Share",-0.09,0.42,-0.18,-0.72,-0.56,-0.66,
"Earnings Per Share (Base Currency)",-0.09,-0.36,-0.14,-0.75,-0.56,-0.57,
"Diluted Earnings Per Share (Base Currency)",-0.09,-0.36,-0.14,-0.75,-0.56,-0.57,
"Headline Earnings Per Share (Cont) (Base Currency)",-0.09,-0.36,-0.14,-0.75,-0.56,-0.57,
"Diluted Headline Earnings Per Share(Cont)(BaseCur)",,-0.36,,,,,
"Net Asset Value Per Share (Base Currency)",11.05,13.95,18.29,18.5,19.51,20.39,
"Price at Period End (Base Currency)",1,2,2,12,10,,
"JSE Market Price High (ZARc)",56,180,180,500,500,,
"JSE Market Price Low (ZARc)",14,19,31,70,137,,
"JSE Market Price at Period End (ZARc)",20,22,32,180,139,,
"JSE Volume Traded (Actual)",19329312,23231743,3845669,5105538,1748231,,
"JSE Rand Value Traded (Actual)",3821670,7889026,3688793,7600633,3104480,,
"12 Month HEPS",-4.44,-5.06,-4.73,-9.94,-14.4,-18.4,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (5m)",
,"8 Sep 2020","24 Mar 2020","6 Sep 2019","29 Mar 2019","12 Sep 2018","3 Apr 2018",
"Net Cash flow from operating activities",-1368,4924,-1528,-6054,-4604,-4957,
"Net cash flow from investing activities",-4324,-6334,-2835,-17044,-11038,-28067,
"Net cash flow from financing activities",-11,12563,-54,13144,13144,4177,
"Net increase(decrease) in cash & cash equivalents",-5703,1305,-4417,-9954,-2497,-28847,
"Cash & Cash Equivalent beginning of period",7579,6187,6187,16455,16455,42610,
"Translation effects on cash & cash equivalents",-35,86,-45,-315,261,2693,
"Cash & Cash Equivalent end of period",1840,7579,1725,6187,14219,16455,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (5m)",
,"8 Sep 2020","24 Mar 2020","6 Sep 2019","29 Mar 2019","12 Sep 2018","3 Apr 2018",
"Return on Capital Employed",-1.63,-2.6,-1.54,-4.05,-5.76,-6.76,
"Return on Shareholder Funds",-1.63,-2.6,-1.54,-4.05,-5.76,-6.76,
"Return on Total Assets",-1.63,-2.54,-1.48,-3.99,-6.09,-10.92,
"Operating Profit Margin",-4859.26,-7854.72,-6057.89,-8453.42,-24355,-13974.51,
"Net Profit Margin",-4977.78,-7930.19,-6189.47,-8587.67,-22855,-8517.65,
"Interest Cover",-131.2,-277.53,-164.43,-76.19,-2279,-109.31,
"Quick Ratio",3.17,2.64,0.71,2.96,11.66,5.14,
"Current Ratio",3.17,2.64,0.71,2.96,11.66,5.14,
"Debtors Collection Period",1919.63,2472.36,5455.79,1725,2847,837.95,
"Price : Earnings",-4.5,-4.35,-6.77,-18.11,-9.65,,
"Sales Per Share (Base Currency)",,,,0.01,,0.02,
"Price/Sales Per Share",313.09,344.74,501.35,1249.02,2041.32,,
"Price/Net Asset Value",0.1,0.11,0.12,0.68,0.51,,
"Price/Cash Flow",-24.72,3.74,-25.24,-17.35,-35.71,,
"NAV%Price",957.5,891.55,805.34,148.31,192.99,,
"Liquidity%",-407.75,162.88,-90.28,-274.56,-739,-365.16,
"Cash Flow:Attributable Profit",2.04,-1.17,2.6,0.97,1.89,1.65,
"Cash/Equity (%)",1.14,4.69,1.13,4,8.95,10.67,
"PEG Ratio",-0.46,-0.45,0.23,0.61,,,

