"Current Assets",1470.697,1513.835,1883.814,2457.236,2034.325,916.071,1028.952,3019.172,1718.496,482.378,337.196,676.208,137.926,87.4,95.339,472.488,34.642,29.067,85.8,9.718,
"Total Assets",13730.822,14052.225,13905.504,18416.539,21654.695,22765.181,22646.054,25253.814,19101.906,18949.854,15242.551,8660.483,7852.361,7213.468,5474.837,5205.56,4670.988,3913.804,3587.476,2982.637,
"Creditors",333.03,245.647,209.838,182.108,351.799,152.216,293.984,551.607,244.347,333.881,191.371,59.09,64.503,57.566,31.3,31.896,33.608,39.072,60.76,172.476,
"Dividends",,,,,,,,,,,,235.911,196.936,187.468,165.363,136.967,105.888,94.49,48.898,,
"Receiver of Revenue",83.159,47.826,38.314,,,,,,1.468,5.177,7.863,,,,,,,,,,
"Bank O/D & S/T Loans",9588.979,9651.856,10131.357,5262.296,5856.984,4891.091,4858.196,3784.95,1223.203,1369.891,1893.7,642.824,642.824,442.824,872.234,,,,,36.826,
"Other Current Liabilities",146.226,156.479,155.481,176.35,190.247,228.581,352.057,,,,,,,,,,,2.826,15.188,9.242,
"Current Liabilities",10151.394,10101.808,10534.99,5620.754,6399.03,5271.888,5504.237,4336.557,1469.018,1708.949,2092.934,937.825,904.263,687.858,1068.897,168.863,139.496,136.388,124.846,218.544,
"Net Current Assets",-8680.697,-8587.973,-8651.176,-3163.518,-4364.705,-4355.817,-4475.285,-1317.385,249.478,-1226.571,-1755.738,-261.617,-766.337,-600.458,-973.558,303.625,-104.854,-107.321,-39.046,-208.826,

Share/unit data,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (3m)",
,"3 Dec 2020","29 Jun 2020","11 Nov 2019","14 May 2019","12 Nov 2018","8 May 2018","9 Nov 2017","24 Apr 2017","7 Nov 2016","14 Apr 2016","28 Oct 2015","16 Apr 2015","5 Nov 2014","24 Apr 2014","6 Nov 2013","18 Apr 2013","25 Oct 2012","25 Apr 2012","7 Nov 2011","31 May 2011",
"Number of Linked Units Issued (Actual)",696844874,696844874,696844874,696844874,699253200,673289779,642316328,639908002,530178149,516391250,493363078,418087003,386531577,386531577,348131693,249147699,249147699,219744713,219744713,1000,
"Weighted Ave Stock Units (Actual)",696844874,696844874,696844874,696844874,661948658,648121956,603010544,563345824,517765320,424011545,424011545,394300155,379617629,372589086,284622851,226332267,226332267,219744713,64419020,1000,
"Market Capitalisation (R000)",313580,216022,236927,1393690,5160489,6126937,7001248,8139630,5704717,5138093,5525666,5476940,4232521,4263443,4247207,2927485,3014687,2142511,2164485,,
"Number of Employees",,,211,,211,,223,,,,,,,,,,,,,,

Share statistics,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (3m)",
,"3 Dec 2020","29 Jun 2020","11 Nov 2019","14 May 2019","12 Nov 2018","8 May 2018","9 Nov 2017","24 Apr 2017","7 Nov 2016","14 Apr 2016","28 Oct 2015","16 Apr 2015","5 Nov 2014","24 Apr 2014","6 Nov 2013","18 Apr 2013","25 Oct 2012","25 Apr 2012","7 Nov 2011","31 May 2011",
"Earnings Per Linked Unit (ZARc)",-9.67,-271.43,-972.14,-302.45,-163.75,40.6,392.91,188.82,300.23,294.56,61.92,46.03,80.75,93.49,96.95,90.52,152.24,34.97,156.86,2424800,
"Diluted Earnings Per Linked Unit (ZARc)",-9.67,-271.43,-972.14,-302.45,-163.75,40.6,392.91,188.82,300.23,294.56,61.92,46.03,80.75,93.49,96.95,90.52,152.24,34.97,156.86,,
"Headline Earnings Per Linked Unit (CO) (ZARc)",-47.94,-12.84,-361.52,11.13,16.13,35.04,74.51,25.56,107.78,22.17,85.55,82.1,98.6,54.79,120.53,66.79,114.13,46.09,-217.29,3502800,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",-47.94,-12.84,-361.52,11.13,16.13,35.04,74.51,25.56,107.78,22.17,85.55,,98.6,,120.53,,,,,,
"Distributions Per Linked Unit (ZARc)",,,,,92.83,63.23,128.35,60.8,119.46,56.79,110.41,52.46,99.45,48.5,92,44.5,85.5,43,22.25,,
"Net Asset Value Per Linked Unit (ZARc)",489,557,1365,954,1276,1560,1842,1609,1452,1807.81,1576.36,1280.89,1200,1162,1123,1058,1025.59,959,966.88,13181.9,
"3 Year Beta",1.98,0.51,0.57,0.56,0.57,0.76,0.91,1.12,1.04,0.44,0.01,-0.18,0.05,,,,,,,,
"Cash Generated Per Linked Unit",12.98,2.19,17.44,2.43,82.6,18.15,-37.22,-24.78,8.88,7.87,-33.17,4.34,8.09,9.86,5.1,8.09,6.91,3.14,-106.11,1540700,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,3,
"Net Asset Value Per Linked Unit (Base Currency)",489,557,1365,954,1276,1560,1842,1609,1452,1807.81,1576.36,1280.89,1200,1162,1123,1058,1025.59,959,966.88,13181.9,
"Price at Period End (Base Currency)",45,31,34,200,738,910,1090,1272,1076,995,1120,1310,1095,1103,1220,1175,1210,975,985,,
"JSE Market Price at Period End (ZARc)",45,31,34,200,738,910,1090,1272,1076,995,1120,1310,1095,1103,1220,1175,1210,975,985,,
"JSE Market Price High (ZARc)",48,48,750,750,1140,1140,1348,1348,1199,1199,1398,1398,1380,1380,1425,1250,1210,1015,1040,,
"JSE Market Price Low (ZARc)",12,24,33,184,702,875,1052,1060,811,811,1051,1064,951,1021,1034,1034,950,950,879,,
"JSE Volume Traded (Actual)",398465878,219310737,294263067,129870398,221985329,119791642,178244082,80726365,175638829,89444237,122425435,54642561,94450146,51009263,72416492,26783388,71530335,50361980,10614618,,
"JSE Rand Value Traded (Actual)",125920447,74381106,661854910,505105372,2031686125,1208708580,2094512813,945157923,1815263965,910003498,1488189584,659016515,1072810208,591948575,861670226,308469973,719579260,496645706,104194094,,
"12 Month HEPS",-47.94,-385.49,-361.52,-7.78,16.13,83.99,74.51,111.17,107.78,25.62,85.55,125.91,98.6,108.53,120.53,134.83,114.13,-62.55,-217.29,14011200,
"12 Month Dividend",,,,29.6,92.83,252.86,128.35,128.35,119.46,119.46,71.21,66.88,103.41,99.45,96,87,130,85.5,65.25,,
"Dividend Per Share (ZARc)",,,,,,,,,,,,,,,,,,,22.25,,

Cash flow items,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (3m)",
,"3 Dec 2020","29 Jun 2020","11 Nov 2019","14 May 2019","12 Nov 2018","8 May 2018","9 Nov 2017","24 Apr 2017","7 Nov 2016","14 Apr 2016","28 Oct 2015","16 Apr 2015","5 Nov 2014","24 Apr 2014","6 Nov 2013","18 Apr 2013","25 Oct 2012","25 Apr 2012","7 Nov 2011","31 May 2011",
"Cash generated by operations",,,1194.6,,1376.876,,1739.155,,1281.114,,660.108,,,,,,,,,,
"Working capital changes",,,-120.483,,-21.299,,-143.003,,-93.88,,55.809,,,,,,,,,,
"Cash generated from operations after WC",985.368,533.729,1074.114,490.08,1355.577,374.99,1596.152,593.613,1187.234,455.961,715.917,,,,,,,66.418,,75.519,
"Net Cash flow from operating activities",90.427,15.228,121.564,16.924,577.599,122.224,-239.082,-158.546,47.077,40.629,-163.643,18.135,31.282,38.106,17.748,20.166,17.21,6.902,-233.172,15.407,
"Net cash flow from investing activities",447.716,468.028,712.89,844.345,-502.64,-333.266,-157.353,-1022.355,-965.201,-1060.681,-850.332,-37.712,-1561.098,-1564.757,-739.364,-12.437,-886.962,-348.143,-634.233,-481.804,
"Net cash flow from financing activities",-551.067,-474.045,-942.238,-994.831,0.344,139.454,373.817,1969.818,917.164,1015.221,1127.453,595.585,1539.131,1507.673,743.829,420.315,816.854,279.769,937.625,431.048,
"Dividends paid",,,-286.253,-285.794,-1012.679,-508.416,,-454.786,-547.61,-155.151,-171.155,,,,,,,,,,
"Net increase(decrease) in cash & cash equivalents",-12.924,9.212,-107.786,-133.562,75.303,-71.588,-22.618,788.917,-0.96,-4.831,113.478,,,,,,,,,,
"Cash & Cash Equivalent beginning of period",72.157,72.157,179.943,179.943,104.64,104.642,229.078,229.079,174.823,174.823,48.85,,,,,,,,,,
"Translation effects on cash & cash equivalents",,,,,,,-101.82,-12.774,55.216,49.575,12.495,,,,,,,,,,
"Cash & Cash Equivalent end of period",59.233,81.368,72.157,46.381,179.943,33.054,104.64,1005.221,229.079,219.567,174.823,,,,,,,,,,

Ratios,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (3m)",
,"3 Dec 2020","29 Jun 2020","11 Nov 2019","14 May 2019","12 Nov 2018","8 May 2018","9 Nov 2017","24 Apr 2017","7 Nov 2016","14 Apr 2016","28 Oct 2015","16 Apr 2015","5 Nov 2014","24 Apr 2014","6 Nov 2013","18 Apr 2013","25 Oct 2012","25 Apr 2012","7 Nov 2011","31 May 2011",
"Turnover Per Share",244.65,265.25,264.35,273.61,341.63,368.97,312.4,352.64,269.28,402.09,248,241.94,232.97,218.12,204.72,243.56,230.6,245.74,405.88,37101600,
"Price/Sales Per Share",0.18,0.12,0.13,0.73,2.16,2.47,3.49,3.61,4,2.47,4.52,5.41,4.7,5.06,5.96,4.82,5.25,3.97,2.43,,
"Price/Net Asset Value",0.09,0.06,0.02,0.21,0.58,0.58,0.59,0.79,0.74,0.55,0.71,1.02,0.91,0.95,1.09,1.11,1.18,1.02,1.02,,
"Price/Cash Flow",3.47,28.31,1.95,164.61,8.93,100.28,-29.29,-102.66,121.17,252.86,-33.77,604.02,135.35,223.73,239.22,290.48,175.11,621.02,-9.28,,
"Return on Capital Employed",5.15,-91.29,-196,-31.63,-6.06,3.92,15.39,11.53,10.63,16.03,4.63,10.11,9.87,10.46,12.23,8.39,3.18,4.07,2.92,3.51,
"Return on Stockholder Funds",5.3,-91.74,-196,-50.89,-8.95,5.7,22.26,21.38,19.81,29.6,7.83,14.58,14.78,15.2,13.78,13,5.64,7.3,4.76,399.98,
"Return on Total Assets",6.95,7.96,8.11,7.17,8.26,8.66,6.6,12.29,5.36,17.71,6.11,12.06,11.46,12.2,7.93,10.98,12.35,10.65,5.67,13.33,
"Operating Profit Margin",54.98,59,59.85,67.39,77.26,79.99,76.95,150.97,72.18,195.84,86.65,106.37,98.57,104.6,73.19,101.81,108.24,75.32,75.7,103.74,
"Net Profit Margin",19.83,-333.83,-603.56,-337.09,-57.93,39.21,190.31,159.97,177.73,214.72,36.82,51.17,47.68,52.43,64.24,104.22,35.38,35.09,26.37,33.38,
"Debt : Equity",2.78,2.46,3.01,1.27,1.04,0.86,0.86,1.19,0.99,0.99,0.93,0.56,0.64,0.55,0.35,0.47,0.68,0.69,0.56,110.07,
"Interest Cover",,,,,,,,,,,2.63,2.43,2.3,2.27,1.62,,,,4.05,,
"Current Ratio",0.14,0.15,0.18,0.44,0.32,0.17,0.19,0.7,1.17,0.28,0.16,0.72,0.15,0.13,0.09,2.8,0.25,0.21,0.69,0.04,
"Dividend Cover",,,,,-1.76,0.64,3.06,3.11,2.51,5.19,0.56,0.88,0.81,1.93,1.05,2.03,1.78,0.81,7.05,,
"Debtors Collection Period",102.16,87.24,73.25,81.14,101.96,114.38,103.7,178.95,117.52,82.46,83.13,26.42,50.57,41.55,47.42,24.41,15.51,15.35,25.25,10.35,
"Operating Return on Investment",7.73,8.87,9.36,7.96,9.56,8.73,6.74,6.24,5.65,6.35,4.9,10.13,9.38,8.91,8.13,8.74,8.97,11.57,5.82,10.17,
"Operating Income : Turnover",54.53,58.45,59.42,62.97,70.53,73.18,70.34,66.94,68.89,68.23,67.8,74.35,72.7,72.26,73.72,73.57,78.07,81.13,75.64,78.32,
"Admin & Collection Fees : Turnover",0.1,0.09,0.08,0.07,0.06,0.05,0.08,0.06,0.05,0.13,0.11,0.03,0.04,0.03,0.04,0.04,0.03,0.03,0.02,0.02,
"Return on Stockholder Funds",,,,,6.28,7.08,6.96,6.9,6.69,6.28,7,8.19,8.29,8.35,8.19,6.82,8.34,8.97,2.3,,
"NAV%Price",1086.67,1796.77,4014.71,477,172.9,171.43,168.99,126.49,134.94,181.69,140.75,97.78,109.59,105.35,92.05,90.04,84.76,98.36,98.16,,
"Price : Earnings",-0.94,-0.08,-0.09,-25.71,45.75,10.83,14.63,11.44,9.98,38.84,13.09,10.4,11.11,10.16,10.12,8.71,10.6,-15.59,-4.53,,
"Profitability %",6.8,7.72,7.91,6.55,7.39,7.69,6.02,11.66,5.03,17.59,3.65,6.89,6.26,6.59,2.99,10.78,12.09,10.39,4.15,12.9,
"Solvency %",133.94,138.85,131.99,176.02,191.21,212.11,209.72,180.78,198.16,197.1,204.18,139.32,130.44,130.49,133.79,124.39,119.02,115.04,117.31,100.82,
"Int Bearing Debt : Total Assets",0.7,0.69,0.73,0.55,0.5,0.45,0.43,0.5,0.49,0.49,0.48,0.41,0.73,0.45,0.71,0.43,0.39,0.41,0.44,0.01,
"Liquidity %",0.88,0.3,1.15,0.32,5.1,2.28,-2.21,-2.27,0.49,0.85,-2.19,0.58,0.52,1.38,0.43,0.96,0.44,0.41,-7.62,2.08,
"EV/Ebitda (Pd)",,,-1.85,-7.49,-863.75,,6.16,,,,,,,,,,,,,,
"Cash Flow : Attributable Profit",3.63,11.42,1.89,0.24,-0.54,0.41,0.17,-0.34,0.13,0.07,-0.63,0.2,0.1,0.5,0.06,0.19,0.05,0.18,5.85,2.54,
"Loan to value ratio",2.79,0.48,,37.84,32.29,31.22,30.88,46.05,,,,,,,,,,,,,
"PEG Ratio",,,,1.12,-2,-1.76,-2.38,0.37,0.33,1.53,0.52,0.3,0.32,0.19,0.19,0.11,0.14,,,,

