"Ordinary Unitholders Interest",557200,639700,685600,768000,803300,794600,740400,720400,699800,704500,598000,500007,481042,394001,299799,264956,
"Minority Interest",42500,56200,57400,59800,59500,58500,21800,20200,33600,39600,38800,33602,28580,13203,10649,10150,
"Total Stockholders' Interest",599700,695900,743000,827800,862800,853100,762200,740600,733400,744100,636800,533609,509622,407204,310448,275106,
"Interest Bearing Loans",585600,687400,657400,774100,784200,816500,818900,713900,752800,613000,520500,560131,545125,520737,504218,450013,
"Other Long-Term Liabilities",12300,11100,12800,4000,3100,3500,7800,8200,12600,4600,3400,4611,2176,252,776,2120,
"Long-Term Liabilities",597900,698500,670200,778100,787300,820000,826700,722100,765400,617600,523900,564742,547301,520989,504994,452133,
"Deferred Tax Liability",5300,5800,7500,7400,9500,9900,10400,3800,3400,3000,2200,1857,702,4057,4924,3219,
"Other Capital",,,,,,100,,,,,,,,,,,
"Total Capital Employed",1202900,1400200,1420700,1613300,1659600,1683100,1599300,1466500,1502200,1364700,1162900,1100208,1057625,932250,820366,730458,
"Investments",3200,4000,8000,7000,7100,6600,14700,63300,66600,57400,48200,116039,114200,135249,154242,14167,
"Investments In Associates",5500,7200,7600,9200,9100,9200,9400,,10200,7800,8000,7878,7967,7437,,158208,
"Fixed Assets / Property",1026500,1147400,1150300,1593600,1598000,1599000,1494900,1328100,1396400,1406200,934400,905017,892780,842395,643892,487349,
"Right-of-use Asset",42700,,,,,,,,,,,,,,,,
"Intangible Assets",,,,,,900,1200,1200,1300,1400,1500,1561,1677,1792,,,
"Other Assets",12100,12900,11000,13900,13600,11500,8800,8000,5500,1900,1900,20881,3937,39370,103928,103559,
"Debtors",17300,17300,22800,9300,7100,14800,15500,6700,26700,36000,139200,25345,20432,48601,69705,32269,
"Cash and Short Term Funds",67600,47100,33000,48600,59000,53900,52800,61700,32000,155100,93600,56254,90392,85217,33657,57879,
"Other Current Assets",125000,209200,242300,,,26900,27300,41000,,,,48088,51850,50925,57250,60326,
"Current Assets",209900,273600,298100,57900,66100,95600,95600,109400,58700,191100,232800,129687,162674,184743,160612,150474,
"Total Assets",1299900,1445100,1475000,1681600,1693900,1722800,1624600,1510000,1538700,1665800,1226800,1181063,1183235,1210986,1062674,913757,
"Creditors",27700,24400,24000,27900,26900,29000,21200,20200,21400,235300,23600,30709,22840,29710,52897,37126,
"Receiver of Revenue",2100,1200,1100,700,2000,2100,1200,1700,2400,,,,,,,,
"Bank O/D & S/T Loans",66900,18500,29100,39700,5400,8600,2900,21600,12800,65800,39400,49289,99682,245690,173294,141938,
"Other Current Liabilities",300,800,100,,,,,,,,900,857,3088,3336,16117,4235,
"Current Liabilities",97000,44900,54300,68300,34300,39700,25300,43500,36600,301100,63900,80855,125610,278736,242308,183299,
"Net Current Assets",112900,228700,243800,-10400,31800,55900,70300,65900,22100,-110000,168900,48832,37064,-93993,-81696,-32825,

Share/unit data,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"5 Nov 2020","11 May 2020","24 Oct 2019","25 Apr 2019","25 Oct 2018","25 Apr 2018","26 Oct 2017","26 Apr 2017","27 Oct 2016","26 Apr 2016","28 Oct 2015","29 Apr 2015","29 Oct 2014","30 Apr 2014","29 Oct 2013","21 Oct 2013",
"Exchange Rate (period end)",22.67,19.99,18.48,18.69,19.18,15.13,16.81,16.27,19.02,22.25,20.44,17.85,17.72,17.97,16,13.37,
"Exchange Rate (weighted average)",20.39,18.9,18.38,18.37,17.41,17.53,17.04,17.29,21.25,21.93,18.28,17.72,17.37,16.82,14.28,13.82,
"Number of Linked Units Issued (Actual)",380315623,380300000,380089923,380100000,380089907,381020000,365620000,362340000,358920000,353231025,294866266,263981800,259219400,254065800,193592751,192571000,
"Weighted Ave Stock Units (Actual)",380300000,380200000,380100000,380100000,377300000,374240000,361980000,360400000,327440000,298680000,276660000,261456000,238453600,220098000,184878800,176709000,
"Fully Diluted Weighted Average Shares in Issue",380300000,380200000,380100000,381400000,378460000,375100000,362380000,360880000,327580000,298960000,276980000,262316400,238453600,220098000,197636000,182678200,
"Market Capitalisation (R000)",6849484,8803945,7162705,9888206,12303210,10858011,12485954,11193648,15925768,17731195,21018973,19175537,17636172,16856988,,,
"Market Capitalisation (R000): RDI (RPL)",6854427,8804307,7162705,9888206,12303210,10858011,12485954,11193648,15925768,17731195,21018973,19175537,17636172,16856988,,,
"Number of Employees",,56,231,,244,,226,,227,,219,,,,,,

Share statistics,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"5 Nov 2020","11 May 2020","24 Oct 2019","25 Apr 2019","25 Oct 2018","25 Apr 2018","26 Oct 2017","26 Apr 2017","27 Oct 2016","26 Apr 2016","28 Oct 2015","29 Apr 2015","29 Oct 2014","30 Apr 2014","29 Oct 2013","21 Oct 2013",
"Earnings Per Linked Unit (ZARc)",-556.65,-86.94,-374.95,-23.88,410.88,259.44,315.25,198.85,53.15,54.85,466.15,239.2,693.05,-6.75,475.5,132,
"Diluted Earnings Per Linked Unit (ZARc)",-556.65,-86.94,-374.95,-23.88,409.14,257.69,306.7,198.85,53.15,54.85,466.15,238.35,693.05,-6.75,444.8,127.85,
"Headline Earnings Per Linked Unit (CO) (ZARc)",85.64,85.05,150.72,95.52,208.92,134.98,221.5,138.35,212.6,153.5,274.2,161.25,538.45,-18.5,188.5,,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",85.64,85.05,148.88,95.52,207.18,134.98,221.5,138.35,212.6,153.5,274.2,160.35,538.45,-18.5,174.2,,
"Distributions Per Linked Unit (ZARc)",101.45,,190.05,72.6,233.95,112.35,228.05,106.15,305.65,170.75,317.35,142.8,283.65,131.75,248.8,1,
"Net Asset Value Per Linked Unit (ZARc)",3321.16,3362.32,3333.79,3777.25,4052.73,3387,3404.05,3238.05,3709.3,4338.75,4149.3,3380.8,3287.05,2788.6,2565.8,142.86,
"3 Year Beta",1.14,0.78,0.73,0.98,1.16,0.75,0.71,0.85,,,,,,,,,
"Cash Generated Per Linked Unit",6.28,6.13,14.84,6.76,15.29,6.67,13.51,8,11.03,5.07,12.07,6.1,10.74,3.3,19.04,14.76,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,
"Earnings Per Linked Unit (Base Currency)",-27.3,-4.6,-20.4,-1.3,23.6,14.8,18.5,11.5,2.5,2.5,25.5,13.5,39.9,-0.4,33.3,9.55,
"Diluted Earnings Per Share (Base Currency)",-27.3,-4.6,-20.4,-1.3,23.5,14.7,18,11.5,2.5,2.5,25.5,13.45,39.9,-0.4,6.23,1.85,
"Headline Earnings Per LinkedUnit(Cont)BaseCurrency",4.2,4.5,8.2,5.2,12,7.7,13,8,10,7,15,9.1,31,-1.1,13.2,,
"Diluted Headline Earnings Per Share(Cont)(BaseCur)",4.2,4.5,8.1,5.2,11.9,7.7,13,8,10,7,15,9.05,31,-1.1,12.2,,
"Disrtibutions Per Linked Unit (Base Currency)",5,,10,4,13.5,6.75,13,6.5,16,8.15,16.25,8,16,7.5,15.55,,
"Net Asset Value Per Linked Unit (Base Currency)",146.5,168.2,180.4,202.1,211.3,223.9,202.5,199,195,195,203,189.4,185.5,155.1,160.35,,
"Price at Period End (Base Currency)",79,116,102,139,170,176,195,181,217,211,271,284,264,249,,,
"JSE Market Price at Period End (ZARc)",1801,2315,1882,2600,3235,2855,3285,2945,4190,4665,5530,5045,4640,4435,,,
"JSE Market Price High (ZARc)",2615,2615,3295,3300,3590,3590,4315,4315,6250,6250,5640,5250,5250,5250,,,
"JSE Market Price Low (ZARc)",934,1841,1813,2480,2610,2750,2700,2915,3760,4350,4255,4255,3850,3850,,,
"JSE Volume Traded (Actual)",90828177,47312647,67793238,26663248,85402051,48784648,118720395,68010645,68806462,31407825,48333768,25998075,44273174,13722308,,,
"JSE Rand Value Traded (Actual)",1836495597,1121115585,1718094120,777865967,2667568999,1558122011,4029927978,2435440993,3472141444,1756970220,2373697133,1206757817,2046632533,585794166,,,
"12 Month HEPS",85.64,140.25,150.72,169.46,208.92,218.13,221.5,197.45,212.6,266.45,274.2,718.2,538.45,75.75,188.5,264,
"12 Month Dividend",101.45,117.45,190.05,194.2,233.95,121.87,228,240.25,134.1,304.35,344.7,294.75,294.8,265.8,268.95,,

Cash flow items,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"5 Nov 2020","11 May 2020","24 Oct 2019","25 Apr 2019","25 Oct 2018","25 Apr 2018","26 Oct 2017","26 Apr 2017","27 Oct 2016","26 Apr 2016","28 Oct 2015","29 Apr 2015","29 Oct 2014","30 Apr 2014","29 Oct 2013","21 Oct 2013",
"Cash generated by operations",44700,30100,72600,43200,74300,43700,77500,,71700,,56500,,,,,,
"Working capital changes",-5300,100,-1000,-3000,1000,-3400,-1900,,-2500,,-2200,,,,,,
"Cash generated from operations after WC",39400,30200,71600,34900,75300,40300,75600,40700,69200,31500,54300,26500,,,,,
"Net Cash flow from operating activities",23900,23300,56400,25700,58100,25400,49400,29000,39600,17900,35600,16100,27836,8393,36869,28432,
"Net cash flow from investing activities",44700,31800,-50500,-38100,81300,42000,56300,59600,-369700,-158500,-25900,-5000,28052,-40371,-82149,-82357,
"Net cash flow from financing activities",-35900,-41100,-32500,-9400,-132200,-65300,-83300,-59000,270800,200400,-6700,-44900,-4767,68154,69736,100027,
"Dividends paid",-24200,-23800,-44700,-27000,-44500,-20500,-41000,-22200,-31700,-13900,-20500,-10387,-22558,-17236,-27530,,
"Net increase(decrease) in cash & cash equivalents",32700,14000,-26600,-21800,7200,2100,22400,29600,-59300,59800,3000,-33800,,,,,
"Cash & Cash Equivalent beginning of period",33000,32300,58300,58300,52100,52100,28700,28700,85700,85700,83800,83800,,,,,
"Translation effects on cash & cash equivalents",-900,-1600,600,-200,-1000,-1000,1000,100,2300,700,-1100,-1200,,,,,
"Cash & Cash Equivalent end of period",67600,47100,33000,48600,59000,53900,52800,61700,32000,155100,93600,56300,,,,,

Ratios,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"5 Nov 2020","11 May 2020","24 Oct 2019","25 Apr 2019","25 Oct 2018","25 Apr 2018","26 Oct 2017","26 Apr 2017","27 Oct 2016","26 Apr 2016","28 Oct 2015","29 Apr 2015","29 Oct 2014","30 Apr 2014","29 Oct 2013","21 Oct 2013",
"Turnover Per Share",18.14,21.25,27.33,26.52,25.21,29.5,28.21,28.08,27.36,,,,,,,,
"Price/Sales Per Share",4.35,5.46,3.73,5.25,6.74,5.96,6.93,6.46,7.93,,,,,,,,
"Price/Net Asset Value",0.54,0.69,0.56,0.69,0.8,0.79,0.96,0.91,1.11,1.07,1.33,1.5,1.42,1.61,,,
"Price/Cash Flow",12.58,37.85,6.86,41.17,11.11,52.76,14.46,45.35,19.65,15.83,22.42,93.24,24.56,150.88,,,
"Return on Capital Employed",-9.64,-2.51,-5.27,-0.41,5.8,7.09,4.35,5.59,0.5,1.22,6.7,6.69,9.72,0.36,7.44,4.26,
"Return on Stockholder Funds",-19.34,-5.06,-10.07,-0.8,11.16,14,9.13,11.07,7.29,2.23,12.23,13.8,20.17,0.83,19.66,11.3,
"Return on Total Assets",5.28,5.52,7.12,6.08,5.64,6.5,6.42,6.88,5.9,5.25,7.23,7.66,7.23,6.75,6.41,8,
"Operating Profit Margin",100,100,100.19,100.2,100.21,100.72,103.33,105.73,107.03,,,,,,,,
"Net Profit Margin",-150.43,-43.32,-74.69,-9.72,93.48,100,64.74,80.63,8.82,16.39,88.58,87.24,123.09,-2.5,109.77,55.59,
"Debt : Equity",1.11,1.03,0.94,0.99,0.92,0.97,1.08,1,1.06,0.92,0.88,1.14,1.27,1.88,2.18,2.16,
"Current Ratio",2.16,6.09,5.49,0.85,1.93,2.41,3.78,2.51,1.6,0.63,3.64,1.6,1.3,0.66,0.66,0.82,
"Dividend Cover",-5.49,,-1.97,-0.33,1.76,2.31,1.38,1.87,0.17,0.32,1.47,1.68,2.44,-0.05,1.91,132,
"Debtors Collection Period",91.51,78.15,80.1,33.68,27.25,48.93,55.41,24.17,108.77,158.31,637.49,114.47,96.43,247.27,453.95,193.51,
"Operating Return on Investment",6.7,7.02,8.97,6.3,5.92,6.88,6.78,7.27,6.16,5.67,8.11,7.7,7.68,7.34,7.02,12.14,
"Return on Stockholder Funds",3.17,,5.12,3.67,5.95,3.01,6.24,6.36,7.83,7.74,7.52,7.92,8.14,164.4,9.7,1.4,
"NAV%Price",184.41,145.24,177.14,145.28,125.28,118.63,103.62,109.95,88.53,93.01,75.03,67.01,70.84,62.88,,,
"Price : Earnings",21.03,16.51,12.49,15.34,15.48,13.09,14.83,14.92,19.71,17.51,20.17,7.02,8.62,58.55,,,
"Profitability %",3.25,4.17,4.77,4.54,4.32,5.02,4.79,5.02,4.71,4.06,5.16,5.47,6.18,3.1,4.95,5.4,
"Solvency %",185.65,192.89,201.5,196.95,203.81,198.11,188.38,196.26,191.05,180.73,207.93,182.42,175.66,150.66,141.27,143.08,
"Int Bearing Debt : Total Assets",0.5,0.49,0.47,0.48,0.47,0.48,0.51,0.49,0.5,0.41,0.46,0.52,0.54,0.63,0.64,0.65,
"Liquidity %",3.41,6.22,7.7,6.02,6.99,5.84,5.73,7.54,4.92,3.88,6.03,4.97,4.13,2.09,4.9,8.9,
"EV/Ebitda (Pd)",-113.63,-1762.77,-138.62,1756.26,156.81,163.46,,,,,,,,,,,
"Cash Flow : Attributable Profit",0.72,2.39,1.32,2.29,1.49,2.18,1.31,2.33,0.85,1.67,1.25,1.71,0.92,-18.71,-0.07,-0.11,
"Loan to value ratio",49.7,49.89,47.17,48.23,47.44,48.72,51.69,49.24,50.95,45.26,45.05,51.33,51.75,55.89,61.56,61.9,
"PEG Ratio",-1.11,-0.82,-0.62,0.68,0.69,0.44,0.5,0.39,0.52,0.26,0.3,0.04,0.05,,,,

