"Total Assets",22486.576,23616.905,20406.868,22307.268,20991.297,20331.443,19508.314,20381.785,20229.776,20603.403,19693.195,20755.427,19910.76,17493.499,17391.995,5926.974,5196.291,5224.744,4768.303,4702.161,4493.814,4415.856,
"Ordinary Share Capital & Premium",10318.079,,10134.574,,10087.241,,10041.69,,10023.804,,9992.815,,,,,,,,,1189.286,1180.643,1177.057,
"Distributable Reserves",784.524,,1886.781,,2336.451,,1708.703,,1403.502,,1545.571,,,,,,,,,1512.031,1388.481,1366.551,
"Non-Distributable Reserves",-1224.884,,-1190.728,,-1292.718,,-1401.624,,-1459.452,,-1503.669,,,,,,,,,134.505,125.563,116.574,
"Ordinary Shareholders' Interest",9877.719,11310.188,10830.627,11589.447,11130.974,10958.913,10348.769,10221.64,9967.854,10647.106,10034.717,9900.308,9436.286,6580.026,7045.42,2863.102,2896.117,2904.902,2856.333,2835.822,2694.687,2660.182,
"Minority Interest",-55.743,,3.399,,48.729,,37.984,,78.402,,78.782,,,,,,,,,,,,
"Total Shareholders' Interest",9821.976,11310.188,10834.026,11589.447,11179.703,10958.913,10386.753,10221.64,10046.256,10647.106,10113.499,9900.308,9436.286,6580.026,7045.42,2863.102,2896.117,2904.902,2856.333,2835.822,2694.687,2660.182,
"Interest Bearing Loans",3959.958,4054.276,2639.363,2549.805,1965.983,3073.147,3078.822,3585.79,3598.846,3640.094,3511.271,339.076,367.556,5561.682,5588.248,95.103,65.642,,,,,,
"Deferred Tax Liability",1034.622,1231.103,1211.607,1312.868,1253.584,1241.562,1248.056,1256.416,1352.915,1448.135,1458.933,1438.363,1362.67,1269.267,1281.318,428.036,428.673,371.131,372.198,356.636,321.628,320.322,
"Retirement Obligation",101.269,132.455,126.59,140.607,135.072,143.714,136.668,142.394,165.354,189.538,187.656,233.399,225.776,173.929,170.335,127.153,122.811,103.911,102.162,100.635,96.27,94.67,
"Other Long-Term Liabilities",3.059,2.924,6.326,5.382,6.432,0.709,3.298,0.33,6.45,3.127,10.416,11.681,40.413,24.398,24.398,,,,,,,,
"Total Long-Term Liabilities",5098.908,5420.758,3983.886,4008.662,3361.071,4459.132,4466.844,4984.93,5123.565,5280.894,5168.276,2022.519,1996.415,7029.276,7064.299,650.292,617.126,475.042,474.36,457.271,417.898,414.992,
"Creditors and Provisions",6973.515,6145.87,4893.301,5797.863,5116.615,4354.88,4398.538,4402.664,4514.392,3904.256,4184.985,3889.361,3604.363,3506.638,2794.193,1891.498,1648.147,1603.141,1433.243,1303.237,1337.103,1337.81,
"Creditors and Provisions: Trade and other payables",,,,,,,,,,,,,,,2630.899,,1648.147,1603.141,1433.243,1303.237,,1337.81,
"Tax",59.08,134.786,,114.417,12.344,79.047,4.19,86.808,8.966,72.629,52.68,51.189,25.388,0.148,1.343,1.955,1.655,42.959,0.898,105.639,23.332,1.868,
"Bank Overdrafts/Short-Term Loans",243.036,448.854,647.593,777.563,1282.673,460.652,229.261,637.788,493.841,680.132,134.45,4697.487,4648.709,251.778,302.318,503.796,33.243,195.003,,,20.518,,
"Other Current Liabilities",290.061,156.449,48.062,19.316,38.891,18.819,22.728,47.955,42.756,18.386,39.305,194.563,199.599,125.633,184.422,16.331,0.003,3.697,3.469,0.192,0.276,1.004,
"Total Current Liabilities",7565.692,6885.959,5588.956,6709.159,6450.523,4913.398,4654.717,5175.215,5059.955,4675.403,4411.42,8832.6,8478.059,3884.197,3282.276,2413.58,1683.048,1844.8,1437.61,1409.068,1381.229,1340.682,
"Total Liabilities",12664.6,12306.717,9572.842,10717.821,9811.594,9372.53,9121.561,10160.145,10183.52,9956.297,9579.696,10855.119,10474.474,10913.473,10346.575,3063.872,2300.174,2319.842,1911.97,1866.339,1799.127,1755.674,
"Total Equity and Liabilities",22486.576,23616.905,20406.868,22307.268,20991.297,20331.443,19508.314,20381.785,20229.776,20603.403,19693.195,20755.427,19910.76,17493.499,17391.995,5926.974,5196.291,5224.744,4768.303,4702.161,4493.814,4415.856,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (15m)","Interim (12m)","Interim (6m)","Final (12m)",
,"31 Aug 2020","2 Mar 2020","2 Sep 2019","4 Mar 2019","28 Aug 2018","26 Feb 2018","29 Aug 2017","23 Feb 2017","30 Aug 2016","23 Feb 2016","1 Sep 2015","18 Feb 2015","27 Aug 2014","19 Feb 2014","27 Aug 2013","20 Feb 2013","28 Aug 2012","21 Feb 2012","30 Aug 2011","23 May 2011","23 Nov 2010","25 May 2010",
"Number of Shares in Issue (Actual)",888246000,870143000,870143000,870122000,867328000,865068000,864807000,863989000,863651000,863650000,861566000,858981000,858810000,574622000,574256000,295029000,294992000,294310000,293926000,293887000,292879000,292563363,
"Weighted Average Shares in Issue (Actual)",875497000,870143000,868897000,867668000,865649000,864973000,864167000,863844000,862739000,861837000,859611000,858854000,697988000,574404000,391076000,302832000,302193000,294091000,293075000,292869000,292746000,291917550,
"Fully Diluted Weighted Average Shares in Issue",876172000,887661000,883210000,882390000,886486000,877802000,870488000,867257000,864727000,861844000,865355000,861345000,697988000,576799000,392189000,302832000,302876000,295374000,295018000,294784000,294142000,293694178,
"Market Capitalisation (R'000)",7816565,9615080,10267687,12181708,14987428,13149034,13179659,10972660,12004749,12522925,14862014,16664231,13569198,10055885,8900968,4351678,4292134,4561805,4732209,5348743,4686064,4651757,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,15,12,6,12,
"Number of Employees",,,21000,,20581,,21072,,,,,,,,,,,,,,,7386,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (15m)","Interim (12m)","Interim (6m)","Final (12m)",
,"31 Aug 2020","2 Mar 2020","2 Sep 2019","4 Mar 2019","28 Aug 2018","26 Feb 2018","29 Aug 2017","23 Feb 2017","30 Aug 2016","23 Feb 2016","1 Sep 2015","18 Feb 2015","27 Aug 2014","19 Feb 2014","27 Aug 2013","20 Feb 2013","28 Aug 2012","21 Feb 2012","30 Aug 2011","23 May 2011","23 Nov 2010","25 May 2010",
"Earnings Per Share (ZARc)",-103,62.6,-12.7,66.7,106.6,76.7,59.7,37.2,21.1,85.5,98.7,66.9,-41.4,2.3,7,17.31,88.3,68.1,131,125.66,55.5,121.78,
"Diluted Earnings Per Share (ZARc)",-102.9,61.4,-12.5,65.6,104.1,75.6,59.2,37.1,21,85.5,98,66.7,-41.4,2.2,6.9,17.3,88.1,67.8,130.1,124.8,55.2,121,
"Headline Earnings Per Share (Cont Ops) (ZARc)",13,53.3,37.9,54.8,96.8,74.5,63.5,47.6,96.5,86.2,112.4,70,-43.4,4.8,7.3,17.3,88.4,68.7,132.7,127.1,55.2,120.4,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",13,52.2,37.3,53.8,94.5,73.4,63,47.4,96.3,86.2,111.5,69.8,-43.4,4.7,7.1,17.3,88.2,68.4,131.8,126.3,55,119.7,
"Interim Dividend (ZARc)",15,15,15,15,15,15,10,10,15,15,15,15,,,,,28,28,28,,28,28,
"Final Dividend (ZARc)",10,,10,,25,,20,,15,,22,,20,,,,32,,56,,,48,
"Dividend Per Share (ZARc)",25,15,25,15,40,15,30,10,30,15,37,15,20,,,,60,28,84,,28,76,
"Distributions Per Share (ZARc)",25,15,25,15,40,15,30,10,30,15,37,15,20,,,,60,28,84,,28,76,
"Net Asset Value Per Share (ZARc)",1105.8,1299.8,1245.1,1331.9,1289,1266.8,1201,1183.1,1163.2,1232.8,1173.9,1152.56,1098.8,1145.11,1226.9,970.45,985.2,987.02,971.8,964.94,920.1,909.3,
"3 Year Beta",-0.01,-0.45,-0.54,-0.09,0.44,0.52,0.61,0.75,0.67,0.71,0.4,0.34,0.15,0.31,0.11,-0.07,-0.06,0.06,0.22,0.24,0.2,0.22,
"Cash Generated Per Share",255.09,80.33,46.69,63.75,127.3,-42.25,197.34,-17.29,102.16,4.97,176.07,51.83,5.11,116.23,9.28,-97.6,146.02,-46.47,167.59,162.26,25.12,151.89,
"Net Asset Value Per Share (Base Currency)",1105.8,1299.8,1245.1,1331.9,1289,1266.8,1201,1183.1,1163.2,1232.8,1173.9,1152.56,1098.8,1145.11,1226.9,970.45,985.2,987.02,971.8,964.94,920.1,909.3,
"Price at Period End (Base Currency)",880,1105,1180,1400,1728,1520,1524,1270,1390,1450,1725,1940,1580,1750,1550,1475,1455,1550,1610,1820,1600,1590,
"JSE Market Price High (ZARc)",1300,1299,1825,1825,1995,1649,1720,1600,1850,1850,1950,1950,1855,1900,1710,1500,1799,1799,1875,1875,1650,1690,
"JSE Market Price Low (ZARc)",810,810,1100,1349,1363,1363,1150,1150,1100,1320,1526,1526,1329,1525,1250,1249,870,870,1495,1495,1495,1390,
"JSE Market Price at Period End (ZARc)",880,1105,1180,1400,1728,1520,1524,1270,1390,1450,1725,1940,1580,1750,1550,1475,1455,1550,1610,1820,1600,1590,
"JSE Volume Traded (Actual)",19854154,11445468,42394615,26226392,77672270,55886544,32794131,18526790,37696424,21305080,52636172,26337294,46821911,16365350,39860584,16287519,11370116,5088552,22449469,19001390,9617499,17014243,
"JSE Rand Value Traded (Actual)",197198520,115240253,654269180,435088171,1220096612,840561558,463793560,250715290,559572514,341971584,895124688,432904231,773457053,276855641,598297250,225983990,173904885,80733547,364727385,307655069,149486376,269623266,
"12 Month HEPS",13,36.4,37.9,77.1,96.8,90.4,63.5,57.9,96.5,128.6,112.4,17.5,-43.4,-7.7,7.3,37,88.4,121.78,100.92,127.1,117.4,120.4,
"12 Month Dividend",25,25,25,15,40,40,35,30,30,52,37,37,35,20,,32,60,60,84,28,76,76,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (15m)","Interim (12m)","Interim (6m)","Final (12m)",
,"31 Aug 2020","2 Mar 2020","2 Sep 2019","4 Mar 2019","28 Aug 2018","26 Feb 2018","29 Aug 2017","23 Feb 2017","30 Aug 2016","23 Feb 2016","1 Sep 2015","18 Feb 2015","27 Aug 2014","19 Feb 2014","27 Aug 2013","20 Feb 2013","28 Aug 2012","21 Feb 2012","30 Aug 2011","23 May 2011","23 Nov 2010","25 May 2010",
"Cash generated by operations",1252.098,951.313,1177.773,827.001,1783.03,1044.469,1466.177,808.074,1343.77,1187.062,2066.115,616.744,1174.003,857.498,669.279,-246.252,506.369,-88.855,643.331,524.101,117.33,525.883,
"Working capital changes",1319.286,-108.47,-381.029,-129.551,1.587,-1144.2,827.506,-704.898,118.591,-801.821,151.276,,,,,,,,,,,,
"Cash generated from operations after WC",2571.384,842.843,796.743,697.45,1784.617,-99.731,2293.683,103.176,1462.361,385.241,,,,,,,,,,,,,
"Net Cash flow from operating activities",2265.808,698.95,406.244,554.697,1104.149,-365.476,1706.572,-149.352,882.331,42.902,1516.936,445.252,43.918,667.91,53.293,-287.962,430.739,-136.774,492.595,476.858,73.574,444.389,
"Net cash flow from investing activities",-818.469,-327.264,-1083.425,-526.971,-838.018,-347.821,-486.322,-66.107,-1015.96,-561.962,-98.23,36.611,-494.062,246.918,-1768.734,-272.954,-454.651,-136.927,-352.253,-302.899,-128.592,-233.528,
"Net cash flow from financing activities",-154.366,-65.942,-398.159,-458.703,-56.549,-54.422,-406.043,67.656,-123.453,18.784,-1322.08,-26.977,-1458.536,-1020.281,3165.527,48.946,107.454,3.769,12.627,12.229,3.586,10.295,
"Dividends paid",-221.751,-88.514,-348.61,-218.091,-304.61,-174.572,-217.147,-130.664,-320.091,-190.545,,,,,-94.409,-94.409,-247.246,-164.678,-222.54,-222.541,-140.53,-210.173,
"Net increase(decrease) in cash & cash equivalents",1140.419,257.526,-1373.742,-625.904,209.582,-910.325,690.582,-250.463,-508.578,-657.54,-158.196,304.258,-1286.474,-105.453,2007.399,-606.379,-163.704,-434.61,-69.571,-36.353,-191.962,10.983,
"Cash & Cash Equivalent beginning of period",-110.378,-110.378,1263.364,1263.364,1053.782,1053.782,363.2,363.2,870.506,870.506,1026.717,,,,,,,,,,,,
"Translation effects on cash & cash equivalents",,,,,,,,,1.272,,1.985,,,,,,,,,,,,
"Cash & Cash Equivalent end of period",1030.041,147.148,-110.378,637.46,1263.364,143.457,1053.782,112.737,363.2,212.966,870.506,,,,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Mar 2011","Sep 2010","Mar 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (15m)","Interim (12m)","Interim (6m)","Final (12m)",
,"31 Aug 2020","2 Mar 2020","2 Sep 2019","4 Mar 2019","28 Aug 2018","26 Feb 2018","29 Aug 2017","23 Feb 2017","30 Aug 2016","23 Feb 2016","1 Sep 2015","18 Feb 2015","27 Aug 2014","19 Feb 2014","27 Aug 2013","20 Feb 2013","28 Aug 2012","21 Feb 2012","30 Aug 2011","23 May 2011","23 Nov 2010","25 May 2010",
"Return on Capital Employed",-6.43,5.67,-1.24,6.82,6.04,7.91,3.21,3.52,1.2,8.8,5.64,10.08,-2.42,0.08,0.05,2.98,7.59,11.86,9.22,11.18,10.44,11.56,
"Return on Shareholder Funds",-9.76,8.38,-1.7,9.18,7.86,11.13,4.59,5.24,1.82,13.17,8.52,12.14,-3.56,0.17,0.1,3.66,9.21,13.79,10.75,12.98,12.06,13.36,
"Return on Total Assets",-5.93,7.03,-1.13,8.03,6.74,10.44,4.11,4.36,0.65,9.68,8.94,10.88,-2.48,0.64,0.58,2.8,8.41,12.22,10.21,12.44,11.63,12.93,
"Operating Profit Margin",-2.9,5.07,-0.11,5.22,5.18,6.32,3.11,2.72,1.27,5.91,6.2,7.2,2.74,5.11,1.65,2,5.27,7.7,6.41,7.68,7.02,7.47,
"Net Profit Margin",-3.24,3.83,-0.43,4.36,3.76,5.18,2.07,2.46,0.73,5.72,3.62,5.09,-1.48,0.15,0.27,1.16,3.4,5.11,4.45,5.29,4.8,5.11,
"Debt:Equity (excl non-int debt)",0.54,0.52,0.43,0.41,0.42,0.45,0.45,0.55,0.56,0.56,0.52,0.68,0.7,1.11,1.05,0.4,0.22,0.23,0.17,0.16,0.16,0.16,
"Interest Bearing Debt as % of Long-Term Finance",28.73,26.39,19.59,18.03,14.96,21.9,22.86,25.97,26.37,25.48,25.77,3.31,3.75,45.81,44.23,3.21,2.22,,,,,,
"Interest Cover",-1.77,3.66,-0.11,4.98,5.03,5.66,2.33,1.96,0.97,5.69,4.52,5.05,0.6,1.09,1.67,7.92,103.87,-1861.25,-28.02,-35.98,-32.75,-37.18,
"Quick Ratio",1.04,1.04,1.06,1.03,1.02,1.13,1.18,1.07,1.13,1.14,1.12,0.65,0.66,1.71,1.85,0.86,1.11,1.07,1.23,1.28,1.18,1.27,
"Current Ratio",1.43,1.54,1.61,1.55,1.47,1.78,1.75,1.71,1.71,1.75,1.75,0.97,0.92,2.05,2.37,1.5,1.82,1.79,2,2,1.95,1.99,
"Dividend Cover",-4.12,4.17,-0.51,4.45,2.67,5.11,1.99,3.72,0.7,5.7,2.67,4.46,-2.07,,,,1.47,2.43,1.56,,1.98,1.6,
"Dividend Cover (HEPS)",0.52,3.55,1.52,3.65,2.42,4.97,2.12,4.76,3.22,5.75,3.04,4.67,-2.17,,,,1.47,2.45,1.58,,1.97,1.58,
"Debtors Collection Period",78.31,76.87,64.89,66.51,63.3,63.07,50.5,59.12,57.27,53.48,49.18,51.16,56.92,57.09,81.29,77.05,70.04,80.23,66.66,66.27,68.3,60.62,
"Price : Earnings",67.69,30.36,31.13,18.16,17.85,16.81,24,21.93,14.4,11.28,15.35,110.86,-36.41,-227.27,212.33,39.86,16.46,12.73,15.95,14.32,13.63,13.21,
"Sales Per Share (Base Currency)",3175.75,3266.19,2979.35,3057.71,2833.48,2963.62,2887.25,3029.59,2900.66,2987.88,2725.44,2801.24,2793.86,3018.6,2584.87,2972.35,2599.38,2664.16,2353.36,2375.26,2312.17,2381.76,
"Price/Sales Per Share",0.28,0.34,0.4,0.46,0.61,0.51,0.53,0.42,0.48,0.49,0.63,0.69,0.57,0.58,0.6,0.5,0.56,0.58,0.68,0.77,0.69,0.67,
"Price/Net Asset Value",0.8,0.85,0.95,1.05,1.34,1.2,1.27,1.07,1.19,1.18,1.47,1.68,1.44,1.53,1.26,1.52,1.48,1.57,1.66,1.89,1.74,1.75,
