"Intangible Assets",191,169,140,116,93,86,82,89.654,95.438,101.928,112.247,91.125,
"Deferred Tax Asset",12,2,1,1,,,45,38.217,29.216,25.708,20.941,18.819,
"Other Assets",29,91,28,24,36,30,22,,,,,,
"Total Fixed Assets",765,733,690,605,586,559,584,578.056,572.245,563.334,489.152,418.309,
"Stock",393,349,305,304,274,257,295,213.75,251.079,170.391,227.681,166.363,
"Debtors",2930,3188,3023,2903,2772,2642,2303,2214.754,1874.735,1787.273,1590.779,1504.773,
"Cash",386,80,121,108,80,130,155,187.277,95.119,88.3,99.811,63.005,
"Tax",8,1,2,,1,4,14,4.756,14.269,4.271,18.812,12.232,
"Other Current Assets",,,,,1,,,,,,,,
"Total Current Assets",3717,3618,3451,3315,3128,3033,2767,2620.537,2235.202,2050.235,1937.083,1746.373,
"Total Assets",4482,4351,4141,3920,3714,3592,3351,3198.593,2807.447,2613.569,2426.235,2164.682,
"Ordinary Share Capital & Premium",3011,3011,3011,3006,3004,3004,3001,2999.464,2999.331,2988.605,2986.284,2983.22,
"Treasury Shares",18,18,3,3,3,3,3,2.666,2.666,2.666,2.666,2.666,
"Distributable Reserves",2990,2881,2758,2624,2453,2319,2116,1987.648,1827.818,1721.626,1564.172,1555.381,
"Non-Distributable Reserves",-2961,-2961,-2961,-2961,-2961,-2961,-2961,-2960.639,-2960.639,-2960.639,-2960.639,-2960.639,
"Other Capital",42,33,24,18,21,14,7,6.377,5.144,4.502,3.722,3.03,
"Ordinary Shareholders' Interest",3064,2946,2829,2684,2514,2373,2160,2030.184,1868.988,1751.428,1590.873,1578.326,
"Total Shareholders' Interest",3064,2946,2829,2684,2514,2373,2160,2030.184,1868.988,1751.428,1590.873,1578.326,
"Interest Bearing Loans",943,537,794,756,627,616,547,579.14,241.835,164.324,272.044,266.234,
"Deferred Tax Liability",65,51,64,66,92,120,140,134.844,116.913,112.282,107.522,92.721,
"Other Long-Term Liabilities",54,61,52,6,4,6,4,4.9,4.585,5.07,3.855,4.34,
"Total Long-Term Liabilities",1062,649,910,828,723,742,691,718.884,363.333,281.676,383.421,363.295,
"Creditors and Provisions",287,283,262,270,285,279,247,246.177,201.678,196.907,183.361,158.465,
"Tax",6,16,35,46,31,8,15,11.801,1.074,0.018,1.017,2.882,
"Bank Overdrafts/Short-Term Loans",42,439,91,92,161,185,238,191.547,372.374,383.54,267.563,0.433,
"Other Current Liabilities",21,18,14,,,5,,,,,,61.281,
"Total Current Liabilities",356,756,402,408,477,477,500,449.525,575.126,580.465,451.941,223.061,
"Total Liabilities",1418,1405,1312,1236,1200,1219,1191,1168.409,938.459,862.141,835.362,586.356,
"Total Equity and Liabilities",4482,4351,4141,3920,3714,3592,3351,3198.593,2807.447,2613.569,2426.235,2164.682,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"31 Aug 2020","12 Mar 2020","28 Aug 2019","18 Mar 2019","27 Aug 2018","8 Mar 2018","28 Aug 2017","14 Mar 2017","30 Aug 2016","15 Mar 2016","24 Aug 2015","20 Mar 2015",
"Number of Shares in Issue (Actual)",104401000,105376146,104800000,104200000,104200000,103600000,104542901,103510901,102900000,101866000,101601000,101191000,
"Weighted Average Shares in Issue (Actual)",104401000,104363945,104400000,104200000,104200000,103600000,102962000,102419000,101931000,101468000,101236000,100795000,
"Fully Diluted Weighted Average Shares in Issue",105540000,,105800000,105600000,105800000,103600000,103968000,103497000,102954000,103263000,101812000,101812000,
"Market Capitalisation (R'000)",2610025,3898917,4034800,4246150,4428500,4247600,3449916,3622882,3189900,3361578,3810038,3136921,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,,,,,,,,,,,1210,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"31 Aug 2020","12 Mar 2020","28 Aug 2019","18 Mar 2019","27 Aug 2018","8 Mar 2018","28 Aug 2017","14 Mar 2017","30 Aug 2016","15 Mar 2016","24 Aug 2015","20 Mar 2015",
"Earnings Per Share (ZARc)",104.4,436,229.9,506.8,249.6,496.4,217.7,414.8,188.2,388.9,169.8,352.5,
"Diluted Earnings Per Share (ZARc)",103.3,428.7,226.9,499.8,245.8,491.7,215.6,410.5,186.3,382.1,168.8,349,
"Headline Earnings Per Share (Cont Ops) (ZARc)",104.4,436,229.9,507.7,249.6,504.1,217.7,414.6,188.2,389.1,169.8,352.8,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",103.3,428.7,226.9,500.8,245.8,499.4,215.6,410.3,186.4,382.4,168.8,349.2,
"Interim Dividend (ZARc)",,87,87,95,95,82,82,71,71,64,64,,
"Final Dividend (ZARc)",,79,,99,,109,,87,,84,,161,
"Dividend Per Share (ZARc)",,166,87,194,95,191,82,158,71,148,64,161,
"Distributions Per Share (ZARc)",,166,87,194,95,191,82,158,71,148,64,161,
"Net Asset Value Per Share (ZARc)",2934.84,2795.7,2699.43,2575.82,2417,2282,2077,1973,1816.3,1719.3,1571.4,1559.75,
"3 Year Beta",0.01,-0.14,-0.1,0.02,0.07,0.16,,,,,,,
"Cash Generated Per Share",345.78,165.12,124.05,226.49,123.8,159.27,65.05,76.56,45.57,189.35,43.09,74.81,
"Net Asset Value Per Share (Base Currency)",2934.84,2795.7,2699.43,2575.82,2417,2282,2077,1973,1816.3,1719.3,1571.4,1559.75,
"Price at Period End (Base Currency)",2500,3700,3850,4075,4250,4100,3300,3500,3100,3300,3750,3100,
"JSE Market Price High (ZARc)",3700,4075,4075,5000,5000,4100,3700,3600,3400,4000,4000,3300,
"JSE Market Price Low (ZARc)",660,3001,3001,1236,1236,3000,3300,2600,2600,2550,3000,3000,
"JSE Market Price at Period End (ZARc)",2500,3700,3850,4075,4250,4100,3300,3500,3100,3300,3750,3100,
"JSE Volume Traded (Actual)",1128759,464315,454426,327659,85045,846420,678439,6238751,5840721,2829204,2189464,18142548,
"JSE Rand Value Traded (Actual)",33900300,17378054,16996167,13391323,3689387,29605948,23755979,192785723,178827571,98570494,76500417,594320269,
"12 Month HEPS",310.5,436,488,507.7,536,504.1,444.1,414.6,407.5,389.1,346.2,352.8,
"12 Month Dividend",79,166,186,194,204,191,191,169,155,148,225,161,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"31 Aug 2020","12 Mar 2020","28 Aug 2019","18 Mar 2019","27 Aug 2018","8 Mar 2018","28 Aug 2017","14 Mar 2017","30 Aug 2016","15 Mar 2016","24 Aug 2015","20 Mar 2015",
"Cash generated by operations",207,718,381,776,401,806,351,698.784,308.886,636.923,270.225,546.177,
"Working capital changes",242,-281,-131,-302,-161,-447,-177,-421.74,-163.863,-278.434,-147.65,-312.612,
"Cash generated from operations after WC",449,437,250,474,240,359,174,277.044,145.023,358.489,122.575,233.565,
"Net Cash flow from operating activities",361,174,130,236,129,165,68,79.244,46.892,192.886,43.777,75.703,
"Net cash flow from investing activities",-56,-105,-53,-92,-53,-76,-24,-52.527,-31.41,-192.49,-82.861,-54.586,
"Net cash flow from financing activities",42,-145,-64,-147,-111,-165,-102,74.04,-83.414,23.552,9.084,22.36,
"Dividends paid",,-195,-103,-213,-114,-175,-90,-158.832,-85.643,-228.314,-163.062,,
"Net increase(decrease) in cash & cash equivalents",347,-76,13,-3,-35,-76,-58,100.757,-67.932,23.948,-30,43.477,
"Cash & Cash Equivalent beginning of period",32,108,108,111,111,187,187,86.52,86.52,62.572,62.572,,
"Cash & Cash Equivalent end of period",379,32,121,108,76,111,129,187.277,18.588,86.52,32.572,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"31 Aug 2020","12 Mar 2020","28 Aug 2019","18 Mar 2019","27 Aug 2018","8 Mar 2018","28 Aug 2017","14 Mar 2017","30 Aug 2016","15 Mar 2016","24 Aug 2015","20 Mar 2015",
"Return on Capital Employed",5.28,12.66,12.84,15.03,16.06,16.5,15.71,15.45,17.19,19.41,17.41,18.3,
"Return on Shareholder Funds",7.11,15.44,16.97,19.67,20.68,21.66,20.74,20.93,20.53,22.53,21.6,22.51,
"Return on Total Assets",6.2,13.92,15.05,17.77,18.39,18.8,17.68,18.82,18.9,21.89,20.84,24.07,
"Operating Profit Margin",11.69,19.49,20.85,23.5,24.54,24.86,24.9,24.33,24.34,24.99,25.66,26.63,
"Net Profit Margin",6.93,13.06,14.5,16.26,17.06,17.17,17.06,15.95,16.65,16.99,17.27,18.14,
"Debt:Equity (excl non-int debt)",0.36,0.37,0.35,0.34,0.35,0.39,0.43,0.45,0.39,0.38,0.41,0.23,
"Interest Bearing Debt as % of Long-Term Finance",23.53,15.42,21.92,21.98,19.96,20.61,20.21,22.2,11.46,8.58,14.6,14.43,
"Interest Cover",3.61,7,7.84,8.87,9.12,9.79,8.84,10.55,10.81,19.72,18.52,26.16,
"Quick Ratio",9.34,4.32,7.83,7.38,5.98,5.82,4.94,5.35,3.45,3.24,3.78,7.08,
"Current Ratio",10.44,4.79,8.58,8.13,6.56,6.36,5.53,5.83,3.89,3.53,4.29,7.83,
"Dividend Cover",,2.63,2.64,2.61,2.63,2.6,2.65,2.63,2.65,2.63,2.65,2.19,
"Dividend Cover (HEPS)",,2.63,2.64,2.62,2.63,2.64,2.65,2.62,2.65,2.63,2.65,2.19,
"Debtors Collection Period",339.72,333.99,333.35,326.33,331.95,322.2,320.1,303.42,296.93,280.83,291.72,280.43,
"Stock Turn",2.06,2.94,3.18,3.09,3.01,3.32,2.43,,,,,,
"Price : Earnings",8.05,8.49,7.89,8.03,7.93,8.13,7.43,8.44,7.61,8.48,10.83,8.79,
"Sales Per Share (Base Currency)",3015.3,3338.32,3170.5,3116.12,2925.14,2889,2550.46,2601.3,2260.84,2289.36,1966.06,1943.13,
"Price/Sales Per Share",0.83,1.11,1.21,1.31,1.45,1.42,1.29,1.35,1.37,1.44,1.91,1.6,
"Price/Net Asset Value",0.85,1.32,1.43,1.58,1.76,1.8,1.59,1.77,1.71,1.92,2.39,1.99,
"Price/Cash Flow",14.46,22.41,62.07,17.99,68.66,25.74,101.47,45.72,136.05,17.43,174.05,41.44,
"NAV%Price",117.39,75.56,70.12,63.21,56.87,55.66,62.94,56.37,58.59,52.1,41.9,50.31,
"Liquidity%",50.92,12.38,19.82,19.09,21.5,13.54,11.42,6.78,9.99,22.37,10.48,12.91,
"Cash Flow:Attributable Profit",6.62,0.38,1.08,0.45,0.99,0.32,0.61,0.19,0.49,0.49,0.51,0.21,
"Cash/Equity (%)",12.6,2.72,4.28,4.02,3.18,5.48,7.18,,,,,,
"EV/Ebitda (Pd)",,7.02,,6.52,,,,,,,,,
"PEG Ratio",1.61,1.7,0.81,0.82,0.62,0.63,0.88,1,0.74,0.82,,,

