,"29 Oct 2020","31 Jul 2020","4 Oct 2019","3 Jun 2019","16 Nov 2018","25 May 2018","21 Nov 2017",
"Number of Shares in Issue (Actual)",58875000,55934179,53750000,51250000,51250000,50000000,50000000,
"Weighted Average Shares in Issue (Actual)",29067000,53592090,25759700,50938356,50821918,31780822,13858696,
"Fully Diluted Weighted Average Shares in Issue",,,,50938356,50821918,31780822,13858696,
"Market Capitalisation (R'000)",579919,550952,590175,461250,505838,515500,490000,
"Number of Months",6,12,6,12,6,12,6,

Share statistics,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"29 Oct 2020","31 Jul 2020","4 Oct 2019","3 Jun 2019","16 Nov 2018","25 May 2018","21 Nov 2017",
"Earnings Per Share (ZARc)",279,131,120,42,65.18,26,40.7,
"Diluted Earnings Per Share (ZARc)",279,131,120,42,65.18,26,,
"Headline Earnings Per Share (Cont Ops) (ZARc)",279,131,120,42,65.18,24.7,40.7,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",279,131,120,42,65.18,24.7,,
"Net Asset Value Per Share (ZARc)",1285,1156,1086,1034,1056,992,986.44,
"3 Year Beta",-0.06,,,,,,,
"Cash Generated Per Share",-12.26,8.23,17.59,9.97,15.81,23.63,12.53,
"Net Asset Value Per Share (Base Currency)",1285,1156,1086,1034,1056,992,986.44,
"Price at Period End (Base Currency)",985,985,1098,900,987,1031,980,
"JSE Market Price High (ZARc)",985,1100,1100,1031,1031,1160,1050,
"JSE Market Price Low (ZARc)",775,899,899,511,945,900,900,
"JSE Market Price at Period End (ZARc)",985,985,1098,900,987,1031,980,
"JSE Volume Traded (Actual)",354167,1272462,992297,1615088,804176,1164973,103811,
"JSE Rand Value Traded (Actual)",3477706,12815818,9891221,15911456,8012122,12568905,1026558,
"12 Month HEPS",290,131,96.82,42,77.53,25.5,81.4,

Cash flow items,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"29 Oct 2020","31 Jul 2020","4 Oct 2019","3 Jun 2019","16 Nov 2018","25 May 2018","21 Nov 2017",
"Cash generated by operations",,,9151,11546,13692,8698,5641,
"Working capital changes",-1476,183,301,-2838,-4787,3118,623,
"Cash generated from operations after WC",-7553,5471,9452,8707,8904,,,
"Net Cash flow from operating activities",-7221,4603,9452,5110,8104,11816,6264,
"Net cash flow from investing activities",-68683,-258083,-117905,-130625,-130136,,,
"Net cash flow from financing activities",,,,,,487826,487577,
"Net increase(decrease) in cash & cash equivalents",-75904,-253480,-108454,-125515,-122032,499063,493841,
"Cash & Cash Equivalent beginning of period",120069,373549,373549,499063,499178,,,
"Cash & Cash Equivalent end of period",44165,120069,265095,373549,377146,499063,493841,

Ratios,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"29 Oct 2020","31 Jul 2020","4 Oct 2019","3 Jun 2019","16 Nov 2018","25 May 2018","21 Nov 2017",
"Return on Capital Employed",20.25,10.46,10.44,3.96,12.01,1.64,2.29,
"Return on Shareholder Funds",21.44,10.82,10.63,3.99,12.25,1.64,2.29,
"Return on Total Assets",23.96,13.48,12.91,5.25,4.94,1.74,2.28,
"Debt:Equity (excl non-int debt)",0.06,0.03,0.02,0.01,0.02,,,
"Interest Cover",-25.59,-3.24,-1.62,-0.15,-1.76,0.58,0.15,
"Quick Ratio",0.88,62.07,154.3,220.72,156.01,160.11,792.68,
"Current Ratio",0.88,62.07,154.3,220.72,156.01,160.11,792.68,
"Price : Earnings",3.4,7.52,11.34,21.43,12.73,40.43,12.04,
"Price/Net Asset Value",0.77,0.85,1.01,0.87,0.93,1.04,0.99,
"Price/Cash Flow",-160.62,119.68,124.88,90.27,124.86,43.63,156.42,
"NAV%Price",130.46,117.36,98.91,114.89,106.99,96.22,100.66,
"Liquidity%",-13.91,18.73,153.44,94.12,124.62,379.08,2010.91,
"Cash Flow:Attributable Profit",-0.18,0.07,0.61,0.24,5.13,1.46,2.22,
"Cash/Equity (%)",5.84,18.57,45.42,70.46,69.68,100.63,,
"EV/Ebitda (Pd)",,,,,2.95,,,
"PEG Ratio",0.02,0.05,0.16,0.31,,,,

