"JSE Market Price High (ZARc)",700,695,670,700,700,810,810,800,
"JSE Market Price Low (ZARc)",200,560,560,560,605,560,560,625,
"JSE Volume Traded (Actual)",154515,409675,258257,71944,37177,153886,52890,6510,
"JSE Rand Value Traded (Actual)",1040994,2636274,1648516,436086,227843,955039,328854,43006,
"12 Month HEPS",1.97,51.01,40.84,51.51,64.05,58.42,54.52,16.07,
"12 Month Dividend",46.98,65.13,64.82,64.67,64.33,64.04,64.04,35.42,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"13 Aug 2020","14 Feb 2020","8 Aug 2019","8 Mar 2019","24 Aug 2018","9 Mar 2018","7 Sep 2017","30 Mar 2017",
"Cash generated by operations",101624,219950,108341,95171,45250,,45971,,
"Working capital changes",235,,-2371,,-970,,637,,
"Cash generated from operations after WC",101859,214848,105970,111358,44280,94655,46608,37030,
"Net Cash flow from operating activities",38350,82182,36281,60816,19811,52234,29764,23939,
"Net cash flow from investing activities",34795,-820087,-506272,-507965,-1727,-856,-323,-13013,
"Net cash flow from financing activities",-113067,669876,432467,542722,-50640,-28831,-9201,12575,
"Dividends paid",-45668,-84823,-45227,-42635,-50640,-27944,-8179,,
"Net increase(decrease) in cash & cash equivalents",-39922,-68029,-37524,95573,-32559,22547,20240,23500,
"Cash & Cash Equivalent beginning of period",73592,141621,141621,46048,46048,23501,23500,,
"Cash & Cash Equivalent end of period",33670,73592,104097,141621,13492,46048,43740,23500,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"13 Aug 2020","14 Feb 2020","8 Aug 2019","8 Mar 2019","24 Aug 2018","9 Mar 2018","7 Sep 2017","30 Mar 2017",
"Turnover Per Share",257.8,256.61,261.21,228.17,214.28,209.18,212.86,106.34,
"Price/Sales Per Share",2.52,2.54,2.56,2.45,2.89,2.92,2.77,7.52,
"Price/Net Asset Value",0.74,0.68,0.69,0.59,0.6,0.59,0.59,0.82,
"Price/Cash Flow",44.37,10.37,48.34,12.05,41.5,7.74,26.29,22.16,
"Return on Capital Employed",-3.94,3,6.97,9.98,3.53,5.69,2.92,1.69,
"Return on Stockholder Funds",-8.88,6.56,11.23,15.73,6.34,9.87,5.25,2.55,
"Return on Total Assets",7.56,7.35,7.36,3.04,7.36,6.59,7.32,1.68,
"Operating Profit Margin",61.78,62.31,63.15,53.84,65.62,60.29,65.86,60.54,
"Net Profit Margin",-51.09,40.72,69.23,234.58,47.82,82.86,39.34,80.98,
"Debt : Equity",1.26,1.24,1.25,1.25,0.81,0.81,0.81,0.84,
"Current Ratio",1.91,3.52,0.36,0.31,1.51,0.67,1.63,0.15,
"Dividend Cover",-2.22,0.96,0.73,4.3,1.09,1.6,0.91,9.22,
"Debtors Collection Period",10.7,12,11.97,28.35,16.08,19.76,17.64,246.92,
"Operating Return on Investment",8.16,8.18,7.93,3.24,7.47,6.73,7.54,1.72,
"Operating Income : Turnover",59.41,59.99,60.71,51.92,64.2,59.15,65.11,60.03,
"Admin & Collection Fees : Turnover",0.07,0.32,0.06,0.33,0.33,0.33,0.37,0.35,
"Return on Stockholder Funds",2.75,6.82,6.19,6.76,5.8,6.16,5.74,0.57,
"NAV%Price",135.52,146.7,145.87,170.89,167.42,170.33,168.31,122.25,
"Price : Earnings",329.95,12.76,16.41,10.87,9.68,10.44,10.82,49.78,
"Profitability %",7.43,7.07,7.08,2.93,6.48,6.46,7.24,1.66,
"Solvency %",171.91,178.19,177.36,177.61,218.92,218.55,218.55,212.27,
"Int Bearing Debt : Total Assets",0.5,0.51,0.54,0.49,0.44,0.44,0.44,0.45,
"Liquidity %",4.78,5.14,4.39,3.77,6.85,8.99,10.24,4.14,
"EV/Ebitda (Pd)",,29.2,,10.5,,,48.41,,
"Cash Flow : Attributable Profit",2.06,1.31,2.05,2.37,2.44,1.71,3.01,4.66,
"Loan to value ratio",55.64,54.36,37.98,36.59,44.35,42.34,44.4,,
"PEG Ratio",3.95,0.15,0.13,0.09,0.04,0.04,,,

