,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"30 Nov 2017","3 Jul 2017","30 Nov 2016","9 Jun 2016","5 Nov 2015","29 May 2015","7 Nov 2014","2 Jun 2014","13 Nov 2013","4 Jun 2013","6 Nov 2012","22 Jun 2012","30 Nov 2011","31 May 2011","11 Oct 2010","31 May 2010",
"Cash generated by operations",20753,27949,23470,,,46299,,53411,,31729,,21704,,75102,,83647,
"Working capital changes",2974,9614,5887,,,,,,,,,,,,,,
"Net Cash flow from operating activities",11145,23846,10158,61627,4406,20070,8232,21766,1453,6661,-15481,-6523,-1167,35947,39562,37921,
"Net cash flow from investing activities",3645,18657,1265,-22027,-19189,-329,-3856,-5908,-428,-11713,-4083,25048,24839,10623,-6025,-1508,
"Net cash flow from financing activities",-14725,-41348,-14965,-27586,-6071,-39012,-18592,-3992,-8022,2154,-483,27949,31095,-51249,-28449,-43266,
"Net increase(decrease) in cash & cash equivalents",64,1155,-3543,12013,-20854,-19271,-14216,11866,-6997,-2898,-20047,47465,54767,-4679,5088,-6853,
"Cash & Cash Equivalent beginning of period",-21704,-22859,-23229,-35243,-35243,-15972,,,,,,,,,,,
"Cash & Cash Equivalent end of period",-21640,-21704,-26772,-23230,-56097,-35243,,,,,,,,,,,

Ratios,"Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014","Feb 2014","Aug 2013","Feb 2013","Aug 2012","Feb 2012","Aug 2011","Feb 2011","Aug 2010","Feb 2010",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"30 Nov 2017","3 Jul 2017","30 Nov 2016","9 Jun 2016","5 Nov 2015","29 May 2015","7 Nov 2014","2 Jun 2014","13 Nov 2013","4 Jun 2013","6 Nov 2012","22 Jun 2012","30 Nov 2011","31 May 2011","11 Oct 2010","31 May 2010",
"Return on Capital Employed",13.45,-39.21,-6.49,-9.36,-0.68,-2.46,-1.01,3.68,-1.01,-6.34,-2.45,-16.61,-15.67,-46.87,-1.42,-11.04,
"Return on Shareholder Funds",53.27,-277.68,-31.28,-42.16,-3.09,-11.4,-5.77,20.59,-8.26,-49.91,-14.91,-104.11,-125.35,-241.66,-2.75,-23.51,
"Return on Total Assets",2.3,-6.9,-2.18,-5.31,-1.08,-1.53,-0.66,-3.98,-0.71,-4.55,-1.66,-11.7,-11.76,-22.52,-1.39,-9.05,
"Gross Profit Margin",25.43,10.73,25.27,21.12,20.58,20.53,24.55,19.83,22.67,21.13,24.62,18.99,12.9,20.35,41.44,32.9,
"Operating Profit Margin",6.72,0.48,4.13,0.99,3.78,3.61,5.92,3.05,4.83,1.79,4.64,-6,-5.35,-23.97,5.02,-5,
"Net Profit Margin",1.77,-7.17,-2.5,-3.48,-0.3,-1.29,-0.56,2.17,-0.58,-4.43,-1.71,-17.97,-14.1,-40.11,-1.48,-10.19,
"Debt:Equity (excl non-int debt)",4.52,19.15,6.68,5.4,5.54,5.17,6.22,6.21,9.54,9.34,6.99,5.85,7.83,5.38,1.24,1.46,
"Interest Bearing Debt as % of Long-Term Finance",63.43,81.32,77.09,75.47,75.9,76.51,81.03,80.63,86.59,86.01,82.12,82.7,86.25,78.2,44.04,47.98,
"Interest Cover",1.36,0.07,0.66,0.19,0.8,0.73,0.91,1.28,0.88,0.27,0.72,-0.53,-0.61,-2.13,0.72,-0.45,
"Quick Ratio",0.19,0.22,0.5,0.33,0.43,0.36,0.39,0.41,0.49,0.38,0.45,0.48,0.59,0.64,0.26,0.33,
"Current Ratio",0.26,0.29,0.58,0.46,0.6,0.57,0.6,0.57,0.64,0.51,0.58,0.62,0.71,0.71,0.38,0.44,
"Debtors Collection Period",37.38,48.44,53.36,34.37,63.14,48.26,43.62,47.29,53.13,41.54,51.1,50.56,45.28,35.86,50.71,58.14,
"Stock Turn",1.69,19.35,15.06,14.61,11.46,10.37,10.85,13.82,14.77,15.89,15.63,14.32,24.32,20.66,8.39,11.35,
"Price : Earnings",-0.27,-0.46,-1.09,-0.77,-2.95,-2.12,-1.5,-2.14,-3.25,-2.93,-1.48,-0.55,-0.55,-0.66,-2.67,-2.51,
"Sales Per Share (Base Currency)",156.19,142.63,145.74,187.47,200.55,177.02,179.25,169.68,178.67,146.5,155.82,127.27,169.22,150.29,181.87,262.46,
"Price/Sales Per Share",0.03,0.06,0.06,0.03,0.05,0.03,0.06,0.08,0.09,0.12,0.12,0.09,0.09,0.09,0.14,0.15,
"Price/Net Asset Value",0.77,2.17,0.77,0.39,0.51,0.3,0.57,0.73,1.28,1.38,1.01,0.57,1.1,0.57,0.3,0.46,
"Price/Cash Flow",1.96,0.92,4.84,0.27,12.42,0.82,6.64,1.63,60.38,7.38,-6.35,-4.6,-74.42,0.96,3.16,2.53,
"NAV%Price",129.88,46,129.44,257.83,197.3,333.83,174.8,137.79,78.06,72.22,99,175.73,90.63,175.64,333.2,219.23,
"Liquidity%",7.09,7.2,5.7,17.07,2.13,5.35,4.27,5.55,0.71,1.68,-7.63,-1.64,-0.61,8.11,17.15,7.56,
"Cash Flow:Attributable Profit",5.9,-0.83,-4.79,-3.34,-3.21,-2.23,-11.95,-1.33,-2.06,-0.43,8.54,0.12,0.09,-0.32,700.21,-0.72,
"PEG Ratio",0.01,0.01,0.12,0.09,-0.16,-0.11,-3.4,-4.87,0.12,0.1,0.04,0.02,0.02,0.02,3.5,3.29,

