"Profit Before Interest And Tax",388.537,273.831,669.773,370.787,690.129,350.377,733.524,364.581,615.878,227.807,426.867,188.462,428.884,246.296,504.568,219.704,415.545,189.546,317.387,126.829,189.089,
"Interest Received",50.666,11.607,52.059,22.152,39.909,17.426,39.453,14.718,17.617,6.147,7.767,3.602,11.297,9.785,26.481,22.454,8.078,8.964,3.761,3.582,10.845,
"Interest Paid",227.64,106.451,185.108,86.26,161.166,80.19,146.49,68.923,126.311,54.334,99.212,49.964,89.477,39.173,77.106,32.566,43.019,12.836,11.51,3.779,1.061,
"Net Interest Paid/(Received)",176.974,94.844,133.049,64.108,121.257,62.764,107.037,54.205,108.694,48.187,91.445,46.362,78.18,29.388,50.625,10.112,34.941,3.872,7.749,0.197,-9.784,
"Income From Associates Before Tax",,,,,,,,,22.702,22.039,37.915,17.157,20.747,4.776,,,,,,,,
"Income Before Tax",211.563,178.987,536.724,306.679,568.872,287.613,626.487,310.376,529.886,201.659,373.337,159.257,371.451,221.684,453.943,209.592,380.604,185.674,309.638,126.632,198.873,
"Taxation",74.688,57.06,145.866,89.484,151.548,80.586,182.494,96.031,148.283,51.155,93.233,37.238,98.394,59.412,128.263,60.46,98.253,55.213,87.297,37.98,58.059,
"Profit For The Period",136.875,121.927,390.858,217.195,417.324,207.027,443.993,214.345,381.603,150.504,280.104,122.019,273.057,162.272,325.68,149.132,282.351,130.461,222.341,88.652,140.814,
"Income Attributable To Minority Interests",-11.849,-3.35,-3.642,3.466,-4.383,-1.966,38.716,35.599,39.951,0.121,0.255,0.138,0.477,0.126,0.732,0.706,2.123,0.006,2.115,1.722,1.548,
"Attributable Income Before Extraordinary Items",148.724,125.277,394.5,213.729,421.707,208.993,405.277,178.746,341.652,150.383,279.849,121.881,272.58,162.146,324.948,148.426,280.228,130.455,220.226,86.93,139.266,
"Income Attributable To Equity Holders",148.724,125.277,394.5,213.729,421.707,208.993,405.277,178.746,341.652,150.383,279.849,121.881,272.58,162.146,324.948,148.426,280.228,130.455,220.226,86.93,139.266,
"Total Comprehensive Income/Loss for the period",141.484,126.405,391.305,218.831,418.46,205.326,447.021,217.698,389.414,,304.221,,,,,,,,,,,
"Headline Earnings (Cont Ops)",197.127,125.087,425.623,213.554,421.251,208.585,404.659,178.058,326.295,149.804,285.171,125.347,262.478,150.816,324.634,148.099,279.682,129.622,214.147,86.892,147.625,
"Enterprise Value (EV)",1233.581,3340.711,3292.107,3413.988,3004.561,3253.74,3238.081,3301.985,2935.069,2181.434,2551.204,2849.098,3020.148,4614.62,4931.006,3446.472,3009.55,2235.264,1751.369,1451.69,627.756,

Balance sheet (ZAR million),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"28 Sep 2020","2 Mar 2020","16 Sep 2019","6 Mar 2019","5 Sep 2018","5 Mar 2018","6 Sep 2017","2 Mar 2017","6 Sep 2016","29 Feb 2016","9 Sep 2015","11 Mar 2015","5 Sep 2014","7 Mar 2014","5 Sep 2013","6 Mar 2013","6 Sep 2012","14 Mar 2012","16 Sep 2011","17 Mar 2011","14 Sep 2010",
"Fixed Assets",457.218,472.132,122.312,124.766,120.697,108.475,104.661,118.203,120.011,62.84,67.315,186.902,176.028,209.205,186.637,168.292,112.189,107.058,105.145,105.589,90.4,
"Investments in Associates",,,,,,,,,,442.569,314.678,295.757,284.144,273.45,,,,,,,,
"Investments and Loans",41.773,79.878,88.119,64.678,62.077,,,,,,,,,,30.179,,,,,,,
"Goodwill",614.454,,631.526,,564.235,,347.846,,347.846,,,,,,,,,,,,,
"Intangible Assets",320.127,1051.124,287.895,1016.559,282.918,693.408,114.857,486.447,158.817,126.056,129.824,129.793,135.406,131.107,129.117,97.782,72.06,63.395,60.541,56.88,43.558,
"Deferred Tax Asset",90.834,70.367,78.206,63.949,74.761,64.889,77.119,87.923,65.697,32.481,27.735,35.034,31.457,42.319,35.232,35.588,36.119,66.827,26.652,24.051,8.953,
"Other Assets",,,,,,,,,,,,29.843,28.795,27.953,28.689,27.855,28.214,,,1.165,3.516,
"Long-Term Receivables",556.138,609.066,576.189,546.971,449.93,440.38,434.581,429.206,408.02,369.373,311.108,292.143,257.957,228.029,184.782,161.815,108.562,29.424,36.24,,,
"Total Fixed Assets",2080.544,2282.567,1784.247,1816.923,1554.618,1307.152,1079.064,1121.779,1100.391,1033.319,850.66,969.472,913.787,912.063,594.636,491.332,357.144,266.704,228.578,187.685,146.427,
"Stock",1228.187,1032.692,1036.748,1093.337,774.111,931.92,751.702,847.947,957.725,1008.174,926.355,911.462,971.736,989.364,1048.686,750.903,795.346,770.867,576.384,515.209,384.347,
"Debtors",2946.836,3015.572,3264.856,2905.477,2537.275,2486.594,2304.629,2247.448,2524.373,1469.469,1375.275,1257.19,1328.964,1160.463,1125.423,1243.065,987.071,941.697,822.621,902.672,536.665,
"Cash",1219.621,182.291,124.546,191.923,691.458,276.899,389.76,482.523,241.493,31.616,36.125,26.692,25.263,23.216,23.93,31.075,42.459,37.948,87.407,48.903,187.088,
"Tax",18.418,17.256,14.096,19.319,38.352,0.038,10.008,6.43,10.006,0.043,2.161,11.842,1.171,0.918,1.154,1.679,2.114,6.094,1.904,0.677,0.304,
"Other Current Assets",298.383,301.525,269.975,261.008,230.508,251.505,214.259,224.44,178.663,171.561,376.282,127.515,105.758,86.415,302.621,53.121,35.624,21.363,11.801,,,
"Total Current Assets",5711.445,4549.336,4710.221,4471.064,4271.704,3946.956,3670.358,3808.788,3912.26,2680.863,2716.198,2334.701,2432.892,2260.376,2501.814,2079.843,1862.614,1777.969,1500.117,1467.461,1108.404,
"Total Assets",7791.989,6831.903,6494.468,6287.987,5826.322,5254.108,4749.422,4930.567,5012.651,3714.182,3566.858,3304.173,3346.679,3172.439,3096.45,2571.175,2219.758,2044.673,1728.695,1655.146,1254.831,
"Ordinary Share Capital & Premium",1.363,1.383,1.434,1.507,1.584,1.646,43.359,122.988,193.646,112.528,1.68,1.68,1.68,25.996,25.982,25.948,25.945,112.024,112.009,143.993,143.983,
"Treasury Shares",115.328,105.892,125.819,89.808,129.09,107.824,98.492,43.047,72.856,72.856,72.856,41.766,41.766,41.766,41.766,42.166,42.166,75.297,74.885,13.964,26.469,
"Distributable Reserves",2345.484,2325.547,2355.661,2258.826,2211.329,2145.604,2010.921,2037.06,1931,1739.731,1565.523,1401.501,1274.822,1161.61,1066.308,884.599,791.19,645.749,560.786,445.44,387.108,
"Non-Distributable Reserves",46.289,35.302,33.568,59.164,54.268,35.713,41.436,37.139,36.107,61.794,57.806,6.907,8.589,33.607,32.588,31.636,31.528,31.782,31.204,31.502,31.578,
"Other Capital",,,,,,,0.548,0.6,-1.722,-2.829,-7.407,-10.085,-12.143,,,,,,,,,
"Ordinary Shareholders' Interest",2277.808,2256.34,2264.844,2229.689,2138.091,2075.139,1997.772,2154.74,2086.175,1838.368,1544.746,1358.237,1231.182,1179.447,1083.112,900.017,806.497,714.258,629.114,606.971,536.2,
"Minority Interest",99.971,108.47,70.183,84.791,89.313,60.435,22.451,330.076,323.342,0.496,0.375,3.799,3.66,3.31,4.947,4.985,4.316,3.608,0.26,4.235,2.719,
"Total Shareholders' Interest",2377.779,2364.81,2335.027,2314.48,2227.404,2135.574,2020.223,2484.816,2409.517,1838.864,1545.121,1362.036,1234.842,1182.757,1088.059,905.002,810.813,717.866,629.374,611.206,538.919,
"Non-Interest Bearing Loans",72.829,94.542,46.205,89.267,98.635,39.841,,,,,,,,,,,,,,,,
"Interest Bearing Loans",1075.406,1174.832,778.342,805.103,749.636,543.822,510.145,403.077,353.416,0.374,0.437,445.987,487.455,504.584,482.075,36.566,43.911,48.024,55.23,70.172,8.63,
"Deferred Tax Liability",80.285,95.394,79.096,94.068,83.418,54.97,36.177,62.707,46.539,34.995,20.394,15.684,13.6,24.568,21.519,19.219,17.525,11.816,11.639,11.217,11.222,
"Other Long-Term Liabilities",16.064,24.199,11.528,31.818,11.327,28.575,39.32,14.144,32.657,0.437,,19.996,18.083,,,,,,,,,
"Total Long-Term Liabilities",1244.584,1388.967,915.171,1020.256,943.016,667.208,585.642,479.928,432.612,35.806,20.831,481.667,519.138,529.152,503.594,55.785,61.436,59.84,66.869,81.389,19.852,
"Creditors and Provisions",3626.394,2641.868,2806.046,2754.034,2364.929,2250.356,1974.752,1730.206,2026.899,1302.719,1193.012,895.164,1129.699,963.276,1074.736,1055.805,1021.133,844.784,863.743,763.565,677.776,
"Tax",19.525,16.104,14.163,20.146,22.869,14.19,14.415,29.674,12.619,13.436,7.736,3.87,4.357,11.401,12.32,7.75,2.853,3.871,6.621,15.478,10.8,
"Bank Overdrafts/Short-Term Loans",339.778,241.447,309.214,71.934,110.869,31.754,5.572,0.141,18.739,175.604,746.856,500.367,446.231,471.455,403.222,535.41,313.063,408.61,151.442,174.056,0.806,
"Other Current Liabilities",183.929,178.707,114.847,107.137,157.235,155.026,148.818,205.802,112.265,347.753,53.302,61.069,12.412,14.398,14.519,11.423,10.46,9.702,10.646,9.452,6.678,
"Total Current Liabilities",4169.626,3078.126,3244.27,2953.251,2655.902,2451.326,2143.557,1965.823,2170.522,1839.512,2000.906,1460.47,1592.699,1460.53,1504.797,1610.388,1347.509,1266.967,1032.452,962.551,696.06,
"Total Liabilities",5414.21,4467.093,4159.441,3973.507,3598.918,3118.534,2729.199,2445.751,2603.134,1875.318,2021.737,1942.137,2111.837,1989.682,2008.391,1666.173,1408.945,1326.807,1099.321,1043.94,715.912,
"Total Equity and Liabilities",7791.989,6831.903,6494.468,6287.987,5826.322,5254.108,4749.422,4930.567,5012.651,3714.182,3566.858,3304.173,3346.679,3172.439,3096.45,2571.175,2219.758,2044.673,1728.695,1655.146,1254.831,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"28 Sep 2020","2 Mar 2020","16 Sep 2019","6 Mar 2019","5 Sep 2018","5 Mar 2018","6 Sep 2017","2 Mar 2017","6 Sep 2016","29 Feb 2016","9 Sep 2015","11 Mar 2015","5 Sep 2014","7 Mar 2014","5 Sep 2013","6 Mar 2013","6 Sep 2012","14 Mar 2012","16 Sep 2011","17 Mar 2011","14 Sep 2010",
"Number of Shares in Issue (Actual)",129137000,131381000,136587000,145160000,147087000,154731000,159673000,166733000,171226000,164240000,164992000,155922000,155922000,158034000,170070814,157898000,169975924,165568000,181316000,183328000,187107000,
"Weighted Average Shares in Issue (Actual)",131987000,133115000,143281000,146106000,154192000,156867000,165944000,167858000,164992000,159244000,155922000,155922000,157638000,158031000,157931000,157890000,159721000,165568000,181965000,180949000,181475000,
"Fully Diluted Weighted Average Shares in Issue",134351000,135219000,147141000,149507000,156536000,159252000,166417000,167858000,164992000,159244000,155922000,155922000,157638000,158031000,157931000,157890000,159721000,165568000,181965000,180949000,181475000,
"Market Capitalisation (R'000)",865218,1903711,2212709,2554816,2647566,2854787,3089673,3051214,2481065,2036576,1839661,1925637,2108065,3658487,4064692,2900586,2690719,1812970,1631844,1252130,802689,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,,,,3597,,2958,,,,,,,,,,,,,1300,,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"28 Sep 2020","2 Mar 2020","16 Sep 2019","6 Mar 2019","5 Sep 2018","5 Mar 2018","6 Sep 2017","2 Mar 2017","6 Sep 2016","29 Feb 2016","9 Sep 2015","11 Mar 2015","5 Sep 2014","7 Mar 2014","5 Sep 2013","6 Mar 2013","6 Sep 2012","14 Mar 2012","16 Sep 2011","17 Mar 2011","14 Sep 2010",
"Earnings Per Share (ZARc)",112.7,94.1,275.3,146.3,273.5,133.2,244.2,106.5,207.1,94.4,179.5,78.2,172.9,102.6,205.8,93.9,175.4,78.5,121,48,76.74,
"Diluted Earnings Per Share (ZARc)",110.7,92.6,268.1,143,269.4,131.2,243.5,106.5,207.1,94.4,179.5,78.2,172.9,102.6,205.8,93.9,175.4,78.5,121,48,76.7,
"Headline Earnings Per Share (Cont Ops) (ZARc)",149.4,94,297.1,146.2,273.2,133,243.9,106.1,197.8,94.1,182.9,80.4,166.5,95.4,205.8,93.8,175.1,78.3,117.7,48,81.3,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",146.7,92.5,289.3,142.8,269.1,131,243.2,106.1,197.8,94.1,182.9,80.4,166.5,95.4,205.8,93.8,175.1,78.3,117.7,48,81.3,
"Final Dividend (ZARc)",15,,30,,27,,25,,20,,,,,,41,,35,,23,,16,
"Dividend Per Share (ZARc)",15,,30,,27,,25,,20,,,,,,41,,35,,23,,16,
"Distributions Per Share (ZARc)",15,,30,,27,,25,,20,,,,,,41,,35,,23,,16,
"Net Asset Value Per Share (ZARc)",1763.9,1717.4,1658.2,1536,1453.6,1341.1,1251.2,1292.33,1218.38,1119.32,990.7,871.1,789.6,746.3,688.6,570,513.5,433.6,380.2,331.08,298.9,
"3 Year Beta",0.9,-0.27,-0.25,0.54,0.41,0.82,1.01,1.25,1.18,0.32,0.61,0.52,0.56,0.27,0.59,0.57,0.25,0.19,0.7,0.82,0.68,
"Cash Generated Per Share",-1168.01,329.69,-22.19,-16.33,504.11,136.92,595.14,273.27,271.47,56.86,206.37,11.71,129,26.78,-6.57,-20.14,38.59,-123.59,99.62,-31.65,33.32,
"Net Asset Value Per Share (Base Currency)",1763.9,1717.4,1658.2,1536,1453.6,1341.1,1251.2,1292.33,1218.38,1119.32,990.7,871.1,789.6,746.3,688.6,570,513.5,433.6,380.2,331.08,298.9,
"Price at Period End (Base Currency)",670,1449,1620,1760,1800,1845,1935,1830,1449,1240,1115,1235,1352,2315,2390,1837,1583,1095,900,683,429,
"JSE Market Price High (ZARc)",1700,1700,1974,1974,2249,2249,2300,1888,1630,1400,1520,1520,2724,2724,2500,1861,1600,1099,925,695,450,
"JSE Market Price Low (ZARc)",334,1350,1550,1550,1600,1625,1430,1430,982,1044,636,636,1078,2110,1535,1535,753,753,410,410,200,
"JSE Market Price at Period End (ZARc)",670,1449,1620,1760,1800,1845,1935,1830,1449,1240,1115,1235,1352,2315,2390,1837,1583,1095,900,683,429,
"JSE Volume Traded (Actual)",41014505,14081847,36217588,13428935,44954120,24113188,72917759,42970737,82524909,36566597,131523429,81790152,157012070,35054639,65599754,31608714,57539623,26563892,30975234,15867792,45004405,
"JSE Rand Value Traded (Actual)",392138145,216305743,640316999,244028261,877918187,469188772,1293538207,710226638,1059147699,445508702,1482049807,957473054,2740879821,838148406,1270784386,538925548,682844893,252147387,195183962,84319713,148198393,
"12 Month HEPS",149.4,244.9,297.1,286.4,273.2,270.8,243.9,209.8,197.8,196.6,182.9,151.5,166.5,207.4,205.8,190.6,175.1,148,117.7,95,81.3,
"12 Month Dividend",15,30,30,27,27,25,25,25,20,20,,,,41,41,41,35,35,23,,16,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"28 Sep 2020","2 Mar 2020","16 Sep 2019","6 Mar 2019","5 Sep 2018","5 Mar 2018","6 Sep 2017","2 Mar 2017","6 Sep 2016","29 Feb 2016","9 Sep 2015","11 Mar 2015","5 Sep 2014","7 Mar 2014","5 Sep 2013","6 Mar 2013","6 Sep 2012","14 Mar 2012","16 Sep 2011","17 Mar 2011","14 Sep 2010",
"Cash generated by operations",,,,,,,,591.287,747.895,183.14,508.742,,383.574,,124.96,,192.55,,317.113,132.741,105.037,
"Working capital changes",1016.06,153.354,-604.123,-333.163,218.884,-57.313,436.434,184.632,90.178,-58.905,28.28,,,,,,,,-80.707,-144.844,-102.488,
"Cash generated from operations after WC",1801.043,594.69,275.076,129.699,1049.1,352.187,1259.803,,,,,,,,,,,,,,,
"Net Cash flow from operating activities",-1508.333,433.144,-30.304,-23.71,741.479,211.864,950.282,455.624,464.834,93.379,340.499,18.262,201.147,42.315,-11.181,-31.793,65.599,-204.623,180.618,-58.028,62.342,
"Net cash flow from investing activities",-165.848,-187.371,-435.086,-321.173,-408.039,-229.13,-89.294,-88.135,19.541,139.025,-146.713,-79.873,-152.265,-68.733,-463.474,-140.654,-139.416,-56.305,-249.81,-170.442,-13.659,
"Net cash flow from financing activities",-93.22,-94.164,-266.844,-162.364,-58.127,-106.532,-694.894,-108.906,-280.097,-274.626,-9.973,-10.089,-53.318,-41.815,368.932,37.07,-71.449,-99.088,7.132,59.531,-25.248,
"Dividends paid",-41.492,-41.492,-40.694,-40.694,-39.662,-39.662,-33.457,-33.347,,,,,-64.787,-64.794,-55.257,-55.296,-39.685,-38.081,-29.498,-28.503,-21.909,
"Net increase(decrease) in cash & cash equivalents",1249.265,151.609,-732.234,-507.247,275.313,-123.798,166.094,258.583,204.278,-42.222,183.813,-71.7,-4.436,-68.233,-105.723,-135.377,-145.266,-360.016,-62.06,-168.939,23.435,
"Cash & Cash Equivalent beginning of period",-34.253,-34.253,691.458,691.458,389.76,389.76,222.908,222.908,-73.265,-73.265,-251.976,,,,,,,,,,,
"Cash & Cash Equivalent acquired/disposed",,6.8,6.076,6.076,24.701,10.199,,,,,,,,,,,,,,,,
"Translation effects on cash & cash equivalents",4.609,4.478,0.447,1.636,1.684,0.738,0.758,1.032,2.126,,,,,,,,,,,,,
"Cash & Cash Equivalent end of period",1219.621,128.634,-34.253,191.923,691.458,276.899,389.76,482.523,222.908,-115.487,-73.265,,,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"28 Sep 2020","2 Mar 2020","16 Sep 2019","6 Mar 2019","5 Sep 2018","5 Mar 2018","6 Sep 2017","2 Mar 2017","6 Sep 2016","29 Feb 2016","9 Sep 2015","11 Mar 2015","5 Sep 2014","7 Mar 2014","5 Sep 2013","6 Mar 2013","6 Sep 2012","14 Mar 2012","16 Sep 2011","17 Mar 2011","14 Sep 2010",
"Return on Capital Employed",3.78,6.5,12.03,13.03,13.16,14.77,17.04,14.46,13.43,16.06,17.89,13.24,15.57,18.96,20.46,31.04,32.37,33.55,31.93,25.6,25.2,
"Return on Shareholder Funds",5.76,10.31,16.74,18.77,18.74,19.39,21.98,17.25,15.84,16.37,18.13,17.92,22.11,27.44,29.93,32.96,34.82,36.35,35.33,29.01,26.13,
"Return on Total Assets",3.09,6.19,9.63,11.64,11.43,12.61,14.61,13.97,11.76,11.24,10.86,10.03,11.57,14.58,15.3,16.93,17.72,18.69,18.56,15.85,16.42,
"Gross Profit Margin",16.44,17.5,16.38,17.14,17.68,17.88,17.74,17.75,15.16,12.86,13.99,14.44,15,16.88,16.02,15.59,15.75,15.76,15.06,14.81,15.14,
"Operating Profit Margin",2.62,3.71,4.21,4.8,5.06,5.45,5.73,5.75,5.61,5.26,5.34,5.18,6,7.74,7.61,7.02,7.09,6.92,6.39,6.14,5.97,
"Net Profit Margin",1,1.7,2.48,2.77,3.09,3.25,3.16,2.82,3.11,3.47,3.5,3.35,3.81,5.09,4.9,4.75,4.78,4.78,4.44,4.21,4.4,
"Debt:Equity (excl non-int debt)",0.64,0.65,0.5,0.43,0.43,0.31,0.29,0.19,0.19,0.11,0.5,0.75,0.78,0.85,0.81,0.65,0.44,0.65,0.33,0.42,0.04,
"Interest Bearing Debt as % of Long-Term Finance",31.14,33.19,25,25.81,25.18,20.3,20.16,13.96,12.79,0.02,0.03,24.67,28.3,29.9,30.7,3.88,5.14,6.27,8.07,10.3,1.58,
"Interest Cover",2.2,2.89,5.03,5.78,5.69,5.58,6.85,6.73,5.67,4.73,4.67,4.07,5.49,8.38,9.97,21.73,11.89,48.95,40.96,643.8,-19.33,
"Quick Ratio",1.08,1.14,1.13,1.14,1.32,1.23,1.36,1.51,1.36,0.91,0.89,1.03,0.96,0.87,0.97,0.83,0.79,0.79,0.89,0.99,1.04,
"Current Ratio",1.37,1.48,1.45,1.51,1.61,1.61,1.71,1.94,1.8,1.46,1.36,1.63,1.55,1.55,1.66,1.29,1.38,1.4,1.45,1.52,1.59,
"Dividend Cover",7.51,,9.18,,10.13,,9.77,,10.36,,,,,,5.02,,5.01,,5.1,,4.8,
"Dividend Cover (HEPS)",9.96,,9.9,,10.12,,9.76,,9.89,,,,,,5.02,,5,,5.12,,5.08,
"Debtors Collection Period",72.65,74.56,74.84,68.67,67.95,70.6,65.66,64.64,84,61.92,62.84,63.07,67.82,66.53,61.97,72.57,61.49,62.92,60.5,79.76,61.85,
"Stock Turn",10.07,11.79,12.84,11.7,14.49,11.33,14.02,12.31,9.72,7.49,7.42,6.83,6.26,5.35,5.31,7.03,6.21,5.97,7.31,6.83,6.99,
"Price : Earnings",4.48,5.92,5.45,6.15,6.59,6.81,7.93,8.72,7.33,6.31,6.1,8.15,8.12,11.16,11.61,9.64,9.04,7.4,7.65,7.19,5.28,
"Sales Per Share (Base Currency)",11216.37,11090.39,11112.88,10569.97,8838.93,8195.06,7720.37,7560.84,6648.28,5439.29,5122.84,4666.5,4537.26,4028.84,4196.96,3959.85,3668.36,3299.17,2727.59,2282.81,1745.1,
"Price/Sales Per Share",0.06,0.13,0.15,0.17,0.2,0.23,0.25,0.24,0.22,0.23,0.22,0.26,0.3,0.57,0.57,0.46,0.43,0.33,0.33,0.3,0.25,
"Price/Net Asset Value",0.38,0.84,0.98,1.15,1.24,1.38,1.55,1.42,1.19,1.11,1.13,1.42,1.71,3.1,3.47,3.22,3.08,2.53,2.37,2.06,1.44,
"Price/Cash Flow",-0.57,8.79,-73.01,-215.55,3.57,26.95,3.25,13.39,5.34,43.62,5.4,210.93,10.48,172.89,-363.77,-182.42,41.02,-17.72,9.03,-43.16,12.88,
"NAV%Price",263.27,118.52,102.36,87.27,80.76,72.69,64.66,70.62,84.08,90.27,88.85,70.53,58.4,32.24,28.81,31.03,32.44,39.6,42.24,48.47,69.67,
"Liquidity%",-27.86,19.39,-0.73,-1.19,20.6,13.59,34.82,37.26,17.86,9.96,16.84,1.88,9.52,4.25,-0.56,-3.82,4.66,-30.84,16.43,-11.12,8.71,
"Cash Flow:Attributable Profit",-10.14,6.91,-0.08,-0.22,1.76,2.03,2.34,5.1,1.36,1.24,1.22,0.62,0.96,0.86,-0.04,-0.75,0.3,-3.15,0.82,-1.34,0.45,
"Cash/Equity (%)",51.29,7.71,5.33,8.29,31.04,12.97,19.29,,,,,,,,,,,,,,,
