"Total Equity and Liabilities",286980,293891,312883,318097,338260,351042,340883,390502,359039,1544614,

Share/unit data,"Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"31 Aug 2020","27 Aug 2020","30 Jun 2020","20 Feb 2020","29 Jan 2020","11 Sep 2019","20 Mar 2019","30 Nov 2015","25 May 2015","24 Nov 2014",
"Number of Shares in Issue (Actual)",1204429031,1204429000,1204429031,1204429031,1204429031,1204429000,1178729030,1060529031,1027029031,1027029031,
"Weighted Average Shares in Issue (Actual)",1002102078,1002402000,1204429031,1204429000,1200145698,1151912000,1066111650,1027029000,730331755,868538173,
"Fully Diluted Weighted Average Shares in Issue",1002102078,1002402000,1204429031,1204429000,1200145698,1151912000,1066111650,1027029000,730331755,868538173,
"Market Capitalisation (R'000)",84310,84310,84310,84310,84310,84310,141447,201501,390271,513515,
"Number of Months",12,6,12,6,12,6,12,6,12,6,

Share statistics,"Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"31 Aug 2020","27 Aug 2020","30 Jun 2020","20 Feb 2020","29 Jan 2020","11 Sep 2019","20 Mar 2019","30 Nov 2015","25 May 2015","24 Nov 2014",
"Earnings Per Share (ZARc)",-1.07,-0.61,-0.41,0.1,1.01,2.34,-1.56,-0.73,-40.53,44.73,
"Diluted Earnings Per Share (ZARc)",-1.07,-0.61,-0.41,0.1,1.01,2.34,-1.56,-0.73,-40.53,44.73,
"Headline Earnings Per Share (Cont Ops) (ZARc)",-1.76,-0.56,-1.38,-0.37,-0.98,0.04,-2,-1.21,-22.37,0.54,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",-1.76,-0.56,-1.38,-0.37,-0.98,0.04,-2,-1.21,-22.37,0.54,
"Net Asset Value Per Share (ZARc)",7.85,8.23,9.2,9.75,9.85,11.78,10.17,10.56,10.47,123,
"3 Year Beta",0.46,0.55,0.56,0.69,,,,,,,
"Cash Generated Per Share",0.19,0.4,1.23,0.41,-0.22,-0.03,-1.28,0.57,-1.1,0.13,
"Net Asset Value Per Share (Base Currency)",7.85,8.23,9.2,9.75,9.85,11.78,10.17,10.56,10.47,123,
"Price at Period End (Base Currency)",7,7,7,7,7,7,12,19,38,50,
"JSE Market Price High (ZARc)",7,7,7,7,20,20,39,39,150,150,
"JSE Market Price Low (ZARc)",7,7,7,7,7,7,11,15,24,45,
"JSE Market Price at Period End (ZARc)",7,7,7,7,7,7,12,19,38,50,
"JSE Volume Traded (Actual)",,,,,130203120,115393191,105810619,40041053,64163144,6769229,
"JSE Rand Value Traded (Actual)",,,,,14860156,13033598,19325470,9764032,29729194,4859346,
"12 Month HEPS",-1.76,-1.57,-1.38,-1.39,-0.98,-0.75,-2,-24.12,-22.37,1.08,

Cash flow items,"Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"31 Aug 2020","27 Aug 2020","30 Jun 2020","20 Feb 2020","29 Jan 2020","11 Sep 2019","20 Mar 2019","30 Nov 2015","25 May 2015","24 Nov 2014",
"Cash generated from operations after WC",2283,4774,14865,4984,9033,5142,-4843,9125,,,
"Net Cash flow from operating activities",2283,4774,14865,4984,-2644,-315,-15029,6031,-11296,1312,
"Net cash flow from investing activities",12570,455,24384,16971,8448,-1962,21734,-24854,-81644,-22734,
"Net cash flow from financing activities",-21836,-11132,-21856,-13192,-6835,264,-6166,23611,85386,21996,
"Net increase(decrease) in cash & cash equivalents",-6985,-5903,17393,8763,-1031,-2013,539,4788,-7554,574,
"Cash & Cash Equivalent beginning of period",9347,9347,-8046,-8046,-7015,-7015,-7554,-7544,,,
"Cash & Cash Equivalent end of period",2362,3444,9347,717,-8046,-9028,-7015,-2766,-7554,,

Ratios,"Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"31 Aug 2020","27 Aug 2020","30 Jun 2020","20 Feb 2020","29 Jan 2020","11 Sep 2019","20 Mar 2019","30 Nov 2015","25 May 2015","24 Nov 2014",
"Return on Capital Employed",-5.73,-4.97,-1.94,0.9,4.39,18.24,-6.08,-4.89,-96.7,51.6,
"Return on Shareholder Funds",-11.38,-12.37,-4.42,2.03,9.89,37.96,-14.37,-13.75,-275.36,61.97,
"Return on Total Assets",-4.91,-2.92,-5.66,-4.48,2.92,14.3,-13.15,-7.95,-40.32,0.85,
"Gross Profit Margin",74.39,81.14,87.3,95.01,89.57,86.86,74.17,59.13,97.65,41.1,
"Operating Profit Margin",-8.5,6.39,-16.52,-4.6,93.36,242.25,-90.49,-51.45,-657.59,21.2,
"Net Profit Margin",-44.06,-38.45,-18.57,9.48,49.21,214.57,-43.29,-31.18,-1380.28,1133.03,
"Debt:Equity (excl non-int debt)",1,1.49,1.29,1.25,1.33,1.15,1.45,1.89,1.93,0.04,
"Interest Bearing Debt as % of Long-Term Finance",31.1,30.63,28.21,26.99,27.2,24.26,28.05,31.83,,1.92,
"Interest Cover",0.28,-0.01,0.99,1.49,2.31,5.72,-0.39,0.53,-78.72,587,
"Quick Ratio",0.13,0.36,0.56,1.72,1.8,2.63,2.01,0.43,0.55,1.03,
"Current Ratio",0.13,0.36,0.61,1.83,1.9,2.76,2.2,0.58,0.93,3.28,
"Debtors Collection Period",77.45,68.72,212.37,438.56,516.6,728.63,263.89,212.57,405.22,205.8,
"Stock Turn",64.43,31.48,1.05,0.21,0.39,0.44,0.81,1.47,0.03,0.46,
"Price : Earnings",-3.98,-4.46,-5.07,-5.04,-7.14,-9.33,-6,-0.79,-1.7,46.3,
"Sales Per Share (Base Currency)",2.44,3.18,2.19,2.08,2.05,2.18,3.61,4.66,2.94,7.9,
"Price/Sales Per Share",2.87,2.2,3.2,3.37,3.41,3.21,3.32,4.08,12.94,6.33,
"Price/Net Asset Value",0.89,0.85,0.76,0.72,0.71,0.59,1.18,1.8,3.63,0.41,
"Price/Cash Flow",36.93,35.32,5.69,33.83,-31.82,-466.67,-9.38,66.67,-34.55,769.23,
"NAV%Price",112.08,117.54,131.43,139.29,140.71,168.29,84.75,55.58,27.54,246,
"Liquidity%",1.19,4.9,7.36,4.96,-1.22,-0.3,-6.68,4.28,-4.49,0.9,
"Cash Flow:Attributable Profit",-0.14,-1.89,-0.66,-1.09,-0.54,-0.02,0.32,-0.56,0.08,-0.15,
"Cash/Equity (%)",2.5,3.47,8.43,0.61,1.16,0.63,2.48,5.58,1.7,,
"EV/Ebitda (Pd)",,,,,4.43,4.47,-180.8,73.63,,,
"PEG Ratio",-0.27,-0.18,-0.2,-0.11,-0.15,-0.21,-0.13,,,,

