"Income Before Exceptional Items",634.828,373.272,895.798,466.081,368.267,190.984,358.939,148.316,38.29,164.629,59.839,-35.445,-0.576,195.547,21.118,170.127,24.473,157.852,32.778,
"Amortisation",,,,,,,,,,,,,0.368,0.594,0.272,0.495,0.25,0.152,,
"Exceptional Item 1",-1500.977,-483.497,-1753.058,-621.573,-254.289,-12.379,63.407,0.089,61.115,-57.474,13.243,-0.366,0.081,1.765,-6.759,-9.41,-3.639,-20.057,-9.433,
"Income Before Tax",-866.149,-110.225,-857.26,-155.492,113.978,178.605,422.346,148.405,99.405,107.155,73.082,-35.811,-0.863,196.718,14.087,160.222,20.584,137.643,23.345,
"Tax",-21.644,,,,2.011,,,,-0.11,-0.061,-0.06,-0.197,-0.139,0.294,-0.007,-28.52,4.351,28.141,6.053,
"Profit For The Period",-844.505,-110.225,-857.26,-155.492,111.967,178.605,422.346,148.405,99.515,107.216,73.142,-35.614,-0.724,196.424,14.094,188.742,16.232,109.502,17.291,
"Income Attributable To Minority Interests",-111.221,3.401,-13.966,143.654,,,,,,,,,,,,,,,,
"Net Income Before Extraords",-733.284,-113.626,-843.294,-299.146,111.967,178.605,422.346,148.405,99.515,107.216,73.142,-35.614,-0.724,196.424,14.094,188.742,16.232,109.502,17.291,
"Income Attributable To Equity Holders",-733.284,-113.626,-843.294,-299.146,111.967,178.605,422.346,148.405,99.515,107.216,73.142,-35.614,-0.724,196.424,14.094,188.742,16.232,109.502,17.291,
"Total Comprehensive Income/Loss for the period",-844.505,-110.225,-857.259,-155.492,111.967,178.605,422.346,148.405,95.682,107.825,,-35.615,,,,,,,,
"Headline Earnings (Cont Ops)",-72.65,-78.642,-624.081,-331.096,387.248,178.605,357.064,148.405,37.429,164.915,59.684,74.595,49.725,103.724,55.747,106.23,42.437,20.948,-1.176,
"Enterprise Value (EV)",12035.846,16054.989,17704.363,14922.172,1713.113,1850.994,1361.516,1331.885,1370.111,1509.156,1439.599,1535.6,1432.224,1425.696,1360.498,1097.822,1058.183,640.183,-23.478,

Balance sheet (ZAR million),"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (9m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"25 Nov 2020","27 May 2020","27 Nov 2019","15 May 2019","21 Nov 2018","16 May 2018","15 Nov 2017","17 May 2017","21 Nov 2016","19 May 2016","20 Nov 2015","22 May 2015","20 Feb 2015","28 Aug 2014","20 Feb 2014","26 Aug 2013","28 Feb 2013","5 Sep 2012","7 Mar 2012",
"Ordinary Capital & Premium",7206.556,7207.643,7295.523,6558.758,3209.802,3210.314,3184.041,3184.042,942.472,953.41,953.409,1.537,1.537,1.537,1.537,1.537,1.537,0.98,0.98,
"Distributable Reserves",-590.39,10.976,500.241,460.815,504.726,662.045,661.969,559.082,55.085,42.021,59.026,459.054,493.944,494.668,312.339,298.245,125.734,109.502,17.291,
"Non-Distributable Reserves",,,,,,,,,493.936,467.926,,,,,,,,,,
"Other Capital",3.059,,,,,,,,,,473.171,,,,,,,,,
"Ordinary Unitholders Interest",6619.225,7218.619,7795.764,7019.573,3714.528,3872.359,3846.01,3743.124,1491.493,1463.357,1485.606,460.591,495.481,496.205,313.876,299.782,127.271,110.482,18.271,
"Debentures",,,,,,,,,,,,952.971,952.971,952.971,952.971,952.971,952.971,581.413,581.413,
"Minority Interest",992.364,1147.322,1210.367,3156.311,,,,,,,,,,,,,,,,
"Total Stockholders' Interest",7611.589,8365.941,9006.131,10175.884,3714.528,3872.359,3846.01,3743.124,1491.493,1463.357,1485.606,1413.562,1448.452,1449.176,1266.847,1252.753,1080.242,691.895,599.684,
"Interest Bearing Loans",3531.579,5423.694,5855.025,6258.674,1033.343,1259.978,343.39,398.254,361.853,976.016,929.06,968.658,937.812,909.044,910.095,570.887,569.353,424.072,0.399,
"Other Long-Term Liabilities",481.341,216.274,76.334,30.893,,,,,,,,,,,,,7.491,,,
"Long-Term Liabilities",4012.92,5639.968,5931.359,6289.567,1033.343,1259.978,343.39,398.254,361.853,976.016,929.06,968.658,937.812,909.044,910.095,570.887,576.844,424.072,0.399,
"Deferred Tax Liability",,10.04,10.04,,,,,,,,,,,,,,32.492,28.141,6.053,
"Other Capital",,,,,1.222,18.682,7.441,5.478,5.553,0.938,0.181,0.926,0.799,0.44,2.073,2.034,,4.595,,
"Total Capital Employed",11624.509,14015.949,14947.53,16465.451,4749.093,5151.019,4196.841,4146.856,1858.899,2440.311,2414.847,2383.146,2387.063,2358.66,2179.015,1825.674,1689.578,1148.703,606.136,
"Investments",12111.512,14166.888,14457.961,15207.306,4772.341,5022.635,4438.238,4339.685,,2441.574,2448.106,2421.9,2451.702,2422.1,2232.757,1877.074,1738.146,1171.3,367.8,
"Fixed Assets / Property",0.631,1.008,1.043,1.129,0.181,0.168,0.164,0.08,,,0.049,,,,,,,,0.009,
"Goodwill",,,,,,160.618,160.618,160.619,,,,,,,,,,,,
"Deferred Tax Asset",,,,,,2.012,2.011,2.012,,0.343,0.343,0.282,0.224,0.085,0.387,0.379,,,,
"Other Assets",288.115,243.393,596.904,1369.394,165.555,148.595,122.173,162.898,0.601,0.622,,,,0.137,,,,,0.815,
"Debtors",387.55,413.905,532.85,317.464,102.224,70.117,74.598,51.781,40.512,27.298,27.012,21.622,23.578,21.324,24.158,23.99,10.404,8.819,4.055,
"Cash and Short Term Funds",170.089,135.02,160.998,259.225,33.415,73.236,56.496,107.821,23.738,25.616,36.379,6.02,12.257,4.222,8.913,5.304,7.895,4.158,237.426,
"Other Current Assets",1476.21,529.144,476.344,380.36,72.4,,89.372,,2453.555,0.141,,,,,,,,,,
"Current Assets",2033.849,1078.069,1170.192,957.049,208.039,143.353,220.466,159.602,2517.805,53.055,63.391,27.642,35.835,25.546,33.071,29.294,18.299,12.977,241.481,
"Total Assets",14434.107,15489.358,16226.1,17534.878,5146.116,5477.381,4943.67,4824.896,2518.406,2495.594,2511.889,2449.824,2487.761,2447.868,2266.214,1906.747,1756.445,1184.277,610.105,
"Creditors",674.713,629.559,606.55,370.006,129.159,124.55,126.788,103.007,84.34,55.283,56,41.288,49.673,36.217,37.867,32.701,21.45,10.286,2.556,
"Receiver of Revenue",46.495,,,,,,,,,,,,,,,,,,,
"Bank O/D & S/T Loans",,842.523,,697,265.707,200.674,620.041,575.033,575.047,,,,,,,,,,,
"Other Current Liabilities",2088.39,1.327,672.02,2.421,2.157,1.138,,,0.12,,41.042,25.39,51.025,52.991,49.332,48.372,45.417,25.288,1.413,
"Current Liabilities",2809.598,1473.409,1278.57,1069.427,397.023,326.362,746.829,678.04,659.507,55.283,97.042,66.678,100.698,89.208,87.199,81.073,66.867,35.574,3.969,
"Net Current Assets",-775.749,-395.34,-108.378,-112.378,-188.984,-183.009,-526.363,-518.438,1858.298,-2.228,-33.651,-39.036,-64.863,-63.662,-54.128,-51.779,-48.568,-22.597,237.512,

Share/unit data,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (9m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"25 Nov 2020","27 May 2020","27 Nov 2019","15 May 2019","21 Nov 2018","16 May 2018","15 Nov 2017","17 May 2017","21 Nov 2016","19 May 2016","20 Nov 2015","22 May 2015","20 Feb 2015","28 Aug 2014","20 Feb 2014","26 Aug 2013","28 Feb 2013","5 Sep 2012","7 Mar 2012",
"Number of Linked Units Issued (Actual)",1032525835,1032525834,1079996896,533622277,47352203,47352203,47352203,47352203,47352203,47352203,47352203,47352203,47352203,47352203,47352203,47352203,47352203,24889156,24889156,
"Weighted Ave Stock Units (Actual)",1037869630,1043151620,497009343,466188968,47352203,47352203,47352203,47352203,47352203,47352203,47352203,47352203,47352203,47352203,47352203,44705871,42102687,13600632,2434809,
"Market Capitalisation (R000)",7681992,8776470,10799969,5069412,447478,463578,454581,466419,456949,558756,546918,572962,506669,520874,459316,532239,496725,220269,213549,

Share statistics,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (9m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"25 Nov 2020","27 May 2020","27 Nov 2019","15 May 2019","21 Nov 2018","16 May 2018","15 Nov 2017","17 May 2017","21 Nov 2016","19 May 2016","20 Nov 2015","22 May 2015","20 Feb 2015","28 Aug 2014","20 Feb 2014","26 Aug 2013","28 Feb 2013","5 Sep 2012","7 Mar 2012",
"Earnings Per Linked Unit (ZARc)",-70.65,-10.89,-169.67,-64.17,24.8,39.57,94.26,33.12,64.74,69.75,47.59,-23.17,-0.47,214.58,51.51,215.82,56.88,223.69,70.87,
"Diluted Earnings Per Linked Unit (ZARc)",-70.65,-10.89,-169.67,-64.17,24.8,39.57,94.26,33.12,64.74,69.75,47.59,,,,,,,,,
"Headline Earnings Per Linked Unit (CO) (ZARc)",-7,-7.54,-125.57,-71.02,85.76,39.57,79.69,33.12,24.35,107.29,38.83,66.53,43.61,87.7,46.51,96.01,43.23,67.99,25.23,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",-7,-7.54,-125.57,-71.02,85.76,39.57,79.69,33.12,24.35,107.29,,,,,,,,,,
"Distributions Per Linked Unit (ZARc)",115.46,56.77,111.51,54.54,106.91,26.09,101.87,24.85,74.53,61.83,47.32,67.66,107.76,86.79,42.34,82.66,40.32,44.22,3.9,
"Net Asset Value Per Linked Unit (ZARc)",791,810.24,990,1906.95,962,985,972,994,3149.79,952,967,920,942,943,8.79,11.58,10.38,8.79,8.76,
"3 Year Beta",0.61,0.41,0.05,0.2,0.26,0.16,0.26,0.37,0.51,0.19,0.09,0.13,0.09,,,,,,,
"Cash Generated Per Linked Unit",36.99,8.68,1.94,5.22,167.09,19.44,54.76,78.55,4.79,83.84,86.6,-48.74,19.51,22.81,12.58,58.77,57.45,65.06,-31.64,
"Number of Months",12,6,12,6,12,6,12,6,6,12,6,12,6,12,6,12,6,12,6,
"Net Asset Value Per Linked Unit (Base Currency)",791,810.24,990,1906.95,962,985,972,994,3149.79,952,967,920,942,943,8.79,11.58,10.38,8.79,8.76,
"Price at Period End (Base Currency)",744,850,1000,950,945,979,960,985,965,1180,1155,1210,1070,1100,970,1124,1049,885,858,
"JSE Market Price at Period End (ZARc)",744,850,1000,950,945,979,960,985,965,1180,1155,1210,1070,1100,970,1124,1049,885,858,
"JSE Market Price High (ZARc)",1060,1060,1035,1000,1031,1021,1050,1050,1180,1210,1210,10067,10067,1150,1124,1222,1100,886,860,
"JSE Market Price Low (ZARc)",510,850,850,850,377,950,901,960,951,1152,1152,1050,1050,900,900,885,885,858,858,
"JSE Volume Traded (Actual)",24870579,13106003,12447521,2555496,3884818,2294492,14775357,1213923,5576311,9806579,3570966,14093222,8294094,17062720,2925188,9356692,7998061,3638565,1394451,
"JSE Rand Value Traded (Actual)",225501254,131801293,122313128,24237271,38513516,22608423,145173174,11835852,61218242,115083170,41553003,163966793,91598003,178975727,28624322,95721603,80730076,31636413,11971735,
"12 Month HEPS",-7,-62.09,-125.57,-24.83,85.76,86.14,79.69,57.47,92.81,107.29,83.55,88.45,84.8,87.7,99.29,96.01,85.99,67.99,50.46,
"12 Month Dividend",115.46,56.77,111.51,109.27,106.9,78.7,101.86,99.38,65.66,61.83,64.62,74.11,41.65,58.22,57.57,54.17,51.38,84.54,19.53,

Cash flow items,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (9m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"25 Nov 2020","27 May 2020","27 Nov 2019","15 May 2019","21 Nov 2018","16 May 2018","15 Nov 2017","17 May 2017","21 Nov 2016","19 May 2016","20 Nov 2015","22 May 2015","20 Feb 2015","28 Aug 2014","20 Feb 2014","26 Aug 2013","28 Feb 2013","5 Sep 2012","7 Mar 2012",
"Cash generated by operations",,,,,447.789,229.524,406.434,210.982,103.479,204.466,,138.228,,,,,,,,
"Cash generated from operations after WC",1311.302,802.077,1429.138,738.31,,,,,,,,,,,,,,,,
"Net Cash flow from operating activities",381.939,89.622,20.984,27.866,79.121,9.205,25.928,37.195,2.27,39.701,41.006,-23.078,9.237,10.799,5.957,27.828,27.206,16.193,-7.876,
"Net cash flow from investing activities",644.768,244.289,-290.257,-693.805,-514.659,-566.634,56.158,-3.048,35.219,-25.528,-9.949,-34.183,-29.602,-349.444,-341.285,-545.117,-540.616,-1018.166,-336.299,
"Net cash flow from financing activities",-1017.617,-359.89,390.128,885.02,412.459,574.169,-49.328,49.936,-39.367,5.423,-0.697,59.058,28.4,337.563,338.936,518.435,517.147,942.984,518.455,
"Dividends paid",-419.352,-436.711,-935.972,-496.063,-269.21,-178.529,-309.397,-138.344,-56.608,-56.932,,,,,,,,,,
"Net increase(decrease) in cash & cash equivalents",9.09,-25.979,120.855,219.081,-23.08,16.74,32.758,84.083,-1.878,19.596,,1.798,,,,,,,,
"Cash & Cash Equivalent beginning of period",160.998,160.999,40.144,40.144,56.496,56.496,23.738,23.738,25.616,6.02,,4.222,,,,,,,,
"Cash & Cash Equivalent end of period",170.088,135.02,160.999,259.225,33.415,73.236,56.496,107.821,23.738,25.616,,6.02,,,,,,,,

Ratios,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (6m)","Final (12m)","Interim (6m)","Final (9m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"25 Nov 2020","27 May 2020","27 Nov 2019","15 May 2019","21 Nov 2018","16 May 2018","15 Nov 2017","17 May 2017","21 Nov 2016","19 May 2016","20 Nov 2015","22 May 2015","20 Feb 2015","28 Aug 2014","20 Feb 2014","26 Aug 2013","28 Feb 2013","5 Sep 2012","7 Mar 2012",
"Turnover Per Share",214.1,228.5,504.27,536.22,1621.39,1566.62,1481.74,1330.06,696.91,843.68,719.42,509.64,677.24,641.3,652.05,566.74,541.86,390.15,673.48,
"Price/Sales Per Share",3.48,3.72,1.98,1.77,0.58,0.62,0.65,0.74,1.38,1.4,1.61,2.37,1.58,1.72,1.49,1.98,1.94,2.27,1.27,
"Price/Net Asset Value",0.94,1.05,1.01,0.5,0.98,0.99,0.99,0.99,0.31,1.24,1.19,1.32,1.14,1.17,110.35,97.06,101.06,100.68,97.95,
"Price/Cash Flow",20.11,195.85,515.46,363.84,5.66,100.72,17.53,25.08,402.92,14.07,26.67,-24.83,109.69,48.22,154.21,19.13,36.52,13.6,-54.23,
"Return on Capital Employed",-7.26,-1.57,-5.74,-1.89,2.36,6.93,10.06,7.16,10.71,4.39,6.06,1.71,4.21,12.67,5.82,15.48,7.3,12.22,8.01,
"Return on Stockholder Funds",-11.09,-2.64,-9.52,-3.06,3.01,9.22,10.98,7.93,13.34,7.33,9.85,2.88,6.95,20.61,10.01,22.55,11.41,20.29,8.1,
"Return on Total Assets",8.38,8.74,9.39,8.93,9.54,9.2,9.42,8.35,6.71,10,8.01,5.47,7.2,15.14,9.25,16.36,10.68,16.45,13.54,
"Operating Profit Margin",54.42,56.77,60.79,62.65,63.96,65.9,64.21,61.84,51.22,62.46,59.08,55.54,55.82,122.05,67.88,123.15,82.24,367.19,503.93,
"Net Profit Margin",-63.04,-17.03,-58.17,-40.27,23.94,76.73,98.21,80.76,119.49,43.25,73.13,-26.75,-0.81,112.82,15.67,126.03,24.42,332.73,455.63,
"Debt : Equity",0.53,0.77,0.66,0.69,0.35,0.38,0.25,0.26,0.63,0.67,0.63,0.69,0.65,0.63,0.72,0.46,0.53,0.61,,
"Interest Cover",,,,,,,,,,,,1.76,1.75,3.62,2.12,3.33,2.07,6.31,5.91,
"Current Ratio",0.72,0.73,0.92,0.89,0.52,0.44,0.3,0.24,3.82,0.96,0.65,0.41,0.36,0.29,0.38,0.36,0.27,0.36,60.84,
"Dividend Cover",-0.61,-0.19,-1.52,-1.18,0.23,1.52,0.93,1.33,0.87,1.13,1.01,-0.34,,2.47,1.22,2.61,1.41,5.06,18.17,
"Debtors Collection Period",121.61,113.19,134.15,77.99,79.78,54.97,63.31,51.43,88.78,40.19,49.29,59.29,48.36,44.7,49.03,58.47,28.56,97.81,195,
"Operating Return on Investment",9.6,9.42,10.03,9.77,9.8,9.27,9.69,8.47,,10.15,8.17,5.5,7.26,7.19,8.06,7.98,7.65,2.81,2.06,
"Operating Income : Turnover",52.35,55.99,57.85,59.43,60.92,62.76,61.29,58.35,50.47,62.05,58.72,55.16,55.49,57.33,58.25,59.11,58.28,62.02,46.29,
"Admin & Collection Fees : Turnover",0.05,0.04,0.04,0.03,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.06,0.05,0.05,0.04,0.05,0.05,0.09,0.23,
"Return on Stockholder Funds",15.66,14.01,13.37,5.72,1.36,0.64,1.25,0.63,4.73,2,3.02,2.27,7.05,2.84,3.17,3.12,3.53,1.59,0.32,
"NAV%Price",106.32,95.32,99,200.73,101.8,100.61,101.25,100.91,326.4,80.68,83.72,76.03,88.04,85.73,0.91,1.03,0.99,0.99,1.02,
"Price : Earnings",-106.29,-13.69,-7.96,-38.26,11.02,11.37,12.05,17.14,10.4,11,13.82,13.68,12.62,12.54,9.77,11.71,12.2,13.02,17,
"Profitability %",8.06,8.62,8.93,8.47,9.09,8.5,8.7,7.62,6.61,9.93,7.96,0.91,3.05,10.92,4.85,11.36,5.39,13.1,9.49,
"Solvency %",211.57,217.44,224.74,238.28,359.78,345.28,453.46,448.29,246.57,241.99,244.8,123.21,124.92,125.45,116.2,118.81,107.81,110.76,103.09,
"Int Bearing Debt : Total Assets",0.24,0.4,0.36,0.4,0.25,0.27,0.19,0.2,0.37,0.39,0.37,0.78,0.76,0.76,0.82,0.8,0.87,0.85,0.95,
"Liquidity %",5.6,2.52,0.29,0.76,5.53,1.16,2.38,6.91,0.44,3.85,7.99,-1.16,0.93,0.55,0.61,1.73,3.34,1.51,-2.66,
"EV/Ebitda (Pd)",,,34.15,838.56,6.1,,2.57,,,,,,,,,,,,,
"Cash Flow : Attributable Profit",0.5,0.48,0.32,0.17,0.22,0.1,-0.05,0.5,0.12,0.24,1.37,0.65,-22.95,0.06,0.57,0.14,2.74,0.12,-0.59,
"Loan to value ratio",34.52,40.24,39.68,38.2,21.76,24.46,8.18,,,,,,,,,,,,,
"PEG Ratio",-95.12,2.48,1.44,-0.98,0.28,0.32,0.34,-11.24,-6.82,0.79,6.57,6.5,1.16,1.16,0.47,0.57,,,,

