"Interest Received",4.536,2.556,8.035,3.248,10.658,6.186,20.937,8.791,19.278,6.864,17.319,7.495,6.388,2.308,4.66,2.28,4.668,2.043,6.274,3.39,15.269,
"Interest Paid",105.409,58.102,112.289,49.999,87.255,42.666,108.266,54.083,109.95,46.96,76.014,30.587,50.513,25.78,40.316,12.954,25.337,10.593,19.804,14.869,53.132,
"Net Interest Paid/(Received)",100.873,55.546,104.254,46.751,76.597,36.48,87.329,45.292,90.672,40.096,58.695,23.092,44.125,23.472,35.656,10.674,20.669,8.55,13.53,11.479,37.863,
"Income From Associates Before Tax",17.46,8.236,19.688,6.475,15.749,9.689,7.956,3.375,15.352,7.586,10.813,5.923,6.988,1.906,4.29,2.674,1.686,0.155,0.263,,,
"Income Before Tax",115.491,69.162,133.033,76.151,101.44,59.309,93.851,47.457,113.508,75.59,188.975,79.702,143.583,58.59,116.047,42.476,112.333,31.785,120.896,51.783,87.688,
"Taxation",27.441,15.636,26.498,19.147,20.183,12.848,20.131,12.406,28.753,19.383,50.155,20.185,39.4,17.343,37.941,10.738,32.515,7.92,34.366,10.642,23.228,
"Profit For The Period",88.05,53.526,106.535,57.004,81.257,46.461,73.72,35.051,84.755,56.207,138.82,59.517,104.183,41.247,78.106,31.738,79.818,23.865,86.53,41.141,64.46,
"Income Attributable To Minority Interests",1.213,0.522,1.937,1.114,1.45,0.495,0.629,-0.033,4.314,1.639,1.387,0.259,-3.151,-3.532,-3.818,-0.647,-2.382,-0.239,1.415,1.569,3.021,
"Attributable Income Before Extraordinary Items",86.837,53.004,104.598,55.89,79.807,45.966,73.091,35.084,80.441,54.568,137.433,59.258,107.334,44.779,81.924,32.385,82.2,24.104,85.115,39.572,61.439,
"Extraordinary Profit",,,,,,,,,-5.811,-2.225,-4.713,-2.56,,,3.125,1.773,-2.019,-1.094,9.508,,,
"Extraordinary Profit: Discontinued Operations",,,,,,,,,-5.811,-2.225,-4.713,-2.56,,,3.125,,-2.019,,9.508,,,
"Income Attributable To Equity Holders",86.837,53.004,104.598,55.89,79.807,45.966,73.091,35.084,74.63,52.343,132.72,56.698,107.334,44.779,85.049,34.158,80.181,23.01,94.623,39.572,61.439,
"Total Comprehensive Income/Loss for the period",94.928,53.876,105.913,57.614,83.367,43.58,65.98,30.122,83.206,57.864,134.647,,,,,,,,,,,
"Headline Earnings (Cont Ops)",88.992,53.051,98.53,49.637,81.033,46.726,73.95,35.177,80.613,54.614,135.551,58.19,108.032,45.709,75.602,32.012,77.669,15.438,92.003,39.654,63.776,
"Enterprise Value (EV)",398.276,954.312,754.901,805.832,474.46,603.272,373.762,563.504,513.418,1288.601,848.523,1129.841,895.508,693.535,382.204,579.289,464.172,922.986,488.096,647.952,432.079,

Balance sheet (ZAR million),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"8 Sep 2020","28 Feb 2020","6 Sep 2019","22 Feb 2019","30 Aug 2018","22 Feb 2018","29 Aug 2017","23 Feb 2017","31 Aug 2016","23 Feb 2016","1 Sep 2015","25 Feb 2015","27 Aug 2014","20 Feb 2014","28 Aug 2013","21 Feb 2013","28 Aug 2012","29 Feb 2012","26 Aug 2011","25 Feb 2011","30 Aug 2010",
"Fixed Assets",187.939,222.121,184.981,185.713,170.478,161.648,156.237,151.233,152.458,149.628,174.709,167.972,160.029,130.018,120.462,119.702,122.625,119.884,128.333,137.781,143.602,
"Right-of-use Asset",29.956,,,,,,,,,,,,,,,,,,,,,
"Investments in Associates",140.231,135.498,127.262,116.905,117.328,118.395,103.006,103.313,84.848,67.093,61.478,57.192,51.589,12.85,7.795,6.262,8.737,10.207,8.589,7.706,6.364,
"Investments and Loans",55.627,55.16,56.514,57.131,59.928,57.795,77.92,78.49,67.809,76.897,77.653,87.636,70.894,24.415,31.455,31.77,31.733,31.735,33.588,34.909,36.009,
"Goodwill",55.627,55.627,55.627,55.627,55.627,55.627,55.627,48.018,48.018,,,,,,,,,,,,,
"Intangible Assets",71.205,55.533,53.167,45.237,44.634,43.204,37.889,16.622,19.041,67.71,62.843,61.726,60.032,58.203,57.489,60.656,60.24,63.513,67.813,73.469,72.114,
"Deferred Tax Asset",30.71,21.925,25.478,21.513,21.923,17.497,16.572,15.961,17.312,19.937,29.593,23.931,29.164,16.141,17.487,14.333,15.666,16.458,23.925,20.37,22.025,
"Long-Term Receivables",,,,,,,,,,,,,,,,,,,,0.069,2.619,
"Total Fixed Assets",571.295,545.864,503.029,482.126,469.918,454.166,447.251,413.637,389.486,381.265,406.276,398.457,371.708,241.627,234.688,232.723,239.001,241.797,262.248,274.304,282.733,
"Stock",1609.086,1426.303,1393.392,1448.996,1153.253,1089.463,1206.41,1127.262,1207.682,1434.374,1335.698,1265.585,1269.879,902.873,790.532,843.863,773.619,692.722,646.023,586.647,574.479,
"Debtors",1163.96,1105.909,969.146,1008.506,967.188,1193.916,1093.565,1182.608,1101.718,1280.13,1246.139,1027.044,839.036,774.525,679.114,709.823,596.447,707.649,556.134,579.979,591.2,
"Cash",263.632,252.199,221.719,318.125,295.376,310.506,230.371,142.552,383.613,196.558,459.832,341.997,203.163,238.506,455.572,95.847,224.413,111.081,195.787,166.577,259.953,
"Tax",9.106,4.976,6.055,2.398,4.215,,,,,8.978,2.059,21.979,16.555,12.727,,11.018,0.666,8.818,7.727,4.899,12.884,
"Other Current Assets",10.075,2.071,3.982,14.01,40.497,,2.602,0.024,3.059,196.674,8.179,11.252,0.839,72.588,73.413,307.719,283.053,281.813,1.62,1.197,2.057,
"Total Current Assets",3055.859,2791.458,2594.294,2792.035,2460.529,2593.885,2532.948,2452.446,2696.072,3116.714,3051.907,2667.857,2329.472,2001.219,1998.631,1968.27,1878.198,1802.083,1407.291,1339.299,1440.573,
"Total Assets",3627.154,3337.322,3097.323,3274.161,2930.447,3048.051,2980.199,2866.083,3085.558,3497.979,3458.183,3066.314,2701.18,2242.846,2233.319,2200.993,2117.199,2043.88,1669.539,1613.603,1723.306,
"Ordinary Share Capital & Premium",,,,,,,,14.69,50.531,62.458,93.354,120.067,119.627,117.916,117.916,117.916,118.125,119.365,123.7,123.727,123.361,
"Distributable Reserves",1109.124,1075.291,1043.287,994.579,981.157,967.271,969.164,948.803,927.669,911.374,894.636,818.614,791.787,729.309,706.14,655.379,639.655,582.484,576.181,519.244,492.818,
"Non-Distributable Reserves",,,,,,,,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,0.809,2.725,4.116,4.116,
"Translation Reserves",9.535,3.007,2.657,3.889,3.279,-1.712,1.169,3.98,8.909,8.831,4.949,3.056,3.829,3.494,1.5,-1.983,-2.857,-0.913,-8.872,-4.329,-3.096,
"Ordinary Shareholders' Interest",1118.659,1078.298,1045.944,998.468,984.436,965.559,970.333,968.282,987.918,983.472,993.748,942.546,916.052,851.528,826.365,772.121,755.732,701.745,693.734,642.758,617.199,
"Minority Interest",8.012,7.97,7.448,8.122,8.879,8.623,8.128,-0.614,-0.581,14.302,19.268,18.307,18.461,9.129,12.546,18.51,18.426,20.449,18.94,25.615,24.552,
"Total Shareholders' Interest",1126.671,1086.268,1053.392,1006.59,993.315,974.182,978.461,967.668,987.337,997.774,1013.016,960.853,934.513,860.657,838.911,790.631,774.158,722.194,712.674,668.373,641.751,
"Interest Bearing Loans",42.264,16.087,8.684,7.005,6.251,4.729,5.637,2.764,0.499,1.464,23.127,34.587,34.788,7.736,6.837,6.67,4.712,240.426,86.598,106.374,132.514,
"Deferred Tax Liability",6.213,8.382,8.103,8.616,8.898,10.336,10.617,4.504,4.504,4.571,4.576,3.688,,4.095,2.324,2.32,2.409,4.787,5.243,3.568,3.591,
"Other Long-Term Liabilities",27.825,15.777,17.514,15.466,15.788,13.779,13.215,13.284,12.632,13.706,15.627,12.297,14.725,13.7,16.65,,,,,,,
"Total Long-Term Liabilities",76.302,40.246,34.301,31.087,30.937,28.844,29.469,20.552,17.635,19.741,43.33,50.572,49.513,25.531,25.811,8.99,7.121,245.213,91.841,109.942,136.105,
"Creditors and Provisions",2229.395,1628.664,1583.866,1640.259,1624.019,1499.328,1715.277,1598.744,1673.558,1647.127,2011.195,1460.517,1400.445,939.167,1095.091,783.208,943.848,673.024,744.848,522.686,732.538,
"Tax",0.51,1.231,1.004,5.396,1.035,,,,,4.749,2.595,1.083,0.007,14.045,8.653,4.446,3.963,6.598,5.066,8.261,13.847,
"Bank Overdrafts/Short-Term Loans",118.832,528.654,393.488,576.83,254.656,467.226,239.278,259.476,377.713,674.393,364.436,565.956,277.306,351.324,216.589,58.995,20.055,164.6,31.705,134.804,85.823,
"Other Current Liabilities",75.444,52.259,31.272,13.999,26.485,78.471,17.714,19.643,29.315,154.195,23.611,27.333,39.396,52.122,48.264,554.723,368.054,232.251,83.405,169.537,113.242,
"Total Current Liabilities",2424.181,2210.808,2009.63,2236.484,1906.195,2045.025,1972.269,1877.863,2080.586,2480.464,2401.837,2054.889,1717.154,1356.658,1368.597,1401.372,1335.92,1076.473,865.024,835.288,945.45,
"Total Liabilities",2500.483,2251.054,2043.931,2267.571,1937.132,2073.869,2001.738,1898.415,2098.221,2500.205,2445.167,2105.461,1766.667,1382.189,1394.408,1410.362,1343.041,1321.686,956.865,945.23,1081.555,
"Total Equity and Liabilities",3627.154,3337.322,3097.323,3274.161,2930.447,3048.051,2980.199,2866.083,3085.558,3497.979,3458.183,3066.314,2701.18,2242.846,2233.319,2200.993,2117.199,2043.88,1669.539,1613.603,1723.306,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"8 Sep 2020","28 Feb 2020","6 Sep 2019","22 Feb 2019","30 Aug 2018","22 Feb 2018","29 Aug 2017","23 Feb 2017","31 Aug 2016","23 Feb 2016","1 Sep 2015","25 Feb 2015","27 Aug 2014","20 Feb 2014","28 Aug 2013","21 Feb 2013","28 Aug 2012","29 Feb 2012","26 Aug 2011","25 Feb 2011","30 Aug 2010",
"Number of Shares in Issue (Actual)",70000000,70000000,70000000,70000000,73000000,76000000,83000000,90700000,98000000,100000000,103623471,106623471,106682760,108433165,108433165,108433165,108469165,108677165,109547165,109547165,109547165,
"Weighted Average Shares in Issue (Actual)",70000000,70000000,70722365,71432953,77802385,80454825,91003326,94200535,100674409,102005806,106228765,106875829,107255590,108433165,108436464,108436464,108831677,108849751,109547165,109547165,110254438,
"Fully Diluted Weighted Average Shares in Issue",,,70722365,,77802385,80454825,91003000,94200535,100674000,102005806,106228765,106875829,107255590,108433165,108436464,108436464,108831677,,109547165,,,
"Market Capitalisation (R'000)",492800,653800,567000,532000,500050,433200,351090,444430,519400,795000,901524,852988,768116,563852,601804,590961,645392,608592,546640,547736,449143,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,,998,,957,,943,,993,,1023,,1020,,949,,1122,,1097,,1310,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"8 Sep 2020","28 Feb 2020","6 Sep 2019","22 Feb 2019","30 Aug 2018","22 Feb 2018","29 Aug 2017","23 Feb 2017","31 Aug 2016","23 Feb 2016","1 Sep 2015","25 Feb 2015","27 Aug 2014","20 Feb 2014","28 Aug 2013","21 Feb 2013","28 Aug 2012","29 Feb 2012","26 Aug 2011","25 Feb 2011","30 Aug 2010",
"Earnings Per Share (ZARc)",124.05,75.72,147.9,78.24,102.58,57.13,80.32,37.24,74.13,51.31,124.94,53.05,100.07,41.3,78.43,31.5,73.67,21.14,86.38,36.12,55.72,
"Diluted Earnings Per Share (ZARc)",124.05,75.72,147.9,,102.58,,80.32,,74.13,51.31,124.94,,100.07,41.3,78.43,,73.67,21.14,86.38,36.12,55.72,
"Headline Earnings Per Share (Cont Ops) (ZARc)",127.13,75.79,139.32,69.49,104.15,58.08,81.26,37.34,80.07,53.54,127.6,54.45,100.72,42.15,69.72,29.52,71.37,14.18,83.98,36.2,57.84,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",127.13,75.79,139.32,,104.15,,81.26,,80.07,53.54,127.6,54.45,100.72,42.15,69.72,,71.37,14.18,83.98,36.2,57.84,
"Final Dividend (ZARc)",26,,30,,22,,16,,15,,35,,28,,20,,17,,17,,12,
"Dividend Per Share (ZARc)",26,,30,,22,,16,,15,,35,,28,,20,,17,,17,,12,
"Distributions Per Share (ZARc)",26,,30,,22,,16,,15,,35,,28,,20,,17,,17,,12,
"Net Asset Value Per Share (ZARc)",1598.08,1540.43,1494.21,1426.38,1348.54,1270.47,1169.08,1067.57,1008.08,983.47,959,883.99,858.67,785.3,762,712.07,696.73,645.72,633.27,586.74,563.41,
"3 Year Beta",0.28,0.21,0.11,0.25,0.07,0.49,0.49,0.66,0.64,0.25,0.2,0.12,0.07,0.03,0.44,-0.01,0.02,0.01,0.1,0.03,-0.17,
"Cash Generated Per Share",485.03,-117.72,-244.79,-385.09,204.49,-125.71,120.31,-71.05,13.5,-515.4,245.86,-104.55,-211.65,-303.71,131.7,-301.13,41.12,-292.53,46.09,-106.44,210.44,
"Net Asset Value Per Share (Base Currency)",1598.08,1540.43,1494.21,1426.38,1348.54,1270.47,1169.08,1067.57,1008.08,983.47,959,883.99,858.67,785.3,762,712.07,696.73,645.72,633.27,586.74,563.41,
"Price at Period End (Base Currency)",704,934,810,760,685,570,423,490,530,795,870,800,720,520,555,545,595,560,499,500,410,
"JSE Market Price High (ZARc)",934,934,930,860,725,600,576,576,945,945,980,820,750,575,648,620,635,590,540,540,411,
"JSE Market Price Low (ZARc)",411,620,600,600,353,353,385,450,451,747,670,670,450,450,539,539,450,450,325,325,154,
"JSE Market Price at Period End (ZARc)",704,934,810,760,685,570,423,490,530,795,870,800,720,520,555,545,595,560,499,500,410,
"JSE Volume Traded (Actual)",13860073,4081743,17988167,11963428,29435720,14593091,34842319,17521846,32317053,19506751,28123990,10813121,22383765,8986303,25590774,15008836,32155225,16880006,29921663,18830632,52977663,
"JSE Rand Value Traded (Actual)",96606760,34640180,137454874,88796735,167153857,70749331,163078619,87094236,244580526,167657929,229270398,83874908,133603118,47491308,149819469,87626845,179630440,88766236,126793691,72573471,142773766,
"12 Month HEPS",127.13,145.62,139.32,115.56,104.15,102,81.26,63.87,80.07,126.69,127.6,113.02,100.72,82.35,69.72,87.49,71.37,61.96,83.98,62.35,57.84,
"12 Month Dividend",26,30,30,22,22,22,16,16,15,50,35,35,28,28,20,17,17,17,17,17,12,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"8 Sep 2020","28 Feb 2020","6 Sep 2019","22 Feb 2019","30 Aug 2018","22 Feb 2018","29 Aug 2017","23 Feb 2017","31 Aug 2016","23 Feb 2016","1 Sep 2015","25 Feb 2015","27 Aug 2014","20 Feb 2014","28 Aug 2013","21 Feb 2013","28 Aug 2012","29 Feb 2012","26 Aug 2011","25 Feb 2011","30 Aug 2010",
"Cash generated from operations after WC",499.982,5.155,-16.292,-193.999,250.399,-48.583,228.775,5.868,175.047,-418.704,374.023,,,,,,,,,,,
"Net Cash flow from operating activities",339.52,-82.403,-171.352,-269.564,149.281,-95.536,99.859,-64.442,13.233,-515.398,254.771,-111.476,-225.798,-329.327,142.808,-326.527,44.602,-317.908,50.493,-116.6,230.531,
"Net cash flow from investing activities",-38.569,-13.58,-19.23,-3.799,-45.007,-16.258,-52.354,-25.944,-56.949,-23.49,-46.726,-36.248,-104.621,-21.043,0.895,-2.36,-37.188,-23.291,-12.749,-8.093,-23.062,
"Net cash flow from financing activities",-259.038,126.463,116.925,296.112,-39.269,191.929,-200.747,-150.675,-32.503,276.886,48.624,286.558,66.982,135.653,54.5,199.119,65.196,304.665,-101.91,62.553,-214.984,
"Dividends paid",-21.649,-21,-19.282,-17.785,-13.659,-12.96,-13.95,-13.95,-35.605,-35.605,-29.871,-29.871,-21.687,-21.61,-18.434,-18.434,-18.623,-18.623,-13.146,-13.146,-11.045,
"Net increase(decrease) in cash & cash equivalents",41.913,30.48,-73.657,22.749,65.005,80.135,-153.242,-241.061,-76.219,-262.002,256.669,138.834,-263.437,-214.717,198.203,-129.768,72.61,-36.534,-64.166,-93.376,-78.652,
"Cash & Cash Equivalent beginning of period",221.719,221.719,295.376,295.376,230.371,230.371,383.613,383.613,459.832,459.832,203.163,,,,,,,,,,,
"Cash & Cash Equivalent end of period",263.632,252.199,221.719,318.125,295.376,310.506,230.371,142.552,383.613,197.83,459.832,,,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"8 Sep 2020","28 Feb 2020","6 Sep 2019","22 Feb 2019","30 Aug 2018","22 Feb 2018","29 Aug 2017","23 Feb 2017","31 Aug 2016","23 Feb 2016","1 Sep 2015","25 Feb 2015","27 Aug 2014","20 Feb 2014","28 Aug 2013","21 Feb 2013","28 Aug 2012","29 Feb 2012","26 Aug 2011","25 Feb 2011","30 Aug 2010",
"Return on Capital Employed",7.32,9.5,9.79,10.99,7.93,9.26,7.31,7.09,7.86,10.61,12.7,11.26,10.59,9.31,9.39,8.38,9.96,4.71,11.94,10.57,8.29,
"Return on Shareholder Funds",7.82,9.86,10.11,11.33,8.18,9.54,7.53,7.24,8,10.82,13.24,11.86,11.15,9.59,9.68,8.48,10.05,6.31,13.48,12.31,10.04,
"Return on Total Assets",3.36,4.29,4.45,4.8,3.61,4.08,3.27,3.39,3.76,4.41,5.57,5.31,5.46,5.43,4.78,3.97,5.73,3.21,7.64,6.72,5.46,
"Gross Profit Margin",14.23,14.35,13.99,15.19,14.03,13.17,12.62,12.62,12.88,14.38,13.2,14.5,13.75,13.88,13.55,13.16,14.29,14.98,14.94,14.35,14.24,
"Operating Profit Margin",3.14,3.87,3.72,4.31,2.88,3.28,3.31,3.43,3.57,4.38,4.7,4.32,3.81,4.03,3.22,2.79,3.91,2.44,4.68,3.89,3.76,
"Net Profit Margin",1.36,1.76,1.79,2.07,1.41,1.74,1.39,1.35,1.41,2.12,2.63,2.53,2.25,2.23,2.02,1.89,2.29,1.4,3.27,2.44,1.8,
"Debt:Equity (excl non-int debt)",0.17,0.52,0.41,0.6,0.29,0.51,0.27,0.29,0.4,0.7,0.4,0.64,0.35,0.44,0.29,0.09,0.04,0.57,0.17,0.37,0.35,
"Interest Bearing Debt as % of Long-Term Finance",3.62,1.46,0.82,0.69,0.63,0.48,0.57,0.28,0.05,0.15,2.23,3.47,3.59,0.89,0.81,0.84,0.6,24.98,10.83,13.73,17.11,
"Interest Cover",1.97,2.1,2.09,2.49,2.12,2.36,1.98,1.97,2.08,2.7,4.04,4.2,4.1,3.41,4.13,4.73,6.35,4.7,9.92,5.51,3.32,
"Quick Ratio",0.6,0.62,0.6,0.6,0.69,0.74,0.67,0.71,0.72,0.68,0.71,0.68,0.62,0.81,0.88,0.8,0.83,1.03,0.88,0.9,0.92,
"Current Ratio",1.26,1.26,1.29,1.25,1.29,1.27,1.28,1.31,1.3,1.26,1.27,1.3,1.36,1.48,1.46,1.4,1.41,1.67,1.63,1.6,1.52,
"Dividend Cover",4.77,,4.93,,4.66,,5.02,,4.94,,3.57,,3.57,,3.92,,4.33,,5.08,,4.64,
"Dividend Cover (HEPS)",4.89,,4.64,,4.73,,5.08,,5.34,,3.65,,3.6,,3.49,,4.2,,4.94,,4.82,
"Debtors Collection Period",66.41,67.11,60.51,68.11,62.25,82.36,76.13,82.78,76.07,94.65,90.21,83.64,64.28,70.35,58.98,71.7,62.16,78.43,70.07,65.14,63.29,
"Stock Turn",3.41,3.61,3.61,3.16,4.23,4.22,3.8,4.04,3.81,2.95,3.28,3.03,3.24,3.83,4.6,3.72,3.88,4.04,3.81,4.74,5.09,
"Price : Earnings",5.54,6.41,5.81,6.58,6.58,5.59,5.21,7.67,6.62,6.28,6.82,7.08,7.15,6.31,7.96,6.23,8.34,9.04,5.94,8.02,7.09,
"Sales Per Share (Base Currency)",9139.17,8592.37,8265.99,7565.88,7289.36,6576.9,5761.49,5535.54,5250.97,4839.48,4746.47,4193.45,4441.84,3705.98,3875.89,3332.32,3218.31,3025.66,2644.45,2966.41,3092.41,
"Price/Sales Per Share",0.08,0.11,0.1,0.1,0.09,0.09,0.07,0.09,0.1,0.16,0.18,0.19,0.16,0.14,0.14,0.16,0.18,0.19,0.19,0.17,0.13,
"Price/Net Asset Value",0.44,0.61,0.54,0.53,0.51,0.45,0.36,0.46,0.53,0.81,0.91,0.9,0.84,0.66,0.73,0.77,0.85,0.87,0.79,0.85,0.73,
"Price/Cash Flow",1.45,-15.87,-3.31,-3.95,3.35,-9.07,3.52,-13.79,39.26,-3.08,3.54,-15.3,-3.4,-3.42,4.21,-3.62,14.47,-3.83,10.83,-9.39,1.95,
"NAV%Price",227,164.93,184.47,187.68,196.87,222.89,276.38,217.87,190.2,123.71,110.23,110.5,119.26,151.02,137.3,130.66,117.1,115.31,126.91,117.35,137.42,
"Liquidity%",13.58,-7.32,-8.38,-23.78,7.71,-9.21,4.99,-6.79,0.63,-41.23,10.42,-10.59,-12.78,-47.65,10.24,-46.3,3.32,-48.11,5.28,-24.67,21.31,
"Cash Flow:Attributable Profit",3.82,-3.11,-1.64,-9.65,1.85,-4.09,1.36,-3.67,0.16,-18.89,1.85,-3.76,-2.09,-14.47,2.04,-20.17,0.51,-26.38,0.58,-5.89,3.61,
"Cash/Equity (%)",23.4,23.22,21.05,31.6,29.74,31.87,23.54,,,,,,,,,,,,,,,
"EV/Ebitda (Pd)",1.5,,2.81,6.44,2.53,,,,,,,,,,,,,,,,,
"PEG Ratio",1.59,0.61,0.55,0.52,0.52,0.84,0.79,2.31,2,0.32,0.34,0.39,0.39,2.48,3.12,0.61,0.81,0.51,0.33,-5.77,-5.1,

