"Non-Distributable Reserves",62.332,69.496,55.933,69.842,61.377,67.578,10.765,7.881,2.609,1.366,0.583,0.201,,
"Translation Reserves",762.462,242.903,-37.551,-19.361,17.554,-312.423,-159.441,-173.374,-2.552,,,,,
"Ordinary Unitholders Interest",10723.75,9729.59,9464.105,8519.793,7437.303,6298.774,6239.079,4947.355,3791.902,3620.839,1915.013,1301.015,1145.469,
"Minority Interest",38.062,40.434,35.39,149.919,124.774,109.41,93.204,93.535,73.403,,,,,
"Total Stockholders' Interest",10761.812,9770.024,9499.495,8669.712,7562.077,6408.184,6332.283,5040.89,3865.305,3620.839,1915.013,1301.015,1145.469,
"Non-Interest Bearing Loans",474.274,173.957,136.439,22.355,,18.542,,11.208,,,,,,
"Interest Bearing Loans",4932.843,4686.043,3338.681,3232.837,,,,,,,,,,
"Other Long-Term Liabilities",4.479,4.462,4.481,2.24,2099.069,1887.73,1385.915,1086.097,1949.671,432.221,1383.41,127.372,121.729,
"Long-Term Liabilities",5411.596,4864.462,3479.601,3257.432,2099.069,1906.272,1385.915,1097.305,1949.671,432.221,1383.41,127.372,121.729,
"Deferred Tax Liability",,,,,,,,,1.424,1.424,1.424,,,
"Total Capital Employed",16173.408,14634.486,12979.096,11927.144,9661.146,8314.456,7718.198,6138.195,5816.4,4054.484,3299.847,1428.387,1267.198,
"Fixed Assets / Property",16173.985,14849.567,13515.576,11967.963,9838.372,8078.578,6769.92,6000.579,5628.89,4112.945,3522.058,1418.796,1185.628,
"Deferred Tax Asset",181.973,159.87,104.938,68.93,52.068,32.639,,,,,,,,
"Other Assets",0.445,6.226,31.936,38.692,85.224,132.732,113.583,134.632,51.797,,,14.928,,
"Debtors",107.194,76.191,54.257,110.64,103.148,58.202,69.067,134.778,47.634,62.36,4.458,4.479,4.158,
"Cash and Short Term Funds",134.597,53.724,35.73,36.279,57.655,17.813,1004.73,11.042,378.452,3.962,24.456,3.582,16.065,
"Other Current Assets",294.281,57.246,53.629,16.263,288.309,164.432,21.976,237.734,236.193,47.1,6.808,4.58,70.709,
"Current Assets",536.072,187.161,143.616,163.182,449.112,240.447,1095.773,383.554,662.279,113.422,35.722,12.641,90.932,
"Total Assets",16892.475,15202.824,13796.066,12238.767,10424.776,8484.396,7979.276,6518.765,6342.966,4226.367,3557.78,1446.365,1276.56,
"Creditors",274.962,389.496,322.286,200.108,446.905,114.296,65.945,94.587,324.576,77.78,112.291,17.466,9.362,
"Receiver of Revenue",0.6,1.328,1.006,0.729,0.614,0.092,,,,,,,,
"Bank O/D & S/T Loans",287.757,110,482.487,77.687,253.243,54.939,195.133,285.983,201.99,94.103,145.642,0.512,,
"Other Current Liabilities",155.748,67.514,11.191,33.099,62.868,0.613,,,,,,,,
"Current Liabilities",719.067,568.338,816.97,311.623,763.63,169.94,261.078,380.57,526.566,171.883,257.933,17.978,9.362,
"Net Current Assets",-182.995,-381.177,-673.354,-148.441,-314.518,70.507,834.695,2.984,135.713,-58.461,-222.211,-5.337,81.57,

Share/unit data,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"13 Oct 2020","5 May 2020","10 Oct 2019","9 May 2019","11 Oct 2018","10 May 2018","12 Oct 2017","10 May 2017","13 Oct 2016","5 May 2016","15 Oct 2015","13 May 2015","10 Oct 2014",
"Number of Linked Units Issued (Actual)",614717973,554441246,544889587,503416786,454026222,409973331,409973231,350465100,280152669,279862466,152066285,114410255,113575515,
"Weighted Ave Stock Units (Actual)",605673034,529724495,509523099,447727114,431277246,384863958,359692813,296765842,280033304,166498796,152066285,89935947,72070385,
"Fully Diluted Weighted Average Shares in Issue",609052164,531775465,511579687,450032706,432368432,298044931,360720790,298044931,281032040,166965077,152066285,90015198,72070385,
"Market Capitalisation (R000)",10573149,9575200,11535313,10108609,9080524,8195367,7617303,5642488,4065015,3363947,1870415,1453010,1192543,

Share statistics,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"13 Oct 2020","5 May 2020","10 Oct 2019","9 May 2019","11 Oct 2018","10 May 2018","12 Oct 2017","10 May 2017","13 Oct 2016","5 May 2016","15 Oct 2015","13 May 2015","10 Oct 2014",
"Earnings Per Linked Unit (ZARc)",-20.1,128.8,95.4,149.6,52.4,226.1,129.8,264.4,111.3,230.6,164.1,204.62,19.8,
"Diluted Earnings Per Linked Unit (ZARc)",-20,128.3,95,148.8,52.3,225.4,129.4,263.3,110.9,229.9,163.3,204.4,19.8,
"Headline Earnings Per Linked Unit (CO) (ZARc)",-7.6,125.9,70.9,109.4,28.6,164.7,59.88,165.3,86.1,147.4,60.54,76.08,20.86,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",-7.6,125.4,70.7,108.8,28.6,164.1,59.71,164.5,85.8,146.9,60.26,76.01,20.86,
"Distributions Per Linked Unit (ZARc)",74.44,151.39,74.43,138.43,68.12,123.86,60.98,110.37,54.44,96.6,45.42,61.26,20.37,
"Net Asset Value Per Linked Unit (ZARc)",1744,1755,1737,1722.17,1667,1536,1522,1412,1354,1294,1259,1137,1009,
"3 Year Beta",0.43,0.64,0.41,0.35,0.42,0.39,0.57,,,,,,,
"Cash Generated Per Linked Unit",-21,4.6,6.32,10.81,1.99,13.86,5.89,-15.42,93.49,2.29,58.46,37.72,8.93,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,
"Net Asset Value Per Linked Unit (Base Currency)",1744,1755,1737,1722.17,1667,1536,1522,1412,1354,1294,1259,1137,1009,
"Price at Period End (Base Currency)",1720,1727,2117,2008,2000,1999,1858,1610,1451,1202,1230,1270,1050,
"JSE Market Price at Period End (ZARc)",1720,1727,2117,2008,2000,1999,1858,1610,1451,1202,1230,1270,1050,
"JSE Market Price High (ZARc)",1900,2417,2186,2200,2165,2346,1899,1610,1521,1450,1350,1350,1100,
"JSE Market Price Low (ZARc)",1294,1655,1860,1682,1682,1600,1600,1190,1190,599,1045,1021,1021,
"JSE Volume Traded (Actual)",199584132,183772758,75390052,174369386,81604664,187741710,68135131,35263176,16439572,11225530,3012437,6844619,3837816,
"JSE Rand Value Traded (Actual)",3281512842,3751522051,1546591934,3460874051,1596606668,3658690109,1196430768,512540061,221503943,143017056,36194286,73662644,40044892,
"12 Month HEPS",47.4,125.9,151.7,109.4,133.42,164.7,139.08,165.3,172.96,147.4,115.76,76.08,41.72,
"12 Month Dividend",151.39,151.38,144.74,138.43,130.99,123.86,123.86,116.91,110.37,67.57,67.57,57.28,61.26,

Cash flow items,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"13 Oct 2020","5 May 2020","10 Oct 2019","9 May 2019","11 Oct 2018","10 May 2018","12 Oct 2017","10 May 2017","13 Oct 2016","5 May 2016","15 Oct 2015","13 May 2015","10 Oct 2014",
"Cash generated by operations",,879.623,440.21,677.214,232.291,549.224,272.9,375.608,419.039,176.599,153.843,,,
"Working capital changes",,,,,70.286,22.954,36.344,,,,,,,
"Cash generated from operations after WC",,,,,,,,,,176.599,,80.455,,
"Net Cash flow from operating activities",-129.116,25.478,34.436,54.418,9.046,56.824,24.164,-54.046,261.921,6.417,88.898,43.158,10.138,
"Net cash flow from investing activities",-941.8,-2214.141,-1282.241,-2950.815,-1065.472,-1630.956,-235.438,-1471.209,-1550.224,-413.725,-38.566,-817.378,-671.754,
"Net cash flow from financing activities",1146.068,2204.461,1243.419,2912.752,1091.98,1580.607,1205.553,1532.335,1665.344,407.688,-29.458,777.802,677.681,
"Dividends paid",-459.598,-760.236,-357.086,-572.665,-215.722,-454.491,-202.437,-305.134,-142.986,-105.396,-46.782,-23.816,-0.685,
"Net increase(decrease) in cash & cash equivalents",75.152,15.798,-4.386,16.355,35.554,6.475,994.279,7.08,377.042,0.38,20.874,3.582,,
"Cash & Cash Equivalent beginning of period",53.724,36.279,36.279,17.813,17.813,11.042,11.042,3.962,3.962,3.582,3.582,,,
"Translation effects on cash & cash equivalents",5.721,1.647,3.837,2.111,4.288,0.296,-0.591,,-2.552,,,,,
"Cash & Cash Equivalent end of period",134.597,53.724,35.73,36.279,57.655,17.813,1004.73,11.042,378.452,3.962,24.456,3.582,,

Ratios,"Aug 2020","Feb 2020","Aug 2019","Feb 2019","Aug 2018","Feb 2018","Aug 2017","Feb 2017","Aug 2016","Feb 2016","Aug 2015","Feb 2015","Aug 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"13 Oct 2020","5 May 2020","10 Oct 2019","9 May 2019","11 Oct 2018","10 May 2018","12 Oct 2017","10 May 2017","13 Oct 2016","5 May 2016","15 Oct 2015","13 May 2015","10 Oct 2014",
"Turnover Per Share",168.53,187.59,193.3,171.12,155.66,149.07,146.02,169.3,178.49,201.61,146.84,145.21,141.63,
"Price/Sales Per Share",10.21,9.21,10.95,11.73,12.85,13.41,12.72,9.51,8.13,5.96,8.38,8.75,7.41,
"Price/Net Asset Value",0.99,0.98,1.22,1.17,1.2,1.3,1.22,1.14,1.07,0.93,0.98,1.12,1.04,
"Price/Cash Flow",-163.78,375.43,669.94,185.75,2010.05,144.23,630.9,-104.41,31.04,524.89,42.08,33.67,235.26,
"Return on Capital Employed",-1.53,4.72,7.55,6,5.07,10.72,12.17,13.13,10.73,9.47,12.64,12.88,2.25,
"Return on Stockholder Funds",-2.31,7.08,10.31,8.26,6.47,13.91,14.83,15.99,16.15,10.6,21.78,14.15,2.49,
"Return on Total Assets",5.37,5.68,6.27,4.74,5.65,8.48,6.16,9.26,7.03,7.05,5.53,8.66,6.85,
"Operating Profit Margin",88.93,86.96,87.83,75.71,87.7,125.34,93.64,120.17,89.24,88.82,88.12,95.93,85.61,
"Net Profit Margin",-27.61,77.71,112.95,101.68,78.72,179.07,208.22,184.64,148.55,130.91,213.55,149.8,34.25,
"Debt : Equity",0.49,0.49,0.4,0.38,0.31,0.3,0.25,0.27,0.56,0.15,0.8,0.1,0.11,
"Current Ratio",0.75,0.33,0.18,0.52,0.59,1.41,4.2,1.01,1.26,0.66,0.14,0.7,9.71,
"Dividend Cover",-0.27,0.85,1.28,1.08,0.77,1.83,2.13,2.4,2.04,2.39,3.61,3.34,0.97,
"Debtors Collection Period",44.36,31.68,23.02,61.3,65.55,43.73,56.21,115.74,41.42,77.62,8.33,13.31,18.21,
"Operating Return on Investment",5.45,5.91,6.37,5.5,5.84,6.01,6.62,7.08,7.46,7.13,5.54,8.66,7.03,
"Operating Income : Turnover",86.41,88.34,87.35,85.98,85.56,84.67,85.38,84.59,83.98,87.35,87.46,94.07,81.64,
"Admin & Collection Fees : Turnover",0.14,0.12,0.13,0.14,0.14,0.15,0.15,0.15,0.16,0.13,0.13,0.06,0.18,
"Return on Stockholder Funds",8.5,8.59,8.54,8.04,8.18,7.92,7.9,7.67,7.89,7.47,7.21,5.39,4.04,
"NAV%Price",101.4,101.62,82.05,85.77,83.35,76.84,81.92,87.7,93.31,107.65,102.36,89.53,96.1,
"Price : Earnings",36.29,13.72,13.96,18.35,14.99,12.14,13.36,9.74,8.39,8.15,10.63,16.69,25.17,
"Profitability %",4.82,5.29,5.86,4.37,5.18,7.79,5.64,8.79,6.33,6.57,5.2,7.46,6.19,
"Solvency %",275.54,279.83,321.09,342.91,364.16,408.65,484.48,441.09,256.01,697.96,216.57,995.09,973.8,
"Int Bearing Debt : Total Assets",0.31,0.32,0.28,0.27,0.02,0.01,0.02,0.04,0.03,0.02,0.04,,,
"Liquidity %",-4.21,0.47,1.6,1.52,0.63,2.74,2.93,-3.66,21.14,1.06,10.82,29.69,15.47,
"EV/Ebitda (Pd)",,17.6,,,42.53,,,,,,,,,
"Cash Flow : Attributable Profit",-1.35,0.04,0.23,0.12,0.07,0.09,0.25,-0.11,2.68,0.03,2.39,0.46,0.66,
"Loan to value ratio",33.46,33.24,26.81,27.31,21.73,22.93,17.96,17.88,,,,,,
"PEG Ratio",2.08,0.79,0.97,1.28,0.57,0.46,0.38,0.28,0.18,0.18,,,,

