"Transfer to Insurance Fund",13497,2641,4706,-168,4859,4031,3362,987,1745,445,2541,1770,3726,2320,1735,1045,1075,356,1530,966,852,
"Income Before Exceptional Items",-2836,1395,3430,1824,4882,4605,2953,775,4439,2471,4812,2389,5182,2862,4025,2379,3592,1592,2929,1206,2506,
"Amortisation",76,36,99,61,123,,,,,,,,,,,,,,,,,
"Exceptional Item 1",3448,1485,4418,1450,2538,,2793,1895,1097,200,1928,1787,-541,-485,-802,-560,-238,74,522,-514,-9,
"Exceptional Item 1: Amortisation of PVIF",,,,,,,-171,,-275,,,,,,,,,,,,,
"Exceptional Item 1: BEE expenses",,,,,,,,,,,,,,,,,,,,,-6,
"Exceptional Item 1: Business Combination once-off",,,,,,,,,8,-122,-227,-113,-187,,-186,,,,417,,,
"Exceptional Item 1: Fair value adjustments",,,,,,,,,,,,,,-486,,-575,-13,,,,,
"Exceptional Item 1: Foreign exchange gain/loss",,,,,-4,,-21,,18,25,40,18,18,1,40,15,78,74,-14,-22,-3,
"Exceptional Item 1: Other",,,,,,,,,,,,,,,,,,,-4,,,
"Exceptional Item 1: Puttable NCI adjustments",,,,,,,,,,,1661,1661,-358,,-298,,,,-86,,,
"Exceptional Item 1: Realised Gains",,,,,,,,,,,7,7,,,,,,,209,,,
"Exceptional Item 1: Recapture of reinsurance",,,,,,,,,,,,,,,-336,,,,,,,
"Exceptional Item 1: Reinsurance assets",,,,,2542,,2985,,1346,297,447,214,,,,,,,,,,
"Income From Associates Before Tax",264,125,170,60,115,82,26,16,-66,-54,26,48,-14,-16,-22,-10,1,-5,-4,,,
"Income Before Tax",800,2969,7919,3273,7412,3534,5772,3016,5470,2617,6766,4224,4641,2361,3223,1809,3355,1661,3447,1698,2497,
"Tax",624,891,1305,947,1677,837,1278,947,1740,807,1214,694,1327,614,1092,535,1132,563,872,390,782,
"Profit For The Period",176,2078,6614,2326,5735,2697,4494,2069,3730,1810,5552,3530,3314,1747,2131,1274,2223,1098,2575,1308,1715,
"Income Attributable To Minority Interests",-2,,,,,,,,,,,,,,,,,,2,-109,-2,
"Preference Dividends",81,41,81,40,83,41,83,41,75,37,72,35,68,34,68,33,23,,,,,
"Income Before Extraordinary Items",97,2037,6533,2286,5652,2656,4411,2028,3655,1773,5480,3495,3246,1713,2063,1241,2200,1098,2573,1417,1717,
"Income Attributable To Equity Holders",97,2037,6533,2286,5652,2656,4411,2028,3655,1773,5480,3495,3246,1713,2063,1241,2200,1098,2573,1417,1717,
"Total Comprehensive Income/Loss for the period",2839,2336,6280,2470,6656,2590,2911,297,3640,3754,6075,,,,,,,,,,,
"Headline Earnings (Cont Ops)",296,2047,5147,2252,5803,2749,4404,2023,3641,1771,5285,3460,3064,1678,2062,1237,2129,1029,1638,636,1545,
"Embedded Value",70834,73184,71217,68025,65624,60408,57294,53309,,,,,,,,,,,,,,

Balance sheet (ZAR million),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"16 Sep 2020","20 Feb 2020","4 Sep 2019","21 Feb 2019","4 Sep 2018","20 Feb 2018","18 Sep 2017","23 Feb 2017","6 Sep 2016","25 Feb 2016","10 Sep 2015","24 Feb 2015","3 Sep 2014","20 Feb 2014","3 Sep 2013","21 Feb 2013","5 Sep 2012","23 Feb 2012","1 Sep 2011","22 Feb 2011","2 Sep 2010",
"Ordinary Share Capital & Premium",10148,10148,10142,10148,8308,8306,8306,8310,8300,8301,7488,2583,2582,2491,1470,1493,1503,1537,1542,1558,1541,
"Distributable Reserves",30353,32986,31710,27804,27227,24883,22859,21031,19594,18263,17065,15584,12549,11538,10204,9712,8778,7966,7149,7470,6267,
"Non-Distributable Reserves",3269,762,452,1223,1280,244,346,171,1934,3968,2024,1653,1501,1524,1253,898,670,562,278,140,574,
"Ordinary Shareholders' Interest",43770,43896,42304,39175,36815,33433,31511,29512,29828,30532,26577,19820,16632,15553,12927,12103,10951,10065,8969,9168,8382,
"Preference Shareholders",779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,779,,,,
"Minority Interest",4,6,,,,,,,,,,,,,2,2,1,1,4,785,,
"Total Shareholders' Interest",44553,44681,43083,39954,37594,34212,32290,30291,30607,31311,27356,20599,17411,16332,13708,12884,11731,10845,8973,9953,8382,
"Insurance Funds",94876,86685,81357,73229,70406,65349,59223,52994,49567,37514,41063,,33089,,1885,560,601,-122,-303,-830,-2161,
"Other Long-Term Liabilities",37488,19198,15191,14846,14157,12760,9506,8715,9697,9674,6398,28323,9760,22788,6267,6748,4884,4569,4040,1842,1291,
"",23012,22749,20674,18051,17927,17108,14867,13882,13514,11585,10059,9069,8264,7354,6410,5762,8312,2411,2063,1893,1544,
"Long-Term Liabilities",46267,41947,35865,32897,32084,29868,24373,22597,23211,21259,16457,28323,18024,22788,6267,6748,4884,2289,1760,1063,-617,
"Deferred Tax Liability",8514,9033,8697,8273,8007,7757,6963,6553,6035,5606,5077,4801,4647,4256,3784,3434,3075,2875,2584,2199,1849,
"Total Capital Employed",194210,182346,169002,154353,148091,137186,122849,112435,109420,95690,89953,53723,73171,43376,32054,23626,28603,20578,17357,15057,10905,
"Fixed Assets",4643,4727,4212,4322,4272,3967,1210,1107,1052,1036,727,715,666,623,533,405,251,240,200,225,239,
"Investments In Associates",2713,2229,1950,1500,1159,1045,979,602,491,538,505,494,551,549,402,350,341,324,260,,,
"Investments",158083,99026,92523,80956,79287,75277,66638,62747,61332,55886,50411,44129,40919,35888,30464,26600,25149,16799,12629,11463,8099,
"Goodwill",5070,4705,4642,2268,2247,2060,2107,2093,2447,2868,2375,2231,2239,2122,1859,1652,1542,1503,1302,1068,,
"Intangible Assets",6381,6013,5597,4964,5491,5615,5096,4396,4584,3174,2526,2344,2344,2121,1828,1708,1608,1557,1440,1492,325,
"Deferred Tax Asset",3511,2459,2372,1808,1968,1819,1337,764,824,880,690,374,406,400,370,327,348,312,296,174,303,
"Other Assets",,52835,50069,47510,44775,39687,37691,34897,33815,25639,28144,19737,23044,15901,142,223,210,267,276,318,291,
"Debtors and O/S Premiums",11836,10915,9329,10589,7851,7395,6733,5661,5301,5198,4246,2768,3376,2436,2742,2437,1672,1928,1993,1740,1594,
"Cash and Short Term Funds",17909,10329,9403,10765,10894,9771,9098,6545,8634,7378,6251,4658,3650,2624,2103,1723,2884,2578,3285,1896,2845,
"Other Current Assets",182,1028,136,58,38,27,34,137,97,15,5,332,46,236,32,50,18,27,,20,101,
"Current Assets",29927,22272,18868,21412,18783,17193,15865,12343,14032,12591,10502,7758,7072,5296,4877,4210,4574,4533,5278,3656,4540,
"Total Assets",210328,194266,180233,164740,157982,146663,130923,118949,118577,102612,95880,77782,77241,62900,40475,35475,34023,25535,21681,18396,13797,
"Creditors (incl. Reinsurers)",14233,10826,10262,9535,9043,8783,7369,5986,8563,6470,5506,3676,3752,3640,2325,3817,1843,2610,2167,1638,1413,
"Provision for Claims",,,,,,,,,,,,,,,2566,7885,1926,1875,1700,1411,1162,
"Tax",793,509,276,335,292,177,223,79,134,105,77,254,7,13,47,34,71,,,,,
"Other Current Liabilities",1092,585,693,517,556,517,482,449,460,347,344,20129,311,15871,670,113,316,472,457,290,317,
"Other Current Liabilities: Defered Revenue",,,,,,,,,,,,,,,,,87,61,68,34,55,
"Other Current Liabilities: Deferred acquisition costs",,,,,,,,,,,,,,,89,,,,,,,
"Other Current Liabilities: Financial liabilities",,,,,,,,,,,,,,,232,,12,2,3,,27,
"Other Current Liabilities: Other",,,,,,,,,,,,,,,349,,217,409,386,256,235,
"Current Liabilities",16118,11920,11231,10387,9891,9477,8074,6514,9157,6922,5927,24059,4070,19524,5608,11849,4156,4957,4324,3339,2892,
"Net Current Assets",13809,10352,7637,11025,8892,7716,7791,5829,4875,5669,4575,-16301,3002,-14228,-731,-7639,418,-424,954,317,1648,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"16 Sep 2020","20 Feb 2020","4 Sep 2019","21 Feb 2019","4 Sep 2018","20 Feb 2018","18 Sep 2017","23 Feb 2017","6 Sep 2016","25 Feb 2016","10 Sep 2015","24 Feb 2015","3 Sep 2014","20 Feb 2014","3 Sep 2013","21 Feb 2013","5 Sep 2012","23 Feb 2012","1 Sep 2011","22 Feb 2011","2 Sep 2010",
"Number of Shares in Issue (Actual)",656600000,658290736,658290736,658290736,646844992,646844992,646844992,646844992,647427946,644200000,647427946,591872390,591872390,591872390,591872390,591200000,591872390,591872390,591872390,591872390,591953180,
"Treasury Shares",,,,,,,,,,,18429505,,17737315,,37859464,,37503117,2705938,2469238,2260258,2074728,
"Weighted Average Shares in Issue (Actual)",656648000,656623000,652295000,648030000,645014000,644986000,644651000,644350000,637608000,631079000,598946000,574157000,581123000,556944000,554165000,554274000,554930392,555003369,554847220,554485000,554117000,
"Fully Diluted Weighted Average Shares in Issue",661242000,656805000,652568000,648318000,645408000,645344000,645236000,645080000,642534000,639919000,607290000,582060000,595699000,569101000,561843000,559096000,555537577,555247459,555056726,554793000,556257000,
"Market Capitalisation (R000)",68647530,79409611,98157732,105188277,95409636,120313169,82744411,74063752,79309923,85646390,81880212,65934584,57500403,50013217,49752793,36766728,30777364,25717200,22816681,23331610,20747959,
"Number of Employees",,,,,,,,,,,10000,,8484,,8220,,8091,7771,7398,6980,6027,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"16 Sep 2020","20 Feb 2020","4 Sep 2019","21 Feb 2019","4 Sep 2018","20 Feb 2018","18 Sep 2017","23 Feb 2017","6 Sep 2016","25 Feb 2016","10 Sep 2015","24 Feb 2015","3 Sep 2014","20 Feb 2014","3 Sep 2013","21 Feb 2013","5 Sep 2012","23 Feb 2012","1 Sep 2011","22 Feb 2011","2 Sep 2010",
"Earnings Per Share (ZARc)",14.8,310.3,1001.5,352.7,876.1,411.7,684.2,314.8,573.1,281,914.8,592.6,558.7,307.7,372.27,223.9,396.1,197.9,463.73,255.55,309.86,
"Diluted Earnings Per Share (ZARc)",14.7,310.2,1001.1,352.5,875.6,411.5,683.6,314.4,568.8,277.1,902.2,584.7,545.1,301.1,367.1,221.9,395.7,197.8,464.2,255.4,308.7,
"Headline Earnings Per Share (Cont Ops) (ZARc)",45,311.7,789,347.4,899.6,426.1,683.1,314,571.1,280.6,882.4,586.6,527.4,301.4,372,223.1,383.7,185.5,295.3,114.7,278.8,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",44.7,311.7,788.7,347.2,899,425.8,682.5,313.7,566.7,276.7,870.2,578.9,514.5,294.9,367,221.2,383.2,185.4,295.2,114.6,277.7,
"Distributions Per Share (ZARc)",101,101,215,101,215,101,186,88,175.5,85.5,174.5,85.5,151,73,124.5,60,113.5,50,90,42,69,
"Net Asset Value Per Share (ZARc)",6666.16,6668.18,6426.34,5951.02,5691.47,5168.63,4871.49,4562.45,4607.15,4739.52,4105.01,3348.69,2810.07,2627.76,2184.09,2047.19,1850.23,1700.54,1515.36,1548.98,1415.99,
"Embedded Value Per  Share (ZARc)",,11144,10846,10360,10173,9366,8883,8265,,,52295,,43050,,35721,,30246,,26890,,22558,
"3 Year Beta",1.39,0.98,0.79,0.8,0.81,0.84,0.69,1.03,0.88,0.46,0.3,0.22,0.23,0.16,0.31,0.56,0.54,0.62,0.4,0.55,0.53,
"Cash Generated Per Share",1228.3,11.09,264.02,-277.84,527.79,268.38,-128.62,-330.84,152.14,81.81,527.47,516.5,475.27,211.36,147.16,-29.94,246.17,119.45,-1.01,-139.22,275.36,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Net Asset Value Per Share (Base Currency)",6666.16,6668.18,6426.34,5951.02,5691.47,5168.63,4871.49,4562.45,4607.15,4739.52,4105.01,3348.69,2810.07,2627.76,2184.09,2047.19,1850.23,1700.54,1515.36,1548.98,1415.99,
"Embedded Value Per Share (Base Currency)",,11144,10846,10360,10173,9366,,,,,52295,,43050,,35721,,30246,28416,26890,,,
"Price at Period End (Base Currency)",10455,12063,14911,15979,14750,18600,12792,11450,12250,13295,12647,11140,9715,8450,8406,6219,5200,4350,3855,3942,3505,
"JSE Market Price at Period End (ZARc)",10455,12063,14911,15979,14750,18600,12792,11450,12250,13295,12647,11140,9715,8450,8406,6219,5200,4350,3855,3942,3505,
"JSE Market Price High (ZARc)",15360,15360,18111,18111,19361,18624,13773,13095,15577,15577,14427,11283,10000,10000,8700,6242,5233,4449,4095,4150,3700,
"JSE Market Price Low (ZARc)",5450,9903,13287,14324,12561,12561,10792,10792,10789,10789,8901,8901,7056,7662,5280,5197,5174,3605,3410,3402,2535,
"JSE Volume Traded (Actual)",499716339,245231639,349719227,170499276,369251091,171875126,367764562,188385284,384241145,165018769,336516515,158857990,293165194,139913235,256623299,115943654,181748608,85355090,187344105,103402974,302165324,
"JSE Value Traded (Actual)",53827664820,29457745882,54125814806,27554761198,59152272831,25840305544,44683056814,21975388947,48453564076,22267600661,37857173419,15974732138,24637995900,11888533730,17165638488,6444071306,8156614490,3433930863,7147489222,3922900952,9363861380,
"12 Month HEPS",45,753.3,789,820.9,899.6,795.2,683.1,604.5,571.1,576.4,882.4,812.6,527.4,450.3,372,421.3,383.7,366.1,295.3,257.1,278.8,
"12 Month Dividend",101,215,215,215,215,215,199,186,175.5,175.5,174.5,174.5,163.5,151,137.5,124.5,113.5,103.5,98,84,78,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"16 Sep 2020","20 Feb 2020","4 Sep 2019","21 Feb 2019","4 Sep 2018","20 Feb 2018","18 Sep 2017","23 Feb 2017","6 Sep 2016","25 Feb 2016","10 Sep 2015","24 Feb 2015","3 Sep 2014","20 Feb 2014","3 Sep 2013","21 Feb 2013","5 Sep 2012","23 Feb 2012","1 Sep 2011","22 Feb 2011","2 Sep 2010",
"Cash generated by operations",17372,6787,12154,5004,10875,5034,9672,4666,8481,4325,5340,,,,,,,,,,,
"Working capital changes",1628,-34.6,625,-1026,250,236,-4146,-3884,1699,-1527,1711,,,,,,,,,,,
"Cash generated from operations after WC",7902,-147,1501,-1976,3087,,,,,305,,,,,,,,,,,,
"Net Cash flow from operating activities",8065,73,1738,-1829,3414,1736,-832,-2140,985,527,3415,3057,2813,1251,871,-177,1457,707,-6,-824,1630,
"Net cash flow from investing activities",-3030,-9,-2844,125,-2433,-1613,15,-82,-2428,-3994,-2229,-71,-1102,-859,-1261,-603,-3222,-2108,313,-340,-105,
"Net cash flow from financing activities",2202,749,-344,1533,609,566,1913,763,4009,4349,1485,-1853,-176,297,-671,-295,202,511,198,279,-396,
"Dividends paid",-1417,-748,-1400,-736,-1284,-632,-1152,-581,-1130,-574,-964,-460,-810,-380,-670,-316,-580,-274,-461,-214,-389,
"Net increase(decrease) in cash & cash equivalents",7237,813,-1450,-171,1590,689,1096,-1459,2566,882,2671,,,,,,,,,,,
"Cash & Cash Equivalent beginning of period",9403,9403,10888,10894,9097,9097,8614,8614,6251,6251,3520,,,,,,,,,,,
"Translation effects on cash & cash equivalents",1269,113,-35,42,201,-15,-613,-610,-203,245,60,,,,,,,,,,,
"Cash & Cash Equivalent end of period",17909,10329,9403,10765,10888,9771,9097,6545,8614,7378,6251,,,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"16 Sep 2020","20 Feb 2020","4 Sep 2019","21 Feb 2019","4 Sep 2018","20 Feb 2018","18 Sep 2017","23 Feb 2017","6 Sep 2016","25 Feb 2016","10 Sep 2015","24 Feb 2015","3 Sep 2014","20 Feb 2014","3 Sep 2013","21 Feb 2013","5 Sep 2012","23 Feb 2012","1 Sep 2011","22 Feb 2011","2 Sep 2010",
"Price/Net Asset Value",1.57,1.81,2.32,2.69,2.59,3.6,2.63,2.51,2.66,2.81,3.08,3.33,3.46,3.22,3.85,3.04,2.81,2.56,2.54,2.54,2.48,
"Price/Cash Flow",8.51,2175.61,56.48,-115.02,27.95,138.61,-99.46,-69.22,80.52,325.02,23.98,43.14,20.44,79.96,57.12,-415.44,21.12,72.83,-3816.83,-56.63,12.73,
"Return on Capital Employed",0.05,2.23,3.87,2.96,3.82,3.87,3.59,3.61,3.34,3.71,6.09,13.01,4.44,7.9,6.44,10.51,7.69,10.67,14.84,17.37,15.73,
"Return on Shareholder Fund",0.21,9.12,15.16,11.44,15.03,15.53,13.66,13.39,11.94,11.33,20.03,33.93,18.64,20.98,15.05,19.26,18.75,20.25,28.7,26.28,20.46,
"Return on Total Assets",5.36,4.4,4.79,2.1,6.48,12.43,5.1,3.13,5.54,6.04,8.08,11.36,12.26,17.67,15.66,21.32,15.12,17.33,23.55,26.05,24.91,
"Operating Profit Margin",21.42,17.26,18.91,7.77,26.55,48.63,18.83,10.58,18.7,18.17,26.55,30.74,27.83,47.1,23.35,41.13,22.72,19.46,24.97,25.39,27.03,
"Net Profit Margin",0.19,8.71,15.18,10.73,15.41,14.96,13.15,12.18,11.05,11.05,19.79,25.83,10.14,15.57,8.36,14.91,10.71,10.97,14.41,16.57,13.82,
"Debt : Equity",1.04,0.94,0.83,0.82,0.85,0.87,0.75,0.75,0.76,0.68,0.6,1.37,1.04,1.4,0.46,0.52,0.42,0.21,0.23,0.11,-0.07,
"Dividend Cover",0.15,3.07,4.66,3.49,4.07,4.08,3.68,3.58,3.27,3.29,5.24,6.93,3.7,4.22,2.99,3.73,3.49,3.96,5.15,6.08,4.49,
"NAV%Price",63.76,55.28,43.1,37.24,38.59,27.79,38.08,39.85,37.61,35.65,32.46,30.06,28.93,31.1,25.98,32.92,35.58,39.09,39.31,39.29,40.4,
"Price : Earnings",232.33,16.01,18.9,19.47,16.4,23.39,18.73,18.94,21.45,23.07,14.33,13.71,18.42,18.77,22.6,14.76,13.55,11.88,13.05,15.33,12.57,
"Investment Return",0.24,0.43,0.43,0.58,1.13,1.18,1.14,1.25,1.21,1.27,1.01,0.96,12.03,1.07,8.06,1.19,4.29,5.36,8.46,15.76,6.67,
"Underwriting Surplus : Net Premiums",0.25,0.2,0.22,0.09,0.3,0.55,0.21,0.12,0.22,0.21,0.3,0.34,0.3,0.52,0.26,0.46,0.25,0.21,0.28,0.28,0.3,
"Solvency Margin",102.5,438.54,115.07,430.54,116.29,437.75,108.74,412.04,106.43,448.77,111.29,338.77,59.5,327.16,61.1,347.18,62.43,236.25,55.55,257.25,74.51,
"Excess Assets to Total Liabilities",2.37,2.61,2.83,2.81,2.76,2.73,3.03,3.09,2.66,2.64,3.28,0.48,2.5,0.49,2.41,0.91,2.76,2.52,2.56,3.18,5.06,
"Net Taxed Surplus : Total Assets",,0.02,0.04,0.03,0.04,0.04,0.03,0.03,0.03,0.04,0.06,0.09,0.04,0.06,0.05,0.07,0.07,0.09,0.12,0.14,0.12,
"Mgmt Expenses : Total Income",0.34,0.35,0.35,0.4,0.33,0.31,0.35,0.36,0.34,0.34,0.31,0.31,0.29,0.29,0.31,0.31,0.34,0.36,0.34,0.34,0.4,
"Shareholders Funds : Total Funds",0.23,0.25,0.25,0.26,0.25,0.25,0.26,0.27,0.28,0.33,0.3,0.38,0.24,0.38,0.43,0.55,0.41,0.53,0.52,0.66,0.77,
"Shareholders Funds : Life Funds",0.47,0.52,0.53,0.55,0.53,0.52,0.55,0.57,0.62,0.83,0.67,,0.53,,7.27,23.01,19.52,-88.89,-29.61,-11.99,-3.88,
"Payouts : Premiums",0.53,0.59,0.56,0.55,0.56,0.54,0.58,0.6,0.54,0.54,0.54,0.52,0.34,0.45,0.32,0.44,0.29,0.3,0.29,0.3,0.16,
"Cost of Acquisition",0.51,0.54,0.53,0.52,0.53,0.54,0.53,0.52,0.51,0.51,0.5,0.48,0.33,0.48,0.35,0.52,0.36,0.37,0.36,0.38,0.42,
"Claims + Expenses : Premiums",1.19,1.28,1.25,1.23,1.26,1.26,1.29,1.31,1.27,1.26,1.25,1.2,0.82,0.93,0.82,0.97,0.8,0.82,0.78,0.83,0.75,
"Profitability %",-0.6,2.21,2.67,3.04,3.7,6.81,2.62,1.69,3.99,5.01,5.22,6.42,6.79,9.44,10.08,14,10.89,13.46,13.89,13.52,18.26,
"Solvency %",296.66,308.85,323.04,319.53,316.08,311.37,332.21,333.53,308.77,303.7,349.15,136.02,288.85,135.07,258.48,161.02,280.83,252.3,250.13,278.69,334.55,
"Int Bearing Debt : Total Assets",0.04,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.1,,0.11,,,,,-0.09,-0.11,-0.04,-0.14,
"Liquidity %",11.38,0.23,3.12,-7.1,6.83,7.37,-2.11,-12,2.56,3.12,12.44,10.69,10.52,5.37,5.56,-1.61,12.03,13.97,-0.07,-24.97,39.52,
"Cash Flow : Attributable Profit",-2.41,0.26,0.82,-4.38,1.1,1.31,-0.51,-32.18,0.39,0.67,0.96,3.58,0.74,1.14,0.3,-0.2,0.6,1.38,,-0.85,0.94,
"Loan to value ratio",23.82,23,21.22,21.31,21.67,21.77,,,,,,,,,,,,,,,,
"PEG Ratio",-12.83,1.13,1.33,0.78,0.66,1.29,1.04,0.94,1.07,0.81,0.51,0.69,0.93,1.07,1.29,0.78,0.72,0.46,0.5,0.61,0.5,

