"Interest Received: Interest",,,,,,,,,,,,24.38,,23.011,,26.122,,36.063,,55.042,112.445,
"Interest Received: Investments",,,,,,,,,,,,,,,,,,,,,7.506,
"Interest Received: Net investment income",,,,,,,,,,,,,,,,,,0.076,,,,
"Interest Paid",,0.322,,0.59,9.299,,,,1.724,,2.581,,1.18,,0.334,,0.882,,1.19,,157.218,
"Interest Paid: Foreign Exchange loss",,,10.204,,,,,,,,,,,,,,,,,,,
"Interest Paid: Interest Expense",,,1.338,,,,,,,,,,,,,,,,,,,
"Net Interest Paid/(Received)",-147.092,-97.643,-133.253,-71.68,-114.742,-58.039,-147.799,-73.099,-127.693,-61.534,-114.754,-55.304,-574.575,-46.662,-104.184,-53.013,-108.268,-50.575,-133.28,-72.606,3.466,
"Income From Associates Before Tax",-9.696,2.82,20.214,17.803,31.111,12.569,24.667,12.252,17.636,10.267,30.168,14.22,19.5,22.501,22.41,16.3,26.073,16.045,17.957,22.33,55.045,
"Income Before Tax",-46.799,236.134,451.932,283.634,541.315,309.503,610.148,365.502,590.139,338.514,596.692,361.213,564.974,352.889,685.851,384.687,632.765,353.613,671.712,401.538,509.957,
"Taxation",17.268,60.603,96.602,69.385,135.565,79.584,155.146,96.175,134.085,88.729,162.81,97.158,129.115,98.836,183.043,113.482,190.64,113.787,203.669,124.309,148.776,
"Profit For The Period",-64.067,175.531,355.33,214.249,405.75,229.919,455.002,269.327,456.054,249.785,433.882,264.055,435.859,254.053,502.808,271.205,442.125,239.826,468.043,277.229,361.181,
"Income Attributable To Minority Interests",-7.379,7.049,19.323,12.494,19.303,10.668,10.346,4.365,8.445,5.709,10.608,7.111,9.043,5.049,11.836,5.457,5.249,3.822,5.042,4.496,7.085,
"Attributable Income Before Extraordinary Items",-56.688,168.482,336.007,201.755,386.447,219.251,444.656,264.962,447.609,244.076,423.274,256.944,426.816,249.004,490.972,265.748,436.876,236.004,463.001,272.733,354.096,
"Income Attributable To Equity Holders",-56.688,168.482,336.007,201.755,386.447,219.251,444.656,264.962,447.609,244.076,423.274,256.944,426.816,249.004,490.972,265.748,436.876,236.004,463.001,272.733,354.096,
"Total Comprehensive Income/Loss for the period",-160.562,150.363,329.833,233.154,386.815,213.625,472.261,269.035,549.34,245.056,429.898,,,,,,,,,,,
"Headline Earnings (Cont Ops)",81.324,173.375,393.472,201.792,427.803,225.65,458.132,264.301,463.226,243.548,431.289,256.165,399.827,249.63,518.083,264.038,457.672,235.44,485.722,295.362,354.634,
"Enterprise Value (EV)",768.169,2269.504,2320.118,2603.584,3194.845,4480.794,3958.59,4684.604,4573.185,6098.189,6480.656,5322.685,5087.561,7703.878,7636.304,7615.253,5953.082,6106.238,5953.556,6012.933,4715.159,

Balance sheet (ZAR million),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"21 Sep 2020","19 Mar 2020","19 Sep 2019","28 Feb 2019","30 Aug 2018","22 Feb 2018","31 Aug 2017","22 Feb 2017","31 Aug 2016","23 Feb 2016","3 Sep 2015","26 Feb 2015","26 Aug 2014","19 Feb 2014","28 Aug 2013","20 Feb 2013","29 Aug 2012","20 Feb 2012","8 Sep 2011","16 Feb 2011","24 Aug 2010",
"Fixed Assets",2253.612,2412.806,2494.612,2582.125,2650.717,2681.102,2703.216,2634.749,2594.389,2515.827,2484.914,2445.044,2208.608,2108.76,2485.993,2426.916,2385.337,2266.61,2287.722,2283.836,2147.242,
"Right-of-use Asset",13.908,,,,,,,,,,,,,,,,,,,,,
"Investments in Associates",284.037,414.54,370.383,464.744,427.052,437.188,354.926,286.558,272.157,251.109,240.03,236.259,221.695,265.496,267.961,149.574,138.986,132.866,159.628,405.697,402.18,
"Investments and Loans",149.476,236.912,347.448,396.114,371.047,353.94,246.407,169.716,161.142,91.812,100.442,28.363,28.022,755.352,1033.836,703.016,443.4,387.904,743.974,511.673,483.589,
"Investments and Loans: Investments",,,,,,271.64,,,86.155,,,,,,,,,,,,,
"Investments and Loans: Listed",,,,,,,,8.128,,0.034,0.034,0.031,0.031,192.784,280.694,39.861,9.137,6.967,6.651,6.208,7.87,
"Investments and Loans: Loans to directors",,,88.609,,,82.3,,76.862,74.987,67.201,71.416,,,,,,,,,,,
"Investments and Loans: Other investments",,,258.839,,,,,,,,,,,,,,,,,,,
"Investments and Loans: unlisted",,,,,,,,84.726,,24.577,28.992,28.332,27.991,562.568,753.142,663.155,434.263,380.937,737.323,505.465,475.719,
"Goodwill",85.067,148.753,148.753,174.463,174.463,186.345,78.167,64.7,,,,,,,,,,,,,,
"Intangible Assets",37.454,14.34,13.325,,,,,,,,,,,,,,,,,,,
"Deferred Tax Asset",66.062,,16.427,,17.112,,11.363,,19.299,,2.142,,18.527,,14.941,,,,,,,
"Other Assets",,17.788,,,,,,,,,,,,,,,,,,,,
"Total Fixed Assets",2889.616,3245.139,3390.948,3617.446,3640.391,3658.575,3394.079,3155.723,3046.987,2858.748,2827.528,2709.666,2476.852,3129.608,3802.731,3279.506,2967.723,2787.38,3191.324,3201.206,3033.011,
"Stock",1009.669,939.648,938.924,857.89,951.14,817.758,833.41,881.456,806.229,795.886,811.659,814.006,638.75,665.731,648.777,656.388,529.531,501.803,633.863,552.277,511.293,
"Debtors",849.591,1457.342,1217.109,1332.105,1089.852,1526.827,1093.663,1553.566,1160.063,1307.129,1052.058,1425.112,982.193,1247.61,809.696,1130.345,738.432,1147.833,707.954,934.449,770.497,
"Cash",843.281,757.278,897.65,605.951,743.933,287.612,835.725,419.337,908.02,591.829,878.247,650.455,1306.489,847.652,750.23,610.65,1130.471,855.647,1519.332,1405.702,1757.265,
"Tax",17.037,3.627,3.256,17.295,1.989,,1.512,,17.961,13.722,10.226,,,,11.692,,24.675,,7.965,,17.207,
"Other Current Assets",900,800,800,800,800,800,1070.358,1109.929,1110.305,1104.868,1110.685,909.588,915.582,874.969,667.754,670.656,678.736,485.461,81.371,84.807,87.947,
"Other Current Assets: other Instruments at fair value",,,,,,,,,,,,,,874.969,667.754,670.656,678.736,485.461,81.371,84.807,87.947,
"Other Current Assets: Preference share investment",,,800,,,800,,,1110.305,,1110.685,,915.582,,,,,,,,,
"Total Current Assets",3619.578,3957.895,3856.939,3613.241,3586.914,3432.197,3834.668,3964.288,4002.578,3813.434,3862.875,3799.161,3843.014,3680.962,2888.149,3068.039,3101.845,2990.744,2950.485,2977.235,3144.209,
"Total Assets",6509.194,7203.034,7247.887,7230.687,7227.305,7090.772,7228.747,7120.011,7049.565,6672.182,6690.403,6508.827,6319.866,6810.57,6690.88,6347.545,6069.568,5778.124,6141.809,6178.441,6177.22,
"Ordinary Share Capital & Premium",,,271.482,,292.214,,371.857,,396.323,,395.209,,315.63,,181.942,,92.368,,639.331,735,770.722,
"Distributable Reserves",,,4961.453,,4870.411,,4756.318,,4588.58,,4396.852,,4205.8,,4590.18,,4308.5,,4036.652,3844,3758.074,
"Non-Distributable Reserves",,,506.96,,533.689,,553.803,,537.782,,447.6,,454.704,,575.208,,454.755,,354.559,379,388.588,
"Ordinary Shareholders' Interest",5228.801,5525.354,5739.895,5681.12,5696.314,5537.122,5681.978,5493.257,5522.685,5215.156,5239.661,4988.198,4976.134,5471.347,5347.33,5013.187,4855.623,4575.081,5030.542,4958.687,4917.384,
"Preference Shareholders",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,
"Minority Interest",37.676,55.464,104.13,51.575,48.56,64.894,47.045,60.975,56.608,62.708,56.999,56.442,52.642,51.066,49.539,51.064,43.317,37.061,33.237,28.548,24.052,
"Total Shareholders' Interest",5266.577,5580.918,5844.125,5732.795,5744.974,5602.116,5729.123,5554.332,5579.393,5277.964,5296.76,5044.74,5028.876,5522.513,5396.969,5064.351,4899.04,4612.242,5063.879,4987.335,4941.536,
"Deferred Tax Liability",330.588,331.926,360.716,384.263,381.994,375.486,377.39,353.097,354.636,306.784,283.431,270.456,281.305,307.446,480.319,439.051,439.801,393.857,390.145,376.357,359.946,
"Other Long-Term Liabilities",15.116,12.81,,,,,,,,,,,,,,,,,,,,
"Total Long-Term Liabilities",345.704,344.736,360.716,384.263,381.994,375.486,377.39,353.097,354.636,306.784,283.431,270.456,281.305,307.446,480.319,439.051,439.801,393.857,390.145,376.357,359.946,
"Creditors and Provisions",869.781,1252.091,1025.378,1098.383,1073.642,1095.085,1092.549,1192.681,1110.182,1087.434,1110.212,1182.329,987.75,921.118,813.592,827.818,730.727,769.81,687.785,798.717,875.738,
"Tax",27.132,19.562,17.668,15.246,26.695,18.085,24.043,19.901,5.354,,,11.302,21.935,59.493,,16.325,,2.215,,16.032,,
"Other Current Liabilities",,5.727,,,,,5.642,,,,,,,,,,,,,,,
"Total Current Liabilities",896.913,1277.38,1043.046,1113.629,1100.337,1113.17,1122.234,1212.582,1115.536,1087.434,1110.212,1193.631,1009.685,980.611,813.592,844.143,730.727,772.025,687.785,814.749,875.738,
"Total Liabilities",1242.617,1622.116,1403.762,1497.892,1482.331,1488.656,1499.624,1565.679,1470.172,1394.218,1393.643,1464.087,1290.99,1288.057,1293.911,1283.194,1170.528,1165.882,1077.93,1191.106,1235.684,
"Total Equity and Liabilities",6509.194,7203.034,7247.887,7230.687,7227.305,7090.772,7228.747,7120.011,7049.565,6672.182,6690.403,6508.827,6319.866,6810.57,6690.88,6347.545,6069.568,5778.124,6141.809,6178.441,6177.22,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"21 Sep 2020","19 Mar 2020","19 Sep 2019","28 Feb 2019","30 Aug 2018","22 Feb 2018","31 Aug 2017","22 Feb 2017","31 Aug 2016","23 Feb 2016","3 Sep 2015","26 Feb 2015","26 Aug 2014","19 Feb 2014","28 Aug 2013","20 Feb 2013","29 Aug 2012","20 Feb 2012","8 Sep 2011","16 Feb 2011","24 Aug 2010",
"Number of Shares in Issue (Actual)",382888967,382888967,389679360,389859292,389011767,393590937,395597460,397702340,397982185,398030651,391517651,391827651,406494087,467052949,467052949,467127949,461648254,461648254,495639628,495639628,495639628,
"Treasury Shares",,,,,,,,-711773,,-4007,,-310000,,-44604726,-44395861,-44405861,-44649502,44534342,-38387235,-32044352,-29562397,
"Weighted Average Shares in Issue (Actual)",382888967,382888967,387422175,389859292,392426737,393590937,396219497,396990567,397982185,398026644,391632132,391517651,406494087,422448223,422657088,422722088,416998752,417113912,457252393,463595276,465987231,
"Market Capitalisation (R'000)",1573674,2971218,3113538,3157860,3890118,4703412,4747170,5042866,5424497,6627210,7301804,5916598,6341308,8500364,8336895,8174739,7040136,6924724,7439551,7389987,6448272,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,,6197,,6030,,6311,,6310,,6434,,6053,,6025,,5910,,5850,5600,5652,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"21 Sep 2020","19 Mar 2020","19 Sep 2019","28 Feb 2019","30 Aug 2018","22 Feb 2018","31 Aug 2017","22 Feb 2017","31 Aug 2016","23 Feb 2016","3 Sep 2015","26 Feb 2015","26 Aug 2014","19 Feb 2014","28 Aug 2013","20 Feb 2013","29 Aug 2012","20 Feb 2012","8 Sep 2011","16 Feb 2011","24 Aug 2010",
"Earnings Per Share (ZARc)",-14.8,44,86.7,51.8,98.5,55.7,112.22,66.7,112.5,61.3,106.8,66,105,58.94,116.2,62.9,104.77,56.6,101.3,58.83,76,
"Diluted Earnings Per Share (ZARc)",,,,,,,,,,,106.8,,105,,116,,,,,,,
"Headline Earnings Per Share (Cont Ops) (ZARc)",21.2,45.3,101.6,51.8,109,57.3,115.6,66.6,116.4,61.2,108.8,65,98.4,59.1,122.6,62.5,109.75,56.4,106.2,63.7,76.1,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",,,,,,,,,,,108.8,,98.4,,123,,,,,,,
"Final Dividend (ZARc)",,,60,,60,,70,,70,,65,,60,,55,,50,,40,,40,
"Dividend Per Share (ZARc)",,,60,,60,,70,,70,,65,,60,,55,,50,,40,,40,
"Distributions Per Share (ZARc)",,,60,,60,,70,,70,,65,,60,,55,,50,,40,,40,
"Net Asset Value Per Share (ZARc)",1384,1462,1484,1460,1464,1418,1436,1381.25,1406,1326,1337,1289,1283,1307,1277,1073.19,1175,1106,1107,1076,992.13,
"3 Year Beta",-0.1,-0.05,-0.01,0.09,0.28,0.23,0.39,0.3,-0.09,-0.14,-0.26,-0.5,-0.28,-0.22,0.43,0.76,0.76,0.86,0.66,0.61,0.52,
"Cash Generated Per Share",107.71,54.86,90.73,34.72,128.15,-11.29,173.93,-51.09,167.15,36.28,193.28,28.76,131.72,-0.61,142.53,-2.06,168.29,25.68,94.41,24.24,154.26,
"Net Asset Value Per Share (Base Currency)",1384,1462,1484,1460,1464,1418,1436,1381.25,1406,1326,1337,1289,1283,1307,1277,1073.19,1175,1106,1107,1076,992.13,
"Price at Period End (Base Currency)",411,776,799,810,1000,1195,1200,1268,1363,1665,1865,1510,1560,1820,1785,1750,1525,1500,1501,1491,1301,
"JSE Market Price High (ZARc)",841,841,1199,1199,1400,1400,1499,1499,2150,2150,2000,1620,2500,2500,1900,1820,1600,1512,1580,1580,1800,
"JSE Market Price Low (ZARc)",372,634,690,751,900,910,1045,1162,1208,1501,1380,1391,1500,1701,1500,1500,1390,1390,1201,1201,1001,
"JSE Market Price at Period End (ZARc)",411,776,799,810,1000,1195,1200,1268,1363,1665,1865,1510,1560,1820,1785,1750,1525,1500,1501,1491,1301,
"JSE Volume Traded (Actual)",51168761,40215861,35318457,24646405,39748084,25545468,25427831,15849836,24764401,12329417,42285018,23491959,48698158,4825893,24140826,12367017,18322902,5484252,26028227,8426346,10716025,
"JSE Rand Value Traded (Actual)",345340268,292457429,323683509,237802500,471866995,309294570,328082654,214275997,403076510,224265490,668723770,356122453,775658595,88649058,410506898,205499163,274145749,79848648,385869392,124105192,147224770,
"12 Month HEPS",21.2,95.1,101.6,103.5,109,106.3,115.6,121.8,116.4,105,108.8,104.3,98.4,119.2,122.6,115.85,109.75,98.9,106.2,84.8,76.1,
"12 Month Dividend",,60,60,60,60,70,70,70,70,135,65,65,60,60,55,55,50,50,40,40,40,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"21 Sep 2020","19 Mar 2020","19 Sep 2019","28 Feb 2019","30 Aug 2018","22 Feb 2018","31 Aug 2017","22 Feb 2017","31 Aug 2016","23 Feb 2016","3 Sep 2015","26 Feb 2015","26 Aug 2014","19 Feb 2014","28 Aug 2013","20 Feb 2013","29 Aug 2012","20 Feb 2012","8 Sep 2011","16 Feb 2011","24 Aug 2010",
"Cash generated by operations",329.252,288.322,661.638,312.244,740.064,363.228,724.826,386.737,758.05,410.774,766.688,366.073,749.51,392.114,846.762,416.598,787.712,383.995,748.941,394.06,625.168,
"Working capital changes",161.186,-14.073,-183.981,-95.987,-113.105,-355.384,57.467,-338.023,-111.053,-260.475,50.847,,,,,,,,,,,
"Cash generated from operations after WC",490.438,274.249,477.657,216.257,626.959,27.844,782.294,48.714,646.997,150.299,817.535,156.398,696.516,35.546,724.126,9.996,863.253,172.618,492.553,112.674,711.979,
"Net Cash flow from operating activities",412.394,210.071,353.566,135.359,498.53,-44.421,688.059,-203.189,665.245,144.404,756.742,112.708,535.44,-2.854,665.709,-9.637,776.924,118.554,467.911,120.159,764.588,
"Net cash flow from investing activities",59.892,67.625,67.061,-28.007,-463.558,-409.104,-435.386,-271.39,-368.764,-166.97,-710.567,-525.427,564.654,590.108,-826.609,-294.667,-247.386,-221.521,-395.505,-255.361,-263.275,
"Net cash flow from financing activities",-426.655,-418.068,-266.91,-245.334,-378.821,-347.593,-322.531,-13.724,-0.753,-1.087,-32.825,-4.66,-56.096,-3.71,-12.186,-11.05,-146.962,-3.436,-131.392,-36.231,-0.12,
"Dividends paid",-243.683,-242.64,-246.178,-242.999,-299.179,-280.372,-299.592,-280.372,-265.954,-262.765,-241.593,-238.655,-240.326,-236.21,-217.187,-214.457,-173.499,-169.979,-192.16,-187.214,-191.699,
"Net increase(decrease) in cash & cash equivalents",45.631,-140.372,153.717,-137.982,-343.85,-836.461,-69.858,-488.303,29.774,-286.418,-228.243,-656.034,803.672,347.334,-390.273,1285.445,209.077,1342.587,-245.017,1492.549,1851.194,
"Cash & Cash Equivalent beginning of period",1697.65,1697.65,1543.933,1543.933,1887.782,1959.948,2030.186,2030.186,2000.412,2000.412,2228.655,,,,,,,,,,,
"Translation effects on cash & cash equivalents",,,,,,,,,,,2000.412,,,,,,,,,,,
"Cash & Cash Equivalent end of period",1743.281,1557.278,1697.65,1405.951,1543.933,1159.777,1959.948,1541.503,2030.186,1713.994,,,,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"21 Sep 2020","19 Mar 2020","19 Sep 2019","28 Feb 2019","30 Aug 2018","22 Feb 2018","31 Aug 2017","22 Feb 2017","31 Aug 2016","23 Feb 2016","3 Sep 2015","26 Feb 2015","26 Aug 2014","19 Feb 2014","28 Aug 2013","20 Feb 2013","29 Aug 2012","20 Feb 2012","8 Sep 2011","16 Feb 2011","24 Aug 2010",
"Return on Capital Employed",-1.14,5.92,5.73,7,6.62,7.69,7.45,9.12,7.69,8.95,7.78,9.94,8.21,8.72,8.56,9.86,8.28,9.58,8.58,10.34,6.81,
"Return on Shareholder Funds",-1.22,6.29,6.08,7.47,7.06,8.21,7.94,9.7,8.17,9.47,8.19,10.47,8.67,9.2,9.32,10.71,9.02,10.4,9.24,11.12,7.31,
"Return on Total Assets",2.96,6.86,7.32,8.08,8.67,9.25,8.89,10.36,8.77,10.15,9.3,11.1,16.21,-1.13,10.8,12.12,10.78,12.24,11.35,13,8.46,
"Operating Profit Margin",0.93,4.22,5.78,5.74,7.35,7.42,7.23,8.02,7.39,8.08,7.62,8.91,7.99,-3.69,11.55,11.59,10.79,11.1,12.58,12.91,11.53,
"Net Profit Margin",-1.02,5.04,5.32,5.93,6.1,6.54,6.94,7.59,6.99,7.39,6.76,7.85,7.92,8.55,9.52,9.76,9.07,9.13,10.67,11.49,8.66,
"Debt:Equity (excl non-int debt)",0.07,0.06,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.09,0.09,0.09,0.09,0.08,0.08,0.07,
"Interest Cover",1.25,-1.39,-2.24,-2.71,-3.45,-4.12,-2.96,-3.83,-3.48,-4.33,-3.94,-5.27,0.05,-6.08,-5.37,-5.95,-4.6,-5.67,-3.91,-4.22,132.25,
"Quick Ratio",2.91,2.36,2.8,2.47,2.4,2.35,2.67,2.54,2.87,2.77,2.75,2.5,3.17,3.07,2.75,2.86,3.52,3.22,3.37,2.98,3.01,
"Current Ratio",4.04,3.1,3.7,3.24,3.26,3.08,3.42,3.27,3.59,3.51,3.48,3.18,3.81,3.75,3.55,3.63,4.24,3.87,4.29,3.65,3.59,
"Dividend Cover",,,1.45,,1.64,,1.6,,1.61,,1.64,,1.75,,2.11,,2.1,,2.53,,1.9,
"Dividend Cover (HEPS)",,,1.69,,1.82,,1.65,,1.66,,1.67,,1.64,,2.23,,2.19,,2.66,,1.9,
"Debtors Collection Period",55.65,79.63,70.28,71.41,62.8,83.08,62.3,81.17,66.11,72.27,61.33,79.47,66.52,78.16,57.31,75.79,55.93,81.01,59.53,71.83,68.81,
"Price : Earnings",19.39,8.16,7.86,7.83,9.17,11.24,10.38,10.41,11.71,15.86,17.14,14.48,15.85,15.27,14.56,15.11,13.9,15.17,14.13,17.58,17.1,
"Sales Per Share (Base Currency)",1455.35,1744.74,1631.53,1746.57,1614.04,1704.27,1617.08,1759.82,1609.37,1658.65,1598.79,1671.85,1325.86,1379.11,1220.12,1287.8,1155.66,1239.89,949.24,1024.24,877.12,
"Price/Sales Per Share",0.28,0.44,0.49,0.46,0.62,0.7,0.74,0.72,0.85,1,1.17,0.9,1.18,1.32,1.46,1.36,1.32,1.21,1.58,1.46,1.48,
"Price/Net Asset Value",0.3,0.53,0.54,0.55,0.68,0.84,0.84,0.92,0.97,1.26,1.39,1.17,1.22,1.39,1.4,1.63,1.3,1.36,1.36,1.39,1.31,
"Price/Cash Flow",3.82,28.29,8.81,46.66,7.8,-211.69,6.9,-49.64,8.15,91.79,9.65,105.01,11.84,-5967.21,12.52,-1699.03,9.06,116.82,15.9,123.02,8.43,
"NAV%Price",336.74,188.4,185.73,180.25,146.4,118.66,119.67,108.93,103.15,79.64,71.69,85.36,82.24,71.81,71.54,61.33,77.05,73.73,73.75,72.17,76.26,
"Liquidity%",33.19,25.9,25.19,18.07,33.63,-5.97,45.88,-25.96,45.25,20.71,54.3,15.4,41.48,-0.44,51.45,-1.5,66.37,20.34,43.41,20.18,61.88,
"Cash Flow:Attributable Profit",-0.17,2.42,0.88,1.33,1.09,-0.39,1.46,-1.53,1.4,1.18,1.69,0.88,0.6,0.04,1.26,-0.07,1.69,1,0.96,0.88,2.08,
"Cash/Equity (%)",16.01,13.57,15.36,10.57,12.95,5.13,14.59,,,,,,,,,,,,,,,
"EV/Ebitda (Pd)",,6.06,,6.22,3.87,10.03,4.47,,,,,,,,,,,,,,,
"PEG Ratio",,9.34,9,-4.56,-5.35,6.36,5.87,4.05,4.55,1.75,1.89,8.01,8.77,16.37,15.61,0.89,0.81,1.91,1.78,7.45,7.25,

