"Headline Earnings (Cont Ops)",160000,212000,206000,248000,143000,200747,113000,161550,81000,100186,51000,55581,27300,36790,14005,15014,-3086,-7480,-7696,
"Enterprise Value (EV)",7515900,10970170,12859012,10503671,14086320,16874800,17610600,19750440,14099663,20693651,11478400,9246057,8611357,8119686,5598057,3977083,1944056,1924563,518368,

Balance sheet (ZAR '000),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"19 Aug 2020","25 Feb 2020","14 Aug 2019","13 Feb 2019","14 Aug 2018","19 Feb 2018","15 Aug 2017","28 Feb 2017","16 Aug 2016","23 Feb 2016","13 Aug 2015","17 Feb 2015","5 Aug 2014","18 Feb 2014","20 Aug 2013","22 Feb 2013","20 Aug 2012","28 Feb 2012","15 Aug 2011",
"Fixed Assets",9024000,8870000,8423000,7937000,7219000,6659000,6241000,5851000,4778000,4242816,3568000,3338184,2454100,2131811,1570698,1209758,859927,529938,381566,
"Right-of-use Asset",326000,200000,194000,,,,,,,,,,,,,,,,,
"Investments in Associates",,,,,13000,12000,11000,11000,9000,9554,9000,8624,12300,12680,,,,,,
"Investments and Loans",,,,,,,,,,,,7414,,2328,,,,,,
"Goodwill",563000,565000,552000,520000,481000,397000,437000,428000,397000,332495,338000,337883,330600,271748,270004,148861,132832,39283,20083,
"Intangible Assets",281000,265000,254000,239000,192000,169000,212000,191000,147000,133953,128000,121320,117600,97607,92138,67560,37024,5440,6847,
"Deferred Tax Asset",4000,8000,8000,8000,,,,,,,,,,,,,,,1795,
"Other Assets",5000,5000,14000,14000,31000,38000,27000,28000,13000,29292,9000,,,,,,,,,
"Long-Term Receivables",,,,,,,,,,,,,2000,,,,,,,
"Total Fixed Assets",10203000,9913000,9445000,8718000,7936000,7275000,6928000,6509000,5344000,4748110,4052000,3813425,2916600,2516174,1932840,1426179,1029783,574661,410291,
"Stock",10000,14000,8000,5000,1000,3000,6000,10000,6000,8392,5000,17458,3300,6817,2929,,,,,
"Debtors",419000,308000,241000,235000,134000,108000,73000,85000,51000,36410,54000,38016,28100,30231,24096,27728,13035,12836,6772,
"Debtors: Other receivables",165000,128000,79000,146000,50000,42000,30000,56000,14000,,,,,,,,,,,
"Debtors: Trade and other receivables",,,,,,,43000,29000,37000,,,,,,,,,,,
"Debtors: Trade receivables",254000,180000,162000,89000,84000,66000,,,,,,,,,,,,,,
"Cash",188000,114000,222000,170000,272000,571000,418000,706000,1039000,230526,802000,195305,489200,78933,71039,28504,34819,9837,5532,
"Tax",1000,2000,6000,1000,2000,3000,2000,7000,5000,5953,4000,2805,2400,1592,2009,1288,305,78,197,
"Other Current Assets",304000,134000,35000,36000,6000,125000,3000,4000,,50142,3000,6007,,,,,,,,
"Total Current Assets",922000,572000,512000,447000,415000,810000,502000,812000,1101000,331423,868000,259591,523000,117573,100073,57520,48159,22751,12501,
"Total Assets",11125000,10485000,9957000,9165000,8351000,8085000,7430000,7321000,6445000,5079533,4920000,4073016,3439600,2633747,2032913,1483699,1077942,597412,422792,
"Ordinary Share Capital & Premium",4733000,4733000,4733000,4733000,4733000,4733000,4556000,4556000,3885000,2834177,2819000,2092124,,1500671,,843710,,,,
"Distributable Reserves",728000,676000,681000,496000,377000,273000,507000,397000,296000,215046,161000,110713,,52218,,13436,,,,
"Non-Distributable Reserves",-58000,-4000,-1000,9000,25000,14000,28000,23000,28000,38969,23000,8735,,7310,,4065,,,,
"Ordinary Shareholders' Interest",5403000,5405000,5413000,5238000,5135000,5020000,5091000,4976000,4209000,3088192,3003000,2211572,2173300,1560199,1529633,861211,368190,369773,49842,
"Minority Interest",8000,11000,38000,34000,-19000,-23000,-17000,-12000,-9000,-7361,-4000,-1038,3400,3179,1091,507,,,,
"Total Shareholders' Interest",5411000,5416000,5451000,5272000,5116000,4997000,5074000,4964000,4200000,3080831,2999000,2210534,2176700,1563378,1530724,861718,368190,369773,49842,
"Interest Bearing Loans",3888000,3680000,3195000,,2310000,,,,,,,,,,,,,,,
"Deferred Tax Liability",584000,557000,572000,533000,468000,375000,351000,318000,255000,188564,178000,165625,149400,119281,110344,84329,37968,10193,8682,
"Other Long-Term Liabilities",324000,209000,216000,2867000,13000,2342000,1658000,1624000,1640000,1561250,1492000,1395404,899800,755145,284156,236243,158569,122416,100319,
"Total Long-Term Liabilities",4796000,4446000,3983000,3400000,2791000,2717000,2009000,1942000,1895000,1749814,1670000,1561029,1049200,874426,394500,320572,196537,132609,109001,
"Creditors and Provisions",194000,186000,136000,169000,146000,196000,320000,388000,314000,220655,91000,273578,67800,124885,28979,57685,16504,43171,27103,
"Creditors and Provisions: Development and acquisition payables",,,,,,,17000,91000,54000,,,,,,,,,,,
"Creditors and Provisions: Prepaid school fees and deposits",,,,,,,177000,171000,155000,,,,,,,,,,,
"Creditors and Provisions: Trade and other payables",,,,,,,126000,126000,105000,,,,,,,,,,,
"Tax",,1000,,,,,,,,50,5000,1576,2700,1173,1280,2216,994,882,,
"Bank Overdrafts/Short-Term Loans",99000,99000,73000,127000,34000,,27000,27000,,,30000,,20000,,14280,74540,44475,,,
"Other Current Liabilities",625000,337000,314000,197000,264000,175000,,,36000,28183,125000,26299,123200,69885,63150,166968,451242,50977,236846,
"Total Current Liabilities",918000,623000,523000,493000,444000,371000,347000,415000,350000,248888,251000,301453,213700,195943,107689,301409,513215,95030,263949,
"Total Liabilities",5714000,5069000,4506000,3893000,3235000,3088000,2356000,2357000,2245000,1998702,1921000,1862482,1262900,1070369,502189,621981,709752,227639,372950,
"Total Equity and Liabilities",11125000,10485000,9957000,9165000,8351000,8085000,7430000,7321000,6445000,5079533,4920000,4073016,3439600,2633747,2032913,1483699,1077942,597412,422792,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"19 Aug 2020","25 Feb 2020","14 Aug 2019","13 Feb 2019","14 Aug 2018","19 Feb 2018","15 Aug 2017","28 Feb 2017","16 Aug 2016","23 Feb 2016","13 Aug 2015","17 Feb 2015","5 Aug 2014","18 Feb 2014","20 Aug 2013","22 Feb 2013","20 Aug 2012","28 Feb 2012","15 Aug 2011",
"Number of Shares in Issue (Actual)",412100000,412100000,412100000,412100000,412100000,412000000,407200000,407200000,389300000,362200000,355200000,325600000,324300000,294800000,293700000,240400000,161200000,161200000,80600000,
"Weighted Average Shares in Issue (Actual)",412100000,412100000,412100000,412100000,412100000,408889000,407200000,384702000,370200000,353551000,347200000,322500000,311600000,287800000,272000000,213000000,161200000,137000000,80200000,
"Fully Diluted Weighted Average Shares in Issue",412100000,412100000,412300000,413000000,412900000,410394000,408900000,386300000,376500000,359100000,352700000,327100000,314700000,290200000,274900000,215500000,165500000,138000000,80200000,
"Market Capitalisation (R'000)",3708900,7294170,9775012,10512671,12033320,17468800,18018600,20441440,15147663,20931538,12254400,9442400,9077157,8195440,5653725,3930540,1934400,1934400,523900,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,
"Number of Employees",,6076,6103,5628,5710,5369,5494,4990,,3969,,3128,,2387,,,,654,,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"19 Aug 2020","25 Feb 2020","14 Aug 2019","13 Feb 2019","14 Aug 2018","19 Feb 2018","15 Aug 2017","28 Feb 2017","16 Aug 2016","23 Feb 2016","13 Aug 2015","17 Feb 2015","5 Aug 2014","18 Feb 2014","20 Aug 2013","22 Feb 2013","20 Aug 2012","28 Feb 2012","15 Aug 2011",
"Earnings Per Share (ZARc)",22.5,49,56.9,60,34.8,51,27.2,44.7,22,27.8,14.5,17,8.8,12.9,5.19,7.1,-1.85,-5.4,-9.6,
"Diluted Earnings Per Share (ZARc)",22.5,49,56.8,59.8,34.7,50.8,27.1,44.5,21.6,27.4,14.5,16.8,8.7,12.8,5.1,7,-1.8,-5.5,-9.6,
"Headline Earnings Per Share (Cont Ops) (ZARc)",38.7,61.1,50,60.1,34.8,49,27.6,41.8,22,28.3,14.5,17.2,8.8,12.8,5.1,7,-1.9,-5.4,-9.6,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",38.7,61.1,50,60,34.7,48.9,27.5,41.6,21.6,27.9,14.5,17,8.7,12.7,5.1,7,-1.9,-5.4,-9.6,
"Final Dividend (ZARc)",,10.2,,12,,,,,,,,,,,,,,,,
"Dividend Per Share (ZARc)",,10.2,,12,,,,,,,,,,,,,,,,
"Distributions Per Share (ZARc)",,10.2,,12,,,,,,,,,,,,,,,,
"Net Asset Value Per Share (ZARc)",1311,1312,1322,1277,1242,1226,1246,1222,1078.9,865.3,845.44,679.1,670.15,530.2,520.5,358.24,228.41,229.39,61.84,
"3 Year Beta",2.09,0.9,0.6,0.61,0.07,-0.12,-0.05,0.12,0.3,0.17,0.43,0.54,0.57,,,,,,,
"Cash Generated Per Share",86.14,115.02,67.94,94.15,71.83,75.97,41.01,99.21,52.14,44.63,22.24,75.77,26.77,35.81,10.59,23.36,5.22,7.13,-3.05,
"Net Asset Value Per Share (Base Currency)",1311,1312,1322,1277,1242,1226,1246,1222,1078.9,865.3,845.44,679.1,670.15,530.2,520.5,358.24,228.41,229.39,61.84,
"Price at Period End (Base Currency)",900,1770,2372,2551,2920,4240,4425,5020,3891,5779,3450,2900,2799,2780,1925,1635,1200,1200,650,
"JSE Market Price High (ZARc)",1839,2923,2923,4373,4373,5092,5092,5800,5849,5999,4050,3095,3095,2955,2250,2049,1350,1250,1200,
"JSE Market Price Low (ZARc)",469,1581,2053,2251,2700,3387,4112,3500,3500,2715,2715,2301,2400,1379,1379,985,985,520,550,
"JSE Market Price at Period End (ZARc)",900,1770,2372,2551,2920,4240,4425,5020,3891,5779,3450,2900,2799,2780,1925,1635,1200,1200,650,
"JSE Volume Traded (Actual)",77785903,62397351,24885608,71407048,37902223,107490084,47696953,97742522,58786856,39196844,17245296,26462090,14050354,17199152,7147828,13019514,5517804,10581446,2257101,
"JSE Rand Value Traded (Actual)",753768823,1353496046,620965914,2209332118,1273709224,4530387503,2196132201,4170208260,2426387137,1488326343,591108040,710166247,390757482,336864552,126519002,189841557,64821853,83212742,16925444,
"12 Month HEPS",49.8,61.1,75.3,60.1,56.2,49,47.4,41.8,35.8,28.3,22.9,17.2,16.5,12.8,14,7,2.3,-6.2,-19.2,
"12 Month Dividend",10.2,10.2,12,12,,,,,,,,,,,,,,,,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"19 Aug 2020","25 Feb 2020","14 Aug 2019","13 Feb 2019","14 Aug 2018","19 Feb 2018","15 Aug 2017","28 Feb 2017","16 Aug 2016","23 Feb 2016","13 Aug 2015","17 Feb 2015","5 Aug 2014","18 Feb 2014","20 Aug 2013","22 Feb 2013","20 Aug 2012","28 Feb 2012","15 Aug 2011",
"Cash generated by operations",474000,714000,411000,632000,349000,489000,262000,399000,218000,306000,169000,,,,,,25894,25112,11024,
"Working capital changes",-14000,-23000,-18000,-88000,27000,-91000,-53000,81000,49000,-44000,-32000,,,,,,,,,
"Cash generated from operations after WC",,,,544000,,397480,,481307,,261110,,,,,,,,,,
"Net Cash flow from operating activities",355000,474000,280000,388000,296000,313000,167000,404000,203000,161660,79000,246708,86800,105574,31097,56165,8421,11494,-2462,
"Net cash flow from investing activities",-473000,-1292000,-492000,-1373000,-681000,-1192000,-487000,-1700000,-529000,-1030570,-262000,-1256661,-327300,-1086976,-495746,-726907,-404459,-327719,-173533,
"Net cash flow from financing activities",191000,741000,269000,506000,86000,891000,32000,1771000,1134000,904131,790000,1126325,650800,1106371,581724,614869,380970,325146,180611,
"Dividends paid",-42000,-49000,-49000,,,,,,,,,,,,,,,,,
"Net increase(decrease) in cash & cash equivalents",73000,-77000,57000,-479000,-299000,-134000,-288000,475000,808000,35221,607000,116372,410300,124969,117075,-55873,-15068,8921,4616,
"Cash & Cash Equivalent beginning of period",15000,92000,92000,571000,571000,706000,706000,231000,231000,195305,195000,,,,,,,,,
"Translation effects on cash & cash equivalents",1000,,,,,,,,,,,,,,,,,,,
"Cash & Cash Equivalent end of period",89000,15000,149000,92000,272000,571000,418000,706000,1039000,230526,802000,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)",
,"19 Aug 2020","25 Feb 2020","14 Aug 2019","13 Feb 2019","14 Aug 2018","19 Feb 2018","15 Aug 2017","28 Feb 2017","16 Aug 2016","23 Feb 2016","13 Aug 2015","17 Feb 2015","5 Aug 2014","18 Feb 2014","20 Aug 2013","22 Feb 2013","20 Aug 2012","28 Feb 2012","15 Aug 2011",
"Return on Capital Employed",1.78,1.9,5.05,2.79,3.52,2.57,2.96,2.43,2.63,1.9,2.06,1.35,1.7,1.63,1.53,1.24,-1.06,-1.47,-9.69,
"Return on Shareholder Funds",3.36,3.45,8.73,4.59,5.43,3.96,4.14,3.38,3.81,2.99,3.2,2.3,2.53,2.54,1.92,1.7,-1.62,-2,-30.88,
"Return on Total Assets",4.26,2.72,4.7,3.96,4.98,3.51,4.28,3.03,3.36,2.54,3.01,2.19,2.53,2.44,2.44,1.6,-0.91,-1.66,-5.54,
"Operating Profit Margin",22.26,17.19,21.89,18.95,21.21,16.25,17.89,15.86,18.23,14.95,17.3,13.29,14.12,11.64,11.22,9.67,7.7,2.27,2.84,
"Net Profit Margin",5.85,6.86,15.81,9.94,11.53,9.96,10.56,10.03,9.06,7.11,7.23,5.49,5.6,5.62,4.47,4.13,-1.85,-4.45,-9.71,
"Debt:Equity (excl non-int debt)",0.9,0.84,0.74,0.67,0.55,0.54,0.4,0.4,0.45,0.57,0.57,0.71,0.49,0.56,0.27,0.46,0.65,0.36,2.19,
"Interest Bearing Debt as % of Long-Term Finance",41.81,40.46,36.95,,31.11,,,,,,,,,,,,,,,
"Interest Cover",2.01,1.77,3.24,3.43,3.6,4.54,4.4,3.93,2.65,2.27,2.22,2.41,2.26,3.42,2.36,2.34,0.75,0.29,0.17,
"Quick Ratio",0.99,0.9,0.96,0.9,0.93,2.18,1.43,1.93,3.13,1.3,3.44,0.8,2.43,0.57,0.9,0.19,0.09,0.24,0.05,
"Current Ratio",1,0.92,0.98,0.91,0.93,2.18,1.45,1.96,3.15,1.33,3.46,0.86,2.45,0.6,0.93,0.19,0.09,0.24,0.05,
"Dividend Cover",,4.8,,5,,,,,,,,,,,,,,,,
"Dividend Cover (HEPS)",,5.99,,5.01,,,,,,,,,,,,,,,,
"Debtors Collection Period",48.09,38.19,29.72,34.36,19.72,18.78,12.68,18.09,10.67,9.6,13.98,13.87,10.53,16.74,13.93,27.67,14.75,28.17,15.59,
"Price : Earnings",18.07,28.97,31.5,42.45,51.96,86.53,93.35,120.1,108.69,204.2,150.66,168.6,169.64,217.19,137.5,233.57,521.74,-193.55,-33.85,
"Sales Per Share (Base Currency)",771.66,714.39,718.27,605.68,601.8,513.34,516.21,445.8,471.1,391.38,406.11,310.29,312.71,229.02,232.06,171.71,200.13,121.39,197.68,
"Price/Sales Per Share",1.17,2.48,3.3,4.21,4.85,8.26,8.57,11.26,8.26,14.77,8.5,9.35,8.95,12.14,8.3,9.52,6,9.89,3.29,
"Price/Net Asset Value",0.69,1.35,1.79,2,2.35,3.46,3.55,4.11,3.61,6.68,4.08,4.27,4.18,5.24,3.7,4.56,5.25,5.23,10.51,
"Price/Cash Flow",20.9,15.39,69.83,27.1,81.3,55.81,215.8,50.6,149.25,129.49,310.25,38.27,209.15,77.63,363.62,69.99,459.77,168.3,-426.23,
"NAV%Price",145.67,74.12,55.73,50.06,42.53,28.92,28.16,24.34,27.73,14.97,24.51,23.42,23.94,19.07,27.04,21.91,19.03,19.12,9.51,
"Liquidity%",12.43,9.35,12.43,9.97,18.3,10.14,14.18,17.14,18.08,8.09,8.22,13.25,13.75,9.86,12.38,9.03,2.37,5.05,-1.32,
"Cash Flow:Attributable Profit",4.03,1.71,2.73,1.56,4.14,1.57,2.96,2.49,5.14,1.61,3.1,4.42,6.36,2.85,4.4,3.72,-5.65,-1.55,0.64,
"Cash/Equity (%)",3.47,2.1,4.07,3.22,5.32,11.43,8.24,,,,,,,,,,,,,
"EV/Ebitda (Pd)",18.42,16.4,28.14,15.31,37.27,31.37,69.06,,,,,,,,,,,,,
"PEG Ratio",0.59,0.94,0.84,1.14,1.05,1.75,1.02,1.25,2.37,4.46,3.67,4.11,3.87,5.02,5.84,9.93,-2.86,0.99,,

