"Total Current Assets",1247.812,1160.568,1189.623,1468.931,757.918,676.579,665.422,483.688,630.85,409.331,341.707,257.896,284.413,243.56,
"Total Assets",13658.562,13533.849,13442.223,13674.809,13652.63,13210.531,12747.775,12383.887,9943.664,8905.712,8188.825,7132.72,6540.754,6472.149,
"Ordinary Share Capital & Premium",5126.705,5125.105,5127.105,5115.671,5112.984,5103.067,5092.861,5156.011,4433.155,4105.211,3844.466,3422.723,3279.923,3117.914,
"Distributable Reserves",1396.089,1480.166,2550.397,2752.707,2776.792,2718.357,2218.017,2131.616,1651.598,1646.71,1224.376,1174.197,708.568,654.048,
"Non-Distributable Reserves",,,,,,,,,,,17.558,,0.163,,
"Other Capital",170.124,165.946,86.221,77.887,67.995,25.923,26.434,52.944,20.805,20.045,,7.223,,,
"Ordinary Shareholders' Interest",6692.918,6771.217,7763.723,7946.265,7957.771,7847.347,7337.312,7340.571,6105.558,5771.966,5086.4,4604.143,3988.654,3771.962,
"Minority Interest",23.987,23.075,19.049,19.032,16.342,14.519,15.102,12.421,,,,,,,
"Total Shareholders' Interest",6716.905,6794.292,7782.772,7965.297,7974.113,7861.866,7352.414,7352.992,6105.558,5771.966,5086.4,4604.143,3988.654,3771.962,
"Interest Bearing Loans",5551.942,4904.762,3992.932,4259.323,3689.263,3654.607,4124.94,3887.257,2843.114,2569.905,2808.761,2155.158,2394.05,2030.276,
"Other Long-Term Liabilities",372.591,304.596,223.791,18.78,31.893,27.617,26.359,,27.276,27.276,46.236,46.236,46.236,209.784,
"Total Long-Term Liabilities",5924.533,5209.358,4216.723,4278.103,3721.156,3682.224,4151.299,3887.257,2870.39,2597.181,2854.997,2201.394,2440.286,2240.06,
"Creditors and Provisions",393.538,393.774,330.938,297.231,231.361,173.526,167.062,151.619,104.816,114.209,57.682,88.327,106.768,101.843,
"Tax",,,,,,,,,,,6.246,,4.793,,
"Bank Overdrafts/Short-Term Loans",605.528,1118.768,1096.192,1111.05,1726,1492.53,1077,992.019,862.9,422.356,183.5,238.856,0.253,358.284,
"Other Current Liabilities",18.058,17.657,15.598,23.128,,0.385,,,,,,,,,
"Total Current Liabilities",1017.124,1530.199,1442.728,1431.409,1957.361,1666.441,1244.062,1143.638,967.716,536.565,247.428,327.183,111.814,460.127,
"Total Liabilities",6941.657,6739.557,5659.451,5709.512,5678.517,5348.665,5395.361,5030.895,3838.106,3133.746,3102.425,2528.577,2552.1,2700.187,
"Total Equity and Liabilities",13658.562,13533.849,13442.223,13674.809,13652.63,13210.531,12747.775,12383.887,9943.664,8905.712,8188.825,7132.72,6540.754,6472.149,

Share/unit data,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"2 Dec 2020","29 Jul 2020","4 Dec 2019","20 Jun 2019","26 Nov 2018","20 Jun 2018","20 Nov 2017","14 Jun 2017","8 Nov 2016","27 Jun 2016","17 Nov 2015","22 Jun 2015","20 Nov 2014","23 Jun 2014",
"Number of Shares in Issue (Actual)",998944288,998524580,998524580,994310123,993689874,979796940,986372706,986372706,859652330,801344008,758455048,691423255,668807870,638916916,
"Weighted Average Shares in Issue (Actual)",998572875,997543131,995430129,992285018,990013765,979876156,960010924,885350951,831127185,748651001,711635168,658789533,639981525,192550303,
"Fully Diluted Weighted Average Shares in Issue",1016018127,1019128630,1022459274,1009765848,1008766812,994991623,973829743,898728292,842274314,760041131,719528001,666087152,653345779,205505758,
"Market Capitalisation (R'000)",519451,379439,1737433,2734353,4262930,5535853,5326413,6638288,5458792,4816077,4892035,4660193,3939278,3130693,
"Number of Months",6,12,6,12,6,12,6,12,6,12,6,12,6,12,

Share statistics,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"2 Dec 2020","29 Jul 2020","4 Dec 2019","20 Jun 2019","26 Nov 2018","20 Jun 2018","20 Nov 2017","14 Jun 2017","8 Nov 2016","27 Jun 2016","17 Nov 2015","22 Jun 2015","20 Nov 2014","23 Jun 2014",
"Earnings Per Share (ZARc)",-8.42,-90.21,2.08,56.77,33.02,110.81,33.21,101.47,23.36,107.53,29.74,112.49,21.17,287.1,
"Diluted Earnings Per Share (ZARc)",-8.28,-88.3,2.03,55.79,32.41,109.13,32.74,99.96,23.05,105.92,29.41,111.25,20.74,269,
"Headline Earnings Per Share (Cont Ops) (ZARc)",-8.12,10.15,6.35,45.26,29.64,49.36,32.26,44.05,22.65,56.27,29.74,52.81,25.43,50.59,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",-7.98,9.94,6.18,44.47,29.09,50.12,31.8,43.39,22.35,55.43,29.41,52.24,24.91,47.41,
"Interim Dividend (ZARc)",,16.13,16.13,27.26,27.26,28.78,28.78,28.77,28.77,26.62,26.62,23.99,23.99,,
"Final Dividend (ZARc)",,,,23.71,,28.77,,28.8,,27.05,,25.21,,13.77,
"Dividend Per Share (ZARc)",,16.13,16.13,50.97,27.26,57.55,28.78,57.57,28.77,53.67,26.62,49.2,23.99,13.77,
"Distributions Per Share (ZARc)",,16.13,16.13,50.97,27.26,57.55,28.78,57.57,28.77,53.67,26.62,49.2,23.99,13.77,
"Net Asset Value Per Share (ZARc)",670,678.12,777.52,809,800.83,802,743.87,746,710.24,720.29,670.63,665.89,596.38,590.37,
"3 Year Beta",2.86,1.93,0.26,0.11,0.39,0.22,0.11,0.01,,,,,,,
"Cash Generated Per Share",13.22,35.66,0.08,35.48,5.8,14.48,6.63,18.28,8.07,28.58,14.07,27.16,30.08,18.04,
"Net Asset Value Per Share (Base Currency)",670,678.12,777.52,809,800.83,802,743.87,746,710.24,720.29,670.63,665.89,596.38,590.37,
"Price at Period End (Base Currency)",52,38,174,275,429,565,540,673,635,601,645,674,589,490,
"JSE Market Price High (ZARc)",140,398,398,631,631,695,695,724,700,729,729,700,595,580,
"JSE Market Price Low (ZARc)",33,33,170,275,335,470,512,545,545,510,600,430,430,430,
"JSE Market Price at Period End (ZARc)",52,38,174,275,429,565,540,673,635,601,645,674,589,490,
"JSE Volume Traded (Actual)",168092409,243995837,104791141,145743403,65903925,203647343,140505496,133762919,64066802,128874853,63004986,118640541,74122316,9167979,
"JSE Rand Value Traded (Actual)",115596252,459214528,293769895,650221425,344590130,1155880415,814866863,859355349,395469458,840720429,427103781,696799430,409456330,45834706,
"12 Month HEPS",-4.32,10.15,21.97,45.26,46.74,49.36,53.66,44.05,49.18,56.27,57.12,52.81,50.86,50.59,
"12 Month Dividend",,16.12,39.84,50.97,56.03,57.54,57.58,57.58,57.57,55.82,53.67,51.83,49.21,37.77,

Cash flow items,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"2 Dec 2020","29 Jul 2020","4 Dec 2019","20 Jun 2019","26 Nov 2018","20 Jun 2018","20 Nov 2017","14 Jun 2017","8 Nov 2016","27 Jun 2016","17 Nov 2015","22 Jun 2015","20 Nov 2014","23 Jun 2014",
"Cash generated from operations after WC",107.694,681.317,201.982,836.836,294.288,594.84,261.688,560.72,258.165,556.567,234.329,395.97,,,
"Net Cash flow from operating activities",132.109,356.097,0.823,352.792,57.601,141.889,65.35,180.313,69.345,229.041,106.721,187.799,201.182,115.233,
"Net cash flow from investing activities",-34.183,-509.61,388.541,-150.462,-152.811,-14.721,-127.092,-2779.98,-746.655,-1291.118,-985.731,-329.072,-130.517,-5512.568,
"Net cash flow from financing activities",-66.391,99.365,-445.891,-200.024,76.909,-180.902,42.36,2661.857,914.776,1074.688,925.929,142.447,-0.515,5454.978,
"Dividends paid",,-372.676,-223.043,-521.924,-268.464,-499.075,-232.412,-413.466,-203.219,-332.519,-131.237,-220.899,-80.963,,
"Net increase(decrease) in cash & cash equivalents",34.235,-54.148,-56.527,2.306,-18.301,-53.734,-19.382,62.19,237.466,12.611,46.919,1.174,70.15,57.643,
"Cash & Cash Equivalent beginning of period",33.538,84.131,84.131,76.921,76.921,133.618,133.618,71.428,71.428,58.817,58.817,57.643,,,
"Translation effects on cash & cash equivalents",1.838,3.555,0.367,4.904,3.145,-2.963,,,,,,,,,
"Cash & Cash Equivalent end of period",69.611,33.538,27.971,84.131,61.765,76.921,114.236,133.618,308.894,71.428,105.736,58.817,,,

Ratios,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017","Mar 2017","Sep 2016","Mar 2016","Sep 2015","Mar 2015","Sep 2014","Mar 2014",
,"Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"2 Dec 2020","29 Jul 2020","4 Dec 2019","20 Jun 2019","26 Nov 2018","20 Jun 2018","20 Nov 2017","14 Jun 2017","8 Nov 2016","27 Jun 2016","17 Nov 2015","22 Jun 2015","20 Nov 2014","23 Jun 2014",
"Return on Capital Employed",-1.32,-7.48,0.37,4.62,5.62,9.42,5.56,8.02,4.33,9.62,5.33,10.89,4.21,9.2,
"Return on Shareholder Funds",-2.48,-13.22,0.57,7.1,8.25,13.84,8.7,12.27,6.36,13.95,8.32,16.1,6.79,14.66,
"Return on Total Assets",0.89,2.68,2.93,3.72,4.05,3.97,4.61,3.5,4.56,4.73,5.19,4.88,7.24,1.51,
"Gross Profit Margin",61.74,66.75,,,,,,,,,,,,,
"Operating Profit Margin",55.74,61.76,61.14,65.87,66.51,68.18,69.09,63.44,67.93,70.23,70.18,67.74,67.14,66.56,
"Net Profit Margin",-20.05,-82.89,3.74,45.64,51.4,90,50.35,81.67,37.77,90.78,46.44,98.96,39.28,249.8,
"Debt:Equity (excl non-int debt)",0.97,0.93,0.68,0.68,0.68,0.66,0.71,0.66,0.61,0.52,0.6,0.53,0.61,0.69,
"Interest Bearing Debt as % of Long-Term Finance",45.25,41.92,33.91,34.84,31.63,31.73,35.94,34.58,31.77,30.81,35.58,31.88,37.51,34.99,
"Interest Cover",0.51,-1.91,1.15,2.86,3.25,4.64,3.23,4.41,2.59,4.99,2.98,5.65,-24.75,-343,
"Quick Ratio",1.23,0.76,0.82,1.03,0.39,0.41,0.53,0.42,0.65,0.76,1.38,0.79,2.54,0.53,
"Current Ratio",1.23,0.76,0.82,1.03,0.39,0.41,0.53,0.42,0.65,0.76,1.38,0.79,2.54,0.53,
"Dividend Cover",,-5.59,0.13,1.11,1.21,1.93,1.15,1.76,0.81,2,1.12,2.29,0.88,20.85,
"Dividend Cover (HEPS)",,0.63,0.39,0.89,1.09,0.86,1.12,0.77,0.79,1.05,1.12,1.07,1.06,3.67,
"Debtors Collection Period",255.51,178.57,230.82,174.34,181.21,171.01,127.23,112.89,98.8,81.46,90.78,83.18,82.87,196.35,
"Price : Earnings",-12.04,3.74,7.92,6.08,9.18,11.45,10.06,15.28,12.91,10.68,11.29,12.76,11.58,9.69,
"Sales Per Share (Base Currency)",83.3,108.83,111.52,124.39,128.49,123.12,131.92,124.24,123.7,118.45,128.08,113.66,107.79,114.93,
"Price/Sales Per Share",0.62,0.35,1.56,2.21,3.34,4.59,4.09,5.42,5.13,5.07,5.04,5.93,5.46,4.26,
"Price/Net Asset Value",0.08,0.06,0.22,0.34,0.54,0.7,0.73,0.9,0.89,0.83,0.96,1.01,0.99,0.83,
"Price/Cash Flow",7.87,1.07,4222.19,7.75,147.93,39.02,162.9,36.82,157.37,21.03,91.68,24.82,39.16,27.16,
"NAV%Price",1288.46,1784.53,446.85,294.18,186.67,141.95,137.75,110.85,111.85,119.85,103.97,98.8,101.25,120.48,
"Liquidity%",3.81,5.28,0.03,6.18,2.03,2.65,2.42,3.58,3.61,7.31,6.88,7.43,15.77,4.27,
"Cash Flow:Attributable Profit",4.34,0.99,0.01,0.7,0.42,0.27,0.45,0.42,0.61,0.54,1,0.54,1.7,1.18,
"Cash/Equity (%)",1.04,0.49,0.36,1.06,0.77,0.98,,1.82,,,,,,,
"EV/Ebitda (Pd)",,,36.78,8.88,19.08,7.5,,,,,,,,,
"PEG Ratio",0.68,-0.21,,-4.32,28.73,35.83,-2.8,-4.25,2.36,1.95,2.57,2.91,,,

