"Other Assets",5.58,53.387,5.58,,,,,
"Total Fixed Assets",2345.689,2085.495,1747.001,1523.532,1304.896,1150.971,1076.812,
"Stock",1104.191,961.551,1083.93,880.158,911.151,781.204,774.244,
"Debtors",1782.355,1891.265,1908.56,1745.613,1664.483,1582.067,1499.42,
"Cash",39.843,30.255,46.369,43.046,40.214,27.07,35.088,
"Other Current Assets",1.385,3.052,1.882,3.127,6.487,5.08,24.273,
"Total Current Assets",2927.774,2886.123,3040.741,2671.944,2622.335,2395.421,2333.025,
"Total Assets",5273.463,4971.618,4787.742,4195.476,3927.231,3546.392,3409.837,
"Ordinary Shareholders' Interest",2028.158,2019.522,1926.248,1902.57,1742.746,1681.929,1581.981,
"Minority Interest",98.545,,,,,,,
"Total Shareholders' Interest",2126.703,2019.522,1926.248,1902.57,1742.746,1681.929,1581.981,
"Interest Bearing Loans",418.75,89.228,,,,,,
"Deferred Tax Liability",100.271,77.897,72.778,56.902,41.905,23.848,16.562,
"Retirement Obligation",15.38,15.484,15.924,,16.367,,17.621,
"Other Long-Term Liabilities",391.43,262.527,117.594,45.778,17.402,35.85,18.42,
"Total Long-Term Liabilities",925.831,445.136,206.296,102.68,75.674,59.698,52.603,
"Creditors and Provisions",1330.472,765.421,1319.209,737.44,1095.812,602.528,987.819,
"Tax",11.325,29.143,8.394,8.925,1.636,4.373,2.524,
"Bank Overdrafts/Short-Term Loans",830.039,1678.227,1309.447,1441.243,1000.907,1195.463,778.37,
"Other Current Liabilities",49.093,34.169,18.148,2.618,10.456,2.401,6.54,
"Total Current Liabilities",2220.929,2506.96,2655.198,2190.226,2108.811,1804.765,1775.253,
"Total Liabilities",3146.76,2952.096,2861.494,2292.906,2184.485,1864.463,1827.856,
"Total Equity and Liabilities",5273.463,4971.618,4787.742,4195.476,3927.231,3546.392,3409.837,

Share/unit data,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","7 May 2020","28 Nov 2019","10 May 2019","29 Nov 2018","7 May 2018","29 Nov 2017",
"Number of Shares in Issue (Actual)",70282000,74170000,70237000,74170000,70162000,70462000,70462000,
"Weighted Average Shares in Issue (Actual)",70266000,70266000,70211000,70237000,70396000,70462000,70462000,
"Fully Diluted Weighted Average Shares in Issue",70266000,70863000,70479000,70633000,70984000,71069000,71056000,
"Market Capitalisation (R'000)",1440781,1735578,2196311,2336355,2735616,3417407,3509008,
"Number of Months",12,6,12,6,12,6,12,

Share statistics,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","7 May 2020","28 Nov 2019","10 May 2019","29 Nov 2018","7 May 2018","29 Nov 2017",
"Earnings Per Share (ZARc)",391.49,242.21,394.98,224.23,349.8,221.7,342.21,
"Diluted Earnings Per Share (ZARc)",391.49,240.17,393.48,222.98,346.9,219.8,339.35,
"Headline Earnings Per Share (Cont Ops) (ZARc)",388.54,241.83,397.85,224.17,348.98,221,345.15,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",388.54,239.79,396.33,222.91,346.09,219.12,342.26,
"Interim Dividend (ZARc)",,,33.5,33.5,32,32,,
"Final Dividend (ZARc)",50,,90,,84.7,,82.6,
"Dividend Per Share (ZARc)",50,,123.5,33.5,116.7,32,82.6,
"Distributions Per Share (ZARc)",50,,123.5,33.5,116.7,32,82.6,
"Net Asset Value Per Share (ZARc)",2886,2873,2742,2709,2484,2387,2246,
"3 Year Beta",0.12,,,,,,,
"Cash Generated Per Share",703.56,-269.21,503.98,-144.15,643.41,-115.02,682.71,
"Net Asset Value Per Share (Base Currency)",2886,2873,2742,2709,2484,2387,2246,
"Price at Period End (Base Currency)",2050,2340,3127,3150,3899,4850,4980,
"JSE Market Price High (ZARc)",3344,3344,4000,3900,5800,5800,6500,
"JSE Market Price Low (ZARc)",1400,1400,2550,2600,3500,4330,4510,
"JSE Market Price at Period End (ZARc)",2050,2340,3127,3150,3899,4850,4980,
"JSE Volume Traded (Actual)",8025477,3453531,3280603,1111360,7031234,2582498,1250950,
"JSE Rand Value Traded (Actual)",189063471,90826688,107047862,37402075,316262381,124924899,68883632,
"12 Month HEPS",388.54,415.51,397.85,352.15,348.98,393.57,345.15,
"12 Month Dividend",50,90,123.5,118.2,116.7,114.6,114.6,

Cash flow items,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","7 May 2020","28 Nov 2019","10 May 2019","29 Nov 2018","7 May 2018","29 Nov 2017",
"Cash generated by operations",483.458,258.961,417.257,246.085,237.025,246.706,489.704,
"Working capital changes",-20.415,-482.52,-97.768,-372.818,-127.15,-276.31,103.162,
"Net Cash flow from operating activities",494.477,-199.675,353.979,-106.916,451.431,-81.045,481.053,
"Net cash flow from investing activities",-310.892,-109.837,-437.378,-184.868,-283.503,-235.51,-272.985,
"Net cash flow from financing activities",-195.137,293.398,89.554,294.616,51.604,308.537,-191.676,
"Dividends paid",-63.249,-63.249,-83.019,-61.749,-80.749,-58.201,-68.63,
"Net increase(decrease) in cash & cash equivalents",-11.552,-16.114,6.155,2.832,5.126,-8.018,18.105,
"Cash & Cash Equivalent beginning of period",46.369,46.369,40.214,40.214,35.088,35.088,16.983,
"Cash & Cash Equivalent end of period",34.817,30.255,46.369,43.046,40.214,27.07,35.088,

Ratios,"Sep 2020","Mar 2020","Sep 2019","Mar 2019","Sep 2018","Mar 2018","Sep 2017",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"26 Nov 2020","7 May 2020","28 Nov 2019","10 May 2019","29 Nov 2018","7 May 2018","29 Nov 2017",
"Return on Capital Employed",9.15,14.05,13.19,16.08,13.69,17.94,14.75,
"Return on Shareholder Funds",13.13,17.15,14.6,16.94,14.29,18.58,15.24,
"Return on Total Assets",7.94,10.46,8.46,11.39,9.18,12.57,10.05,
"Gross Profit Margin",15.29,15.05,15.49,15.53,16.83,17.3,17.03,
"Operating Profit Margin",5.93,6.32,5.84,6.31,6.58,7.7,6.26,
"Net Profit Margin",3.21,3.48,3.28,3.59,3.76,4.58,3.76,
"Debt:Equity (excl non-int debt)",0.83,1.05,0.79,0.81,0.62,0.75,0.53,
"Interest Bearing Debt as % of Long-Term Finance",16.45,4.23,,,,,,
"Interest Cover",4.08,4.57,4.44,5.3,5.21,5.86,5.78,
"Quick Ratio",0.82,0.77,0.74,0.82,0.81,0.89,0.88,
"Current Ratio",1.32,1.15,1.15,1.22,1.24,1.33,1.31,
"Dividend Cover",7.83,,3.2,6.69,3,6.93,4.14,
"Dividend Cover (HEPS)",7.77,,3.22,6.69,2.99,6.91,4.18,
"Debtors Collection Period",75.87,70.58,82.43,72.57,92.77,84.65,85.3,
"Stock Turn",6.58,8.66,6.59,8.43,5.98,7.22,6.88,
"Price : Earnings",5.28,5.63,7.86,8.95,11.17,12.32,14.43,
"Sales Per Share (Base Currency)",12203.15,13918.41,12037.32,12499.92,9302.79,9681.14,9105.19,
"Price/Sales Per Share",0.17,0.17,0.26,0.25,0.42,0.5,0.55,
"Price/Net Asset Value",0.71,0.81,1.14,1.16,1.57,2.03,2.22,
"Price/Cash Flow",2.91,-17.38,6.2,-43.7,6.06,-84.33,7.29,
"NAV%Price",140.78,122.78,87.69,86,63.71,49.22,45.1,
"Liquidity%",15.71,-13.53,12.37,-9.33,20.67,-8.69,26.32,
"Cash Flow:Attributable Profit",1.8,-2.35,1.28,-1.36,1.83,-1.04,2,
"Cash/Equity (%)",1.87,1.5,2.41,2.26,2.31,1.61,2.22,
"EV/Ebitda (Pd)",,,,13.75,8.7,,,
"PEG Ratio",0.74,0.55,0.77,1.07,1.33,0.79,0.92,

