"Interest Received",80.253,67.707,238.152,87.181,158.709,67.737,232.069,23.355,194.617,16.874,75.757,39.814,90.232,37.152,76.659,39.519,46.256,39.997,69.905,26.195,64.408,
"Interest Paid",1509.88,858.969,1162.737,611.206,1179.439,591.247,1291.629,544.644,1116.731,468.658,887.093,618.658,1138.527,534.445,841.205,392.376,830.922,408.479,713.915,334.67,822.887,
"Net Interest Paid/(Received)",1429.627,791.262,924.585,524.025,1020.73,523.51,1059.56,521.289,922.114,451.784,811.336,578.844,1048.295,497.293,764.546,352.857,784.666,368.482,644.01,308.475,758.479,
"Income From Associates Before Tax",-92.25,-97.267,583.198,198.429,423.729,214.352,379.231,200.883,149.983,93.823,202.435,127.503,110.142,34.204,161.824,88.485,77.298,23.504,98.417,45.661,40.983,
"Income Before Tax",1296.953,2650.399,5284.195,3008.151,5322.21,2686.312,6196.821,2631.506,3657.994,2067.322,4755.125,3966.417,6943.832,3742.511,6836.198,3231.186,6432.931,3197.995,5302.318,2572.874,4745.847,
"Taxation",851.589,840.364,1431.779,751.221,1436.597,736.093,1328.232,638.248,1215.487,619.135,1339.839,1108.788,2107.173,954.138,1783.782,853.291,1695.458,846.751,1528.169,741.726,1301.059,
"Profit For The Period",445.364,1810.035,3852.416,2256.93,3885.613,1950.219,4868.589,1993.258,2442.507,1448.187,3415.286,2857.629,4836.659,2788.373,5052.416,2377.895,4737.473,2351.244,3774.149,1831.148,3444.788,
"Income Attributable To Minority Interests",276.383,194.269,28.648,33.691,67.617,69.262,98.649,37.894,194.304,80.659,260.97,90.168,233.352,95.029,279.984,116.136,294.571,151.581,235.401,101.518,99.613,
"Attributable Income Before Extraordinary Items",168.981,1615.766,3823.768,2223.239,3817.996,1880.957,4769.94,1955.364,2248.203,1367.528,3154.316,2767.461,4603.307,2693.344,4772.432,2261.759,4442.902,2199.663,3538.748,1729.63,3345.175,
"Extraordinary Profit",-632.267,,-48.486,,,,,,79253.352,1661.576,2744.09,,,,,,,,,,,
"Extraordinary Profit: Discontinued Operations",-632.267,,-48.486,,,,,,79253.352,1661.576,2744.09,,,,,,,,,,,
"Income Attributable To Equity Holders",-463.286,1615.766,3775.282,2223.239,3817.996,1880.957,4769.94,1955.364,81501.555,3029.104,5898.406,2767.461,4603.307,2693.344,4772.432,2261.759,4442.902,2199.663,3538.748,1729.63,3345.175,
"Total Comprehensive Income/Loss for the period",-68.391,1785.099,3746.708,2239.917,3845.75,1905.412,4741.686,1936.341,85875.817,7174.672,6096.277,,,,,,,,,,,
"Headline Earnings (Cont Ops)",1867.928,1908.413,4608.257,2119.035,4134.682,1926.016,3695.732,1698.637,3479.001,1608.875,3358.251,2840.937,5459.55,2642.452,4878.02,2263.901,4574.872,2297.195,3688.159,1723.464,3365.122,
"Enterprise Value (EV)",78252.965,88851.915,78611.931,85115.198,79291.113,88794.707,64147.126,74094.487,56184.236,46876.962,40171.311,112211.21,101328.56,95871.324,84554.032,76473.324,63041.676,56151.198,53609.555,56657.914,44483.541,

Balance sheet (ZAR million),"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"14 Sep 2020","2 Mar 2020","2 Sep 2019","4 Mar 2019","3 Sep 2018","26 Feb 2018","28 Aug 2017","27 Feb 2017","29 Aug 2016","29 Feb 2016","31 Aug 2015","2 Mar 2015","1 Sep 2014","27 Feb 2014","26 Aug 2013","4 Mar 2013","27 Aug 2012","27 Feb 2012","29 Aug 2011","28 Feb 2011","30 Aug 2010",
"Fixed Assets",14425.708,13671.906,12048.736,11618.966,11173.458,10952.087,10474.205,10247.335,9700.907,21053.008,18301.434,16975.428,16271.788,15623.272,13872.872,12995.524,12445.541,12451.215,11603.183,10770.264,10367.571,
"Right-of-use Asset",5134.768,,,,,,,,,,,,,,,,,,,,,
"Investments in Associates",599.188,960.793,5803.569,5571.39,5342.027,5422.643,5375.328,4687.124,4190.496,4822.142,4816.412,3926.101,3928.433,640.291,1199.879,1121.437,1089.858,589.947,684.405,652.53,656.865,
"Investments and Loans",2031.937,2089.968,1732.951,2821.943,2802.905,3441.503,2843.132,2827.975,2869.822,2524.116,2551.26,2381.866,2367.602,3269.427,2507.906,2216.053,1889.141,1614.753,1749.577,1408.885,1157.19,
"Goodwill",17961.091,8688.835,5094.959,4529.277,4447.769,4432.465,3167.7,3527.268,2537.036,16546.02,13567.032,13269.182,11723.176,10819.226,8853.973,8202.062,7449.997,7050.206,6354.825,5524.899,5709.169,
"Intangible Assets",8494.82,4480.138,3835.665,3399.155,3367.806,3240.955,1667.71,972.036,929.96,2248.624,2093.48,2216.557,1647.006,1191.63,1025.768,957.053,860.957,777.62,672.105,659.488,651.094,
"Deferred Tax Asset",1588.036,681.809,845.421,702.736,761.368,679.003,728.913,585.094,618.192,922.814,877.623,635.511,602.85,652.066,519.828,333.413,413.427,310.423,390.792,447.918,426.822,
"Other Assets",1760.166,6693.329,1492.768,1254.259,809.307,1123.497,863.826,953.73,819.635,888.397,739.814,938.967,693.157,721.507,738.537,574.607,507.404,468.329,293.657,142.114,272.53,
"Long-Term Receivables",290.517,318.569,285.565,273.805,245.901,202.886,202.886,180.035,180.035,146.954,146.954,124.767,124.767,101.439,101.794,100.362,100.215,91.84,119.692,129.85,129.85,
"Total Fixed Assets",52286.231,37585.347,31139.634,30171.531,28950.541,29495.039,25323.7,23980.597,21846.083,49152.075,43094.009,40468.379,37358.779,33018.858,28820.557,26500.511,24756.54,23354.333,21868.236,19735.948,19371.091,
"Stock",11060.258,12293.684,9836.77,10547.867,9721.142,10250.738,9588.634,10321.135,9314.684,19308.637,16219.867,16671.373,15004.199,15352.736,13203.006,12253.368,11520.84,11509.324,9813.98,9322.925,8945.794,
"Debtors",12522.646,12851.959,11724.064,11092.074,12033.937,11362.836,10136.307,9507.719,9098.345,26343.211,22186.713,21696.485,19502.637,19587.495,15926.124,15071.641,13535.245,13238.69,11564.155,10735.59,10539.227,
"Cash",10412.475,6944.71,6617.075,5221.027,6168.293,4710.829,5132.55,3566.407,3911.927,6298.693,7812.877,6453.82,8838.573,8831.806,8452.559,5769.96,5871.306,4370.118,4437.268,3551.806,4138.722,
"Tax",325.117,349.125,282.847,143.397,125.109,197.938,183.033,,11.578,,,,,,,,,,,,,
"Other Current Assets",4292.95,2514.457,2373.888,1311.965,1336.856,831.335,1026.974,729.61,878.627,705.957,547.74,226.717,271.282,134.531,276.173,204.979,211.215,180.755,154.279,202.31,350.086,
"Total Current Assets",38613.446,34953.935,30834.644,28316.33,29385.337,27353.676,26067.498,24124.871,23215.161,52656.498,46767.197,45048.395,43616.691,43906.568,37857.862,33299.948,31138.606,29298.887,25969.682,23812.631,23973.829,
"Total Assets",90899.677,72539.282,61974.278,58487.861,58335.878,56848.715,51391.198,48105.468,45061.244,101808.573,89861.206,85516.774,80975.47,76925.426,66678.419,59800.459,55895.146,52653.22,47837.918,43548.579,43344.92,
"Ordinary Share Capital & Premium",1384.81,,1116.179,,,,,,,,,,,,,,,,,,,
"Treasury Shares",-664.746,,-637.063,,,,,,,,,,,,,,,,,,,
"Distributable Reserves",21211.095,,24012.732,,,,,,,,,,,,,,,,,,,
"Non-Distributable Reserves",-502.531,,-356.698,,,,,,,,,,,,,,,,,,,
"Translation Reserves",400.927,,208.936,,,,,,,,,,,,,,,,,,,
"Ordinary Shareholders' Interest",23159.047,26189.547,25618.212,25137.558,23957.082,22828.089,21697.305,19641.236,18459.474,42153.184,36372.19,34237.585,31780.882,29410.4,26373.592,23618.62,21630.154,20210.157,17669.264,17447.298,16736.503,
"Minority Interest",3481.856,2384.448,304.62,991.753,1023.627,1271.36,1347.018,1333.904,1286.606,1293.373,1338.044,1212.959,1230.233,1168.772,1177.127,1008.542,969.299,887.554,787.728,703.513,656.434,
"Total Shareholders' Interest",26640.903,28573.995,25922.832,26129.311,24980.709,24099.449,23044.323,20975.14,19746.08,43446.557,37710.234,35450.544,33011.115,30579.172,27550.719,24627.162,22599.453,21097.711,18456.992,18150.811,17392.937,
"Interest Bearing Loans",22883.554,9719.842,7008.238,6253.671,7122.485,8324.551,5408.072,6133.248,6138.9,9086.978,7124.985,9227.023,7108.167,7945.308,7469.635,5542.69,4039.858,4449.657,4391.429,3357.587,3448.501,
"Deferred Tax Liability",3016.417,1446.188,1463.126,1054.051,1209.549,1077.226,1014.705,751.293,882.847,1071.514,1033.66,890.226,815.402,619.347,604.586,487.58,553.919,441.516,507.505,411.324,378.992,
"Retirement Obligation",79.075,89.078,74.317,76.6,76.943,76.266,77.197,78.88,79.128,298.149,283.92,357.647,345.253,310.224,312.739,382.85,380.669,384.316,381.332,367.324,394.527,
"Other Long-Term Liabilities",5082.954,4683.874,528.658,442.059,490.788,974.199,665.128,369.816,358.162,2103.165,1577.684,846.857,669.149,636.401,550.359,463.174,523.76,547.676,488.845,468.745,447.187,
"Other Long-Term Liabilities: Life Assurance Fund",,,,,10.545,631.058,311.355,23.971,24.761,25.861,26.733,27.578,27.829,30.617,30.174,30.369,31.64,33.116,34.014,40.469,13.734,
"Other Long-Term Liabilities: Long-term liabilities",,,,,,,,,120.347,162.842,,,,122.09,,,,,,,,
"Other Long-Term Liabilities: Long-term Provisions",,,,,248.633,176.017,149.907,140.167,163.887,830.058,511.246,642.805,509.98,483.694,371.353,288.23,340.289,291.351,272.4,216.685,235.253,
"Other Long-Term Liabilities: Non-controlling interest",,,,,90.53,60.99,60.99,50.741,49.167,1084.404,939.43,,,,,,,,,,,
"Other Long-Term Liabilities: Operating Lease Liabilities",,,,,141.08,106.134,142.876,154.937,,,100.275,176.474,131.34,,148.832,144.575,151.831,223.209,182.431,211.591,198.2,
"Total Long-Term Liabilities",31062,15938.982,9074.339,7826.381,8899.765,10452.242,7165.102,7333.237,7459.037,12559.806,10020.249,11321.753,8937.971,9511.28,8937.319,6876.294,5498.206,5823.165,5769.111,4604.98,4669.207,
"Creditors and Provisions",15839.439,12238.743,12324.318,10744.908,13265.043,11375.035,11312.006,9937.491,11295.216,32304.103,30047.619,26899.458,26565.354,25246.263,22221.911,19754.31,20309.361,18292.704,17049.958,14517.244,15283.992,
"Tax",438.105,311.398,291.042,363.637,168.844,298.688,109.771,78.711,,480.696,401.85,367.59,268.643,274.287,299.967,169.041,298.24,347.285,201.313,334.351,364.558,
"Bank Overdrafts/Short-Term Loans",14039.099,14136.266,13843.516,13367.458,10967.024,10566.83,9720.473,9728.198,6532.377,12367.376,11107.983,9669.471,11709.45,11177.947,7554.532,8292.167,7128.561,7086.816,6360.005,5940.654,5633.687,
"Other Current Liabilities",2880.131,1339.898,518.231,56.166,54.493,56.471,39.523,52.691,28.534,650.035,573.271,1807.958,482.937,136.477,113.971,81.485,61.325,5.539,0.539,0.539,0.539,
"Total Current Liabilities",33196.774,28026.305,26977.107,24532.169,24455.404,22297.024,21181.773,19797.091,17856.127,45802.21,42130.723,38744.477,39026.384,36834.974,30190.381,28297.003,27797.487,25732.344,23611.815,20792.788,21282.776,
"Total Liabilities",64258.774,43965.287,36051.446,32358.55,33355.169,32749.266,28346.875,27130.328,25315.164,58362.016,52150.972,50066.23,47964.355,46346.254,39127.7,35173.297,33295.693,31555.509,29380.926,25397.768,25951.983,
"Total Equity and Liabilities",90899.677,72539.282,61974.278,58487.861,58335.878,56848.715,51391.198,48105.468,45061.244,101808.573,89861.206,85516.774,80975.47,76925.426,66678.419,59800.459,55895.146,52653.22,47837.918,43548.579,43344.92,

Share/unit data,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"14 Sep 2020","2 Mar 2020","2 Sep 2019","4 Mar 2019","3 Sep 2018","26 Feb 2018","28 Aug 2017","27 Feb 2017","29 Aug 2016","29 Feb 2016","31 Aug 2015","2 Mar 2015","1 Sep 2014","27 Feb 2014","26 Aug 2013","4 Mar 2013","27 Aug 2012","27 Feb 2012","29 Aug 2011","28 Feb 2011","30 Aug 2010",
"Number of Shares in Issue (Actual)",339770000,339679000,338382000,337072000,336766000,336296000,335094000,333603000,332672000,330451000,328666000,324324000,318916000,314556000,313555000,312775000,311952000,310706000,309021000,320306000,319006000,
"Weighted Average Shares in Issue (Actual)",339264000,338826000,337245000,336843000,335718000,335546000,333497000,332897000,330036000,329013000,326406000,320556000,314873000,313726000,312577000,312224000,310324000,309462000,318665000,319279000,314510000,
"Fully Diluted Weighted Average Shares in Issue",339728000,339621000,338164000,338125000,337161000,337630000,335098000,333208000,331210000,330797000,328220000,323993000,316859000,316468000,314379000,314547000,311037000,310708000,319612000,320419000,316439000,
"Market Capitalisation (R'000)",48260931,69556069,64072632,69723343,66346270,73342795,52804113,60465544,46138280,30427928,28413176,98555577,90119283,84411103,76805297,67399885,56775264,48097289,46507661,50207966,38883641,
"Number of Months",12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,6,12,
"Number of Employees",,,123841,,130877,,117705,,114185,141000,117370,145808,143828,,106371,105103,105103,,105057,,105752,

Share statistics,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"14 Sep 2020","2 Mar 2020","2 Sep 2019","4 Mar 2019","3 Sep 2018","26 Feb 2018","28 Aug 2017","27 Feb 2017","29 Aug 2016","29 Feb 2016","31 Aug 2015","2 Mar 2015","1 Sep 2014","27 Feb 2014","26 Aug 2013","4 Mar 2013","27 Aug 2012","27 Feb 2012","29 Aug 2011","28 Feb 2011","30 Aug 2010",
"Earnings Per Share (ZARc)",-136.6,476.9,1119.4,660,1137.3,560.6,1430.3,587.4,692.6,920.6,1807.1,863.33,1461.96,858.5,1526.8,724.4,1431.7,710.8,1110.49,541.73,1063.61,
"Diluted Earnings Per Share (ZARc)",-136.4,475.8,1116.4,657.5,1132.4,557.1,1423.4,586.8,692.2,915.7,1797.1,854.2,1452.8,851.1,1518.1,719.1,1428.4,708,1107.2,539.8,1057.1,
"Headline Earnings Per Share (Cont Ops) (ZARc)",553.2,563.2,1366.4,629.1,1231.6,574,1108.2,510.3,1054.1,489,1028.9,886.3,1733.9,842.3,1560.6,725.1,1474.2,742.3,1157.4,539.8,1070,
"Diluted Headline Earnings Per Share (Cont) (ZARc)",552.5,561.9,1362.7,626.7,1226.3,570.5,1102.9,509.8,1050.4,486.4,1023.2,876.9,1723,835,1551.6,719.7,1470.8,739.3,1153.9,537.9,1063.4,
"Interim Dividend (ZARc)",282,282,282,282,255,255,227,227,482,482,426,426,378,378,324,324,280,280,225,225,207,
"Final Dividend (ZARc)",,,318,,301,,264,,232,,483,,432,,396,,342,,255,,225,
"Dividend Per Share (ZARc)",282,282,600,282,556,255,491,227,714,482,909,426,810,378,720,324,622,280,480,225,432,
"Other Distributions (ZARc)",,,,,,,,,,,,,,,,,80,80,,,,
"Distributions Per Share (ZARc)",282,282,600,282,556,255,491,227,714,482,909,426,810,378,720,324,702,360,480,225,432,
"Net Asset Value Per Share (ZARc)",6816,7710,7571,7458,7114,6788,6475,5888,5549,12756,11067,10556.6,9965.28,9350,8411.15,7551.31,6934,6505,3444,3516,3253,
"3 Year Beta",0.78,0.86,0.66,0.61,0.57,0.26,0.32,0.45,0.45,0.71,0.65,0.71,0.75,0.76,0.74,0.72,0.76,0.79,0.62,0.71,0.69,
"Cash Generated Per Share",1253.39,132.52,762.54,-323.06,1599.47,338.86,840.5,-25.12,946.44,-157.46,1957.61,438.31,1683.98,44.27,850.27,-196.47,1467.49,116.27,1445.36,241.91,1522.27,
"Net Asset Value Per Share (Base Currency)",6816,7710,7571,7458,7114,6788,6475,5888,5549,12756,11067,10556.6,9965.28,9350,8411.15,7551.31,6934,6505,3444,3516,3253,
"Price at Period End (Base Currency)",14204,20477,18935,20685,19701,21809,15758,18125,13869,9208,8645,30388,28258,26835,24495,21549,18200,15480,15050,15675,12189,
"JSE Market Price High (ZARc)",22617,22500,22458,21825,25547,22100,18374,18374,14000,10082,9502,32499,30000,27263,26640,22495,18614,16748,16100,16100,14664,
"JSE Market Price Low (ZARc)",12639,16986,17200,17200,15329,15329,13075,13075,7894,7894,7647,27257,23454,23454,18016,18016,14035,14035,12000,12000,9250,
"JSE Market Price at Period End (ZARc)",14204,20477,18935,20685,19701,21809,15758,18125,13869,9208,8645,30388,28258,26835,24495,21549,18200,15480,15050,15675,12189,
"JSE Volume Traded (Actual)",333065097,142432095,308734906,162640234,315969825,163221795,360070806,210372054,341091662,109583952,192811669,100654476,201456253,82670945,181217888,79621431,182235183,98668280,232095010,108505268,285820462,
"JSE Rand Value Traded (Actual)",59183861865,27919335811,60821142582,31260144693,63451661647,29569206470,57945108753,33525504870,35869990682,10009086419,16336152473,29360040075,53541387200,21030853835,40143320473,16291439993,29829502816,15140549058,34145747656,15487272503,35251692512,
"12 Month HEPS",553.2,1300.5,1366.4,1286.7,1231.6,1171.9,1108.2,1075.4,1054.1,631.6,1028.9,1777.9,1733.9,1677.8,1560.6,1457,1474.2,1359.9,1157.4,1114.8,1070,
"12 Month Dividend",282,600,600,583,556,556,519,491,459,714,1391,858,858,810,1098,720,666,702,615,450,450,

Cash flow items,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"14 Sep 2020","2 Mar 2020","2 Sep 2019","4 Mar 2019","3 Sep 2018","26 Feb 2018","28 Aug 2017","27 Feb 2017","29 Aug 2016","29 Feb 2016","31 Aug 2015","2 Mar 2015","1 Sep 2014","27 Feb 2014","26 Aug 2013","4 Mar 2013","27 Aug 2012","27 Feb 2012","29 Aug 2011","28 Feb 2011","30 Aug 2010",
"Cash generated by operations",8305.279,5542.426,7926.49,4176.942,8262.456,3884.149,7247.655,3682.216,6737.192,3410.109,6759.127,3606.131,10207.193,2994.278,7367.243,1886.74,8941.983,2334.47,8162.83,2615.211,7984.22,
"Working capital changes",874.428,-1750.162,-1282.47,-3070.622,1523.258,-631.284,-367.886,-1873.884,296.577,-2019.865,-724.931,-2370.409,-531.601,-2166.507,-1891.175,-2522.867,197.584,-1637.02,405.727,-1006.005,684.97,
"Cash generated from operations after WC",9179.707,3792.264,6644.02,1106.32,9785.714,3252.868,6879.769,1808.332,7033.769,,6034.196,,,,,,,,,,,
"Net Cash flow from operating activities",4258.631,450.14,2580.285,-1088.931,5386.455,1139.588,2816.458,-83.799,3148.537,-520.339,6434.014,1421.54,5370.491,139.263,2666.069,-614.515,4577.878,361.247,4466.468,774.839,4856.127,
"Net cash flow from investing activities",-3319.199,-2853.805,-3281.913,-1376.423,-5872.506,-4913.559,-1621.011,-1367.341,-5646.31,-3400.178,-6239.094,-3931.826,-8493.479,-3609.472,-3168.357,-1928.509,-3151.751,-1043.847,-3853.284,-1660.868,-4846.526,
"Net cash flow from financing activities",2041.278,1617.223,-766.609,351.885,671.239,717.447,-21.223,-870.934,1577.56,1548.593,167.118,-7.591,1080.266,764.913,2459.971,1619.343,165.521,536.972,-735.423,300.914,1732.99,
"Dividends paid",-2267.564,-1203.006,-2019.277,-1052.04,-2063.305,-1040.521,-1658.969,-850.797,-3277.746,-1673.467,-1940.396,-501.385,-1873.292,1370.016,-2227.13,-1161.042,-2062.768,-870.856,-1559.737,-782.78,-1301.545,
"Net increase(decrease) in cash & cash equivalents",2980.71,-235.264,-1468.237,-2113.469,-232.84,-3056.524,1174.224,-2322.074,-920.213,-2371.924,362.038,-2517.877,-2042.722,-2705.296,1957.683,-923.681,1591.648,-145.628,-122.239,-585.115,1742.591,
"Cash & Cash Equivalent beginning of period",2034.523,2034.523,3514.398,3514.398,3886.417,3886.417,2706.226,2706.226,5818.512,5818.512,5560.585,,,,,,,,,,,
"Translation effects on cash & cash equivalents",328.632,-7.733,-11.638,13.835,-39.622,-22.695,5.967,8.126,824.389,698.233,-104.111,,,,,,,,,,,
"Cash & Cash Equivalent end of period",5343.865,2259.439,2034.523,1414.764,3514.398,807.198,3886.417,392.278,2706.226,4144.821,5818.512,,,,,,,,,,,

Ratios,"Jun 2020","Dec 2019","Jun 2019","Dec 2018","Jun 2018","Dec 2017","Jun 2017","Dec 2016","Jun 2016","Dec 2015","Jun 2015","Dec 2014","Jun 2014","Dec 2013","Jun 2013","Dec 2012","Jun 2012","Dec 2011","Jun 2011","Dec 2010","Jun 2010",
,"Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)","Interim (6m)","Final (12m)",
,"14 Sep 2020","2 Mar 2020","2 Sep 2019","4 Mar 2019","3 Sep 2018","26 Feb 2018","28 Aug 2017","27 Feb 2017","29 Aug 2016","29 Feb 2016","31 Aug 2015","2 Mar 2015","1 Sep 2014","27 Feb 2014","26 Aug 2013","4 Mar 2013","27 Aug 2012","27 Feb 2012","29 Aug 2011","28 Feb 2011","30 Aug 2010",
"Return on Capital Employed",-0.32,8.13,10.87,13.29,11.47,11.29,16.12,14.08,300.3,11.11,12.9,12.22,11.53,13.91,13.85,15.1,16.86,17.47,15.58,16.09,15.61,
"Return on Shareholder Funds",-0.7,12.67,14.67,17.28,15.55,16.18,21.13,19.01,413.73,14.32,16.33,16.12,14.65,18.24,18.34,19.31,20.96,22.29,20.45,20.18,19.81,
"Return on Total Assets",5.92,9.94,11.93,11.45,10.53,10.93,13.31,12.07,8.79,4.98,6.41,11.33,10.27,11.53,12.04,12.76,13.52,14.27,12.99,13.77,12.83,
"Gross Profit Margin",30.63,30.52,29.64,29.28,28.91,28.11,29.09,21.36,29.16,21,21.4,20.12,20.35,19.81,19.79,19.43,20.44,19.51,20.72,20.03,20.96,
"Operating Profit Margin",6.98,8.79,8.77,8.05,7.69,7.51,9.69,6.25,6.49,5.24,6.05,4.23,4.29,4.69,4.85,4.64,5.35,5.26,4.94,4.85,4.98,
"Net Profit Margin",-0.61,3.7,4.96,5.56,4.96,4.71,6.72,4.14,119.43,6.55,6.66,2.65,2.51,3,3.11,3,3.33,3.27,2.99,2.96,3.05,
"Debt:Equity (excl non-int debt)",1.69,1.05,0.88,0.81,0.8,0.87,0.73,0.81,0.71,0.57,0.56,0.59,0.63,0.68,0.6,0.62,0.56,0.61,0.66,0.58,0.59,
"Interest Bearing Debt as % of Long-Term Finance",46.21,25.38,21.28,19.31,22.19,25.67,19.01,22.62,23.72,17.3,15.89,20.65,17.72,20.62,21.33,18.37,15.17,17.42,19.22,15.61,16.55,
"Interest Cover",1.97,4.47,6.08,6.36,5.8,5.72,6.49,5.66,4.8,5.37,6.61,7.63,7.52,8.46,9.73,9.91,9.1,9.62,9.08,9.19,7.2,
"Quick Ratio",0.83,0.81,0.78,0.72,0.8,0.77,0.78,0.7,0.78,0.73,0.73,0.73,0.73,0.78,0.82,0.74,0.71,0.69,0.68,0.7,0.71,
